crab_eating_macaque gene name,rhesus_macaque gene name,human gene name,mice gene name,pig gene name
DDX27,DDX27,DDX27,Ddx27,DDX27
DDX28,DDX28,DDX28,Ddx28,DDX28
DDX31,DDX31,DDX31,Ddx31,DDX31
DDX39A,DDX39A,DDX39A,Ddx39a,DDX39A
DDX39B,DDX39B,DDX39B,Ddx39b,DDX39B
DDX3X,DDX3X,DDX3X,Ddx3x,DDX3X
DDX4,DDX4,DDX4,Ddx4,DDX4
DDX42,DDX42,DDX42,Ddx42,DDX42
DDX47,DDX47,DDX47,Ddx47,DDX47
DDX49,DDX49,DDX49,Ddx49,DDX49
DDX5,DDX5,DDX5,Ddx5,DDX5
DDX50,DDX50,DDX50,Ddx50,DDX50
DDX51,DDX51,DDX51,Ddx51,DDX51
DDX52,DDX52,DDX52,Ddx52,DDX52
DDX54,DDX54,DDX54,Ddx54,DDX54
DDX55,DDX55,DDX55,Ddx55,DDX55
DDX56,DDX56,DDX56,Ddx56,DDX56
DDX59,DDX59,DDX59,Ddx59,DDX59
DDX6,DDX6,DDX6,Ddx6,DDX6
DDX60,DDX60,DDX60,Ddx60,DDX60
DEAF1,DEAF1,DEAF1,Deaf1,DEAF1
DECR1,DECR1,DECR1,Decr1,DECR1
DEDD,DEDD,DEDD,Dedd,DEDD
GSK3A,DEDD2,DEDD2,Dedd2,DEDD2
DEF8,DEF8,DEF8,Def8,DEF8
DEFB113,DEFB113,DEFB113,Defb18,DEFB113
DEFB119,DEFB119,DEFB119,Defb19,DEFB119
DEFB128,DEFB128,DEFB128,Defb20,DEFB128
DEFB129,DEFB129,DEFB129,Defb23,DEFB129
DEFB125,DEFB125,DEFB125,Defb26,DEFB125
DEFB115,DEFB115,DEFB115,Defb28,DEFB115
DEFB112,DEFB112,DEFB112,Defb34,DEFB116
DEFB123,DEFB123,DEFB123,Defb36,DEFB123
DEFB110,DEFB110,DEFB110,Defb41,DEFB110
DEFB136,DEFB136,DEFB136,Defb42,DEFB136
DEFB121,DEFB121,DEFB121,Defb45,DEFB121
DEGS1,DEGS1,DEGS1,Degs1,DEGS1
DEGS2,DEGS2,DEGS2,Degs2,DEGS2
DELE1,DELE1,DELE1,Dele1,DELE1
DENND10,DENND10,DENND10,Dennd10,DENND10
DENND11,DENND11,DENND11,Dennd11,DENND11
DENND1A,DENND1A,DENND1A,Dennd1a,DENND1A
DENND1B,DENND1B,DENND1B,Dennd1b,DENND1B
DENND1C,DENND1C,DENND1C,Dennd1c,DENND1C
DENND2A,DENND2A,DENND2A,Dennd2a,DENND2A
DENND2B,DENND2B,DENND2B,Dennd2b,DENND2B
DENND2C,DENND2C,DENND2C,Dennd2c,DENND2C
DENND2D,DENND2D,DENND2D,Dennd2d,DENND2D
DENND3,DENND3,DENND3,Dennd3,DENND3
DENND4A,DENND4A,DENND4A,Dennd4a,DENND4A
DENND4B,DENND4B,DENND4B,Dennd4b,DENND4B
DENND4C,DENND4C,DENND4C,Dennd4c,DENND4C
DENND5A,DENND5A,DENND5A,Dennd5a,DENND5A
DENND5B,DENND5B,DENND5B,Dennd5b,DENND5B
DENND6A,DENND6A,DENND6A,Dennd6a,DENND6A
DENND6B,DENND6B,DENND6B,Dennd6b,DENND6B
DENR,DENR,DENR,Denr,DENR
DEPDC1,DEPDC1,DEPDC1,Depdc1a,DEPDC1
DEPDC1B,DEPDC1B,DEPDC1B,Depdc1b,DEPDC1B
DEPDC5,YWHAH,DEPDC5,Depdc5,DEPDC5
DEPDC7,DEPDC7,DEPDC7,Depdc7,DEPDC7
DEPP1,DEPP1,DEPP1,Depp1,DEPP1
DEPTOR,DEPTOR,DEPTOR,Deptor,DEPTOR
DERA,DERA,DERA,Dera,DERA
DERL1,DERL1,DERL1,Derl1,DERL1
DERL2,DERL2,DERL2,Derl2,DERL2
DERL3,DERL3,DERL3,Derl3,DERL3
DERPC,DERPC,DERPC,Derpc,DERPC
DES,DES,DES,Des,DES
DESI2,DESI2,DESI2,Desi2,DESI2
DET1,DET1,DET1,Det1,DET1
DEUP1,DEUP1,DEUP1,Deup1,DEUP1
DFFA,DFFA,DFFA,Dffa,DFFA
DFFB,DFFB,DFFB,Dffb,DFFB
DGAT1,DGAT1,DGAT1,Dgat1,DGAT1
DGAT2L6,DGAT2L6,DGAT2L6,Dgat2l6,DGAT2L6
DGCR8,DGCR8,DGCR8,Dgcr8,DGCR8
DGKA,DGKA,DGKA,Dgka,DGKA
DGKB,DGKB,DGKB,Dgkb,DGKB
DGKD,DGKD,DGKD,Dgkd,DGKD
DGKE,DGKE,DGKE,Dgke,DGKE
DGKG,DGKG,DGKG,Dgkg,DGKG
DGKH,DGKH,DGKH,Dgkh,DGKH
DGKI,DGKI,DGKI,Dgki,DGKI
DGKQ,DGKQ,DGKQ,Dgkq,DGKQ
DGKZ,DGKZ,DGKZ,Dgkz,DGKZ
DGUOK,DGUOK,DGUOK,Dguok,DGUOK
DHCR24,DHCR24,DHCR24,Dhcr24,DHCR24
DHCR7,DHCR7,DHCR7,Dhcr7,DHCR7
DHDDS,DHDDS,DHDDS,Dhdds,DHDDS
DHH,DHH,DHH,Dhh,DHH
DHODH,DHODH,DHODH,Dhodh,DHODH
DHRS1,DHRS1,DHRS1,Dhrs1,DHRS1
DHRS3,DHRS3,DHRS3,Dhrs3,DHRS3
DHRS7,DHRS7,DHRS7,Dhrs7,DHRS7
DHRS7B,DHRS7B,DHRS7B,Dhrs7b,DHRS7B
DHRS7C,DHRS7C,DHRS7C,Dhrs7c,DHRS7C
DHRS9,DHRS9,DHRS9,Dhrs9,DHRS9
DHTKD1,SEC61A2,DHTKD1,Dhtkd1,DHTKD1
DHX15,DHX15,DHX15,Dhx15,DHX15
DHX16,DHX16,DHX16,Dhx16,DHX16
DHX29,DHX29,DHX29,Dhx29,DHX29
DHX30,DHX30,DHX30,Dhx30,DHX30
DHX32,DHX32,DHX32,Dhx32,DHX32
DHX35,DHX35,DHX35,Dhx35,DHX35
DHX36,DHX36,DHX36,Dhx36,DHX36
DHX37,DHX37,DHX37,Dhx37,DHX37
DHX38,DHX38,DHX38,Dhx38,DHX38
DHX40,DHX40,DHX40,Dhx40,DHX40
DHX58,DHX58,DHX58,Dhx58,DHX58
DHX8,DHX8,DHX8,Dhx8,DHX8
DHX9,DHX9,DHX9,Dhx9,DHX9
DIABLO,DIABLO,DIABLO,Diablo,DIABLO
DIAPH1,DIAPH1,DIAPH1,Diaph1,DIAPH1
DIAPH3,DIAPH3,DIAPH3,Diaph3,DIAPH3
DICER1,DICER1,DICER1,Dicer1,DICER1
DIMT1,DIMT1,DIMT1,Dimt1,DIMT1
DIO1,DIO1,DIO1,Dio1,DIO1
DIP2A,DIP2A,DIP2A,Dip2a,DIP2A
DIP2B,DIP2B,DIP2B,Dip2b,DIP2B
DIP2C,DIP2C,DIP2C,Dip2c,DIP2C
DIPK1A,DIPK1A,DIPK1A,Dipk1a,DIPK1A
DIPK1B,DIPK1B,DIPK1B,Dipk1b,DIPK1B
DIPK2A,DIPK2A,DIPK2A,Dipk2a,DIPK2A
DIPK2B,DIPK2B,DIPK2B,Dipk2b,DIPK2B
DIRAS2,DIRAS2,DIRAS2,Diras2,DIRAS2
DIS3,DIS3,DIS3,Dis3,DIS3
DIS3L,DIS3L,DIS3L,Dis3l,DIS3L
DIS3L2,DIS3L2,DIS3L2,Dis3l2,DIS3L2
DISC1,DISC1,DISC1,Disc1,DISC1
DISP1,DISP1,DISP1,Disp1,DISP1
DISP2,DISP2,DISP2,Disp2,DISP2
DISP3,DISP3,DISP3,Disp3,DISP3
DKK1,DKK1,DKK1,Dkk1,DKK1
DKK2,DKK2,DKK2,Dkk2,DKK2
DKK3,DKK3,DKK3,Dkk3,DKK3
DKK4,DKK4,DKK4,Dkk4,DKK4
DKKL1,DKKL1,DKKL1,Dkkl1,DKKL1
DLAT,DLAT,DLAT,Dlat,DLAT
DLC1,DLC1,DLC1,Dlc1,DLC1
DLD,DLD,DLD,Dld,DLD
DLEC1,DLEC1,DLEC1,Dlec1,DLEC1
DLG1,DLG1,DLG1,Dlg1,DLG1
DLG2,DLG2,DLG2,Dlg2,DLG2
DLG3,DLG3,DLG3,Dlg3,DLG3
DLG4,DLG4,DLG4,Dlg4,DLG4
DLG5,DLG5,DLG5,Dlg5,DLG5
DLGAP1,DLGAP1,DLGAP1,Dlgap1,DLGAP1
DLGAP2,DLGAP2,DLGAP2,Dlgap2,DLGAP2
DLGAP3,DLGAP3,DLGAP3,Dlgap3,DLGAP3
DLGAP4,DLGAP4,DLGAP4,Dlgap4,DLGAP4
DLGAP5,DLGAP5,DLGAP5,Dlgap5,DLGAP5
DLK1,DLK1,DLK1,Dlk1,DLK1
DLK2,DLK2,DLK2,Dlk2,DLK2
DLL1,DLL1,DLL1,Dll1,DLL1
DLL3,DLL3,DLL3,Dll3,DLL3
DLL4,DLL4,DLL4,Dll4,DLL4
DLST,DLST,DLST,Dlst,DLST
DLX1,DLX1,DLX1,Dlx1,DLX1
DLX2,DLX2,DLX2,Dlx2,DLX2
DLX3,DLX3,DLX3,Dlx3,DLX3
DLX4,DLX4,DLX4,Dlx4,DLX4
DLX5,DLX5,DLX5,Dlx5,DLX5
DLX6,DLX6,DLX6,Dlx6,DLX6
DMAC1,DMAC1,DMAC1,Dmac1,DMAC1
DMAC2,DMAC2,DMAC2,Dmac2,DMAC2
DMAC2L,DMAC2L,DMAC2L,Dmac2l,DMAC2L
DMAP1,DMAP1,DMAP1,Dmap1,DMAP1
DMBX1,DMBX1,DMBX1,Dmbx1,DMBX1
DMD,DMD,DMD,Dmd,DMD
DMGDH,DMGDH,DMGDH,Dmgdh,DMGDH
DMKN,DMKN,DMKN,Dmkn,DMKN
DMP1,DMP1,DMP1,Dmp1,DMP1
DMRT2,DMRT2,DMRT2,Dmrt2,DMRT2
DMRT3,DMRT3,DMRT3,Dmrt3,DMRT3
DMRTA2,DMRTA2,DMRTA2,Dmrta2,DMRTA2
DMRTC2,DMRTC2,DMRTC2,Dmrtc2,DMRTC2
DMTF1,DMTF1,DMTF1,Dmtf1,DMTF1
DMTN,DMTN,DMTN,Dmtn,DMTN
DMWD,DMWD,DMWD,Dmwd,DMWD
DMXL1,DMXL1,DMXL1,Dmxl1,DMXL1
DMXL2,DMXL2,DMXL2,Dmxl2,DMXL2
DNA2,DNA2,DNA2,Dna2,DNA2
DNAAF1,DNAAF1,DNAAF1,Dnaaf1,DNAAF1
DNAAF10,DNAAF10,DNAAF10,Dnaaf10,DNAAF10
DNAAF11,DNAAF11,DNAAF11,Dnaaf11,DNAAF11
DNAAF2,DNAAF2,DNAAF2,Dnaaf2,DNAAF2
DNAAF3,DNAAF3,DNAAF3,Dnaaf3,DNAAF3
DNAAF4,DNAAF4,DNAAF4,Dnaaf4,DNAAF4
DNAAF6,DNAAF6,DNAAF6,Dnaaf6,DNAAF6
DNAAF9,DNAAF9,DNAAF9,Dnaaf9,DNAAF9
DNAH1,DNAH1,DNAH1,Dnah1,DNAH1
DNAH10,DNAH10,DNAH10,Dnah10,DNAH10
DNAH12,DNAH12,DNAH12,Dnah12,DNAH12
DNAH2,DNAH2,DNAH2,Dnah2,DNAH2
DNAH3,DNAH3,DNAH3,Dnah3,DNAH3
DNAH5,DNAH5,DNAH5,Dnah5,DNAH5
DNAH6,DNAH6,DNAH6,Dnah6,DNAH6
DNAH7,DNAH7,DNAH7,Dnah7a,DNAH7
DNAH8,DNAH8,DNAH8,Dnah8,DNAH8
DNAH9,DNAH9,DNAH9,Dnah9,DNAH9
DNAI1,DNAI1,DNAI1,Dnai1,DNAI1
DNAI2,DNAI2,DNAI2,Dnai2,DNAI2
DNAI3,DNAI3,DNAI3,Dnai3,DNAI3
DNAI4,DNAI4,DNAI4,Dnai4,DNAI4
DNAI7,DNAI7,DNAI7,Dnai7,DNAI7
DNAJA1,DNAJA1,DNAJA1,Dnaja1,DNAJA1
DNAJA2,DNAJA2,DNAJA2,Dnaja2,DNAJA2
DNAJA3,DNAJA3,DNAJA3,Dnaja3,DNAJA3
DNAJA4,DNAJA4,DNAJA4,Dnaja4,DNAJA4
DNAJB1,DNAJB1,DNAJB1,Dnajb1,DNAJB1
DNAJB11,DNAJB11,DNAJB11,Dnajb11,DNAJB11
DNAJB12,DNAJB12,DNAJB12,Dnajb12,DNAJB12
DNAJB13,DNAJB13,DNAJB13,Dnajb13,DNAJB13
DNAJB14,DNAJB14,DNAJB14,Dnajb14,DNAJB14
DNAJB2,DNAJB2,DNAJB2,Dnajb2,DNAJB2
DNAJB4,DNAJB4,DNAJB4,Dnajb4,DNAJB4
DNAJB5,DNAJB5,DNAJB5,Dnajb5,DNAJB5
DNAJB6,DNAJB6,DNAJB6,Dnajb6,DNAJB6
DNAJB9,DNAJB9,DNAJB9,Dnajb9,DNAJB9
DNAJC1,DNAJC1,DNAJC1,Dnajc1,DNAJC1
DNAJC10,DNAJC10,DNAJC10,Dnajc10,DNAJC10
DNAJC11,DNAJC11,DNAJC11,Dnajc11,DNAJC11
DNAJC12,DNAJC12,DNAJC12,Dnajc12,DNAJC12
DNAJC13,DNAJC13,DNAJC13,Dnajc13,DNAJC13
DNAJC14,DNAJC14,DNAJC14,Dnajc14,DNAJC14
DNAJC15,DNAJC15,DNAJC15,Dnajc15,DNAJC15
DNAJC16,DNAJC16,DNAJC16,Dnajc16,DNAJC16
DNAJC17,DNAJC17,DNAJC17,Dnajc17,DNAJC17
DNAJC18,DNAJC18,DNAJC18,Dnajc18,DNAJC18
DNAJC2,DNAJC2,DNAJC2,Dnajc2,DNAJC2
DNAJC22,DNAJC22,DNAJC22,Dnajc22,DNAJC22
DNAJC25,DNAJC25,DNAJC25,Dnajc25,DNAJC25
DNAJC27,DNAJC27,DNAJC27,Dnajc27,DNAJC27
DNAJC28,DNAJC28,DNAJC28,Dnajc28,DNAJC28
DNAJC3,DNAJC3,DNAJC3,Dnajc3,DNAJC3
DNAJC4,DNAJC4,DNAJC4,Dnajc4,DNAJC4
DNAJC5,DNAJC5,DNAJC5,Dnajc5,DNAJC5
DNAJC5B,DNAJC5B,DNAJC5B,Dnajc5b,DNAJC5B
DNAJC6,DNAJC6,DNAJC6,Dnajc6,DNAJC6
DNAJC7,DNAJC7,DNAJC7,Dnajc7,DNAJC7
DNAJC9,DNAJC9,DNAJC9,Dnajc9,DNAJC9
DNAL1,DNAL1,DNAL1,Dnal1,DNAL1
DNALI1,DNALI1,DNALI1,Dnali1,DNALI1
DNASE1,DNASE1,DNASE1,Dnase1,DNASE1
DNASE1L1,DNASE1L1,DNASE1L1,Dnase1l1,DNASE1L1
DNASE1L2,DNASE1L2,DNASE1L2,Dnase1l2,DNASE1L2
DNASE1L3,DNASE1L3,DNASE1L3,Dnase1l3,DNASE1L3
DNASE2,DNASE2,DNASE2,Dnase2a,DNASE2
DNASE2B,DNASE2B,DNASE2B,Dnase2b,DNASE2B
DND1,DND1,DND1,Dnd1,DND1
DNER,DNER,DNER,Dner,DNER
DNLZ,DNLZ,DNLZ,Dnlz,DNLZ
DNM1,DNM1,DNM1,Dnm1,DNM1
DNM1L,DNM1L,DNM1L,Dnm1l,DNM1L
DNM2,DNM2,DNM2,Dnm2,DNM2
DNM3,DNM3,DNM3,Dnm3,DNM3
DNMBP,DNMBP,DNMBP,Dnmbp,DNMBP
DNMT1,DNMT1,DNMT1,Dnmt1,DNMT1
DNMT3A,DNMT3A,DNMT3A,Dnmt3a,DNMT3A
DNMT3B,DNMT3B,DNMT3B,Dnmt3b,DNMT3B
DNMT3L,DNMT3L,DNMT3L,Dnmt3l,DNMT3L
DNPEP,DNPEP,DNPEP,Dnpep,DNPEP
DNPH1,DNPH1,DNPH1,Dnph1,DNPH1
DNTT,DNTT,DNTT,Dntt,DNTT
DNTTIP1,DNTTIP1,DNTTIP1,Dnttip1,DNTTIP1
DOC2A,DOC2A,DOC2A,Doc2a,DOC2A
DOC2B,DOC2B,DOC2B,Doc2b,DOC2B
DOCK1,DOCK1,DOCK1,Dock1,DOCK1
DOCK10,DOCK10,DOCK10,Dock10,DOCK10
DOCK11,DOCK11,DOCK11,Dock11,DOCK11
DOCK2,DOCK2,DOCK2,Dock2,DOCK2
DOCK3,DOCK3,DOCK3,Dock3,DOCK3
DOCK4,DOCK4,DOCK4,Dock4,DOCK4
DOCK5,DOCK5,DOCK5,Dock5,DOCK5
DOCK7,DOCK7,DOCK7,Dock7,DOCK7
DOCK8,DOCK8,DOCK8,Dock8,DOCK8
DOCK9,DOCK9,DOCK9,Dock9,DOCK9
DOK1,DOK1,DOK1,Dok1,DOK1
DOK2,DOK2,DOK2,Dok2,DOK2
DOK4,DOK4,DOK4,Dok4,DOK4
DOK5,DOK5,DOK5,Dok5,DOK5
DOK6,DOK6,DOK6,Dok6,DOK6
DOLPP1,DOLPP1,DOLPP1,Dolpp1,DOLPP1
ATP5PO,DONSON,DONSON,Donson,DONSON
DOP1A,DOP1A,DOP1A,Dop1a,DOP1A
DOP1B,DOP1B,DOP1B,Dop1b,DOP1B
DPAGT1,DPAGT1,DPAGT1,Dpagt1,DPAGT1
DPCD,DPCD,DPCD,Dpcd,DPCD
DPEP1,DPEP1,DPEP1,Dpep1,DPEP1
DPEP2,DPEP2,DPEP2,Dpep2,DPEP2
DPEP2NB,DPEP2NB,DPEP2NB,Dpep2nb,DPEP2NB
DPEP3,DPEP3,DPEP3,Dpep3,DPEP3
DPF1,DPF1,DPF1,Dpf1,DPF1
DPF3,DPF3,DPF3,Dpf3,DPF3
DPH1,DPH1,DPH1,Dph1,DPH1
DPH2,DPH2,DPH2,Dph2,DPH2
DPH3,DPH3,DPH3,Dph3,DPH3
DPH5,DPH5,DPH5,Dph5,DPH5
DPH6,DPH6,DPH6,Dph6,DPH6
DPH7,DPH7,DPH7,Dph7,DPH7
DPM1,DPM1,DPM1,Dpm1,DPM1
DPP10,DPP10,DPP10,Dpp10,DPP10
DPP3,DPP3,DPP3,Dpp3,DPP3
DPP4,DPP4,DPP4,Dpp4,DPP4
DPP6,DPP6,DPP6,Dpp6,DPP6
DPP7,DPP7,DPP7,Dpp7,DPP7
DPP8,DPP8,DPP8,Dpp8,DPP8
DPP9,DPP9,DPP9,Dpp9,DPP9
DPPA4,DPPA4,DPPA4,Dppa4,DPPA4
DPPA5,DPPA5,DPPA5,Dppa5a,DPPA5
DPT,DPT,DPT,Dpt,DPT
DPY19L1,DPY19L1,DPY19L1,Dpy19l1,DPY19L1
DPY19L3,DPY19L3,DPY19L3,Dpy19l3,DPY19L3
DPY19L4,DPY19L4,DPY19L4,Dpy19l4,DPY19L4
DPY30,DPY30,DPY30,Dpy30,DPY30
DPYD,DPYD,DPYD,Dpyd,DPYD
DPYS,DPYS,DPYS,Dpys,DPYS
DPYSL2,DPYSL2,DPYSL2,Dpysl2,DPYSL2
DPYSL3,DPYSL3,DPYSL3,Dpysl3,DPYSL3
DPYSL4,DPYSL4,DPYSL4,Dpysl4,DPYSL4
DPYSL5,DPYSL5,DPYSL5,Dpysl5,DPYSL5
DQX1,DQX1,DQX1,Dqx1,DQX1
DRAM1,DRAM1,DRAM1,Dram1,DRAM1
DRAP1,DRAP1,DRAP1,Drap1,DRAP1
DRAXIN,DRAXIN,DRAXIN,Draxin,DRAXIN
DRC1,SELENOI,DRC1,Drc1,DRC1
DRC3,DRC3,DRC3,Drc3,DRC3
DRC7,DRC7,DRC7,Drc7,DRC7
DRD1,DRD1,DRD1,Drd1,DRD1
DRD2,DRD2,DRD2,Drd2,DRD2
DRD3,DRD3,DRD3,Drd3,DRD3
DRD5,DRD5,DRD5,Drd5,DRD5
DRG1,DRG1,DRG1,Drg1,DRG1
DRG2,DRG2,DRG2,Drg2,DRG2
DRGX,DRGX,DRGX,Drgx,DRGX
DROSHA,DROSHA,DROSHA,Drosha,DROSHA
DRP2,DRP2,DRP2,Drp2,DRP2
DSC1,DSC1,DSC1,Dsc1,DSC1
DSC2,DSC2,DSC2,Dsc2,DSC2
DSCAM,DSCAM,DSCAM,Dscam,DSCAM
DSCAML1,DSCAML1,DSCAML1,Dscaml1,DSCAML1
DSCC1,DSCC1,DSCC1,Dscc1,DSCC1
DSE,DSE,DSE,Dse,DSE
DSEL,DSEL,DSEL,Dsel,DSEL
DSG1,DSG1,DSG1,Dsg1a,DSG1
DSG2,DSG2,DSG2,Dsg2,DSG2
DSG3,DSG3,DSG3,Dsg3,DSG3
DSG4,DSG4,DSG4,Dsg4,DSG4
DSP,DSP,DSP,Dsp,DSP
DSTN,DSTN,DSTN,Dstn,DSTN
DSTYK,DSTYK,DSTYK,Dstyk,DSTYK
DTD2,DTD2,DTD2,Dtd2,DTD2
DTHD1,DTHD1,DTHD1,Dthd1,DTHD1
DTL,DTL,DTL,Dtl,DTL
DTNA,DTNA,DTNA,Dtna,DTNA
DTNBP1,DTNBP1,DTNBP1,Dtnbp1,DTNBP1
DTWD1,DTWD1,DTWD1,Dtwd1,DTWD1
DTWD2,DTWD2,DTWD2,Dtwd2,DTWD2
DTX1,DTX1,DTX1,Dtx1,DTX1
DTX2,DTX2,DTX2,Dtx2,DTX2
DTX3,DTX3,DTX3,Dtx3,DTX3
DTX3L,DTX3L,DTX3L,Dtx3l,DTX3L
DTX4,DTX4,DTX4,Dtx4,DTX4
DTYMK,DTYMK,DTYMK,Dtymk,DTYMK
DUOX1,DUOX1,DUOX1,Duox1,DUOX1
DUOX2,DUOX2,DUOX2,Duox2,DUOX2
DUOXA1,DUOXA1,DUOXA1,Duoxa1,DUOXA1
DUOXA2,DUOXA2,DUOXA2,Duoxa2,DUOXA2
DUS1L,DUS1L,DUS1L,Dus1l,DUS1L
DUS2,DUS2,DUS2,Dus2,DUS2
DUS4L,BCAP29,DUS4L,Dus4l,DUS4L
DUSP1,DUSP1,DUSP1,Dusp1,DUSP1
DUSP10,DUSP10,DUSP10,Dusp10,DUSP10
DUSP11,DUSP11,DUSP11,Dusp11,DUSP11
DUSP14,DUSP14,DUSP14,Dusp14,DUSP14
DUSP15,DUSP15,DUSP15,Dusp15,DUSP15
DUSP16,DUSP16,DUSP16,Dusp16,DUSP16
DUSP18,DUSP18,DUSP18,Dusp18,DUSP18
DUSP19,DUSP19,DUSP19,Dusp19,DUSP19
DUSP2,DUSP2,DUSP2,Dusp2,DUSP2
DUSP22,DUSP22,DUSP22,Dusp22,DUSP22
DUSP23,DUSP23,DUSP23,Dusp23,DUSP23
DUSP26,DUSP26,DUSP26,Dusp26,DUSP26
DUSP29,DUSP29,DUSP29,Dusp29,DUSP29
DUSP4,DUSP4,DUSP4,Dusp4,DUSP4
DUSP5,DUSP5,DUSP5,Dusp5,DUSP5
DUSP6,DUSP6,DUSP6,Dusp6,DUSP6
DUSP7,DUSP7,DUSP7,Dusp7,DUSP7
DUSP8,DUSP8,DUSP8,Dusp8,DUSP8
DUT,DUT,DUT,Dut,DUT
DVL2,DVL2,DVL2,Dvl2,DVL2
DVL3,DVL3,DVL3,Dvl3,DVL3
DXO,DXO,DXO,Dxo,DXO
DYDC1,DYDC1,DYDC1,Dydc1,DYDC1
DYDC2,DYDC2,DYDC2,Dydc2,DYDC2
DYM,DYM,DYM,Dym,DYM
DYNC1I1,DYNC1I1,DYNC1I1,Dync1i1,DYNC1I1
DYNC1I2,DYNC1I2,DYNC1I2,Dync1i2,DYNC1I2
DYNC1LI1,DYNC1LI1,DYNC1LI1,Dync1li1,DYNC1LI1
DYNC1LI2,DYNC1LI2,DYNC1LI2,Dync1li2,DYNC1LI2
DYNC2H1,DYNC2H1,DYNC2H1,Dync2h1,DYNC2H1
DYNC2I2,DYNC2I2,DYNC2I2,Dync2i2,DYNC2I2
DYNLL1,DYNLL1,DYNLL1,Dynll1,DYNLL1
DYNLL2,DYNLL2,DYNLL2,Dynll2,DYNLL2
DYNLRB2,DYNLRB2,DYNLRB2,Dynlrb2,DYNLRB2
DYNLT2,DYNLT2,DYNLT2,Dynlt2a1,DYNLT2
DYNLT3,DYNLT3,DYNLT3,Dynlt3,DYNLT3
DYNLT5,DYNLT5,DYNLT5,Dynlt5,DYNLT5
DYRK1A,DYRK1A,DYRK1A,Dyrk1a,DYRK1A
DYRK1B,DYRK1B,DYRK1B,Dyrk1b,DYRK1B
DYRK2,DYRK2,DYRK2,Dyrk2,DYRK2
DYRK3,DYRK3,DYRK3,Dyrk3,DYRK3
DYRK4,DYRK4,DYRK4,Dyrk4,DYRK4
DYSF,DYSF,DYSF,Dysf,DYSF
DYTN,DYTN,DYTN,Dytn,DYTN
DZANK1,DZANK1,DZANK1,Dzank1,DZANK1
DZIP1,DZIP1,DZIP1,Dzip1,DZIP1
DZIP1L,DZIP1L,DZIP1L,Dzip1l,DZIP1L
DZIP3,DZIP3,DZIP3,Dzip3,DZIP3
KIAA1958,KIAA1958,KIAA1958,E130308A19Rik,KIAA1958
E2F1,E2F1,E2F1,E2f1,E2F1
E2F2,E2F2,E2F2,E2f2,E2F2
E2F3,E2F3,E2F3,E2f3,E2F3
E2F5,E2F5,E2F5,E2f5,E2F5
E2F6,E2F6,E2F6,E2f6,E2F6
E2F7,E2F7,E2F7,E2f7,E2F7
E2F8,E2F8,E2F8,E2f8,E2F8
E4F1,E4F1,E4F1,E4f1,E4F1
EAF1,EAF1,EAF1,Eaf1,EAF1
EAF2,EAF2,EAF2,Eaf2,EAF2
EAPP,EAPP,EAPP,Eapp,EAPP
EARS2,EARS2,EARS2,Ears2,EARS2
EBAG9,EBAG9,EBAG9,Ebag9,EBAG9
EBF1,EBF1,EBF1,Ebf1,EBF1
EBF2,EBF2,EBF2,Ebf2,EBF2
EBF3,EBF3,EBF3,Ebf3,EBF3
EBF4,EBF4,EBF4,Ebf4,EBF4
EBNA1BP2,EBNA1BP2,EBNA1BP2,Ebna1bp2,EBNA1BP2
ECD,ECD,ECD,Ecd,ECD
ECE1,ECE1,ECE1,Ece1,ECE1
ECE2,ECE2,ECE2,Ece2,ECE2
ECEL1,ECEL1,ECEL1,Ecel1,ECEL1
ECHDC1,ECHDC1,ECHDC1,Echdc1,ECHDC1
ECHDC2,ECHDC2,ECHDC2,Echdc2,ECHDC2
ECHDC3,ECHDC3,ECHDC3,Echdc3,ECHDC3
ECHS1,ECHS1,ECHS1,Echs1,ECHS1
ECI1,ECI1,ECI1,Eci1,ECI1
ECI2,ECI2,ECI2,Eci2,ECI2
ECM1,ECM1,ECM1,Ecm1,ECM1
ECM2,ECM2,ECM2,Ecm2,ECM2
ECPAS,ECPAS,ECPAS,Ecpas,ECPAS
ECRG4,ECRG4,ECRG4,Ecrg4,ECRG4
ECSIT,ECSIT,ECSIT,Ecsit,ECSIT
ECT2,ECT2,ECT2,Ect2,ECT2
EDA,EDA,EDA,Eda,EDA
EDAR,EDAR,EDAR,Edar,EDAR
EDARADD,EDARADD,EDARADD,Edaradd,EDARADD
EDC3,EDC3,EDC3,Edc3,EDC3
EDC4,EDC4,EDC4,Edc4,EDC4
EDDM13,EDDM13,EDDM13,Eddm13,EDDM13
EDDM3B,EDDM3B,EDDM3B,Eddm3b,EDDM3B
EDEM1,EDEM1,EDEM1,Edem1,EDEM1
EDEM2,EDEM2,EDEM2,Edem2,EDEM2
EDEM3,EDEM3,EDEM3,Edem3,EDEM3
EDIL3,EDIL3,EDIL3,Edil3,EDIL3
EDN1,EDN1,EDN1,Edn1,EDN1
EDN2,EDN2,EDN2,Edn2,EDN2
EDNRA,EDNRA,EDNRA,Ednra,EDNRA
EDNRB,EDNRB,EDNRB,Ednrb,EDNRB
EDRF1,EDRF1,EDRF1,Edrf1,EDRF1
EEA1,EEA1,EEA1,Eea1,EEA1
EED,EED,EED,Eed,EED
EEF1A2,EEF1A2,EEF1A2,Eef1a2,EEF1A2
