human gene name,mice gene name,pig gene name
DHX9,Dhx9,DHX9
DIABLO,Diablo,DIABLO
DIAPH1,Diaph1,DIAPH1
DIAPH2,Diaph2,DIAPH2
DIAPH3,Diaph3,DIAPH3
DICER1,Dicer1,DICER1
DIMT1,Dimt1,DIMT1
DIO1,Dio1,DIO1
DIO2,Dio2,DIO2
DIO3,Dio3,DIO3
DIP2A,Dip2a,DIP2A
DIP2B,Dip2b,DIP2B
DIP2C,Dip2c,DIP2C
DIPK1A,Dipk1a,DIPK1A
DIPK1B,Dipk1b,DIPK1B
DIPK1C,Dipk1c,DIPK1C
DIPK2A,Dipk2a,DIPK2A
DIPK2B,Dipk2b,DIPK2B
DIRAS1,Diras1,DIRAS1
DIRAS2,Diras2,DIRAS2
DIS3,Dis3,DIS3
DIS3L,Dis3l,DIS3L
DIS3L2,Dis3l2,DIS3L2
DISC1,Disc1,DISC1
DISP1,Disp1,DISP1
DISP2,Disp2,DISP2
DISP3,Disp3,DISP3
DKC1,Dkc1,DKC1
DKK1,Dkk1,DKK1
DKK2,Dkk2,DKK2
DKK3,Dkk3,DKK3
DKK4,Dkk4,DKK4
DKKL1,Dkkl1,DKKL1
DLAT,Dlat,DLAT
DLC1,Dlc1,DLC1
DLD,Dld,DLD
DLEC1,Dlec1,DLEC1
DLEU7,Dleu7,DLEU7
DLG1,Dlg1,DLG1
DLG2,Dlg2,DLG2
DLG3,Dlg3,DLG3
DLG4,Dlg4,DLG4
DLG5,Dlg5,DLG5
DLGAP1,Dlgap1,DLGAP1
DLGAP2,Dlgap2,DLGAP2
DLGAP3,Dlgap3,DLGAP3
DLGAP4,Dlgap4,DLGAP4
DLGAP5,Dlgap5,DLGAP5
DLK1,Dlk1,DLK1
DLK2,Dlk2,DLK2
DLL1,Dll1,DLL1
DLL3,Dll3,DLL3
DLL4,Dll4,DLL4
DLST,Dlst,DLST
DLX1,Dlx1,DLX1
DLX2,Dlx2,DLX2
DLX3,Dlx3,DLX3
DLX4,Dlx4,DLX4
DLX5,Dlx5,DLX5
DLX6,Dlx6,DLX6
DMAC1,Dmac1,DMAC1
DMAC2,Dmac2,DMAC2
DMAC2L,Dmac2l,DMAC2L
DMAP1,Dmap1,DMAP1
DMBX1,Dmbx1,DMBX1
DMC1,Dmc1,DMC1
DMD,Dmd,DMD
DMGDH,Dmgdh,DMGDH
DMKN,Dmkn,DMKN
DMP1,Dmp1,DMP1
DMPK,Dmpk,DMPK
DMRT1,Dmrt1,DMRT1
DMRT2,Dmrt2,DMRT2
DMRT3,Dmrt3,DMRT3
DMRTA1,Dmrta1,DMRTA1
DMRTA2,Dmrta2,DMRTA2
DMRTC2,Dmrtc2,DMRTC2
DMTF1,Dmtf1,DMTF1
DMTN,Dmtn,DMTN
DMWD,Dmwd,DMWD
DMXL1,Dmxl1,DMXL1
DMXL2,Dmxl2,DMXL2
DNA2,Dna2,DNA2
DNAAF1,Dnaaf1,DNAAF1
DNAAF10,Dnaaf10,DNAAF10
DNAAF11,Dnaaf11,DNAAF11
DNAAF2,Dnaaf2,DNAAF2
DNAAF3,Dnaaf3,DNAAF3
DNAAF4,Dnaaf4,DNAAF4
DNAAF5,Dnaaf5,DNAAF5
DNAAF6,Dnaaf6,DNAAF6
DNAAF9,Dnaaf9,DNAAF9
DNAH1,Dnah1,DNAH1
DNAH10,Dnah10,DNAH10
DNAH11,Dnah11,DNAH11
DNAH12,Dnah12,DNAH12
DNAH14,Dnah14,DNAH14
DNAH17,Dnah17,DNAH17
DNAH2,Dnah2,DNAH2
DNAH3,Dnah3,DNAH3
DNAH5,Dnah5,DNAH5
DNAH6,Dnah6,DNAH6
DNAH7,Dnah7a,DNAH7
DNAH8,Dnah8,DNAH8
DNAH9,Dnah9,DNAH9
DNAI1,Dnai1,DNAI1
DNAI2,Dnai2,DNAI2
DNAI3,Dnai3,DNAI3
DNAI4,Dnai4,DNAI4
DNAI7,Dnai7,DNAI7
DNAJA1,Dnaja1,DNAJA1
DNAJA2,Dnaja2,DNAJA2
DNAJA3,Dnaja3,DNAJA3
DNAJA4,Dnaja4,DNAJA4
DNAJB1,Dnajb1,DNAJB1
DNAJB11,Dnajb11,DNAJB11
DNAJB12,Dnajb12,DNAJB12
DNAJB13,Dnajb13,DNAJB13
DNAJB14,Dnajb14,DNAJB14
DNAJB2,Dnajb2,DNAJB2
DNAJB4,Dnajb4,DNAJB4
DNAJB5,Dnajb5,DNAJB5
DNAJB6,Dnajb6,DNAJB6
DNAJB8,Dnajb8,DNAJB8
DNAJB9,Dnajb9,DNAJB9
DNAJC1,Dnajc1,DNAJC1
DNAJC10,Dnajc10,DNAJC10
DNAJC11,Dnajc11,DNAJC11
DNAJC12,Dnajc12,DNAJC12
DNAJC13,Dnajc13,DNAJC13
DNAJC14,Dnajc14,DNAJC14
DNAJC15,Dnajc15,DNAJC15
DNAJC16,Dnajc16,DNAJC16
DNAJC17,Dnajc17,DNAJC17
DNAJC18,Dnajc18,DNAJC18
DNAJC2,Dnajc2,DNAJC2
DNAJC22,Dnajc22,DNAJC22
DNAJC24,Dnajc24,DNAJC24
DNAJC25,Dnajc25,DNAJC25
DNAJC27,Dnajc27,DNAJC27
DNAJC28,Dnajc28,DNAJC28
DNAJC3,Dnajc3,DNAJC3
DNAJC30,Dnajc30,DNAJC30
DNAJC4,Dnajc4,DNAJC4
DNAJC5,Dnajc5,DNAJC5
DNAJC5B,Dnajc5b,DNAJC5B
DNAJC5G,Dnajc5g,DNAJC5G
DNAJC6,Dnajc6,DNAJC6
DNAJC7,Dnajc7,DNAJC7
DNAJC8,Dnajc8,DNAJC8
DNAJC9,Dnajc9,DNAJC9
DNAL1,Dnal1,DNAL1
DNAL4,Dnal4,DNAL4
DNALI1,Dnali1,DNALI1
DNASE1,Dnase1,DNASE1
DNASE1L1,Dnase1l1,DNASE1L1
DNASE1L2,Dnase1l2,DNASE1L2
DNASE1L3,Dnase1l3,DNASE1L3
DNASE2,Dnase2a,DNASE2
DNASE2B,Dnase2b,DNASE2B
DND1,Dnd1,DND1
DNER,Dner,DNER
DNLZ,Dnlz,DNLZ
DNM1,Dnm1,DNM1
DNM1L,Dnm1l,DNM1L
DNM2,Dnm2,DNM2
DNM3,Dnm3,DNM3
DNMBP,Dnmbp,DNMBP
DNMT1,Dnmt1,DNMT1
DNMT3A,Dnmt3a,DNMT3A
DNMT3B,Dnmt3b,DNMT3B
DNMT3L,Dnmt3l,DNMT3L
DNPEP,Dnpep,DNPEP
DNPH1,Dnph1,DNPH1
DNTT,Dntt,DNTT
DNTTIP1,Dnttip1,DNTTIP1
DNTTIP2,Dnttip2,DNTTIP2
DOC2A,Doc2a,DOC2A
DOC2B,Doc2b,DOC2B
DOCK1,Dock1,DOCK1
DOCK10,Dock10,DOCK10
DOCK11,Dock11,DOCK11
DOCK2,Dock2,DOCK2
DOCK3,Dock3,DOCK3
DOCK4,Dock4,DOCK4
DOCK5,Dock5,DOCK5
DOCK6,Dock6,DOCK6
DOCK7,Dock7,DOCK7
DOCK8,Dock8,DOCK8
DOCK9,Dock9,DOCK9
DOHH,Dohh,DOHH
DOK1,Dok1,DOK1
DOK2,Dok2,DOK2
DOK3,Dok3,DOK3
DOK4,Dok4,DOK4
DOK5,Dok5,DOK5
DOK6,Dok6,DOK6
DOLK,Dolk,DOLK
DOLPP1,Dolpp1,DOLPP1
DONSON,Donson,DONSON
DOP1A,Dop1a,DOP1A
DOP1B,Dop1b,DOP1B
DOT1L,Dot1l,DOT1L
DPAGT1,Dpagt1,DPAGT1
DPCD,Dpcd,DPCD
DPEP1,Dpep1,DPEP1
DPEP2,Dpep2,DPEP2
DPEP2NB,Dpep2nb,DPEP2NB
DPEP3,Dpep3,DPEP3
DPF1,Dpf1,DPF1
DPF2,Dpf2,DPF2
DPF3,Dpf3,DPF3
DPH1,Dph1,DPH1
DPH2,Dph2,DPH2
DPH3,Dph3,DPH3
DPH5,Dph5,DPH5
DPH6,Dph6,DPH6
DPH7,Dph7,DPH7
DPM1,Dpm1,DPM1
DPM2,Dpm2,DPM2
DPM3,Dpm3,DPM3
DPP10,Dpp10,DPP10
DPP3,Dpp3,DPP3
DPP4,Dpp4,DPP4
DPP6,Dpp6,DPP6
DPP7,Dpp7,DPP7
DPP8,Dpp8,DPP8
DPP9,Dpp9,DPP9
DPPA2,Dppa2,DPPA2
DPPA4,Dppa4,DPPA4
DPPA5,Dppa5a,DPPA5
DPT,Dpt,DPT
DPY19L1,Dpy19l1,DPY19L1
DPY19L2,Dpy19l2,DPY19L2
DPY19L3,Dpy19l3,DPY19L3
DPY19L4,Dpy19l4,DPY19L4
DPY30,Dpy30,DPY30
DPYD,Dpyd,DPYD
DPYS,Dpys,DPYS
DPYSL2,Dpysl2,DPYSL2
DPYSL3,Dpysl3,DPYSL3
DPYSL4,Dpysl4,DPYSL4
DPYSL5,Dpysl5,DPYSL5
DQX1,Dqx1,DQX1
DR1,Dr1,DR1
DRAM1,Dram1,DRAM1
DRAM2,Dram2,DRAM2
DRAP1,Drap1,DRAP1
DRAXIN,Draxin,DRAXIN
DRC1,Drc1,DRC1
DRC3,Drc3,DRC3
DRC7,Drc7,DRC7
DRD1,Drd1,DRD1
DRD2,Drd2,DRD2
DRD3,Drd3,DRD3
DRD4,Drd4,DRD4
DRD5,Drd5,DRD5
DRG1,Drg1,DRG1
DRG2,Drg2,DRG2
DRGX,Drgx,DRGX
DROSHA,Drosha,DROSHA
DRP2,Drp2,DRP2
DSC1,Dsc1,DSC1
DSC2,Dsc2,DSC2
DSC3,Dsc3,DSC3
DSCAM,Dscam,DSCAM
DSCAML1,Dscaml1,DSCAML1
DSCC1,Dscc1,DSCC1
DSE,Dse,DSE
DSEL,Dsel,DSEL
DSG1,Dsg1a,DSG1
DSG2,Dsg2,DSG2
DSG3,Dsg3,DSG3
DSG4,Dsg4,DSG4
DSN1,Dsn1,DSN1
DSP,Dsp,DSP
DST,Dst,DST
DSTN,Dstn,DSTN
DSTYK,Dstyk,DSTYK
DTD1,Dtd1,DTD1
DTD2,Dtd2,DTD2
DTHD1,Dthd1,DTHD1
DTL,Dtl,DTL
DTNA,Dtna,DTNA
DTNBP1,Dtnbp1,DTNBP1
DTWD1,Dtwd1,DTWD1
DTWD2,Dtwd2,DTWD2
DTX1,Dtx1,DTX1
DTX2,Dtx2,DTX2
DTX3,Dtx3,DTX3
DTX3L,Dtx3l,DTX3L
DTX4,Dtx4,DTX4
DTYMK,Dtymk,DTYMK
DUOX1,Duox1,DUOX1
DUOX2,Duox2,DUOX2
DUOXA1,Duoxa1,DUOXA1
DUOXA2,Duoxa2,DUOXA2
DUS1L,Dus1l,DUS1L
DUS2,Dus2,DUS2
DUS3L,Dus3l,DUS3L
DUS4L,Dus4l,DUS4L
DUSP1,Dusp1,DUSP1
DUSP10,Dusp10,DUSP10
DUSP11,Dusp11,DUSP11
DUSP12,Dusp12,DUSP12
DUSP14,Dusp14,DUSP14
DUSP15,Dusp15,DUSP15
DUSP16,Dusp16,DUSP16
DUSP18,Dusp18,DUSP18
DUSP19,Dusp19,DUSP19
DUSP2,Dusp2,DUSP2
DUSP22,Dusp22,DUSP22
DUSP23,Dusp23,DUSP23
DUSP26,Dusp26,DUSP26
DUSP28,Dusp28,DUSP28
DUSP29,Dusp29,DUSP29
DUSP3,Dusp3,DUSP3
DUSP4,Dusp4,DUSP4
DUSP5,Dusp5,DUSP5
DUSP6,Dusp6,DUSP6
DUSP7,Dusp7,DUSP7
DUSP8,Dusp8,DUSP8
DUSP9,Dusp9,DUSP9
DUT,Dut,DUT
DVL1,Dvl1,DVL1
DVL2,Dvl2,DVL2
DVL3,Dvl3,DVL3
DXO,Dxo,DXO
DYDC1,Dydc1,DYDC1
DYDC2,Dydc2,DYDC2
DYM,Dym,DYM
DYNC1H1,Dync1h1,DYNC1H1
DYNC1I1,Dync1i1,DYNC1I1
DYNC1I2,Dync1i2,DYNC1I2
DYNC1LI1,Dync1li1,DYNC1LI1
DYNC1LI2,Dync1li2,DYNC1LI2
DYNC2H1,Dync2h1,DYNC2H1
DYNC2I1,Dync2i1,DYNC2I1
DYNC2I2,Dync2i2,DYNC2I2
DYNC2LI1,Dync2li1,DYNC2LI1
DYNLL1,Dynll1,DYNLL1
DYNLL2,Dynll2,DYNLL2
DYNLRB2,Dynlrb2,DYNLRB2
DYNLT2,Dynlt2a1,DYNLT2
DYNLT2B,Dynlt2b,DYNLT2B
DYNLT3,Dynlt3,DYNLT3
DYNLT4,Dynlt4,DYNLT4
DYNLT5,Dynlt5,DYNLT5
DYRK1A,Dyrk1a,DYRK1A
DYRK1B,Dyrk1b,DYRK1B
DYRK2,Dyrk2,DYRK2
DYRK3,Dyrk3,DYRK3
DYRK4,Dyrk4,DYRK4
DYSF,Dysf,DYSF
DYTN,Dytn,DYTN
DZANK1,Dzank1,DZANK1
DZIP1,Dzip1,DZIP1
DZIP1L,Dzip1l,DZIP1L
DZIP3,Dzip3,DZIP3
KIAA1958,E130308A19Rik,KIAA1958
E2F1,E2f1,E2F1
E2F2,E2f2,E2F2
E2F3,E2f3,E2F3
E2F4,E2f4,E2F4
E2F5,E2f5,E2F5
E2F6,E2f6,E2F6
E2F7,E2f7,E2F7
E2F8,E2f8,E2F8
ZNF747,E430018J23Rik,ZNF599
E4F1,E4f1,E4F1
EAF1,Eaf1,EAF1
EAF2,Eaf2,EAF2
EAPP,Eapp,EAPP
EARS2,Ears2,EARS2
EBAG9,Ebag9,EBAG9
EBF1,Ebf1,EBF1
EBF2,Ebf2,EBF2
EBF3,Ebf3,EBF3
EBF4,Ebf4,EBF4
EBI3,Ebi3,EBI3
EBNA1BP2,Ebna1bp2,EBNA1BP2
EBP,Ebp,EBP
EBPL,Ebpl,EBPL
ECD,Ecd,ECD
ECE1,Ece1,ECE1
ECE2,Ece2,ECE2
ECEL1,Ecel1,ECEL1
ECH1,Ech1,ECH1
ECHDC1,Echdc1,ECHDC1
ECHDC2,Echdc2,ECHDC2
ECHDC3,Echdc3,ECHDC3
ECHS1,Echs1,ECHS1
ECI1,Eci1,ECI1
ECI2,Eci2,ECI2
ECM1,Ecm1,ECM1
ECM2,Ecm2,ECM2
ECPAS,Ecpas,ECPAS
ECRG4,Ecrg4,ECRG4
ECSCR,Ecscr,ECSCR
ECSIT,Ecsit,ECSIT
ECT2,Ect2,ECT2
ECT2L,Ect2l,ECT2L
EDA,Eda,EDA
EDAR,Edar,EDAR
EDARADD,Edaradd,EDARADD
EDC3,Edc3,EDC3
EDC4,Edc4,EDC4
EDDM13,Eddm13,EDDM13
EDDM3B,Eddm3b,EDDM3B
EDEM1,Edem1,EDEM1
EDEM2,Edem2,EDEM2
EDEM3,Edem3,EDEM3
EDF1,Edf1,EDF1
EDIL3,Edil3,EDIL3
EDN1,Edn1,EDN1
EDN2,Edn2,EDN2
EDNRA,Ednra,EDNRA
EDNRB,Ednrb,EDNRB
EDRF1,Edrf1,EDRF1
EEA1,Eea1,EEA1
EED,Eed,EED
EEF1A2,Eef1a2,EEF1A2
EEF1AKMT1,Eef1akmt1,EEF1AKMT1
EEF1AKMT2,Eef1akmt2,EEF1AKMT2
EEF1AKMT3,Eef1akmt3,EEF1AKMT3
EEF1AKMT4,Eef1akmt4,EEF1AKMT4
EEF1B2,Eef1b2,EEF1B2
EEF1D,Eef1d,EEF1D
EEF1E1,Eef1e1,EEF1E1
EEF2,Eef2,EEF2
EEF2K,Eef2k,EEF2K
EEFSEC,Eefsec,EEFSEC
EEIG1,Eeig1,EEIG1
EEIG2,Eeig2,EEIG2
EEPD1,Eepd1,EEPD1
EFCAB10,Efcab10,EFCAB10
EFCAB11,Efcab11,EFCAB11
EFCAB12,Efcab12,EFCAB12
EFCAB14,Efcab14,EFCAB14
EFCAB2,Efcab2,EFCAB2
EFCAB13,Efcab3,EFCAB3
EFCAB5,Efcab5,EFCAB5
EFCAB7,Efcab7,EFCAB7
EFCAB8,Efcab8,S100A1
EFCAB9,Efcab9,EFCAB9
EFEMP1,Efemp1,EFEMP1
EFEMP2,Efemp2,EFEMP2
EFHB,Efhb,EFHB
EFHC1,Efhc1,EFHC1
EFHC2,Efhc2,EFHC2
EFHD1,Efhd1,EFHD1
EFHD2,Efhd2,EFHD2
EFL1,Efl1,EFL1
EFNA1,Efna1,EFNA1
EFNA2,Efna2,EFNA2
EFNA3,Efna3,EFNA3
EFNA4,Efna4,EFNA4
EFNA5,Efna5,EFNA5
EFNB1,Efnb1,EFNB1
EFNB2,Efnb2,EFNB2
EFNB3,Efnb3,EFNB3
EFR3A,Efr3a,EFR3A
EFR3B,Efr3b,EFR3B
EFS,Efs,EFS
EFTUD2,Eftud2,EFTUD2
EGF,Egf,EGF
EGFL6,Egfl6,EGFL6
EGFL7,Egfl7,EGFL7
EGFL8,Egfl8,EGFL8
EGFLAM,Egflam,EGFLAM
EGFR,Egfr,EGFR
EGLN1,Egln1,EGLN1
EGLN3,Egln3,EGLN3
EGR1,Egr1,EGR1
EGR2,Egr2,EGR2
EGR3,Egr3,EGR3
EGR4,Egr4,EGR4
EHBP1,Ehbp1,EHBP1
EHBP1L1,Ehbp1l1,EHBP1L1
EHD1,Ehd1,EHD1
EHD2,Ehd2,EHD2
EHD3,Ehd3,EHD3
EHD4,Ehd4,EHD4
EHF,Ehf,EHF
EHHADH,Ehhadh,EHHADH
EHMT1,Ehmt1,EHMT1
EHMT2,Ehmt2,EHMT2
EI24,Ei24,EI24
EID2,Eid2,EID2
EIF1AD,Eif1ad,EIF1AD
EIF1AX,Eif1ax,EIF1AX
EIF1B,Eif1b,EIF1B
EIF2A,Eif2a,EIF2A
EIF2AK1,Eif2ak1,EIF2AK1
EIF2AK2,Eif2ak2,EIF2AK2
EIF2AK3,Eif2ak3,EIF2AK3
EIF2AK4,Eif2ak4,EIF2AK4
EIF2B2,Eif2b2,EIF2B2
EIF2B3,Eif2b3,EIF2B3
EIF2B4,Eif2b4,EIF2B4
EIF2B5,Eif2b5,EIF2B5
EIF2D,Eif2d,EIF2D
EIF2S1,Eif2s1,EIF2S1
EIF2S2,Eif2s2,EIF2S2
EIF2S3,Eif2s3x,EIF2S3B
EIF3A,Eif3a,EIF3A
EIF3B,Eif3b,EIF3B
EIF3D,Eif3d,EIF3D
EIF3E,Eif3e,EIF3E
EIF3F,Eif3f,EIF3F
EIF3G,Eif3g,EIF3G
EIF3H,Eif3h,EIF3H
EIF3I,Eif3i,EIF3I
EIF3J,Eif3j1,EIF3J
EIF3L,Eif3l,EIF3L
EIF3M,Eif3m,EIF3M
EIF4A1,Eif4a1,EIF4A1
EIF4A2,Eif4a2,EIF4A2
EIF4A3,Eif4a3,EIF4A3
EIF4B,Eif4b,EIF4B
EIF4E,Eif4e,EIF4E
EIF4E1B,Eif4e1b,EIF4E1B
EIF4E2,Eif4e2,EIF4E2
EIF4E3,Eif4e3,EIF4E3
EIF4EBP1,Eif4ebp1,EIF4EBP1
EIF4EBP2,Eif4ebp2,EIF4EBP2
EIF4EBP3,Eif4ebp3,EIF4EBP3
EIF4ENIF1,Eif4enif1,EIF4ENIF1
EIF4G1,Eif4g1,EIF4G1
EIF4G2,Eif4g2,EIF4G2
EIF4G3,Eif4g3,EIF4G3
EIF4H,Eif4h,EIF4H
EIF5,Eif5,EIF5
EIF5A2,Eif5a2,EIF5A2
EIF5B,Eif5b,EIF5B
EIF6,Eif6,EIF6
EIPR1,Eipr1,EIPR1
ELAC1,Elac1,ELAC1
ELAC2,Elac2,ELAC2
ELANE,Elane,ELANE
ELAPOR1,Elapor1,ELAPOR1
ELAPOR2,Elapor2,ELAPOR2
ELAVL1,Elavl1,ELAVL1
ELAVL2,Elavl2,ELAVL2
ELAVL3,Elavl3,ELAVL3
ELAVL4,Elavl4,ELAVL4
ELF1,Elf1,ELF1
ELF2,Elf2,ELF2
ELF3,Elf3,ELF3
ELF4,Elf4,ELF4
ELF5,Elf5,ELF5
ELFN1,Elfn1,ELFN1
ELFN2,Elfn2,ELFN2
ELK1,Elk1,ELK1
ELK3,Elk3,ELK3
ELK4,Elk4,ELK4
ELL,Ell,ELL
ELL2,Ell2,ELL2
ELL3,Ell3,ELL3
ELMO1,Elmo1,ELMO1
ELMO2,Elmo2,ELMO2
ELMO3,Elmo3,ELMO3
ELMOD1,Elmod1,ELMOD1
ELMOD2,Elmod2,ELMOD2
ELMOD3,Elmod3,ELMOD3
ELN,Eln,ELN
ELOA,Eloa,ELOA
ELOB,Elob,ELOB
ELOC,Eloc,ELOC
ELOVL1,Elovl1,ELOVL1
ELOVL2,Elovl2,ELOVL2
ELOVL3,Elovl3,ELOVL3
ELOVL4,Elovl4,ELOVL4
ELOVL5,Elovl5,ELOVL5
ELOVL6,Elovl6,ELOVL6
ELOVL7,Elovl7,ELOVL7
ELP1,Elp1,ELP1
ELP2,Elp2,ELP2
ELP3,Elp3,ELP3
ELP4,Elp4,ELP4
ELP5,Elp5,ELP5
ELP6,Elp6,ELP6
EMB,Emb,EMB
EMC1,Emc1,EMC1
EMC10,Emc10,EMC10
EMC2,Emc2,EMC2
EMC3,Emc3,EMC3
EMC4,Emc4,EMC4
EMC6,Emc6,EMC6
EMC7,Emc7,EMC7
EMC9,Emc9,EMC9
EMCN,Emcn,EMCN
EMD,Emd,EMD
EME1,Eme1,EME1
EME2,Eme2,EME2
EMG1,Emg1,EMG1
EMID1,Emid1,EMID1
EMILIN1,Emilin1,EMILIN1
EMILIN2,Emilin2,EMILIN2
EMILIN3,Emilin3,EMILIN3
EML1,Eml1,EML1
EML2,Eml2,EML2
EML3,Eml3,EML3
EML4,Eml4,EML4
EML6,Eml6,EML6
EMP1,Emp1,EMP1
EMP2,Emp2,EMP2
EMP3,Emp3,EMP3
EMSY,Emsy,EMSY
EMX1,Emx1,EMX1
EMX2,Emx2,EMX2
EN1,En1,EN1
EN2,En2,EN2
ENAH,Enah,ENAH
ENAM,Enam,ENAM
ENC1,Enc1,ENC1
ENDOD1,Endod1,ENDOD1
ENDOG,Endog,ENDOG
ENDOU,Endou,ENDOU
ENDOV,Endov,ENDOV
ENG,Eng,ENG
ENGASE,Engase,ENGASE
ENKD1,Enkd1,ENKD1
ENKUR,Enkur,ENKUR
ENO1,Eno1,ENO1
ENO2,Eno2,ENO2
ENO3,Eno3,ENO3
ENO4,Eno4,ENO4
ENOPH1,Enoph1,ENOPH1
ENOX1,Enox1,ENOX1
ENOX2,Enox2,ENOX2
ENPEP,Enpep,ENPEP
ENPP1,Enpp1,ENPP1
ENPP2,Enpp2,ENPP2
ENPP3,Enpp3,ENPP3
ENPP4,Enpp4,ENPP4
ENPP5,Enpp5,ENPP5
ENPP6,Enpp6,ENPP6
ENPP7,Enpp7,ENPP7
ENSA,Ensa,ENSA
ENTHD1,Enthd1,ENTHD1
ENTPD1,Entpd1,ENTPD1
ENTPD2,Entpd2,ENTPD2
ENTPD3,Entpd3,ENTPD3
ENTPD4,Entpd4,ENTPD4
ENTPD5,Entpd5,ENTPD5
ENTPD6,Entpd6,ENTPD6
ENTPD7,Entpd7,ENTPD7
ENTPD8,Entpd8,ENTPD8
ENTR1,Entr1,ENTR1
ENTREP1,Entrep1,ENTREP1
ENTREP2,Entrep2,ENTREP2
ENTREP3,Entrep3,ENTREP3
ENY2,Eny2,ENY2
EOGT,Eogt,EOGT
EOMES,Eomes,EOMES
EP300,Ep300,EP300
EP400,Ep400,EP400
EPAS1,Epas1,EPAS1
EPB41,Epb41,EPB41
EPB41L2,Epb41l2,EPB41L2
EPB41L3,Epb41l3,EPB41L3
EPB41L4A,Epb41l4a,EPB41L4A
EPB41L4B,Epb41l4b,EPB41L4B
EPB41L5,Epb41l5,EPB41L5
EPB42,Epb42,EPB42
EPC1,Epc1,EPC1
EPC2,Epc2,EPC2
EPCAM,Epcam,EPCAM
EPCIP,Epcip,EPCIP
EPDR1,Epdr1,EPDR1
EPG5,Epg5,EPG5
EPGN,Epgn,EPGN
EPHA1,Epha1,EPHA1
EPHA10,Epha10,EPHA10
EPHA2,Epha2,EPHA2
EPHA3,Epha3,EPHA3
EPHA4,Epha4,EPHA4
EPHA5,Epha5,EPHA5
EPHA6,Epha6,EPHA6
EPHA7,Epha7,EPHA7
EPHA8,Epha8,EPHA8
EPHB1,Ephb1,EPHB1
EPHB2,Ephb2,EPHB2
EPHB3,Ephb3,EPHB3
EPHB4,Ephb4,EPHB4
EPHB6,Ephb6,EPHB6
EPHX1,Ephx1,EPHX1
EPHX2,Ephx2,EPHX2
EPHX3,Ephx3,EPHX3
EPHX4,Ephx4,EPHX4
EPM2A,Epm2a,EPM2A
EPM2AIP1,Epm2aip1,EPM2AIP1
EPN1,Epn1,EPN1
EPN2,Epn2,EPN2
EPN3,Epn3,EPN3
EPO,Epo,EPO
EPOP,Epop,EPOP
EPOR,Epor,EPOR
EPPIN,Eppin,EPPIN
EPPK1,Eppk1,EPPK1
EPRS1,Eprs1,EPRS1
EPS15,Eps15,EPS15
EPS15L1,Eps15l1,EPS15L1
EPS8,Eps8,EPS8
EPS8L1,Eps8l1,EPS8L1
EPS8L2,Eps8l2,EPS8L2
EPS8L3,Eps8l3,EPS8L3
EPSTI1,Epsti1,EPSTI1
EPX,Epx,EPX
EPYC,Epyc,EPYC
ERAL1,Eral1,ERAL1
ERAP1,Erap1,ERAP1
ERAS,Eras,ERAS
ERBB2,Erbb2,ERBB2
ERBB3,Erbb3,ERBB3
ERBB4,Erbb4,ERBB4
ERBIN,Erbin,ERBIN
ERC1,Erc1,ERC1
ERC2,Erc2,ERC2
ERCC1,Ercc1,ERCC1
ERCC2,Ercc2,ERCC2
ERCC3,Ercc3,ERCC3
ERCC4,Ercc4,ERCC4
ERCC6L,Ercc6l,ERCC6L
ERCC6L2,Ercc6l2,ERCC6L2
ERCC8,Ercc8,ERCC8
EREG,Ereg,EREG
ERF,Erf,ERF
ERFE,Erfe,ERFE
ERFL,Erfl,ERFL
ERG,Erg,ERG
ERG28,Erg28,ERG28
ERGIC1,Ergic1,ERGIC1
ERGIC2,Ergic2,ERGIC2
ERGIC3,Ergic3,ERGIC3
ERH,Erh,ERH
ERI1,Eri1,ERI1
ERI2,Eri2,ERI2
ERI3,Eri3,ERI3
ERICH1,Erich1,ERICH1
ERICH4,Erich4,ERICH4
ERICH6,Erich6,ERICH6
ERLEC1,Erlec1,ERLEC1
ERLIN2,Erlin2,ERLIN2
ERMAP,Ermap,ERMAP
ERMARD,Ermard,ERMARD
ERMN,Ermn,ERMN
ERMP1,Ermp1,ERMP1
ERN1,Ern1,ERN1
ERN2,Ern2,ERN2
ERO1A,Ero1a,ERO1A
ERO1B,Ero1b,ERO1B
ERP27,Erp27,ERP27
ERP29,Erp29,ERP29
ERP44,Erp44,ERP44
ERRFI1,Errfi1,ERRFI1
ESAM,Esam,ESAM
ESCO1,Esco1,ESCO1
ESD,Esd,ESD
ESF1,Esf1,ESF1
ESM1,Esm1,ESM1
ESPL1,Espl1,ESPL1
ESPN,Espn,ESPN
ESPNL,Espnl,ESPNL
ESR1,Esr1,ESR1
ESR2,Esr2,ESR2
ESRP1,Esrp1,ESRP1
ESRP2,Esrp2,ESRP2
ESRRA,Esrra,ESRRA
ESRRB,Esrrb,ESRRB
ESRRG,Esrrg,ESRRG
ESS2,Ess2,ESS2
ESYT1,Esyt1,ESYT1
ESYT2,Esyt2,ESYT2
ESYT3,Esyt3,ESYT3
ETAA1,Etaa1,ETAA1
ETF1,Etf1,ETF1
ETFA,Etfa,ETFA
ETFB,Etfb,ETFB
ETFDH,Etfdh,ETFDH
ETFRF1,Etfrf1,ETFRF1
ETHE1,Ethe1,ETHE1
KIAA1217,Etl4,KIAA1217
ETNK1,Etnk1,ETNK1
ETNK2,Etnk2,ETNK2
ETNPPL,Etnppl,ETNPPL
