mice gene name,pig gene name
Irx3,IRX3
Chpt1,CHPT1
Clrn2,CLRN2
Agl,AGL
Rundc3b,RUNDC3B
Crebl2,CREBL2
Mrpl15,MRPL15
Rrp9,RRP9
Kcnk3,KCNK3
Sh3glb2,SH3GLB2
Gatd1,GATD1
Snrpd2,SNRPD2
Rab13,RAB13
Tubb2a,TUBB2A
Slc41a2,SLC41A2
Wdr70,WDR70
Ppid,PPID
Lef1,LEF1
Padi2,PADI2
Cwf19l1,CWF19L1
Deaf1,DEAF1
S100a14,S100A14
Erlec1,ERLEC1
Anxa7,ANXA7
Zfp189,ZNF189
Bmper,BMPER
Pfkfb4,PFKFB4
Slc20a1,SLC20A1
Ube2w,UBE2W
Eno3,ENO3
Cib3,CIB3
Bag6,BAG6
Gpat3,GPAT3
Cog6,COG6
Gtf2f1,GTF2F1
Ttll9,TTLL9
Micu1,MICU1
Wsb2,WSB2
Ell2,ELL2
Mlec,MLEC
Pgam5,PGAM5
Rsrc1,RSRC1
Cox5a,COX5A
Pde6a,PDE6A
Smg6,SMG6
Pdcd7,PDCD7
Pygm,PYGM
Cldn2,CLDN2
Rab28,RAB28
Auts2,AUTS2
Edem2,EDEM2
Hectd2,HECTD2
Rbms1,RBMS1
Rtl6,RTL6
Tor1a,TOR1A
Baiap2,BAIAP2
Cenpb,CENPB
Med25,MED25
Colgalt2,COLGALT2
Apba1,APBA1
Mettl21a,METTL21A
Nos1,NOS1
Foxp1,FOXP1
Slc9a2,SLC9A2
Mme,MME
Skor1,SKOR1
Stx4a,STX4
Sirt7,SIRT7
L3mbtl2,L3MBTL2
Phtf1,PHTF1
Arhgap44,ARHGAP44
Tent4b,TENT4B
Ankrd13c,ANKRD13C
Fads3,FADS3
Pdzd11,PDZD11
Frs2,FRS2
Capza1,CAPZA1
Smg9,SMG9
Cbx4,CBX4
Slc12a3,SLC12A3
Gpr137c,GPR137C
Sgsm2,SGSM2
Dnajb12,DNAJB12
Trnt1,TRNT1
Slc35c2,SLC35C2
Cdc20,CDC20
Hdac9,HDAC9
Entpd7,ENTPD7
Plekhh3,PLEKHH3
Kdm3a,KDM3A
Sec13,SEC13
Akt2,AKT2
Tmem115,TMEM115
Paqr9,PAQR9
Marchf4,MARCHF4
Spata24,SPATA24
Tmem165,TMEM165
Pax9,PAX9
Cldn14,CLDN14
Celsr3,CELSR3
Ppib,PPIB
Adra1a,ADRA1A
Ptpn14,PTPN14
Zfp689,ZNF689
Klhl42,KLHL42
Ndst2,NDST2
Slc37a4,SLC37A4
Bbc3,BBC3
Adipor2,ADIPOR2
Cog3,COG3
Cdh4,CDH4
Shank1,SHANK1
Myh14,MYH14
Cdh9,CDH9
Phc3,PHC3
Sh3pxd2a,SH3PXD2A
Mapkapk2,MAPKAPK2
Rnf13,RNF13
Gmpr2,GMPR2
Atg3,ATG3
Zmat5,ZMAT5
Ahcy,AHCY
Mal2,MAL2
Nfkb2,NFKB2
Gsn,GSN
Hipk4,HIPK4
Rbck1,RBCK1
Ints8,INTS8
Papola,PAPOLA
Rnf157,RNF157
Satb1,SATB1
Gopc,GOPC
Cabp1,CABP1
Farsa,FARSA
Lzts2,LZTS2
Cand2,CAND2
Hmbs,HMBS
Esd,ESD
Xkr7,XKR7
Tbc1d7,TBC1D7
Cdk1,CDK1
Nme3,NME3
Tmem38a,TMEM38A
Elk3,ELK3
Ash1l,ASH1L
Kifbp,KIFBP
Cstf2t,CSTF2T
N4bp3,N4BP3
Svopl,SVOPL
Serinc1,SERINC1
Rnf130,RNF130
Col11a1,COL11A1
Hip1r,HIP1R
Rassf2,RASSF2
Phka2,PHKA2
Rwdd2a,RWDD2A
Pikfyve,PIKFYVE
Stc1,STC1
Itgbl1,ITGBL1
Brox,BROX
Chac2,CHAC2
Gigyf1,GIGYF1
Aup1,AUP1
Nup107,NUP107
Camta1,CAMTA1
Setdb1,SETDB1
Zfc3h1,ZFC3H1
Jarid2,JARID2
Rassf3,RASSF3
Prkar1b,PRKAR1B
Tnni3k,TNNI3K
Cdc123,CDC123
Hoxb13,HOXB13
Rilpl1,RILPL1
Cldn16,CLDN16
Plscr3,PLSCR3
Foxc2,FOXC2
Slc24a4,SLC24A4
Wasf2,WASF2
Tpr,TPR
Vps37d,VPS37D
Nfs1,NFS1
Mtmr1,MTMR1
Gng13,GNG13
Pole,POLE
Klf5,KLF5
Tagln3,TAGLN3
Elac1,ELAC1
Myof,MYOF
Znrf1,ZNRF1
Ccdc177,CCDC177
Frmd4b,FRMD4B
Hapln4,HAPLN4
Schip1,SCHIP1
Baz1b,BAZ1B
St6galnac5,ST6GALNAC5
Hars1,HARS1
Dlg4,DLG4
Rtn4rl1,RTN4RL1
Per1,PER1
Syk,SYK
Plxna3,PLXNA3
Frmpd3,FRMPD3
Klc3,KLC3
Ralgapa1,RALGAPA1
Ccdc93,CCDC93
Zfp653,ZNF653
Osbpl1a,OSBPL1A
Pck2,PCK2
Bet1l,BET1L
Retreg3,RETREG3
Trim63,TRIM63
Ppfia1,PPFIA1
Spata6,SPATA6
Hspb7,HSPB7
Myorg,MYORG
Phldb1,PHLDB1
Arhgap10,ARHGAP10
Ilk,ILK
Numb,NUMB
Ankrd63,ANKRD63
Psme2,PSME2
Sbf2,SBF2
Ctnna1,CTNNA1
Ano4,ANO4
Cdc42ep3,CDC42EP3
Timm22,TIMM22
Rnf208,RNF208
Tnfaip6,TNFAIP6
Fsd1l,FSD1L
Abhd6,ABHD6
Slc35a1,SLC35A1
Slc7a5,SLC7A5
Erfl,ERFL
Abhd12,ABHD12
Smc2,SMC2
Rrm2b,RRM2B
Mat1a,MAT1A
Snap91,SNAP91
Postn,POSTN
Pabpn1,PABPN1
Rnf40,RNF40
Nufip2,NUFIP2
Rapgef6,RAPGEF6
Zfp462,ZNF462
Prelp,PRELP
Sh3yl1,SH3YL1
Hycc2,HYCC2
Ppara,PPARA
Kdm5b,KDM5B
Meig1,MEIG1
Tnp1,TNP1
Gar1,GAR1
Akirin2,AKIRIN2
Csnk1a1,CSNK1A1
Tmem8b,TMEM8B
Hspa1l,HSPA1L
Cnot10,CNOT10
Bhlhe40,BHLHE40
Pdk4,PDK4
Pigk,PIGK
Slc1a7,SLC1A7
Lrrc38,LRRC38
Galnt9,GALNT9
Lpcat4,LPCAT4
Neurl2,NEURL2
Itga6,ITGA6
Tfap2e,TFAP2E
Creb3l2,CREB3L2
Kcnma1,KCNMA1
Fibcd1,FIBCD1
Tbc1d8b,TBC1D8B
Gstm5,GSTM3
Zfhx4,ZFHX4
Ednra,EDNRA
Rgl1,RGL1
Kbtbd12,KBTBD12
Galnt4,GALNT4
Dcaf5,DCAF5
Opn5,OPN5
Pdgfra,PDGFRA
Dedd2,DEDD2
Pacrg,PACRG
Ntng1,NTNG1
Unc93b1,UNC93B1
Pld3,PLD3
Prima1,PRIMA1
Tie1,TIE1
Zpld1,ZPLD1
Phlpp2,PHLPP2
Npas4,NPAS4
Snrk,SNRK
Ucp2,UCP2
Harbi1,HARBI1
Cdkal1,CDKAL1
Htr2c,HTR2C
Adcy1,ADCY1
Dmwd,DMWD
Stambpl1,STAMBPL1
Ccdc42,CCDC42
Krt85,KRT85
Mir652,MIR652
Dis3,DIS3
Jade1,JADE1
Kcnh4,KCNH4
Tcf4,TCF4
Entpd4,ENTPD4
Btbd6,BTBD6
Crygc,CRYGC
Tox,TOX
Cish,CISH
Midn,MIDN
Gpsm2,GPSM2
Inhba,INHBA
Ctxn2,CTXN2
Clec16a,CLEC16A
Cox15,COX15
Agtpbp1,AGTPBP1
Eps15l1,EPS15L1
Coro2b,CORO2B
Pklr,PKLR
Pogk,POGK
Prr16,PRR16
Oprk1,OPRK1
Tmem245,TMEM245
Hoxb4,HOXB4
Mapkapk5,MAPKAPK5
Snord123,SNORD123
Cdyl2,CDYL2
Fat4,FAT4
Tshz3,TSHZ3
Nsd3,NSD3
Emc9,EMC9
Rab5if,RAB5IF
Taf5l,TAF5L
Maff,MAFF
Exosc1,EXOSC1
Reep3,REEP3
Alcam,ALCAM
Zfp410,ZNF410
Camsap3,CAMSAP3
Glo1,GLO1
Lrrc20,LRRC20
Elmo3,ELMO3
Alkbh6,ALKBH6
Krt71,KRT71
Arl14ep,ARL14EP
Zkscan1,ZKSCAN1
Aqp1,AQP1
Parl,PARL
Ikbkb,IKBKB
Selenof,SELENOF
Aldh1b1,ALDH1B1
Nup54,NUP54
Mynn,MYNN
Hdac3,HDAC3
Gpr137b,GPR137B
Tspan18,TSPAN18
Sh2d4b,SH2D4B
St7l,ST7L
Foxf2,FOXF2
G3bp1,G3BP1
Itgb1,ITGB1
Col4a5,COL4A5
Fam117a,FAM117A
Txndc9,TXNDC9
Pitpnm2,PITPNM2
Sqstm1,SQSTM1
Cplane2,CPLANE2
Exoc1l,EXOC1L
Patz1,PATZ1
Vdac1,VDAC1
Sbf1,SBF1
Helz,HELZ
Ntf5,NTF4
Sypl2,SYPL2
Cpne3,CPNE3
Inpp5f,INPP5F
Adamts17,ADAMTS17
Rgs8,RGS8
Sh2b1,SH2B1
Ppm1b,PPM1B
Pgap1,PGAP1
Ddit4l,DDIT4L
Snta1,SNTA1
Mtmr14,MTMR14
Ube4b,UBE4B
Zdhhc22,ZDHHC22
Hes7,HES7
Coq10a,COQ10A
Noc3l,NOC3L
Reep4,REEP4
Pank2,PANK2
Plk3,PLK3
Slc30a6,SLC30A6
Fbxo46,FBXO46
Pax7,PAX7
Gm22680,SNORD30
Fam53c,FAM53C
Adh5,ADH5
M6pr,M6PR
Bend3,BEND3
Xkrx,XKRX
Tmbim6,TMBIM6
Pdgfb,PDGFB
Dnah8,DNAH8
Atp6v0a2,ATP6V0A2
Gsx2,GSX2
Grid2ip,GRID2IP
Map3k1,MAP3K1
Chd9,CHD9
Wnt16,WNT16
Dstyk,DSTYK
Cdyl,CDYL
Or51e2,OR51E2
Uqcr10,UQCR10
Ap1s2,AP1S2
Dmrt3,DMRT3
Itga11,ITGA11
Mrpl20,MRPL20
Wwp1,WWP1
P4htm,P4HTM
Bdnf,BDNF
Pak5,PAK5
Slc34a1,SLC34A1
Fzd1,FZD1
Clk1,CLK1
Hspa12b,HSPA12B
Ppp1r14c,PPP1R14C
Ap4b1,AP4B1
Dennd4a,DENND4A
Plekho1,PLEKHO1
Ero1a,ERO1A
Casc3,CASC3
Gfm1,GFM1
Copg1,COPG1
Wdr13,WDR13
Prep,PREP
Itgb5,ITGB5
Dis3l,DIS3L
Eif4e3,EIF4E3
Nutf2,NUTF2
Fkbp2,FKBP2
Rab3b,RAB3B
Ephb6,EPHB6
Atic,ATIC
Hao1,HAO1
Kmt2a,KMT2A
Myoz2,MYOZ2
Babam1,BABAM1
Zfand2b,ZFAND2B
Arhgef6,ARHGEF6
Zbtb7b,ZBTB7B
Cic,CIC
Ptk7,PTK7
Camkk1,CAMKK1
Scyl1,SCYL1
Pfn3,PFN3
Stim1,STIM1
Rnf44,RNF44
Arhgef10l,ARHGEF10L
Arhgdib,ARHGDIB
Mapkapk3,MAPKAPK3
Trp53inp2,TP53INP2
Rtca,RTCA
Vps4a,VPS4A
Septin5,SEPTIN5
Inafm2,INAFM2
Crlf3,CRLF3
Drg2,DRG2
Plcl1,PLCL1
Cmtr1,CMTR1
Fam117b,FAM117B
Acap1,ACAP1
Lrrc8b,LRRC8B
Dpp6,DPP6
Snord22,SNORD22
Plxnd1,PLXND1
Ccnd2,CCND2
Kremen1,KREMEN1
Ccm2l,CCM2L
Ppm1e,PPM1E
Nacc2,NACC2
Adk,ADK
Ppp1r21,PPP1R21
Scap,SCAP
Rassf8,RASSF8
Ubn2,UBN2
Dnajc5b,DNAJC5B
Hoxa10,HOXA10
Mzt1,MZT1
Tspan17,TSPAN17
Ano2,ANO2
Aspn,ASPN
Fem1a,FEM1A
Dgke,DGKE
Sike1,SIKE1
Slc7a11,SLC7A11
Poglut2,POGLUT2
Zbtb6,ZBTB6
Slc8a2,SLC8A2
Higd1a,HIGD1A
Nde1,NDE1
Ppp1r12a,PPP1R12A
Rab11fip4,RAB11FIP4
Guca1a,GUCA1A
Tgds,TGDS
St8sia1,ST8SIA1
Hmgcr,HMGCR
Trim13,TRIM13
Dio2,DIO2
Rpl13a,RPL13A
Mgat5b,MGAT5B
Rnf146,RNF146
Arid1b,ARID1B
Erbb3,ERBB3
Tm2d2,TM2D2
Nbl1,NBL1
Gpr139,GPR139
Timm50,TIMM50
Esrra,ESRRA
Isoc1,ISOC1
Sim2,SIM2
Bbs1,BBS1
Mgat4a,MGAT4A
Ift20,IFT20
Ift88,IFT88
Nav3,NAV3
Tmem41b,TMEM41B
Lman2,LMAN2
Wdr26,WDR26
Mtcl2,MTCL2
Wdr83os,WDR83OS
Chrna3,CHRNA3
Slc25a20,SLC25A20
Ube2g2,UBE2G2
Ddx4,DDX4
Fkbp10,FKBP10
Ankrd13d,ANKRD13D
Prkg1,PRKG1
Zfpl1,ZFPL1
Megf10,MEGF10
Paics,PAICS
mt-Co2,COX2
Sik3,SIK3
Npr1,NPR1
Nptn,NPTN
Bicd2,BICD2
Nup88,NUP88
Lpar6,LPAR6
Prps2,PRPS2
Bckdhb,BCKDHB
Nuak1,NUAK1
Ift74,IFT74
Cwc27,CWC27
Foxd3,FOXD3
Zzef1,ZZEF1
Nop56,NOP56
Serf1,SERF1A
Cfap52,CFAP52
Tpst2,TPST2
Pld1,PLD1
Kdf1,KDF1
Pcnx1,PCNX1
Dpysl2,DPYSL2
Ak3,AK3
Gpatch8,GPATCH8
Acsl6,ACSL6
Pik3r2,PIK3R2
Eml4,EML4
Septin6,SEPTIN6
Fbxo38,FBXO38
Osbpl3,OSBPL3
Stk32a,STK32A
Wasf3,WASF3
Eif4enif1,EIF4ENIF1
Baiap2l2,BAIAP2L2
Eloc,ELOC
Cops5,COPS5
Tgfa,TGFA
Kbtbd3,KBTBD3
Pdhb,PDHB
Rorb,RORB
Tgif1,TGIF1
Dcaf17,DCAF17
Gsg1l,GSG1L
Gpr17,GPR17
Wwc1,WWC1
Gata6,GATA6
Atat1,ATAT1
Chrm2,CHRM2
Ruvbl2,RUVBL2
Phf24,PHF24
Disp3,DISP3
Lrrtm3,LRRTM3
Brd3,BRD3
Rbl2,RBL2
Prrc2a,PRRC2A
Plod3,PLOD3
Actr5,ACTR5
Unc13c,UNC13C
Foxk1,FOXK1
Efr3a,EFR3A
Commd7,COMMD7
Inhbb,INHBB
Lgr4,LGR4
Rsph9,RSPH9
Prdm5,PRDM5
Rapgef3,RAPGEF3
Ccar2,CCAR2
Krt25,KRT25
St13,ST13
Hdac11,HDAC11
Rasgrp1,RASGRP1
Dus1l,DUS1L
Glrx5,GLRX5
Sorl1,SORL1
Mir192,ssc-mir-192
Mir30c-1,ssc-mir-30c-1
Mettl13,METTL13
Ccdc158,CCDC158
Slc7a8,SLC7A8
Fam222a,FAM222A
Cdc42ep2,CDC42EP2
Emp3,EMP3
Ocrl,OCRL
Cyb5r3,CYB5R3
Slc35d3,SLC35D3
Calhm1,CALHM1
Atcay,ATCAY
Ficd,FICD
Snx4,SNX4
Marveld1,MARVELD1
Chrng,CHRNG
Llgl2,LLGL2
Arvcf,ARVCF
Garem1,GAREM1
Prss23,PRSS23
Ccnd1,CCND1
Ampd1,AMPD1
Stk25,STK25
Musk,MUSK
Emg1,EMG1
Matn1,MATN1
Tacr1,TACR1
Asb6,ASB6
Cldnd1,CLDND1
Or6k4,OR6K3
Perp,PERP
Spast,SPAST
Thbs4,THBS4
Vcpkmt,VCPKMT
Slc35b2,SLC35B2
Prdx1,PRDX1
Irf2,IRF2
Fes,FES
Srpra,SRPRA
Rabggta,RABGGTA
Nicn1,NICN1
Arcn1,ARCN1
Calu,CALU
Ap1m2,AP1M2
Ddx49,DDX49
P3h2,P3H2
Cops6,COPS6
Sh3bp4,SH3BP4
Idh1,IDH1
Sorcs1,SORCS1
Pcdh20,PCDH20
Reep2,REEP2
Rbm27,RBM27
Hoxd10,HOXD10
Htr2a,HTR2A
Lrrc59,LRRC59
Cstf2,CSTF2
Pnpt1,PNPT1
Myo5b,MYO5B
Rcc1,RCC1
Grpr,GRPR
Gpr161,GPR161
Tram1,TRAM1
Pkn1,PKN1
Shisa9,SHISA9
Gda,GDA
Atad2b,ATAD2B
Vti1b,VTI1B
Pgm2l1,PGM2L1
Tmem30b,TMEM30B
Asz1,ASZ1
Tent2,TENT2
Eef1a2,EEF1A2
Foxb2,FOXB2
Wdr3,WDR3
Epb41l4b,EPB41L4B
Ube3c,UBE3C
Cntn3,CNTN3
Efl1,EFL1
Got1,GOT1
Capn2,CAPN2
Lhfpl1,LHFPL1
Ascc3,ASCC3
Dnajc18,DNAJC18
Trappc9,TRAPPC9
Gabra6,GABRA6
Htr1b,HTR1B
Qars1,QARS1
Selenoi,SELENOI
Pold1,POLD1
Alox5ap,ALOX5AP
Dus2,DUS2
Gmeb2,GMEB2
Ttc9c,TTC9C
Zbtb25,ZBTB25
Fbxo9,FBXO9
Endog,ENDOG
Fgfr4,FGFR4
Rb1,RB1
Atp2a3,ATP2A3
Ncoa2,NCOA2
Wwtr1,WWTR1
Eva1b,EVA1B
Aqp2,AQP2
Pdzd4,PDZD4
Cfap58,CFAP58
Aldh1l1,ALDH1L1
Slc9a9,SLC9A9
Pdlim7,PDLIM7
Ubc,UBC
Smpd3,SMPD3
Vbp1,VBP1
Six4,SIX4
Fbxw5,FBXW5
Lmbrd1,LMBRD1
Taf9b,TAF9B
Prlhr,PRLHR
Fam229b,FAM229B
Pdcl3,PDCL3
Ddx55,DDX55
Gpr3,GPR3
Loxl1,LOXL1
Fnip1,FNIP1
Pea15a,PEA15
Zfp768,ZNF768
Ccdc85a,CCDC85A
Cnot3,CNOT3
Tssk1,TSSK1
Sh3gl1,SH3GL1
Map4k4,MAP4K4
Hgd,HGD
Zmym2,ZMYM2
Gpr83,GPR83
Abcd3,ABCD3
Thsd7a,THSD7A
Ranbp1,RANBP1
Pdc,PDC
Als2,ALS2
Atp8a1,ATP8A1
Ttbk1,TTBK1
Dhrs9,DHRS9
Col9a1,COL9A1
Hnf1b,HNF1B
Mtcl3,MTCL3
Psmb9,PSMB9
Commd4,COMMD4
Sec14l1,SEC14L1
Pak1,PAK1
Adamts5,ADAMTS5
Dip2a,DIP2A
Gpcpd1,GPCPD1
Uncx,UNCX
Kcna7,KCNA7
Slc16a11,SLC16A11
Elapor1,ELAPOR1
Tcf7l2,TCF7L2
Pld2,PLD2
Lgi1,LGI1
Ints12,INTS12
Ap3b2,AP3B2
Usp19,USP19
Immp2l,IMMP2L
Uhrf2,UHRF2
Mir152,ssc-mir-152
Itga9,ITGA9
Or6a2,OR6A2
Tmem87a,TMEM87A
Nr1h4,NR1H4
Myoz1,MYOZ1
Wdr19,WDR19
Scube1,SCUBE1
Cndp2,CNDP2
Rgma,RGMA
Foxc1,FOXC1
Ero1b,ERO1B
Snap23,SNAP23
Eya3,EYA3
Sema4g,SEMA4G
Ptf1a,PTF1A
Dym,DYM
Rem2,REM2
Mta3,MTA3
Psmc3ip,PSMC3IP
Mael,MAEL
Duox1,DUOX1
Rars1,RARS1
Shisa4,SHISA4
Slc35f1,SLC35F1
Pir,PIR
Gtf2h3,GTF2H3
Rad1,RAD1
Alg8,ALG8
Atg2b,ATG2B
Gpr4,GPR4
Ptpn3,PTPN3
Inpp4b,INPP4B
Skic2,SKIC2
Emx1,EMX1
Hipk3,HIPK3
Smim30,SMIM30
Kat6b,KAT6B
Zfp574,ZNF574
Gjb2,GJB2
Creld1,CRELD1
Bmx,BMX
Tmem120a,TMEM120A
Tub,TUB
Ntmt2,NTMT2
Flcn,FLCN
Rhobtb2,RHOBTB2
Zfp367,ZNF367
Tent5b,TENT5B
Snrnp35,SNRNP35
Cacfd1,CACFD1
Cabp2,CABP2
Nox4,NOX4
Ntf3,NTF3
Rhou,RHOU
Mtmr10,MTMR10
Ncoa1,NCOA1
Ephb4,EPHB4
Wdr11,WDR11
Esr1,ESR1
Prex1,PREX1
Rangap1,RANGAP1
Tube1,TUBE1
Apbb3,APBB3
Elovl4,ELOVL4
Stx2,STX2
Skida1,SKIDA1
Sacs,SACS
Sh2d1a,SH2D1A
Cntn5,CNTN5
Zc3h12b,ZC3H12B
Tsc2,TSC2
Plcb3,PLCB3
Adra2c,ADRA2C
Ptpro,PTPRO
Rprd2,RPRD2
Nexn,NEXN
Trmt61a,TRMT61A
Dock10,DOCK10
Spred2,SPRED2
Mpp3,MPP3
1110032F04Rik,C3orf80
Yap1,YAP1
Pccb,PCCB
Bmp2,BMP2
Rtp1,RTP1
Arhgap33,ARHGAP33
Tubb4b,TUBB4B
Prdx6,PRDX6
Megf11,MEGF11
Cacna1i,CACNA1I
Plod2,PLOD2
Hpgd,HPGD
Rhbdf2,RHBDF2
Mir196a-2,ssc-mir-196a-2
Dcaf10,DCAF10
Nkx2-3,NKX2-3
Camkk2,CAMKK2
Lsm10,LSM10
Prim1,PRIM1
Map1b,MAP1B
Tuba1b,TUBA1B
Asns,ASNS
Rpn1,RPN1
Met,MET
Far2,FAR2
Slc39a8,SLC39A8
Uqcc2,UQCC2
B9d1,B9D1
Alas1,ALAS1
Tmem35a,TMEM35A
Bcl10,BCL10
Smc6,SMC6
Slc25a32,SLC25A32
Shtn1,SHTN1
Wdr91,WDR91
Adap1,ADAP1
Rnf14,RNF14
Tnpo2,TNPO2
Kif13a,KIF13A
Nckipsd,NCKIPSD
Bahd1,BAHD1
Igfbp4,IGFBP4
Kif9,KIF9
Timm10b,TIMM10B
Tnfaip8l2,TNFAIP8L2
Dlk2,DLK2
Syt13,SYT13
Tubb6,TUBB6
Dhx9,DHX9
Ybx3,YBX3
Luc7l3,LUC7L3
Atr,ATR
Parva,PARVA
Prrx2,PRRX2
Zmynd8,ZMYND8
Aqp4,AQP4
Tincr,TINCR
Hpcal4,HPCAL4
Caskin1,CASKIN1
Nipal3,NIPAL3
Szt2,SZT2
Grip2,GRIP2
B3gat2,B3GAT2
Hif1a,HIF1A
Emc7,EMC7
Thoc7,THOC7
Tead4,TEAD4
Daw1,DAW1
Dhx29,DHX29
Cfap36,CFAP36
Cdc42bpb,CDC42BPB
Larp6,LARP6
Syp,SYP
Chrna10,CHRNA10
Fhl5,FHL5
Adrb1,ADRB1
Rcn2,RCN2
Tmprss7,TMPRSS7
Rasgrp2,RASGRP2
Clxn,CLXN
Tcta,TCTA
Atp1b1,ATP1B1
Dync2li1,DYNC2LI1
Ctif,CTIF
Insyn1,INSYN1
Alas2,ALAS2
Gh,GH1
Rps6ka1,RPS6KA1
Prkrip1,PRKRIP1
Nme6,NME6
Cntn2,CNTN2
Rcvrn,RCVRN
Osbpl10,OSBPL10
Nab1,NAB1
Psmd13,PSMD13
Ywhab,YWHAB
Nptxr,NPTXR
Top2a,TOP2A
Mecp2,MECP2
Hapln2,HAPLN2
Stk32c,STK32C
Tll2,TLL2
Vipas39,VIPAS39
Axl,AXL
Ptprg,PTPRG
Fam3a,FAM3A
Mid1ip1,MID1IP1
Ntn3,NTN3
Atf5,ATF5
Tpm2,TPM2
P4ha3,P4HA3
Ttc5,TTC5
Aldoc,ALDOC
Nup37,NUP37
Slc4a5,SLC4A5
Ppp4r4,PPP4R4
Usp35,USP35
Acadl,ACADL
Ntan1,NTAN1
Fyttd1,FYTTD1
Arl2,ARL2
Adat2,ADAT2
Lypla2,LYPLA2
Tyw5,TYW5
Col1a2,COL1A2
Lrrc55,LRRC55
Tmtc3,TMTC3
Ralbp1,RALBP1
Gpm6a,GPM6A
Sipa1l3,SIPA1L3
Prmt6,PRMT6
Ganab,GANAB
Ptges3l,PTGES3L
Alg9,ALG9
Rpl4,RPL4
Pamr1,PAMR1
Mea1,MEA1
Cnn2,CNN2
Gab1,GAB1
Rspo3,RSPO3
Or51i1,OR51I1
Hadh,HADH
Trabd2b,TRABD2B
Gja4,GJA4
Tgfb1,TGFB1
Garnl3,GARNL3
Tafa4,TAFA4
Myod1,MYOD1
Ypel4,YPEL4
Aplnr,APLNR
Rbm45,RBM45
Nsmce1,NSMCE1
Pdrg1,PDRG1
Shh,SHH
Tbc1d24,TBC1D24
Prpf6,PRPF6
Zfta,ZFTA
Gsdma,GSDMA
Sh2d3c,SH2D3C
Tmem30a,TMEM30A
Senp8,SENP8
Rhobtb1,RHOBTB1
Parp16,PARP16
Mbnl2,MBNL2
Efna2,EFNA2
Slc2a13,SLC2A13
Bcorl1,BCORL1
Aplp2,APLP2
Klc1,KLC1
Rbpjl,RBPJL
Tat,TAT
Hoxa7,HOXA7
Cdkl1,CDKL1
Spata20,SPATA20
Slc23a1,SLC23A1
Akt1s1,AKT1S1
Trp53i11,TP53I11
Lsm11,LSM11
Pygb,PYGB
Tmem64,TMEM64
Tcf20,TCF20
Poc1a,POC1A
Rnpc3,RNPC3
Nptx1,NPTX1
Slc1a1,SLC1A1
Tle2,TLE2
Cbx6,CBX6
Wrnip1,WRNIP1
Atp1b4,ATP1B4
Usp49,USP49
Dbx1,DBX1
Hs6st2,HS6ST2
Ndufa7,NDUFA7
Fbxo10,FBXO10
Oit3,OIT3
Mak16,MAK16
Cyb561d1,CYB561D1
Enox2,ENOX2
Man2c1,MAN2C1
Xpnpep1,XPNPEP1
Zfp532,ZNF532
Eif3b,EIF3B
Pik3r4,PIK3R4
Cat,CAT
Ppic,PPIC
Cetn3,CETN3
Tmcc2,TMCC2
Ncam2,NCAM2
Reps2,REPS2
Mirlet7i,MIRLET7I
Mir186,ssc-mir-186
Apeh,APEH
Siah3,SIAH3
Ntng2,NTNG2
Daam2,DAAM2
Ifrd2,IFRD2
Polr1b,POLR1B
Slc10a7,SLC10A7
Sema4c,SEMA4C
Clock,CLOCK
Zc3h14,ZC3H14
Caskin2,CASKIN2
R3hdm1,R3HDM1
Btf3,BTF3
Smim32,SMIM32
Ophn1,OPHN1
Pdss2,PDSS2
Dpp10,DPP10
Ss18l1,SS18L1
Scrt1,SCRT1
Ino80c,INO80C
Galnt14,GALNT14
Uox,UOX
Spock2,SPOCK2
P3h4,P3H4
Crtc1,CRTC1
Cdkn2c,CDKN2C
Apobec2,APOBEC2
Rbl1,RBL1
Abraxas2,ABRAXAS2
Cert1,CERT1
Chmp6,CHMP6
Fchsd1,FCHSD1
Or52m1,OR52M1
Scara3,SCARA3
Cyp2a5,CYP2A19
Fig4,FIG4
Kdm7a,KDM7A
Fmnl1,FMNL1
Akap8l,AKAP8L
Rnft2,RNFT2
Mib2,MIB2
Pah,PAH
Zfp385b,ZNF385B
Grhl3,GRHL3
Rasl11a,RASL11A
Dnai1,DNAI1
Numbl,NUMBL
Ei24,EI24
Ube2k,UBE2K
Hcfc1,HCFC1
Kics2,KICS2
Pla2g12a,PLA2G12A
Cbx7,CBX7
Slc39a13,SLC39A13
Sipa1,SIPA1
Myl4,MYL4
Mmd2,MMD2
Cryzl1,CRYZL1
Slc16a3,SLC16A3
Aplp1,APLP1
Hspb6,HSPB6
Gphb5,GPHB5
Commd3,COMMD3
Gm49336,NUP58
Mir194-2,ssc-mir-194a
Hacd3,HACD3
Grik3,GRIK3
Clrn1,CLRN1
Stx17,STX17
Nr2c1,NR2C1
Pou6f2,POU6F2
Acss2,ACSS2
Mettl26,METTL26
Brap,BRAP
Rpn2,RPN2
Slc4a7,SLC4A7
Msmp,MSMP
Eef2k,EEF2K
Runx1t1,RUNX1T1
Mir125b-1,ssc-mir-125b-1
Otulin,OTULIN
Smc4,SMC4
Cemip,CEMIP
Nav2,NAV2
Usp38,USP38
Gdpd5,GDPD5
Tshz1,TSHZ1
Ube2a,UBE2A
Hspa14,HSPA14
Hspd1,HSPD1
Ddx56,DDX56
Ift22,IFT22
Sgsm3,SGSM3
Grip1,GRIP1
Pole2,POLE2
Usp33,USP33
Ctdspl,CTDSPL
