mice gene name,frog gene name,correlation,identical_scores,orthology confidence,combo_score
Hdlbp,hdlbp,0.841877,83.10755,1.0,1.5240429287389832
Hcn4,hcn4,0.9594871,60.8002,1.0,1.5240380325070366
Errfi1,errfi1,0.9750849,57.82335,1.0,1.5238507593230728
Upk1b,upk1b,0.9242834,67.43764999999999,1.0,1.5236363830490198
Tecpr1,tecpr1,0.91906136,68.4059,1.0,1.5234109734910521
Lsg1,lsg1,0.94880587,62.741150000000005,1.0,1.523175759173578
Chst11,hesx1,0.80776185,89.4886,1.0,1.5231343242111577
Pip5k1c,pip5k1c,0.8698983,77.68594999999999,1.0,1.522958124634325
Phospho2,phospho2,0.9536654,61.79785,1.0,1.5229564490029537
Taar1,taar1,0.97132844,58.4266,1.0,1.5227418657444534
Msrb1,msrb1,0.914572,69.1904,1.0,1.522730920238161
Cdh13,cdh13,0.89918494,72.10730000000001,1.0,1.522715364724092
Chst12,chst12,0.91865027,68.41485,1.0,1.5227102829378094
Dut,dut,0.9323513,65.80655,1.0,1.52261228056787
B4galt2,b4galt2,0.9060184,70.7973,1.0,1.522574135648845
Fam135a,fam135a,0.9606516,60.431799999999996,1.0,1.5225403051786737
R3hdm2,r3hdm2,0.8867552,74.43635,1.0,1.5224263052337947
Recql,recql,0.9170911,68.66505000000001,1.0,1.5222481216219927
Ascc1,ascc1,0.95579416,61.32225,1.0,1.522227111474297
Veph1,veph1,0.96334183,59.8803,1.0,1.5221215435367326
Tbc1d1,tbc1d1,0.9283305,66.51915,1.0,1.522104513450072
Ovol2,ovol2,0.97208524,58.2153,1.0,1.5220539799244985
Kdm3b,kdm3b,0.92268413,67.58125,1.0,1.522014816527372
Eef1akmt1,eef1akmt1,0.9577471,60.91195,1.0,1.5218221534785639
Plpbp,plpbp,0.9128998,69.4071,1.0,1.5217110318740512
Def8,def8,0.84801483,81.7085,1.0,1.5216582432612427
Sirt7,sirt7,0.9417891,63.90755,1.0,1.5215062130104533
Nek1,nek1,0.9778847,57.0499,1.0,1.5213897585338412
Ermp1,ermp1,0.953483,61.678,1.0,1.5213885336925461
Gabarapl1,gabarapl1,0.75137705,100.0,1.0,1.5212766274947986
Prph,prph,0.91101545,69.70965,1.0,1.52115419159141
Sez6l,sez6l,0.9266418,66.7398,1.0,1.5210929545069938
Ndufs7,ndufs7,0.9068146,70.49690000000001,1.0,1.5210575794863628
Max,max,0.8900834,73.66935000000001,1.0,1.5210482136767154
Fgf20,fgf20,0.91580814,68.78954999999999,1.0,1.5210417057855388
Ttc7,ttc7a,0.9311002,65.88820000000001,1.0,1.521032201768401
Tnni2,tnni2,0.89029986,73.6264,1.0,1.521028981163224
Dnajc1,dnajc1,0.92234176,67.5418,1.0,1.5209550935398424
Rag2,rag2,0.9601311,60.3656,1.0,1.5208660310334359
Htra3,htra3,0.8750883,76.49195,1.0,1.520830049026457
Uvrag,uvrag,0.91203046,69.4842,1.0,1.5208198373562416
Mib2,mib2,0.9346618,65.1877,1.0,1.5207786214596672
Galk2,galk2,0.9061038,70.5886,1.0,1.5206198701181235
Srr,srr,0.93718266,64.69035,1.0,1.5205834650328143
Nkain4,nkain4,0.9090577,70.0244,1.0,1.5205798735033502
Patj,patj,0.9816422,56.25515,1.0,1.5205565649172255
Capn15,capn15,0.93167037,65.72675,1.0,1.5204910339995275
Spire2,spire2,0.9605936,60.23835,1.0,1.5204647407806449
Abhd12,abhd12,0.8772875,76.03825,1.0,1.5204586697922426
Kctd7,kctd7,0.86833364,77.72045,1.0,1.5202956265788363
Xrcc6,csdc2,0.9327139,65.5084,1.0,1.5202836732896232
Dnah12,dnah12,0.87185967,77.0455,1.0,1.520232937714161
Zic5,zic5,0.9550318,61.259299999999996,1.0,1.5201201317635284
Tmem64,tmem64,0.95388705,61.4723,1.0,1.5200782815847496
Adra2a,adra2a,0.9139343,69.04765,1.0,1.520053850259723
Slc7a3,slc7a3,0.9531758,61.6007,1.0,1.520012280639583
Cysltr1,cysltr1,0.9591392,60.46865,1.0,1.520002290258736
Snrnp35,snrnp35,0.9370028,64.66714999999999,1.0,1.520001622036529
Agrn,agrn,0.9628994,59.74215,1.0,1.5198671629478744
Arsg,arsg,0.9527084,61.67075,1.0,1.5198234470507899
Sox7,sox7,0.935157,64.99785,1.0,1.5198047855430372
Evi5l,evi5l,0.89893425,71.8615,1.0,1.5197373252648712
Ung,ung,0.9383273,64.38725,1.0,1.5197104168148927
Ltbp1,ltbp1,0.9505255,62.0674,1.0,1.5196470456384485
Ppp1r7,ppp1r7,0.9223825,67.4038,1.0,1.5196325752267135
Dhx34,dhx34,0.95279425,61.6347,1.0,1.5196227742976571
Lrrc39,lrrc39,0.971821,58.0251,1.0,1.5196142959506238
Mast4,mast4,0.9793847,56.590199999999996,1.0,1.5196111645604171
Fa2h,fa2h,0.97117805,58.14275,1.0,1.5195706730682184
Fam222a,fam222a,0.9560947,61.001599999999996,1.0,1.5195505903735689
Slc30a4,slc30a4,0.9219528,67.4769,1.0,1.519547295957532
Six4,six4,0.9701328,58.33205,1.0,1.5194798091087547
Pxmp4,pxmp4,0.9260323,66.6849,1.0,1.5193620281825986
mt-Nd3,nd3,0.9598782,60.263149999999996,1.0,1.5193390117447714
Myo1h,myo1h,0.91915417,67.9827,1.0,1.5192933923400176
Dnajc22,dnajc22,0.96382356,59.4994,1.0,1.5191822499073613
Foxn2,foxn2,0.9108603,69.52725,1.0,1.5190037442863962
Cap2,cap2,0.91344583,69.0339,1.0,1.5189737169808712
Gxylt2,gxylt2,0.970505,58.208,1.0,1.5189371331122952
Lmbr1l,lmbr1l,0.9039458,70.83160000000001,1.0,1.5189315733101498
Ddx31,ddx31,0.97735536,56.90035,1.0,1.5188523018105766
Babam1,babam1,0.92474735,66.87225000000001,1.0,1.5187898278149397
Cdadc1,cdadc1,0.9218171,67.4202,1.0,1.518710393844411
Nr1h2,nr1h2,0.8956434,72.3811,1.0,1.518675752745358
Rnf141,rnf141,0.86144453,78.86455000000001,1.0,1.5186455011280533
Acad10,acad10,0.9508524,61.90515,1.0,1.518629342148623
Fgf6,fgf6,0.94195265,63.58975,1.0,1.5185948518243548
Itgb4,itgb4,0.96553457,59.11465,1.0,1.5185708390313932
Greb1,greb1,0.9154744,68.60225,1.0,1.518497640709609
Parp16,parp16,0.9426847,63.44,1.0,1.5184841598220555
Fbxl5,fbxl5,0.91406393,68.8654,1.0,1.5184532670694746
Smc5,smc5,0.93381983,65.1151,1.0,1.518420387531668
Alox5ap,alox5ap,0.871045,77.0186,1.0,1.518391211724914
Mcm10,mcm10,0.98236173,55.9019,1.0,1.5183558532079982
Aspa,aspa,0.94026923,63.86465,1.0,1.5181442002912586
Ndfip2,ndfip2,0.9370317,64.47370000000001,1.0,1.5180933828070464
Prss35,prss35,0.9781782,56.63835,1.0,1.5177768738601558
Rxfp1,rxfp1,0.9015974,71.14635,1.0,1.517605062160038
Aipl1,aipl1,0.91452247,68.68775,1.0,1.5175326958870388
Pepd,pepd,0.90109986,71.232,1.0,1.5175165639820034
Neo1,neo1,0.9143017,68.7176,1.0,1.5174106395857394
Brap,brap,0.84886724,81.1246,1.0,1.5173718540312242
Zmym2,zmym2,0.91122925,69.2892,1.0,1.5172974933346552
Mcmbp,mcmbp,0.9194836,67.71915,1.0,1.5172521724196946
Dis3l,dis3l,0.9206474,67.49825,1.0,1.5172505031568568
Tmem267,tmem267,0.95912105,60.199349999999995,1.0,1.5172334347233525
Ssbp1,ssbp1,0.85257256,80.4054,1.0,1.5172051646765015
Adora2b,adora2b,0.9469853,62.4848,1.0,1.5170678272994649
Agxt2,agxt2,0.9572857,60.53035,1.0,1.5170597651822288
Gpbp1l1,gpbp1l1,0.9523,61.47475,1.0,1.5170473032473621
Rbm19,rbm19,0.94150907,63.521,1.0,1.5170427990910116
Cep290,cep290,0.94694144,62.481,1.0,1.5169447980268957
Tshr,tshr,0.9379912,64.17815,1.0,1.5169404960627533
Pank2,pank2,0.88298965,74.59935,1.0,1.516830532999282
Mcu,mcu,0.8659457,77.8137,1.0,1.516644334674328
Ranbp2,ranbp2,0.989558,54.3682,1.0,1.5166422304953597
Fggy,fggy,0.90958965,69.52965,1.0,1.5165814837085352
Naa40,naa40,0.84590083,81.60715,1.0,1.5165588597535713
Kbtbd12,kbtbd12,0.92507684,66.5652,1.0,1.5163071155796597
Capn8,capn8.1,0.953662,61.14075,1.0,1.5162790859067117
Ntsr1,NTSR1,0.9593923,60.04815,1.0,1.5162207562033498
Ep400,ep400,0.97291577,57.476600000000005,1.0,1.5161539461393807
Arfrp1,arfrp1,0.9056868,70.21755,1.0,1.51605007621467
Gnpat,gnpat,0.9711175,57.804050000000004,1.0,1.5160156345439462
Pou2f2,pou2f2,0.9808014,55.9659,1.0,1.516001173710418
Depdc5,depdc5,0.85979795,78.90190000000001,1.0,1.515854199776974
Dmrta2,dmrta2,0.9271593,66.11935,1.0,1.5157906469753226
Tm9sf4,tm9sf4,0.9039185,70.51095000000001,1.0,1.5156237992375465
Tesk2,tesk2,0.9421018,63.25195,1.0,1.5154527254783627
Glis2,glis2,0.9227841,66.91495,1.0,1.5154430939154493
Lsm10,lsm10,0.90670055,69.96000000000001,1.0,1.5153874197273658
Ackr4,ackr4,0.9678297,58.36115,1.0,1.515340631189607
Kynu,kynu,0.9303486,65.45824999999999,1.0,1.5152201914006165
Xkr7,XKR7,0.9546646,60.84555,1.0,1.5152127409914031
Stmn3,stmn3,0.9231585,66.81455,1.0,1.5151447465399062
Dnajb6,dnajb6,0.9288309,65.73304999999999,1.0,1.5150876170468242
Atxn2,atxn2,0.90011245,71.17515,1.0,1.5150381791372762
Prrc2c,prrc2c,0.96754867,58.36195,1.0,1.5148076319753652
Scd4,scd,0.97891843,56.17700000000001,1.0,1.5145185989416443
Gmppa,gmppa,0.8849497,73.999,1.0,1.5145098958002094
Osgin2,osgin2,0.9436976,62.84655,1.0,1.5144098419561367
Txndc9,lyg2,0.9095304,69.32585,1.0,1.5143984402354893
Cdc42bpb,cdc42bpb,0.8684599,77.1033,1.0,1.5142734912301683
Ttc27,ttc27,0.9401709,63.494200000000006,1.0,1.5141940937498237
Rsad2,rsad2,0.93069786,65.2756,1.0,1.514038443038542
Tbx22,tbx22,0.9537157,60.9042,1.0,1.5139810517715833
Hs6st2,hs6st2,0.9064596,69.8603,1.0,1.5139113277935308
Ncapg,ncapg,0.9683516,58.1119,1.0,1.5138151827573951
Pnpt1,dusp16,0.8756142,75.70085,1.0,1.5138114931215516
Prrc1,prrc1,0.90816647,69.526,1.0,1.513804108965271
Tyr,tyr,0.9228981,66.72955,1.0,1.5137804368016767
Ptges3,ptges3,0.9084054,69.4662,1.0,1.5136570826444082
Osgepl1,osgepl1,0.9565745,60.324749999999995,1.0,1.5136031244188457
Insyn2a,insyn2a,0.9531448,60.97485,1.0,1.5135990210062031
Hs2st1,hs2st1,0.7992236,90.1685,1.0,1.5135962804657082
Snip1,snip1,0.9628365,59.132549999999995,1.0,1.5135574485989847
Ppip5k1,ppip5k1,0.9146814,68.265,1.0,1.513546996558427
Dipk1b,dipk1b,0.94160557,63.152550000000005,1.0,1.5134881397714928
Dgka,dgka,0.9446675,62.55655,1.0,1.513333323388126
Drc7,drc7,0.9852318,54.8572,1.0,1.5132764525845444
L3mbtl2,l3mbtl2,0.94479406,62.5243,1.0,1.513249614610889
Alg2,alg2,0.9356238,64.23625,1.0,1.5129719143014393
Zbtb41,zbtb41,0.93482333,64.38335000000001,1.0,1.5129239616621666
Ar,ar,0.9610019,59.4155,1.0,1.512897424166364
Rab20,rab20,0.9528281,60.9576,1.0,1.5128140976520543
Iqgap3,iqgap3,0.93204874,64.8971,1.0,1.5127970544890026
Ina,ina,0.9467327,62.103049999999996,1.0,1.5127059587398102
Eif4g3,eif4g3,0.9332956,64.64635,1.0,1.5126522821608315
Prdx6,prdx6,0.9099076,69.07894999999999,1.0,1.512618230230006
Cuedc1,cuedc1,0.9178472,67.56895,1.0,1.5125764828838424
Atp23,atp23,0.939473,63.462999999999994,1.0,1.5125335541562959
Kcnc1,kcnc1,0.90059143,70.8309,1.0,1.5124656577064366
Mpnd,mpnd,0.94778097,61.87205,1.0,1.5123793032657438
Dennd2c,dennd2c,0.9518651,61.09355,1.0,1.5123400012245114
Supv3l1,supv3l1,0.93239254,64.77705,1.0,1.5122403021658095
Car1,ca1,0.9351629,64.24495,1.0,1.5121727770649995
Mybpc1,mybpc1,0.928399,65.51065,1.0,1.5119982139267305
Ano10,ano10,0.9091163,69.16290000000001,1.0,1.511946841576031
Yipf7,yipf7,0.9467734,62.01585,1.0,1.5118990801540844
Cmc1,cmc1,0.9205864,66.9811,1.0,1.511882990809074
Nup35,nup35,0.91422796,68.18530000000001,1.0,1.511864795129811
Ptges,ptges,0.94793373,61.789500000000004,1.0,1.511835401558093
Tiparp,tiparp,0.952477,60.9276,1.0,1.511833500625266
Rgs12,rgs12,0.9450906,62.31505,1.0,1.511696313704018
Phpt1,phpt1,0.90365124,70.1613,1.0,1.5115595791131893
Orc3,orc3,0.95354974,60.69345,1.0,1.5115219834170728
Cadm1,cadm1,0.9323241,64.71555000000001,1.0,1.5114841794363953
Kdm2a,kdm2a,0.92489094,66.1207,1.0,1.511436645264748
Moxd1,moxd1,0.94921774,61.4885,1.0,1.5112520280212622
Hsdl2,hsdl2,0.92000645,67.0274,1.0,1.511236335476248
Usp5,usp5,0.9318299,64.78275,1.0,1.5112148097608658
Tmed11,gp25l,0.9615647,59.12525,1.0,1.5110345002331123
Numbl,numbl,0.946806,61.9239,1.0,1.5110283835449687
Tgds,tgds,0.9321483,64.70135,1.0,1.5110015210738248
Tmf1,tmf1,0.9439649,62.4565,1.0,1.510964775364148
Krt18,krt18.1,0.97619563,56.34085,1.0,1.5109392615739252
Col4a1,col4a1,0.93318737,64.49755,1.0,1.5109332828840567
Sla,sla,0.96329933,58.784400000000005,1.0,1.5109142380609448
Fscn2,fscn2,0.92923266,65.2439,1.0,1.5108953982427806
Pus10,pus10,0.9263743,65.77915,1.0,1.5108254586340155
Fsd1,fsd1,0.904438,69.9374,1.0,1.510801467007503
Rnf4,rnf4,0.9600507,59.38145,1.0,1.5107202247729175
Atad3a,atad3a,0.85222685,79.8317,1.0,1.5107153555862514
Psmb9,psmb9,0.92322594,66.36500000000001,1.0,1.5107108129992461
Rragc,mycbp,0.8666751,77.0899,1.0,1.5107008393602221
Hexb,hexb,0.9574424,59.85745,1.0,1.51053027310566
En2,en2,0.94810826,61.6124,1.0,1.5103735552220954
Pcca,pcca,0.86767745,76.8553,1.0,1.510249218483005
Pdk4,pdk4,0.89034104,72.55600000000001,1.0,1.5102416743389062
Decr2,decr2,0.940793,62.9808,1.0,1.5101799539509746
Gja4,gja4,0.94772124,61.6533,1.0,1.5100435645851977
Hsd17b12,hsd17b12,0.9523822,60.76925,1.0,1.5100434100050384
Spata2,spata2,0.9617347,58.9951,1.0,1.5100405633376877
Pcsk1,pcsk1,0.92174774,66.5763,1.0,1.5100096496064428
Inpp5f,inpp5f,0.88067406,74.3621,1.0,1.5099633459420372
Cwc27,cwc27,0.89028126,72.53649999999999,1.0,1.5099286063493293
Lim2,lim2,0.85335505,79.53954999999999,1.0,1.509921815650107
Dnah11,dnah11,0.91238415,68.34205,1.0,1.5099058665809784
Gdap1,gdap1,0.87918854,74.62585,1.0,1.5097805553444772
Ropn1l,ropn1l,0.9516718,60.8699,1.0,1.509697330378203
Pgbd5,pgbd5,0.88557035,73.40165,1.0,1.5096407116591966
Kif16b,kif16b,0.96264964,58.77525,1.0,1.5095703758824344
Ptk7,ptk7,0.9632309,58.6608,1.0,1.5095277013188935
Smim14,smim14,0.89645404,71.3151,1.0,1.5094147026112805
Tmem241,tmem241,0.9416432,62.73205,1.0,1.509291720168736
Msmo1,msmo1,0.88072526,74.27619999999999,1.0,1.509189882487699
Itfg2,itfg2,0.9228237,66.28995,1.0,1.5091744030659928
Myl7,myl7,0.9252999,65.7994,1.0,1.50896228716114
Nts,nts,0.97001386,57.318,1.0,1.5089562524811762
Slc16a9,slc16a9,0.9420437,62.62265,1.0,1.5089522609682626
Asl,asl,0.9130765,68.1128,1.0,1.5089116561803697
Snx8,snx8,0.8699079,76.2901,1.0,1.5088060734944388
Eif3a,eif3a,0.8868566,73.0746,1.0,1.508797194110796
Zhx2,zhx2,0.97182274,56.95815,1.0,1.5087860718313921
Plod1,plod1,0.9070198,69.24255,1.0,1.508718648869944
Med28,med28,0.8615679,77.8622,1.0,1.508707287508776
Kank1,kank1,0.96552324,58.1381,1.0,1.5086351809087248
Dgcr8,dgcr8,0.86252165,77.66995,1.0,1.5085920209228751
Slc16a6,slc16a6,0.93087727,64.6891,1.0,1.5084298034089043
Gla,gla,0.9499751,61.0524,1.0,1.508283072351559
Crybb1,crybb1,0.941657,62.6194,1.0,1.5081746799061648
Maml3,maml3,0.93739945,63.4264,1.0,1.508169392574266
Fech,fech,0.91820824,67.0556,1.0,1.5080601819978177
Cttnbp2nl,cttnbp2nl,0.93016464,64.7805,1.0,1.5079855248207812
Aco2,aco2,0.80485976,88.53299999999999,1.0,1.5078452161024911
Irx5,irx5,0.94621795,61.7183,1.0,1.5078088669991503
Depdc1a,depdc1,0.98549557,54.26495,1.0,1.5077718739255945
Hivep2,hivep2,0.9656782,58.018150000000006,1.0,1.5077158340541361
Mtx2,mtx2,0.92959994,64.8584,1.0,1.50768903340705
Nexmif,nexmif,0.98389244,54.557900000000004,1.0,1.5076590619411565
Alg9,alg9,0.8824974,73.78925,1.0,1.5076586522402466
Jam3,jam3,0.95703113,59.64485,1.0,1.507580081528849
Onecut3,onecut3,0.9265207,65.4286,1.0,1.5075486004057685
Lmf1,lmf1,0.9120032,68.17415,1.0,1.5074678460212931
Antxr2,antxr2,0.9578668,59.4687,1.0,1.5074008986267482
Usp28,usp28,0.95707613,59.618449999999996,1.0,1.507398718346192
Itgb1bp1,itgb1bp1,0.9006222,70.32464999999999,1.0,1.507385503427121
Garem1,mcm3,0.8780946,74.5941,1.0,1.50735186074491
Socs4,socs4,0.9073477,69.0367,1.0,1.5072602478362616
Rwdd4a,rwdd4,0.9123853,68.07815,1.0,1.5072289933061724
Ptafr,ptafr,0.9734179,56.50105,1.0,1.5072171025338554
Nek9,nek9,0.89677835,71.0346,1.0,1.5071915493962438
Mtif2,mtif2,0.95335346,60.3036,1.0,1.5071863280847546
Wdr91,wdr91,0.904037,69.64670000000001,1.0,1.5070781864842817
Snapc3,snapc3,0.92774326,65.14645,1.0,1.5070382688457786
Col13a1,col13a1,0.941194,62.594449999999995,1.0,1.5070298875532153
Gas6,gas6,0.9372022,63.3396,1.0,1.5069084041651104
Degs2,degs2,0.92648435,65.3713,1.0,1.506896904681554
Tpcn1,TPCN1,0.93330264,64.06094999999999,1.0,1.5067229127411599
Arvcf,arvcf,0.9144272,67.6369,1.0,1.5066811255471335
Fzd6,fzd6,0.96191114,58.62475,1.0,1.5066205391508105
Armc6,armc6,0.91872776,66.809,1.0,1.506557053443852
Coro1c,coro1c,0.90718925,68.99735,1.0,1.5065556763452652
Sorcs2,sorcs2,0.90844375,68.75319999999999,1.0,1.5064926173378888
Lama4,lama4,0.97663313,55.8168,1.0,1.5064615583525063
Pvalb,pvalb,0.9633604,58.333349999999996,1.0,1.506452811285863
Chpt1,chpt1,0.937152,63.3005,1.0,1.5064148050517856
Ism1,ncoa1,0.8704247,75.95295,1.0,1.5063784526552326
Nol4l,nol4l,0.96428627,58.142849999999996,1.0,1.5063016278434969
Klhl17,klhl17,0.95886636,59.1666,1.0,1.5062586520779386
Susd6,susd6,0.96622485,57.76995,1.0,1.506248701024051
Hmgn2,hmgn2,0.9821914,54.73605,1.0,1.5061922864990989
Sfrp4,sfrp4,0.93076885,64.48915,1.0,1.5061911683752305
Dscam,dscam,0.80055994,89.18119999999999,1.0,1.5061464158359739
Smarcb1,smarcb1,0.78596044,91.9481,1.0,1.5061245143493105
Ntng1,ntng1,0.9444113,61.89085,1.0,1.5060818897867696
Tdrd3,tdrd3,0.9728676,56.491299999999995,1.0,1.5060585237638917
Ephx4,ephx4,0.9030847,69.72274999999999,1.0,1.506016593732803
Syt14,syt14,0.9671485,57.55455,1.0,1.505840460570361
Kmt2e,kmt2e,0.91740936,66.9805,1.0,1.505759537716155
Lgalsl,lgalsl,0.8914019,71.88465,1.0,1.5054688696635403
Stard3nl,stard3nl,0.9196163,66.52485,1.0,1.5053832655686228
Slc2a12,slc2a12,0.9667507,57.5809,1.0,1.505342002930374
Trpm1,trpm1,0.8788843,74.24595,1.0,1.5053380354524672
Htra4,htra4,0.95786715,59.2565,1.0,1.5052473384202023
Plk3,plk3,0.9488269,60.9686,1.0,1.5052214939822988
Arhgef11,arhgef11,0.9700687,56.934,1.0,1.5051635150917888
Mcrip1,mcrip1,0.8897453,72.1649,1.0,1.5051241724881743
Hbs1l,hbs1l,0.9245636,65.55754999999999,1.0,1.5050893100364562
Strap,strap,0.85710204,78.34819999999999,1.0,1.505042139810455
F2rl1,f2rl1,0.9519811,60.33735,1.0,1.5048864880216426
Tmem233,tmem233,0.931462,64.2256,1.0,1.5048502880441288
Zfp131,znf131,0.9319472,64.1178,1.0,1.5046901609791354
Mon1a,mon1a,0.93412226,63.6972,1.0,1.5046083284299376
Odc1,odc1,0.8636304,77.04325,1.0,1.5043647105464122
Nap1l4,nap1l4,0.8601083,77.70555,1.0,1.5043065449992095
Il17rd,il17rd,0.9506433,60.53395,1.0,1.504306430570582
Sorbs2,sorbs2,0.94287074,62.00575,1.0,1.5042820091838969
Man1c1,man1c1,0.9513696,60.388999999999996,1.0,1.504233396136443
Vps33b,vps33b,0.87072843,75.67255,1.0,1.50411668802571
Clpb,clpb,0.9315833,64.1227,1.0,1.5040392191334324
St7l,st7l,0.8890982,72.18055,1.0,1.5040370645622132
Ndufa5,ndufa5,0.9059854,68.9655,1.0,1.5039143358386249
Exosc2,exosc2,0.8521097,79.1809,1.0,1.503882924886071
Trnt1,trnt1,0.92081946,66.14005,1.0,1.5037934864893092
Zfp462,znf462,0.91456354,67.3237,1.0,1.503764070511282
Slc4a1,slc4a1,0.9617452,58.35145,1.0,1.5035265076815616
Rangap1,rangap1,0.8996963,70.1188,1.0,1.5035129217683263
Gpx7,gpx7,0.89915174,70.2207,1.0,1.5034988554507493
Cyp1a1,cyp1a1,0.9641626,57.884100000000004,1.0,1.5034366970891613
Mettl16,mettl16,0.8971189,70.59985,1.0,1.5034337348907687
Sgtb,sgtb,0.88867337,72.18719999999999,1.0,1.5032865683822494
Pam,pam,0.93278706,63.80505,1.0,1.503132295733841
Gpcpd1,gpcpd1,0.8887697,72.1481,1.0,1.5030751114662428
Lrrc49,lrrc49,0.9357424,63.23765,1.0,1.5030625857318165
Ehf,ehf,0.89625525,70.71430000000001,1.0,1.5029326700487222
Hoxd8,hoxd8,0.9466055,61.14535,1.0,1.5027385573733587
Rpa3,rpa3,0.95525354,59.5041,1.0,1.5027284674148933
Ttc39b,ttc39b,0.9225741,65.7022,1.0,1.502727018658672
Hs3st1,hs3st1,0.90678805,68.69290000000001,1.0,1.5026924220373887
Trappc3l,trappc3l,0.9251175,65.19615,1.0,1.5024869412302433
Dpp4,fap,0.97821605,55.1062,1.0,1.5022955132620557
Tob2,tob2,0.8829354,73.1748,1.0,1.5022641796003013
Fbxo47,fbxo47,0.96453,57.6802,1.0,1.5020741491639873
Dhrs9,dhrs9,0.96426517,57.72355,1.0,1.5020043064392372
Lrch3,lrch3,0.96154016,58.2351,1.0,1.5019505309203884
Lrig2,lrig2,0.9142349,67.1755,1.0,1.501626764904242
Zmiz2,zmiz2,0.9119167,67.61305,1.0,1.5016050574513926
Mrc1,mrc1,0.9835458,54.02635,1.0,1.5015953649176534
Lfng,lfng,0.9280901,64.5375,1.0,1.5015241039201777
Ppp4r2,ppp4r2,0.9652092,57.490899999999996,1.0,1.501460187140182
Bloc1s6,bloc1s6,0.9228972,65.5078,1.0,1.5013756145743282
Slc39a11,slc39a11,0.9119761,67.5788,1.0,1.501371728889158
Lman2l,ubxn10,0.9112231,67.71925,1.0,1.5013476691432868
Tmem43,tmem43,0.94319224,61.6545,1.0,1.5013351980979217
Tmem87a,tmem87a,0.91665316,66.6669,1.0,1.5011198441747466
Sart3,sart3,0.91783935,66.43415,1.0,1.5010409865876038
Dnajb9,dnajb9,0.89225805,71.27835,1.0,1.500962279109776
Camsap1,camsap1,0.9183173,66.3308,1.0,1.500912075687695
Atp6ap2,atp6ap2,0.9023619,69.34155,1.0,1.5007549428489144
Mgat2,mgat2,0.93008906,64.08160000000001,1.0,1.5007448301768036
Scmh1,scmh1,0.9032562,69.16075000000001,1.0,1.5006414451287964
Cdca4,cdca4,0.9655274,57.3491,1.0,1.5006333383249904
Cry1,cry1,0.8103855,86.77305000000001,1.0,1.5006181345110223
Nfkb1,nfkb1,0.93991137,62.205749999999995,1.0,1.5006141497551182
Lpin2,lpin2,0.8936956,70.9559,1.0,1.500456787111358
Ddhd1,ddhd1,0.920293,65.8944,1.0,1.5002859771606407
Gdf6,gdf6,0.9374202,62.6446,1.0,1.500272587598524
Rbm26,rbm26,0.87140346,75.16155,1.0,1.5002288290366104
Pnpla2,pnpla2,0.92325264,65.30369999999999,1.0,1.4999880073958116
Slc35b2,slc35b2,0.9031191,69.1198,1.0,1.4999617398236575
Anapc10,anapc10,0.8743731,74.57025,1.0,1.4999440230391743
Emg1,emg1,0.89453936,70.74225,1.0,1.499912485013906
Vgll2,vgll2,0.9292055,64.1667,1.0,1.4999074704126234
Rbm39,rbm39,0.811332,86.51625,1.0,1.4998336026818206
Mrps12,mrps12,0.94855416,60.48815,1.0,1.4998188530626284
Erap1,erap1,0.93441,63.15795,1.0,1.499687954727312
Nhlrc2,nhlrc2,0.92824495,64.31585,1.0,1.4995720965770438
Ttpa,ttpa,0.9393708,62.17655,1.0,1.4992768514707278
Btd,btd,0.972055,55.948750000000004,1.0,1.4989859540014048
Zfc3h1,zfc3h1,0.9594726,58.3329,1.0,1.4989623189901753
Nsmaf,nsmaf,0.8949651,70.56715,1.0,1.498954645082823
Ddx4,ddx4,0.9707252,56.19745,1.0,1.4989502147012574
Cat,cat.3,0.8783978,73.70725,1.0,1.4989324531397092
Trabd2b,trabd2b,0.9212108,65.57910000000001,1.0,1.4988522973280682
Upp1,upp1,0.9075345,68.1672,1.0,1.49879284862034
Atxn7,mapk15,0.9676093,56.77095,1.0,1.4987726944843924
Ppa2,ppa1,0.9615832,57.9112,1.0,1.4987452021957224
Nosip,znf484,0.89719105,70.1186,1.0,1.4986870550410747
Hmgn3,hmgn3,0.96028733,58.1454,1.0,1.4986275921906516
C8b,c8b,0.97705686,54.9644,1.0,1.4986239632874006
Ip6k1,ip6k1,0.86098444,76.97059999999999,1.0,1.4985324025007
Myadml2,myadml2,0.93952894,62.07315,1.0,1.4985316416965104
Col14a1,alox15b,0.92553955,64.724,1.0,1.4985063730147195
Poll,poll,0.94767517,60.522499999999994,1.0,1.4984750836405323
Rhbdd1,rhbdd1,0.9722154,55.8658,1.0,1.4984527022832623
Polr3e,polr3e,0.9004772,69.4571,1.0,1.4982990225086503
Chm,chm,0.9783932,54.67125,1.0,1.498221043145073
Mogat1,mogat1,0.92922014,63.98865000000001,1.0,1.4981281130102024
Miga2,miga2,0.8936402,70.72835,1.0,1.4980400490475434
Dmtn,dmtn,0.94587713,60.809799999999996,1.0,1.4979296159435846
Rnpc3,rnpc3,0.9817919,53.995000000000005,1.0,1.4978999840346119
Acsf3,acsf3,0.95574766,58.9251,1.0,1.4978019383437238
Myo16,myo16,0.97124374,55.976749999999996,1.0,1.497708133491861
Mxd4,mxd4,0.9392283,62.04545,1.0,1.4976715543262362
Htr3a,htr3a,0.9371216,62.4446,1.0,1.497667255089834
