human gene name,pig gene name,correlation,identical_scores,orthology confidence,combo_score
DPYSL2,DPYSL2,0.966552,99.1137,1.0,1.9284709896238061
ATP2B3,ATP2B3,0.9989089,95.161,1.0,1.9284375697370089
SLC12A2,SLC12A2,0.995877,95.52775,1.0,1.928388528897584
CHSY3,CHSY3,0.9981607,95.2381,1.0,1.928232543828843
LRRTM1,LRRTM1,0.9747942,98.0843,1.0,1.9281381181194757
MED12L,MED12L,0.9868425,96.60835,1.0,1.9280661391103413
SP3,SP3,0.9845517,96.88415,1.0,1.9280103219703668
FAM76A,FAM76A,0.9656847,99.1846,1.0,1.9279674676772793
ATP5MC3,ATP5MC3,0.9966034,95.40755,1.0,1.9279349622884365
GAL3ST3,GAL3ST3,0.9969601,95.3596,1.0,1.9278716189551885
GCLM,GCLM,0.99780214,95.2555,1.0,1.927852948188867
EGLN3,EGLN3,0.96576136,99.1632,1.0,1.9277941789278799
NEO1,NEO1,0.9963843,95.42054999999999,1.0,1.9277370830135672
BCLAF1,BCLAF1,0.9948097,95.60534999999999,1.0,1.9276300190278612
NYAP1,NYAP1,0.9982743,95.1815,1.0,1.927617568208039
FNTB,FNTB,0.9925183,95.881,1.0,1.9275709888714774
C14orf132,C14orf132,0.9883696,96.3855,1.0,1.927542132784101
NATD1,NATD1,0.98774725,96.4602,1.0,1.9275236932552493
OGDH,OGDH,0.98334205,96.99065,1.0,1.9274176179881133
CBLN2,CBLN2,0.9988986,95.0893,1.0,1.9273875767488926
LSM14A,LSM14A,0.97989386,97.4082,1.0,1.9273682336510332
HIF1A,HIF1A,0.99835926,95.15164999999999,1.0,1.9273372520290675
NIPBL,NIPBL,0.9755856,97.9315,1.0,1.9273295867157108
ELMO1,ELMO1,0.9713774,98.44460000000001,1.0,1.9273199550355677
PABPC5,PABPC5,0.986507,96.5969,1.0,1.9273118567260106
POMGNT1,POMGNT1,0.9880091,96.41220000000001,1.0,1.9272929725831827
ANKRD29,ANKRD29,0.98582655,96.6777,1.0,1.9272791218876955
LRRN2,LRRN2,0.9982703,95.15795,1.0,1.9272716120197313
MYO1D,MYO1D,0.9789338,97.5149,1.0,1.9272169542366067
MYO1B,MYO1B,0.97226053,98.3275,1.0,1.9271863881569042
EIF3E,EIF3E,0.9936316,95.7169,1.0,1.9271654293015215
GPR63,GPR63,0.9976254,95.2267,1.0,1.9271279191729629
RCAN2,RCAN2,0.9955927,95.4733,1.0,1.9271053590264373
KCNA3,KCNA3,0.99712235,95.28275,1.0,1.9270506897759714
NKIRAS2,NKIRAS2,0.958431,100.0,1.0,1.9269573447184678
CHIC1,CHIC1,0.9712534,98.4345,1.0,1.9269567211808876
COL8A2,COL8A2,0.9967581,95.31989999999999,1.0,1.9269453353443855
RBM15,RBM15,0.9983165,95.1288,1.0,1.9269332662383714
RAB13,RAB13,0.970492,98.5222,1.0,1.9268810555412936
GUCY1A2,GUCY1A2,0.99680007,95.2969,1.0,1.9266880670119204
ABCF1,ABCF1,0.98058015,97.27505,1.0,1.926657816731267
ERG,ERG,0.9972057,95.24459999999999,1.0,1.926648092416129
CHMP2B,CHMP2B,0.9931973,95.7338,1.0,1.9266455575316115
IRF2BP2,IRF2BP2,0.99791884,95.149,1.0,1.92652526646553
FBXO11,FBXO11,0.9725261,98.24825,1.0,1.9265124586513442
CFAP20,CFAP20,0.9623693,99.4819,1.0,1.926420784962002
CABP1,CABP1,0.99585265,95.39365,1.0,1.9264157980702519
KCTD1,KCTD1,0.9661384,99.0179,1.0,1.9263655283256935
PDCD10,PDCD10,0.96194786,99.5283,1.0,1.9263480684595047
PRPF31,PRPF31,0.98437464,96.78895,1.0,1.926329112261297
EPHA2,EPHA2,0.9987586,95.0282,1.0,1.9262622457954843
DYNC1I1,DYNC1I1,0.9726773,98.21074999999999,1.0,1.9262384329442366
CNPY2,CNPY2,0.9670049,98.9011,1.0,1.9262070589862024
ANAPC15,ANAPC15,0.98442864,96.77355,1.0,1.9262023594507367
GRIA2,GRIA2,0.9672594,98.8675,1.0,1.9261706664277063
KCNAB2,KCNAB2,0.96979433,98.5542,1.0,1.9261157420397401
CHD8,CHD8,0.96936274,98.60575,1.0,1.9260993093092833
DNALI1,DNALI1,0.99786913,95.11755,1.0,1.9259852992063107
HNRNPLL,HNRNPLL,0.9946753,95.5025,1.0,1.9259136681652946
C1QL2,C1QL2,0.9949159,95.4704,1.0,1.9258744401498271
GPR3,GPR3,0.9975114,95.1515,1.0,1.9258453469472225
RASGEF1C,RASGEF1C,0.9876655,96.3519,1.0,1.9258214163888523
FOXJ1,FOXJ1,0.99863017,95.0119,1.0,1.9258019987048223
PLN,PLN,0.989245,96.1538,1.0,1.9257456784765838
ARL14EP,ARL14EP,0.9766391,97.6923,1.0,1.925738127102472
ELAVL3,ELAVL3,0.96553504,99.0452,1.0,1.9256982820888033
MAPK8IP1,MAPK8IP1,0.9991591,94.9367,1.0,1.9256490971700513
PSPC1,PSPC1,0.9796225,97.31835000000001,1.0,1.925598328946469
HS3ST4,HS3ST4,0.99717367,95.1754,1.0,1.9255958979851004
DENND11,DENND11,0.9891093,96.15815,1.0,1.9255698490888924
JKAMP,JKAMP,0.98816,96.27305000000001,1.0,1.9255554888283746
SMG1,SMG1,0.9670255,98.85249999999999,1.0,1.9255438109424186
BTF3,BTF3,0.96952087,98.5437,1.0,1.9254841403056022
CSRP2,CSRP2,0.9724011,98.19185,1.0,1.9254811253598278
ADGRB3,ADGRB3,0.9715793,98.2917,1.0,1.9254741938134032
SCAF8,SCAF8,0.9922401,95.7691,1.0,1.9254717256758531
RHO,RHO,0.9975732,95.1149,1.0,1.9254271921647557
MARCHF3,MARCHF3,0.97049534,98.419,1.0,1.9254016858572611
ORAI1,ORAI1,0.99677116,95.20895,1.0,1.925371507555746
GPS2,GPS2,0.972529,98.1651,1.0,1.9253208723273803
RLF,RLF,0.99919343,94.90729999999999,1.0,1.9252862970497366
B3GALT2,B3GALT2,0.99629086,95.2607,1.0,1.925272366490442
RGS2,RGS2,0.99812806,95.036,1.0,1.9252666015390894
SOX4,SOX4,0.99792784,95.05879999999999,1.0,1.9252429357473424
ACTBL2,ACTBL2,0.9949807,95.41415,1.0,1.92517875683478
AMBRA1,AMBRA1,0.98011273,97.22445,1.0,1.9251083014625203
SLC4A10,SLC4A10,0.9947459,95.4353,1.0,1.9250705851450767
RS1,RS1,0.9938705,95.5357,1.0,1.9249773903545309
MYO1C,MYO1C,0.9773079,97.5541,1.0,1.9249243002801668
DLX1,DLX1,0.9636609,99.2157,1.0,1.92485910307099
BMPR1B,BMPR1B,0.9945318,95.4382,1.0,1.924736133579205
PTPRD,PTPRD,0.97037697,98.38714999999999,1.0,1.9247353216824994
GRM4,GRM4,0.9746583,97.86070000000001,1.0,1.9246813165119308
RPS6KA6,RPS6KA6,0.99507165,95.36605,1.0,1.9246463143331147
RELN,RELN,0.9888934,96.11675,1.0,1.9245946761207842
MCM3,MCM3,0.9823951,96.9059,1.0,1.9245340552080994
MAF,MAF,0.9992578,94.8456,1.0,1.9245114226471378
PPP3CA,PPP3CA,0.9632932,99.2341,1.0,1.9244778396881084
FKBP9,FKBP9,0.98421043,96.67949999999999,1.0,1.9244653970803522
EFNA2,EFNA2,0.9970625,95.10955,1.0,1.924452861997267
SAP18,SAP18,0.97128534,98.2558,1.0,1.9244410193844728
MYH4,MYH4,0.99841243,94.9433,1.0,1.9244321345817297
C1QTNF2,C1QTNF2,0.99145895,95.7895,1.0,1.9243927868837627
C16orf87,C16orf87,0.9782179,97.4026,1.0,1.9243428663466846
SGK3,SGK3,0.97341955,97.9839,1.0,1.924277825690237
LRFN2,LRFN2,0.9983774,94.93684999999999,1.0,1.9242777571534
CYB561D2,CYB561D2,0.99747604,95.045,1.0,1.9242504857093676
SLIT1,SLIT1,0.9931539,95.5671,1.0,1.924170180479995
ACVR1B,ACVR1B,0.98609716,96.4264,1.0,1.9241379312615932
PRR7,PRR7,0.995894,95.22575,1.0,1.9240720621821468
HAPLN4,HAPLN4,0.9975194,95.0249,1.0,1.9240373960463546
LIN54,LIN54,0.9824826,96.8604,1.0,1.924032969621427
CSTF1,CSTF1,0.9586195,99.768,1.0,1.9239496439578718
GPR4,GPR4,0.9984924,94.89670000000001,1.0,1.9239019872569383
SHC1,SHC1,0.98404396,96.65815,1.0,1.9238656323729375
SMARCA5,SMARCA5,0.99726266,95.0419,1.0,1.9238309481681677
ASCL1,ASCL1,0.994952,95.3209,1.0,1.9237862895901183
NOS3,NOS3,0.99265224,95.59809999999999,1.0,1.9237348777167296
NOL10,NOL10,0.99074954,95.82675,1.0,1.9236824026030828
SLIT2,SLIT2,0.97529733,97.7109,1.0,1.923648236434631
MBOAT7,MBOAT7,0.9894965,95.9746,1.0,1.9236085622537535
A1CF,A1CF,0.99322987,95.5178,1.0,1.923594146911256
MAPK1IP1L,MAPK1IP1L,0.9966311,95.102,1.0,1.9235862051376373
PIAS4,PIAS4,0.99725884,95.01545,1.0,1.9234435719046319
KLHL29,KLHL29,0.9907486,95.80955,1.0,1.9234332112463877
CIAO1,CIAO1,0.99747825,94.9853,1.0,1.92339517574798
SERTM1,SERTM1,0.99465656,95.3271,1.0,1.9233564113292023
API5,API5,0.99332803,95.4836,1.0,1.9232744194878018
CACNA1G,CACNA1G,0.9989863,94.7878,1.0,1.9232025305488087
RHOC,RHOC,0.9745333,97.7723,1.0,1.923189444217078
GOLPH3L,GOLPH3L,0.9878936,96.1404,1.0,1.9231783282561188
PRKAR1A,PRKAR1A,0.97239286,98.0291,1.0,1.9231243745455355
BEND3,BEND3,0.9976839,94.94030000000001,1.0,1.9231088834766337
CLASP1,CLASP1,0.98026013,97.0672,1.0,1.9231041756016025
EPHA8,EPHA8,0.975396,97.66055,1.0,1.9230969768367872
DRP2,DRP2,0.9938927,95.4023,1.0,1.923096525258123
CPS1,CPS1,0.99298,95.511,1.0,1.9230572441954032
RNF150,RNF150,0.98136145,96.92945,1.0,1.9230567914619128
SNRPD1,SNRPD1,0.9561727,100.0,1.0,1.9229893617010063
CHD2,CHD2,0.96692276,98.6871,1.0,1.9229828789685208
FNDC4,FNDC4,0.998448,94.83465,1.0,1.9229309595982835
KPNB1,KPNB1,0.9625978,99.2009,1.0,1.922778166507952
BHLHE40,BHLHE40,0.99774146,94.9029,1.0,1.9226717652576104
SIN3B,SIN3B,0.98908716,95.9589,1.0,1.9226633727511668
GRAMD1A,GRAMD1A,0.9871535,96.1942,1.0,1.9226522046238679
PRDM5,PRDM5,0.97804147,97.3016,1.0,1.9225792908950825
LRATD2,LRATD2,0.9979797,94.8563,1.0,1.9224197088295878
OSBPL11,OSBPL11,0.9960936,95.084,1.0,1.922382728766272
NKAIN2,NKAIN2,0.959744,99.5192,1.0,1.9223447743569742
RICTOR,RICTOR,0.98699135,96.1905,1.0,1.9223140464872643
RC3H2,RC3H2,0.9739654,97.77595,1.0,1.92224413644705
FKBP14,FKBP14,0.9751407,97.6303,1.0,1.9222130445120813
SLC25A4,SLC25A4,0.9859529,96.3087,1.0,1.922190536843234
COCH,COCH,0.9876994,96.09455,1.0,1.9221772399234154
MAPKAPK2,MAPKAPK2,0.99494314,95.20865,1.0,1.9221552375093072
MMP24,MMP24,0.9978752,94.84955,1.0,1.922138950446329
FGFR1OP2,FGFR1OP2,0.9686377,98.419,1.0,1.922137689057652
KLHL13,KLHL13,0.9907236,95.719,1.0,1.9220861031257575
SIKE1,SIKE1,0.9869182,96.18105,1.0,1.9220495141567713
HOXB3,HOXB3,0.9793771,97.09655000000001,1.0,1.921975033888694
NABP2,NABP2,0.9866434,96.2085,1.0,1.9219617284279464
C1QTNF3,C1QTNF3,0.98895216,95.9248,1.0,1.9219354069137489
DNAJC6,DNAJC6,0.99222726,95.52260000000001,1.0,1.921901575433396
SMIM43,SMIM43,0.9945331,95.2381,1.0,1.9218586098102701
NXT1,NXT1,0.9964334,95.0,1.0,1.9217708650401701
COLEC12,COLEC12,0.99632263,95.0135,1.0,1.9217705246887253
PPFIA2,PPFIA2,0.98044264,96.94935,1.0,1.9217287789893227
PCBP1,PCBP1,0.9945329,95.2247,1.0,1.9216654076893465
RRS1,RRS1,0.99578446,95.0685,1.0,1.9216164756842424
MMADHC,MMADHC,0.9940775,95.2703,1.0,1.9215215077373275
MED13L,MED13L,0.977712,97.267,1.0,1.921502432435828
PHKA1,PHKA1,0.9981095,94.77574999999999,1.0,1.9214885130239132
FLNB,FLNB,0.978279,97.19534999999999,1.0,1.92146751346402
CENPB,CENPB,0.99808097,94.77495,1.0,1.9214268704448632
CCND3,CCND3,0.9720757,97.9452,1.0,1.9213596276714668
SNRNP70,SNRNP70,0.9758603,97.4828,1.0,1.9213546325142938
SMAP2,SMAP2,0.98955196,95.8042,1.0,1.9212536389627064
RBM4,RBM4,0.9715143,97.9919,1.0,1.9210453097108675
ESD,ESD,0.9840672,96.4539,1.0,1.9209669324884964
ARF6,ARF6,0.9550165,100.0,1.0,1.9209578415465587
MAP3K1,MAP3K1,0.99838316,94.70215,1.0,1.9209101121031857
MAGI2,MAGI2,0.9861577,96.19239999999999,1.0,1.920876612598652
CADM1,CADM1,0.98214376,96.68119999999999,1.0,1.9208585868288193
NRP2,NRP2,0.99323773,95.32310000000001,1.0,1.9208058654546205
SGTB,SGTB,0.979256,97.02415,1.0,1.9207202836544108
S1PR1,S1PR1,0.9934711,95.288,1.0,1.920710758317626
NR2C2,NR2C2,0.9722735,97.8729,1.0,1.9206666450917766
DYNLRB2,DYNLRB2,0.9803317,96.875,1.0,1.920463816453997
ABCG1,ABCG1,0.993015,95.32485,1.0,1.9204396997854127
RNF2,RNF2,0.99264365,95.3675,1.0,1.9204010253236916
ANKRD13B,ANKRD13B,0.9710106,98.0085,1.0,1.9203991799806754
PARD6A,PARD6A,0.9904042,95.64035000000001,1.0,1.9203929776032216
ATRN,ATRN,0.99699736,94.83505,1.0,1.92038784555495
RAE1,RAE1,0.9591428,99.4565,1.0,1.9203860574365934
CNR1,CNR1,0.97197074,97.8814,1.0,1.920257006345786
REPS1,REPS1,0.9798046,96.9202,1.0,1.9201881781046253
CTNNBL1,CTNNBL1,0.9957623,94.96785,1.0,1.9201290000092186
MID1IP1,MID1IP1,0.99714017,94.7952,1.0,1.9200652572278138
SPATA24,SPATA24,0.990466,95.6098,1.0,1.9200618934760727
NKX2-4,NKX2-4,0.9982899,94.64865,1.0,1.9199762844459092
MAGI1,MAGI1,0.9956668,94.96109999999999,1.0,1.9198640552234254
RNF152,RNF152,0.97856593,97.0443,1.0,1.9197977805077113
RRAS,RRAS,0.9956718,94.9541,1.0,1.9197720976483712
GFOD1,GFOD1,0.97113216,97.9487,1.0,1.9197521367079637
DNTTIP1,DNTTIP1,0.97175765,97.8723,1.0,1.9197516272907125
EDNRA,EDNRA,0.99461216,95.082,1.0,1.9197509566530273
PLXNA4,PLXNA4,0.9701079,98.07239999999999,1.0,1.919732714977136
RFC3,RFC3,0.97038335,98.0337,1.0,1.9196597345557511
SNRK,SNRK,0.9949093,95.03935,1.0,1.9196592392183107
ACO1,ACO1,0.99481666,95.0506,1.0,1.9196583728317558
CNGA2,CNGA2,0.99807334,94.64965000000001,1.0,1.919610165993407
MYH9,MYH9,0.9861783,96.09705,1.0,1.9195405458546824
HSPA6,HSPA6,0.99750924,94.7123,1.0,1.9195206538630432
RASGEF1A,RASGEF1A,0.9921477,95.36099999999999,1.0,1.9194360612649501
GPR26,GPR26,0.98942333,95.69115,1.0,1.9194006295658685
KIRREL3,KIRREL3,0.9932213,95.22219999999999,1.0,1.9193248598090187
SESN2,SESN2,0.9979422,94.6457,1.0,1.9193228965244415
NUS1,NUS1,0.9960006,94.8805,1.0,1.9192905813681178
NOC3L,NOC3L,0.9986319,94.55915,1.0,1.9192891311246565
DLG1,DLG1,0.99201906,95.36580000000001,1.0,1.9192791130956723
PKIG,PKIG,0.9971472,94.7368,1.0,1.9192371257234127
IRX1,IRX1,0.9984632,94.57245,1.0,1.9191841255487525
BRAF,BRAF,0.98902345,95.72489999999999,1.0,1.9191837385898773
ISM1,ISM1,0.99634075,94.8276,1.0,1.9191269189591182
CHD4,CHD4,0.96254104,98.954,1.0,1.919125089172319
NFIC,NFIC,0.9995359,94.4367,1.0,1.91911523785683
DRD1,DRD1,0.99800456,94.6188,1.0,1.9190453265845366
RHOU,RHOU,0.9951971,94.9612,1.0,1.9190402003267315
LSM3,LSM3,0.99720883,94.70585,1.0,1.918899986157437
DRGX,DRGX,0.99744385,94.6768,1.0,1.9188948488352964
RASL11B,RASL11B,0.99674493,94.7581,1.0,1.9188368569027758
RAC1,RAC1,0.98890734,95.71430000000001,1.0,1.9188271720670491
MCHR1,MCHR1,0.9746605,97.4504,1.0,1.9187802085245786
ATXN1L,ATXN1L,0.9983769,94.55345,1.0,1.918759045686488
SLITRK3,SLITRK3,0.9750694,97.3913,1.0,1.9186481149976582
GFPT1,GFPT1,0.974123,97.50659999999999,1.0,1.9186446069671983
PAX5,PAX5,0.9971316,94.69555,1.0,1.9186160519288173
RPL28,RPL28,0.9716059,97.8102,1.0,1.9185912589634249
MITF,MITF,0.97241265,97.70875000000001,1.0,1.918548719710587
KCNJ14,KCNJ14,0.996945,94.71315,1.0,1.9185414797931934
FOXO1,FOXO1,0.99777585,94.61165,1.0,1.9185405662480437
APPL1,APPL1,0.9750131,97.3889,1.0,1.918514651734927
PTN,PTN,0.9926268,95.2381,1.0,1.9185091141603627
SOX6,SOX6,0.9726751,97.6739,1.0,1.918508306025035
PI4KB,PI4KB,0.9806179,96.7028,1.0,1.918488413341709
NFIA,NFIA,0.9861904,96.02170000000001,1.0,1.918477380923524
BHLHE41,BHLHE41,0.98758245,95.8506,1.0,1.9184608607014342
PANK3,PANK3,0.9580125,99.4595,1.0,1.9184432208330824
NFKBIL1,NFKBIL1,0.99554235,94.87535,1.0,1.9184112877012984
RPLP2,RPLP2,0.98573065,96.07169999999999,1.0,1.918389161845689
DNAJB9,DNAJB9,0.99757904,94.6188,1.0,1.9182976596963508
KDELR2,KDELR2,0.96506065,98.5849,1.0,1.918240181640266
ABCC8,ABCC8,0.98011965,96.7415,1.0,1.9181699193724948
SNAP25,SNAP25,0.98916996,95.6311,1.0,1.918091211432429
FILIP1,FILIP1,0.994762,94.93635,1.0,1.9179180634227984
SCAF4,SCAF4,0.99857897,94.46625,1.0,1.9178591273068333
LOXL3,LOXL3,0.9913129,95.3519,1.0,1.9178382964675993
NPTX2,NPTX2,0.9988081,94.4316,1.0,1.9177630465381008
RECK,RECK,0.9961993,94.7477,1.0,1.917728473594992
CDC20,CDC20,0.9963852,94.72205,1.0,1.9176859614411197
C12orf57,C12orf57,0.9725845,97.619,1.0,1.9175590035829468
MIF,MIF,0.9958132,94.7826,1.0,1.9175523456142198
KIDINS220,KIDINS220,0.99306786,95.11435,1.0,1.9175030951832093
RANBP6,RANBP6,0.9767245,97.1041,1.0,1.917422898016689
ASH1L,ASH1L,0.9923769,95.19125,1.0,1.9173957653861553
GAR1,GAR1,0.99689716,94.63905,1.0,1.9173909861077303
GJA4,GJA4,0.9947837,94.8949,1.0,1.9173596498355963
PIM3,PIM3,0.9968575,94.64035000000001,1.0,1.917340010251908
RTP1,RTP1,0.99655205,94.6768,1.0,1.917327897033068
SLC35E1,SLC35E1,0.9828357,96.35095000000001,1.0,1.9173214649104562
ATP6V1F,ATP6V1F,0.973575,97.479,1.0,1.9172845196977888
MMUT,MMUT,0.99549156,94.8,1.0,1.9172376208651818
SP1,SP1,0.9783584,96.881,1.0,1.917082948419413
CNNM1,CNNM1,0.9988109,94.3833,1.0,1.9170728402658184
GPC4,GPC4,0.9969982,94.6043,1.0,1.9170684035213452
GRM2,GRM2,0.9687607,98.0505,1.0,1.9170504137627278
SNX12,SNX12,0.997812,94.5026,1.0,1.9170346536255587
PAPSS2,PAPSS2,0.993053,95.07675,1.0,1.916935851847807
SH3BP5L,SH3BP5L,0.99686277,94.61155,1.0,1.9169347848887548
NAA60,NAA60,0.97640866,97.1074,1.0,1.9169154392543393
CRY2,CRY2,0.99522173,94.80914999999999,1.0,1.9168951970137575
DMC1,DMC1,0.9599283,99.1176,1.0,1.91688883719988
HNF1B,HNF1B,0.9972275,94.56205,1.0,1.9168632434406054
CXCR4,CXCR4,0.9979917,94.4683,1.0,1.9168567582107596
OARD1,OARD1,0.9903549,95.3947,1.0,1.9167709977876397
MED19,MED19,0.986193,95.9016,1.0,1.9167534888492297
KLF5,KLF5,0.9920145,95.186,1.0,1.9166834473479621
PPP3R1,PPP3R1,0.9963772,94.65270000000001,1.0,1.9166738305387467
GBX2,GBX2,0.9642133,98.5632,1.0,1.916439028427218
OTUB1,OTUB1,0.9524149,100.0,1.0,1.916386657639094
NTNG2,NTNG2,0.99335647,94.99539999999999,1.0,1.9162982922861482
CAPSL,CAPSL,0.98984706,95.42224999999999,1.0,1.9162751844928172
MXI1,MXI1,0.9774693,96.93285,1.0,1.9162669578002673
CHURC1,CHURC1,0.97426325,97.3214,1.0,1.916225666045901
CALM2,CALM2,0.9523069,100.0,1.0,1.9161968944695036
CACNA2D3,CACNA2D3,0.96617615,98.3051,1.0,1.9161733512824206
BCL7A,BCL7A,0.9951415,94.7619,1.0,1.916074212955568
KHSRP,KHSRP,0.97584593,97.11744999999999,1.0,1.9160713233181896
DKK2,DKK2,0.9775138,96.9112,1.0,1.9160335638349595
KLHDC8B,KLHDC8B,0.9892126,95.4802,1.0,1.915994403505483
FRMD6,FRMD6,0.97993314,96.606,1.0,1.9158921140787597
NDUFS1,NDUFS1,0.9896898,95.41415,1.0,1.9158822942978775
NCALD,NCALD,0.9521264,100.0,1.0,1.915879743986994
FBRS,FBRS,0.96630555,98.26715,1.0,1.9158545451983835
ALDH6A1,ALDH6A1,0.986575,95.79050000000001,1.0,1.9158257543561292
GRB14,GRB14,0.9672285,98.1481,1.0,1.915762880607659
SERPINH1,SERPINH1,0.9755461,97.1292,1.0,1.9157136062692337
KCNF1,KCNF1,0.993495,94.9365,1.0,1.9156940190894605
DPH3,DPH3,0.99196666,95.1219,1.0,1.9156768721010413
EVA1B,EVA1B,0.9963431,94.58175,1.0,1.9155928132535558
LYN,LYN,0.97913086,96.6797,1.0,1.9155431337513833
NELL2,NELL2,0.9715141,97.60885,1.0,1.91553216250922
MYL9,MYL9,0.9753087,97.13925,1.0,1.9154411167401477
SLC2A13,SLC2A13,0.9752154,97.1473,1.0,1.9153930367894447
HSF2,HSF2,0.97553897,97.1056,1.0,1.9153614308709477
GCC1,GCC1,0.99726975,94.4516,1.0,1.9153479003416736
COPG2,COPG2,0.9974907,94.41714999999999,1.0,1.9152403251386816
RALB,RALB,0.96361035,98.5437,1.0,1.9150989642951668
SLC35F3,SLC35F3,0.9967951,94.4898,1.0,1.9150636772172205
GINS1,GINS1,0.99761987,94.3878,1.0,1.915044884786522
CDYL2,CDYL2,0.99696636,94.4664,1.0,1.9150278232601425
CERS6,CERS6,0.9873937,95.62875,1.0,1.9149363838621816
ADRM1,ADRM1,0.99270743,94.97505,1.0,1.9148650118971318
EOMES,EOMES,0.9890982,95.41544999999999,1.0,1.9148615232214654
CCT8,CCT8,0.98575294,95.81945,1.0,1.9147979842431782
PLCB4,PLCB4,0.9972114,94.4202,1.0,1.91479347162108
KCNK9,KCNK9,0.9930712,94.9198,1.0,1.9147090305630907
OVOL1,OVOL1,0.98823774,95.5056,1.0,1.914647062603207
NEK6,NEK6,0.98020315,96.4856,1.0,1.9146337615733475
CCND2,CCND2,0.99538356,94.6277,1.0,1.9145681429995038
KIF21A,KIF21A,0.9834744,96.08160000000001,1.0,1.9145672600684742
HNRNPDL,HNRNPDL,0.96698093,98.0952,1.0,1.9145665551428108
NPY2R,NPY2R,0.99526393,94.64195,1.0,1.9145630289227777
ADAM11,ADAM11,0.9916689,95.07915,1.0,1.914538436689446
NALF2,NALF2,0.99829215,94.26795000000001,1.0,1.9145012628899625
SNTG1,SNTG1,0.987775,95.5513,1.0,1.9144917049683068
CLRN2,CLRN2,0.9972226,94.3966,1.0,1.9144735032496327
BRD4,BRD4,0.977963,96.74745,1.0,1.9144661736240112
SH3GL2,SH3GL2,0.9851269,95.8648,1.0,1.9143506605222431
GALNT2,GALNT2,0.9940652,94.77335,1.0,1.9143478690174205
MYH13,MYH13,0.9962207,94.50695,1.0,1.9143012384077218
SEC22A,SEC22A,0.9778959,96.7427,1.0,1.9142799132112636
RBM17,RBM17,0.96140313,98.7531,1.0,1.9142343843317362
PIP4K2C,PIP4K2C,0.9745171,97.1496,1.0,1.9141991785735972
KIF21B,KIF21B,0.99249125,94.95400000000001,1.0,1.9141822209728705
H2BC1,H2BC1,0.996301,94.4882,1.0,1.914172483766178
RALGAPA1,RALGAPA1,0.9935389,94.82509999999999,1.0,1.9141679028984022
GALNT16,GALNT16,0.9973864,94.34985,1.0,1.9140884920233252
KLHDC10,KLHDC10,0.9566281,99.3233,1.0,1.914050568996607
PCIF1,PCIF1,0.96667534,98.08109999999999,1.0,1.9138266882278443
GIGYF1,GIGYF1,0.9985287,94.19205,1.0,1.913824555994819
CAPNS1,CAPNS1,0.9840539,95.9527,1.0,1.9137303713658238
BMI1,BMI1,0.95341307,99.6933,1.0,1.9137265300826058
PLEKHH3,PLEKHH3,0.9860616,95.70224999999999,1.0,1.9136535962538832
IMMP2L,IMMP2L,0.9920376,94.9708,1.0,1.913626910784023
CDO1,CDO1,0.9898309,95.2387,1.0,1.9136051673605858
INTS9,INTS9,0.97003156,97.6346,1.0,1.9132978312899074
GRIA4,GRIA4,0.99183774,94.97045,1.0,1.9132707063509486
ISCA1,ISCA1,0.95698,99.2248,1.0,1.9132512840378784
FLRT2,FLRT2,0.99033517,95.1515,1.0,1.9132362344425078
CPLX4,CPLX4,0.99155915,95.0,1.0,1.9132064842126177
CCDC102A,CCDC102A,0.9981381,94.19265,1.0,1.9131468809711134
PRKD3,PRKD3,0.96848416,97.81025,1.0,1.9131068741386095
KLHL31,KLHL31,0.9944696,94.6372,1.0,1.9130989771227975
NR3C2,NR3C2,0.99539924,94.51785,1.0,1.9130147497530328
NRTN,NRTN,0.99622995,94.4162,1.0,1.913011431442011
PCMTD1,PCMTD1,0.95852125,99.01845,1.0,1.9129896056245825
LRRC20,LRRC20,0.9905023,95.1087,1.0,1.9129139220304867
DIS3,DIS3,0.9965965,94.3633,1.0,1.9128941555855776
GPC3,GPC3,0.98927444,95.2546,1.0,1.9128562605172186
ADRA2A,ADRA2A,0.99794066,94.1936,1.0,1.9128136380357017
HECTD4,HECTD4,0.9708787,97.49745,1.0,1.9128124711227663
EDEM3,EDEM3,0.9925504,94.85095000000001,1.0,1.9128030719403681
GRXCR1,GRXCR1,0.99834156,94.1379,1.0,1.9127164202468045
MSC,MSC,0.99643296,94.36315,1.0,1.9126046461723814
PALS1,PALS1,0.96115637,98.6667,1.0,1.912557355321543
NSMF,NSMF,0.9949631,94.53895,1.0,1.9125520907251616
CSRNP3,CSRNP3,0.98796076,95.3928,1.0,1.9125369903691034
IFFO1,IFFO1,0.9918034,94.9212,1.0,1.9125015703814627
DEDD,DEDD,0.99773276,94.1851,1.0,1.912326013261479
GAS1,GAS1,0.99743223,94.22045,1.0,1.9123067137810141
CDKN2C,CDKN2C,0.9939648,94.6429,1.0,1.91229404352157
GRID2,GRID2,0.9582101,99.00605,1.0,1.912264435555067
MAFK,MAFK,0.99731416,94.2308,1.0,1.9122482125368174
PITX2,PITX2,0.96013135,98.7702,1.0,1.9122458829744071
SLC30A4,SLC30A4,0.9920555,94.8718,1.0,1.9122335697307453
PAK2,PAK2,0.9750329,96.9466,1.0,1.9121839291126166
LSM11,LSM11,0.99683744,94.2834,1.0,1.9121675948364483
BCL2L2,BCL2L2,0.95850104,98.9637,1.0,1.9121661418619196
