gorilla gene name,rhesus_macaque gene name,correlation,identical_scores,orthology confidence,combo_score
LRRK2,LRRK2,0.9979317,96.6363,1.0,1.952100841765756
ITGA6,ITGA6,0.99903774,96.4728,1.0,1.9520728468698807
VRK1,VRK1,0.99564433,96.9676,1.0,1.952069496816824
VGLL1,VGLL1,0.9987677,96.5116,1.0,1.9520650660014227
PPP1R27,PPP1R27,0.9971107,96.7533,1.0,1.9520645991867733
CPN1,CPN1,0.9980204,96.61955,1.0,1.9520510614612592
SLC6A6,SLC6A6,0.99878293,96.50795,1.0,1.952046405340534
NEU2,NEU2,0.997362,96.715,1.0,1.9520431904080955
PSMD11,PSMD11,0.99899864,96.47575,1.0,1.9520368591089796
PMPCA,PMPCA,0.9904953,97.7143,1.0,1.952010964929065
CELSR2,CELSR2,0.9923186,97.44795,1.0,1.9520063502567235
MFAP2,MFAP2,0.99729645,96.7213,1.0,1.9520005553809279
INKA1,INKA1,0.9976578,96.66825,1.0,1.951996197426698
UNC5A,UNC5A,0.998088,96.6038,1.0,1.9519741260299956
RELB,RELB,0.99916834,96.44585000000001,1.0,1.95196965980394
LLPH,LLPH,0.9960513,96.8992,1.0,1.951951530927142
WDR36,WDR36,0.9947648,97.08680000000001,1.0,1.9519504284248594
GNL3,GNL3,0.9985131,96.5392,1.0,1.9519403728507552
CASC3,CASC3,0.9986169,96.5228,1.0,1.9519239499983105
TCEAL5,TCEAL5,0.9980745,96.6019,1.0,1.9519235655122054
ZNF502,ZNF502,0.9974479,96.6912,1.0,1.9518959539483811
ITGA8,ITGA8,0.9979755,96.6134,1.0,1.9518851125471988
C16orf87,C20H16orf87,0.9747617,100.0,1.0,1.9518850447389138
FGF21,FGF21,0.9977027,96.6507,1.0,1.9518524707422806
APP,APP,0.99804056,96.6001,1.0,1.9518353481514343
FAM184A,FAM184A,0.98703766,98.20425,1.0,1.951821804819545
IFT20,IFT20,0.9834029,98.7342,1.0,1.9518176711916362
SSC4D,SSC4D,0.9985676,96.5217,1.0,1.9518155993687767
LHCGR,LHCGR,0.99764526,96.65525,1.0,1.9518024289582194
PRDM14,PRDM14,0.9987257,96.4974,1.0,1.9517994600039918
UNG,UNG,0.99223566,97.4441,1.0,1.9517979409807178
KERA,KERA,0.99928296,96.41550000000001,1.0,1.9517915850302017
RGS1,RGS1,0.9943785,97.1292,1.0,1.9517680677355438
PAMR1,PAMR1,0.9910592,97.6111,1.0,1.9517374313269609
MTHFD1L,MTHFD1L,0.99224067,97.4385,1.0,1.9517343189364427
DCP1A,DCP1A,0.99352264,97.2509,1.0,1.9517267861836096
SLTM,SLTM,0.9776663,99.56354999999999,1.0,1.9517190360848322
DHRS13,DHRS13,0.9910064,97.6127,1.0,1.9516576883653247
KLHL21,KLHL21,0.9780867,99.4975,1.0,1.9516573771927543
MIGA1,MIGA1,0.9970448,96.72909999999999,1.0,1.9516227693076127
ZNF830,ZNF830,0.9967261,96.7742,1.0,1.951604549760532
LRRC2,LRRC2,0.9985974,96.496,1.0,1.9515365966809095
ATG9B,ATG9B,0.99871445,96.477,1.0,1.951511458622654
TIGD6,TIGD6,0.9982347,96.5451,1.0,1.9514867686149948
KIF12,KIF12,0.9977159,96.6206,1.0,1.9514843319985213
TGDS,TGDS,0.99349546,97.2363,1.0,1.9514842040310665
TMEM215,TMEM215,0.9978827,96.5957,1.0,1.9514769370099598
TMEM43,TMEM43,0.9985379,96.5,1.0,1.9514754414834221
ZPR1,ZPR1,0.99843526,96.5142,1.0,1.9514653293130864
EXOSC5,EXOSC5,0.9891048,97.8723,1.0,1.9514248459081331
DNAL1,DNAL1,0.97451156,100.0,1.0,1.9514082185325732
AMBRA1,AMBRA1,0.9989974,96.4262,1.0,1.9513870512436933
CASR,CASR,0.98275566,98.7941,1.0,1.951366560349387
NAGA,NAGA,0.9961664,96.837,1.0,1.9513582037291166
FFAR4,FFAR4,0.9926555,97.3475,1.0,1.9513360336027596
AGPAT5,AGPAT5,0.9838819,98.6264,1.0,1.951322192227644
GJB4,GJB4,0.9976449,96.6165,1.0,1.9512954165760283
SELENOT,SELENOT,0.98685807,98.18905000000001,1.0,1.951280853146593
GPR65,GPR65,0.9988512,96.4392,1.0,1.9512782235980173
LRRC45,LRRC45,0.9969487,96.7164,1.0,1.9512736355919187
DOCK6,DOCK6,0.99649763,96.78005,1.0,1.951245470630734
DUSP4,DUSP4,0.97789663,99.4924,1.0,1.9512284196101373
DIPK2A,DIPK2A,0.99846035,96.49234999999999,1.0,1.9512276541990348
GALNT3,GALNT3,0.9787444,99.3681,1.0,1.951220306851586
NTNG1,NTNG1,0.9991789,96.38555,1.0,1.9512018808689808
SMPD1,SMPD1,0.9918703,97.44915,1.0,1.951167463837721
GTF3C6,GTF3C6,0.9985687,96.4711,1.0,1.9511565322938527
CREB3L4,CREB3L4,0.998639,96.4557,1.0,1.9510893169717187
WDR1,WDR1,0.99295706,97.28450000000001,1.0,1.9510876902329852
CDS1,CDS1,0.98029,99.1323,1.0,1.9510855110649952
ZNF607,ZNF607,0.99750185,96.6212,1.0,1.9510841417860783
PGR,PGR,0.996703,96.73644999999999,1.0,1.9510672560223496
RDH10,RDH10,0.97433084,100.0,1.0,1.9510637233218513
MMAA,MMAA,0.9971542,96.66725,1.0,1.951023149825124
CFAP70,CFAP70,0.9865221,98.2175,1.0,1.9510121559729896
SLC22A4,SLC22A4,0.9954873,96.9094,1.0,1.9510096911773103
FAM210A,FAM210A,0.9969828,96.6912,1.0,1.9510093629650553
CREBRF,CREBRF,0.9995946,96.30959999999999,1.0,1.951001904500051
SLC29A2,SLC29A2,0.99533826,96.9298,1.0,1.9509921417766287
HERC4,HERC4,0.98271537,98.7701,1.0,1.9509761625045003
ZNF423,ZNF423,0.99870116,96.43535,1.0,1.9509419057970039
GPD2,GPD2,0.9799005,99.1747,1.0,1.950897050416216
OR6Y1,OR6Y1,0.99743724,96.6154,1.0,1.9508851942025272
MYL10,MYL10,0.9954661,96.9027,1.0,1.9508817335235078
C5orf22,C6H5orf22,0.99599147,96.8259,1.0,1.9508797076940225
RD3,RD3,0.998835,96.4103,1.0,1.9508697212538224
RAPGEF3,RAPGEF3,0.98610693,98.2665,1.0,1.9508610009861458
AHDC1,AHDC1,0.9968312,96.7019,1.0,1.950860188731603
ZNF329,ZNF329,0.9982952,96.488,1.0,1.9508559999114539
HOXD4,HOXD4,0.99841297,96.4706,1.0,1.950853140713595
STK10,STK10,0.9978159,96.5573,1.0,1.9508478474877324
AMIGO3,AMIGO3,0.99868673,96.4286,1.0,1.950826200045895
EPN2,EPN2,0.9902343,97.6599,1.0,1.9508026204216997
AFAP1L1,AFAP1L1,0.99816144,96.50325000000001,1.0,1.9508002854403277
MYO1H,MYO1H,0.9977808,96.5583,1.0,1.9507940050383117
RECK,RECK,0.99935114,96.32900000000001,1.0,1.9507913016894904
SERPINA11,SERPINA11,0.99854916,96.4455,1.0,1.950784782504097
FBXW2,FBXW2,0.99365145,97.1592,1.0,1.9507741323114334
HEPH,HEPH,0.99680054,96.6997,1.0,1.9507729972369034
ADPRM,ADPRM,0.9982207,96.4912,1.0,1.9507557979692207
CEP83,CEP83,0.9868807,98.1455,1.0,1.9507549460521227
RAB3A,RAB3A,0.97415984,100.0,1.0,1.950737756738001
STAB1,STAB1,0.9985343,96.44325,1.0,1.9507270562352028
C8G,C8G,0.9979051,96.5347,1.0,1.9507225813883533
SLC25A19,SLC25A19,0.99128675,97.5,1.0,1.9507195095985925
DVL2,DVL2,0.99712354,96.64789999999999,1.0,1.950711868182159
CRISPLD1,CRISPLD1,0.9851124,98.4,1.0,1.950709565978511
SFRP1,SFRP1,0.982863,98.7261,1.0,1.9506826551601608
EIF2B1,EIF2B1,0.9864686,98.19995,1.0,1.9506808555350585
SF3B3,SF3B3,0.9741152,100.0,1.0,1.9506526623034801
DRC7,DRC7,0.9937197,97.1396,1.0,1.9506481299827847
SLC30A10,SLC30A10,0.9981298,96.4948,1.0,1.9506295603271147
PRDX3,PRDX3,0.9901669,97.6562,1.0,1.9506257940459828
MRPL17,MRPL17,0.9976007,96.5714,1.0,1.9506218625951603
ITGA3,ITGA3,0.9843926,98.49775,1.0,1.9506147048593157
NUP43,NUP43,0.98490846,98.4211,1.0,1.950596510684941
MED27,MED27,0.97628945,99.6785,1.0,1.9505964251986592
ACAA2,ACAA2,0.9965302,96.7254,1.0,1.9505934735968211
SGMS1,SGMS1,0.9806358,99.04365000000001,1.0,1.9505863443984819
BANF2,BANF2,0.9952789,96.9072,1.0,1.9505836850591396
SEC24A,SEC24A,0.99101055,97.5297,1.0,1.9505810813315358
BLOC1S4,BLOC1S4,0.9978151,96.53635,1.0,1.950572579721997
NUDT2,NUDT2,0.9973866,96.5986,1.0,1.9505691454640783
ZCCHC12,ZCCHC12,0.9979409,96.5174,1.0,1.9505647745644477
AIDA,AIDA,0.97406507,100.0,1.0,1.950557102626004
SOAT2,SOAT2,0.99881023,96.3878,1.0,1.950528507933758
ENDOU,ENDOU,0.9940628,97.0803,1.0,1.9505273176913094
KLK14,KLK14,0.9971527,96.6292,1.0,1.950523110869038
ERLEC1,ERLEC1,0.9978322,96.52965,1.0,1.9505176309580277
SLC9B2,SLC9B2,0.9893589,97.7654,1.0,1.950512414000925
TSKU,TSKU,0.997339,96.6006,1.0,1.9505045415289501
RNF169,RNF169,0.9982665,96.4647,1.0,1.950496841893914
TRMT10A,TRMT10A,0.998215,96.47145,1.0,1.9504868694176944
PHF3,PHF3,0.99659646,96.70655,1.0,1.950473477716592
LAMB3,LAMB3,0.99887794,96.3722,1.0,1.9504537421607433
PC,PC,0.9801166,99.10905,1.0,1.9504511738294963
TTN,TTN,0.9971843,96.6182,1.0,1.9504396166783111
DENND2D,DENND2D,0.9995429,96.27359999999999,1.0,1.9504329587158198
SMTN,SMTN,0.9979428,96.507,1.0,1.950432505013516
LIPA,LIPA,0.98773295,97.995,1.0,1.9504130314359727
GEMIN7,GEMIN7,0.9949147,96.9466,1.0,1.9504042527720267
CMTM8,CMTM8,0.9819043,98.8439,1.0,1.9503943768852574
PPARG,PPARG,0.97940516,99.2079,1.0,1.950386621983444
SYNPO2L,SYNPO2L,0.9957012,96.8304,1.0,1.9503851833477976
LRRC3,LRRC3,0.9979742,96.4981,1.0,1.950376069185314
PATL1,PATL1,0.9989186,96.36009999999999,1.0,1.950373145351205
SPMIP4,SPMIP4,0.9983638,96.4407,1.0,1.9503687232436004
LCA5L,LCA5L,0.99646056,96.7164,1.0,1.950343124900453
FLOT1,FLOT1,0.9928188,97.2473,1.0,1.9503380607681184
TBX22,TBX22,0.99834704,96.439,1.0,1.9503145616882958
ABCA9,ABCA9,0.9992628,96.3054,1.0,1.9503145357331584
OLFML2B,OLFML2B,0.99901044,96.34100000000001,1.0,1.9502986444017034
RAB24,RAB24,0.9739225,100.0,1.0,1.9502853303695158
ROM1,ROM1,0.99930906,96.2963,1.0,1.9502838132955271
DDN,DDN,0.9989488,96.3483,1.0,1.950276529243454
ZDHHC24,ZDHHC24,0.978743,99.2958,1.0,1.9502729315467504
ZNF518B,ZNF518B,0.99945164,96.2722,1.0,1.9502407024235322
SLC39A10,SLC39A10,0.9763646,99.639,1.0,1.9502235529367309
TIMM10B,TIMM10B,0.9972753,96.58765,1.0,1.9502139032825905
NEMP2,NEMP2,0.9985395,96.4029,1.0,1.950209736163063
PFDN6,PFDN6,0.97387606,100.0,1.0,1.9501968047077964
SYT5,SYT5,0.9863052,98.1865,1.0,1.9501936321861786
SPON2,SPON2,0.992469,97.281,1.0,1.9501115993571867
B3GNT7,B3GNT7,0.99775773,96.5087,1.0,1.9501019306880103
SREBF1,SREBF1,0.99013084,97.6211,1.0,1.9500984216464852
DNAJC22,DNAJC22,0.99794596,96.4809,1.0,1.9500974935707327
TRIR,TRIR,0.98160857,98.8636,1.0,1.9500880549936137
PEX16,PEX16,0.99656403,96.6813,1.0,1.950081729795953
TXLNG,TXLNG,0.9868902,98.0916,1.0,1.9500687719836616
LRIG1,LRIG1,0.99614143,96.7418,1.0,1.9500666759966356
LACC1,LACC1,0.99771374,96.5116,1.0,1.950055968102506
SLC35E2B,SLC35E2,0.98902845,97.7778,1.0,1.9500445222381746
NGLY1,NGLY1,0.995264,96.86789999999999,1.0,1.9500417694216132
ALOX12,ALOX12,0.99859786,96.3801,1.0,1.950023068408161
RFX6,RFX6,0.9945697,96.96725,1.0,1.9500164237239137
FAHD1,FAHD1,0.9931059,97.1774,1.0,1.9499719944879725
SPR,SPR,0.99738973,96.5517,1.0,1.949962294030448
TRIM7,TRIM7,0.9898488,97.6517,1.0,1.9499606207862605
CIB3,CIB3,0.9847434,98.3957,1.0,1.949949978534756
GPRASP2,GPRASP2,0.99910086,96.3007,1.0,1.9499444271990827
CLSPN,CLSPN,0.9980526,96.4519,1.0,1.9499218467723618
GIT2,GIT2,0.99920297,96.2838,1.0,1.9499182495650718
CYP7A1,CYP7A1,0.9982104,96.4286,1.0,1.9499182020173258
ADAMTS14,ADAMTS14,0.99639636,96.69265,1.0,1.9499104155411844
SERPINB6,SERPINB6,0.99801755,96.4557,1.0,1.9499046857814633
NUP88,NUP88,0.9931377,97.166,1.0,1.9498836549523326
OTOR,OTOR,0.99513125,96.875,1.0,1.9498814884304636
PDP1,PDP1,0.99562585,96.80189999999999,1.0,1.9498691536577673
ODAD4,ODAD4,0.9987034,96.35149999999999,1.0,1.949850551341104
COPA,COPA,0.98258984,98.7005,1.0,1.9498274454581472
OR2B3,OR2B3,0.99775964,96.4856,1.0,1.9498037358914067
ZSWIM3,ZSWIM3,0.9992678,96.2644,1.0,1.9497883412009356
OR6B1,OR6B1,0.99790543,96.463,1.0,1.9497863437626715
DHX32,DHX32,0.996693,96.6398,1.0,1.9497853182653606
DCHS1,DCHS1,0.99490196,96.89955,1.0,1.949765189379788
SSRP1,SSRP1,0.9985285,96.3704,1.0,1.9497641069215823
MTR,MTR,0.99744153,96.52455,1.0,1.9497062821665199
SLC26A2,SLC26A2,0.99866116,96.3464,1.0,1.949703392823344
GPR149,GPR149,0.99892133,96.3064,1.0,1.949676679352193
CA13,CA13,0.99714595,96.5649,1.0,1.9496700690420605
TAAR5,TAAR5,0.9979928,96.4392,1.0,1.949641909471836
FAM216A,FAM216A,0.9976743,96.4844,1.0,1.9496253778203168
OLFML2A,OLFML2A,0.9909518,97.46495,1.0,1.949623035246844
MGAT3,MGAT3,0.99587077,96.74415,1.0,1.9495814400304616
DGKZ,DGKZ,0.9891918,97.71815000000001,1.0,1.9495764905178585
MXI1,MXI1,0.98283976,98.6441,1.0,1.949566902766784
PKIG,PKIG,0.982553,98.6842,1.0,1.94954423603536
MCM3,MCM3,0.9957443,96.75975,1.0,1.9495441952978212
UXS1,UXS1,0.9791791,99.17505,1.0,1.9495264640729133
NXPH4,NXPH4,0.9969867,96.57655,1.0,1.949518725249916
FAM181B,FAM181B,0.9992628,96.2441,1.0,1.9495135604510203
NCF2,NCF2,0.98784167,97.9087,1.0,1.949492640252909
CALCOCO1,CALCOCO1,0.99723226,96.53835000000001,1.0,1.9494876813170445
NCAPG2,NCAPG2,0.9940512,97.0018,1.0,1.9494794865838023
DYRK2,DYRK2,0.99637264,96.66215,1.0,1.9494666719227318
NHLRC2,NHLRC2,0.99747515,96.5008,1.0,1.949460040943112
DNAJB11,DNAJB11,0.99852824,96.34700000000001,1.0,1.949457855645683
KRT75,KRT75,0.99836916,96.3702,1.0,1.9494577537688387
TMEM30B,TMEM30B,0.9969125,96.5812,1.0,1.9494380415762578
ITIH2,ITIH2,0.99810696,96.4059,1.0,1.949424411710127
EPX,EPX,0.9964679,96.6434,1.0,1.9494032635732388
SPINT2,SPINT2,0.99248224,97.2222,1.0,1.9493685288597011
ABRA,ABRA,0.99682134,96.5879,1.0,1.9493518144033855
SPTY2D1,SPTY2D1,0.99596417,96.71295,1.0,1.9493518083917227
RANBP17,RANBP17,0.98855007,97.7941,1.0,1.9493456000625329
FAM151B,FAM151B,0.998487,96.34434999999999,1.0,1.9493446162435788
GNS,GNS,0.9989039,96.28325,1.0,1.9493409646015318
GPATCH2,GPATCH2,0.99612254,96.68885,1.0,1.949338797007207
SLC22A7,SLC22A7,0.9984415,96.3504,1.0,1.94933693465469
B3GNT5,B3GNT5,0.9979361,96.424,1.0,1.9493352153046697
CDH8,CDH8,0.99833536,96.36574999999999,1.0,1.9493351771067813
ZMYND11,ZMYND11,0.99847347,96.34555,1.0,1.949334504629609
SEC22A,SEC22A,0.9756558,99.6743,1.0,1.9493336586929642
SLC17A8,SLC17A8,0.9873838,97.9626,1.0,1.9493241146886164
CLPTM1,CLPTM1,0.99545765,96.78425,1.0,1.9493179011497084
GSTO2,GSTO2,0.9931455,97.1193,1.0,1.9492883189432348
IL7R,IL7R,0.9935794,97.05575,1.0,1.949285060457516
KRTCAP3,KRTCAP3,0.99910206,96.25,1.0,1.9492842440997968
MROH2B,MROH2B,0.9993422,96.21215000000001,1.0,1.9492474416289158
COL4A4,COL4A4,0.9989148,96.27445,1.0,1.9492467575561099
TMX3,TMX3,0.98394465,98.4582,1.0,1.949244026524732
RPA3,RPA3,0.9960333,96.6942,1.0,1.9492385900607325
ARHGAP1,ARHGAP1,0.99674237,96.5874,1.0,1.949194745600767
CD2AP,CD2AP,0.9980187,96.4006,1.0,1.9491869148541379
CDCA7,CDCA7,0.98553026,98.2222,1.0,1.9491828859976228
MPHOSPH10,MPHOSPH10,0.9989804,96.2583,1.0,1.9491607830578022
SLC5A12,SLC5A12,0.99884236,96.2783,1.0,1.949158975675398
MMP27,MMP27,0.9987168,96.2963,1.0,1.949154825173006
AKAP17A,AKAP17A,0.9984413,96.33365,1.0,1.9491176898513376
PIGW,PIGW,0.9977815,96.4286,1.0,1.9491006168254348
CHRNA3,CHRNA3,0.9910442,97.4114,1.0,1.9490994615215753
CYP2R1,CYP2R1,0.9938214,97.006,1.0,1.9490963124647869
IGSF11,IGSF11,0.98918784,97.6798,1.0,1.9490678422736503
ZNF316,ZNF316,0.9990892,96.23474999999999,1.0,1.949060466053238
EZR,EZR,0.9994953,96.17545000000001,1.0,1.9490597467137079
PLEK2,PLEK2,0.9974285,96.47565,1.0,1.9490424929757002
AP2A2,AP2A2,0.9943762,96.9186,1.0,1.9490118825019427
GALR3,GALR3,0.9984259,96.32675,1.0,1.9489981750778735
ATP13A3,ATP13A3,0.99689806,96.54915,1.0,1.9489917347947803
CRYGB,CRYGB,0.9967409,96.5714,1.0,1.9489828797367137
APBA3,APBA3,0.9982707,96.3478,1.0,1.9489773764678406
ACVR1,ACVR1,0.998764,96.2749,1.0,1.948965176882802
WLS,WLS,0.98330593,98.52975,1.0,1.948961381327604
EDARADD,EDARADD,0.9987132,96.2791,1.0,1.9489232192462964
CCDC182,CCDC182,0.99112475,97.3856,1.0,1.9489158937302355
CCDC68,CCDC68,0.99775714,96.4179,1.0,1.948914369537868
ATP10B,ATP10B,0.99712586,96.5092,1.0,1.9489039697452248
EFCC1,EFCC1,0.9989654,96.2407,1.0,1.9489022194331231
MET,MET,0.9898337,97.57255,1.0,1.9488976246354732
ASXL2,ASXL2,0.99684393,96.54935,1.0,1.9488911634641641
VSIG2,VSIG2,0.99834067,96.3303,1.0,1.9488820924773953
GABRA2,GABRA2,0.9772092,99.4129,1.0,1.948879229645287
PTPRA,PTPRA,0.9981163,96.362,1.0,1.9488685974531765
LRFN1,LRFN1,0.99605674,96.66215,1.0,1.9488644915494087
CCDC3,CCDC3,0.97317666,100.0,1.0,1.9488635823174758
SLC1A2,SLC1A2,0.9991697,96.20675,1.0,1.9488480566919453
CSNK1G1,CSNK1G1,0.9745994,99.7895,1.0,1.9488251681802142
ZNF566,ZNF566,0.995249,96.77435,1.0,1.9487908065689021
SLC14A2,SLC14A2,0.9992145,96.1957,1.0,1.9487890715099594
A4GALT,A4GALT,0.99836975,96.3173,1.0,1.9487676616066936
DKK4,DKK4,0.99760646,96.4286,1.0,1.9487669490427613
PLXNA3,PLXNA3,0.99878895,96.256,1.0,1.9487657810143217
CNPPD1,CNPPD1,0.99866664,96.27189999999999,1.0,1.9487403861732686
ANKRD39,ANKRD39,0.9973856,96.4585,1.0,1.9487366252458724
LMAN1,LMAN1,0.9932563,97.0588,1.0,1.9487090079422917
FFAR1,FFAR1,0.99822015,96.3333,1.0,1.9486915521969326
CEBPZ,CEBPZ,0.99811876,96.34555,1.0,1.948658343185413
IL23A,IL23A,0.99845517,96.2963,1.0,1.9486560962997153
COPZ2,COPZ2,0.97305954,100.0,1.0,1.9486403238010983
FAM219B,FAM219B,0.9868922,97.9798,1.0,1.9486117518882933
LCE5A,LCE5A,0.9962648,96.6102,1.0,1.9485822996035291
SETDB2,SETDB2,0.9978111,96.3839,1.0,1.9485729697520808
NANOS2,NANOS2,0.9978545,96.3768,1.0,1.948562928437576
SHCBP1L,SHCBP1L,0.99867237,96.25720000000001,1.0,1.948559231643242
CYP7B1,CYP7B1,0.99809015,96.34035,1.0,1.9485358600343998
N4BP3,N4BP3,0.9988963,96.22194999999999,1.0,1.9485255019156673
DCAF17,DCAF17,0.98881286,97.6923,1.0,1.9485163724105807
MZT1,MZT1,0.99364007,96.98795,1.0,1.9485148044681735
DAPK1,DAPK1,0.98708975,97.9428,1.0,1.9485048692782287
JMJD1C,JMJD1C,0.99822426,96.31835,1.0,1.94850404294219
ARHGEF16,ARHGEF16,0.99812114,96.3329,1.0,1.9484975890462666
PPFIA1,PPFIA1,0.9948898,96.8029,1.0,1.9484791341501606
HMGCS2,HMGCS2,0.99455947,96.8504,1.0,1.9484701046171797
RPAP2,RPAP2,0.9975965,96.4052,1.0,1.948442207264737
EML1,EML1,0.9983515,96.29405,1.0,1.9484290770933255
MRPL16,MRPL16,0.9975267,96.4143,1.0,1.9484280568755619
ZNF460,ZNF460,0.99002147,97.5089,1.0,1.9484238773070217
CCDC120,CCDC120,0.9982673,96.30574999999999,1.0,1.9484214497370291
GET4,GET4,0.99483836,96.80565,1.0,1.9484170101243872
BMP3,BMP3,0.99902284,96.19495,1.0,1.9484139222021093
GUCA2B,GUCA2B,0.9974205,96.4286,1.0,1.9484124651484178
NOD1,NOD1,0.9995458,96.1175,1.0,1.9483988091280364
NTMT2,NTMT2,0.99471086,96.8198,1.0,1.9483588555699192
KANK2,KANK2,0.99854827,96.25945,1.0,1.9483520671724182
KANK1,KANK1,0.9991408,96.17269999999999,1.0,1.9483480527567436
CCDC184,CCDC184,0.9976385,96.3918,1.0,1.9483471783879915
SLC50A1,SLC50A1,0.9791048,99.095,1.0,1.948338858839191
MESD,MESD,0.99784935,96.36015,1.0,1.9483355544075227
TESPA1,TESPA1,0.99789655,96.3532,1.0,1.948334716767023
HDDC3,HDDC3,0.9728961,100.0,1.0,1.9483287683714816
CBLIF,CBLIF,0.9958954,96.6427,1.0,1.9483027961637434
SNX16,SNX16,0.98283446,98.5465,1.0,1.9482815111683562
PRRG3,PRRG3,0.99789596,96.3481,1.0,1.94826695303416
HAMP,HAMP,0.99732393,96.4286,1.0,1.9482283798092221
PIGS,PIGS,0.9864289,98.018,1.0,1.9482277317043954
CNMD,CNMD,0.99746174,96.4072,1.0,1.9482114556837118
TCF19,TCF19,0.9986599,96.2319,1.0,1.9482048788957114
TEKT5,TEKT5,0.99826115,96.2887,1.0,1.9481869428772642
SPINK7,SPINK7,0.99701303,96.4706,1.0,1.9481845228223946
CLMP,CLMP,0.99847436,96.25735,1.0,1.9481837375611843
ICOS,ICOS,0.9934712,96.9849,1.0,1.9481530454029488
TRPV1,TRPV1,0.997513,96.39250000000001,1.0,1.948117092139432
CTHRC1,CTHRC1,0.9756046,99.5885,1.0,1.9481149552761683
GIGYF2,GIGYF2,0.99682486,96.49215000000001,1.0,1.9481074088079848
TP53INP1,TP53INP1,0.9869964,97.9253,1.0,1.9480982586066464
LRRIQ4,LRRIQ4,0.998469,96.25,1.0,1.9480774814941118
PDHX,PDHX,0.98370785,98.4032,1.0,1.9480739730722432
KCNS1,KCNS1,0.9967905,96.4937,1.0,1.9480621635387116
PDCD2,PDCD2,0.99466574,96.8023,1.0,1.9480441827248813
TRAFD1,TRAFD1,0.99693567,96.4692,1.0,1.9480187632290282
CPA6,CPA6,0.9946784,96.7963,1.0,1.9479899168038197
NAP1L3,NAP1L3,0.99842256,96.24845,1.0,1.9479687027869224
RTL1,RTL1,0.99893385,96.1737,1.0,1.94796662342174
DNAH10,DNAH10,0.9938312,96.9168,1.0,1.9479494634900463
UNC80,UNC80,0.99554676,96.66624999999999,1.0,1.9479459212064905
RNF43,RNF43,0.99808234,96.2963,1.0,1.9479453938350553
NEUROG1,NEUROG1,0.9986993,96.2025,1.0,1.9478958301067264
PIGM,PIGM,0.99859124,96.2175,1.0,1.9478858393148075
SPRING1,SPRING1,0.982409,98.57820000000001,1.0,1.9478846908789542
IRF2,IRF2,0.99916524,96.13335000000001,1.0,1.9478804751718286
STN1,STN1,0.98569936,98.0978,1.0,1.9478797605005584
POU2F3,POU2F3,0.9976196,96.35735,1.0,1.947861010233735
UBE2V2,UBE2V2,0.97265035,100.0,1.0,1.9478603105470302
MYLK,MYLK,0.99198467,97.1787,1.0,1.9478516504289347
COL12A1,COL12A1,0.9808963,98.792,1.0,1.9477947392929176
TENM2,TENM2,0.99767023,96.3442,1.0,1.9477856988054056
MAN2A2,MAN2A2,0.9975652,96.35895,1.0,1.9477782172923668
OIT3,OIT3,0.9826679,98.5321,1.0,1.9477758509526053
EPHA1,EPHA1,0.99224603,97.13419999999999,1.0,1.9477684062159408
AGMAT,AGMAT,0.9959535,96.5909,1.0,1.947736704839631
AVPI1,AVPI1,0.9958985,96.5986,1.0,1.9477324736896486
ERVFRD-1,ERVFRD-1,0.9987255,96.18615,1.0,1.9477321365613305
TRIL,TRIL,0.99791485,96.3009,1.0,1.9476862239566048
DDX39A,DDX39A,0.9885944,97.65625,1.0,1.9476288891647415
NSD2,NSD2,0.981823,98.64330000000001,1.0,1.9476182637118762
LRP10,LRP10,0.9883653,97.6875,1.0,1.9476004977215138
GRIK1,GRIK1,0.9969869,96.42955,1.0,1.9475983337979652
NOL11,NOL11,0.9944688,96.7967,1.0,1.947595596051316
MST1,MST1,0.99803054,96.2759,1.0,1.9475800945298865
HK3,HK3,0.99848807,96.208,1.0,1.947565041240208
PHTF1,PHTF1,0.9951731,96.69135,1.0,1.94756160523665
CACNG7,CACNG7,0.9724883,100.0,1.0,1.9475514047873055
GPRC6A,GPRC6A,0.9975924,96.3362,1.0,1.9475328045062335
CNBP,CNBP,0.99368984,96.90215,1.0,1.947488573834836
GPR6,GPR6,0.9972265,96.3861,1.0,1.9474873296656132
ADNP2,ADNP2,0.99735403,96.36715,1.0,1.9474828222986487
PEX7,PEX7,0.9830475,98.452,1.0,1.9474528335200376
VPS13B,VPS13B,0.99570364,96.6051,1.0,1.9474459564092106
TGFBR2,TGFBR2,0.98168445,98.6487,1.0,1.9474247135265856
PNPLA8,PNPLA8,0.9987019,96.1637,1.0,1.9473938068629926
PBX2,PBX2,0.9955689,96.62015,1.0,1.947385760529309
SLC5A1,SLC5A1,0.9987429,96.1568,1.0,1.9473818038750792
MTNR1A,MTNR1A,0.997699,96.3068,1.0,1.9473518548659896
RGS13,RGS13,0.9982449,96.2264,1.0,1.9473419247575252
FGD6,FGD6,0.9975258,96.32995,1.0,1.9473241835939639
ITIH3,ITIH3,0.99199635,97.13645,1.0,1.9473218564609067
DCBLD2,DCBLD2,0.9986551,96.16445,1.0,1.9473143948165448
ZNF467,ZNF467,0.99769664,96.3025,1.0,1.9472911702778068
GMIP,GMIP,0.99773604,96.2967,1.0,1.947290490439205
SPEN,SPEN,0.9975784,96.31960000000001,1.0,1.9472892135998352
SPINK6,SPINK6,0.9980465,96.25,1.0,1.9472720962211483
