zebrafish gene name,frog gene name,correlation,identical_scores,orthology confidence,combo_score
KCNJ3,kcnj3,0.60696656,86.6191,1.0,0.9617608778840915
PANK1,pank1,0.60696656,86.5952,1.0,0.9615104988872897
KLHL25,pnliprp2,0.60696656,86.5874,1.0,0.9614287852397979
ARL6,arl6,0.60696656,86.57305,1.0,0.9612784530806302
TNNI3K,tnni3k,0.60696656,86.5709,1.0,0.9612559294470268
RAB5C,rab5c,0.60696656,86.5102,1.0,0.9606200296518022
PIK3R3,pik3r3,0.60696656,86.48740000000001,1.0,0.9603811743745186
UBE2E3,ube2e3,0.60696656,86.47485,1.0,0.960249699210926
NID2,nid2,0.77372986,50.07085,1.0,0.9599205761699047
MYO7A,myo7a,0.60696656,86.3592,1.0,0.9590381372452305
CHIC1,chic1,0.60696656,86.35650000000001,1.0,0.959009851751868
KCTD10,kctd10,0.60696656,86.30505,1.0,0.9584708559616816
HAND2,hand2,0.60696656,86.2776,1.0,0.9581832867791625
DNAJA2,dnaja2,0.60696656,86.26985,1.0,0.9581020969371034
CIB2,cib2,0.60696656,86.0963,1.0,0.9562839682804111
CYTL1,cytl1,0.8624901,30.3581,1.0,0.9562189567372693
PAPSS1,papss1,0.60696656,86.0577,1.0,0.9558795904864132
KIF5B,kif5b,0.60696656,86.0112,1.0,0.9553924514340584
ELAVL4,ppp1r26,0.60696656,85.9781,1.0,0.9550456922376509
UBE2H,ube2h,0.60696656,85.96655,1.0,0.9549246931827111
GALNT9,galnt9,0.60696656,85.9272,1.0,0.9545124583072238
CFL2,cfl2,0.60696656,85.88665,1.0,0.954087652101353
RNF144A,rnf144a,0.60696656,85.81219999999999,1.0,0.9533077058121524
SNX3,snx3,0.60696656,85.8025,1.0,0.9532060875582203
MSI2,msi2,0.60696656,85.78989999999999,1.0,0.9530740885891951
ASB7,asb7,0.60696656,85.7596,1.0,0.9527566624970156
NFIA,nfia,0.60696656,85.739,1.0,0.952540854658768
SNRNP40,snrnp40,0.60696656,85.6908,1.0,0.9520359062217033
LMO4,lmo4.1,0.60696656,85.64065,1.0,0.9515105293727657
PRRX1,prrx1,0.60696656,85.60155,1.0,0.9511009135244416
FAM199X,fam199x,0.60696656,85.6006,1.0,0.9510909612212215
UGCG,ugcg,0.60696656,85.57585,1.0,0.9508316775320649
POLR3F,polr3f,0.60696656,85.53280000000001,1.0,0.9503806810545622
GNA13,gna13,0.60696656,85.5247,1.0,0.9502958245744744
RBBP5,rbbp5,0.60696656,85.49885,1.0,0.9500250171657998
NR5A2,nr5a2,0.60696656,85.4688,1.0,0.9497102101007833
SCFD1,scfd1,0.60696656,85.443,1.0,0.9494399264975412
FOXB1,foxb1,0.60696656,85.43825000000001,1.0,0.9493901649814406
GSK3B,gsk3b,0.60696656,85.4365,1.0,0.949371831791298
CDK1,cdk1,0.60696656,85.4305,1.0,0.9493089751393813
CPSF3,cpsf3,0.60696656,85.38364999999999,1.0,0.9488181694489979
TLK1,tlk1,0.60696656,85.34684999999999,1.0,0.9484326486505751
HAPSTR1,c16orf72,0.60696656,85.283,1.0,0.9477637491130944
RPL5,rpl5,0.60696656,85.2564,1.0,0.94748508462293
LMO1,lmo1,0.60696656,85.2353,1.0,0.947264038730356
ZSWIM5,zswim5,0.60696656,85.14585,1.0,0.9463269508113636
TSPAN7,tspan7,0.60696656,85.1406,1.0,0.9462719512409367
IPO5,ipo5,0.60696656,85.1284,1.0,0.9461441427153725
IDH3A,cbln2,0.60696656,85.0891,1.0,0.9457324316453177
HTR5A,htr5a,0.60696656,85.0638,1.0,0.945467386096402
LRRC8A,lrrc8a,0.60696656,85.0439,1.0,0.9452589115342114
DCTN4,dctn4,0.60696656,85.02064999999999,1.0,0.9450153420080338
PHYHIPL,phyhipl,0.60696656,84.9935,1.0,0.9447309156581106
SLC17A6,slc17a6,0.60696656,84.95824999999999,1.0,0.9443616328280996
MAN1A2,man1a2,0.60696656,84.93809999999999,1.0,0.9441505392387458
NKX2-2,nkx2-2,0.60696656,84.92765,1.0,0.9440410639033242
MEIS2,meis2,0.60696656,84.9265,1.0,0.9440290163783736
PSMB2,psmb2,0.60696656,84.9246,1.0,0.9440091117719331
NAP1L1,nap1l1,0.60696656,84.91895,1.0,0.9439499217580448
PIP4P2,c8orf88,0.60696656,84.9109,1.0,0.9438655890833899
PPFIA2,ppfia2,0.60696656,84.9104,1.0,0.9438603510290635
RAB27A,rab27a,0.60696656,84.8763,1.0,0.9435031157240032
TLK2,tlk2,0.60696656,84.84299999999999,1.0,0.9431542613058651
HS2ST1,hs2st1,0.60696656,84.8315,1.0,0.9430337860563582
NEK7,nek7,0.60696656,84.81395,1.0,0.9428499303495017
STK40,stk40,0.60696656,84.76910000000001,1.0,0.9423800768764239
NAA35,naa35,0.60696656,84.74815000000001,1.0,0.9421606024001479
VPS4B,vps4b,0.60696656,84.7465,1.0,0.9421433168208707
DARS1,dars1,0.60696656,84.7458,1.0,0.9421359835448138
CACHD1,cachd1,0.60696656,84.72585000000001,1.0,0.9419269851771906
TMEM167A,tmem167a,0.60696656,84.7222,1.0,0.9418887473806078
DDX23,ddx23,0.60696656,84.68695,1.0,0.9415194645505969
TUBGCP4,tubgcp4,0.60696656,84.59909999999999,1.0,0.940599138405449
NKX2-4,nkx2-4,0.60696656,84.59375,1.0,0.9405430912241566
GLRB,glrb,0.60696656,84.5618,1.0,0.9402083795526999
WNT6,wnt6,0.60696656,84.53335,1.0,0.9399103342615278
TRIM23,trim23,0.60696656,84.4911,1.0,0.9394677186709474
NBEA,nbea,0.60696656,84.4644,1.0,0.9391880065699177
HYPK,hypk,0.60696656,84.4319,1.0,0.9388475330387019
DIPK2A,dipk2a,0.60696656,84.41905,1.0,0.9387129150425135
CSRP2,csrp2,0.60696656,84.41274999999999,1.0,0.9386469155580008
HNF4A,hnf4a,0.60696656,84.39269999999999,1.0,0.9384368695795123
BTF3,btf3,0.60696656,84.37295,1.0,0.9382299664336198
RAB22A,rab22a,0.60696656,84.3238,1.0,0.9377150656933351
BABAM2,babam2,0.60696656,84.26655,1.0,0.9371153084729625
MAPKAPK2,mapkapk2,0.60696656,84.21285,1.0,0.9365527414383076
UCHL5,naaa,0.60696656,84.1945,1.0,0.9363605048445289
POU4F1,pou4f1,0.60696656,84.1692,1.0,0.9360954592956132
MORF4L1,morf4l1,0.60696656,84.1659,1.0,0.9360608881370589
RAB30,rab30,0.60696656,84.16045,1.0,0.9360037933449011
FLII,flii,0.60696656,84.1455,1.0,0.935847175520542
RPS6KA3,rps6ka3,0.60696656,84.13985,1.0,0.9357879855066537
KAT2A,kat2a,0.60696656,84.13759999999999,1.0,0.9357644142621848
ANKRD28,ankrd28,0.60696656,84.13145,1.0,0.9356999861939702
TOP3B,egfl7,0.60696656,84.1189,1.0,0.9355685110303776
EIF3M,eif3m,0.60696656,84.1123,1.0,0.9354993687132692
WDR17,wdr17,0.60696656,84.0637,1.0,0.9349902298327435
ARFGEF1,arfgef1,0.60696656,84.03514999999999,1.0,0.934691136930706
STAG1,stag1,0.60696656,84.03165,1.0,0.9346544705504214
STXBP1,stxbp1,0.60696656,84.0267,1.0,0.9346026138125901
DDX1,ddx1,0.60696656,84.02185,1.0,0.934551804685624
VPS26B,vps26b,0.60696656,84.0152,1.0,0.9344821385630829
EZH2,ezh2,0.60696656,84.00175,1.0,0.934341234901703
CBLN1,cbln1,0.60696656,83.99005,1.0,0.9342186644304652
PPP2R3C,ppp2r3c,0.60696656,83.9862,1.0,0.934178331412152
ALDOC,aldoc,0.60696656,83.95205,1.0,0.933820572301659
FAM43A,fam43a,0.60696656,83.88445,1.0,0.9331123873567303
POU4F2,pou4f2,0.60696656,83.883,1.0,0.9330971969991837
LHX9,lhx9,0.60696656,83.87960000000001,1.0,0.9330615782297643
RUNX2,runx2,0.60696656,83.85034999999999,1.0,0.9327551520516699
RAB35,rab35,0.60696656,83.84165,1.0,0.9326640099063908
LMO3,lmo3,0.60696656,83.82245,1.0,0.9324628686202572
CCT8,cct8,0.60696656,83.814,1.0,0.9323743455021409
PTEN,pten,0.60696656,83.78725,1.0,0.9320941095956787
ENY2,eny2,0.60696656,83.77189999999999,1.0,0.9319333013278582
SERINC1,serinc1.1,0.60696656,83.75145,1.0,0.9317190649059088
CTR9,ctr9,0.60696656,83.74275,1.0,0.9316279227606294
BTBD10,btbd10,0.60696656,83.727,1.0,0.931462924049348
CELF4,celf4,0.60696656,83.616,1.0,0.9303000759888879
EXT2,ext2,0.60696656,83.50735,1.0,0.9291618467837619
PCID2,pcid2,0.60696656,83.4586,1.0,0.9286511364869383
EXT1,ext1,0.60696656,83.4351,1.0,0.9284049479335976
PSMB7,psmb7,0.60696656,83.3935,1.0,0.9279691418136414
SERP2,serp2,0.60696656,83.35249999999999,1.0,0.9275396213588768
EXOC5,fbxw9,0.60696656,83.3333,1.0,0.9273384800727432
DLX6,dlx6,0.60696656,83.28945,1.0,0.9268791027083183
MCM4,mcm4,0.60696656,83.2645,1.0,0.926617723797431
GPHN,mtss1.1,0.60696656,83.2636,1.0,0.9266082952996435
HPRT1,hprt1,0.60696656,83.26230000000001,1.0,0.9265946763583951
RHOG,rhog,0.60696656,83.2461,1.0,0.9264249633982197
CKB,ckb,0.60696656,83.23185000000001,1.0,0.9262756788499175
SRGAP3,srgap3,0.60696656,83.2068,1.0,0.9260132523281649
SUCLG2,suclg2,0.60696656,83.1983,1.0,0.9259242054046162
GRIA2,gria2,0.60696656,83.16444999999999,1.0,0.9255695891267189
SPG21,spg21,0.60696656,83.12440000000001,1.0,0.9251500209751748
UGDH,ugdh,0.60696656,83.0801,1.0,0.924685929361856
GALNT13,galnt13,0.60696656,83.06710000000001,1.0,0.9245497399493698
ANKFY1,ankfy1,0.60696656,83.048,1.0,0.9243496462741013
RFC5,rfc5,0.60696656,82.98580000000001,1.0,0.9236980323158978
DNAAF10,dnaaf10,0.60696656,82.9609,1.0,0.9234371772104429
HOXC8,hoxc8,0.60696656,82.94874999999999,1.0,0.9233098924903115
ATP2B1,atp2b1,0.60696656,82.92185,1.0,0.9230280851675515
HERC2,herc2,0.60696656,82.86865,1.0,0.9224707561872229
STUM,stum,0.60696656,82.8125,1.0,0.9218825226863685
BCAS3,bcas3,0.60696656,82.77475,1.0,0.9214870495847256
UBE3B,ube3b,0.60696656,82.77225,1.0,0.9214608593130936
NMT2,nmt2,0.60696656,82.7613,1.0,0.9213461459233455
MIRLET7F2,xtr-let-7f,0.60696656,82.72265,1.0,0.9209412443239151
KCNJ6,kcnj6,0.60696656,82.7025,1.0,0.9207301507345612
RNF41,rnf41,0.60696656,82.68235,1.0,0.9205190571452074
GMPS,gmps,0.60696656,82.6711,1.0,0.9204012009228635
DYRK2,dyrk2,0.60696656,82.6649,1.0,0.9203362490492163
CLCN3,clcn3,0.60696656,82.6463,1.0,0.9201413934282743
TRIP12,trip12,0.60696656,82.5992,1.0,0.9196479687107276
SUFU,sufu,0.60696656,82.5969,1.0,0.9196238736608263
RAB9A,rab9a,0.60696656,82.5871,1.0,0.919521207796029
dre-mir-148,xtr-mir-148a,0.60696656,82.5729,1.0,0.9193724470531593
ACLY,acly,0.60696656,82.5514,1.0,0.9191472107171242
FZD8,fzd8,0.60696656,82.48495,1.0,0.918451073297146
RAB12,rab12,0.60696656,82.4614,1.0,0.9182043609383728
DNAJC27,DNAJC27,0.60696656,82.4176,1.0,0.9177455073793804
RRM2,rrm2.2,0.60696656,82.3834,1.0,0.9173872244634549
UCK2,uck2,0.60696656,82.3755,1.0,0.9173044632050978
MFN2,mfn2,0.60696656,82.35294999999999,1.0,0.9170682269549773
TLL1,tll1,0.60696656,82.34375,1.0,0.9169718467553717
SNF8,snf8,0.60696656,82.3304,1.0,0.9168319907048569
GMPPA,gmppa,0.60696656,82.2979,1.0,0.9164915171736411
PPP2R2C,ppp2r2c,0.60696656,82.29075,1.0,0.9164166129967737
UGP2,ugp2,0.60696656,82.24885,1.0,0.9159776640442217
SPCS3,spcs3,0.60696656,82.2222,1.0,0.9156984757486246
CARM1,carm1,0.60696656,82.19625,1.0,0.9154266207290848
PELI2,peli2,0.60696656,82.18165,1.0,0.9152736695427539
FZD7,fzd7,0.60696656,82.1774,1.0,0.9152291460809796
CDC5L,cdc5l,0.60696656,82.1654,1.0,0.915103432777146
NR4A2,nr4a2,0.60696656,82.1613,1.0,0.9150604807316695
RFX4,rfx4,0.60696656,82.12885,1.0,0.9147205310058864
TCF7L2,tcf7l2,0.60696656,82.1178,1.0,0.9146047700052731
ITPRID2,itprid2,0.85210747,28.639,1.0,0.9144858539168024
ARRDC3,arrdc3,0.60696656,82.02665,1.0,0.9136498727015709
catip,catip,0.7639473,47.787,1.0,0.9136422113411882
WDFY2,wdfy2,0.60696656,82.0,1.0,0.913370684405974
PIK3R4,pik3r4,0.60696656,81.9815,1.0,0.9131768763958973
SV2A,sv2a,0.60696656,81.94319999999999,1.0,0.9127756414344952
PI4KA,pi4ka,0.60696656,81.9236,1.0,0.9125703097049005
CCZ1,ccz1b,0.60696656,81.9055,1.0,0.9123806921382851
EYA1,eya1,0.60696656,81.8904,1.0,0.9122225028976279
TXNL4B,txnl4b,0.60696656,81.8792,1.0,0.9121051704807165
ABI1,abi1,0.60696656,81.85345000000001,1.0,0.9118354106829072
CCDC25,ccdc25,0.60696656,81.84065,1.0,0.9117013164921514
zgc:172323,des.2,0.7998677,39.7589,1.0,0.9116147072002949
DDX46,ddx46,0.60696656,81.7794,1.0,0.9110596548371678
PI4KB,pi4kb,0.60696656,81.76910000000001,1.0,0.9109517509180441
NAA15,naa15,0.60696656,81.76875,1.0,0.9109480842800155
HACE1,hace1,0.60696656,81.7377,1.0,0.9106228011063463
GABRA1,gabra1,0.60696656,81.7111,1.0,0.9103441366161821
SNRPA,snrpa,0.60696656,81.7054,1.0,0.9102844227968611
BTBD6,btbd6,0.60696656,81.68,1.0,0.9100183296370802
Metazoa_SRP,Metazoa_SRP,0.60696656,81.66755,1.0,0.9098879020843529
SEPTIN8,septin8,0.60696656,81.6586,1.0,0.9097941409119105
SPTLC1,sptlc1,0.60696656,81.65095,1.0,0.9097139986807165
STX16,stx16,0.60696656,81.63999999999999,1.0,0.9095992852909682
MPPED1,mpped1,0.60696656,81.63999999999999,1.0,0.9095992852909682
JMJD6,jmjd6,0.60696656,81.6377,1.0,0.9095751902410669
TRAPPC2L,trappc2l,0.60696656,81.62700000000001,1.0,0.9094630958784822
GARS1,gars1,0.60696656,81.60040000000001,1.0,0.9091844313883178
TAF2,taf2,0.60696656,81.5878,1.0,0.9090524324192926
CLPX,clpx,0.60696656,81.5705,1.0,0.9088711957395992
GPM6B,gpm6b,0.60696656,81.5645,1.0,0.9088083390876824
ANP32A,anp32a,0.60696656,81.559,1.0,0.9087507204900921
SND1,snd1,0.60696656,81.50675000000001,1.0,0.9082033438129838
MARCHF9,marchf9,0.60696656,81.49600000000001,1.0,0.9080907256449663
TRAF4,traf4,0.60696656,81.4894,1.0,0.9080215833278578
MOB3C,mob3c,0.60696656,81.4815,1.0,0.9079388220695006
ING3,ing3,0.60696656,81.4356,1.0,0.9074579686823374
SESTD1,sestd1,0.60696656,81.43175,1.0,0.9074176356640241
MCM6,mcm6,0.60696656,81.42914999999999,1.0,0.9073903977815269
ETFDH,etfdh,0.60696656,81.42745,1.0,0.9073725883968171
SHMT1,gli2,0.60696656,81.36785,1.0,0.9067482123211108
CNOT6L,cnot6l,0.60696656,81.3623,1.0,0.9066900699180878
MON2,ptpn3,0.60696656,81.3225,1.0,0.9062731207937066
HRAS,hras,0.60696656,81.32204999999999,1.0,0.9062684065448127
SYT1,syt1,0.60696656,81.28375,1.0,0.9058671715834108
USF3,usf3,0.8369176,31.08935,1.0,0.9054481361321927
BMAL1,arntl,0.60696656,81.2399,1.0,0.9054077942189859
SPAG6,spag6,0.60696656,81.22040000000001,1.0,0.9052035101002565
COPZ1,copz1,0.60696656,81.21995,1.0,0.9051987958513625
NELFA,nelfa,0.60696656,81.21335,1.0,0.9051296535342542
CBLN4,cbln4,0.60696656,81.20349999999999,1.0,0.9050264638640241
SLC25A4,slc25a4,0.60696656,81.13465,1.0,0.9043051837832793
RORB,rorb,0.60696656,81.11225,1.0,0.9040705189494568
CAPN7,capn7,0.60696656,81.1017,1.0,0.9039599960031697
YTHDF3,ythdf3,0.60696656,81.09975,1.0,0.9039395675912968
MYO6,myo6,0.60696656,81.08415,1.0,0.9037761402963133
WNT5B,wnt5b,0.60696656,81.0512,1.0,0.9034309525162036
UBA3,uba3,0.60696656,81.02555,1.0,0.9031622403292595
SSBP3,ssbp3,0.60696656,81.02555,1.0,0.9031622403292595
COP1,cop1,0.60696656,81.01725,1.0,0.9030752886274415
ONECUT1,onecut1,0.60696656,81.01355,1.0,0.903036527025426
ESRRG,esrrg,0.60696656,81.009,1.0,0.9029888607310559
SCN8A,scn8a,0.60696656,81.00755000000001,1.0,0.9029736703735094
ERGIC1,ergic1,0.60696656,80.98325,1.0,0.9027191009332464
RGS6,rgs6,0.60696656,80.9816,1.0,0.9027018153539693
bbs12,bbs12,0.85277265,27.341099999999997,1.0,0.9024088049033692
GFM1,gfm1,0.60696656,80.91125,1.0,0.9019648211102452
ST8SIA3,st8sia3,0.60696656,80.907,1.0,0.9019202976484709
PUM1,pum1,0.60696656,80.89235,1.0,0.9017668226567075
HS6ST1,hs6st1,0.60696656,80.8362,1.0,0.9011785891558532
UFM1,ufm1,0.60696656,80.83335,1.0,0.9011487322461926
GPD1L,gpd1l,0.60696656,80.79675,1.0,0.9007653066695005
EIF3E,eif3e,0.60696656,80.73984999999999,1.0,0.9001692160871564
AIDA,aida,0.60696656,80.72675,1.0,0.9000319790638049
ALDH6A1,aldh6a1,0.60696656,80.72545,1.0,0.9000183601225563
PFKP,pfkp,0.60696656,80.7119,1.0,0.899876408850311
ALDH1L1,aldh1l1,0.60696656,80.66485,1.0,0.8993835079381971
MTNR1A,mtnr1a,0.60696656,80.6274,1.0,0.8989911776691499
GSK3A,gsk3a,0.60696656,80.60345,1.0,0.8987402748669154
GCLC,gclc,0.60696656,80.6012,1.0,0.8987167036224468
RDH10,rdh10,0.60696656,80.58895,1.0,0.89858837129145
HADHB,hadhb,0.60696656,80.57995,1.0,0.8984940863135749
RASGRF1,rasgrf1,0.60696656,80.57685000000001,1.0,0.8984616103767513
LIN7A,lin7a,0.60696656,80.57034999999999,1.0,0.898393515670508
GATM,gatm,0.60696656,80.5687,1.0,0.898376230091231
ALDH7A1,aldh7a1,0.60696656,80.55584999999999,1.0,0.8982416120950425
WDR37,wdr37,0.60696656,80.5536,1.0,0.8982180408505738
SFXN2,sfxn2,0.60696656,80.54975,1.0,0.8981777078322606
EXOC1,exoc1,0.60696656,80.5388,1.0,0.8980629944425124
MAPK8,mapk8,0.60696656,80.49455,1.0,0.8975994266346264
GRID2,grid2,0.60696656,80.4757,1.0,0.8974019519865213
VWC2L,vwc2l,0.60696656,80.44985,1.0,0.8971311445778465
POMGNT1,pomgnt1,0.60696656,80.42830000000001,1.0,0.8969053844363789
NPEPL1,npepl1,0.60696656,80.4209,1.0,0.8968278612323481
TMEM50A,tmem50a,0.60696656,80.41205,1.0,0.8967351476707709
SUCLA2,sucla2,0.60696656,80.34895,1.0,0.8960741052147797
BCS1L,bcs1l,0.60696656,80.33385,1.0,0.8959159159741225
DLX1,dlx1,0.60696656,80.3184,1.0,0.8957540600954368
GABRG2,gabrg2,0.60696656,80.30969999999999,1.0,0.8956629179501574
BBIP1,BBIP1,0.60696656,80.29765,1.0,0.8955366808408914
RORA,rora,0.60696656,80.29625,1.0,0.8955220142887774
PPM1A,ppm1a,0.60696656,80.28995,1.0,0.8954560148042648
FOXG1,foxg1,0.60696656,80.25865,1.0,0.8951281126034325
SNRNP27,snrnp27,0.60696656,80.258,1.0,0.895121303132808
RAB2A,rab2a,0.60696656,80.19739999999999,1.0,0.8944864509484487
mir124-1,xtr-mir-122,0.60696656,80.18690000000001,1.0,0.8943764518075946
MFAP1,mfap1,0.60696656,80.1839,1.0,0.894345023481636
mir202,xtr-mir-202-1,0.60696656,80.11945,1.0,0.8936698382789636
TADA2B,tada2b,0.60696656,80.11609999999999,1.0,0.8936347433149766
CDC40,cdc40,0.60696656,80.11234999999999,1.0,0.8935954579075287
NDUFV2,ndufv2,0.60696656,80.08245,1.0,0.8932822222588102
CNNM2,cnnm2,0.60696656,80.076,1.0,0.8932146513579997
XPR1,xpr1,0.60696656,80.0578,1.0,0.8930239861805189
HGS,hgs,0.60696656,80.05590000000001,1.0,0.8930040815740786
MAPRE3,mapre3,0.60696656,80.03625,1.0,0.8927982260390511
FMNL2,fmnl2,0.60696656,80.0273,1.0,0.8927044648666087
DUSP6,dusp6,0.60696656,80.00225,1.0,0.8924420383448562
ONECUT3,onecut3,0.60696656,80.0004,1.0,0.8924226575438485
SFXN3,sfxn3,0.60696656,79.97540000000001,1.0,0.8921607548275288
BIRC6,birc6,0.60696656,79.96695,1.0,0.8920722317094126
FUT8,fut8,0.60696656,79.9433,1.0,0.891824471739774
ETFB,etfb,0.60696656,79.9213,1.0,0.8915939973494126
KAT2B,kat2b,0.60696656,79.91305,1.0,0.891507569453027
ACVR2A,acvr2a,0.60696656,79.90725,1.0,0.8914468080228409
MICU1,micu1,0.60696656,79.85195,1.0,0.8908674792143414
MDH1,mdh1,0.60696656,79.82215,1.0,0.8905552911764881
TAOK3,taok3,0.60696656,79.82130000000001,1.0,0.8905463864841333
SLC12A4,slc12a4,0.60696656,79.81735,1.0,0.8905050058549548
KAT7,kat7,0.60696656,79.7989,1.0,0.8903117216503107
CBX1,cbx1,0.60696656,79.7789,1.0,0.8901021994772548
FBN3,fbn3,0.60696656,79.7559,1.0,0.8898612489782406
MT-CO2,cox2,0.60696656,79.73895,1.0,0.8896836789365757
PPWD1,ppwd1,0.60696656,79.731,1.0,0.889600393872786
SCRT1,scrt2,0.60696656,79.713,1.0,0.8894118239170357
PRKD1,prkd1,0.60696656,79.71195,1.0,0.8894008240029504
EIF4G2,eif4g2,0.60696656,79.71055000000001,1.0,0.8893861574508366
RSPRY1,rspry1,0.60696656,79.65514999999999,1.0,0.8888057810314716
CNIH3,cnih3,0.60696656,79.6246,1.0,0.8884857359121289
UCP1,ucp1,0.60696656,79.6116,1.0,0.8883495464996425
COG6,cog6,0.60696656,79.57159999999999,1.0,0.8879305021535306
DHX38,dhx38,0.60696656,79.5329,1.0,0.8875250767486677
GMDS,gmds,0.60696656,79.53025,1.0,0.8874973150607377
cltcl1,cltcl1,0.60696656,79.51845,1.0,0.8873736969786349
PAPSS2,papss2,0.60696656,79.5167,1.0,0.8873553637884924
UXS1,uxs1,0.60696656,79.49705,1.0,0.8871495082534651
ANP32B,anp32b,0.60696656,79.4861,1.0,0.887034794863717
KLHL2,klhl2,0.60696656,79.48375,1.0,0.887010176008383
NR2F6,nr2f6,0.60696656,79.4736,1.0,0.8869038435055571
HIBADH,hibadh,0.60696656,79.4591,1.0,0.8867519399300916
SPG7,spg7,0.60696656,79.4476,1.0,0.8866314646805844
FOXF1,foxf1,0.60696656,79.42255,1.0,0.886369038158832
IFT88,ift88,0.60696656,79.3972,1.0,0.8861034688044837
KCND2,kcnd2,0.60696656,79.39585,1.0,0.8860893260578023
DCLK1,dclk1,0.60696656,79.388,1.0,0.886007088604878
UBE2J2,ube2j2,0.60696656,79.38374999999999,1.0,0.8859625651431035
CDC45,cdc45,0.60696656,79.3749,1.0,0.8858698515815263
NCK2,nck2,0.60696656,79.3694,1.0,0.885812232983936
GPM6A,gpm6a,0.60696656,79.34615,1.0,0.8855686634577585
PSMA3,psma3,0.60696656,79.33924999999999,1.0,0.8854963783080542
FOXC1,foxc1,0.60696656,79.3301,1.0,0.8854005219138812
MACO1,maco1,0.60696656,79.32665,1.0,0.8853643793390291
WNT4,wnt4,0.60696656,79.31675,1.0,0.8852606658633664
MT-ATP6,ATP6,0.60696656,79.2952,1.0,0.8850349057218987
IER3IP1,ier3ip1,0.60696656,79.2683,1.0,0.8847530983991385
PGM5,pgm5,0.60696656,79.25864999999999,1.0,0.884652003950639
ISOC1,isoc1,0.60696656,79.25450000000001,1.0,0.8846085280997301
KIFAP3,kifap3,0.60696656,79.24445,1.0,0.8845032432077695
SLC4A4,slc4a4,0.60696656,79.2393,1.0,0.8844492912482076
RAB5IF,rab5if,0.60696656,79.21690000000001,1.0,0.8842146264143851
FOXD3,foxd3,0.60696656,79.18975,1.0,0.8839302000644618
RBFOX1,rbfox1,0.60696656,79.1865,1.0,0.88389615271134
CDK18,cdk18,0.60696656,79.18095,1.0,0.8838380103083171
DVL3,dvl3,0.60696656,79.15745,1.0,0.8835918217549764
B4GALT2,b4galt2,0.60696656,79.15355,1.0,0.8835509649312305
PI4K2A,pi4k2a,0.60696656,79.1391,1.0,0.8833995851611977
GABRB3,gabrb3,0.60696656,79.13895,1.0,0.8833980137448997
CLDN19,cldn19,0.60696656,79.1314,1.0,0.8833189191245712
SOD2,sod2,0.60696656,79.11269999999999,1.0,0.8831230158927639
SLC25A10,slc25a10,0.60696656,79.095,1.0,0.8829375887696095
NMD3,nmd3,0.60696656,79.0883,1.0,0.8828673988416359
YIPF3,yipf3,0.60696656,79.0672,1.0,0.8826463529490619
SELENBP1,selenbp1,0.60696656,79.05515,1.0,0.8825201158397957
NFYA,nfya,0.60696656,79.04230000000001,1.0,0.8823854978436074
stxbp6l,stxbp6,0.79256815,38.5576,1.0,0.8823507677982492
SLIT2,slit2,0.60696656,79.02535,1.0,0.8822079278019425
SP9,sp9,0.60696656,79.0087,1.0,0.8820335005928736
PLCXD3,plcxd3,0.60696656,79.00485,1.0,0.8819931675745603
SBNO1,sbno1,0.60696656,79.00455,1.0,0.8819900247419643
GALNTL6,galntl6,0.60696656,79.0,1.0,0.8819423584475942
BMP7,bmp7.1,0.60696656,78.96690000000001,1.0,0.8815955992511868
CSRP1,csrp1,0.60696656,78.9616,1.0,0.8815400758753269
RNGTT,alox12b,0.60696656,78.9611,1.0,0.8815348378210005
KIF3B,kif3b,0.60696656,78.9005,1.0,0.8808999856366412
GLRA2,glra2,0.60696656,78.89869999999999,1.0,0.8808811286410662
HNRNPD,hnrnpd,0.60696656,78.8945,1.0,0.8808371289847244
CAMK4,camk4,0.60696656,78.88725,1.0,0.8807611771969917
CDK7,cdk7,0.60696656,78.88385,1.0,0.8807255584275722
ZFR,zfr,0.60696656,78.87100000000001,1.0,0.880590940431384
ACAD8,acad8,0.60696656,78.848,1.0,0.8803499899323696
CELF1,lrrc61,0.60696656,78.839,1.0,0.8802557049544945
ERP44,erp44,0.60696656,78.82509999999999,1.0,0.8801100870442206
RHBDF1,rhbdf1,0.60696656,78.8194,1.0,0.8800503732248998
FAF2,faf2,0.60696656,78.79814999999999,1.0,0.8798277559160278
METTL14,mettl14,0.60696656,78.72845000000001,1.0,0.8790975711429283
CHST11,hesx1,0.60696656,78.6932,1.0,0.8787282883129173
BHMT,bhmt,0.60696656,78.6644,1.0,0.8784265763837168
TFAP2A,tfap2a,0.60696656,78.65105,1.0,0.8782867203332019
MSMO1,msmo1,0.60696656,78.63455,1.0,0.8781138645404309
TRIM2,trim2,0.60696656,78.59935,1.0,0.8777451055158525
HK2,hkdc1,0.60696656,78.58330000000001,1.0,0.8775769639719753
ACMSD,acmsd,0.60696656,78.5714,1.0,0.877452298279007
ALDH1A2,aldh1a2,0.60696656,78.5714,1.0,0.877452298279007
FBXO8,fbxo8,0.60696656,78.56970000000001,1.0,0.8774344888942973
DNAJC7,dnajc7,0.60696656,78.5556,1.0,0.8772867757622929
NAA60,naa60,0.60696656,78.5124,1.0,0.8768342078684922
MEX3B,mex3b,0.60696656,78.51169999999999,1.0,0.8768268745924351
CA8,ca8,0.60696656,78.50825,1.0,0.8767907320175831
