chimpanzee gene name,gorilla gene name,correlation,identical_scores,orthology confidence,combo_score
KLF7,KLF7,0.9997667,100.0,1.0,1.9995280226358036
SERINC5,SERINC5,0.99976414,100.0,1.0,1.9995229266338956
PCMTD1,PCMTD1,0.99976385,100.0,1.0,1.9995223493524295
GTF2H4,GTF2H4,0.9997635,100.0,1.0,1.9995216526334187
SPRED1,SPRED1,0.99976134,100.0,1.0,1.999517352881809
VGLL4,VGLL4,0.99976116,100.0,1.0,1.9995169945691749
ENTPD4,ENTPD4,0.9997573,100.0,1.0,1.999509310753798
AMELX,AMELX,0.99974936,100.0,1.0,1.999493505185381
SATB2,SATB2,0.9997449,100.0,1.0,1.9994846269945574
DCTN4,DCTN4,0.9997396,100.0,1.0,1.9994740766781074
BAK1,BAK1,0.99973947,100.0,1.0,1.9994738178967606
SPTAN1,SPTAN1,0.9999992,99.96,1.0,1.9994513080119989
KLHDC2,KLHDC2,0.9997271,100.0,1.0,1.999449193856292
FYN,FYN,0.99972653,100.0,1.0,1.9994480591996173
LIPA,LIPA,0.9997152,100.0,1.0,1.9994255054099237
FAM133B,FAM133B,0.99970776,100.0,1.0,1.9994106951543789
ERLEC1,ERLEC1,0.99970174,100.0,1.0,1.9993987115873928
EBPL,EBPL,0.9996995,100.0,1.0,1.9993942525857231
TMED5,TMED5,0.99969935,100.0,1.0,1.9993939539918615
FMNL2,FMNL2,0.9996986,100.0,1.0,1.9993924610225526
JPT2,JPT2,0.99968904,100.0,1.0,1.999373430640428
TOX2,TOX2,0.99968624,100.0,1.0,1.9993678568883413
PTBP3,PTBP3,0.9996853,100.0,1.0,1.999365985700141
TNNT3,TNNT3,0.99968016,100.0,1.0,1.9993557538838105
TPST1,TPST1,0.99967736,100.0,1.0,1.9993501801317235
SYT5,SYT5,0.9996773,100.0,1.0,1.999350060694179
ZNHIT1,ZNHIT1,0.9996714,100.0,1.0,1.999338316002282
CNOT6,CNOT6,0.9996702,100.0,1.0,1.9993359272513875
DYNC1I2,DYNC1I2,0.99966615,100.0,1.0,1.9993278652171196
HSPH1,HSPH1,0.9996655,100.0,1.0,1.9993265713103852
CD200,CD200,0.99966466,100.0,1.0,1.9993248991847592
SGCD,SGCD,0.99966383,100.0,1.0,1.9993232469653908
SLC30A3,SLC30A3,0.99965805,100.0,1.0,1.999311741148583
GPX8,GPX8,0.9996576,100.0,1.0,1.9993108453669977
DESI2,DESI2,0.9996484,100.0,1.0,1.9992925316101415
SNAP25,SNAP25,0.99964505,100.0,1.0,1.999285863013895
SEC61A2,SEC61A2,0.9996434,100.0,1.0,1.9992825784814152
TRPC4,TRPC4,0.9996338,100.0,1.0,1.9992634684742612
ZCCHC24,ZCCHC24,0.99963295,100.0,1.0,1.9992617764423775
CNOT7,CNOT7,0.9996325,100.0,1.0,1.9992608806607923
EHD3,EHD3,0.9996315,100.0,1.0,1.999258890035047
MAP2K5,MAP2K5,0.9996305,100.0,1.0,1.9992568994093016
RBM47,RBM47,0.99962986,100.0,1.0,1.9992556254088247
DIP2A,DIP2A,0.9996289,100.0,1.0,1.9992537144081095
SRP9,SRP9,0.9996236,100.0,1.0,1.9992431640916595
PUM2,PUM2,0.9996202,100.0,1.0,1.9992363959641257
BTAF1,BTAF1,0.99998635,99.9459,1.0,1.999235542345048
TPM1,TPM1,0.9996126,100.0,1.0,1.999221267208462
TMEM185A,TMEM185A,0.9996119,100.0,1.0,1.99921987377044
ZNF668,ZNF668,0.99961084,100.0,1.0,1.9992177637071502
RPS6KA5,RPS6KA5,0.99960685,100.0,1.0,1.9992098211104268
ILDR2,ILDR2,0.9996063,100.0,1.0,1.9992087262662668
KDM3B,KDM3B,0.99998885,99.9432,1.0,1.9992041002895153
BET1,BET1,0.99960077,100.0,1.0,1.9991977181058957
TUBG2,TUBG2,0.9995896,100.0,1.0,1.9991754828163213
SNRPN,SNRPN,0.99958956,100.0,1.0,1.9991754031912916
RBP5,RBP5,0.9995891,100.0,1.0,1.9991744875034487
LRP6,LRP6,1.0000017,99.938,1.0,1.9991595402660973
INTS10,INTS10,0.99957764,100.0,1.0,1.9991516749324085
IQGAP1,IQGAP1,0.9995776,100.0,1.0,1.9991515953073784
PANK3,PANK3,0.9995704,100.0,1.0,1.9991372628020128
EIF4A1,EIF4A1,0.99956715,100.0,1.0,1.9991307932683406
SMAD9,SMAD9,0.9995467,100.0,1.0,1.9990900849718507
ADGRB3,ADGRB3,0.9999914,99.9343,1.0,1.9990891298232856
MEF2D,MEF2D,0.9995355,100.0,1.0,1.9990677899635039
DYNC1I1,DYNC1I1,0.9995311,100.0,1.0,1.999059031210225
ZDHHC6,ZDHHC6,0.9995303,100.0,1.0,1.9990574387096287
HNF4G,HNF4G,0.99952906,100.0,1.0,1.9990549703337046
ROBO2,ROBO2,0.99999404,99.9305,1.0,1.9990431292398436
HUS1,HUS1,0.99951786,100.0,1.0,1.9990326753253578
LMO1,LMO1,0.9995154,100.0,1.0,1.9990277783860246
PSMA7,PSMA7,0.99951375,100.0,1.0,1.9990244938535449
CACNA2D1,CACNA2D1,0.9995086,100.0,1.0,1.999014242130957
ZNF609,ZNF609,0.9999889,99.9291,1.0,1.9990140136946781
SASH3,SASH3,0.9994958,100.0,1.0,1.998988762121418
PITX2,PITX2,0.9994933,100.0,1.0,1.998983785557055
MRPL35,MRPL35,0.99949175,100.0,1.0,1.9989807000871496
TNIK,TNIK,0.99998736,99.9265,1.0,1.9989758783489082
COA5,COA5,0.9994869,100.0,1.0,1.998971045552285
CACNA1E,CACNA1E,0.99991965,99.9351,1.0,1.9989570931282563
SIX1,SIX1,0.99947804,100.0,1.0,1.9989534086081822
ASTN1,ASTN1,0.9999983,99.9227,1.0,1.9989463999591517
CDC23,CDC23,0.99946946,100.0,1.0,1.9989363290392883
SUV39H1,SUV39H1,0.99946946,100.0,1.0,1.9989363290392883
CNKSR2,CNKSR2,0.9997966,99.9517,1.0,1.9989360537007772
PIK3R4,PIK3R4,0.99996424,99.9264,1.0,1.9989285062439042
ATP6V1H,ATP6V1H,0.9994637,100.0,1.0,1.9989248630349956
TPP2,TPP2,0.99999976,99.9208,1.0,1.998923678355035
PSMD14,PSMD14,0.9994626,100.0,1.0,1.9989226733466758
MAP3K5,MAP3K5,0.99995136,99.9272,1.0,1.998913657686497
ENOX2,ENOX2,0.99944633,100.0,1.0,1.9988902858658009
EDRF1,EDRF1,0.9999933,99.9192,1.0,1.9988892375083378
RPS6KA3,RPS6KA3,0.99944377,100.0,1.0,1.9988851898638929
NAP1L4,NAP1L4,0.9994415,100.0,1.0,1.9988806711434512
HNRNPM,HNRNPM,0.9994391,100.0,1.0,1.9988758936416628
CAND1,CAND1,0.99998844,99.9187,1.0,1.9988728188783462
CCT2,CCT2,0.99942917,100.0,1.0,1.9988561267280125
RASAL2,RASAL2,0.9999574,99.9219,1.0,1.9988541926639798
DHX9,DHX9,0.999961,99.9213,1.0,1.9988532658900193
OCIAD1,OCIAD1,0.9994207,100.0,1.0,1.9988392661279504
NRSN1,NRSN1,0.9994207,100.0,1.0,1.9988392661279504
PIANP,PIANP,0.999407,100.0,1.0,1.9988119945552405
RGS7,RGS7,0.99940574,100.0,1.0,1.9988094863668016
JARID2,JARID2,0.9999456,99.9197,1.0,1.9988010288491596
PAFAH1B2,PAFAH1B2,0.99939984,100.0,1.0,1.9987977416749048
SAE1,SAE1,0.9993996,100.0,1.0,1.9987972639247258
NFYA,NFYA,0.999397,100.0,1.0,1.998792088297788
YTHDF2,YTHDF2,0.9999639,99.9161,1.0,1.998788899140436
IFT56,IFT56,0.9993934,100.0,1.0,1.9987849220451053
TRIM27,TRIM27,0.9993912,100.0,1.0,1.9987805426684657
MLLT3,MLLT3,0.9999832,99.9123,1.0,1.9987760623819095
SECISBP2L,SECISBP2L,0.99999833,99.9092,1.0,1.9987643665784431
TLE3,TLE3,0.99938285,100.0,1.0,1.9987639209434929
ZNF423,ZNF423,0.99990916,99.9221,1.0,1.9987608625535773
RMND5B,RMND5B,0.9993791,100.0,1.0,1.9987564560969482
EFNA5,EFNA5,0.9993754,100.0,1.0,1.998749090781691
DAAM1,DAAM1,0.9999981,99.9072,1.0,1.9987369319790433
SMARCC2,SMARCC2,0.99991184,99.9197,1.0,1.9987338253240003
ST8SIA1,ST8SIA1,0.99936676,100.0,1.0,1.9987318917752521
ARSJ,ARSJ,0.9999319,99.91655,1.0,1.998731268886571
COPA,COPA,0.99990195,99.9189,1.0,1.9987033473331883
SAP130,SAP130,0.999977,99.9077,1.0,1.9987016739646883
FOXP1,FOXP1,0.9993489,100.0,1.0,1.9986963391994421
PISD,PISD,0.99934673,100.0,1.0,1.9986920195415747
RUNX1T1,RUNX1T1,0.9993423,100.0,1.0,1.9986832010695235
LRP1,LRP1,0.9999288,99.912,1.0,1.9986637258280466
ARHGAP42,ARHGAP42,0.9993316,100.0,1.0,1.9986619013740494
ZFR,ZFR,0.9999607,99.9069,1.0,1.9986584360628492
ATP2A2,ATP2A2,0.99997354,99.904,1.0,1.9986448794019742
UBA1,UBA1,0.999961,99.9055,1.0,1.998640149521738
ATP1A2,ATP1A2,0.9999778,99.902,1.0,1.9986263827121704
LIN28A,LIN28A,0.99931073,100.0,1.0,1.9986203570147463
PHF12,PHF12,0.99998087,99.9004,1.0,1.9986109125288252
PPP3CA,PPP3CA,0.99930286,100.0,1.0,1.9986046907901311
RNF20,RNF20,0.9999959,99.8974,1.0,1.9986003665005585
SRC,SRC,0.9992998,100.0,1.0,1.9985985994753506
EPHA4,EPHA4,0.99998397,99.8986,1.0,1.998592804388705
KCNH5,KCNH5,0.99997926,99.8988,1.0,1.9985861262169924
SMARCA5,SMARCA5,0.99993676,99.9049,1.0,1.9985838037270296
GNA15,GNA15,0.9992908,100.0,1.0,1.9985806838436435
SCUBE3,SCUBE3,0.9999731,99.8993,1.0,1.9985806081512714
EFTUD2,EFTUD2,0.99998647,99.8971,1.0,1.9985775483864587
SMAD2,SMAD2,0.99928427,100.0,1.0,1.9985676850575271
POLR2B,POLR2B,0.99928373,100.0,1.0,1.9985666101196249
PPP1R16B,PPP1R16B,0.999879,99.91194999999999,1.0,1.9985639182470465
KIF5B,KIF5B,0.9999833,99.8962,1.0,1.9985590985628812
WDR37,WDR37,0.9992791,100.0,1.0,1.9985573935224241
THBS3,THBS3,0.99927735,100.0,1.0,1.99855390992737
THRAP3,THRAP3,0.99998677,99.8953,1.0,1.9985538664942517
PRPF6,PRPF6,0.99926937,100.0,1.0,1.998538024733923
ERC2,ERC2,0.99997467,99.8955,1.0,1.9985324775982818
BCLAF1,BCLAF1,0.99999624,99.8913,1.0,1.9985187642091016
SEZ6L2,SEZ6L2,0.99999243,99.8917,1.0,1.9985165752761083
TRAPPC13,TRAPPC13,0.9992541,100.0,1.0,1.9985076278787932
FRMD5,FRMD5,0.9992532,100.0,1.0,1.9985058363156223
UNC5C,UNC5C,0.9999799,99.8926,1.0,1.9985037722754857
PDS5B,PDS5B,0.9999479,99.8964,1.0,1.9984913280870473
CBL,CBL,0.9999922,99.8896,1.0,1.9984877918389343
USP33,USP33,0.9999622,99.8938,1.0,1.998484724253082
RNF111,RNF111,0.99991715,99.9003,1.0,1.9984827210185647
EIF4G2,EIF4G2,0.99997693,99.8913,1.0,1.998480325225961
NRG1,NRG1,0.9992384,100.0,1.0,1.9984763750545929
LDB1,LDB1,0.99923784,100.0,1.0,1.9984752603041755
LATS1,LATS1,0.99983466,99.9115,1.0,1.99846958413152
MYH3,MYH3,0.99923354,100.0,1.0,1.9984667006134709
ANO5,ANO5,0.9999739,99.8905,1.0,1.9984635029277618
SF3A3,SF3A3,0.99923086,100.0,1.0,1.9984613657364738
GSK3B,GSK3B,0.999229,100.0,1.0,1.9984576631725877
TNKS2,TNKS2,0.99922705,100.0,1.0,1.9984537814523844
GLRA3,GLRA3,0.99922603,100.0,1.0,1.9984517510141244
ZBTB41,ZBTB41,0.99997115,99.89,1.0,1.9984512845180928
MEST,MEST,0.9992211,100.0,1.0,1.9984419372292002
ICAM5,ICAM5,0.99995404,99.8918,1.0,1.9984415039915224
KANSL3,KANSL3,0.9999914,99.8861,1.0,1.9984389900162505
ARMC8,ARMC8,0.99921864,100.0,1.0,1.998437040289867
PSMD1,PSMD1,0.99992734,99.8951,1.0,1.9984328659306643
USP9X,USP9X,0.9999965,99.8842,1.0,1.9984235142898465
HCN1,HCN1,0.9999752,99.8871,1.0,1.9984202302569167
TAOK3,TAOK3,0.9999634,99.8886,1.0,1.9984169734397317
PHC2,PHC2,0.9999942,99.8836,1.0,1.998410842823989
PRKD2,PRKD2,0.9999737,99.8861,1.0,1.9984037559405596
OSBPL8,OSBPL8,0.99995756,99.8875,1.0,1.9983905109698665
GPATCH2L,GPATCH2L,0.9998911,99.8965,1.0,1.9983796093824917
ZBTB10,ZBTB10,0.9999663,99.8852,1.0,1.9983768857700794
TOP3B,TOP3B,0.9999738,99.884,1.0,1.9983756294098816
CENPK,CENPK,0.999184,100.0,1.0,1.9983680850140517
DSTN,DSTN,0.999184,100.0,1.0,1.9983680850140517
NMNAT2,NMNAT2,0.99918365,100.0,1.0,1.998367388295041
PTPN4,PTPN4,0.9999146,99.892,1.0,1.998365691387678
DLG2,DLG2,0.99918175,100.0,1.0,1.998363606106125
CNNM2,CNNM2,0.99995613,99.8857,1.0,1.9983633852951201
KCNB1,KCNB1,0.9999684,99.8835,1.0,1.9983581358419875
ATP2B2,ATP2B2,0.99917734,100.0,1.0,1.9983548274465885
HNF1A,HNF1A,0.9991755,100.0,1.0,1.9983511646952172
NDST2,NDST2,0.9999429,99.8867,1.0,1.9983505376942499
RAB1A,RAB1A,0.9991686,100.0,1.0,1.998337429377575
NDST3,NDST3,0.999942,99.8855,1.0,1.9983325600777917
NRXN3,NRXN3,0.99997956,99.8798,1.0,1.998330444227669
INPP4A,INPP4A,0.9998572,99.8976,1.0,1.9983269643852413
JADE2,JADE2,0.9999742,99.8801,1.0,1.9983238209869962
SCN2A,SCN2A,0.99949926,99.9501,1.0,1.9983225796373043
NLGN1,NLGN1,0.9999839,99.8785,1.0,1.9983215486523425
SORT1,SORT1,0.9999726,99.8797,1.0,1.998315240634708
ZNF618,ZNF618,0.9998652,99.8952,1.0,1.998310517284629
FAM43A,FAM43A,0.99995387,99.88210000000001,1.0,1.9983103283210744
DDX23,DDX23,0.9999793,99.8781,1.0,1.9983069964228184
TRPC7,TRPC7,0.99993926,99.884,1.0,1.998306873196641
ELFN2,ELFN2,0.99997795,99.8781,1.0,1.9983043090780623
ILF3,ILF3,0.9999057,99.8886,1.0,1.9983021143342314
DDR1,DDR1,0.99988335,99.8913,1.0,1.9982940424687214
POU4F2,POU4F2,0.9999777,99.87715,1.0,1.9982909974627736
AAMP,AAMP,0.9999239,99.88505,1.0,1.9982904599818205
PPM1G,PPM1G,0.99914324,100.0,1.0,1.9982869471086757
VCPIP1,VCPIP1,0.9999732,99.8775,1.0,1.9982867605791288
EIF4A2,EIF4A2,0.9999731,99.87745000000001,1.0,1.9982858870976674
SND1,SND1,0.99988323,99.8901,1.0,1.998277617540345
GABRG1,GABRG1,0.9991343,100.0,1.0,1.9982691509145134
CDH20,CDH20,0.9999768,99.8752,1.0,1.9982629035630115
DDR2,DDR2,0.999921,99.883,1.0,1.9982570359927934
GFM1,GFM1,0.99999684,99.8701,1.0,1.9982340049764753
CNNM4,CNNM4,0.99999046,99.871,1.0,1.9982334443241863
LEMD3,LEMD3,0.99985695,99.8902,1.0,1.9982266527335337
CFL2,CFL2,0.9991118,100.0,1.0,1.9982243618352453
PRICKLE2,PRICKLE2,0.99911046,100.0,1.0,1.9982216943967468
SUPV3L1,SUPV3L1,0.999972,99.8728,1.0,1.9982209764528596
MCM6,MCM6,0.9999331,99.8782,1.0,1.9982163783511622
GIT2,GIT2,0.9999983,99.8684,1.0,1.9982139810479065
HDLBP,HDLBP,0.9996352,99.9211,1.0,1.9982020223466717
TFCP2L1,TFCP2L1,0.9990989,100.0,1.0,1.9981986827631317
HADHA,HADHA,0.9999872,99.8689,1.0,1.998198629291004
ATP8A1,ATP8A1,0.99968034,99.9141,1.0,1.9981974605486368
RAB28,RAB28,0.9990982,100.0,1.0,1.9981972893251103
MALT1,MALT1,0.99991995,99.8786,1.0,1.9981955969737082
SPON1,SPON1,0.99993384,99.8761,1.0,1.998189525820961
PLPPR4,PLPPR4,0.9999826,99.8689,1.0,1.998189472412576
MOB4,MOB4,0.9990942,100.0,1.0,1.9981893268221294
ZNF287,ZNF287,0.9999832,99.8686,1.0,1.9981866202747012
FLOT2,FLOT2,0.9990925,100.0,1.0,1.9981859427583624
CHN1,CHN1,0.99909204,100.0,1.0,1.9981850270705195
DGCR8,DGCR8,0.99996847,99.8706,1.0,1.9981842751129524
APBA1,APBA1,0.9999005,99.8805,1.0,1.9981825072206676
PLCB1,PLCB1,0.9996475,99.9178,1.0,1.9981819953967985
GRIN2B,GRIN2B,1.0000004,99.8652,1.0,1.9981749985532058
DCTN5,DCTN5,0.9990859,100.0,1.0,1.9981728046284437
ABCB9,ABCB9,0.9999697,99.8695,1.0,1.9981718863671059
KLHL1,KLHL1,0.9999911,99.8663,1.0,1.9981713229492883
XPO1,XPO1,0.9997179,99.9066,1.0,1.9981710656185832
COL5A2,COL5A2,0.99998796,99.8666,1.0,1.9981691188977702
ANAPC5,ANAPC5,0.9999742,99.8675,1.0,1.998153867427481
POMT2,POMT2,0.9999774,99.8667,1.0,1.9981494467276741
TBX3,TBX3,0.9999827,99.8654,1.0,1.9981424621530626
SV2A,SV2A,0.9999821,99.8652,1.0,1.9981385701020677
ZNF608,ZNF608,0.9999643,99.8677,1.0,1.9981368579081509
DCLK1,DCLK1,0.9999789,99.8649,1.0,1.9981281535863613
COL2A1,COL2A1,0.9999748,99.8655,1.0,1.9981280850474494
ZNF184,ZNF184,0.99996424,99.8668,1.0,1.9981245989306406
SLC4A10,SLC4A10,0.99965566,99.9121,1.0,1.9981213551497654
MAPKAP1,MAPKAP1,0.9990596,100.0,1.0,1.998120451171344
KIF3B,KIF3B,0.9999658,99.8661,1.0,1.9981182624423859
GYS1,GYS1,0.9999774,99.8643,1.0,1.9981170746210999
SV2C,SV2C,0.99998987,99.8624,1.0,1.998116269806438
JAKMIP1,JAKMIP1,0.9998723,99.8797,1.0,1.9981155808724607
FBXO21,FBXO21,0.99905646,100.0,1.0,1.998114200606504
MTSS2,MTSS2,0.99996334,99.8661,1.0,1.9981133655030523
CCNT2,CCNT2,0.9999834,99.863,1.0,1.99811148348451
ZRANB1,ZRANB1,0.9999774,99.8638,1.0,1.99811033043223
TRPC1,TRPC1,0.9999067,99.8742,1.0,1.9981098723205308
NCOA1,NCOA1,0.9999945,99.8612,1.0,1.9981093003503514
NCDN,NCDN,0.9999819,99.8628,1.0,1.9981057998703444
PCSK1,PCSK1,0.9999498,99.8672,1.0,1.9981012496459751
DDX17,DDX17,0.99996275,99.8639,1.0,1.9980825166028362
CLCN3,CLCN3,0.999822,99.8845,1.0,1.9980801966106236
ZNF821,ZNF821,0.99903935,100.0,1.0,1.9980801410000026
SUPT6H,SUPT6H,0.9998246,99.8841,1.0,1.9980799768864657
OSBPL2,OSBPL2,0.99903744,100.0,1.0,1.9980763389048295
FBXW7,FBXW7,0.99999475,99.8586,1.0,1.9980747282246656
FLNC,FLNC,0.9997819,99.8899,1.0,1.9980732097580318
DLL1,DLL1,0.99997216,99.8617,1.0,1.9980715739600723
HTATSF1,HTATSF1,0.9999314,99.8675,1.0,1.9980686686455846
ASAP1,ASAP1,0.9996336,99.9114,1.0,1.9980680000814082
XRCC5,XRCC5,0.9999576,99.8634,1.0,1.9980655206913784
GNE,GNE,0.9999315,99.8672,1.0,1.9980648211948373
SUB1,SUB1,0.9990309,100.0,1.0,1.9980633202124556
YBX3,YBX3,0.99993676,99.8663,1.0,1.9980631523462917
NSFL1C,NSFL1C,0.9990281,100.0,1.0,1.9980577464603688
ADGRB2,ADGRB2,0.99988043,99.8738,1.0,1.9980521832311076
MED12L,MED12L,0.99997246,99.8601,1.0,1.998050589743413
SESTD1,SESTD1,0.99999374,99.8563,1.0,1.9980416944238626
MAPRE3,MAPRE3,0.9990187,100.0,1.0,1.9980390345783636
SYN1,SYN1,0.9999775,99.8582,1.0,1.9980349945794644
VPS52,VPS52,0.999953,99.8617,1.0,1.9980334335707937
NAA20,NAA20,0.9990148,100.0,1.0,1.998031271137957
CNTNAP1,CNTNAP1,0.9999921,99.8555,1.0,1.998027639095449
FAM78A,FAM78A,0.9990129,100.0,1.0,1.9980274889490413
NUFIP2,NUFIP2,0.9999874,99.8561,1.0,1.9980263761810897
TRIM46,TRIM46,0.9999022,99.8682,1.0,1.998019984238241
NECAB1,NECAB1,0.9999704,99.85795,1.0,1.9980174890422386
EIF2B5,EIF2B5,0.9999473,99.8613,1.0,1.99801669165295
PYGO2,PYGO2,0.9998403,99.87684999999999,1.0,1.9980134389720559
IFFO1,IFFO1,0.99959445,99.9126,1.0,1.998006253136769
TMEM63B,TMEM63B,0.9998117,99.8798,1.0,1.997996297790073
TAB2,TAB2,0.9999731,99.8557,1.0,1.9979925148818372
PQBP1,PQBP1,0.9989913,100.0,1.0,1.9979844914329439
NKRF,NKRF,0.9999494,99.8582,1.0,1.997979057996023
ARMH3,ARMH3,0.9999714,99.8549,1.0,1.9979783401158788
ZNF770,ZNF770,0.9999672,99.8553,1.0,1.9979753748388442
EMSY,EMSY,0.9999954,99.8504,1.0,1.9979654174339374
BBS7,BBS7,0.999927,99.8601,1.0,1.9979600958970347
PALS1,PALS1,0.9999819,99.8519,1.0,1.9979587765529858
PRKCD,PRKCD,0.9999798,99.8521,1.0,1.9979572939144685
MAMDC2,MAMDC2,0.99995637,99.8542,1.0,1.9979389791465105
CLCN4,CLCN4,0.9989631,100.0,1.0,1.9979283557869283
FXR2,FXR2,0.9999697,99.8514,1.0,1.997927746730024
EFR3A,EFR3A,0.99975985,99.8821,1.0,1.9979241071139826
LMNA,LMNA,0.9999814,99.8494,1.0,1.997924060295765
LPAR6,LPAR6,0.99994284,99.85505,1.0,1.9979235111012557
ESRP1,ESRP1,0.999953,99.8532,1.0,1.9979187823600095
RAD50,RAD50,0.99998367,99.8476,1.0,1.9979042999362757
ENTREP3,ENTREP3,0.99996513,99.8503,1.0,1.9979038123548551
FBN1,FBN1,0.99989384,99.8607,1.0,1.997902179773966
CETN3,CETN3,0.9989459,100.0,1.0,1.99789411702411
GNPDA2,GNPDA2,0.99894184,100.0,1.0,1.9978860350835843
FZD3,FZD3,0.9999588,99.8499,1.0,1.9978858163427922
GABARAPL1,GABARAPL1,0.9989372,100.0,1.0,1.9978767985801265
ACOX1,ACOX1,0.9999634,99.8485,1.0,1.9978760894923853
PPWD1,PPWD1,0.99998546,99.8452,1.0,1.9978754910497853
ZNF521,ZNF521,0.99996716,99.8474,1.0,1.9978687370296737
ZNF81,ZNF81,0.9999555,99.8487,1.0,1.9978630612245456
RBFOX3,RBFOX3,0.99892825,100.0,1.0,1.9978589824797064
SMC4,SMC4,0.99997914,99.8447,1.0,1.9978561661062058
TRAF7,TRAF7,0.9999384,99.8507,1.0,1.9978559982797808
SLC24A2,SLC24A2,0.99995154,99.8487,1.0,1.9978551783465943
VGLL3,VGLL3,0.9999599,99.8471,1.0,1.9978502385734418
ZNF189,ZNF189,0.99892306,100.0,1.0,1.9978486511320888
ADAM22,ADAM22,0.9996706,99.8896,1.0,1.9978476065992647
UBE2D3,UBE2D3,0.99892163,100.0,1.0,1.9978458045372731
DVL2,DVL2,0.9998417,99.8641,1.0,1.9978442490319228
HNRNPLL,HNRNPLL,0.99891824,100.0,1.0,1.9978390563159967
ACSS3,ACSS3,0.9999054,99.8542,1.0,1.9978375169522757
PRDM5,PRDM5,0.9999913,99.8413,1.0,1.9978345116309544
KATNB1,KATNB1,0.9999492,99.8473,1.0,1.9978316365535156
MAN1C1,MAN1C1,0.99998975,99.8413,1.0,1.9978314261610493
HSPA9,HSPA9,0.9999109,99.8527,1.0,1.9978282328272652
DPF2,DPF2,0.9989116,100.0,1.0,1.9978258385610483
SCMH1,SCMH1,0.9999346,99.8485,1.0,1.9978187594709222
CREBRF,CREBRF,0.9999672,99.8435,1.0,1.9978162119815206
SRPRA,SRPRA,0.99996746,99.8433,1.0,1.9978140318686664
KIF12,KIF12,0.9999463,99.8464,1.0,1.997813724198889
GCLC,GCLC,0.9999632,99.843,1.0,1.99780150528967
KLHL22,KLHL22,0.9999651,99.8423,1.0,1.9977958456141685
FBXL20,FBXL20,0.99889594,100.0,1.0,1.9977946653618779
TEC,TEC,0.9999675,99.8415,1.0,1.9977898324137655
CETN2,CETN2,0.99889344,100.0,1.0,1.9977896887975148
MVP,MVP,0.999651,99.888,1.0,1.9977870089302754
KLC1,KLC1,0.99995095,99.8435,1.0,1.9977838643131605
ZNF384,ZNF384,0.99949133,99.91105,1.0,1.997780072824424
DPYSL2,DPYSL2,0.9998853,99.8523,1.0,1.9977718774570912
ARID4A,ARID4A,0.9999609,99.8411,1.0,1.9977712989327512
KBTBD3,KBTBD3,0.9999911,99.8366,1.0,1.9977707181304305
BRPF1,BRPF1,0.99996376,99.8404,1.0,1.997767550257965
GRHL2,GRHL2,0.9999612,99.84,1.0,1.9977570589049614
SLC6A4,SLC6A4,0.9999517,99.8413,1.0,1.9977556828514427
TRPC5,TRPC5,0.9999195,99.84595,1.0,1.9977543056589337
MFAP1,MFAP1,0.9988749,100.0,1.0,1.997752782596198
GALNT18,GALNT18,0.99998957,99.8353,1.0,1.997750137581979
RGS21,RGS21,0.99887234,100.0,1.0,1.9977476865942903
PCF11,PCF11,0.9998763,99.8517,1.0,1.9977458687987406
SOX13,SOX13,0.9999597,99.8392,1.0,1.997743282264152
SOS1,SOS1,0.99988645,99.85,1.0,1.9977431434078978
ZDHHC5,ZDHHC5,0.9998132,99.8601,1.0,1.9977335626872261
EVL,EVL,0.99886316,100.0,1.0,1.997729412649949
NRDC,NRDC,0.9999747,99.8359,1.0,1.9977286300037909
ABCD3,ABCD3,0.9988608,100.0,1.0,1.9977247147731902
PCDH9,PCDH9,0.99995404,99.8383,1.0,1.9977198757824688
BRWD3,BRWD3,0.9999864,99.8335,1.0,1.997719548218436
GABRB2,GABRB2,0.99885774,100.0,1.0,1.9977186234584097
KLHL36,KLHL36,0.9999558,99.8377,1.0,1.9977152862571366
SLC7A3,SLC7A3,0.9999508,99.8384,1.0,1.997714774992828
NR1D1,NR1D1,0.99995863,99.8371,1.0,1.9977128267013522
DSEL,DSEL,0.99996364,99.8363,1.0,1.9977120090341443
IGSF8,IGSF8,0.99995875,99.8369,1.0,1.9977103679008938
SEL1L,SEL1L,0.9997048,99.8741,1.0,1.9977066161447925
ABCF2,ABCF2,0.9999192,99.8423,1.0,1.9977044758924616
MECOM,MECOM,0.99995184,99.8374,1.0,1.997703356865864
DDX5,DDX5,0.99884707,100.0,1.0,1.9976973834817078
TOMM70,TOMM70,0.9999615,99.8355,1.0,1.9976969583928579
HMGXB4,HMGXB4,0.99996823,99.8336,1.0,1.997684727386419
WSCD2,WSCD2,0.99999815,99.8291,1.0,1.9976835892088896
PEDS1,PEDS1,0.99883896,100.0,1.0,1.9976812395069141
STAU1,STAU1,0.9999935,99.8291,1.0,1.997674332799174
KCND2,KCND2,0.9999101,99.8413,1.0,1.997672872820441
GAB3,GAB3,0.9999767,99.8296,1.0,1.9976476344755238
ABCG4,ABCG4,0.99987066,99.8452,1.0,1.9976469672142319
PREP,PREP,0.99977505,99.8592,1.0,1.9976454807750799
APOA1,APOA1,0.9988192,100.0,1.0,1.997641904742188
CCAR1,CCAR1,0.9999975,99.8261,1.0,1.997641830168937
CHD7,CHD7,0.99994934,99.8332,1.0,1.9976417291149957
