crab_eating_macaque gene name,mice gene name,correlation,identical_scores,orthology confidence,combo_score
PCYOX1L,Pcyox1l,0.93090886,93.42779999999999,1.0,1.8201502568143533
STIP1,Stip1,0.98897856,84.36985,1.0,1.8201210937971322
ARG1,Arg1,0.97915834,85.89165,1.0,1.8200223625604093
PCNX3,Pcnx3,0.91837776,95.3672,1.0,1.8199984107391223
MYB,Myb,0.9940572,83.5609,1.0,1.8199447426330377
EVI5,Evi5,0.9608274,88.7413,1.0,1.8199311505458544
FAM131A,Fam131a,0.95091265,90.27850000000001,1.0,1.8198392560985237
SCFD1,Scfd1,0.9116024,96.4065,1.0,1.8198198680884947
EPB41L4B,Epb41l4b,0.9654217,88.00425,1.0,1.8197172056381063
FAM229B,Fam229b,0.93658584,92.5,1.0,1.819709025255249
FXR1,Fxr1,0.97234833,86.9217,1.0,1.819691893319193
PMM2,Pmm2,0.9757268,86.39179999999999,1.0,1.8196600004536232
BANP,Banp,0.95739293,89.24780000000001,1.0,1.8196298891998963
CSNK1E,Csnk1e,0.94767773,90.76205,1.0,1.8196226712152885
CX3CR1,Cx3cr1,0.990624,84.06225,1.0,1.8195921384978408
PLK1,Plk1,0.9213837,94.859,1.0,1.819589212711839
TMEM88,Tmem88,0.9610033,88.6792,1.0,1.819571676529237
MAST2,Mast2,0.98133,85.50915,1.0,1.8195676067227806
SLC9A4,Slc9a4,0.9948674,83.3856,1.0,1.8194371073596103
FBXL19,Fbxl19,0.9467155,90.89314999999999,1.0,1.8194262360992945
TMEM248,Tmem248,0.9275957,93.8697,1.0,1.8193753416713725
LUC7L3,Luc7l3,0.93822825,92.2099,1.0,1.819356614154506
MAP2K2,Map2k2,0.9234957,94.50055,1.0,1.819287355040073
KREMEN1,Kremen1,0.94315773,91.43440000000001,1.0,1.819285921257197
STMN1,Stmn1,0.9821193,85.35825,1.0,1.8192791643930701
TRIM26,Trim26,0.9661486,87.8465,1.0,1.8192568550249997
G3BP1,G3bp1,0.9752279,86.4297,1.0,1.8192463487336956
CHERP,Cherp,0.985156,84.88025,1.0,1.8192328169270402
DDHD2,Ddhd2,0.9581936,89.08445,1.0,1.8192307457817256
SMARCC1,Smarcc1,0.9157671,95.69945,1.0,1.8192224049090218
ABCD4,Abcd4,0.9824411,85.2993,1.0,1.8191882365311713
E2F8,E2f8,0.9961828,83.15135000000001,1.0,1.8191350594285383
GSE1,Gse1,0.97868913,85.87655000000001,1.0,1.819107199574513
CAVIN2,Cavin2,0.9953236,83.27975,1.0,1.8190772058296116
APEH,Apeh,0.97843903,85.91095,1.0,1.8190595110683354
TMEM268,Tmem268,0.96202713,88.46735000000001,1.0,1.8190304746732
RAG1,Rag1,0.991557,83.86155,1.0,1.819019690742109
POSTN,Postn,0.96607554,87.83245,1.0,1.8189930611611862
GRK6,Grk6,0.98690623,84.58045000000001,1.0,1.8189541544589327
MBTPS2,Mbtps2,0.90761167,96.94185,1.0,1.8189183852708943
ITGA10,Itga10,0.9830937,85.1652,1.0,1.8188529673354727
TMED2,Tmed2,0.9050079,97.33905,1.0,1.818826931722696
RHBDL2,Rhbdl2,0.9759187,86.2812,1.0,1.8188235383932874
TMED10,Tmed10,0.95307976,89.84164999999999,1.0,1.8188136338355712
PDSS2,Pdss2,0.95843136,89.00059999999999,1.0,1.8187457772832007
CARD10,Card10,0.9706872,87.08825,1.0,1.8187330509137936
IGSF1,Igsf1,0.9912561,83.87985,1.0,1.818722942870108
CPA4,Cpa4,0.9892749,84.1856,1.0,1.818689871114015
IER3IP1,Ier3ip1,0.9191348,95.1219,1.0,1.818679056073174
CORO2A,Coro2a,0.9887025,84.27080000000001,1.0,1.8186478014864802
RPN1,Rpn1,0.9251119,94.1867,1.0,1.8186463243787991
F13A1,F13a1,0.99369806,83.48545,1.0,1.8185818181104163
PSMD14,Psmd14,0.994435,83.36945,1.0,1.8185705710140827
DCAF17,Dcaf17,0.9501025,90.2792,1.0,1.818536689430897
DLL4,Dll4,0.98702174,84.5204,1.0,1.818518298590246
TSKU,Tsku,0.9847464,84.86580000000001,1.0,1.8184207687779725
ARID4A,Arid4a,0.98037463,85.54429999999999,1.0,1.8183874365585542
CLEC3A,Clec3a,0.98581004,84.6939,1.0,1.818358138905382
PNCK,Pnck,0.9765475,86.13825,1.0,1.8183580318057047
SLC10A3,Slc10a3,0.9780764,85.89625000000001,1.0,1.8183208104572783
RPS6KA3,Rps6ka3,0.8893483,99.7297,1.0,1.8182956652415232
MVB12B,Mvb12b,0.9918469,83.7453,1.0,1.8182830917505624
FBXO46,Fbxo46,0.98489416,84.8207,1.0,1.8181920578359985
PIAS3,Pias3,0.93542874,92.52955,1.0,1.8181446427724817
KIF9,Kif9,0.9565043,89.2405,1.0,1.8181174932260897
COL4A2,Col4a2,0.9935333,83.46629999999999,1.0,1.8181168889687878
GSTM3,Gstm5,0.96031153,88.64185,1.0,1.8180659938938268
FBXO21,Fbxo21,0.9942564,83.3457,1.0,1.818035572217041
CDKAL1,Cdkal1,0.94967145,90.29490000000001,1.0,1.8180025619905824
ITGA3,Itga3,0.9813376,85.35165,1.0,1.8179469071143246
SLC15A1,Slc15a1,0.99278265,83.55685,1.0,1.817842100209495
MMP28,Mmp28,0.98827803,84.25319999999999,1.0,1.8177790522601922
UQCC2,Uqcc2,0.964777,87.9143,1.0,1.8177422584288
HSD11B2,Hsd11b2,0.98763484,84.34755000000001,1.0,1.817717400415146
QDPR,Qdpr,0.975362,86.26075,1.0,1.8177114546788524
PLEKHA5,Plekha5,0.9724939,86.70225,1.0,1.8176519509193447
WDR6,Wdr6,0.9863141,84.5453,1.0,1.8176323765392848
LARP1,Larp1,0.9760993,86.1379,1.0,1.8176297676427375
ABCA4,Abca4,0.9673373,87.50295,1.0,1.8176167214535606
PFDN4,Pfdn4,0.90631783,97.0149,1.0,1.817583941435914
GK2,Gk2,0.9896928,84.01089999999999,1.0,1.8175541987576298
DNAJC22,Dnajc22,0.99277484,83.53014999999999,1.0,1.8175526430689293
B4GALT1,B4galt1,0.9661016,87.689,1.0,1.8175478798977198
TMEM145,Tmem145,0.99041384,83.8911,1.0,1.817477846001693
NAA10,Naa10,0.99063313,83.84555,1.0,1.8173601167791826
PDGFRA,Pdgfra,0.9406241,91.6437,1.0,1.8173596883354652
RBP3,Rbp3,0.98652965,84.4844,1.0,1.817349449169762
ATN1,Atn1,0.92893857,93.4641,1.0,1.8173411201288237
MGAT5B,Mgat5b,0.94849676,90.40605,1.0,1.8172557833742076
GMFB,Gmfb,0.900487,97.8873,1.0,1.8172020365652233
ZBED4,Zbed4,0.9963152,82.94155,1.0,1.8171738770544401
GSR,Gsr,0.97636163,86.04570000000001,1.0,1.817097948893959
ANGPT2,Angpt2,0.9889388,84.0726,1.0,1.816974872072747
RUBCN,Rubcn,0.9866706,84.4202,1.0,1.8169116959599134
RAE1,Rae1,0.96833533,87.27885,1.0,1.8169067968863595
HSF4,Hsf4,0.9740857,86.3821,1.0,1.816906151643384
DCAF8,Dcaf8,0.9767557,85.96440000000001,1.0,1.8168921361993462
TBC1D9B,Tbc1d9b,0.9404967,91.6121,1.0,1.8168260778990444
RGS18,Rgs18,0.98766756,84.2553,1.0,1.8168138372160767
QPCTL,Qpctl,0.983078,84.96745,1.0,1.816777278127513
CDH24,Cdh24,0.9688244,87.18925,1.0,1.8167685213022893
EIF4G1,Eif4g1,0.9390063,91.82815,1.0,1.816656490749908
RABGAP1L,Rabgap1l,0.93065006,93.1288,1.0,1.8166317539828363
SERPINI1,Serpini1,0.97726536,85.8537,1.0,1.8165683814401805
GPSM1,Gpsm1,0.9633416,88.02445,1.0,1.8165636041221784
CXCR3,Cxcr3,0.9813633,85.21175,1.0,1.816537950824018
KDM3B,Kdm3b,0.9282343,93.49625,1.0,1.8165358158300107
TIPRL,Tiprl,0.9065821,96.86959999999999,1.0,1.8165047092990996
PDC,Pdc,0.95716834,88.9811,1.0,1.8165015879389268
ATXN1L,Atxn1l,0.9442033,91.00225,1.0,1.8164957597056213
POLR3A,Polr3a,0.90033954,97.8417,1.0,1.8164908393640076
SLC25A51,Slc25a51,0.9716428,86.72295,1.0,1.8164905410466712
ABI2,Abi2,0.96622103,87.56665000000001,1.0,1.816472424661458
GSX2,Gsx2,0.9486139,90.31219999999999,1.0,1.8164721186333632
TMEM19,Tmem19,0.9704371,86.9048,1.0,1.816426656201996
IKBKB,Ikbkb,0.9424686,91.2659,1.0,1.8164247211697093
SUZ12,Suz12,0.9231694,94.2721,1.0,1.8163911948995204
XAB2,Xab2,0.9102452,96.28139999999999,1.0,1.8163285326261929
RPF2,Rpf2,0.9366747,92.1569,1.0,1.8162953715254915
CSGALNACT2,Csgalnact2,0.93014777,93.1734,1.0,1.8162820881706705
SNX13,Snx13,0.907973,96.62655000000001,1.0,1.81623348742171
STX3,Stx3,0.98601335,84.4565,1.0,1.8162254399929945
DEPTOR,Deptor,0.96636945,87.5177,1.0,1.8162048633251364
TSPAN7,Tspan7,0.95890754,88.6807,1.0,1.816198871619581
CRYZL1,Cryzl1,0.95465136,89.3403,1.0,1.8161564631384968
EEF2K,Eef2k,0.9486869,90.26920000000001,1.0,1.8161443112954239
ANKFN1,Ankfn1,0.9594909,88.58075,1.0,1.8161057304889625
TGM6,Tgm6,0.98567295,84.49625,1.0,1.8160872270781456
NME7,Nme7,0.9812917,85.17515,1.0,1.8160427151691958
C1QL4,C1ql4,0.96115786,88.3131,1.0,1.81602577649108
SLC7A6,Slc7a6,0.958416,88.7379,1.0,1.815997225024128
FILIP1,Filip1,0.93027276,93.12345,1.0,1.815966277794403
ZFAT,Zfat,0.9959728,82.87715,1.0,1.8159525855211778
MTMR12,Mtmr12,0.9654785,87.62205,1.0,1.8158463228208666
BCO1,Bco1,0.9890737,83.9418,1.0,1.81583681718259
KIT,Kit,0.9933541,83.27385000000001,1.0,1.8158318095447097
ALK,Alk,0.96622574,87.5039,1.0,1.815829436863134
PPM1G,Ppm1g,0.92311037,94.21685,1.0,1.815722915612969
CEP135,Cep135,0.99571466,82.8947,1.0,1.8157171945091333
ENO2,Eno2,0.8963584,98.3871,1.0,1.8157090614746931
FKBP5,Fkbp5,0.9723842,86.52805000000001,1.0,1.8156684559870653
NEXN,Nexn,0.95023173,89.979,1.0,1.8156330991810483
INPPL1,Inppl1,0.9547005,89.2799,1.0,1.815609673534543
NTN4,Ntn4,0.9461909,90.6051,1.0,1.8155915278815704
ITGB8,Itgb8,0.9693989,86.97935000000001,1.0,1.8155210751306528
MRPL28,Mrpl28,0.977141,85.77029999999999,1.0,1.815502614683457
ZBTB12,Zbtb12,0.901249,97.6035,1.0,1.815491526456698
OXT,Oxt,0.9730519,86.4,1.0,1.8154203274231078
FERMT2,Fermt2,0.9078256,96.5708,1.0,1.8154171502837675
IPO5,Ipo5,0.94813055,90.27905,1.0,1.8153469490523175
COMMD9,Commd9,0.9675791,87.24504999999999,1.0,1.815333704411717
SLC22A6,Slc22a6,0.9753737,86.0292,1.0,1.8153296207034986
HS3ST3A1,Hs3st3a1,0.98391616,84.6867,1.0,1.8152215239740683
CASQ2,Casq2,0.99202585,83.42095,1.0,1.8152094958463059
PHYKPL,Phykpl,0.9813899,85.0793,1.0,1.815207692503873
DGKH,Dgkh,0.9835861,84.73495,1.0,1.8151881578971731
TNFSF11,Tnfsf11,0.9900215,83.7285,1.0,1.815157658626005
SNRPD1,Snrpd1,0.88562775,100.0,1.0,1.8150829168229745
MAP2K1,Map2k1,0.9769697,85.7543,1.0,1.8150597716216494
ATXN7L2,Atxn7l2,0.9722913,86.4832,1.0,1.8150532457627406
YIF1A,Yif1a,0.9751403,86.03790000000001,1.0,1.815042470205865
MMAB,Mmab,0.9854513,84.42535000000001,1.0,1.814993767133901
LRIG1,Lrig1,0.9917873,83.43295,1.0,1.8149482339614122
SYT2,Syt2,0.89849794,97.97985,1.0,1.8149457628074637
NQO1,Nqo1,0.9721057,86.4964,1.0,1.8148900335359373
BAHD1,Bahd1,0.9563331,88.9556,1.0,1.8148868104699696
PEX13,Pex13,0.9426209,91.08965,1.0,1.814843564634372
CCR9,Ccr9,0.9810074,85.0948,1.0,1.8147499855031892
TPM2,Tpm2,0.9948688,82.93145000000001,1.0,1.814730665655281
IPO7,Ipo7,0.8891022,99.422,1.0,1.8147074922665343
ASNS,Asns,0.93529606,92.217,1.0,1.8146895579622573
SRF,Srf,0.95642096,88.92240000000001,1.0,1.8146846363834008
FARS2,Fars2,0.98764527,84.0355,1.0,1.81449887532262
HDDC2,Hddc2,0.95996195,88.35105,1.0,1.8144857398944767
EIF4G2,Eif4g2,0.90664154,96.6642,1.0,1.8144711875058932
ALAS1,Alas1,0.9363446,92.0321,1.0,1.8144677286645858
KRT79,Krt79,0.9887879,83.85335,1.0,1.814457680174169
LURAP1,Lurap1,0.9925671,83.2636,1.0,1.8144531395702024
TLE3,Tle3,0.9773533,85.6317,1.0,1.8144088258773996
PIGM,Pigm,0.98746574,84.05189999999999,1.0,1.8143786550254741
CETN3,Cetn3,0.9326534,92.5949,1.0,1.814335122602615
UTRN,Utrn,0.96867484,86.97555,1.0,1.8143110392254425
HOXA5,Hoxa5,0.9807214,85.09559999999999,1.0,1.8142958844657615
PHF1,Phf1,0.9704359,86.6959,1.0,1.8142588050118296
JMJD1C,Jmjd1c,0.98885584,83.81805,1.0,1.8142015269135618
PPFIBP2,Ppfibp2,0.95788205,88.64670000000001,1.0,1.8141883746278427
SLC35A4,Slc35a4,0.964227,87.6543,1.0,1.8141573115266625
PLEKHB1,Plekhb1,0.9773866,85.5967,1.0,1.814099778233651
DRD3,Drd3,0.98678404,84.12790000000001,1.0,1.8140644855038452
ACP2,Acp2,0.96131974,88.09615,1.0,1.814038124002395
TTBK2,Ttbk2,0.95277107,89.42505,1.0,1.8139951734689665
HIPK1,Hipk1,0.9468317,90.35034999999999,1.0,1.8139862609104582
B4GALT2,B4galt2,0.94686466,90.34165,1.0,1.8139493464814804
FADS3,Fads3,0.95164406,89.58850000000001,1.0,1.8138677377187231
IFT20,Ift20,0.9465367,90.38165000000001,1.0,1.813833838200293
PKP4,Pkp4,0.9434994,90.85235,1.0,1.8138035279522406
LRMDA,Lrmda,0.95387286,89.23464999999999,1.0,1.813802412109295
LRRC8C,Lrrc8c,0.9015454,97.3848,1.0,1.8137032172644578
ZNF24,Zfp24,0.91787505,94.837,1.0,1.8136884407892984
CHRNA2,Chrna2,0.9843003,84.4782,1.0,1.813680825335065
PGAP3,Pgap3,0.97293466,86.25,1.0,1.8136755518172647
SPATS2L,Spats2l,0.97668314,85.64905,1.0,1.8135052205851225
MSH4,Msh4,0.98516166,84.32305,1.0,1.8134648225592485
FGB,Fgb,0.9927685,83.1364,1.0,1.8134599251531558
CEP112,Cep112,0.9842892,84.45855,1.0,1.8134591446391313
USP7,Usp7,0.9119647,95.73634999999999,1.0,1.8134573927750135
TIGD3,Tigd3,0.9888567,83.74080000000001,1.0,1.8134019760697222
SREK1IP1,Srek1ip1,0.9451494,90.5547,1.0,1.8133851084223123
BOP1,Bop1,0.9921342,83.22805,1.0,1.8133846523097539
CACNG1,Cacng1,0.9840082,84.4948,1.0,1.813380679127315
MRPL16,Mrpl16,0.98165566,84.8606,1.0,1.8133698455479559
PPA1,Ppa1,0.9863047,84.1345,1.0,1.813357933986669
CUEDC1,Cuedc1,0.96927077,86.78989999999999,1.0,1.8133496685503718
FAM76B,Fam76b,0.97359115,86.11505,1.0,1.8133377589021427
SRR,Srr,0.9694006,86.76605,1.0,1.8133122926114482
RSU1,Rsu1,0.9007282,97.4729,1.0,1.8132954305911269
ADAM23,Adam23,0.98461545,84.39179999999999,1.0,1.8132945396544056
TTLL7,Ttll7,0.9660416,87.2876,1.0,1.81328908971127
PPP1R10,Ppp1r10,0.9338421,92.30664999999999,1.0,1.8132683489263832
SNX27,Snx27,0.9636876,87.6523,1.0,1.8132644906621302
COG4,Cog4,0.9242892,93.79585,1.0,1.813263809645456
PIK3CD,Pik3cd,0.95144624,89.55965,1.0,1.8132487869699532
UTP11,Utp11,0.98670894,84.06045,1.0,1.8132437330648639
HOXD3,Hoxd3,0.93583596,91.98195,1.0,1.8131254121083333
GNPDA2,Gnpda2,0.9882447,83.8081,1.0,1.81311029216603
ZSWIM4,Zswim4,0.98960274,83.5963,1.0,1.8131099486663078
ZDHHC12,Zdhhc12,0.99313164,83.04505,1.0,1.8130999057066
USF3,Usf3,0.9928829,83.083,1.0,1.8130912230141019
ANAPC5,Anapc5,0.94612926,90.36404999999999,1.0,1.8129926225286859
TSSK4,Tssk4,0.9734839,86.0947,1.0,1.8129533682674288
PIGO,Pigo,0.99202263,83.2015,1.0,1.812928994573824
TMEM132D,Tmem132d,0.9935097,82.9691,1.0,1.8129236782790197
CHL1,Chl1,0.9859544,84.14495,1.0,1.8128999276402402
PFKFB4,Pfkfb4,0.9020293,97.2281,1.0,1.8128608786698424
RDH12,Rdh12,0.9735451,86.076,1.0,1.8128584296425065
CDKL2,Cdkl2,0.98002887,85.0618,1.0,1.8128257800964143
MXD1,Mxd1,0.96427774,87.5157,1.0,1.812802317723881
PIF1,Pif1,0.9735243,86.0728,1.0,1.8127916227239793
CELSR3,Celsr3,0.9386952,91.5016,1.0,1.8127677878349457
SLC22A3,Slc22a3,0.9724616,86.2322,1.0,1.8127261702119548
OCLN,Ocln,0.9511717,89.54945000000001,1.0,1.8126991642021328
ITPKA,Itpka,0.98390925,84.4397,1.0,1.812649413698178
NRG1,Nrg1,0.9786016,85.25845000000001,1.0,1.8125571169639088
KLHL36,Klhl36,0.97432643,85.92405,1.0,1.8125462150935874
DBNL,Dbnl,0.97562593,85.71530000000001,1.0,1.812482848933826
SEZ6L,Sez6l,0.9929545,83.00815,1.0,1.8124309259325624
OTUD4,Otud4,0.96250385,87.74835,1.0,1.8123465047372713
MRPS25,Mrps25,0.9621472,87.79365,1.0,1.8122395626995367
RSRC1,Rsrc1,0.96831065,86.82714999999999,1.0,1.812183591899939
GPR157,Gpr157,0.97540104,85.7191,1.0,1.8121586530883464
DENND2C,Dennd2c,0.9890037,83.5962,1.0,1.8121404032997583
ZNF654,Zfp654,0.9594971,88.18,1.0,1.8119607096387744
ARHGAP28,Arhgap28,0.98096615,84.8319,1.0,1.8119575014928826
PIM1,Pim1,0.9205434,94.2492,1.0,1.8119081316717072
AARS2,Aars2,0.9930931,82.93445,1.0,1.8118908756873315
PDLIM3,Pdlim3,0.99142236,83.1871,1.0,1.8118091957275886
CCT6B,Cct6b,0.98985577,83.4275,1.0,1.811768892025017
SP3,Sp3,0.9666871,87.03450000000001,1.0,1.8117085290318655
TASL,Tasl,0.99162763,83.14065,1.0,1.8116594680667735
STK17B,Stk17b,0.9352056,91.9355,1.0,1.811624664817581
TMC2,Tmc2,0.99394387,82.7738,1.0,1.8116007263967364
TUFM,Tufm,0.95026296,89.58135,1.0,1.811560687359774
COL1A2,Col1a2,0.9587262,88.25229999999999,1.0,1.8114639621990751
SORL1,Sorl1,0.9386286,91.38335000000001,1.0,1.8114340747992483
UBE2S,Ube2s,0.93819046,91.4433,1.0,1.8113472760735103
APH1B,Aph1b,0.9731054,85.9922,1.0,1.811278684076702
RAD1,Rad1,0.9448816,90.39259999999999,1.0,1.811271457387316
BHLHE40,Bhlhe40,0.9432604,90.64415,1.0,1.811258467112738
MED15,Med15,0.9389642,91.3127,1.0,1.8112441507232857
VCPKMT,Vcpkmt,0.94074726,91.0289,1.0,1.811184457487471
GSTP1,Gstp1,0.9748256,85.7143,1.0,1.811178533033549
PTGIS,Ptgis,0.97427404,85.8003,1.0,1.8111784513831626
TOP3A,Top3a,0.96640766,87.02605,1.0,1.8111691284025806
PARD3B,Pard3b,0.9841508,84.2543,1.0,1.8111176849129067
BIN1,Bin1,0.97385025,85.8599,1.0,1.8111112244144558
DEPDC7,Depdc7,0.98960865,83.39875,1.0,1.811071271443637
ARHGEF12,Arhgef12,0.9524806,89.1839,1.0,1.8110252663360473
SRC,Src,0.977293,85.29955,1.0,1.8108675465510977
JAKMIP3,Jakmip3,0.9855751,84.00765,1.0,1.8108631376600344
NFKBIE,Nfkbie,0.989283,83.42795000000001,1.0,1.8108475216415403
PAGR1,Gm42742,0.9702735,86.3909,1.0,1.810833949560615
SMAP1,Smap1,0.94737834,89.9534,1.0,1.8107544050723225
ENTPD2,Entpd2,0.99043804,83.2323,1.0,1.810686420262794
DARS2,Dars2,0.98168296,84.5949,1.0,1.8106591600857316
BAALC,Baalc,0.98901427,83.4483,1.0,1.8106240399398563
B3GALT1,B3galt1,0.882861,100.0,1.0,1.8106097246672017
CPN1,Cpn1,0.98644024,83.8432,1.0,1.810556822269447
SAP18,Sap18,0.93005913,92.62424999999999,1.0,1.8104450963868306
NDUFAF8,Ndufaf8,0.97432643,85.71825,1.0,1.810412445356995
EARS2,Ears2,0.97954667,84.8948,1.0,1.8103146900157523
ST6GALNAC3,St6galnac3,0.973072,85.9016,1.0,1.8102853276777093
NDEL1,Ndel1,0.98796886,83.57275,1.0,1.8102241737410862
MSL3,Msl3,0.9709672,86.2238,1.0,1.8102229798529783
USP30,Usp30,0.9483623,89.7486,1.0,1.8102218382968416
MYEF2,Myef2,0.9776115,85.1876,1.0,1.8102217702553556
SC5D,Sc5d,0.98550475,83.9465,1.0,1.8101153843495696
RALGAPA1,Ralgapa1,0.9353191,91.7717,1.0,1.8101098614314846
BECN1,Becn1,0.9146555,94.9915,1.0,1.8100850587272324
ZNF365,Zfp365,0.9777072,85.15350000000001,1.0,1.810022940273367
MRPS21,Mrps21,0.9414571,90.8046,1.0,1.8100065229897795
PSTPIP1,Pstpip1,0.99071044,83.11994999999999,1.0,1.80996196370537
RARA,Rara,0.9630276,87.43039999999999,1.0,1.8098967266500559
RAF1,Raf1,0.90566325,96.37485000000001,1.0,1.8098894893071695
WFS1,Wfs1,0.96826905,86.611,1.0,1.8098752540480634
ZNRD2,Znrd2,0.9500749,89.4472,1.0,1.809865747783801
TUBAL3,Tubal3,0.99021333,83.1839,1.0,1.8098212968725822
ALOX12,Alox12,0.97134936,86.1237,1.0,1.8098029898265076
SNRNP48,Snrnp48,0.9639306,87.2789,1.0,1.8097858899098185
TNK2,Tnk2,0.9525267,89.0532,1.0,1.8097446792873915
G6PC3,G6pc3,0.98239005,84.3931,1.0,1.809710063340074
KHK,Khk,0.9833839,84.2302,1.0,1.8096279127919601
SORD,Sord,0.99003243,83.1933,1.0,1.8096262844017024
CD9,Cd9,0.9788857,84.9293,1.0,1.8096037569637589
HEPH,Heph,0.98724943,83.62465,1.0,1.8095991306344192
FBH1,Fbh1,0.95044047,89.36064999999999,1.0,1.8095594243070396
SAG,Sag,0.96157485,87.6243,1.0,1.8095583558032484
IRX3,Irx3,0.98438364,84.0663,1.0,1.8095449168341555
PHKG2,Phkg2,0.9277378,92.89439999999999,1.0,1.8094930065053167
SEC14L4,Sec14l4,0.9907582,83.06665000000001,1.0,1.8094865569810255
PHLDB1,Phldb1,0.96099186,87.70495,1.0,1.8094519894240528
SLC31A1,Slc31a1,0.94179296,90.69550000000001,1.0,1.8094183630714284
ANO6,Ano6,0.965668,86.97055,1.0,1.8093978364434897
PDE3A,Pde3a,0.98551893,83.8738,1.0,1.809384544033331
PYCR1,Pycr1,0.9792092,84.8509,1.0,1.809313916667391
TRIM66,Trim66,0.99524087,82.34905,1.0,1.8092937932296465
RBM17,Rbm17,0.8899838,98.76175,1.0,1.8092872493423893
SLC5A12,Slc5a12,0.9921472,82.82849999999999,1.0,1.809263067286269
SMARCD3,Smarcd3,0.96924293,86.39755,1.0,1.809236705568487
TRAM1,Tram1,0.9277494,92.8441,1.0,1.8089902419744583
PIK3C2B,Pik3c2b,0.9210575,93.8763,1.0,1.8088730207406516
VWA8,Vwa8,0.9794026,84.77699999999999,1.0,1.8088603916601915
ITGA1,Itga1,0.98189324,84.38825,1.0,1.808856551324404
COQ10B,Coq10b,0.99041075,83.0579,1.0,1.8088340895259587
LRRC15,Lrrc15,0.9867637,83.62095,1.0,1.8087754558028122
ARHGAP21,Arhgap21,0.9718385,85.94625,1.0,1.8087539835320219
DGKI,Dgki,0.96768457,86.5934,1.0,1.808747805815055
DOLPP1,Dolpp1,0.9233814,93.50145,1.0,1.8087437181379051
TWNK,Twnk,0.9711712,86.04825,1.0,1.8087326679301992
GPR68,Gpr68,0.9863806,83.67320000000001,1.0,1.8086978090515888
TTPAL,Ttpal,0.923725,93.43090000000001,1.0,1.8085677650210652
CPA2,Cpa2,0.98228776,84.29835,1.0,1.8085622998986257
PSMB6,Psmb6,0.9640758,87.12809999999999,1.0,1.8084571242933536
EPHB3,Ephb3,0.90464073,96.38640000000001,1.0,1.8083560643367282
PWWP2A,Pwwp2a,0.9682483,86.46719999999999,1.0,1.808350763026403
SERPINE2,Serpine2,0.9863613,83.6414,1.0,1.8083368975739558
CCNG2,Ccng2,0.98376393,84.04495,1.0,1.8083216292296367
MYBPHL,Mybphl,0.9872603,83.49805,1.0,1.8083040943621262
CHRD,Chrd,0.9754998,85.32175000000001,1.0,1.808198532044337
MTTP,Mttp,0.9870707,83.5135,1.0,1.8081577434506797
ATP8B2,Atp8b2,0.91497236,94.75415000000001,1.0,1.8081364622007634
MDH2,Mdh2,0.9154774,94.6746,1.0,1.808128206523186
PMP22,Pmp22,0.96148735,87.5,1.0,1.808128124882894
DLL3,Dll3,0.9953294,82.2222,1.0,1.808121723097428
TANC2,Tanc2,0.90063053,96.98835,1.0,1.8081136232866086
PCM1,Pcm1,0.9645686,87.0141,1.0,1.8080718958634021
MPP4,Mpp4,0.99250454,82.65175,1.0,1.8080082287233141
TACR2,Tacr2,0.9886455,83.2497,1.0,1.8079687055985665
ALDH1A3,Aldh1a3,0.91876507,94.1406,1.0,1.8079070016424743
COL6A6,Col6a6,0.9956009,82.1555,1.0,1.8078691184873028
AURKB,Aurkb,0.9815331,84.3478,1.0,1.8078548960436631
NSMCE1,Nsmce1,0.9414268,90.6015,1.0,1.807851759254143
DBN1,Dbn1,0.952979,88.7992,1.0,1.8078424277253085
SART3,Sart3,0.9722634,85.79205,1.0,1.807842176069768
EMC7,Emc7,0.95808536,87.99535,1.0,1.8077637710387666
ALKBH6,Alkbh6,0.9735201,85.58160000000001,1.0,1.8076919863586665
RAB11A,Rab11a,0.9632594,87.1805,1.0,1.8076804873044008
FANK1,Fank1,0.95266974,88.8246,1.0,1.807605777694063
ANKRD1,Ankrd1,0.97885513,84.74074999999999,1.0,1.8075994135991182
COL4A1,Col4a1,0.94459635,90.07975,1.0,1.8075665918708759
DMRT2,Dmrt2,0.98565316,83.67535000000001,1.0,1.8075439990930398
SRCAP,Srcap,0.9703097,86.0651,1.0,1.807514526211929
SLC24A5,Slc24a5,0.9750875,85.31475,1.0,1.807459361501552
RORC,Rorc,0.9770283,85.01135,1.0,1.8074514810442894
DKK3,Dkk3,0.99375004,82.40360000000001,1.0,1.8074490511402552
EMC8,Emc8,0.92848426,92.57075,1.0,1.8073442001836626
RNF114,Rnf114,0.9495873,89.27834999999999,1.0,1.8073267460396698
CLASP2,Clasp2,0.96540385,86.8115,1.0,1.8073217095344551
LTN1,Ltn1,0.9874958,83.36195000000001,1.0,1.807273734996989
DPP3,Dpp3,0.93392706,91.71345,1.0,1.807255310059364
WDR19,Wdr19,0.9639795,87.02510000000001,1.0,1.807233507874138
STX8,Stx8,0.92151445,93.6441,1.0,1.8072043132917162
TRIM36,Trim36,0.92608637,92.9307,1.0,1.8071993923826462
UBXN2B,Ubxn2b,0.9756809,85.1964,1.0,1.8071916783597377
TOP2B,Top2b,0.90315557,96.50555,1.0,1.8071902732124954
AGXT2,Agxt2,0.97824764,84.7953,1.0,1.8071828271287314
FAM3C,Fam3c,0.9604775,87.56515,1.0,1.8071709183630804
