rhesus_macaque gene name,human gene name,correlation,identical_scores,orthology confidence,combo_score
FOXJ2,FOXJ2,0.99897856,97.59665000000001,1.0,1.9665536473351222
CACNG1,CACNG1,0.9979864,97.7477,1.0,1.9665498473248109
AGPS,AGPS,0.9901814,98.93799999999999,1.0,1.9665465935865543
PPP1R14C,PPP1R14C,0.9991115,97.5758,1.0,1.966546176314628
TEK,TEK,0.99312353,98.4875,1.0,1.966524156188608
SYNGAP1,SYNGAP1,0.99295545,98.5108,1.0,1.9664936019208104
SLC10A4,SLC10A4,0.9989529,97.5946,1.0,1.9664757176412282
AIF1,AIF1,0.98763484,99.3197,1.0,1.966458474783582
NEXN,NEXN,0.9938577,98.3704,1.0,1.9664573587135985
GNE,GNE,0.997527,97.80590000000001,1.0,1.9663946781055637
LTA,LTA,0.9991167,97.561,1.0,1.9663631566102056
SYCE3,SYCE3,0.99801666,97.7273,1.0,1.9663436028642252
CDH4,CDH4,0.9909874,98.7991,1.0,1.9663381124930042
AXL,AXL,0.9962713,97.9866,1.0,1.9662530329369385
MSH4,MSH4,0.99813837,97.7018,1.0,1.9662529899921508
SKOR1,SKOR1,0.99700564,97.87455,1.0,1.966252560020779
PRCD,PRCD,0.9952113,98.1481,1.0,1.9662505645272348
CDK1,CDK1,0.9896614,98.9899,1.0,1.9661883225863679
IFITM5,IFITM5,0.99793184,97.7273,1.0,1.9661745465952354
CITED2,CITED2,0.99725026,97.83109999999999,1.0,1.9661723779493934
CASKIN1,CASKIN1,0.99745023,97.79655,1.0,1.9661194948396277
LRFN1,LRFN1,0.99918276,97.52995000000001,1.0,1.9660891077520162
AVL9,AVL9,0.9910563,98.7654,1.0,1.9660350979154293
RTL6,RTL6,0.99667025,97.908,1.0,1.9660211619615744
PPM1L,PPM1L,0.98477465,99.7222,1.0,1.9660170371851469
FASTK,FASTK,0.9960725,97.9964,1.0,1.9659848525912942
SNRPC,SNRPC,0.98292375,100.0,1.0,1.9659578434813998
ARFGEF3,ARFGEF3,0.9975464,97.76885,1.0,1.9659492314756772
PALMD,PALMD,0.9983786,97.6407,1.0,1.9659334347439934
FRA10AC1,FRA10AC1,0.9974718,97.7778,1.0,1.9659174898771634
PAIP2,PAIP2,0.9906251,98.8189,1.0,1.9658747221634008
PMCH,PMCH,0.9987543,97.5758,1.0,1.9658342345640594
HTRA3,HTRA3,0.9915441,98.6755,1.0,1.965832664239889
DEK,DEK,0.98984605,98.9333,1.0,1.9658167890038878
S1PR1,S1PR1,0.99484533,98.1675,1.0,1.965774632862182
SOST,SOST,0.9982039,97.6526,1.0,1.9657407281522064
MYBL1,MYBL1,0.99281204,98.47415,1.0,1.9657288823412822
H2BC14,H2BC14,0.998403,97.619,1.0,1.9656985241866791
ADAMTSL2,ADAMTSL2,0.99823487,97.64405,1.0,1.9656907366046408
PGBD4,PGBD4,0.99850243,97.60305,1.0,1.9656882895385612
FAM193A,FAM193A,0.9922795,98.54995,1.0,1.9656579065360087
DACH2,DACH2,0.9937092,98.3306,1.0,1.9656413347484487
CAB39L,CAB39L,0.989591,98.95875000000001,1.0,1.9656409861974338
OTOS,OTOS,0.9974945,97.7528,1.0,1.9656360716321144
GJC2,GJC2,0.9991302,97.50049999999999,1.0,1.9655995416058625
C2CD2L,C2CD2L,0.99388355,98.3003,1.0,1.9655929204994842
MRC1,MRC1,0.99579316,98.0082,1.0,1.9655822794836082
PSKH1,PSKH1,0.9842792,99.7642,1.0,1.9655783390705373
OPRL1,OPRL1,0.99513566,98.1081,1.0,1.9655771458435727
DOC2B,DOC2B,0.9955093,98.05109999999999,1.0,1.965577065040046
BARX2,BARX2,0.9991649,97.491,1.0,1.965544571231547
EN1,EN1,0.99927104,97.47399999999999,1.0,1.9655339906002314
POC1A,POC1A,0.997182,97.7887,1.0,1.9654823089223155
FBXO38,FBXO38,0.98432606,99.7475,1.0,1.9654535263483057
TSNAX,TSNAX,0.9894512,98.9655,1.0,1.9654505470470565
ALDOA,ALDOA,0.98579437,99.5215,1.0,1.9654270167485237
ENPP4,ENPP4,0.9985753,97.5717,1.0,1.965423893869686
GYS2,GYS2,0.9984978,97.5818,1.0,1.9654013986820549
ARC,ARC,0.9991929,97.4747,1.0,1.9653873948961635
ZBTB39,ZBTB39,0.9982842,97.6124,1.0,1.9653755029936972
OXGR1,OXGR1,0.9981831,97.6261,1.0,1.9653530095526164
MED19,MED19,0.9853061,99.5902,1.0,1.9653515042624963
ACTL8,ACTL8,0.9987301,97.541,1.0,1.9653312875713889
SND1,SND1,0.985476,99.5604,1.0,1.965300753878894
EZR,EZR,0.9991276,97.47625,1.0,1.9652774973360565
STOML3,STOML3,0.9983463,97.5945,1.0,1.965265385612689
MYT1L,MYT1L,0.9855966,99.5361,1.0,1.9652236084229746
TSTD1,TSTD1,0.99395037,98.2609,1.0,1.965211281295058
MAFA,MAFA,0.9992594,97.4504,1.0,1.9652024217562973
TRIM33,TRIM33,0.9962768,97.90520000000001,1.0,1.9652003835367524
AP1B1,AP1B1,0.98737144,99.2624,1.0,1.9651847781433238
TPM3,TPM3,0.9825238,100.0,1.0,1.9651606959362153
CDH10,CDH10,0.98584455,99.4924,1.0,1.965146796814301
DUSP7,DUSP7,0.98720026,99.284,1.0,1.965125832192106
SLC5A8,SLC5A8,0.99913603,97.46115,1.0,1.9650969954584983
CORO2A,CORO2A,0.99871904,97.5238,1.0,1.9650845002139663
LSM10,LSM10,0.9984733,97.561,1.0,1.9650807844872613
ANOS1,ANOS1,0.99840164,97.5718,1.0,1.9650790756454297
WDR35,WDR35,0.9944586,98.17314999999999,1.0,1.965077659954352
PKP1,PKP1,0.99969065,97.3721,1.0,1.9650388484367052
PDE5A,PDE5A,0.986948,99.3143,1.0,1.965018962617479
TRIM3,TRIM3,0.9868428,99.328,1.0,1.964988297392587
ZSCAN16,ZSCAN16,0.9974943,97.7011,1.0,1.9649601359434805
FAM83B,FAM83B,0.9992738,97.4283,1.0,1.9649423534265762
AFP,AFP,0.9974597,97.7011,1.0,1.9648911740605868
OR52A5,OR52A5,0.9989812,97.4684,1.0,1.9648831329850147
NLRP3,NLRP3,0.9953726,98.0184,1.0,1.9648773318820623
BRPF1,BRPF1,0.99478537,98.1066,1.0,1.9648593768169806
PNMA8C,PNMA8C,0.99843717,97.549,1.0,1.9648519753624423
IRGQ,IRGQ,0.99920076,97.4318,1.0,1.9648425087709778
JOSD2,JOSD2,0.9963112,97.8723,1.0,1.9648390595728424
MAGI2,MAGI2,0.9884434,99.07135,1.0,1.9648249697323144
TLL2,TLL2,0.9991274,97.4384,1.0,1.9647825324085586
CPO,CPO,0.9981073,97.5936,1.0,1.9647772705771875
SFT2D1,SFT2D1,0.998796,97.4843,1.0,1.9647217645779924
KCNA5,KCNA5,0.99734575,97.70535,1.0,1.9647195908082087
SMIM35,SMIM35,0.997713,97.6471,1.0,1.9646904408794588
SSC4D,SSC4D,0.99938774,97.3913,1.0,1.9646859894967137
FAM50B,FAM50B,0.99841464,97.5385,1.0,1.964669872363883
SAFB,SAFB,0.9865468,99.3457,1.0,1.9646296111765715
CCN2,CCN2,0.99915856,97.4212,1.0,1.96461989449321
CUX1,CUX1,0.99617684,97.87545,1.0,1.9646124236529858
FOSB,FOSB,0.9841835,99.7041,1.0,1.9646023021726777
CDCA3,CDCA3,0.9920189,98.5075,1.0,1.9645838278682417
DSCC1,DSCC1,0.9972477,97.7099,1.0,1.9645836180763583
NUDT12,NUDT12,0.994998,98.0519,1.0,1.9645684369900187
SLC16A8,SLC16A8,0.9991255,97.4206,1.0,1.9645461621234714
TUBGCP3,TUBGCP3,0.9879925,99.118,1.0,1.964535824161136
FRAT1,FRAT1,0.99864215,97.491,1.0,1.9645026687956297
HEPHL1,HEPHL1,0.9991596,97.4116,1.0,1.9644965291188283
MSGN1,MSGN1,0.999168,97.4093,1.0,1.9644832184038696
KRTDAP,KRTDAP,0.98880273,98.9899,1.0,1.96447689195098
ITGA8,ITGA8,0.9988235,97.46,1.0,1.9644590598360203
PROKR1,PROKR1,0.99884933,97.4555,1.0,1.9644517429097625
GUCY2C,GUCY2C,0.9974296,97.6701,1.0,1.9644261202993043
CALHM5,CALHM5,0.99809045,97.56915000000001,1.0,1.964424211079653
LOXL3,LOXL3,0.9899879,98.8048,1.0,1.9644204699907009
IGDCC4,IGDCC4,0.99943495,97.36,1.0,1.9643711037439364
CRLF1,CRLF1,0.98756164,99.16975,1.0,1.9643532597275684
NKX3-2,NKX3-2,0.99784625,97.5976,1.0,1.9643092330463736
PRSS56,PRSS56,0.99949,97.3466,1.0,1.9643057340452765
PAK5,PAK5,0.9992453,97.37955,1.0,1.9642485586172636
LEO1,LEO1,0.98599803,99.3994,1.0,1.9642375178371538
PTPN1,PTPN1,0.9971231,97.7011,1.0,1.9642202905408745
PPP1R3C,PPP1R3C,0.99858224,97.4763,1.0,1.9641911838261454
USH1C,USH1C,0.9958842,97.8865,1.0,1.9641735422151525
SP7,SP7,0.99115217,98.6079,1.0,1.9641682073889735
PCSK1N,PCSK1N,0.99837697,97.50515,1.0,1.9641590244690912
ABI1,ABI1,0.999429,97.3425,1.0,1.9641305812752228
HPCAL4,HPCAL4,0.98199046,100.0,1.0,1.9640976863806499
OXT,OXT,0.9977215,97.6,1.0,1.9640919511298116
PPP1R17,PPP1R17,0.9946339,98.0645,1.0,1.9640073803851816
SF3A3,SF3A3,0.99824417,97.5133,1.0,1.9640008302180605
CDK19,CDK19,0.9845438,99.6016,1.0,1.9639811082918417
PLXDC2,PLXDC2,0.9955572,97.9206,1.0,1.9639673596286071
ZBTB17,ZBTB17,0.98805517,99.0646,1.0,1.9639629827837202
GPR151,GPR151,0.9991274,97.3747,1.0,1.9639501975721445
CD9,CD9,0.9905381,98.6842,1.0,1.963941265913413
TMEM267,TMEM267,0.99409026,98.1395,1.0,1.9639038277853191
MOV10,MOV10,0.9884244,99.003,1.0,1.9638940065174386
DGCR2,DGCR2,0.9926119,98.3636,1.0,1.9638854802353722
COL11A1,COL11A1,0.98513705,99.5017,1.0,1.9638581841002032
RNF41,RNF41,0.98186445,100.0,1.0,1.9638465335811282
PTH,PTH,0.99894845,97.3913,1.0,1.9638104326893029
COQ8A,COQ8A,0.9960258,97.8362,1.0,1.9637985237326312
ANKRD34C,ANKRD34C,0.9989862,97.3832,1.0,1.9637798343982231
FOXD2,FOXD2,0.99903905,97.3737,1.0,1.9637610391156564
NEK2,NEK2,0.9921311,98.427,1.0,1.9637556039917985
ID3,ID3,0.99833137,97.479,1.0,1.9637264498113662
RAB3C,RAB3C,0.9989311,97.38735,1.0,1.9637242394922094
TMEM238,TMEM238,0.998598,97.4367,1.0,1.963705162720311
MYMK,MYMK,0.9877224,99.095,1.0,1.9636969539267901
ANKRD39,ANKRD39,0.9978598,97.5484,1.0,1.9636933689326481
GEMIN5,GEMIN5,0.9978397,97.5498,1.0,1.9636716003341215
CLSTN2,CLSTN2,0.9948185,98.0105,1.0,1.9636697199972675
NOS1,NOS1,0.9974993,97.60130000000001,1.0,1.9636660667348425
SLC9A8,SLC9A8,0.9917163,98.48335,1.0,1.9636651548457174
PAX3,PAX3,0.9817262,100.0,1.0,1.9635709850172534
KIF23,KIF23,0.9871028,99.1786,1.0,1.9635543758195984
SDHAF1,SDHAF1,0.9988105,97.3913,1.0,1.9635354820608288
RRAGD,RRAGD,0.98498356,99.5,1.0,1.9635300474003547
CLDN20,CLDN20,0.9966688,97.7169,1.0,1.963521267431228
MAP3K7,MAP3K7,0.9891011,98.87095,1.0,1.9635173206606344
SEZ6L2,SEZ6L2,0.98666894,99.2416,1.0,1.9635128299426925
SLC6A14,SLC6A14,0.9990508,97.352,1.0,1.9635009156156076
MAPK11,MAPK11,0.98349154,99.7253,1.0,1.963500153635629
TRIM50,TRIM50,0.99849415,97.436,1.0,1.9634890308790656
ZFHX3,ZFHX3,0.9900547,98.71979999999999,1.0,1.963442959392666
PCP2,PCP2,0.9961202,97.7941,1.0,1.9634365752241587
SLCO5A1,SLCO5A1,0.994788,97.9953,1.0,1.9634103193877688
TMEM74,TMEM74,0.99883026,97.3771,1.0,1.9633893220430947
KIFC2,KIFC2,0.99738187,97.598,1.0,1.9633888955006542
PANX3,PANX3,0.9983575,97.449,1.0,1.9633865355563245
SRGAP3,SRGAP3,0.99977696,97.23155,1.0,1.9633743805542192
PIWIL2,PIWIL2,0.9984717,97.4306,1.0,1.963373726382783
SLC17A2,SLC17A2,0.9980825,97.4895,1.0,1.96336762058399
JARID2,JARID2,0.995248,97.92145,1.0,1.9633621940509751
TRMT6,TRMT6,0.9908458,98.5916,1.0,1.9633445921870236
CCDC174,CCDC174,0.9942429,98.0728,1.0,1.9633365230379938
WDR70,WDR70,0.99063027,98.62195,1.0,1.9633115831606838
CDC42BPG,CDC42BPG,0.9991153,97.32515000000001,1.0,1.9632786367133175
GCH1,GCH1,0.9894419,98.8,1.0,1.9632695084526681
METTL13,METTL13,0.99282736,98.2833,1.0,1.9632656790200782
ZNF622,ZNF622,0.9980648,97.4843,1.0,1.9632643966944103
NDUFS1,NDUFS1,0.9904367,98.64654999999999,1.0,1.9632472107402301
GHITM,GHITM,0.99865645,97.3913,1.0,1.9632284422325115
PUM1,PUM1,0.981548,100.0,1.0,1.9632158113891705
KCNQ3,KCNQ3,0.98680705,99.1973,1.0,1.963209254364032
HSBP1,HSBP1,0.99016917,98.6842,1.0,1.963205944888673
POLR1C,POLR1C,0.9891184,98.8439,1.0,1.9631983532924266
SPAST,SPAST,0.98899156,98.86205000000001,1.0,1.9631827028341768
NIBAN2,NIBAN2,0.99909,97.319,1.0,1.963147851970016
JAK1,JAK1,0.9849186,99.4801,1.0,1.963140551484025
CACNA1C,CACNA1C,0.9956742,97.83815,1.0,1.9631232230807272
MTA2,MTA2,0.990781,98.58449999999999,1.0,1.9631226661257142
ABLIM3,ABLIM3,0.98580474,99.34165,1.0,1.963097678783639
EFNA2,EFNA2,0.99379146,98.1221,1.0,1.9630809273576069
MEPCE,MEPCE,0.992889,98.2583,1.0,1.963061872790055
NFXL1,NFXL1,0.99836695,97.42185,1.0,1.9630506155637009
ATF3,ATF3,0.98508435,99.4475,1.0,1.9630449435140562
CLDN10,CLDN10,0.9843339,99.5614,1.0,1.9630374802889465
PIK3CB,PIK3CB,0.9832774,99.7196,1.0,1.962998868405122
HOXD11,HOXD11,0.99889374,97.3373,1.0,1.9629957992321598
IL2,IL2,0.99637675,97.7209,1.0,1.96299144324233
NUP210,NUP210,0.99706143,97.6153,1.0,1.9629762708882732
ZNF608,ZNF608,0.98833776,98.9443,1.0,1.9629543203420114
ATF4,ATF4,0.99448544,98.0057,1.0,1.9629431730067324
WDR45B,WDR45B,0.98140705,100.0,1.0,1.9629348814066883
ZC3H12C,ZC3H12C,0.9995865,97.22694999999999,1.0,1.9629346654870599
RPLP2,RPLP2,0.9814002,100.0,1.0,1.9629212285483697
NYNRIN,NYNRIN,0.99901503,97.313,1.0,1.9629200290276625
NUCKS1,NUCKS1,0.99867094,97.36245,1.0,1.9628803545370088
FSCN2,FSCN2,0.9973682,97.561,1.0,1.9628781897824656
NGB,NGB,0.98570365,99.3377,1.0,1.9628445818849987
CLDN19,CLDN19,0.98134977,100.0,1.0,1.962820715607493
ROR1,ROR1,0.9841478,99.5731,1.0,1.9628194388557385
DNM1,DNM1,0.98133034,100.0,1.0,1.9627819893247003
MIP,MIP,0.99877924,97.3384,1.0,1.9627819603498926
KDM5C,KDM5C,0.9859451,99.2949,1.0,1.9627665748421608
PRPS1L1,PRPS1L1,0.9978044,97.4843,1.0,1.9627453887665045
SELENOK,SELENOK,0.9917616,98.40424999999999,1.0,1.9627218844482202
KCNJ8,KCNJ8,0.9843718,99.5283,1.0,1.9626805189418568
MAP3K1,MAP3K1,0.9947347,97.9472,1.0,1.9626755884646054
SCN2A,SCN2A,0.98224837,99.8504,1.0,1.9626569858948457
PREX2,PREX2,0.9989987,97.29225,1.0,1.9626163519309983
CCDC28B,CCDC28B,0.98452145,99.5,1.0,1.962609007640122
CACHD1,CACHD1,0.99479955,97.92925,1.0,1.962570298834057
AKT3,AKT3,0.98120815,100.0,1.0,1.9625384502359489
AFF2,AFF2,0.9932055,98.1693,1.0,1.9625297778335038
ZSWIM6,ZSWIM6,0.9976511,97.49025,1.0,1.962517589338332
FAM120A,FAM120A,0.9829524,99.7317,1.0,1.9625092094737169
KLHL42,KLHL42,0.98377585,99.604,1.0,1.9624818528759362
SNAPC1,SNAPC1,0.99276125,98.23145,1.0,1.9624564169517436
ATP6V0A4,ATP6V0A4,0.9928938,98.2106,1.0,1.9624481686152286
ZNF574,ZNF574,0.98481816,99.442,1.0,1.962442529787698
NPR3,NPR3,0.9908491,98.5213,1.0,1.962432595865759
CNTNAP4,CNTNAP4,0.99818814,97.4006,1.0,1.962416563413482
ZNF48,ZNF48,0.9901531,98.62575000000001,1.0,1.9624101796709343
NF2,NF2,0.98224294,99.8319,1.0,1.9624044333665451
ZNF740,ZNF740,0.99801177,97.4253,1.0,1.9623877792707698
CNNM1,CNNM1,0.9984398,97.3595,1.0,1.9623811191230642
MTMR3,MTMR3,0.9920725,98.3306,1.0,1.9623791985134122
PSME1,PSME1,0.98637414,99.1968,1.0,1.962339880409004
IQGAP3,IQGAP3,0.9979874,97.4249,1.0,1.9623339803926645
NUP153,NUP153,0.9991119,97.2533,1.0,1.9623330334559643
ASAP2,ASAP2,0.9850117,99.4036,1.0,1.9623265249775237
KDM4D,KDM4D,0.9973889,97.5143,1.0,1.9623092426648308
GOT1,GOT1,0.9953662,97.8208,1.0,1.9622826392914374
HECTD1,HECTD1,0.9810683,100.0,1.0,1.9622597126832702
POLR3C,POLR3C,0.9969525,97.576,1.0,1.9622456478429648
SERINC3,SERINC3,0.9907602,98.5201,1.0,1.9622397278981798
TRABD2B,TRABD2B,0.9962724,97.6789,1.0,1.9622346691789134
NR2E3,NR2E3,0.9954407,97.8049,1.0,1.9622233695355595
LZTS3,LZTS3,0.9978773,97.43,1.0,1.962181177153403
ACP2,ACP2,0.9903244,98.5816,1.0,1.9621747156509262
ZNF558,ZNF558,0.9989624,97.2637,1.0,1.9621709537164227
NCCRP1,NCCRP1,0.9976633,97.4545,1.0,1.962074778684059
PAQR4,PAQR4,0.98337483,99.6337,1.0,1.9620706471786573
EPHA7,EPHA7,0.98162794,99.8998,1.0,1.9620658798512756
PKN3,PKN3,0.99645483,97.6378,1.0,1.962061241329168
SATB2,SATB2,0.99036556,98.5666,1.0,1.9620607551736913
NCKAP5L,NCKAP5L,0.99374175,98.051,1.0,1.9620528226662595
HTR1D,HTR1D,0.99834615,97.3475,1.0,1.9620376658507295
SAP130,SAP130,0.9918893,98.3323,1.0,1.9620362723129277
ACSL3,ACSL3,0.99006075,98.6111,1.0,1.9620346912774895
SCN3A,SCN3A,0.98683786,99.1,1.0,1.9619992937334143
C7H15orf62,C15orf62,0.9959187,97.7143,1.0,1.9619922567669286
FOLR1,FOLR1,0.9987833,97.2763,1.0,1.9619786239420876
EDNRA,EDNRA,0.98858654,98.829,1.0,1.9619436029853734
GPT,GPT,0.9980839,97.379,1.0,1.961926564804394
CRYGA,CRYGA,0.9959712,97.7011,1.0,1.9619244179135515
ABCC1,ABCC1,0.9963136,97.6486,1.0,1.9619208712678882
STAM2,STAM2,0.99831736,97.34205,1.0,1.9619090716622627
SEPTIN8,SEPTIN8,0.98087853,100.0,1.0,1.9618814786798957
GAREM2,GAREM2,0.996238,97.65584999999999,1.0,1.961864923533759
CCNB2,CCNB2,0.9923849,98.2412,1.0,1.9618337051806707
MBNL1,MBNL1,0.99649847,97.61345,1.0,1.9618300521877123
FAM53B,FAM53B,0.9963846,97.6303,1.0,1.9618232660447246
CD40LG,CD40LG,0.99591476,97.7011,1.0,1.9618119263334788
OBI1,OBI1,0.9989029,97.2452,1.0,1.9618106332977157
NEO1,NEO1,0.996945,97.53944999999999,1.0,1.9617531195792797
ACTN1,ACTN1,0.98153025,99.8906,1.0,1.9617509605288657
PAPPA,PAPPA,0.99934673,97.1727,1.0,1.9617479189920985
FAM89A,FAM89A,0.99862134,97.2826,1.0,1.961738137380343
PPFIA2,PPFIA2,0.98182636,99.8409,1.0,1.9616917385975117
SCNM1,SCNM1,0.99218434,98.2609,1.0,1.9616913751087306
NABP2,NABP2,0.9901033,98.5782,1.0,1.9616896112253022
BRAF,BRAF,0.9897795,98.6269,1.0,1.9616805772382127
KRT33A,KRT33A,0.998624,97.2772,1.0,1.9616728800771088
XYLT1,XYLT1,0.9917114,98.3316,1.0,1.9616725500835814
TOMM34,TOMM34,0.99774283,97.411,1.0,1.9616648994375585
PINK1,PINK1,0.9988133,97.2461,1.0,1.9616438097575264
CHST6,CHST6,0.9990081,97.2152,1.0,1.9616283148831481
B3GNT8,B3GNT8,0.9989064,97.2292,1.0,1.9616085455155505
GEMIN7,GEMIN7,0.99575025,97.7099,1.0,1.961599023523199
FNDC9,FNDC9,0.9924334,98.2143,1.0,1.9615788830662892
DNAH5,DNAH5,0.9985831,97.2751,1.0,1.9615639219408063
DLX3,DLX3,0.98071396,100.0,1.0,1.9615534712501894
DGKI,DGKI,0.99595195,97.67445000000001,1.0,1.9615378286747247
EGFR,EGFR,0.98503464,99.3388,1.0,1.9615255391390485
CHPF2,CHPF2,0.9840936,99.4819,1.0,1.961519748797496
EN2,EN2,0.9983539,97.30625,1.0,1.9615141201761284
PNMA2,PNMA2,0.99870425,97.2527,1.0,1.96151269901359
LIG4,LIG4,0.998673,97.2558,1.0,1.9614909201669457
NSD2,NSD2,0.9900565,98.56995,1.0,1.961488534834951
CGNL1,CGNL1,0.9993013,97.1582,1.0,1.9614679076674832
GPR37,GPR37,0.99884355,97.2268,1.0,1.9614519184948038
SPAG6,SPAG6,0.98451847,99.4106,1.0,1.9614349247516856
LRRC40,LRRC40,0.99697995,97.5083,1.0,1.9614157581719316
VEGFD,VEGFD,0.9982607,97.31275,1.0,1.9614132937044402
ZNF513,ZNF513,0.9842702,99.4455,1.0,1.961396113530252
PHTF2,PHTF2,0.9910807,98.40445,1.0,1.961367383696364
CPS1,CPS1,0.9941963,97.9291,1.0,1.96136599042678
ME1,ME1,0.9955173,97.7273,1.0,1.9613620834529701
WDR36,WDR36,0.9981048,97.33095,1.0,1.961340376561079
TET3,TET3,0.9915536,98.3287,1.0,1.9613201432680034
HOXB8,HOXB8,0.9819329,99.79425,1.0,1.9612945340532768
VPS37D,VPS37D,0.980567,100.0,1.0,1.9612605626285111
MMP24,MMP24,0.999383,97.12965,1.0,1.9612576973772273
TESK2,TESK2,0.99146056,98.33775,1.0,1.9612529552216145
CACNB4,CACNB4,0.9805617,100.0,1.0,1.9612499991030967
FER1L6,FER1L6,0.9992726,97.1459,1.0,1.96124998746514
KL,KL,0.99932843,97.1373,1.0,1.961248891507075
EIF4E2,EIF4E2,0.980542,100.0,1.0,1.9612107346784433
PTBP1,PTBP1,0.9870045,99.0135,1.0,1.9612011763153478
CLDN18,CLDN18,0.98804706,98.8506,1.0,1.961150591673757
STEAP3,STEAP3,0.99630725,97.5904,1.0,1.9611477457773732
OTUD1,OTUD1,0.99891883,97.19055,1.0,1.9611283004836677
TRAF3,TRAF3,0.98970634,98.5916,1.0,1.961073513947655
BPNT1,BPNT1,0.98472595,99.3506,1.0,1.9610644680179827
SLC16A3,SLC16A3,0.99455863,97.8495,1.0,1.961048064989208
PTGR2,PTGR2,0.9916636,98.2906,1.0,1.9610415533241667
ZNF507,ZNF507,0.9996744,97.0685,1.0,1.9610394766532215
OSBPL6,OSBPL6,0.9978514,97.34655000000001,1.0,1.9610391575619874
MAU2,MAU2,0.9809862,99.91845,1.0,1.9610305061739042
LNPEP,LNPEP,0.9989976,97.1707,1.0,1.9610259287419152
ZBTB14,ZBTB14,0.9804407,100.0,1.0,1.9610088318247687
INO80E,INO80E,0.98716587,98.97375,1.0,1.9610034131497458
MCM3,MCM3,0.98365843,99.505,1.0,1.9609542393461645
NAGA,NAGA,0.9963415,97.5669,1.0,1.9609089477666781
HIKESHI,HIKESHI,0.9803875,100.0,1.0,1.9609027979470244
KLB,KLB,0.9992257,97.1264,1.0,1.9609017138523188
PAGR1,PAGR1,0.9984524,97.2441,1.0,1.9608983605084511
XPO1,XPO1,0.98038286,100.0,1.0,1.9608935498794917
CAMSAP3,CAMSAP3,0.99925894,97.12,1.0,1.9608843396166589
UBE2H,UBE2H,0.9803736,100.0,1.0,1.9608750936067867
SPDEF,SPDEF,0.99796,97.3134,1.0,1.9608224563336416
WIPF3,WIPF3,0.99799067,97.3085,1.0,1.9608195595061373
DRAXIN,DRAXIN,0.9991182,97.1347,1.0,1.960795905458899
SEZ6L,SEZ6L,0.996371,97.55225,1.0,1.9607763208018638
GABRQ,GABRQ,0.9989873,97.1519,1.0,1.960759749784657
ZFP3,ZFP3,0.9985577,97.21709999999999,1.0,1.960755440848529
GPBP1,GPBP1,0.9976759,97.35024999999999,1.0,1.9607377113320203
SLC7A3,SLC7A3,0.99935824,97.0921,1.0,1.9607177014158672
SLC45A3,SLC45A3,0.9933241,98.0108,1.0,1.9606951243983013
COL5A3,COL5A3,0.99925005,97.10685,1.0,1.9606947965731432
KRT85,KRT85,0.98544925,99.211,1.0,1.9606820095289446
KRT28,KRT28,0.9986413,97.1983,1.0,1.9606764156717258
DBX1,DBX1,0.9984001,97.23455,1.0,1.960669335543852
ROR2,ROR2,0.99104923,98.35544999999999,1.0,1.9606644027063462
FOXE1,FOXE1,0.9987101,97.18135000000001,1.0,1.9605920653382367
GPR15,GPR15,0.9984219,97.2222,1.0,1.960551414476598
CHRNG,CHRNG,0.996076,97.57995,1.0,1.9605502925133351
BMP1,BMP1,0.9835315,99.4929,1.0,1.960543148458605
IGSF9,IGSF9,0.99825126,97.24725,1.0,1.9605386241683733
MYADML2,MYADML2,0.99941486,97.0684,1.0,1.9605208761587032
AWAT1,AWAT1,0.998183,97.2561,1.0,1.960518212289902
ITGB6,ITGB6,0.98767793,98.8579,1.0,1.96051025733634
AK3,AK3,0.98883885,98.6784,1.0,1.9604786745578058
GHSR,GHSR,0.9891191,98.6339,1.0,1.960455787475861
DCAF1,DCAF1,0.99490935,97.74600000000001,1.0,1.9603947105569577
THAP11,THAP11,0.9979667,97.27754999999999,1.0,1.960367376882259
TST,TST,0.9933435,97.9798,1.0,1.9603287299781527
ZNRF3,ZNRF3,0.99438256,97.81935,1.0,1.960303182301876
THBS3,THBS3,0.9841995,99.3724,1.0,1.9603000403301312
GATA1,GATA1,0.9943693,97.8208,1.0,1.9602956999545351
MCHR2,MCHR2,0.9993515,97.0588,1.0,1.9602691539849466
KCNG2,KCNG2,0.99903643,97.1062,1.0,1.9602605334927876
OTOR,OTOR,0.9954303,97.6562,1.0,1.9602596553913016
SIN3B,SIN3B,0.99170065,98.2246,1.0,1.9602530106035716
TCF23,TCF23,0.9984363,97.1963,1.0,1.960241693519273
CPLX1,CPLX1,0.9849463,99.2537,1.0,1.9602375095659785
PSENEN,PSENEN,0.98005086,100.0,1.0,1.9602318347025918
CLCN4,CLCN4,0.9808845,99.8684,1.0,1.96017382870156
STRN,STRN,0.99826515,97.21685,1.0,1.9601690875565991
MAFF,MAFF,0.9920009,98.1707,1.0,1.960147160960766
RAB19,RAB19,0.9981288,97.235,1.0,1.9601344825461435
THUMPD1,THUMPD1,0.9911231,98.3003,1.0,1.9600910179089013
TIPRL,TIPRL,0.98238033,99.6324,1.0,1.9600715048997284
KLF1,KLF1,0.9980793,97.2376,1.0,1.9600697960554752
DYNLT3,DYNLT3,0.97996056,100.0,1.0,1.960051856146947
FURIN,FURIN,0.98739135,98.8665,1.0,1.9600514413152794
MEF2C,MEF2C,0.9799402,100.0,1.0,1.960011276264412
NUDT2,NUDT2,0.99777627,97.2789,1.0,1.9600054671702831
