rhesus_macaque gene name,commonmarmoset gene name,correlation,identical_scores,orthology confidence,combo_score
SLC2A13,SLC2A13,0.99726427,98.61134999999999,1.0,1.9801123726859
STK4,STK4,0.9952066,98.9733,1.0,1.9800923980975427
SMKR1,SMKR1,0.99809355,98.4615,1.0,1.9800781879417302
CDH20,CDH20,0.9993062,98.24705,1.0,1.9800778388614992
MOV10,MOV10,0.9984035,98.4048,1.0,1.9800580588417263
PLA2G4A,PLA2G4A,0.99919033,98.2644,1.0,1.9800445187045193
PACSIN3,PACSIN3,0.9986978,98.3491,1.0,1.9800191639840437
POPDC3,POPDC3,0.9990756,98.2818,1.0,1.980013869985385
SLC44A2,SLC44A2,0.9989018,98.3122,1.0,1.9800103572881187
RUNX1,RUNX1,0.9940687,99.1667,1.0,1.9800095692517576
AZIN1,AZIN1,0.99945295,98.2143,1.0,1.9800056072562793
CACNA1D,CACNA1D,0.9993329,98.23515,1.0,1.9800016051649973
TPH2,TPH2,0.99911183,98.26715,1.0,1.979926327748049
ASH1L,ASH1L,0.99950975,98.19665,1.0,1.9799248306588226
NEK9,NEK9,0.9988103,98.31954999999999,1.0,1.979916604689387
GEM,GEM,0.99791414,98.47745,1.0,1.9799106971596276
CTR9,CTR9,0.99798065,98.4655,1.0,1.9799086805915358
BSX,BSX,0.9990501,98.2759,1.0,1.9799033385245632
ADAMTS10,ADAMTS10,0.9995529,98.1868,1.0,1.979901252784031
KDM4A,KDM4A,0.9991037,98.26050000000001,1.0,1.9798404463038857
NPY1R,NPY1R,0.99664503,98.6945,1.0,1.9798326451919972
ADAMTS15,ADAMTS15,0.9993814,98.2105,1.0,1.9798309112758563
THOC7,THOC7,0.99480295,99.0196,1.0,1.979826156481515
ECPAS,ECPAS,0.9995142,98.18575,1.0,1.9798174389082492
TRMT61A,TRMT61A,0.99903184,98.2699,1.0,1.979805339136787
SHANK1,SHANK1,0.9996818,98.15344999999999,1.0,1.9797891342464884
PPAT,PPAT,0.99636245,98.7399,1.0,1.9797841700047876
CUL2,CUL2,0.9969664,98.62925,1.0,1.979743166020941
COX17,COX17,0.9981863,98.4127,1.0,1.9797341297784874
LRRC10B,LRRC10B,0.9988745,98.2877,1.0,1.9796989326033874
SLC7A14,SLC7A14,0.99945015,98.1842,1.0,1.9796807178457267
MTMR2,MTMR2,0.99357444,99.2224,1.0,1.979673015081152
OPHN1,OPHN1,0.99904853,98.2544,1.0,1.979672082036769
ANGPTL1,ANGPTL1,0.99723697,98.5743,1.0,1.9796676794791672
NTRK3,NTRK3,0.9977152,98.48965,1.0,1.979666715174412
MAP3K9,MAP3K9,0.99953103,98.16720000000001,1.0,1.979652056707626
SSNA1,SSNA1,0.99866545,98.3193,1.0,1.9796419765845443
ILF3,ILF3,0.994187,99.1101,1.0,1.9796306560517705
SFN,SFN,0.99827296,98.3871,1.0,1.979624997838494
TEX10,TEX10,0.9976686,98.493,1.0,1.979614791720616
STAM,STAM,0.9959434,98.79525,1.0,1.9795851150324317
EIF4EBP2,EIF4EBP2,0.99855447,98.3333,1.0,1.9795822643233993
ZBTB20,ZBTB20,0.9976837,98.48595,1.0,1.979568279802219
ATP5MC3,ATP5MC3,0.9971009,98.5816,1.0,1.9794897103770839
KCNS3,KCNS3,0.99943894,98.167,1.0,1.979477022819386
GDI2,GDI2,0.9966869,98.6517,1.0,1.9794567677237132
RPS6KA4,RPS6KA4,0.9978519,98.4456,1.0,1.9794556187166732
SDK2,SDK2,0.9992045,98.2044,1.0,1.9794339842451194
SOCS5,SOCS5,0.9995971,98.1343,1.0,1.9794267458162471
EIF5B,EIF5B,0.9987892,98.27645000000001,1.0,1.9794193077460709
DMRTA2,DMRTA2,0.9995684,98.13815,1.0,1.9794137412752333
FOXA2,FOXA2,0.99948156,98.15305000000001,1.0,1.979408911882119
ASTN2,ASTN2,0.9995535,98.13985,1.0,1.9794038170370691
FGF18,FGF18,0.997221,98.5507,1.0,1.9793870853417408
SRGAP3,SRGAP3,0.99899656,98.23435,1.0,1.979361591025749
TBX4,TBX4,0.99887496,98.25534999999999,1.0,1.9793562714732955
PRDM4,PRDM4,0.9967716,98.6267,1.0,1.9793503270506574
ADGRL2,ADGRL2,0.99678785,98.6234,1.0,1.9793457956675404
OSBP,OSBP,0.9992184,98.19175,1.0,1.9793257527497954
RAD54L,RAD54L,0.9992113,98.1916,1.0,1.9793108287922092
GPX2,GPX2,0.9964239,98.68145,1.0,1.9792788689093486
PSME4,PSME4,0.998573,98.30075,1.0,1.9792714079975873
TNR,TNR,0.9993625,98.1591,1.0,1.9792496073503858
PCMTD1,PCMTD1,0.9984486,98.3193,1.0,1.9792348145432146
SLC6A5,SLC6A5,0.99781555,98.4307,1.0,1.9792291440199956
EML6,EML6,0.9991556,98.19274999999999,1.0,1.9792184571777347
UNC80,UNC80,0.9997898,98.07975,1.0,1.97920929655554
YES1,YES1,0.99875534,98.26055,1.0,1.979186889319113
NCK1,NCK1,0.99491465,98.939,1.0,1.979179994847443
EXOC3,EXOC3,0.9980219,98.3893,1.0,1.9791769642068173
IREB2,IREB2,0.99826926,98.3402,1.0,1.9791200192729577
LEO1,LEO1,0.9931259,99.2493,1.0,1.979116478362146
KCNJ14,KCNJ14,0.9992533,98.1651,1.0,1.9791082852081283
SPTLC2,SPTLC2,0.9964364,98.662,1.0,1.97909579950608
SEC14L1,SEC14L1,0.99793,98.39765,1.0,1.9790930795655561
SALL1,SALL1,0.99911344,98.186,1.0,1.9790676184017484
KCNK10,KCNK10,0.9982076,98.3459,1.0,1.9790647735154203
TRAF3,TRAF3,0.9988058,98.2394,1.0,1.9790570420865565
SPTBN1,SPTBN1,0.99975723,98.07069999999999,1.0,1.9790520404485408
CCDC124,CCDC124,0.99898446,98.2063,1.0,1.979041008704767
FITM1,FITM1,0.99852353,98.2877,1.0,1.9790399440783912
NFE2L1,NFE2L1,0.99543184,98.8342,1.0,1.979038209678214
SECISBP2L,SECISBP2L,0.9980692,98.3651,1.0,1.9790087957254587
SEMA6A,SEMA6A,0.99907386,98.1853,1.0,1.9789858688717885
KCND1,KCND1,0.99929905,98.1453,1.0,1.9789839300399819
NEO1,NEO1,0.9995312,98.102,1.0,1.9789600167290748
DBX1,DBX1,0.99944776,98.1134,1.0,1.978924404726143
RASGRF2,RASGRF2,0.99289155,99.2724,1.0,1.9789217569916975
GARRE1,GARRE1,0.9993344,98.13265,1.0,1.9789159735079345
CLEC2L,CLEC2L,0.99908924,98.1756,1.0,1.9789117423219744
ZC3H7A,ZC3H7A,0.9989221,98.19865,1.0,1.9788426848861729
EOMES,EOMES,0.99956185,98.08420000000001,1.0,1.9788285475003529
SIAH1,SIAH1,0.99414754,99.0415,1.0,1.9788281013467361
RBM42,RBM42,0.9940389,99.06055,1.0,1.9788264086969214
ARK2N,ARK2N,0.9985211,98.2673,1.0,1.9788187537431352
LRRC57,LRRC57,0.9981857,98.3264,1.0,1.9788165830109694
TGFB3,TGFB3,0.9997001,98.0583,1.0,1.9788130963087753
NRARP,NRARP,0.9986389,98.2456,1.0,1.9788095050330428
KIF21A,KIF21A,0.99934196,98.1177,1.0,1.9787714141843953
RUVBL1,RUVBL1,0.9886771,100.0,1.0,1.978735007152045
POLR3B,POLR3B,0.99117005,99.5587,1.0,1.9787296543584678
PCDH10,PCDH10,0.99991995,98.00905,1.0,1.9787029051795453
C1GALT1C1,C1GALT1C1,0.9993288,98.1132,1.0,1.9786989191706192
JADE1,JADE1,0.99957836,98.0676,1.0,1.9786832715223042
EDC3,EDC3,0.997539,98.4252,1.0,1.9786514834933762
TMEM151A,TMEM151A,0.99941653,98.09315000000001,1.0,1.9786507317665794
PPIG,PPIG,0.998774,98.20635,1.0,1.9786463756097774
COL8A2,COL8A2,0.9995116,98.07560000000001,1.0,1.9786428736125679
MAGI1,MAGI1,0.9970946,98.50005,1.0,1.9786119014490238
GPR4,GPR4,0.9995402,98.0663,1.0,1.9785978168102474
SCAF4,SCAF4,0.9991982,98.12655000000001,1.0,1.978595465638287
CREBBP,CREBBP,0.99842983,98.26230000000001,1.0,1.9785942882763026
ZFHX3,ZFHX3,0.99949217,98.0724,1.0,1.9785724106246771
INTS9,INTS9,0.99710774,98.4937,1.0,1.9785691426981384
FZD9,FZD9,0.99910223,98.1387,1.0,1.9785442913027182
BMPR2,BMPR2,0.9953762,98.7952,1.0,1.9785195976406316
PLEKHA3,PLEKHA3,0.99609035,98.6667,1.0,1.978495958201723
OMG,OMG,0.99882495,98.1818,1.0,1.9784813437918407
PIK3R4,PIK3R4,0.99311894,99.1894,1.0,1.9784673316786563
DIPK1A,DIPK1A,0.9911772,99.5327,1.0,1.9784669851970604
MAPK3,MAPK3,0.99372333,99.08170000000001,1.0,1.978458479914828
GRM8,GRM8,0.999719,98.0176,1.0,1.9784163898058513
LRFN1,LRFN1,0.99952507,98.04705,1.0,1.9783649925491364
FGF8,FGF8,0.9954291,98.7705,1.0,1.9783566343321317
PCDH19,PCDH19,0.9995682,98.03765,1.0,1.9783461556745134
PRKG2,PRKG2,0.9982795,98.26509999999999,1.0,1.9783417587777103
UNC5C,UNC5C,0.99210006,99.3555,1.0,1.9783180783878627
GSX1,GSX1,0.99905115,98.12585,1.0,1.978311928215398
PALS1,PALS1,0.99854517,98.21414999999999,1.0,1.9782995479176242
THOC5,THOC5,0.99949574,98.04545,1.0,1.9782929315258357
DSTN,DSTN,0.9918654,99.3939,1.0,1.9782852457427869
EZH1,EZH1,0.99903315,98.1258,1.0,1.9782776000931306
TESK1,TESK1,0.999244,98.0831,1.0,1.9782200648654893
NCOA2,NCOA2,0.99951696,98.03415,1.0,1.978212779871529
HS3ST2,HS3ST2,0.9992064,98.0882,1.0,1.9782036232577234
SNTB1,SNTB1,0.9993922,98.05385,1.0,1.9781877223303144
ASCL1,ASCL1,0.99791986,98.3139,1.0,1.9781846987615186
LY6G6C,LY6G6C,0.99742347,98.4,1.0,1.9781669630333056
MFAP3,MFAP3,0.99853903,98.20214999999999,1.0,1.9781605912578915
ESRRB,ESRRB,0.99958575,98.0136,1.0,1.9781237208292148
CDK12,CDK12,0.9997467,97.98230000000001,1.0,1.9780935489957652
SMG5,SMG5,0.998907,98.1299,1.0,1.978084276169691
SNX27,SNX27,0.9977443,98.3346,1.0,1.9780748770962302
ACTA2,ACTA2,0.9998033,97.97005,1.0,1.9780697395051559
USH1G,USH1G,0.9993576,98.0477,1.0,1.9780574497700019
ALDH18A1,ALDH18A1,0.9984851,98.20175,1.0,1.9780550835731023
TBP,TBP,0.99858016,98.1845,1.0,1.9780503923446053
LAMC1,LAMC1,0.9995596,98.0099,1.0,1.9780353307275824
NFKBIE,NFKBIE,0.99926865,98.0609,1.0,1.9780306062875304
ST6GALNAC4,ST6GALNAC4,0.9995303,98.0132,1.0,1.9780153591610137
ABHD3,ABHD3,0.9979548,98.2885,1.0,1.977980580081849
IKZF3,IKZF3,0.9982723,98.2318,1.0,1.9779746270178702
ARCN1,ARCN1,0.9893778,99.8043,1.0,1.9779725165296456
FAM91A1,FAM91A1,0.9990659,98.0907,1.0,1.977966365068553
RPS23,RPS23,0.9882661,100.0,1.0,1.9779633050584944
RELCH,RELCH,0.99932975,98.04249999999999,1.0,1.9779499392046325
SMARCC2,SMARCC2,0.99982274,97.95465,1.0,1.9779427077625424
STK11,STK11,0.99739444,98.3834,1.0,1.977936180210147
USO1,USO1,0.9987064,98.1501,1.0,1.9779221293800682
ZBTB45,ZBTB45,0.99930966,98.0431,1.0,1.9779185892089033
PLCL1,PLCL1,0.9980436,98.2648,1.0,1.977895642360981
MBD6,MBD6,0.9994803,98.01034999999999,1.0,1.9778912139613842
WNT3A,WNT3A,0.9978621,98.2955,1.0,1.9778808576863107
HOXC11,HOXC11,0.9993806,98.0263,1.0,1.9778733883225348
COL5A1,COL5A1,0.9995778,97.9891,1.0,1.9778486281043621
CALN1,CALN1,0.992538,99.2337,1.0,1.9778469686833553
OSBPL9,OSBPL9,0.9919929,99.3298,1.0,1.9778439641098942
ADAMTS6,ADAMTS6,0.996302,98.5676,1.0,1.9778410131470365
ANO4,ANO4,0.9992796,98.03825,1.0,1.977810645753871
RORB,RORB,0.9996533,97.9685,1.0,1.9777716369464273
APCDD1,APCDD1,0.9991495,98.0545,1.0,1.9777389261485092
EDRF1,EDRF1,0.9993116,98.02180000000001,1.0,1.9776960469707927
SYT10,SYT10,0.9989343,98.088,1.0,1.9776905988734734
BLMH,BLMH,0.99806106,98.2418,1.0,1.9776841884858465
LANCL1,LANCL1,0.99803853,98.2456,1.0,1.9776822379140524
DPT,DPT,0.99937147,98.0099,1.0,1.9776820939517683
SLC25A13,SLC25A13,0.9989434,98.08345,1.0,1.9776593687454258
CSRNP3,CSRNP3,0.99629796,98.54835,1.0,1.977629011699107
HOXA2,HOXA2,0.9994041,97.9975,1.0,1.9776116850429446
FAT4,FAT4,0.99949455,97.9731,1.0,1.9775224120921586
CLEC16A,CLEC16A,0.9987663,98.1007,1.0,1.977510019974519
PHC1,PHC1,0.99910015,98.0373,1.0,1.9774636186699834
SLC4A2,SLC4A2,0.999193,98.02019999999999,1.0,1.977456370750676
CLASP2,CLASP2,0.9993998,97.98285,1.0,1.9774480428400327
PPIL4,PPIL4,0.99716395,98.374,1.0,1.9774035887690093
CDH18,CDH18,0.99844354,98.14585,1.0,1.9773834472375322
FOXO1,FOXO1,0.99962145,97.9374,1.0,1.9773815836498023
ASPHD2,ASPHD2,0.99946254,97.9649,1.0,1.9773752336076087
GABRA3,GABRA3,0.99139637,99.3902,1.0,1.9773652950007854
CNTN1,CNTN1,0.9990548,98.0354,1.0,1.977358292461899
TAOK1,TAOK1,0.99810725,98.20285,1.0,1.977357305510926
BCL9L,BCL9L,0.99944156,97.96475,1.0,1.977334248275184
GIGYF2,GIGYF2,0.9968443,98.422,1.0,1.9773131195986433
VMP1,VMP1,0.9962733,98.5222,1.0,1.9773050225734667
TACR1,TACR1,0.99902445,98.0344,1.0,1.9772906876689618
TOMM40L,TOMM40L,0.99157697,99.3506,1.0,1.9772838806657955
PLPPR4,PLPPR4,0.99530876,98.6894,1.0,1.9772694800959514
GMEB2,GMEB2,0.9985674,98.1132,1.0,1.9772692987958513
IHH,IHH,0.9988974,98.0535,1.0,1.9772549589729809
UBLCP1,UBLCP1,0.99938047,97.96775,1.0,1.977251401445936
RPL36,RPL36,0.9878809,100.0,1.0,1.9772400455781152
FGD1,FGD1,0.9978814,98.231,1.0,1.9772321698951079
EXOC5,EXOC5,0.99744284,98.3075,1.0,1.9772210745149086
IDE,IDE,0.9934074,99.0186,1.0,1.977195223955937
FBXO42,FBXO42,0.9969261,98.39505,1.0,1.9771805267644702
NABP2,NABP2,0.99856853,98.1043,1.0,1.9771769113561422
SLC18A2,SLC18A2,0.9987857,98.0658,1.0,1.9771758425152033
SPRED1,SPRED1,0.9980327,98.1982,1.0,1.9771679505136295
DUSP26,DUSP26,0.99856037,98.1043,1.0,1.9771615899715114
GPD1,GPD1,0.9975612,98.2808,1.0,1.977159782243703
KCNQ4,KCNQ4,0.9992275,97.9856,1.0,1.9771537310651321
DOCK9,DOCK9,0.99835676,98.13945,1.0,1.9771525456794559
UBR3,UBR3,0.9982525,98.1569,1.0,1.9771420865989768
SCN2A,SCN2A,0.99883765,98.05340000000001,1.0,1.9771417092376389
CHSY3,CHSY3,0.99936795,97.9592,1.0,1.97713710113615
PPM1A,PPM1A,0.9977665,98.2418,1.0,1.9771311165425949
KCNK3,KCNK3,0.9984983,98.11234999999999,1.0,1.9771305290529835
ARF4,ARF4,0.9878216,100.0,1.0,1.9771287026726465
E2F3,E2F3,0.99941367,97.94715,1.0,1.9770949869338468
STYX,STYX,0.99540377,98.6547,1.0,1.977079393336307
DOCK4,DOCK4,0.9943438,98.83959999999999,1.0,1.977052625920224
PHIP,PHIP,0.9998189,97.86955,1.0,1.9770318203109518
TMED1,TMED1,0.9977344,98.2379,1.0,1.9770294307968552
HECTD2,HECTD2,0.9972059,98.3297,1.0,1.9770119330017728
PAX9,PAX9,0.9993303,97.9532,1.0,1.977002694683668
SP7,SP7,0.99955183,97.9118,1.0,1.9769790171521935
DHCR24,DHCR24,0.9992375,97.96715,1.0,1.9769765866159366
DEPDC1B,DEPDC1B,0.9973598,98.2987,1.0,1.976971709644352
PDE6A,PDE6A,0.9982375,98.1395,1.0,1.9769291515891667
KCNG3,KCNG3,0.9961395,98.5062,1.0,1.9768838928366177
MACROH2A2,MACROH2A2,0.9907263,99.4624,1.0,1.9768738499356289
KANSL1,KANSL1,0.9984319,98.0995,1.0,1.9768694008170669
ZMIZ2,ZMIZ2,0.9975167,98.2609,1.0,1.976864909909915
PRPH2,PRPH2,0.99911964,97.9769,1.0,1.9768588255502295
HDAC3,HDAC3,0.98766273,100.0,1.0,1.976830405077507
PHC3,PHC3,0.9989011,98.01225,1.0,1.9768238721827847
SP3,SP3,0.9958525,98.55115,1.0,1.9768223400134846
MLLT6,MLLT6,0.9992509,97.95005,1.0,1.9768201617347496
CCAR1,CCAR1,0.99471325,98.75145,1.0,1.9768102475193876
WDR83,WDR83,0.99842453,98.0952,1.0,1.9768099010280915
CBL,CBL,0.99761635,98.238,1.0,1.976808839577858
S100A16,S100A16,0.99862045,98.0583,1.0,1.9767859231571885
WDR11,WDR11,0.9991694,97.9611,1.0,1.976784475663901
STAC2,STAC2,0.99929696,97.9345,1.0,1.9767415194033928
NDUFS1,NDUFS1,0.9982988,98.1107,1.0,1.9767384223707354
PIKFYVE,PIKFYVE,0.998959,97.99055,1.0,1.9767021539948246
AICDA,AICDA,0.9990069,97.9798,1.0,1.9766779377130308
JPH4,JPH4,0.99882877,98.0112,1.0,1.9766769139240195
ITSN1,ITSN1,0.99670625,98.38640000000001,1.0,1.9766758774615174
SRF,SRF,0.99955785,97.88215,1.0,1.9766754669084923
CMIP,CMIP,0.9969529,98.3413,1.0,1.9766600754399342
SLC30A4,SLC30A4,0.99810636,98.1352,1.0,1.976637258690413
ABCC9,ABCC9,0.9994527,97.89654999999999,1.0,1.9766309487781226
MC4R,MC4R,0.99947125,97.8916,1.0,1.9766132145630702
SAP30BP,SAP30BP,0.9985742,98.05015,1.0,1.9766125383046478
GGT7,GGT7,0.99690074,98.34425,1.0,1.9765934648129424
RHOH,RHOH,0.99937785,97.9058,1.0,1.9765886346743737
LIN9,LIN9,0.9987215,98.02074999999999,1.0,1.9765769130600135
HSPA12B,HSPA12B,0.9990691,97.9592,1.0,1.9765759742002433
ACTN2,ACTN2,0.99846464,98.06555,1.0,1.9765703588728805
MICU1,MICU1,0.9945596,98.7552,1.0,1.976561572375637
SLC12A6,SLC12A6,0.99835485,98.0839,1.0,1.9765590736552843
UBE2Z,UBE2Z,0.99790233,98.16385,1.0,1.9765584022603866
PDE5A,PDE5A,0.99835163,98.08279999999999,1.0,1.9765413468104303
EXOC1L,EXOC1L,0.99735874,98.2558,1.0,1.9765141640203212
TXLNA,TXLNA,0.9994201,97.8887,1.0,1.9764863791493883
SOS2,SOS2,0.9959644,98.4985,1.0,1.9764733551138998
CNOT10,CNOT10,0.99941236,97.8856,1.0,1.9764389274476515
TMEM233,TMEM233,0.9978255,98.1651,1.0,1.9764274184218218
CSE1L,CSE1L,0.99679244,98.34700000000001,1.0,1.9764193207606384
WNT10B,WNT10B,0.99904555,97.9434,1.0,1.9763639759429215
ELF2,ELF2,0.9921826,99.1568,1.0,1.9763630607576208
NCKAP1L,NCKAP1L,0.99888116,97.9718,1.0,1.976356893644644
SEMA5A,SEMA5A,0.99891084,97.963,1.0,1.9763191741755106
CHSY1,CHSY1,0.9986729,98.005,1.0,1.976318411355306
DMXL2,DMXL2,0.9988527,97.9725,1.0,1.9763108898645176
HTR5A,HTR5A,0.99847347,98.0392,1.0,1.9763071274621822
KSR2,KSR2,0.9933301,98.9474,1.0,1.9762940106700004
NR1D2,NR1D2,0.9985694,98.0196,1.0,1.9762791151001822
MARK1,MARK1,0.9991147,97.9214,1.0,1.976260195285728
SETD5,SETD5,0.9985378,98.02265,1.0,1.9762521702546483
TMCC2,TMCC2,0.9984638,98.03450000000001,1.0,1.9762390615433818
NIM1K,NIM1K,0.9990217,97.9358,1.0,1.9762384902464452
DGKE,DGKE,0.9983099,98.06,1.0,1.9762208803692478
NAIF1,NAIF1,0.99943316,97.8593,1.0,1.9761987021066076
PANK2,PANK2,0.99938166,97.8678,1.0,1.9761922661910967
DENND4A,DENND4A,0.9994239,97.859,1.0,1.976178129637523
RARB,RARB,0.98983014,99.5536,1.0,1.9761596547231997
OTUD7B,OTUD7B,0.9993783,97.8648,1.0,1.9761541003684486
ATP5F1C,ATP5F1C,0.998684,97.9866,1.0,1.97614386323913
EFNB2,EFNB2,0.99748695,98.1982,1.0,1.9761432390353928
KMT5A,KMT5A,0.9969279,98.2955,1.0,1.9761267844605315
P2RY1,P2RY1,0.99941385,97.8552,1.0,1.9761189073280327
ROCK2,ROCK2,0.9967151,98.33105,1.0,1.9761047324368546
ANGPTL7,ANGPTL7,0.99878126,97.9651,1.0,1.9760981720017141
SESN2,SESN2,0.99903476,97.9167,1.0,1.9760601889627574
SNX17,SNX17,0.99551725,98.53725,1.0,1.976045263505604
UHRF2,UHRF2,0.9963839,98.3812,1.0,1.9760154076101362
RFX3,RFX3,0.9995846,97.81495,1.0,1.9760120960757581
TRIB1,TRIB1,0.99938554,97.8495,1.0,1.9760052235542884
NDST3,NDST3,0.9969349,98.2818,1.0,1.9759944474265914
INTS15,INTS15,0.9960343,98.441,1.0,1.9759940079685352
DCLK2,DCLK2,0.9973281,98.212,1.0,1.9759915212718395
CHRNA9,CHRNA9,0.9990217,97.9123,1.0,1.9759889436116214
BTBD17,BTBD17,0.99903333,97.908,1.0,1.975965118615292
RBM47,RBM47,0.9952967,98.56784999999999,1.0,1.9759560958433697
DVL3,DVL3,0.997768,98.1301,1.0,1.97594779003275
TRNAU1AP,TRNAU1AP,0.99112475,99.3031,1.0,1.9759303802758934
MED13,MED13,0.9996702,97.7921,1.0,1.9759301761236363
CSGALNACT2,CSGALNACT2,0.99860686,97.97925000000001,1.0,1.975920973888819
PSD,PSD,0.9993102,97.8516,1.0,1.9758860635253923
PPP1R27,PPP1R27,0.99812955,98.0519,1.0,1.9757962375357405
BARX2,BARX2,0.99927264,97.8495,1.0,1.975793240181145
SGTB,SGTB,0.9991251,97.87469999999999,1.0,1.9757838149727236
RFC3,RFC3,0.99662507,98.3146,1.0,1.9757610076039562
CPEB3,CPEB3,0.99777824,98.1087,1.0,1.9757397701455899
KRT81,KRT81,0.9982793,98.0198,1.0,1.9757365411462466
HSPA4,HSPA4,0.99649656,98.3333,1.0,1.9757182899795085
KAT6A,KAT6A,0.99948037,97.8044,1.0,1.975704361163258
ANXA4,ANXA4,0.997628,98.1308,1.0,1.9756923564435853
TLE1,TLE1,0.9884401,99.7512,1.0,1.9756480024268928
SYT3,SYT3,0.9994929,97.7966,1.0,1.9756450595054476
SACS,SACS,0.99763256,98.1255,1.0,1.9756446376634136
TBX19,TBX19,0.99838716,97.9911,1.0,1.9756342958465782
SLC4A5,SLC4A5,0.99872375,97.93045000000001,1.0,1.9756222414884437
PCYT1B,PCYT1B,0.995453,98.50765,1.0,1.9756103038080206
NFASC,NFASC,0.9989798,97.884,1.0,1.9756097534433716
ZBTB6,ZBTB6,0.99900156,97.8774,1.0,1.9755805250311886
OSBPL8,OSBPL8,0.9992788,97.8276,1.0,1.9755722500988009
MAPKAPK5,MAPKAPK5,0.99947053,97.79245,1.0,1.9755589882573492
ARHGAP12,ARHGAP12,0.9991131,97.85419999999999,1.0,1.9755435939071242
ZNF777,ZNF777,0.9995609,97.77275,1.0,1.9755194744238747
ZDHHC2,ZDHHC2,0.9992889,97.8202,1.0,1.975512633425068
NRXN2,NRXN2,0.99091977,99.29990000000001,1.0,1.9755115247735053
NCK2,NCK2,0.99923986,97.82845,1.0,1.9755081617049601
RAB33A,RAB33A,0.99292666,98.94335000000001,1.0,1.9754934964154458
BROX,BROX,0.9951999,98.5401,1.0,1.9754796647537352
DYRK1A,DYRK1A,0.99138844,99.2136,1.0,1.975475089055721
ADD2,ADD2,0.9995135,97.77295,1.0,1.9754325990054742
IRF4,IRF4,0.99945176,97.7827,1.0,1.9754202100115192
FBRS,FBRS,0.9949695,98.57300000000001,1.0,1.9753964262411405
SPEGNB,SPEGNB,0.99877185,97.8992,1.0,1.9753807111131705
LRP12,LRP12,0.9987284,97.9045,1.0,1.9753554092256584
PRDM5,PRDM5,0.9949438,98.5714,1.0,1.9753311809808558
CAMK2B,CAMK2B,0.9944916,98.65090000000001,1.0,1.9753263318719898
GRK5,GRK5,0.9964409,98.3051,1.0,1.9753143256514742
MAPK14,MAPK14,0.98842233,99.7222,1.0,1.9753066859412876
TCF15,TCF15,0.99831337,97.9695,1.0,1.975266375693742
PSMB1,PSMB1,0.9985621,97.9253,1.0,1.9752640362283067
PTCH1,PTCH1,0.9991005,97.82845,1.0,1.9752464964890055
PRICKLE1,PRICKLE1,0.99854904,97.9255,1.0,1.975241638303562
MSH2,MSH2,0.9980094,98.01820000000001,1.0,1.975212780919429
JOSD2,JOSD2,0.99281394,98.9362,1.0,1.9752059251230012
DTX3,DTX3,0.9989572,97.84975,1.0,1.975203618269831
ACVR1C,ACVR1C,0.99597263,98.3773,1.0,1.9752017844366305
SH3RF3,SH3RF3,0.9993171,97.7856,1.0,1.9751981647293306
PFDN2,PFDN2,0.99781066,98.0519,1.0,1.9751974830816956
GRM7,GRM7,0.9987895,97.8784,1.0,1.9751929757985844
PHB1,PHB1,0.98678917,100.0,1.0,1.9751901907688882
NPTX2,NPTX2,0.998597,97.9118,1.0,1.9751862086120833
BEND4,BEND4,0.9994616,97.75735,1.0,1.9751694940034306
CACNA2D3,CACNA2D3,0.9972763,98.1414,1.0,1.9751445587163174
PIGC,PIGC,0.9981573,97.9798,1.0,1.9750827111955593
RLF,RLF,0.9994367,97.7534,1.0,1.9750807961761958
ADCY5,ADCY5,0.9961398,98.33605,1.0,1.975077632296636
LRFN3,LRFN3,0.9993432,97.76740000000001,1.0,1.9750539047242854
PRDM6,PRDM6,0.9986703,97.8849,1.0,1.9750381869525402
ORAI2,ORAI2,0.9986816,97.88215,1.0,1.9750302018002834
NFYC,NFYC,0.98927194,99.5444,1.0,1.9750138720148942
TMED9,TMED9,0.99872124,97.8723,1.0,1.9750000334769555
CASK,CASK,0.99839324,97.9296,1.0,1.9749926429273879
SBF2,SBF2,0.99904877,97.8088,1.0,1.9749407037092401
SNU13,SNU13,0.9995754,97.71545,1.0,1.9749382308947852
NPTN,NPTN,0.993776,98.7399,1.0,1.974927798034314
NR3C2,NR3C2,0.9989715,97.8186,1.0,1.9748996862166357
LHX3,LHX3,0.9978868,98.0099,1.0,1.9748944468782108
PAK3,PAK3,0.9885806,99.6552,1.0,1.9748923835796366
BTG2,BTG2,0.9973661,98.1013,1.0,1.974887346922025
GMPPB,GMPPB,0.9913373,99.1667,1.0,1.9748810361658093
PIK3CG,PIK3CG,0.99687654,98.1851,1.0,1.9748580116297632
PCSK2,PCSK2,0.9972433,98.1191,1.0,1.9748457934064145
HCN4,HCN4,0.99952424,97.715,1.0,1.9748373932689525
SWAP70,SWAP70,0.99819314,97.9487,1.0,1.9748197540417873
CDC42SE1,CDC42SE1,0.99374276,98.7342,1.0,1.9748048575906885
HAPLN4,HAPLN4,0.99924105,97.7612,1.0,1.9747962679377262
NUAK1,NUAK1,0.99929637,97.7511,1.0,1.9747928859550006
KCNH2,KCNH2,0.9980362,97.97325000000001,1.0,1.9747857768453798
KLHDC3,KLHDC3,0.9939666,98.6911,1.0,1.9747674650531981
MSMP,MSMP,0.99876845,97.8417,1.0,1.9747637343730196
FAM222B,FAM222B,0.9986372,97.8648,1.0,1.9747625956931922
