crab_eating_macaque gene name,rhesus_macaque gene name,correlation,identical_scores,orthology confidence,combo_score
IAPP,IAPP,0.99999815,100.0,1.0,1.9999899284174745
MORN3,MORN3,0.99999815,100.0,1.0,1.9999899284174745
KRT37,KRT37,0.99999815,100.0,1.0,1.9999899284174745
ZNF571,ZNF571,0.99999815,100.0,1.0,1.9999899284174745
IGSF3,IGSF3,0.9999981,100.0,1.0,1.9999898360176347
KRTAP11-1,KRTAP11-1,0.9999981,100.0,1.0,1.9999898360176347
RFC4,RFC4,0.9999981,100.0,1.0,1.9999898360176347
MRPS21,MRPS21,0.9999981,100.0,1.0,1.9999898360176347
CNOT6,CNOT6,0.9999981,100.0,1.0,1.9999898360176347
GPR3,GPR3,0.9999981,100.0,1.0,1.9999898360176347
ASZ1,ASZ1,0.9999981,100.0,1.0,1.9999898360176347
GATA2,GATA2,0.9999981,100.0,1.0,1.9999898360176347
SNRNP200,SNRNP200,0.9999981,100.0,1.0,1.9999898360176347
ABCD2,ABCD2,0.9999981,100.0,1.0,1.9999898360176347
ZBTB43,ZBTB43,0.9999981,100.0,1.0,1.9999898360176347
RAB27B,RAB27B,0.9999981,100.0,1.0,1.9999898360176347
TNFSF18,TNFSF18,0.99999803,100.0,1.0,1.9999897066578591
NDUFA4,NDUFA4,0.99999803,100.0,1.0,1.9999897066578591
H2AC14,H2AC14,0.99999803,100.0,1.0,1.9999897066578591
C6orf163,C4H6orf163,0.99999803,100.0,1.0,1.9999897066578591
PRELP,PRELP,0.99999803,100.0,1.0,1.9999897066578591
CXCL1,CXCL1,0.99999803,100.0,1.0,1.9999897066578591
SFN,SFN,0.99999803,100.0,1.0,1.9999897066578591
SMAD3,SMAD3,0.99999803,100.0,1.0,1.9999897066578591
SLC35A4,SLC35A4,0.99999803,100.0,1.0,1.9999897066578591
AMIGO2,AMIGO2,0.99999803,100.0,1.0,1.9999897066578591
VAPB,VAPB,0.99999803,100.0,1.0,1.9999897066578591
NEUROD1,NEUROD1,0.99999803,100.0,1.0,1.9999897066578591
CHCHD5,CHCHD5,0.99999803,100.0,1.0,1.9999897066578591
SPON1,SPON1,0.99999803,100.0,1.0,1.9999897066578591
UBASH3B,UBASH3B,0.99999803,100.0,1.0,1.9999897066578591
GJB3,GJB3,0.999998,100.0,1.0,1.9999896512179554
H1-4,H1-4,0.999998,100.0,1.0,1.9999896512179554
AQP2,AQP2,0.999998,100.0,1.0,1.9999896512179554
SPINT4,SPINT4,0.999998,100.0,1.0,1.9999896512179554
ATP6V0A2,ATP6V0A2,0.999998,100.0,1.0,1.9999896512179554
PABPN1L,PABPN1L,0.999998,100.0,1.0,1.9999896512179554
TRIM42,TRIM42,0.9999979,100.0,1.0,1.999989466418276
WDR82,WDR82,0.9999979,100.0,1.0,1.999989466418276
NEUROD6,NEUROD6,0.9999979,100.0,1.0,1.999989466418276
BTF3,BTF3,0.9999979,100.0,1.0,1.999989466418276
MARCHF3,MARCHF3,0.9999979,100.0,1.0,1.999989466418276
NPR3,NPR3,0.9999979,100.0,1.0,1.999989466418276
FAM241B,FAM241B,0.9999979,100.0,1.0,1.999989466418276
TMEM88,TMEM88,0.9999979,100.0,1.0,1.999989466418276
AGRP,AGRP,0.9999979,100.0,1.0,1.999989466418276
BRINP1,BRINP1,0.9999979,100.0,1.0,1.999989466418276
PGAM2,PGAM2,0.99999785,100.0,1.0,1.9999893740184362
PDK4,PDK4,0.99999785,100.0,1.0,1.9999893740184362
FUT9,FUT9,0.99999785,100.0,1.0,1.9999893740184362
CLVS2,CLVS2,0.99999785,100.0,1.0,1.9999893740184362
CIPC,CIPC,0.99999785,100.0,1.0,1.9999893740184362
CD14,CD14,0.99999785,100.0,1.0,1.9999893740184362
TMEM126A,TMEM126A,0.99999785,100.0,1.0,1.9999893740184362
NDP,NDP,0.99999785,100.0,1.0,1.9999893740184362
POU3F4,POU3F4,0.99999785,100.0,1.0,1.9999893740184362
RIMKLA,RIMKLA,0.9999978,100.0,1.0,1.9999892816185967
JAGN1,JAGN1,0.9999978,100.0,1.0,1.9999892816185967
EREG,EREG,0.9999978,100.0,1.0,1.9999892816185967
HNRNPF,HNRNPF,0.9999978,100.0,1.0,1.9999892816185967
CCDC195,CCDC195,0.9999978,100.0,1.0,1.9999892816185967
TACR1,TACR1,0.9999978,100.0,1.0,1.9999892816185967
NLRP10,NLRP10,0.9999978,100.0,1.0,1.9999892816185967
SLC16A13,SLC16A13,0.9999978,100.0,1.0,1.9999892816185967
LRRC15,LRRC15,0.99999774,100.0,1.0,1.999989170738789
INSM2,INSM2,0.99999774,100.0,1.0,1.999989170738789
MRPS28,MRPS28,0.99999774,100.0,1.0,1.999989170738789
PRDM4,PRDM4,0.99999774,100.0,1.0,1.999989170738789
TBX5,TBX5,0.99999774,100.0,1.0,1.999989170738789
HRAS,HRAS,0.99999774,100.0,1.0,1.999989170738789
CCR1,CCR1,0.9999977,100.0,1.0,1.9999890968189171
CTXN2,CTXN2,0.9999977,100.0,1.0,1.9999890968189171
CRIP1,CRIP1,0.9999977,100.0,1.0,1.9999890968189171
DHRS9,DHRS9,0.9999977,100.0,1.0,1.9999890968189171
KIF3C,KIF3C,0.9999977,100.0,1.0,1.9999890968189171
TNMD,TNMD,0.9999977,100.0,1.0,1.9999890968189171
PHC2,PHC2,0.9999976,100.0,1.0,1.999988912019238
OR2B3,OR2B3,0.9999976,100.0,1.0,1.999988912019238
PKIG,PKIG,0.9999976,100.0,1.0,1.999988912019238
NUTF2,NUTF2,0.9999976,100.0,1.0,1.999988912019238
AWAT2,AWAT2,0.9999976,100.0,1.0,1.999988912019238
SNX33,SNX33,0.99999756,100.0,1.0,1.999988838099366
PHYHIP,PHYHIP,0.99999756,100.0,1.0,1.999988838099366
PTCHD1,PTCHD1,0.99999756,100.0,1.0,1.999988838099366
RAB14,RAB14,0.99999756,100.0,1.0,1.999988838099366
BCL9,BCL9,0.99999756,100.0,1.0,1.999988838099366
HRH1,HRH1,0.9999975,100.0,1.0,1.9999887272195584
PNRC2,PNRC2,0.9999975,100.0,1.0,1.9999887272195584
PSCA,PSCA,0.9999975,100.0,1.0,1.9999887272195584
KIAA0040,KIAA0040,0.9999975,100.0,1.0,1.9999887272195584
F13B,F13B,0.99999744,100.0,1.0,1.999988616339751
AADACL3,AADACL3,0.99999744,100.0,1.0,1.999988616339751
PIP4P2,PIP4P2,0.99999744,100.0,1.0,1.999988616339751
PIM2,PIM2,0.99999744,100.0,1.0,1.999988616339751
CALN1,CALN1,0.9999974,100.0,1.0,1.9999885424198793
FAM163A,FAM163A,0.9999973,100.0,1.0,1.9999883576201998
PABPC4L,PABPC4L,0.9999972,100.0,1.0,1.9999881728205207
GHRH,GHRH,0.9999972,100.0,1.0,1.9999881728205207
RNF146,RNF146,0.9999971,100.0,1.0,1.999987988020841
GATA3,GATA3,0.9999971,100.0,1.0,1.999987988020841
SOX13,SOX13,0.9999969,100.0,1.0,1.9999876184214824
LRRC3B,LRRC3B,0.99999684,100.0,1.0,1.9999875075416749
NSMCE4A,NSMCE4A,0.99999684,100.0,1.0,1.9999875075416749
JRKL,JRKL,0.99999684,100.0,1.0,1.9999875075416749
PLAC8,PLAC8,0.9999968,100.0,1.0,1.9999874336218029
RNF112,RNF112,0.9999967,100.0,1.0,1.9999872488221235
PRRG3,PRRG3,0.99999654,100.0,1.0,1.9999869531426366
DUSP10,DUSP10,0.9999964,100.0,1.0,1.9999866944230855
KAT14,KAT14,0.99999493,100.0,1.0,1.9999839778677988
PTPN6,PTPN6,0.9999917,100.0,1.0,1.9999780088381556
KANSL1,KANSL1,0.99999034,100.0,1.0,1.999975495562516
PCDH9,PCDH9,0.9999902,100.0,1.0,1.9999752368429649
TLR7,TLR7,0.9999898,100.0,1.0,1.9999744976442475
AGBL3,AGBL3,0.99998975,100.0,1.0,1.9999744052444077
ZNF596,ZNF596,0.99998784,100.0,1.0,1.9999708755705319
TFCP2,TFCP2,0.9999873,100.0,1.0,1.9999698776522634
TLN1,TLN1,0.9999821,100.0,1.0,1.9999602680689361
FBXW7,FBXW7,0.9999815,100.0,1.0,1.99995915927086
WASF1,WASF1,0.99998087,100.0,1.0,1.9999579950328803
LRRC71,LRRC71,0.999979,100.0,1.0,1.999954539278876
DEPDC1B,DEPDC1B,0.9999763,100.0,1.0,1.9999495496875332
VIRMA,VIRMA,0.9999751,100.0,1.0,1.9999473320913808
UBXN2B,UBXN2B,0.99997175,100.0,1.0,1.9999411413021222
AMPD1,AMPD1,0.99996954,100.0,1.0,1.9999370572292081
PTN,PTN,0.9999672,100.0,1.0,1.9999327329167107
C11orf68,C14H11orf68,0.9999597,100.0,1.0,1.9999188729407584
TUBGCP3,TUBGCP3,0.9999582,100.0,1.0,1.9999161009455682
ELMOD1,ELMOD1,0.99995744,100.0,1.0,1.9999146964680048
INIP,INIP,0.99995303,100.0,1.0,1.9999065468021449
PLPPR1,PLPPR1,0.9999522,100.0,1.0,1.9999050129648062
ASTN1,ASTN1,0.9999518,100.0,1.0,1.9999042737660886
SMCHD1,SMCHD1,0.9999479,100.0,1.0,1.9998970665785936
MECP2,MECP2,0.9999473,100.0,1.0,1.999895957780517
CCDC9,CCDC9,0.9999468,100.0,1.0,1.9998950337821204
COPG2,COPG2,0.99994564,100.0,1.0,1.9998928901058397
SLCO1A2,SLCO1A2,0.99994546,100.0,1.0,1.9998925574664168
LIF,LIF,0.9999422,100.0,1.0,1.9998865329968696
TXNL1,TXNL1,0.9999398,100.0,1.0,1.9998820978045648
SRGAP1,SRGAP1,0.9999387,100.0,1.0,1.999880065008092
PDK2,PDK2,0.9999356,100.0,1.0,1.9998743362180316
NFYA,NFYA,0.9999321,100.0,1.0,1.9998678682292537
EMSY,EMSY,0.99993026,100.0,1.0,1.9998644679151534
MEIS1,MEIS1,0.99992615,100.0,1.0,1.9998568726483315
CEP135,CEP135,0.9999211,100.0,1.0,1.9998475402645237
TMEM19,TMEM19,0.9999211,100.0,1.0,1.9998475402645237
HNRNPK,HNRNPK,0.99991965,100.0,1.0,1.9998448606691728
NCKAP1,NCKAP1,0.9999195,100.0,1.0,1.9998445834696537
SLC2A12,SLC2A12,0.9999183,100.0,1.0,1.9998423658735014
AP5M1,AP5M1,0.9999181,100.0,1.0,1.9998419962741427
TEAD2,TEAD2,0.9999144,100.0,1.0,1.9998351586860061
ASB15,ASB15,0.999905,100.0,1.0,1.9998177875161458
RTKN,RTKN,0.9999022,100.0,1.0,1.9998126131251235
ZNF502,ZNF502,0.99990016,100.0,1.0,1.9998088432116645
MIER1,MIER1,0.9998982,100.0,1.0,1.999805221137949
ERG,ERG,0.9998953,100.0,1.0,1.9997998619472475
HINFP,HINFP,0.9998921,100.0,1.0,1.9997939483575076
KPNA5,KPNA5,0.99988943,100.0,1.0,1.9997890142060686
IPO7,IPO7,0.99988854,100.0,1.0,1.9997873694889223
NR2F2,NR2F2,0.99988073,100.0,1.0,1.9997729366339638
RXRG,RXRG,0.9998803,100.0,1.0,1.9997721419953427
ANXA2,ANXA2,0.9998721,100.0,1.0,1.9997569884216349
TMEM31,TMEM31,0.9998711,100.0,1.0,1.999755140424841
USO1,USO1,0.9998701,100.0,1.0,1.9997532924280472
MCRS1,MCRS1,0.99986404,100.0,1.0,1.9997420935674777
BRINP3,BRINP3,0.9998606,100.0,1.0,1.9997357364585076
PDS5B,PDS5B,0.9998606,100.0,1.0,1.9997357364585076
FAF2,FAF2,0.9998603,100.0,1.0,1.9997351820594695
STMN2,STMN2,0.9998582,100.0,1.0,1.9997313012662028
CCDC171,CCDC171,0.9998506,100.0,1.0,1.9997172564905712
ZNF136,ZNF136,0.99985,100.0,1.0,1.999716147692495
KIAA0513,KIAA0513,0.99984294,100.0,1.0,1.9997031008351316
ACTN2,ACTN2,0.9998386,100.0,1.0,1.9996950805290474
PLEKHM2,PLEKHM2,0.9998361,100.0,1.0,1.9996904605370631
POSTN,POSTN,0.99983567,100.0,1.0,1.9996896658984418
MTARC2,MTARC2,0.999833,100.0,1.0,1.9996847317470028
ZNF250,ZNF250,0.99983186,100.0,1.0,1.999682625030658
RPL10A,RPL10A,0.99983096,100.0,1.0,1.9996809618335438
FLNB,FLNB,0.9998275,100.0,1.0,1.9996745677646377
TTC17,TTC17,0.9998256,100.0,1.0,1.9996710565707296
OSBPL8,OSBPL8,0.9998151,100.0,1.0,1.9996516526043964
BANF2,BANF2,0.9998129,100.0,1.0,1.9996475870114505
TUBA4A,TUBA4A,0.9998092,100.0,1.0,1.999640749423314
SMURF2,SMURF2,0.9998066,100.0,1.0,1.9996359446316503
ZFHX4,ZFHX4,0.9999975,99.97235,1.0,1.9996357485712561
STAT5B,STAT5B,0.99980325,100.0,1.0,1.9996297538423917
ECPAS,ECPAS,0.9998031,100.0,1.0,1.9996294766428726
PEAK1,PEAK1,1.0000001,99.97135,1.0,1.9996277874081891
RELCH,RELCH,0.9998008,100.0,1.0,1.9996252262502474
SMAD2,SMAD2,0.99980044,100.0,1.0,1.9996245609714016
DENND5B,DENND5B,0.9998003,100.0,1.0,1.9996243022518505
CTTNBP2NL,CTTNBP2NL,0.99980026,100.0,1.0,1.9996242283319787
STAT5A,STAT5A,0.99979705,100.0,1.0,1.999618296262271
PIWIL1,PIWIL1,0.9997961,100.0,1.0,1.999616540665317
PABPC4,PABPC4,0.9997949,100.0,1.0,1.9996143230691648
ETV1,ETV1,0.99979115,100.0,1.0,1.9996073930811884
RGL1,RGL1,0.999791,100.0,1.0,1.9996071158816693
FEZ1,FEZ1,0.9997903,100.0,1.0,1.999605822283914
ATP2B2,ATP2B2,0.9997891,100.0,1.0,1.9996036046877617
KCNJ16,KCNJ16,0.99978507,100.0,1.0,1.999596157260683
FARSB,FARSB,0.999784,100.0,1.0,1.999594179904114
GRIP1,GRIP1,0.99977636,100.0,1.0,1.9995800612086105
NUGGC,NUGGC,0.99977535,100.0,1.0,1.9995781947318487
WDR6,WDR6,0.9997741,100.0,1.0,1.9995758847358567
IL13RA2,IL13RA2,0.99977344,100.0,1.0,1.999574665057973
TNPO1,TNPO1,0.9997729,100.0,1.0,1.9995736671397042
EPHA3,EPHA3,0.99977005,100.0,1.0,1.9995684003488425
THRAP3,THRAP3,0.9997682,100.0,1.0,1.9995649815547742
VPS39,VPS39,0.999767,100.0,1.0,1.9995627639586218
FGD6,FGD6,0.99976593,100.0,1.0,1.9995607866020526
GABPA,GABPA,0.9997634,100.0,1.0,1.9995561111701647
UPF3B,UPF3B,0.999757,100.0,1.0,1.9995442839906854
FBN1,FBN1,0.9999973,99.9652,1.0,1.9995441023955731
HNRNPH3,HNRNPH3,0.9997569,100.0,1.0,1.9995440991910058
PPP1R10,PPP1R10,0.99975115,100.0,1.0,1.9995334732094425
CARMIL3,CARMIL3,1.000002,99.96355,1.0,1.9995317241551978
WASF3,WASF3,0.9997474,100.0,1.0,1.9995265432214662
TMEM18,TMEM18,0.9997473,100.0,1.0,1.9995263584217868
ANXA3,ANXA3,0.9997432,100.0,1.0,1.999518781634933
CXCR4,CXCR4,0.99973905,100.0,1.0,1.9995111124482392
EP300,EP300,0.9997386,100.0,1.0,1.999510280849682
PDE4B,PDE4B,0.99973756,100.0,1.0,1.9995083589330167
SAV1,SAV1,0.9997344,100.0,1.0,1.9995025192631488
AKR1C8,AKR1C8,0.9997344,100.0,1.0,1.9995025192631488
GRIK2,GRIK2,0.9997306,100.0,1.0,1.999495496875333
ZNF18,ZNF18,0.9997238,100.0,1.0,1.9994829304971362
ZNF462,ZNF462,0.9999993,99.9601,1.0,1.9994826920200341
FN1,FN1,1.000001,99.9596,1.0,1.9994794506372178
PLEKHA5,PLEKHA5,0.99972135,100.0,1.0,1.9994784029049915
RGS18,RGS18,0.99972105,100.0,1.0,1.9994778485059537
USP14,USP14,0.99971944,100.0,1.0,1.9994748732311158
HIVEP2,HIVEP2,1.0000005,99.9591,1.0,1.9994721436614562
COL3A1,COL3A1,0.999717,100.0,1.0,1.999470364118939
BTBD10,BTBD10,0.99971026,100.0,1.0,1.99945790862055
ITPR2,ITPR2,0.99996585,99.963,1.0,1.9994578977960056
DNHD1,DNHD1,0.999999,99.9579,1.0,1.9994540525205886
CCM2,CCM2,0.9997068,100.0,1.0,1.999451514551644
FIRRM,FIRRM,0.9997068,100.0,1.0,1.999451514551644
C2CD5,C2CD5,0.9997064,100.0,1.0,1.9994507753529265
LPL,LPL,0.9997037,100.0,1.0,1.9994457857615835
KDM2A,KDM2A,0.99970263,100.0,1.0,1.9994438084050146
CALCRL,CALCRL,0.99970084,100.0,1.0,1.999440500490754
FRA10AC1,FRA10AC1,0.99970007,100.0,1.0,1.9994390775332227
NLGN3,NLGN3,0.9996958,100.0,1.0,1.9994311865869139
PRMT8,PRMT8,0.99969524,100.0,1.0,1.9994301517087094
SERINC1,SERINC1,0.99969244,100.0,1.0,1.999424977317687
WDR3,WDR3,0.9996914,100.0,1.0,1.9994230554010217
ATP6AP2,ATP6AP2,0.99969035,100.0,1.0,1.9994211150043883
ZDHHC2,ZDHHC2,0.9996891,100.0,1.0,1.9994188050083963
EYA4,EYA4,0.9996872,100.0,1.0,1.9994152938144885
TRIM11,TRIM11,0.99968696,100.0,1.0,1.999414850295258
MYO7A,MYO7A,0.999998,99.9549,1.0,1.999413906659603
HERC3,HERC3,0.9996843,100.0,1.0,1.9994099346237868
MEF2D,MEF2D,0.9996797,100.0,1.0,1.999401433838536
RUNDC3B,RUNDC3B,0.99967957,100.0,1.0,1.9994011935989526
DNAH1,DNAH1,1.0000002,99.9531,1.0,1.9993949935340338
RHOT1,RHOT1,0.9996753,100.0,1.0,1.999393302652644
SND1,SND1,0.99967426,100.0,1.0,1.9993913807359787
TPD52L1,TPD52L1,0.9996724,100.0,1.0,1.9993879434619424
ZNF567,ZNF567,0.9996718,100.0,1.0,1.9993868346638664
CLPX,CLPX,0.999667,100.0,1.0,1.9993779642792566
DNAH6,DNAH6,0.999999,99.9519,1.0,1.9993774567922047
ARL15,ARL15,0.99966556,100.0,1.0,1.9993753031638737
PADI2,PADI2,0.9996619,100.0,1.0,1.999368539495609
HMBOX1,HMBOX1,0.9996603,100.0,1.0,1.999365582700739
RBM45,RBM45,0.99965566,100.0,1.0,1.9993570079956164
CTNND1,CTNND1,0.99965495,100.0,1.0,1.999355695917893
RBM27,RBM27,0.9996541,100.0,1.0,1.9993541251206186
FIBP,FIBP,0.99965394,100.0,1.0,1.9993538294411315
FAF1,FAF1,0.99965036,100.0,1.0,1.9993472136126103
PTPRK,PTPRK,0.99964947,100.0,1.0,1.999345568895464
CDYL2,CDYL2,0.99964887,100.0,1.0,1.9993444600973878
SMARCC2,SMARCC2,0.9999241,99.95985,1.0,1.999340531172469
TAF5L,TAF5L,0.99964094,100.0,1.0,1.9993298054828141
SLC2A10,SLC2A10,0.99963814,100.0,1.0,1.9993246310917918
FOXJ3,FOXJ3,0.9996371,100.0,1.0,1.9993227091751264
PRPF38A,PRPF38A,0.99963546,100.0,1.0,1.999319678460385
JMY,JMY,0.9999821,99.9495,1.0,1.9993155873550386
MBNL1,MBNL1,0.9996332,100.0,1.0,1.9993155019876312
COPB1,COPB1,0.9996331,100.0,1.0,1.999315317187952
GARRE1,GARRE1,0.9996326,100.0,1.0,1.9993143931895552
RNF157,RNF157,0.9996314,100.0,1.0,1.9993121755934027
TLE4,TLE4,0.9996231,100.0,1.0,1.9992968372200153
SYT11,SYT11,0.9996226,100.0,1.0,1.9992959132216186
SLC4A10,SLC4A10,0.9996216,100.0,1.0,1.999294065224825
TEKT3,TEKT3,0.99962103,100.0,1.0,1.9992930118666525
ATP2B4,ATP2B4,0.99962085,100.0,1.0,1.9992926792272296
PIANP,PIANP,0.9996198,100.0,1.0,1.999290738830596
PRKD1,PRKD1,0.9999948,99.94565,1.0,1.9992899079886048
ZSWIM8,ZSWIM8,0.9996007,100.0,1.0,1.9992554420918376
MARF1,MARF1,0.9999969,99.9426,1.0,1.9992548526199432
SUV39H2,SUV39H2,0.9995943,100.0,1.0,1.9992436149123582
TTC7B,TTC7B,0.9995932,100.0,1.0,1.999241582115885
FNDC3A,FNDC3A,0.9995932,100.0,1.0,1.999241582115885
PHF8,PHF8,0.999588,100.0,1.0,1.9992319725325582
ZNF790,ZNF790,0.9995878,100.0,1.0,1.9992316029331993
AGPAT1,AGPAT1,0.9995853,100.0,1.0,1.9992269829412153
KCNK10,KCNK10,0.9995851,100.0,1.0,1.9992266133418566
DSCAM,DSCAM,0.99958193,100.0,1.0,1.9992207551920207
POU2F1,POU2F1,0.99958026,100.0,1.0,1.9992176690373753
ARHGAP42,ARHGAP42,0.99958,100.0,1.0,1.999217188558209
ATL1,ATL1,0.99957484,100.0,1.0,1.9992076528947536
DHX36,DHX36,0.99957395,100.0,1.0,1.9992060081776075
KIF23,KIF23,0.9995734,100.0,1.0,1.9992049917793708
DDR2,DDR2,0.9995722,100.0,1.0,1.9992027741832186
CYLD,CYLD,0.9995709,100.0,1.0,1.9992003717873867
CCDC106,CCDC106,0.9995671,100.0,1.0,1.999193349399571
ARRDC3,ARRDC3,0.99956435,100.0,1.0,1.9991882674083883
KAT5,KAT5,0.99956167,100.0,1.0,1.9991833147769813
DYNC1I2,DYNC1I2,0.99956,100.0,1.0,1.999180228622336
PITPNB,PITPNB,0.99955785,100.0,1.0,1.9991762554292296
TAF5,TAF5,0.99998415,99.9375,1.0,1.9991661842916977
IKZF4,IKZF4,0.99955213,100.0,1.0,1.9991656848875698
KIFAP3,KIFAP3,0.9995512,100.0,1.0,1.9991639662505518
CLASP1,CLASP1,0.99955064,100.0,1.0,1.9991629313723474
PDIA6,PDIA6,0.9995497,100.0,1.0,1.9991611942553613
ZNF184,ZNF184,0.9995496,100.0,1.0,1.999161009455682
KAT6A,KAT6A,0.99989337,99.95009999999999,1.0,1.999159274172376
SMC1A,SMC1A,0.9995479,100.0,1.0,1.9991578678611328
TOP2A,TOP2A,0.99999845,99.9347,1.0,1.9991568659726013
OSBP,OSBP,0.9999759,99.9379,1.0,1.9991560447000425
CCDC38,CCDC38,0.9995432,100.0,1.0,1.9991491822762026
RAMP3,RAMP3,0.9995406,100.0,1.0,1.999144377484539
CHAMP1,CHAMP1,0.99995935,99.9385,1.0,1.9991331199259461
ARHGAP35,ARHGAP35,0.99999267,99.9333,1.0,1.999128312214511
GLG1,GLG1,0.9998163,99.95875000000001,1.0,1.9991272745679098
TES,TES,0.99953073,100.0,1.0,1.999126137756186
ENPP2,ENPP2,0.99953026,100.0,1.0,1.9991252691976928
STRIP2,STRIP2,0.99994427,99.94005,1.0,1.99912503936413
GRIA1,GRIA1,0.9995279,100.0,1.0,1.9991209079252599
WDR7,WDR7,0.99998766,99.9329,1.0,1.9991139473686825
ACRBP,ACRBP,0.99952054,100.0,1.0,1.9991073066688585
TM9SF3,TM9SF3,0.99951637,100.0,1.0,1.999099600522229
CLEC16A,CLEC16A,0.999516,100.0,1.0,1.9990989167634152
ITFG2,ITFG2,0.9995141,100.0,1.0,1.9990954055695074
HNRNPA3,HNRNPA3,0.999514,100.0,1.0,1.999095220769828
AP2M1,AP2M1,0.99951315,100.0,1.0,1.9990936499725533
PCNX1,PCNX1,0.9998049,99.9573,1.0,1.9990876967701026
RIC8B,RIC8B,0.9995077,100.0,1.0,1.999083578390028
ORC2,ORC2,0.9995077,100.0,1.0,1.999083578390028
EDARADD,EDARADD,0.9995075,100.0,1.0,1.9990832087906694
BABAM1,BABAM1,0.9995036,100.0,1.0,1.9990760016031741
PYGO1,PYGO1,0.999501,100.0,1.0,1.9990711968115105
ATP6V1C1,ATP6V1C1,0.999496,100.0,1.0,1.9990619568275423
BMPR2,BMPR2,0.99949354,100.0,1.0,1.9990574107554298
IDH3B,IDH3B,0.9994874,100.0,1.0,1.9990460640551169
RNF169,RNF169,0.9999732,99.92949999999999,1.0,1.999043821088962
EDC3,EDC3,0.99948376,100.0,1.0,1.999039337346788
CENPE,CENPE,0.99999315,99.926,1.0,1.9990360077834382
EXOC1,EXOC1,0.9994798,100.0,1.0,1.9990320192794853
ZFX,ZFX,0.9994797,100.0,1.0,1.9990318344798057
XPR1,XPR1,0.9994766,100.0,1.0,1.9990261056897456
PIK3C2B,PIK3C2B,0.99989915,99.9388,1.0,1.999025700305387
ATG2B,ATG2B,0.9998049,99.9519,1.0,1.999018760614557
HECTD4,HECTD4,0.9994679,100.0,1.0,1.9990100281176404
ZNF432,ZNF432,0.9994671,100.0,1.0,1.9990085497202057
MYO9A,MYO9A,0.9997283,99.9621,1.0,1.999007416798416
ROR1,ROR1,0.999457,100.0,1.0,1.9989898849525898
SREK1IP1,SREK1IP1,0.99945587,100.0,1.0,1.998987796716213
CLCN3,CLCN3,0.9994541,100.0,1.0,1.9989845257618883
GAB2,GAB2,0.9994498,100.0,1.0,1.9989765793756757
LNP1,LNP1,0.9994485,100.0,1.0,1.9989741769798437
SALL1,SALL1,0.99996984,99.9245,1.0,1.998973782046082
C4orf54,C5H4orf54,0.9998236,99.9454,1.0,1.9989703394488494
PAF1,PAF1,0.9994425,100.0,1.0,1.998963088999082
DSP,DSP,0.99991906,99.9303,1.0,1.9989539833063383
ATL2,ATL2,0.9994359,100.0,1.0,1.9989508922202437
NXF1,NXF1,0.99943554,100.0,1.0,1.9989502269413981
SF3A1,SF3A1,0.999871,99.93695,1.0,1.998950062179394
SLC25A38,SLC25A38,0.99943155,100.0,1.0,1.9989428534341913
RASGRF1,RASGRF1,0.99943143,100.0,1.0,1.9989426316745762
NMRK1,NMRK1,0.99943024,100.0,1.0,1.9989404325583917
FBXW11,FBXW11,0.9994272,100.0,1.0,1.998934814648139
TMEFF2,TMEFF2,0.9994256,100.0,1.0,1.998931857853269
TGM2,TGM2,0.9994224,100.0,1.0,1.9989259442635294
NRCAM,NRCAM,0.9999476,99.9235,1.0,1.9989199166426608
OTOF,OTOF,0.9999338,99.92484999999999,1.0,1.9989116483257947
USP13,USP13,0.99940974,100.0,1.0,1.9989025486241219
XPO5,XPO5,0.9999818,99.917,1.0,1.9989001394272545
NET1,NET1,0.99998355,99.9161,1.0,1.998891884062386
EFR3B,EFR3B,0.9994022,100.0,1.0,1.9988886147282976
ZBTB38,ZBTB38,0.99997634,99.9163,1.0,1.99888111319645
ETF1,ETF1,0.99939686,100.0,1.0,1.9988787464254196
ZNF70,ZNF70,0.9993963,100.0,1.0,1.9988777115472152
PEX2,PEX2,0.99939555,100.0,1.0,1.9988763255496198
PDE3A,PDE3A,0.9999994,99.9124,1.0,1.9988739407790617
CHL1,CHL1,0.9999568,99.9184,1.0,1.998871811844036
SMPD3,SMPD3,0.9999193,99.92365000000001,1.0,1.99886953322661
XPOT,XPOT,0.99938947,100.0,1.0,1.9988650897291145
CDH2,CDH2,0.99938923,100.0,1.0,1.998864646209884
TMTC1,TMTC1,0.9993864,100.0,1.0,1.998859416378958
FOXJ2,FOXJ2,0.99938256,100.0,1.0,1.9988523200712704
RAPGEF2,RAPGEF2,0.9993819,100.0,1.0,1.9988511003933866
PSMD1,PSMD1,0.99938184,100.0,1.0,1.9988509895135789
UACA,UACA,0.9993801,100.0,1.0,1.9988477739991581
ARID4A,ARID4A,0.9999292,99.9204,1.0,1.9988463390419926
HSPB7,HSPB7,0.9993782,100.0,1.0,1.99884426280525
TMEM161B,TMEM161B,0.9993775,100.0,1.0,1.9988429692074945
KCNH8,KCNH8,0.99999774,99.9097,1.0,1.9988364050266114
ARHGDIB,ARHGDIB,0.99937356,100.0,1.0,1.9988356881001277
HACD4,HACD4,0.9993698,100.0,1.0,1.9988287396321833
ELAVL3,ELAVL3,0.99936634,100.0,1.0,1.9988223455632774
NAA16,NAA16,0.9993647,100.0,1.0,1.9988193148485358
TDRD1,TDRD1,0.99993736,99.916,1.0,1.9988052484950138
