mice gene name,pig gene name,correlation,identical_scores,orthology confidence,combo_score
Btbd1,BTBD1,0.9814263,95.26915,1.0,1.9184912670167729
Gpr61,GPR61,0.99447566,92.88935000000001,1.0,1.918481751729852
Etv1,ETV1,0.9882237,94.0279,1.0,1.918470100452366
Cyfip2,CYFIP2,0.96125716,98.9429,1.0,1.9184610093645853
Rhot1,RHOT1,0.98879266,93.92075,1.0,1.9184356519969317
Nfe2l1,NFE2L1,0.9884231,93.98740000000001,1.0,1.9184284272326124
Clcn5,CLCN5,0.9748853,96.4461,1.0,1.9183361123139533
Eya4,EYA4,0.97415864,96.5753,1.0,1.918303300963628
Nr2e1,NR2E1,0.9596232,99.2208,1.0,1.9182605283892082
Hspe1,HSPE1,0.9821841,95.098,1.0,1.918159838624192
Ddit4,DDIT4,0.9958291,92.61045,1.0,1.9181586887046191
Dctn1,DCTN1,0.9702205,97.2678,1.0,1.918048154780406
Gpc3,GPC3,0.9902694,93.6097,1.0,1.9180154587029548
Egr1,EGR1,0.99647224,92.4716,1.0,1.9179417126585263
Rapgefl1,RAPGEFL1,0.9866457,94.2598,1.0,1.9179101454364826
Dync1i1,DYNC1I1,0.96445227,98.2946,1.0,1.9177998472188662
Atp6v1f,ATP6V1F,0.95961493,99.1597,1.0,1.917631851621866
Ebag9,EBAG9,0.9901542,93.59155,1.0,1.9176223267620967
Cers6,CERS6,0.98577625,94.3878,1.0,1.9176039017458226
Lypd6,LYPD6,0.98380804,94.7368,1.0,1.91750551715737
Hcrtr1,HCRTR1,0.99466354,92.75735,1.0,1.9175001896163315
Chmp1a,CHMP1A,0.9717085,96.9388,1.0,1.917468327661869
Cbfa2t2,CBFA2T2,0.97290695,96.72,1.0,1.9174650462636622
Kat7,KAT7,0.9921959,93.20165,1.0,1.9174445385018664
Atp6v0d1,ATP6V0D1,0.98690635,94.16135,1.0,1.917398685293468
Ascl1,ASCL1,0.993769,92.9071,1.0,1.9173664212725385
Rbm15,RBM15,0.99640346,92.4242,1.0,1.9173398391762346
Phka1,PHKA1,0.9979266,92.14235,1.0,1.9172977958634947
Lin7c,LIN7C,0.99484926,92.7005,1.0,1.9172692954270367
Dync1li1,DYNC1LI1,0.98780274,93.9829,1.0,1.9172476478750258
Slc25a42,SLC25A42,0.994426,92.7673,1.0,1.9171652770151444
Nat8l,NAT8L,0.9958045,92.51480000000001,1.0,1.917153183977116
Fam120a,FAM120A,0.9956931,92.53,1.0,1.917101893507541
Kcnmb4,KCNMB4,0.9912713,93.3333,1.0,1.9170739922810602
Pax2,PAX2,0.9924525,93.11655,1.0,1.9170597192673409
Klhl7,KLHL7,0.98598677,94.28450000000001,1.0,1.9169519752648139
Dcun1d3,DCUN1D3,0.9780789,95.7237,1.0,1.9169281077895124
Cyth2,CYTH2,0.97827744,95.67859999999999,1.0,1.9168386692137895
Cadm4,CADM4,0.9965329,92.35015,1.0,1.9168332077971426
Hid1,HID1,0.98138416,95.11115,1.0,1.916827564509115
Rexo2,REXO2,0.98228735,94.9367,1.0,1.9167291409158307
Chtop,CHTOP,0.9843229,94.56455,1.0,1.916718332219813
Bmerb1,BMERB1,0.98279715,94.84084999999999,1.0,1.9166998672705071
Pi4kb,PI4KB,0.9810859,95.15254999999999,1.0,1.916697308151614
Dyrk1a,DYRK1A,0.9619928,98.6248,1.0,1.9166134116489935
Nck1,NCK1,0.9675048,97.6127,1.0,1.916540291182991
S100z,S100Z,0.9931412,92.9293,1.0,1.9164401318868662
Acer2,ACER2,0.98637646,94.16185,1.0,1.9164337223993022
Plcb4,PLCB4,0.9862439,94.17815,1.0,1.9163547434465305
Pick1,PICK1,0.9975057,92.1186,1.0,1.9162888358872037
Crbn,CRBN,0.98509884,94.36985000000001,1.0,1.916183631467073
Atrn,ATRN,0.9969955,92.1957,1.0,1.9161290984037826
Rae1,RAE1,0.95862144,99.1848,1.0,1.9160652733467436
Nfkbia,NFKBIA,0.99432915,92.6752,1.0,1.9160631634072205
Cops4,COPS4,0.9567788,99.5074,1.0,1.9159316526771581
Ing4,ING4,0.9595728,98.9944,1.0,1.9158948641625457
Mast1,MAST1,0.98585176,94.2038,1.0,1.9158944819146244
Anxa6,ANXA6,0.99606115,92.34205,1.0,1.9158883151078911
Lrp3,LRP3,0.9958308,92.38365,1.0,1.9158843788795648
Polr2e,POLR2E,0.9902245,93.38675,1.0,1.9156945057542005
Pcnp,PCNP,0.9754973,96.0674,1.0,1.9156536694581643
Pak3,PAK3,0.9777808,95.6497,1.0,1.9156393503642943
Samd4,SAMD4A,0.9788488,95.45365,1.0,1.9156257203943245
Nyap2,NYAP2,0.99478984,92.54395,1.0,1.9155885214624973
Sap30bp,SAP30BP,0.99695635,92.13815,1.0,1.9154795421040536
Psmd3,PSMD3,0.96721774,97.55775,1.0,1.915463034271133
Lmbr1l,LMBR1L,0.99054116,93.29990000000001,1.0,1.9154020559202445
Neto2,NETO2,0.99720776,92.0844,1.0,1.915400024722032
Ets1,ETS1,0.9984831,91.84735,1.0,1.9153542352312656
Sec61a2,SEC61A2,0.96167445,98.55535,1.0,1.9153332748500684
Card11,CARD11,0.99842966,91.8544,1.0,1.915327204163732
Kdm6a,KDM6A,0.97911453,95.36869999999999,1.0,1.9152591202010556
Kcnh8,KCNH8,0.9981349,91.89725,1.0,1.9152179149244548
Gng10,GNG10,0.99399847,92.6471,1.0,1.9151756738416406
Canx,CANX,0.99326473,92.77924999999999,1.0,1.915159524832898
Eed,EED,0.9864155,94.01195,1.0,1.914999959439459
Grxcr1,GRXCR1,0.99706477,92.069,1.0,1.9149836363768835
Nfkbil1,NFKBIL1,0.99462533,92.51005,1.0,1.9149469714161684
Slc35f4,SLC35F4,0.97613925,95.8763,1.0,1.9149098444994581
Kcnc3,KCNC3,0.98230416,94.75085,1.0,1.9148936916640296
Fubp1,FUBP1,0.9784419,95.45315,1.0,1.9148758537998813
Meaf6,MEAF6,0.98114544,94.95975,1.0,1.91487028906191
Nudcd2,NUDCD2,0.9865493,93.9692,1.0,1.9148156094715842
Atxn2l,ATXN2L,0.98769444,93.75505000000001,1.0,1.91476143527481
Dock2,DOCK2,0.98538905,94.17235,1.0,1.914731667279812
Fbxl5,FBXL5,0.9931329,92.7538,1.0,1.9146626477916888
Dock8,DOCK8,0.9965016,92.13910000000001,1.0,1.914656644512739
Magi2,MAGI2,0.9841653,94.38745,1.0,1.9146514823665166
Dlg1,DLG1,0.98450136,94.3233,1.0,1.9146224879702964
Med10,MED10,0.9614785,98.5185,1.0,1.914604550146802
Galr1,GALR1,0.9919075,92.97004999999999,1.0,1.9145909902644225
Arc,ARC,0.9921138,92.9293,1.0,1.914559437369849
Dcaf13,DCAF13,0.9933918,92.68854999999999,1.0,1.9144813634039588
Hmgb2,HMGB2,0.97418094,96.1905,1.0,1.9144801365713455
Clcn7,CLCN7,0.9872561,93.7978,1.0,1.9143883132666166
Gna14,GNA14,0.9655833,97.7465,1.0,1.914366471162942
Cad,CAD,0.9818205,94.7842,1.0,1.914343219188198
Mapk8ip1,MAPK8IP1,0.99186647,92.94855000000001,1.0,1.9142999901449385
Arfgef3,ARFGEF3,0.99634796,92.1309,1.0,1.914293060043049
Hnrnpul1,HNRNPUL1,0.98877746,93.5002,1.0,1.9141848573091749
Gpx2,GPX2,0.98486876,94.2105,1.0,1.9141623416069227
En1,EN1,0.99696016,92.00059999999999,1.0,1.9141053023426031
Gpr26,GPR26,0.99296665,92.71934999999999,1.0,1.9140123897614862
Iffo1,IFFO1,0.98831165,93.56285,1.0,1.9139612771151162
Cdk12,CDK12,0.9979707,91.80175,1.0,1.913958373353922
Pank4,PANK4,0.98776406,93.6611,1.0,1.9139454744386102
Foxd2,FOXD2,0.99789697,91.80945,1.0,1.913900727677135
Dstn,DSTN,0.98949844,93.3333,1.0,1.9138287050692246
Nup35,NUP35,0.9899238,93.25245,1.0,1.9137954839445115
Hoxb7,HOXB7,0.99333155,92.6267,1.0,1.913750004126174
Prelid1,PRELID1,0.9900444,93.21825000000001,1.0,1.9136728260625329
Kcna6,KCNA6,0.9945128,92.39835,1.0,1.9136193407514435
Onecut3,ONECUT3,0.9974453,91.85375,1.0,1.9135187689905035
Msn,MSN,0.9984399,91.6673,1.0,1.9134671763511288
Nelfa,NELFA,0.9946089,92.3623,1.0,1.9134332578409996
Hey2,HEY2,0.98678404,93.7878,1.0,1.9134237741807385
Nol4,NOL4,0.9866896,93.80395,1.0,1.9134130690969002
Kdm1a,KDM1A,0.963992,97.94065,1.0,1.9134031017817832
Bcl2l2,BCL2L2,0.9612014,98.4456,1.0,1.9133652797112681
Glcci1,GLCCI1,0.9944634,92.37375,1.0,1.9132818902503388
Nkx6-3,NKX6-3,0.9956136,92.16095,1.0,1.9132505346565218
Emsy,EMSY,0.98868686,93.4223,1.0,1.913236774459644
Scn3b,SCN3B,0.97811294,95.3488,1.0,1.9132258451771855
Rapgef4,RAPGEF4,0.99577,92.12950000000001,1.0,1.9132210242677976
Sema5b,SEMA5B,0.99648964,91.9973,1.0,1.9132108606167129
Fam91a1,FAM91A1,0.9965492,91.98575,1.0,1.9132039076362
Plcxd2,PLCXD2,0.9968846,91.92385,1.0,1.9131962985546798
Ecpas,ECPAS,0.98433137,94.2105,1.0,1.9131786289083634
Afg3l2,AFG3L2,0.99628407,92.03,1.0,1.913162915390282
Kirrel3,KIRREL3,0.9748922,95.92955,1.0,1.913161784473382
Leo1,LEO1,0.99330217,92.57315,1.0,1.913158498348814
Septin1,SEPTIN1,0.97504115,95.9016,1.0,1.913153781975394
Macroh2a2,MACROH2A2,0.9628443,98.1183,1.0,1.913086073516634
B3galt2,B3GALT2,0.9967104,91.9431,1.0,1.9130707185577522
Fam163b,FAM163B,0.9953673,92.17205,1.0,1.912911134317735
Gdf5,GDF5,0.99764675,91.75200000000001,1.0,1.9128658039220074
Fgf10,FGF10,0.988948,93.33545000000001,1.0,1.9128426931680425
Slc25a16,SLC25A16,0.9880111,93.49665,1.0,1.9127463589004035
Angel1,ANGEL1,0.9975621,91.7541,1.0,1.912731936137105
Slc12a4,SLC12A4,0.9697462,96.82465,1.0,1.9127300213464629
Prkca,PRKCA,0.95763636,99.03105,1.0,1.9127181600968752
Rab14,RAB14,0.97795177,95.3276,1.0,1.9127179367112146
Fbxl3,FBXL3,0.9683163,97.083,1.0,1.9127067677635594
Prph2,PRPH2,0.9966634,91.9075,1.0,1.9126272043846597
Slc12a1,SLC12A1,0.9940552,92.3822,1.0,1.9126195157582195
Relch,RELCH,0.99006456,93.10965,1.0,1.9126192182364616
Btbd3,BTBD3,0.99329454,92.51814999999999,1.0,1.9125922465322205
Sdf2,SDF2,0.9834473,94.3128,1.0,1.9125875551243827
Ppme1,PPME1,0.96817356,97.0967,1.0,1.9125830459268123
Khdrbs1,KHDRBS1,0.9844216,94.1309,1.0,1.9125444915844119
Erc2,ERC2,0.9618678,98.2327,1.0,1.912447305784412
Klhl31,KLHL31,0.99540734,92.1136,1.0,1.9123975009170915
Shisa7,SHISA7,0.99415594,92.33775,1.0,1.9123575775897756
Kdm6b,KDM6B,0.99436647,92.2984,1.0,1.9123478260289029
Aldob,ALDOB,0.9925506,92.62575000000001,1.0,1.9123109061805228
Mitf,MITF,0.98878247,93.31094999999999,1.0,1.9122936664685433
Kctd8,KCTD8,0.9809435,94.73725,1.0,1.91226638715383
Pappa,PAPPA,0.99609137,91.97175,1.0,1.9122252509347155
Kcnq2,KCNQ2,0.9891998,93.2263,1.0,1.912207588265613
Mtx2,MTX2,0.9863756,93.7396,1.0,1.9121921070018333
Lhfpl3,LHFPL3,0.97441995,95.91825,1.0,1.9121838435806466
Maz,MAZ,0.9636698,97.87245,1.0,1.9121284693399736
Celf6,CELF6,0.9765019,95.5256,1.0,1.9120521202254674
Evi5l,EVI5L,0.9775882,95.32079999999999,1.0,1.9119841256038765
Poglut1,POGLUT1,0.9938931,92.3469,1.0,1.9119683191490604
Cnfn,CNFN,0.99470013,92.19705,1.0,1.9119408929773625
Bcl7b,BCL7B,0.968176,97.0297,1.0,1.9119147291209577
Mapk12,MAPK12,0.99521965,92.0981,1.0,1.911898283378891
Rab25,RAB25,0.9801862,94.8357,1.0,1.9118687107075152
Ostc,OSTC,0.95185024,100.0,1.0,1.9118562010062283
Hectd4,HECTD4,0.97377366,95.99504999999999,1.0,1.9117719757478833
Igsf3,IGSF3,0.9961166,91.91445,1.0,1.911696055042893
Clint1,CLINT1,0.9967208,91.80335,1.0,1.911686450647751
Ski,SKI,0.9966047,91.82135,1.0,1.9116546729683708
Psmb4,PSMB4,0.99119663,92.803,1.0,1.911612276270298
Sertm1,SERTM1,0.9927062,92.5234,1.0,1.9115679860294952
Exoc8,EXOC8,0.99536246,92.03585,1.0,1.9115346164862537
Mob4,MOBKL3,0.9516681,100.0,1.0,1.911522786854652
Cebpe,CEBPE,0.9974269,91.65215,1.0,1.911460712215955
Pak6,PAK6,0.9934513,92.3754,1.0,1.9114457715057822
Scrt2,SCRT2,0.9906493,92.88415,1.0,1.9114252391643836
Actr8,ACTR8,0.96390057,97.7564,1.0,1.9113855815877767
Pcbd1,PCBD1,0.9568617,99.0385,1.0,1.9113749251871783
Eif2s2,EIF2S2,0.96643287,97.29005000000001,1.0,1.911338179272783
Pard6b,PARD6B,0.99507254,92.05940000000001,1.0,1.9112403852880764
Creb3l1,CREB3L1,0.9978935,91.5385,1.0,1.9111736198897842
Mllt6,MLLT6,0.997767,91.55795,1.0,1.9111373648534604
Pxk,PXK,0.994518,92.15015,1.0,1.9111365488085341
Htr1f,HTR1F,0.9963666,91.8033,1.0,1.911037572088336
Nell2,NELL2,0.9889919,93.1462,1.0,1.9110226919417452
Rsbn1,RSBN1,0.97862273,95.03460000000001,1.0,1.9110039825176106
Sipa1l1,SIPA1L1,0.97884405,94.98405,1.0,1.9109015171883277
Slc18a2,SLC18A2,0.99692583,91.6828,1.0,1.9108512579137795
Lhx3,LHX3,0.9928391,92.4225,1.0,1.910798072906808
Lin9,LIN9,0.97409403,95.83795,1.0,1.910780898879359
Ranbp17,RANBP17,0.9804936,94.6691,1.0,1.9107584971143878
Med31,MED31,0.9596173,98.4733,1.0,1.9107436755261953
Hspa4,HSPA4,0.99018025,92.9006,1.0,1.9107318087847243
Loxhd1,LOXHD1,0.98969966,92.9861,1.0,1.9107106224783292
Abcf3,ABCF3,0.96818006,96.897,1.0,1.9105896484729454
Lrrc75a,LRRC75A,0.9961014,91.792,1.0,1.9104386440433216
Esrrb,ESRRB,0.99335796,92.2907,1.0,1.9104243904967189
Cry2,CRY2,0.9909177,92.73400000000001,1.0,1.9104088179646588
Sgcz,SGCZ,0.9765915,95.34535,1.0,1.9104061484543409
Dpysl5,DPYSL5,0.96268445,97.8723,1.0,1.9103232427053713
Clcn2,CLCN2,0.98215634,94.31905,1.0,1.9102871637074719
Kdsr,KDSR,0.9823773,94.2771,1.0,1.9102703966463066
Slc22a17,SLC22A17,0.9805067,94.6053,1.0,1.9101418267758798
Klhdc10,KLHDC10,0.967644,96.94534999999999,1.0,1.9100938789482527
Cav3,CAV3,0.9908447,92.7152,1.0,1.9100864077158533
Hkdc1,HKDC1,0.99518555,91.92155,1.0,1.9100630277897799
Klhl1,KLHL1,0.9968875,91.61064999999999,1.0,1.9100565961409501
Arhgef3,ARHGEF3,0.98952174,92.95275000000001,1.0,1.9100500477684805
Bhlhe22,BHLHE22,0.9945972,92.02335,1.0,1.9100082598676016
Capza3,CAPZA3,0.9957441,91.79255,1.0,1.9097901157420192
Abca2,ABCA2,0.9902811,92.78815,1.0,1.9097872471153343
Cldn19,CLDN19,0.9969257,91.57605,1.0,1.9097790853289274
Klhl32,KLHL32,0.9652058,97.3457,1.0,1.9096507930925317
Cnih1,CNIH1,0.99474925,91.95904999999999,1.0,1.9096409219828443
Lrrc10b,LRRC10B,0.99706155,91.5349,1.0,1.9096145544308014
Ehf,EHF,0.9762225,95.3333,1.0,1.9096096794310313
Rnf19b,RNF19B,0.9835915,93.9891,1.0,1.9096010715075873
Crabp2,CRABP2,0.9903488,92.7536,1.0,1.9095642392449774
Scn4a,SCN4A,0.99733615,91.4745,1.0,1.9095107109652387
Ptch1,PTCH1,0.9803944,94.56135,1.0,1.9094949316094327
Odf1,ODF1,0.99104464,92.6188,1.0,1.9094844007853293
Adgra3,ADGRA3,0.99668676,91.58805,1.0,1.9094621951360689
Rgs17,RGS17,0.9923351,92.381,1.0,1.9094587578692788
Opa1,OPA1,0.9910028,92.6103,1.0,1.909322457977026
Ndp,NDP,0.97118646,96.21764999999999,1.0,1.90927125566145
Plpp4,PLPP4,0.9564956,98.893,1.0,1.9092437209354842
Ptpra,PTPRA,0.9852979,93.6423,1.0,1.909242294391921
Ess2,ESS2,0.9973476,91.4409,1.0,1.9091942748096127
Anapc16,ANAPC16,0.955346,99.0909,1.0,1.9091265558752712
Sgsm2,SGSM2,0.9983219,91.2518,1.0,1.909078912166808
Rs1,RS1,0.9870375,93.3036,1.0,1.9090256276212987
Id3,ID3,0.9896281,92.82865,1.0,1.9089985883972647
Prpf31,PRPF31,0.9668095,96.98564999999999,1.0,1.908970969314375
Dnali1,DNALI1,0.9913793,92.50645,1.0,1.9089688413089068
Lrp5,LRP5,0.98527837,93.6183,1.0,1.9089655469795943
Hgf,HGF,0.98638767,93.41585,1.0,1.9089632523508269
Pou2f3,POU2F3,0.9951628,91.8139,1.0,1.9089404110524488
Cyth1,CYTH1,0.98324805,93.985,1.0,1.9089312029839824
Exosc6,EXOSC6,0.99351346,92.1104,1.0,1.90889854908831
Ckmt2,CKMT2,0.9943881,91.95060000000001,1.0,1.908894972232539
Clptm1l,CLPTM1L,0.99247926,92.2935,1.0,1.908844013265623
Ankrd28,ANKRD28,0.98024863,94.5226,1.0,1.9088389843621423
Cdx2,CDX2,0.9934792,92.10974999999999,1.0,1.9088293078615663
Rbm4,RBM4,0.97681737,95.1431,1.0,1.9087887101414132
Prickle1,PRICKLE1,0.9972834,91.4114,1.0,1.9087805287932418
Parp6,PARP6,0.96152866,97.92869999999999,1.0,1.9087738684147517
Foxf1,FOXF1,0.9960084,91.6349,1.0,1.908690877771936
Oxt,OXT,0.99400187,92.0,1.0,1.9086840158028562
Eri3,ERI3,0.9781398,94.88995,1.0,1.90866745184762
Shoc2,SHOC2,0.9585563,98.4536,1.0,1.9086036565611209
Ankfy1,ANKFY1,0.983399,93.92035,1.0,1.9085583369679435
Myh13,MYH13,0.97705,95.0772,1.0,1.9085528105238163
Eif3g,EIF3G,0.9936576,92.04894999999999,1.0,1.9085453500445704
Arsi,ARSI,0.99369633,92.03915,1.0,1.9085178396606683
Lats1,LATS1,0.9962003,91.5781,1.0,1.908471798383236
Rab38,RAB38,0.96819514,96.6825,1.0,1.9084633422107533
Gal3st3,GAL3ST3,0.98689884,93.2715,1.0,1.9084494717523381
Mllt10,MLLT10,0.9935913,92.0487,1.0,1.9084214750041222
Maneal,MANEAL,0.97469336,95.49245,1.0,1.9084086423062772
Lef1,LEF1,0.9974191,91.34899999999999,1.0,1.9084023405456665
Polr3e,POLR3E,0.99689406,91.4333,1.0,1.9082877369843987
Pex5,PEX5,0.99410164,91.94085,1.0,1.9082726913444774
Gabpa,GABPA,0.9963179,91.5343,1.0,1.9082472500841325
Hmg20b,HMG20B,0.98620886,93.3754,1.0,1.9082297535137227
Skor1,SKOR1,0.99771535,91.27674999999999,1.0,1.9082191359496647
Mef2c,MEF2C,0.95721734,98.65575000000001,1.0,1.9081825374203034
Galnt2,GALNT2,0.99272615,92.1806,1.0,1.9081622646399592
Gpr63,GPR63,0.9965995,91.4738,1.0,1.908155216228836
Hrh3,HRH3,0.98847,92.94614999999999,1.0,1.9080585237842553
Hspa8,HSPA8,0.9716542,96.01075,1.0,1.9080498763512241
Nyap1,NYAP1,0.9933239,92.05185,1.0,1.9079636200587602
C2cd5,C2CD5,0.9846118,93.63730000000001,1.0,1.9079361547095286
Gpr162,GPR162,0.99567825,91.61914999999999,1.0,1.9079283714358255
Rab11fip2,RAB11FIP2,0.9914874,92.3828,1.0,1.9079250857673586
Cdh9,CDH9,0.998012,91.18585,1.0,1.9078493888093502
Rims3,RIMS3,0.99411285,91.8841,1.0,1.9077233541610874
Padi2,PADI2,0.99704826,91.3489,1.0,1.9077224997604592
Chad,CHAD,0.9916352,92.32935,1.0,1.9076589188283832
Anapc15,ANAPC15,0.9672431,96.77355,1.0,1.907634879425565
Kctd10,KCTD10,0.9590985,98.257,1.0,1.907622006977349
Fgf20,FGF20,0.9716594,95.96255,1.0,1.9075753928203811
Rasgef1a,RASGEF1A,0.9883974,92.9102,1.0,1.907564633304228
Hdhd2,HDHD2,0.9918584,92.278,1.0,1.907551861676482
Lpar2,LPAR2,0.9910781,92.41945000000001,1.0,1.9075438691697808
Nup205,NUP205,0.9850211,93.50704999999999,1.0,1.9073774829702594
Papss2,PAPSS2,0.9920611,92.2226,1.0,1.9073666102547095
Rpl3,RPL3,0.9629472,97.5186,1.0,1.907252523080798
Gna13,GNA13,0.9711544,96.0212,1.0,1.9072399076824125
Ppp1r9b,PPP1R9B,0.9721367,95.8384,1.0,1.9072024510568422
Polr3d,POLR3D,0.9920331,92.2111,1.0,1.9071998774631256
Cdc27,CDC27,0.9863948,93.23795,1.0,1.9071899137526773
Cap1,CAP1,0.9840103,93.6709,1.0,1.9071724820470055
Rundc3b,RUNDC3B,0.99659836,91.37604999999999,1.0,1.907171568679367
Nim1k,NIM1K,0.9963081,91.40905000000001,1.0,1.906971607670814
Frs2,FRS2,0.9970681,91.25915,1.0,1.906857589230135
Sh3pxd2a,SH3PXD2A,0.99744713,91.18440000000001,1.0,1.9068008126965592
Lmo2,LMO2,0.97942835,94.4684,1.0,1.90679317925082
Arf5,ARF5,0.9848594,93.47825,1.0,1.9067922885996054
Atg5,ATG5,0.9710164,96.0,1.0,1.9067744127768458
Cda,CDA,0.99414426,91.7808,1.0,1.9067435600579807
Klc4,KLC4,0.9930173,91.98435,1.0,1.9067245730857887
Foxo3,FOXO3,0.9784226,94.6429,1.0,1.906704364966307
Mfn1,MFN1,0.9801159,94.332,1.0,1.9066820991656646
Cog3,COG3,0.9973364,91.18885,1.0,1.9066428021101496
Kcnh7,KCNH7,0.9813224,94.10794999999999,1.0,1.906640835500784
Capn3,CAPN3,0.98984903,92.55275,1.0,1.9066325476549508
Exoc6,EXOC6,0.99585754,91.4521,1.0,1.9065791289535454
Ccng1,CCNG1,0.9927342,92.02065,1.0,1.9065708558165522
Dvl2,DVL2,0.9954763,91.51984999999999,1.0,1.9065615692042006
Iffo2,IFFO2,0.96819603,96.4916,1.0,1.906548041010061
Etv4,ETV4,0.9935412,91.86415,1.0,1.9064765984740195
Ppt2,PPT2,0.9897033,92.56219999999999,1.0,1.9064606759564795
Rtn4rl2,RTN4RL2,0.97502184,95.2381,1.0,1.9064558711337956
Myh1,MYH1,0.96995246,96.16085000000001,1.0,1.9064420124496864
Mapk8ip3,MAPK8IP3,0.9945007,91.68285,1.0,1.9064124679001146
Fkbp9,FKBP9,0.98912233,92.6585,1.0,1.9063641889218
Ash1l,ASH1L,0.99757385,91.1165,1.0,1.906350957738372
Klhl5,KLHL5,0.9758773,95.06365,1.0,1.9062700759721856
Rnf130,RNF130,0.99757737,91.10705,1.0,1.9062625086588936
Ddx39b,DDX39B,0.95326304,99.18334999999999,1.0,1.906241959460778
Hdac9,HDAC9,0.9968299,91.24125000000001,1.0,1.9062418115276314
Rnf220,RNF220,0.96090716,97.78965,1.0,1.9062399127598755
Loxl3,LOXL3,0.9913499,92.2363,1.0,1.9062023009105225
Csrnp3,CSRNP3,0.9861965,93.17429999999999,1.0,1.9061877739584066
Ndst3,NDST3,0.98922646,92.6195,1.0,1.906163182680665
Bcs1l,BCS1L,0.99133694,92.23429999999999,1.0,1.90615849405675
Clrn2,CLRN2,0.99602246,91.3793,1.0,1.9061499969825269
Gabrr1,GABRR1,0.99458057,91.64205000000001,1.0,1.9061489780366851
Dpm3,DPM3,0.9844982,93.4783,1.0,1.9061316004299236
Fbxo45,FBXO45,0.98679227,93.0595,1.0,1.9061255844241412
Bpnt2,BPNT2,0.99550223,91.4701,1.0,1.906109468331381
Mbd3,MBD3,0.98862654,92.7184,1.0,1.906058114964377
Rpf1,RPF1,0.97696394,94.8424,1.0,1.906037520366548
Rbm3,RBM3,0.9788328,94.49940000000001,1.0,1.9060142902787416
Pgd,PGD,0.9946962,91.6063,1.0,1.9060016579917374
Nfkb2,NFKB2,0.99710894,91.1618,1.0,1.9059548042735701
Fkbp1b,FKBP1B,0.9638478,97.2222,1.0,1.9059247923404008
Rpl3l,RPL3L,0.97414094,95.3317,1.0,1.9057832387386582
Aebp2,AEBP2,0.99266505,91.95385,1.0,1.9057734991193107
Abcb7,ABCB7,0.9944808,91.6223,1.0,1.9057680248265036
Cdh18,CDH18,0.9696764,96.1417,1.0,1.905744378659188
Kcna10,KCNA10,0.99573475,91.3894,1.0,1.9057247525321355
Dennd11,DENND11,0.97676533,94.84094999999999,1.0,1.905659397021718
Fam168a,FAM168A,0.9935354,91.7835,1.0,1.9056561309877191
Chek1,CHEK1,0.9784139,94.5378,1.0,1.9056330732170637
Crebrf,CREBRF,0.9831695,93.667,1.0,1.9055942038660358
Gabarap,GABARAP,0.9483934,100.0,1.0,1.9055283247806034
Galnt3,GALNT3,0.98912233,92.575,1.0,1.905525720159762
Hoxb13,HOXB13,0.9973525,91.0686,1.0,1.905464778335681
Gtf2a1,GTF2A1,0.9672411,96.5524,1.0,1.9054105313233585
Pparg,PPARG,0.9771845,94.73895,1.0,1.9054024662535596
Rfx1,RFX1,0.9862673,93.081,1.0,1.9053805001591286
Paqr9,PAQR9,0.9964248,91.22405,1.0,1.9053275461487877
Fgf1,FGF1,0.9730549,95.4839,1.0,1.9053235241876991
Dusp5,DUSP5,0.99398696,91.6667,1.0,1.9053098765158203
Npas4,NPAS4,0.9985093,90.8412,1.0,1.9052988977771435
Ror2,ROR2,0.99540895,91.40164999999999,1.0,1.905251372213065
Mmd,MMD,0.99073046,92.25295,1.0,1.9052355842622712
Plek2,PLEK2,0.9854695,93.2011,1.0,1.9051260863182575
Idh3a,IDH3A,0.9601399,97.8142,1.0,1.905081934198996
Pdzrn3,PDZRN3,0.98601305,93.09555,1.0,1.9050611903650847
Kcnk10,KCNK10,0.9854002,93.19735,1.0,1.904961574267253
Mink1,MINK1,0.97933537,94.3018,1.0,1.9049500549406169
Rpl28,RPL28,0.9600765,97.8102,1.0,1.9049257119353888
Mta1,MTA1,0.9736374,95.338,1.0,1.9049247514589926
Cask,CASK,0.9625046,97.36394999999999,1.0,1.9048894025789442
Frmd4a,FRMD4A,0.97097886,95.81585000000001,1.0,1.904856544418107
Cdk5r2,CDK5R2,0.9943381,91.55584999999999,1.0,1.9048395466151322
Pax9,PAX9,0.9961811,91.2162,1.0,1.9048026179861905
Fev,FEV,0.9688062,96.2025,1.0,1.904761970438737
Ppp2r1b,PPP2R1B,0.9868394,92.90944999999999,1.0,1.9047051242836441
Pi15,PI15,0.9925864,91.8605,1.0,1.9046921493714404
Dhx35,DHX35,0.97367066,95.3058,1.0,1.9046622974912728
Cog7,COG7,0.9923493,91.89935,1.0,1.90464824277242
Adcy1,ADCY1,0.99819577,90.82990000000001,1.0,1.904611499841135
H13,HM13,0.98588365,93.06855,1.0,1.904553197140491
Fzd10,FZD10,0.9926408,91.83155,1.0,1.9045010279841232
Drosha,DROSHA,0.99214196,91.92025000000001,1.0,1.9044785672978035
Gadd45b,GADD45B,0.98895836,92.5,1.0,1.9044724512251556
Myl3,MYL3,0.9777235,94.53784999999999,1.0,1.9043697720096144
Rasgef1c,RASGEF1C,0.98117936,93.90469999999999,1.0,1.9043380519527124
