microcebus gene name,human gene name,correlation,identical_scores,orthology confidence,combo_score
VAV2,VAV2,0.99802166,95.02725000000001,1.0,1.9419856454123745
KCNIP2,KCNIP2,0.9965978,95.2047,1.0,1.941978914638034
IER3IP1,IER3IP1,0.9777465,97.561,1.0,1.941966898530303
TNFAIP1,TNFAIP1,0.97088903,98.4177,1.0,1.9419576063946873
CFAP20,CFAP20,0.9623693,99.4819,1.0,1.9419442255575112
PLA2G4A,PLA2G4A,0.9987811,94.9266,1.0,1.9419225134032123
ACSL3,ACSL3,0.9893021,96.1111,1.0,1.9419129326481315
ATP1A1,ATP1A1,0.96835357,98.73055,1.0,1.9419107900353212
SPTBN2,SPTBN2,0.9941748,95.4975,1.0,1.941865568519487
MARCHF3,MARCHF3,0.97081083,98.419,1.0,1.9418633800044454
MAP4K5,MAP4K5,0.9676113,98.818,1.0,1.9418510927583323
BTBD9,BTBD9,0.9751214,97.8758,1.0,1.941817181194279
FAM32A,FAM32A,0.9795186,97.3214,1.0,1.9417669061983096
ARHGEF10L,ARHGEF10L,0.9959315,95.26795,1.0,1.9417558596121274
YIF1B,YIF1B,0.9911927,95.8599,1.0,1.9417487081455365
WASF3,WASF3,0.9915247,95.8167,1.0,1.9417300058389646
SLC5A7,SLC5A7,0.9980345,95.0,1.0,1.941700662718235
PSMB2,PSMB2,0.9699562,98.5075,1.0,1.9416592065722913
KLHDC10,KLHDC10,0.96158373,99.5475,1.0,1.9415815384277972
WDR45,WDR45,0.97008115,98.47455,1.0,1.9414666776809901
KCTD12,KCTD12,0.99039954,95.9208,1.0,1.941323242751971
CHPF2,CHPF2,0.9753057,97.80789999999999,1.0,1.941318734484489
SLC19A2,SLC19A2,0.993172,95.5734,1.0,1.941315463485024
ITPR3,ITPR3,0.99058884,95.8952,1.0,1.9413018196389247
WT1,WT1,0.9807417,97.1264,1.0,1.9412996131868898
ATRNL1,ATRNL1,0.97484803,97.86155,1.0,1.941278925118695
TADA2A,TADA2A,0.97861487,97.38955,1.0,1.9412683520897032
MIEN1,MIEN1,0.9854919,96.5217,1.0,1.941180917701083
PCBD1,PCBD1,0.99242586,95.65440000000001,1.0,1.9411787100068674
ARFIP2,ARFIP2,0.9964658,95.1491,1.0,1.9411775999884415
SULT4A1,SULT4A1,0.9661176,98.9437,1.0,1.9411722145987653
PTPRT,PTPRT,0.98787695,96.22145,1.0,1.9411587343616967
HTRA3,HTRA3,0.9982449,94.9227,1.0,1.941134025560547
ACOT11,ACOT11,0.9939864,95.4545,1.0,1.9411258981915482
SLC8A3,SLC8A3,0.9951516,95.30825,1.0,1.941119895899829
FAM110B,FAM110B,0.9965354,95.1351,1.0,1.941118741427398
GSG1L,GSG1L,0.99287736,95.59155,1.0,1.9411077064589843
FASTK,FASTK,0.9969461,95.082,1.0,1.9410993895105706
CELSR3,CELSR3,0.9969351,95.08305,1.0,1.9410957715397306
RNF115,RNF115,0.99828357,94.90995,1.0,1.9410460752408103
AIFM2,AIFM2,0.9961342,95.1743,1.0,1.9409968261738737
ACLY,ACLY,0.988319,96.14699999999999,1.0,1.9409456888100982
AP1M1,AP1M1,0.9722602,98.1544,1.0,1.9409370733331885
EP300,EP300,0.98229253,96.89850000000001,1.0,1.9409221466781759
SRRT,SRRT,0.9684272,98.6301,1.0,1.9408968226777485
NRP2,NRP2,0.9936125,95.48,1.0,1.9408896746879343
GPR6,GPR6,0.99716157,95.03235,1.0,1.9408470694100337
TMED4,TMED4,0.9908241,95.8246,1.0,1.9408441863332024
TMEM161B,TMEM161B,0.9705668,98.3573,1.0,1.940838590641628
COLEC10,COLEC10,0.99781084,94.9458,1.0,1.9407875278453046
RASL12,RASL12,0.99344456,95.4887,1.0,1.9407529735954472
FRMD6,FRMD6,0.9779,97.4277,1.0,1.9406988666982508
ARHGEF9,ARHGEF9,0.99349964,95.47685,1.0,1.940697829559752
ADAMTS15,ADAMTS15,0.99857354,94.8421,1.0,1.9406950318899074
ZNF800,ZNF800,0.9633414,99.247,1.0,1.9406847180690976
ARHGEF12,ARHGEF12,0.9989819,94.78795,1.0,1.940660759583828
KLF5,KLF5,0.9940388,95.4048,1.0,1.9406464069758076
NEK2,NEK2,0.99143046,95.7303,1.0,1.9406388886204307
BRINP2,BRINP2,0.9976749,94.94595000000001,1.0,1.94060028138497
EIF4EBP1,EIF4EBP1,0.99789786,94.9153,1.0,1.9405695148864166
GABRG1,GABRG1,0.99849826,94.8387,1.0,1.9405526327953764
PLEKHA1,PLEKHA1,0.994995,95.27600000000001,1.0,1.9405438810167384
ASS1,ASS1,0.97662205,97.5728,1.0,1.9405354025039379
KATNA1,KATNA1,0.9718693,98.167,1.0,1.9405338689703848
UBTD2,UBTD2,0.99600965,95.14529999999999,1.0,1.9405014674920031
MID2,MID2,0.9724127,98.0952,1.0,1.9404911168609627
VCL,VCL,0.9736991,97.9327,1.0,1.940472959608704
PAAF1,PAAF1,0.98572516,96.4286,1.0,1.9404704650385218
ARL4C,ARL4C,0.994616,95.31385,1.0,1.9404378143077439
JMJD6,JMJD6,0.99313015,95.49934999999999,1.0,1.940434395888821
NELL2,NELL2,0.97831386,97.35079999999999,1.0,1.9404194194294366
UBR5,UBR5,0.9628285,99.2855,1.0,1.9403997962956647
PLCXD2,PLCXD2,0.99697113,95.0147,1.0,1.9403862758553685
ALS2,ALS2,0.9908827,95.7755,1.0,1.940379978880023
ALOX5,ALOX5,0.99624425,95.1039,1.0,1.940367413341884
HSF2,HSF2,0.9749642,97.7612,1.0,1.9403251861293107
EFNA2,EFNA2,0.99474627,95.28515,1.0,1.9402999083019274
GPR155,GPR155,0.99925214,94.71885,1.0,1.9402684066930993
MFAP2,MFAP2,0.99633604,95.082,1.0,1.9402516000085077
TBCEL,TBCEL,0.96265054,99.2924,1.0,1.9402291673884764
DLK2,DLK2,0.9903798,95.8225,1.0,1.9402034134809738
MID1IP1,MID1IP1,0.9983664,94.8236,1.0,1.940201584687801
NRBF2,NRBF2,0.9972984,94.9568,1.0,1.9401976408903812
SMAD9,SMAD9,0.9791917,97.2163,1.0,1.9401446545110876
SGTB,SGTB,0.9753128,97.6974,1.0,1.9401006270424397
ITGBL1,ITGBL1,0.9884273,96.0567,1.0,1.940092697552056
CHD8,CHD8,0.9692526,98.45355,1.0,1.9400818858628497
KDM1A,KDM1A,0.9733882,97.9357,1.0,1.940074246089027
FLNA,FLNA,0.97379774,97.8844,1.0,1.9400732853402878
ATP6AP2,ATP6AP2,0.98309743,96.71915,1.0,1.9400476052909215
WBP2,WBP2,0.9782931,97.318,1.0,1.9400260668830418
SNX10,SNX10,0.97274756,98.0099,1.0,1.9400085364371815
TIMM22,TIMM22,0.99390835,95.3608,1.0,1.9399761558408208
SKOR1,SKOR1,0.99622285,95.0703,1.0,1.9399642810880577
HSPH1,HSPH1,0.97866607,97.2627,1.0,1.9399298339032758
SARS1,SARS1,0.99894744,94.72615,1.0,1.9399260946236407
CSTF1,CSTF1,0.9586195,99.768,1.0,1.9399125927880672
PRMT6,PRMT6,0.98337984,96.6713,1.0,1.9399083137139628
MDK,MDK,0.98471975,96.5035,1.0,1.9399056200450495
COPA,COPA,0.96327347,99.183,1.0,1.939879092091998
NBEA,NBEA,0.9668691,98.73285,1.0,1.939873408194347
NAV3,NAV3,0.98172575,96.87434999999999,1.0,1.939866126361623
ADRA1A,ADRA1A,0.99447906,95.279,1.0,1.9398602270657874
DES,DES,0.99768174,94.87825000000001,1.0,1.93985744425575
GNB1,GNB1,0.9590533,99.7059,1.0,1.9398253265322667
CCT8,CCT8,0.9885903,96.0101,1.0,1.9398013551383753
USO1,USO1,0.99714994,94.9353,1.0,1.9397524015720957
ZNF22,ZNF22,0.9959138,95.0893,1.0,1.939745944697282
HDDC3,HDDC3,0.9789679,97.2067,1.0,1.9397269599122466
TMEM135,TMEM135,0.97931874,97.1616,1.0,1.9397133247294223
GPR180,GPR180,0.9966003,95.0,1.0,1.9397075805560564
LSM11,LSM11,0.9966982,94.9868,1.0,1.9396969403111495
PTPN3,PTPN3,0.9964361,95.01920000000001,1.0,1.9396927622047067
PMP22,PMP22,0.9865883,96.25,1.0,1.9396851934070198
ZNRF2,ZNRF2,0.9914575,95.6378,1.0,1.9396485234347733
UBE2G2,UBE2G2,0.9565432,100.0,1.0,1.939605385852202
CAPG,CAPG,0.9909989,95.6897,1.0,1.9395879741095925
RHO,RHO,0.9978813,94.8276,1.0,1.939571901423399
DCAF6,DCAF6,0.9901473,95.7939,1.0,1.9395624837647283
GPR176,GPR176,0.99529433,95.1456,1.0,1.9395107339117357
KIF5B,KIF5B,0.9890442,95.92564999999999,1.0,1.9394936484348828
SUPT3H,SUPT3H,0.99177486,95.5836,1.0,1.9394872344071796
USP39,USP39,0.96914685,98.4071,1.0,1.9394187333003958
ALCAM,ALCAM,0.9934379,95.3688,1.0,1.9394112829743708
DIRAS1,DIRAS1,0.9886807,95.9596,1.0,1.9393657815340901
SIX4,SIX4,0.9907323,95.70275000000001,1.0,1.9393625080398467
NOL4,NOL4,0.971399,98.1191,1.0,1.9393479940859852
TAOK1,TAOK1,0.95952815,99.6004,1.0,1.9393128073660457
GABRG3,GABRG3,0.97341484,97.8637,1.0,1.9393111392458988
GCH1,GCH1,0.98831147,96.0,1.0,1.939301629885673
SNX24,SNX24,0.9563098,100.0,1.0,1.939281034034706
TUBB3,TUBB3,0.95808345,99.7778,1.0,1.9392765599709425
EYA1,EYA1,0.98816496,96.0153,1.0,1.939268054746468
NAA16,NAA16,0.9871139,96.14535000000001,1.0,1.9392526465659854
USP37,USP37,0.9950624,95.1506,1.0,1.9392439893698032
VBP1,VBP1,0.9968742,94.9239,1.0,1.9392425236821629
DIS3,DIS3,0.9963408,94.9896,1.0,1.939231383993052
PDLIM1,PDLIM1,0.9975702,94.8328,1.0,1.939197358322112
ADAM22,ADAM22,0.99437034,95.2302,1.0,1.9391668318591946
COL8A2,COL8A2,0.9836279,96.5732,1.0,1.9391628639046758
GNB2,GNB2,0.9915927,95.5764,1.0,1.9391540771062563
DLG3,DLG3,0.9888477,95.91775,1.0,1.9391327840697132
SNRPD1,SNRPD1,0.9561727,100.0,1.0,1.9390905086097758
ARL6,ARL6,0.986255,96.2366,1.0,1.9390730996345127
ADK,ADK,0.98266304,96.6851,1.0,1.9390655473995948
BRIX1,BRIX1,0.99690014,94.9008,1.0,1.9390218643119024
NKAIN2,NKAIN2,0.9638093,99.0385,1.0,1.9390179130905667
MSL1,MSL1,0.9574157,99.8371,1.0,1.9390075939960998
OTOF,OTOF,0.98473644,96.42054999999999,1.0,1.9390069997346848
ILDR2,ILDR2,0.9973346,94.8357,1.0,1.938902176580663
SLC1A2,SLC1A2,0.99204993,95.4965,1.0,1.938901561687305
DOP1A,DOP1A,0.98979616,95.77590000000001,1.0,1.938874478775026
CRTAP,CRTAP,0.9978528,94.7631,1.0,1.9388155141698187
SMIM3,SMIM3,0.99595696,95.0,1.0,1.9388135424315158
E2F3,E2F3,0.9706268,98.16715,1.0,1.938808855812672
PHC3,PHC3,0.9848373,96.38955,1.0,1.938802663532694
TNKS,TNKS,0.9643965,98.945,1.0,1.9387948793783434
HRH3,HRH3,0.99519324,95.09355,1.0,1.9387918250922613
ARHGEF6,ARHGEF6,0.9981953,94.7165,1.0,1.9387736197048975
NCBP1,NCBP1,0.96098316,99.3671,1.0,1.9387421719140034
HS2ST1,HS2ST1,0.9603849,99.4382,1.0,1.9387009070378212
CLTC,CLTC,0.9558697,100.0,1.0,1.9386694349135412
TCF12,TCF12,0.97058535,98.1586,1.0,1.9386562382897468
CYLD,CYLD,0.9759216,97.4895,1.0,1.9386362960142027
PABPC5,PABPC5,0.9851345,96.3351,1.0,1.9386105802904985
CCNB2,CCNB2,0.99093527,95.60865,1.0,1.9385988490159276
KDF1,KDF1,0.99818105,94.6994,1.0,1.9385637863397291
NKX2-3,NKX2-3,0.99876404,94.6223,1.0,1.9385171534379042
OTUD3,OTUD3,0.99794275,94.7236,1.0,1.9385015569826736
SLC35F4,SLC35F4,0.973881,97.732,1.0,1.9384953860614926
KCNQ3,KCNQ3,0.9837135,96.50035,1.0,1.9384722467667703
MEGF10,MEGF10,0.9950295,95.0835,1.0,1.9384525940044481
WIPF2,WIPF2,0.98295504,96.5909,1.0,1.9384245004900404
CRABP2,CRABP2,0.99045736,95.6522,1.0,1.938418672308683
CALR,CALR,0.9940153,95.2038,1.0,1.9383800588451763
DMTN,DMTN,0.98128664,96.7901,1.0,1.9383196421649678
DPH5,DPH5,0.9967441,94.85505,1.0,1.9382966036553197
MPZL1,MPZL1,0.991274,95.539,1.0,1.9382955633680279
SMARCA4,SMARCA4,0.9656232,98.74635,1.0,1.9382920271794912
ZNF618,ZNF618,0.9812643,96.789,1.0,1.9382763724879728
FBXL18,FBXL18,0.9918453,95.46445,1.0,1.9382610229475024
SLIT3,SLIT3,0.99512136,95.05455,1.0,1.9382585320845043
GATA6,GATA6,0.9986312,94.61305,1.0,1.9382297538398587
RFX3,RFX3,0.98074836,96.84765,1.0,1.9382111507851576
CASR,CASR,0.9915468,95.49485,1.0,1.938184034633113
BAMBI,BAMBI,0.99549794,95.0,1.0,1.938175650523774
RANBP10,RANBP10,0.97098356,98.0645,1.0,1.9381639008118767
RTN4IP1,RTN4IP1,0.99791175,94.697,1.0,1.9381628739999472
DHX9,DHX9,0.9955643,94.9905,1.0,1.9381622973910146
EVL,EVL,0.9832015,96.53535,1.0,1.9381496805973413
GPR12,GPR12,0.9937442,95.2096,1.0,1.938067770763654
HOXD4,HOXD4,0.99749464,94.74005,1.0,1.938061633524105
RAB30,RAB30,0.95541877,100.0,1.0,1.9380427855345204
ARPC1B,ARPC1B,0.97259474,97.8495,1.0,1.9380136578842393
ZFYVE1,ZFYVE1,0.978826,97.0683,1.0,1.9379917402367843
NUDT21,NUDT21,0.95890075,99.5595,1.0,1.9379864036332917
TBX21,TBX21,0.9987187,94.5794,1.0,1.9379774023294596
CELF2,CELF2,0.99803996,94.65955,1.0,1.9379248674740048
MYO1B,MYO1B,0.9623465,99.1197,1.0,1.9378874525691852
PLEKHH3,PLEKHH3,0.9865674,96.0908,1.0,1.9378869771916558
PLPPR4,PLPPR4,0.99236405,95.36445,1.0,1.9378706317154175
BCL2L1,BCL2L1,0.979312,96.9957,1.0,1.937860330060201
LINGO3,LINGO3,0.99433905,95.1013,1.0,1.937690897369372
SASS6,SASS6,0.9978245,94.66485,1.0,1.9376843448639096
FGF1,FGF1,0.9809469,96.7742,1.0,1.937670816617923
SLC17A8,SLC17A8,0.98837227,95.844,1.0,1.9376525119466332
ING2,ING2,0.9579891,99.6429,1.0,1.9376463147924095
GINS3,GINS3,0.9847375,96.2963,1.0,1.9376276963947103
WFIKKN2,WFIKKN2,0.9898156,95.6597,1.0,1.937610176546134
LNX2,LNX2,0.99858695,94.56135,1.0,1.9375937240656822
TRAPPC3L,TRAPPC3L,0.9860205,96.1326,1.0,1.9375914787568207
LAMP5,LAMP5,0.9979097,94.6429,1.0,1.937558817880633
ARF6,ARF6,0.95501655,100.0,1.0,1.9374838275737956
GLCCI1,GLCCI1,0.9865716,96.05345,1.0,1.9374777474691895
ANKRD28,ANKRD28,0.9616558,99.169,1.0,1.9374754645030787
PRICKLE1,PRICKLE1,0.9771358,97.2323,1.0,1.9374654131633302
STAU2,STAU2,0.99218374,95.3469,1.0,1.9374250269299473
NOVA1,NOVA1,0.9565112,99.8028,1.0,1.9373694543996738
TSPAN33,TSPAN33,0.9944887,95.053,1.0,1.9373621107882326
GABRA1,GABRA1,0.97972167,96.89699999999999,1.0,1.937332799052594
AFAP1L1,AFAP1L1,0.9981868,94.58609999999999,1.0,1.937312686738799
LSM4,LSM4,0.96062785,99.2806,1.0,1.9372871390835913
AGBL4,AGBL4,0.9929849,95.2286,1.0,1.9372237299777306
HIVEP2,HIVEP2,0.9989588,94.4808,1.0,1.9372153342058547
BCAS3,BCAS3,0.9789823,96.97865,1.0,1.9372126771002618
EDNRA,EDNRA,0.9922287,95.3162,1.0,1.9371463413614554
GABRR2,GABRR2,0.9977654,94.6237,1.0,1.9371449192838364
GADD45A,GADD45A,0.9692852,98.1818,1.0,1.9371072620363892
MON1A,MON1A,0.98774004,95.87195,1.0,1.9370845184260919
JAKMIP3,JAKMIP3,0.99635965,94.79305,1.0,1.9370733412562156
KRT25,KRT25,0.9973641,94.6667,1.0,1.9370650940386076
KCNJ1,KCNJ1,0.99511486,94.94745,1.0,1.9370593087860901
GPN1,GPN1,0.9931565,95.1872,1.0,1.9370021258511665
ICMT,ICMT,0.9771766,97.1831,1.0,1.9369753580787443
ARVCF,ARVCF,0.9970399,94.6985,1.0,1.9369679489365352
ADCY6,ADCY6,0.9762014,97.30195,1.0,1.9369409068355325
IST1,IST1,0.98677415,95.97434999999999,1.0,1.936880198107099
SEC23A,SEC23A,0.960326,99.28065000000001,1.0,1.9368682191662745
ALX4,ALX4,0.997716,94.60375,1.0,1.9368545668581563
PPP3R1,PPP3R1,0.9991782,94.4149,1.0,1.9367878911171958
ARHGAP44,ARHGAP44,0.9912372,95.40755,1.0,1.9367836338636542
CDC20,CDC20,0.9977538,94.59135,1.0,1.93676929702593
SND1,SND1,0.9848931,96.19955,1.0,1.9367687589719247
PIM3,PIM3,0.9961975,94.7853,1.0,1.936761879406724
TMEM50B,TMEM50B,0.95950854,99.3671,1.0,1.9366929187986837
PLXNA3,PLXNA3,0.99610007,94.7903,1.0,1.9366820471160904
UNC45B,UNC45B,0.9982078,94.52244999999999,1.0,1.9366345347076979
YIPF6,YIPF6,0.97645503,97.24035,1.0,1.936608817988199
FKBP14,FKBP14,0.9733155,97.6303,1.0,1.9365793400306028
TAL1,TAL1,0.9978357,94.5619,1.0,1.936555837427337
CNGA2,CNGA2,0.9983223,94.49889999999999,1.0,1.9365319447901896
SCN3A,SCN3A,0.9900573,95.5284,1.0,1.9364869404582163
GPATCH2L,GPATCH2L,0.97420293,97.5104,1.0,1.9364801503371394
MYBPHL,MYBPHL,0.99589306,94.79775000000001,1.0,1.9364771600306914
NBDY,NBDY,0.9895616,95.5882,1.0,1.936462625744276
EIF3A,EIF3A,0.9914092,95.35640000000001,1.0,1.936454234946536
EXOC7,EXOC7,0.98798144,95.78465,1.0,1.9364498325299841
LYN,LYN,0.9761363,97.2656,1.0,1.9364464850275327
DBP,DBP,0.9763941,97.2308,1.0,1.9364180165681288
NYAP1,NYAP1,0.9975098,94.5866,1.0,1.936377428356836
TBPL1,TBPL1,0.95417815,100.0,1.0,1.9363187180459958
PQBP1,PQBP1,0.9861488,96.0019,1.0,1.9363173204444364
KDM6A,KDM6A,0.9687872,98.17150000000001,1.0,1.9363007375656993
DRAP1,DRAP1,0.98925376,95.6098,1.0,1.936274864379166
TNPO2,TNPO2,0.95859456,99.4426,1.0,1.9362618001787633
SYTL4,SYTL4,0.99158204,95.31649999999999,1.0,1.936251023358691
LRRC42,LRRC42,0.9840229,96.2617,1.0,1.9362501235750016
C11orf68,C11orf68,0.9945674,94.94215,1.0,1.9362396150782593
MYEF2,MYEF2,0.9760856,97.25235,1.0,1.9362287823683615
KCNJ5,KCNJ5,0.9974876,94.57535,1.0,1.9362215574165016
HDGF,HDGF,0.99421316,94.98075,1.0,1.936176291566107
TPRG1L,TPRG1L,0.99228257,95.2206,1.0,1.9361588113937829
PAF1,PAF1,0.96979797,98.02895,1.0,1.9361212443447733
GLP1R,GLP1R,0.99720544,94.6004,1.0,1.936107822554927
POLE4,POLE4,0.9986172,94.42235,1.0,1.9360910704419276
NPR3,NPR3,0.98787403,95.76555,1.0,1.9360883105971392
OPN3,OPN3,0.99174196,95.2736,1.0,1.9359965184115968
SYPL2,SYPL2,0.99551594,94.79725,1.0,1.9359475266480501
PDK3,PDK3,0.9955631,94.7901,1.0,1.935933606905814
ARFIP1,ARFIP1,0.99719334,94.58404999999999,1.0,1.935909311672832
MTF1,MTF1,0.99737376,94.5551,1.0,1.935838320005491
POU2F2,POU2F2,0.985457,96.04034999999999,1.0,1.9357832288871155
SYNDIG1,SYNDIG1,0.99717164,94.5736,1.0,1.9357630258844252
PEX3,PEX3,0.9687585,98.1233,1.0,1.9357252124591466
MORN4,MORN4,0.9701782,97.9452,1.0,1.9357189387781162
TRUB1,TRUB1,0.9972748,94.5559,1.0,1.935709687369209
TESK2,TESK2,0.997067,94.58075,1.0,1.9356970666957714
RALYL,RALYL,0.99085635,95.35464999999999,1.0,1.9356665016062051
LPAR3,LPAR3,0.9978167,94.48395,1.0,1.9356631838032545
PTPN5,PTPN5,0.99439085,94.90799999999999,1.0,1.9356147615477048
YOD1,YOD1,0.99730885,94.5402,1.0,1.9355825336966266
PMVK,PMVK,0.99529594,94.7917,1.0,1.9355801200400906
PHKA2,PHKA2,0.9989685,94.332,1.0,1.9355752163057451
TRPC3,TRPC3,0.9776886,96.99115,1.0,1.9355537563893255
NPM3,NPM3,0.9964083,94.64865,1.0,1.9355362481861098
TRPM3,TRPM3,0.989733,95.4828,1.0,1.935529518813701
CACNA1E,CACNA1E,0.9910816,95.31395,1.0,1.9355272329498248
KLHL42,KLHL42,0.9804932,96.6337,1.0,1.9354789569771995
LRIG2,LRIG2,0.9985945,94.3662,1.0,1.935435535964351
ITGB1BP1,ITGB1BP1,0.9655134,98.5,1.0,1.9354017799819418
TTC9B,TTC9B,0.99732125,94.52145,1.0,1.9353913990950595
CLDN10,CLDN10,0.9814286,96.5084,1.0,1.9353864207390274
ABTB2,ABTB2,0.99650884,94.62125,1.0,1.9353714736846266
DMXL1,DMXL1,0.99386907,94.95054999999999,1.0,1.9353625065952915
ACSL4,ACSL4,0.99157417,95.23240000000001,1.0,1.9353054926324955
CSMD2,CSMD2,0.98124313,96.52105,1.0,1.9352692544279702
ABLIM1,ABLIM1,0.9930543,95.04220000000001,1.0,1.9352487314932172
NECTIN4,NECTIN4,0.9956427,94.7166,1.0,1.9352274282973525
ARG2,ARG2,0.99736506,94.49950000000001,1.0,1.9352083531669408
RHOJ,RHOJ,0.9626855,98.83505,1.0,1.9351952710959526
MED17,MED17,0.97054327,97.8495,1.0,1.9351627666115823
ATRN,ATRN,0.9956374,94.7114,1.0,1.9351622759613831
KAT6B,KAT6B,0.9803688,96.61855,1.0,1.9351377202541533
SFXN5,SFXN5,0.9627331,98.8235,1.0,1.9351330661042236
RLIM,RLIM,0.99836767,94.36615,1.0,1.9351197587142566
UBE2B,UBE2B,0.9532961,100.0,1.0,1.935092948891659
SAR1B,SAR1B,0.97960293,96.70945,1.0,1.9350835659435695
ZCCHC3,ZCCHC3,0.9970341,94.52795,1.0,1.9350645856367654
TMEM198,TMEM198,0.9643718,98.6111,1.0,1.935049960740034
CNOT1,CNOT1,0.95709455,99.51634999999999,1.0,1.9349968385642513
NABP2,NABP2,0.9873321,95.7346,1.0,1.9349912562402265
OPRK1,OPRK1,0.984777,96.0526,1.0,1.934974377899187
ATG14,ATG14,0.9944625,94.84100000000001,1.0,1.934969768741639
PCIF1,PCIF1,0.96683115,98.2955,1.0,1.9349604479462332
MAEL,MAEL,0.9937289,94.9309,1.0,1.9349493465859893
FMOD,FMOD,0.9850776,96.0106,1.0,1.9349253750388764
DMD,DMD,0.9847217,96.0521,1.0,1.9348919720311406
DUSP26,DUSP26,0.98724204,95.7346,1.0,1.934866101464375
ZNF184,ZNF184,0.9983505,94.34469999999999,1.0,1.9348575264119456
DUSP5,DUSP5,0.9968076,94.5312,1.0,1.9347859395140206
ARHGAP12,ARHGAP12,0.99280393,95.02975,1.0,1.9347624413068472
PTPRD,PTPRD,0.97800255,96.88025,1.0,1.934757627764427
GAR1,GAR1,0.99357826,94.9309,1.0,1.9347400048645342
ATP13A3,ATP13A3,0.99823207,94.3471,1.0,1.9347196172855852
ACKR3,ACKR3,0.97951835,96.6851,1.0,1.9346954277896506
ZFX,ZFX,0.97140515,97.69565,1.0,1.93465078797231
MUSK,MUSK,0.98566383,95.9125,1.0,1.934649874047595
ISOC1,ISOC1,0.97449756,97.3075,1.0,1.934634787305655
NFIA,NFIA,0.98544276,95.93865,1.0,1.93463325904694
SETDB1,SETDB1,0.98157394,96.42134999999999,1.0,1.9346210201962126
TMEM267,TMEM267,0.9864164,95.814,1.0,1.9346010876323487
TM6SF1,TM6SF1,0.9810272,96.4865,1.0,1.9345852300583046
DNAJC13,DNAJC13,0.9635925,98.6625,1.0,1.9345381839000055
ADSS2,ADSS2,0.98621625,95.8333,1.0,1.9345374214959947
IMPDH2,IMPDH2,0.9575633,99.4163,1.0,1.934536407579449
PRDM10,PRDM10,0.9791374,96.7157,1.0,1.9345060827584026
DPYSL2,DPYSL2,0.968222,98.0798,1.0,1.9344962373250179
CD81,CD81,0.98336095,96.1864,1.0,1.9344934229570967
ARF3,ARF3,0.95284957,100.0,1.0,1.9344724141141683
FGF20,FGF20,0.96421486,98.5782,1.0,1.9344662499874459
CLCF1,CLCF1,0.9966885,94.51695000000001,1.0,1.934462069706153
RAB3IP,RAB3IP,0.97544104,97.1739,1.0,1.9344612427243684
RFX7,RFX7,0.9845858,96.03014999999999,1.0,1.9344591863210074
DNAAF9,DNAAF9,0.998619,94.26755,1.0,1.9343732967213731
RRAGB,RRAGB,0.9915579,95.14385,1.0,1.9342988362220335
CDK2AP1,CDK2AP1,0.9596473,99.1304,1.0,1.9342553303748282
RNF144B,RNF144B,0.99754643,94.3894,1.0,1.934236870791346
CACNB3,CACNB3,0.97384185,97.3517,1.0,1.9342147484868941
LIN7A,LIN7A,0.95437574,99.78540000000001,1.0,1.9342084794610392
IGF2BP3,IGF2BP3,0.9567858,99.4819,1.0,1.9341849351848124
GAD1,GAD1,0.9633925,98.6532,1.0,1.9341568976032775
SNTG1,SNTG1,0.9835573,96.1315,1.0,1.934156189468631
TOP2B,TOP2B,0.97381216,97.34955,1.0,1.9341495961129969
CYSTM1,CYSTM1,0.9938323,94.8454,1.0,1.934142887750403
NSMF,NSMF,0.994772,94.7273,1.0,1.934136339943146
SEMA3D,SEMA3D,0.9752162,97.1686,1.0,1.9340898882768656
RAB28,RAB28,0.98513925,95.9276,1.0,1.934088679194258
HSF2BP,HSF2BP,0.9884647,95.509,1.0,1.934058142602992
SHOX,SHOX,0.9783886,96.76575,1.0,1.9340216888248802
AP2S1,AP2S1,0.9983542,94.26814999999999,1.0,1.934011976617005
ZNRF1,ZNRF1,0.952511,100.0,1.0,1.934001909423296
MAPK12,MAPK12,0.9917302,95.0954,1.0,1.933999859008666
HS6ST3,HS6ST3,0.9796282,96.603,1.0,1.9339357162251236
DPYSL5,DPYSL5,0.9595497,99.1135,1.0,1.9339318895788522
METTL14,METTL14,0.95416963,99.7807,1.0,1.933869821493635
C1QTNF3,C1QTNF3,0.9874736,95.6113,1.0,1.9338176771077435
AUH,AUH,0.9971857,94.3953,1.0,1.9338011367861598
LLGL1,LLGL1,0.9962817,94.50450000000001,1.0,1.9337583915385879
RHOBTB1,RHOBTB1,0.9976789,94.32885,1.0,1.933748076585789
VIM,VIM,0.9677587,98.0687,1.0,1.933729044514636
OPA1,OPA1,0.96964025,97.8325,1.0,1.9337189367167786
DRG2,DRG2,0.9544551,99.7253,1.0,1.9336508800355068
MEIG1,MEIG1,0.9885976,95.4545,1.0,1.933637178936529
GDF11,GDF11,0.9970967,94.39134999999999,1.0,1.9336335591636082
DCAF16,DCAF16,0.97445524,97.2222,1.0,1.9336280465625806
RCBTB2,RCBTB2,0.99321353,94.8762,1.0,1.9336252710841975
GRPR,GRPR,0.99805135,94.2708,1.0,1.9336205605277683
ZNF335,ZNF335,0.9983932,94.2272,1.0,1.933611101435107
ANKRD44,ANKRD44,0.98108435,96.3909,1.0,1.9336022582481358
ATP1B4,ATP1B4,0.992499,94.958,1.0,1.9335413357701463
TRERF1,TRERF1,0.997692,94.3069,1.0,1.933522353518359
