crab_eating_macaque gene name,rhesus_macaque gene name,human gene name,mice gene name,pig gene name
CSTF3,CSTF3,CSTF3,Cstf3,CSTF3
CSTL1,CSTL1,CSTL1,Cstl1,CSTL1
CTBP1,CTBP1,CTBP1,Ctbp1,CTBP1
CTC1,CTC1,CTC1,Ctc1,CTC1
CTCF,CTCF,CTCF,Ctcf,CTCF
CTCFL,CTCFL,CTCFL,Ctcfl,CTCFL
CTDNEP1,CTDNEP1,CTDNEP1,Ctdnep1,CTDNEP1
CTDP1,CTDP1,CTDP1,Ctdp1,CTDP1
CTDSP1,SLC11A1,CTDSP1,Ctdsp1,CTDSP1
CTDSPL2,CTDSPL2,CTDSPL2,Ctdspl2,CTDSPL2
CTF1,CTF1,CTF1,Ctf1,CTF1
CTH,CTH,CTH,Cth,CTH
CTHRC1,CTHRC1,CTHRC1,Cthrc1,CTHRC1
CTNNA2,CTNNA2,CTNNA2,Ctnna2,CTNNA1
CTNNB1,CTNNB1,CTNNB1,Ctnnb1,CTNNB1
CTNNBL1,CTNNBL1,CTNNBL1,Ctnnbl1,CTNNBL1
CTNND1,CTNND1,CTNND1,Ctnnd1,CTNND1
CTNND2,CTNND2,CTNND2,Ctnnd2,CTNND2
CTNS,CTNS,CTNS,Ctns,CTNS
CTPS1,CTPS1,CTPS1,Ctps,CTPS1
CTPS2,CTPS2,CTPS2,Ctps2,CTPS2
CTR9,CTR9,CTR9,Ctr9,CTR9
CTSA,CTSA,CTSA,Ctsa,CTSA
CTSB,CTSB,CTSB,Ctsb,CTSB
CTSC,CTSC,CTSC,Ctsc,CTSC
CTSD,CTSD,CTSD,Ctsd,CTSD
CTSE,CTSE,CTSE,Ctse,PGC
CTSF,CTSF,CTSF,Ctsf,CTSF
CTSH,CTSH,CTSH,Ctsh,CTSH
CTSL,CTSL,CTSL,Ctsl,CTSV
CTSO,CTSO,CTSO,Ctso,CTSO
CTSS,CTSS,CTSS,Ctss,CTSS
CTSW,CTSW,CTSW,Ctsw,CTSW
CTSZ,CTSZ,CTSZ,Ctsz,CTSZ
CTTN,CTTN,CTTN,Cttn,CTTN
CTTNBP2,CTTNBP2,CTTNBP2,Cttnbp2,CTTNBP2
CTTNBP2NL,CTTNBP2NL,CTTNBP2NL,Cttnbp2nl,CTTNBP2NL
CDT1,CTU2,CTU2,Ctu2,CTU2
CTXN2,CTXN2,CTXN2,Ctxn2,CTXN2
CUBN,CUBN,CUBN,Cubn,CUBN
CUEDC1,CUEDC1,CUEDC1,Cuedc1,CUEDC1
CUL2,CUL2,CUL2,Cul2,CUL2
CUL3,CUL3,CUL3,Cul3,CUL3
CUL4A,CUL4A,CUL4A,Cul4a,CUL4A
CUL4B,CUL4B,CUL4B,Cul4b,CUL4B
CUL7,CUL7,CUL7,Cul7,CUL7
CUL9,CUL9,CUL9,Cul9,CUL9
CUTA,CUTA,CUTA,Cuta,CUTA
CUTC,CUTC,CUTC,Cutc,CUTC
CUX2,CUX2,CUX2,Cux2,CUX2
CWC15,CWC15,CWC15,Cwc15,CWC15
CWC25,CWC25,CWC25,Cwc25,CWC25
CWC27,CWC27,CWC27,Cwc27,CWC27
CWH43,CWH43,CWH43,Cwh43,CWH43
CX3CR1,CX3CR1,CX3CR1,Cx3cr1,CX3CR1
CXADR,CXADR,CXADR,Cxadr,CXADR
CXCL8,CXCL8,CXCL8,Cxcl1,CXCL8
CXCL10,CXCL10,CXCL10,Cxcl10,CXCL10
CXCL11,CXCL11,CXCL11,Cxcl11,CXCL11
CXCL12,CXCL12,CXCL12,Cxcl12,CXCL12
CXCL14,CXCL14,CXCL14,Cxcl14,CXCL14
CXCL9,CXCL9,CXCL9,Cxcl9,CXCL9
CXCR3,CXCR3,CXCR3,Cxcr3,CXCR3
CXCR4,CXCR4,CXCR4,Cxcr4,CXCR4
CXCR6,CXCR6,CXCR6,Cxcr6,CXCR6
CXXC1,CXXC1,CXXC1,Cxxc1,CXXC1
CYB561,CYB561,CYB561,Cyb561,CYB561
CYB561A3,CYB561A3,CYB561A3,Cyb561a3,CYB561A3
CYB561D2,CYB561D2,CYB561D2,Cyb561d1,CYB561D1
CYB561D1,CYB561D1,CYB561D1,Cyb561d2,CYB561D2
CYB5A,CYB5A,CYB5A,Cyb5a,CYB5A
CYB5B,CYB5B,CYB5B,Cyb5b,CYB5B
CYB5D2,CYB5D2,CYB5D2,Cyb5d2,CYB5D2
CYB5R3,CYB5R3,CYB5R3,Cyb5r1,CYB5R1
CYB5R1,CYB5R1,CYB5R1,Cyb5r3,CYB5R3
CYB5R4,CYB5R4,CYB5R4,Cyb5r4,CYB5R4
CYB5RL,CYB5RL,CYB5RL,Cyb5rl,CYB5RL
CYBB,CYBB,CYBB,Cybb,GP91-PHOX
CYBC1,CYBC1,CYBC1,Cybc1,CYBC1
CYBRD1,CYBRD1,CYBRD1,Cybrd1,CYBRD1
CYFIP1,CYFIP1,CYFIP2,Cyfip2,CYFIP2
ZFTRAF1,CYHR1,CYHR1,Cyhr1,TMEM276
CYLC2,CYLC2,CYLC2,Cylc2,CYLC2
CYLD,CYLD,CYLD,Cyld,CYLD
REN,REN,REN,Cym,PPAG3
CYP11A1,CYP11A1,CYP11A1,Cyp11a1,CYP11A1
CYP17A1,CYP17A1,CYP17A1,Cyp17a1,CYP17A1
CYP19A1,CYP19A1,CYP19A1,Cyp19a1,CYP19A1
CYP1A1,CYP1A1,CYP1A1,Cyp1a1,CYP1A1
CYP1B1,CYP1B1,CYP1B1,Cyp1b1,CYP1B1
CYP21A2,CYP21A2,CYP21A2,Cyp21a1,CYP21A2
CYP24A1,CYP24A1,CYP24A1,Cyp24a1,CYP24A1
CYP26A1,CYP26A1,CYP26A1,Cyp26a1,CYP26A1
CYP26B1,CYP26B1,CYP26B1,Cyp26b1,CYP26B1
CYP26C1,CYP26C1,CYP26C1,Cyp26c1,CYP26C1
CYP27C1,CYP27C1,CYP27C1,Cyp27a1,CYP27A1
CYP2A24,CYP2A24,CYP2A13,Cyp2a4,CYP2A19
CYP2C8,CYP2C19,CYP2C18,Cyp2c65,CYP2C49
CYP2D8,CYP2D6,CYP2D6,Cyp2d11,CYP2D6
CYP2U1,CYP2U1,CYP2U1,Cyp2u1,CYP2U1
CYP2W1,CYP2W1,CYP2W1,Cyp2w1,CYP2W1
CYP39A1,CYP39A1,CYP39A1,Cyp39a1,CYP39A1
CYP3A4,CYP3A7,CYP3A7,Cyp3a13,CYP3A29
CYP46A1,CYP46A1,CYP46A1,Cyp46a1,CYP46A1
CYP4A45P,CYP4A11,CYP4A22,Cyp4a10,CYP4A24
CYP4F57,CYP4F8,CYP4F11,Cyp4f15,CYP4F3
CYP4F22,CYP4F22,CYP4F22,Cyp4f40,CYP4F22
CYP4V2,CYP4V2,CYP4V2,Cyp4v3,CYP4V2
CYP7A1,CYP7A1,CYP7A1,Cyp7a1,CYP7A1
CYP7B1,CYP7B1,CYP7B1,Cyp7b1,CYP7B1
CYP8B1,CYP8B1,CYP8B1,Cyp8b1,CYP8B1
CYRIA,CYRIA,CYRIA,Cyria,CYRIA
CYSLTR1,CYSLTR1,CYSLTR1,Cysltr1,CYSLTR1
CYSRT1,CYSRT1,CYSRT1,Cysrt1,CYSRT1
CYSTM1,CYSTM1,CYSTM1,Cystm1,CYSTM1
CYTH2,CYTH2,CYTH2,Cyth2,CYTH2
CCDC117,CCDC117,C9orf40,D030056L22Rik,C9orf40
MTNAP1,MTNAP1,C17orf80,D11Wsu47e,MTNAP1
KIAA0319,KIAA0319,KIAA0319,D130043K22Rik,KIAA0319
C21orf91,C3H21orf91,C21orf91,D16Ertd472e,C21orf91
C4orf33,C5H4orf33,C4orf33,D3Ertd751e,C4orf33
C14orf132,C14orf132,C14orf132,D430019H16Rik,C14orf132
PLEKHG4,PLEKHG4B,PLEKHG4B,D630003M21Rik,KIAA1755
C2orf80,C12H2orf80,C2orf80,D630023F18Rik,C2orf80
C9orf152,C15H9orf152,C9orf152,D630039A03Rik,C9orf152
KIAA1549,KIAA1549,KIAA1549,D630045J12Rik,KIAA1549
FERRY3,FERRY3,C12orf4,D6Wsu163e,FERRY3
C10orf90,C9H10orf90,C10orf90,D7Ertd443e,C10orf90
C12orf56,C11H12orf56,C12orf56,D930020B18Rik,C12orf56
DAAM1,DAAM1,DAAM1,Daam1,DAAM1
DAAM2,DAAM2,DAAM2,Daam2,DAAM2
RASAL2,RASAL2,RASAL2,Dab2ip,DAB2IP
DACH1,DACH1,DACH1,Dach1,DACH1
DACT1,DACT1,DACT1,Dact1,DACT1
DAD1,DAD1,DAD1,Dad1,DAD1
DAG1,DAG1,DAG1,Dag1,DAG1
DAGLA,DAGLA,DAGLA,Dagla,DAGLA
DAGLB,DAGLB,DAGLB,Daglb,DAGLB
DALRD3,DALRD3,DALRD3,Dalrd3,DALRD3
DAO,DAO,DAO,Dao,DAO
DAP3,DAP3,DAP3,Dap3,DAP3
DAPK1,DAPK1,DAPK1,Dapk1,DAPK1
MYLK4,MYLK4,MYLK4,Dapk2,DAPK2
DAPK2,DAPK2,DAPK3,Dapk3,DAPK3
DAPL1,DAPL1,DAPL1,Dapl1,DAPL1
DAPP1,DAPP1,DAPP1,Dapp1,DAPP1
DARS1,DARS1,DARS1,Dars,DARS1
DARS2,DARS2,DARS2,Dars2,DARS2
DAXX,DAXX,DAXX,Daxx,DAXX
DAZAP1,DAZAP1,DAZAP1,Dazap1,DAZAP1
DAZAP2,DAZAP2,DAZAP2,Dazap2,DAZAP2
DBF4,DBF4,DBF4,Dbf4,DBF4B
DBH,DBH,DBH,Dbh,DBH
DBN1,DBN1,DBN1,Dbn1,DBN1
TEX22,TEX22,DBNDD1,Dbndd1,PAGE2B
DBR1,DBR1,DBR1,Dbr1,DBR1
DBX1,DBX1,DBX1,Dbx1,DBX1
DBX2,DBX2,DBX2,Dbx2,DBX2
DCAF1,DCAF1,DCAF1,Dcaf1,DCAF1
DCAF10,DCAF10,DCAF10,Dcaf10,DCAF10
DCAF12,DCAF12,DCAF12,Dcaf12,DCAF12
DDB2,DCAF12L2,DCAF12L2,Dcaf12l2,DCAF12L2
DCAF17,DCAF17,DCAF17,Dcaf17,DCAF17
DCAF5,DCAF5,DCAF5,Dcaf5,DCAF5
DCAF7,ACE,DCAF7,Dcaf7,DCAF7
DCAF8L2,DCAF8L1,DCAF8L1,Dcaf8l,DCAF6
DCAKD,DCAKD,DCAKD,Dcakd,DCAKD
DCBLD2,DCBLD2,DCBLD2,Dcbld2,DCBLD2
DCC,DCC,DCC,Dcc,DCC
DCDC2C,DCDC2C,DCDC2C,Dcdc2a,DCDC2
DCDC2B,DCDC2B,DCDC2B,Dcdc2b,DCDC2B
DCLK1,DCLK1,DCLK1,Dclk1,DCLK1
DCLK2,DCLK2,DCLK2,Dclk2,DCLK2
DCLK3,DCLK3,DCLK3,Dclk3,DCLK3
DCLRE1A,DCLRE1A,DCLRE1A,Dclre1a,DCLRE1A
DCLRE1B,DCLRE1B,DCLRE1B,Dclre1b,DCLRE1B
DCLRE1C,DCLRE1C,DCLRE1C,Dclre1c,DCLRE1C
DCP1A,DCP1A,DCP1A,Dcp1a,DCP1A
DCP1B,DCP1B,DCP1B,Dcp1b,DCP1B
DCPS,DCPS,DCPS,Dcps,DCPS
DCST1,DCST1,DCST1,Dcst1,DCST1
DCSTAMP,DCSTAMP,DCSTAMP,Dcstamp,DCSTAMP
DCT,DCT,DCT,Dct,DCT
DCTD,DCTD,DCTD,Dctd,DCTD
DCTN1,DCTN1,DCTN1,Dctn1,DCTN1
DCTN2,DCTN2,DCTN2,Dctn2,DCTN2
DCTN3,DCTN3,DCTN3,Dctn3,DCTN3
DCTN4,DCTN4,DCTN4,Dctn4,DCTN4
DCTN6,DCTN6,DCTN6,Dctn6,DCTN6
DCUN1D2,DCUN1D2,DCUN1D2,Dcun1d2,DCUN1D2
DCUN1D3,DCUN1D3,DCUN1D3,Dcun1d3,DCUN1D3
DCX,DCX,DCX,Dcx,DCX
DCXR,DCXR,DCXR,Dcxr,DCXR
DDAH1,DDAH1,DDAH1,Ddah1,DDAH1
DDAH2,DDAH2,DDAH2,Ddah2,DDAH2
DDB1,DDB1,DDB1,Ddb1,DDB1
DDC,DDC,DDC,Ddc,DDC
DDHD1,DDHD1,DDHD1,Ddhd1,DDHD1
DDHD2,DDHD2,DDHD2,Ddhd2,DDHD2
DDIAS,DDIAS,DDIAS,Ddias,DDIAS
DDIT3,DDIT3,DDIT3,Ddit3,DDIT3
DDIT4,DDIT4,DDIT4,Ddit4,DDIT4
DDIT4L,DDIT4L,DDIT4L,Ddit4l,DDIT4L
DDN,DDN,DDN,Ddn,DDN
DDOST,DDOST,DDOST,Ddost,DDOST
DDR1,DDR1,DDR1,Ddr1,DDR1
DDR2,DDR2,DDR2,Ddr2,DDR2
DDRGK1,DDRGK1,DDRGK1,Ddrgk1,DDRGK1
DDT,DDT,DDT,Ddt,DDT
DDX1,DDX1,DDX1,Ddx1,DDX1
DDX17,DDX17,DDX5,Ddx17,DDX5
DDX18,DDX18,DDX18,Ddx18,DDX18
DDX20,DDX20,DDX20,Ddx20,DDX20
DDX50,DDX50,DDX21,Ddx21,DDX21
RSRC2,RSRC2,DDX23,Ddx23,DDX23
DDX24,DDX24,DDX24,Ddx24,DDX24
DDX25,DDX25,DDX25,Ddx25,DDX25
DDX27,DDX27,DDX27,Ddx27,DDX27
DDX28,DDX28,DDX28,Ddx28,DDX28
DDX31,DDX31,DDX31,Ddx31,DDX31
DDX39A,DDX39A,DDX39B,Ddx39a,DDX39A
DDX3Y,DDX3Y,DDX3X,Ddx3x,DDX3X
DDX4,DDX4,DDX4,Ddx4,DDX4
DDX42,DDX42,DDX42,Ddx42,DDX42
DDX47,DDX47,DDX47,Ddx47,DDX47
DDX54,DDX54,DDX54,Ddx54,DDX54
DDX55,DDX55,DDX55,Ddx55,DDX55
DDX56,DDX56,DDX56,Ddx56,DDX56
RIGI,RIGI,DDX58,Ddx58,RIGI
DDX59,DDX59,DDX59,Ddx59,DDX59
DDX6,DDX6,DDX6,Ddx6,DDX6
DDX60L,DDX60L,DDX60L,Ddx60,DDX60
DEDD,DEDD,DEDD,Dedd,DEDD
GSK3A,DEDD2,DEDD2,Dedd2,DEDD2
DEFB113,DEFB113,DEFB113,Defb18,DEFB113
DEFB128,DEFB128,DEFB128,Defb20,DEFB128
DEFB129,DEFB129,DEFB129,Defb23,DEFB129
DEFB125,DEFB125,DEFB125,Defb26,DEFB125
DEFB115,DEFB115,DEFB115,Defb28,DEFB115
DEFB112,DEFB112,DEFB112,Defb34,DEFB116
DEFB123,DEFB123,DEFB123,Defb36,DEFB123
DEFB110,DEFB110,DEFB110,Defb41,DEFB110
DEFB119,DEFB119,DEFB119,Defb42,DEFB136
DEFB121,DEFB121,DEFB121,Defb45,DEFB121
DEFB136,DEFB136,DEFB136,Defb7,DEFB114
DEGS1,DEGS1,DEGS1,Degs1,DEGS1
DEK,DEK,DEK,Dek,HIRIP3
DELE1,DELE1,DELE1,Dele1,DELE1
DENND11,DENND11,DENND11,Dennd11,DENND11
DENND1B,DENND1B,DENND1B,Dennd1b,DENND1B
DENND2A,DENND2A,DENND2A,Dennd2a,DENND2A
DENND2C,DENND2C,DENND2C,Dennd2c,DENND2C
DENND3,DENND3,DENND3,Dennd3,DENND3
DENND4B,DENND4B,DENND4B,Dennd4b,DENND4B
DENND4A,DENND4A,DENND4A,Dennd4c,DENND4C
DENND5A,DENND5A,DENND5A,Dennd5a,DENND5A
DENND6A,DENND6A,DENND6A,Dennd6a,DENND6A
DENND6B,DENND6B,DENND6B,Dennd6b,DENND6B
DENR,DENR,DENR,Denr,DENR
DEPDC1,DEPDC1,DEPDC1,Depdc1a,DEPDC1
DEPDC5,YWHAH,DEPDC5,Depdc5,DEPDC5
DEPDC7,DEPDC7,DEPDC7,Depdc7,DEPDC7
DEPP1,DEPP1,DEPP1,Depp1,DEPP1
DEPTOR,DEPTOR,DEPTOR,Deptor,DEPTOR
DERA,DERA,DERA,Dera,DERA
DERL1,DERL1,DERL1,Derl1,DERL1
DERL3,DERL3,DERL3,Derl3,DERL3
DERPC,DERPC,DERPC,Derpc,DERPC
VIM,VIM,DES,Des,DES
DESI2,DESI2,DESI2,Desi2,DESI2
DEUP1,DEUP1,DEUP1,Deup1,DEUP1
DFFA,DFFA,DFFA,Dffa,DFFA
DFFB,DFFB,DFFB,Dffb,DFFB
DGAT1,DGAT1,DGAT1,Dgat1,DGAT1
DGAT2L6,DGAT2L6,DGAT2L6,Dgat2l6,DGAT2L6
DGCR8,DGCR8,DGCR8,Dgcr8,MAP1B
DGKE,DGKE,DGKE,Dgke,DGKE
DGKG,DGKG,DGKG,Dgkg,DGKG
DGKH,DGKH,DGKH,Dgkh,DGKH
DGKI,DGKI,DGKI,Dgki,DGKI
DGKZ,DGKZ,DGKZ,Dgkz,DGKZ
DGUOK,DGUOK,TK2,Dguok,TK2
DHCR24,DHCR24,DHCR24,Dhcr24,DHCR24
DHCR7,DHCR7,DHCR7,Dhcr7,DHCR7
DHDDS,DHDDS,DHDDS,Dhdds,DHDDS
DHODH,DHODH,DHODH,Dhodh,DHODH
DHRS1,DHRS1,DHRS1,Dhrs1,DHRS1
DHRS3,DHRS3,DHRS3,Dhrs3,DHRS3
DHRS7,DHRS7,DHRS7,Dhrs7,DHRS7
DHRS7B,DHRS7B,DHRS7B,Dhrs7b,DHRS7B
DHRS7C,DHRS7C,DHRS7C,Dhrs7c,DHRS7C
DHRS9,DHRS9,DHRS9,Dhrs9,DHRS9
DHX15,DHX15,DHX15,Dhx15,DHX15
DHX16,DHX16,DHX16,Dhx16,DHX16
DHX29,DHX29,DHX29,Dhx29,DHX29
DHX32,DHX32,DHX32,Dhx32,DHX32
DHX35,DHX35,DHX35,Dhx35,DHX35
DHX36,DHX36,DHX36,Dhx36,DHX36
DHX38,DHX38,DHX38,Dhx38,DHX38
DHX40,DHX40,DHX40,Dhx40,DHX40
DHX58,DHX58,DHX58,Dhx58,DHX58
DHX8,DHX8,DHX8,Dhx8,DHX8
DHX9,DHX9,DHX9,Dhx9,DHX9
DIABLO,DIABLO,DIABLO,Diablo,DIABLO
DIAPH3,DIAPH3,DIAPH3,Diaph1,DIAPH1
DIO1,DIO1,DIO1,Dio1,DIO1
DIP2A,DIP2A,DIP2A,Dip2b,DIP2B
DIPK1A,DIPK1A,DIPK1A,Dipk1a,DIPK1A
DIPK1B,DIPK1B,DIPK1B,Dipk1b,DIPK1B
DIPK2A,DIPK2A,DIPK2A,Dipk2a,DIPK2A
DIPK2B,DIPK2B,DIPK2B,Dipk2b,DIPK2B
DIRAS2,DIRAS2,DIRAS1,Diras1,DIRAS1
DIS3,DIS3,DIS3,Dis3,DIS3
DIS3L2,DIS3L2,DIS3L2,Dis3l2,DIS3L2
DISC1,DISC1,DISC1,Disc1,DISC1
DISP1,DISP1,DISP1,Disp1,DISP1
DISP2,DISP2,DISP2,Disp2,DISP2
DKK1,DKK1,DKK1,Dkk1,DKK1
DKK2,DKK2,DKK2,Dkk2,DKK2
DKK3,DKK3,DKK3,Dkk3,DKK3
DKK4,DKK4,DKK4,Dkk4,DKK4
DKKL1,DKKL1,DKKL1,Dkkl1,DKKL1
DLAT,DLAT,DLAT,Dlat,DLAT
DLD,DLD,DLD,Dld,DLD
DLEC1,DLEC1,DLEC1,Dlec1,DLEC1
BCL2L12,DLEU7,DLEU7,Dleu7,DLEU7
DLG1,DLG1,DLG1,Dlg1,DLG1
DLG3,DLG3,DLG3,Dlg3,DLG3
DLG2,DLG2,DLG4,Dlg4,DLG4
DLG5,DLG5,DLG5,Dlg5,DLG5
DLGAP1,DLGAP1,DLGAP1,Dlgap1,DLGAP1
DLGAP3,DLGAP3,DLGAP3,Dlgap3,DLGAP3
DLGAP4,DLGAP4,DLGAP4,Dlgap4,DLGAP4
DLGAP5,DLGAP5,DLGAP5,Dlgap5,DLGAP5
DLK1,DLK1,DLK1,Dlk1,DLK1
DLK2,DLK2,DLK2,Dlk2,DLK2
DLL1,DLL1,DLL1,Dll1,DLL1
DLL3,DLL3,DLL3,Dll3,DLL3
DLL4,DLL4,DLL4,Dll4,DLL4
DLX2,DLX2,DLX2,Dlx2,DLX2
DLX3,DLX3,DLX3,Dlx3,DLX3
DLX4,DLX4,DLX4,Dlx4,DLX4
DLX5,DLX5,DLX5,Dlx5,DLX5
DLX6,DLX6,DLX6,Dlx6,DLX6
DMAC1,DMAC1,DMAC1,Dmac1,DMAC1
PTCD1,PTCD1,DMAC2,Dmac2,DMAC2
DMAC2L,DMAC2L,DMAC2L,Dmac2l,DMAC2L
DMAP1,DMAP1,DMAP1,Dmap1,DMAP1
DMBX1,DMBX1,DMBX1,Dmbx1,DMBX1
DMD,DMD,DMD,Dmd,DMD
DMP1,DMP1,DMP1,Dmp1,DMP1
DMRT3,DMRT3,DMRT1,Dmrt1,DMRT1
DMRT2,DMRT2,DMRT2,Dmrt2,DMRT2
DMRTA2,DMRTA2,DMRTA2,Dmrta2,DMRTA2
DMRTC2,DMRTC2,DMRTC2,Dmrtc2,DMRTC2
DMTF1,DMTF1,DMTF1,Dmtf1,DMTF1
DMTN,DMTN,DMTN,Dmtn,DMTN
DMWD,DMWD,DMWD,Dmwd,DMWD
DMXL2,DMXL2,DMXL2,Dmxl2,DMXL2
DNA2,DNA2,DNA2,Dna2,DNA2
DNAAF1,DNAAF1,DNAAF1,Dnaaf1,DNAAF1
DNAAF2,DNAAF2,DNAAF2,Dnaaf2,DNAAF2
DNAAF3,DNAAF3,DNAAF3,Dnaaf3,DNAAF3
DNAAF6,DNAAF6,DNAAF6,Dnaaf6b,DNAAF6
DNAH2,DNAH2,DNAH2,Dnah2,DNAH2
DNAH7,DNAH7,DNAH12,Dnah3,DNAH3
DNAH5,DNAH5,DNAH5,Dnah5,DNAH5
DNAH6,DNAH6,DNAH6,Dnah6,DNAH6
DNAH3,DNAH3,DNAH3,Dnah7a,DNAH7
DNAH17,DNAH10,DNAH17,Dnah9,DNAH8
DNAI1,DNAI1,DNAI1,Dnai1,DNAI1
DNAI2,DNAI2,DNAI2,Dnai2,DNAI2
DNAI3,DNAI3,DNAI3,Dnai3,DNAI3
DNAJA1,DNAJA1,DNAJA1,Dnaja1,DNAJA1
DNAJA2,DNAJA2,DNAJA2,Dnaja2,DNAJA2
DNAJA4,DNAJA4,DNAJA4,Dnaja4,DNAJA4
DNAJB4,DNAJB4,DNAJB1,Dnajb1,DNAJB1
DNAJB11,DNAJB11,DNAJB11,Dnajb11,DNAJB11
DNAJB12,DNAJB12,DNAJB12,Dnajb12,DNAJB12
DNAJB2,DNAJB2,DNAJB2,Dnajb2,DNAJB2
DNAJB6,DNAJB6,DNAJB8,Dnajb3,DNAJB8
DNAJB5,DNAJB5,DNAJB5,Dnajb5,DNAJB5
DNAJB9,DNAJB9,DNAJB9,Dnajb9,DNAJB9
DNAJC1,DNAJC1,DNAJC1,Dnajc1,DNAJC1
DNAJC10,DNAJC10,DNAJC10,Dnajc10,DNAJC10
DNAJC11,DNAJC11,DNAJC11,Dnajc11,DNAJC11
DNAJC12,DNAJC12,DNAJC12,Dnajc12,DNAJC12
DNAJC13,DNAJC13,DNAJC13,Dnajc13,WDFY3
DNAJC14,DNAJC14,DNAJC14,Dnajc14,DNAJC14
DNAJC16,DNAJC16,DNAJC16,Dnajc16,DNAJC16
DNAJC17,DNAJC17,DNAJC17,Dnajc17,DNAJC17
DNAJC19,DNAJC19,DNAJC19,Dnajc19,DNAJC15
DNAJC2,DNAJC2,DNAJC2,Dnajc2,DNAJC2
DNAJC22,DNAJC22,DNAJC22,Dnajc22,DNAJC22
DNAJC27,DNAJC27,DNAJC27,Dnajc27,DNAJC27
DNAJC28,DNAJC28,DNAJC28,Dnajc28,DNAJC28
DNAJC3,DNAJC3,DNAJC3,Dnajc3,DNAJC3
DNAJC4,DNAJC4,DNAJC4,Dnajc4,DNAJC4
DNAJC5,DNAJC5,DNAJC5,Dnajc5,DNAJC5
DNAJC5B,DNAJC5G,DNAJC5G,Dnajc5g,DNAJC5G
DNAJC6,DNAJC6,DNAJC6,Dnajc6,DNAJC6
DNAJC7,DNAJC7,DNAJC7,Dnajc7,DNAJC7
DNAJC9,DNAJC9,DNAJC9,Dnajc9,DNAJC9
DNAL1,DNAL1,DNAL1,Dnal1,DNAL1
DNALI1,DNALI1,DNALI1,Dnali1,DNALI1
DNASE1L2,DNASE1L2,DNASE1L2,Dnase1,DNASE1
DNASE1L1,DNASE1L1,DNASE1L1,Dnase1l1,DNASE1L1
DNASE1L3,DNASE1L3,DNASE1L3,Dnase1l3,DNASE1L3
DNASE2,DNASE2,DNASE2,Dnase2a,DNASE2
DNASE2B,DNASE2B,DNASE2B,Dnase2b,DNASE2B
DND1,DND1,DND1,Dnd1,DND1
DNLZ,DNLZ,DNLZ,Dnlz,DNLZ
DNM1L,DNM1L,DNM1L,Dnm1l,DNM1L
DNM3,DNM3,DNM3,Dnm2,DNM2
DNMBP,DNMBP,DNMBP,Dnmbp,DNMBP
DNMT1,DNMT1,DNMT1,Dnmt1,DNMT1
DNMT3A,DNMT3A,DNMT3A,Dnmt3a,DNMT3A
DNMT3B,DNMT3B,DNMT3B,Dnmt3b,DNMT3B
DNPEP,DNPEP,DNPEP,Dnpep,DNPEP
DNPH1,DNPH1,DNPH1,Dnph1,DNPH1
DNTT,DNTT,DNTT,Dntt,DNTT
DNTTIP1,DNTTIP1,DNTTIP1,Dnttip1,DNTTIP1
DOC2B,DOC2B,DOC2B,Doc2b,DOC2B
DOCK5,DOCK5,DOCK5,Dock1,DOCK1
DOCK11,DOCK11,DOCK11,Dock10,DOCK10
DOCK2,DOCK2,DOCK2,Dock2,DOCK2
DOCK3,DOCK3,DOCK3,Dock4,DOCK4
DOCK1,DOCK1,DOCK1,Dock5,DOCK5
DOCK7,DOCK7,DOCK7,Dock7,DOCK7
DOK2,DOK2,DOK2,Dok2,DOK2
DOK1,DOK3,DOK3,Dok3,DOK3
DOK5,DOK5,DOK5,Dok5,DOK5
DOK6,DOK6,DOK6,Dok6,DOK6
DOP1A,DOP1A,DOP1A,Dop1a,DOP1A
DOP1B,DOP1B,DOP1B,Dop1b,DOP1B
DPAGT1,DPAGT1,DPAGT1,Dpagt1,GMPR
DPEP1,DPEP1,DPEP1,Dpep1,DPEP1
DPEP2NB,DPEP2NB,DPEP2NB,Dpep2nb,DPEP2NB
DPEP3,DPEP3,DPEP3,Dpep3,DPEP3
DPF1,DPF1,DPF1,Dpf1,DPF1
DPF3,DPF3,DPF3,Dpf3,DPF3
DPH1,DPH1,DPH1,Dph1,DPH1
DPH3,DPH3,DPH3,Dph3,DPH3
DPH5,DPH5,DPH5,Dph5,DPH5
DPH6,DPH6,DPH6,Dph6,DPH6
DPH7,DPH7,DPH7,Dph7,DPH7
BBS1,DPP3,DPP3,Dpp3,DPP3
DPP4,DPP4,DPP4,Dpp4,DPP4
DPP6,DPP6,DPP6,Dpp6,DPP6
DPP8,DPP8,DPP8,Dpp8,DPP8
DPPA5,DPPA5,DPPA5,Dppa5a,DPPA5
DPT,DPT,DPT,Dpt,DPT
DPY19L3,DPY19L3,DPY19L3,Dpy19l1,DPY19L1
DPY19L1,DPY19L1,DPY19L1,Dpy19l2,DPY19L2
DPY30,DPY30,DPY30,Dpy30,DPY30
CRMP1,CRMP1,CRMP1,Dpysl2,DPYSL2
DPYSL2,DPYSL2,DPYSL4,Dpysl4,DPYSL4
DPYSL5,DPYSL5,DPYSL5,Dpysl5,DPYSL5
DQX1,DQX1,DQX1,Dqx1,DQX1
DRAP1,DRAP1,DRAP1,Drap1,DRAP1
DRAXIN,DRAXIN,DRAXIN,Draxin,DRAXIN
DRC7,DRC7,DRC7,Drc7,DRC7
