human gene name,mice gene name,pig gene name
DNAJC2,Dnajc2,DNAJC2
DNAJC22,Dnajc22,DNAJC22
DNAJC25,Dnajc25,DNAJC25
DNAJC27,Dnajc27,DNAJC27
DNAJC28,Dnajc28,DNAJC28
DNAJC3,Dnajc3,DNAJC3
DNAJC30,Dnajc30,DNAJC30
DNAJC4,Dnajc4,DNAJC4
DNAJC5,Dnajc5,DNAJC5
DNAJC5B,Dnajc5b,DNAJC5B
DNAJC5G,Dnajc5g,DNAJC5G
DNAJC6,Dnajc6,DNAJC6
DNAJC7,Dnajc7,DNAJC7
DNAJC8,Dnajc8,DNAJC8
DNAJC9,Dnajc9,DNAJC9
DNAL1,Dnal1,DNAL1
DNAL4,Dnal4,DNAL4
DNALI1,Dnali1,DNALI1
DNASE1L2,Dnase1,DNASE1
DNASE1L1,Dnase1l1,DNASE1L1
DNASE1,Dnase1l2,DNASE1L2
DNASE1L3,Dnase1l3,DNASE1L3
DNASE2,Dnase2a,DNASE2
DNASE2B,Dnase2b,DNASE2B
DND1,Dnd1,DND1
DNLZ,Dnlz,DNLZ
DNM1L,Dnm1l,DNM1L
DNM3,Dnm2,DNM2
DNMBP,Dnmbp,DNMBP
DNMT1,Dnmt1,DNMT1
DNMT3A,Dnmt3a,DNMT3A
DNMT3B,Dnmt3b,DNMT3B
DNPEP,Dnpep,DNPEP
DNPH1,Dnph1,DNPH1
DNTT,Dntt,DNTT
DNTTIP1,Dnttip1,DNTTIP1
DNTTIP2,Dnttip2,DNTTIP2
DOC2B,Doc2b,DOC2B
DOC2A,Doc2g,DOC2A
DOCK5,Dock1,DOCK1
DOCK11,Dock10,DOCK10
DOCK2,Dock2,DOCK2
DOCK3,Dock4,DOCK4
DOCK1,Dock5,DOCK5
DOCK7,Dock7,DOCK7
DOCK9,Dock9,DOCK9
DOHH,Dohh,DOHH
DOK2,Dok2,DOK2
DOK3,Dok3,DOK3
DOK5,Dok5,DOK5
DOK6,Dok6,DOK6
DOLK,Dolk,DOLK
DOLPP1,Dolpp1,DOLPP1
DONSON,Donson,DONSON
DOP1A,Dop1a,DOP1A
DOP1B,Dop1b,DOP1B
DPAGT1,Dpagt1,GMPR
DPEP1,Dpep1,DPEP1
DPEP2NB,Dpep2nb,DPEP2NB
DPEP3,Dpep3,DPEP3
DPF1,Dpf1,DPF1
DPF3,Dpf3,DPF3
DPH1,Dph1,DPH1
DPH3,Dph3,DPH3
DPH5,Dph5,DPH5
DPH6,Dph6,DPH6
DPH7,Dph7,DPH7
DPM2,Dpm2,DPM2
DPM3,Dpm3,DPM3
DPP3,Dpp3,DPP3
DPP4,Dpp4,DPP4
DPP6,Dpp6,DPP6
DPP8,Dpp8,DPP8
DPPA2,Dppa2,DPPA2
DPPA5,Dppa5a,DPPA5
DPT,Dpt,DPT
DPY19L3,Dpy19l1,DPY19L1
DPY19L1,Dpy19l2,DPY19L2
DPY30,Dpy30,DPY30
DPYS,Dpys,DPYS
CRMP1,Dpysl2,DPYSL2
DPYSL4,Dpysl4,DPYSL4
DPYSL5,Dpysl5,DPYSL5
DQX1,Dqx1,DQX1
DR1,Dr1,DR1
DRAM1,Dram2,DRAM2
DRAP1,Drap1,DRAP1
DRAXIN,Draxin,DRAXIN
DRC1,Drc1,DRC1
DRC3,Drc3,DRC3
DRC7,Drc7,DRC7
DRD1,Drd1,DRD1
DRD2,Drd2,DRD2
DRD3,Drd3,DRD3
DRD4,Drd4,DRD4
DRD5,Drd5,DRD5
DROSHA,Drosha,DROSHA
DRP2,Drp2,DRP2
DSC1,Dsc1,DSC1
DSC3,Dsc2,DSC2
DSC2,Dsc3,DSC3
FAT1,Dscam,SEMA6A
DSCAM,Dscaml1,DSCAML1
DSCC1,Dscc1,DSCC1
DSE,Dse,DSE
DSEL,Dsel,DSEL
DSG1,Dsg1a,DSG1
DSG2,Dsg2,DSG2
DSG3,Dsg3,DSG3
DSG4,Dsg4,DSG4
DSP,Dsp,DSP
DST,Dst,DST
DSTN,Dstn,DSTN
DSTYK,Dstyk,DSTYK
DTD1,Dtd1,DTD1
DTD2,Dtd2,DTD2
DTHD1,Dthd1,DTHD1
DTL,Dtl,DTL
DTNA,Dtna,DTNA
DTNBP1,Dtnbp1,DTNBP1
DTWD1,Dtwd1,DTWD1
DTWD2,Dtwd2,DTWD2
DTX1,Dtx1,DTX1
DTX2,Dtx2,DTX2
DTX3,Dtx3,DTX3
DTX3L,Dtx3l,DTX3L
DTX4,Dtx4,DTX4
DTYMK,Dtymk,DTYMK
DUOX2,Duox1,DUOX2
DUOXA1,Duoxa1,DUOXA1
DUSP29,Dupd1,DUSP29
DUS1L,Dus1l,DUS1L
TENM4,Dus2,DUS2
DUS3L,Dus3l,DUS3L
DUS4L-BCAP29,Dus4l,DUS4L
DUSP1,Dusp1,DUSP1
DUSP11,Dusp11,DUSP11
DUSP12,Dusp12,DUSP12
DUSP14,Dusp14,DUSP14
DUSP15,Dusp15,DUSP15
DUSP19,Dusp19,DUSP19
DUSP2,Dusp2,DUSP2
DUSP22,Dusp22,DUSP22
DUSP23,Dusp23,DUSP23
DUSP26,Dusp26,DUSP26
STYXL2,Dusp27,STYXL2
DUSP28,Dusp28,DUSP28
DUSP3,Dusp3,DUSP3
DUSP4,Dusp4,DUSP4
DUSP5,Dusp5,DUSP5
DUSP6,Dusp6,DUSP6
DUSP7,Dusp7,DUSP7
DUSP8,Dusp8,DUSP8
DUSP9,Dusp9,DUSP9
DUT,Dut,DUT
DVL1,Dvl1,DVL1
DVL2,Dvl2,DVL2
DXO,Dxo,DXO
DYDC1,Dydc1,DYDC1
DYDC2,Dydc2,DYDC2
DYM,Dym,DYM
DYNC1I1,Dync1i1,DYNC1I1
DYNC1LI1,Dync1li1,DYNC1LI1
DYNC1LI2,Dync1li2,DYNC1LI2
DYNC2H1,Dync2h1,DYNC2H1
DYNC2I2,Dync2i2,DYNC2I2
DYNC2LI1,Dync2li1,DYNC2LI1
DYNLL2,Dynll1,DYNLL1
DYNLL1,Dynll2,DYNLL2
DYNLRB2,Dynlrb2,DYNLRB2
DYNLT2,Dynlt2a1,DYNLT2
DYNLT2B,Dynlt2b,DYNLT2B
DYNLT3,Dynlt3,DYNLT3
DYNLT4,Dynlt4,DYNLT4
DYRK1A,Dyrk1a,DYRK1A
DYRK1B,Dyrk1b,DYRK1B
DYRK2,Dyrk3,CFAP276
DYRK3,Dyrk4,DYRK4
DYSF,Dysf,DYSF
DYTN,Dytn,DYTN
DZANK1,Dzank1,DZANK1
DZIP1,Dzip1,DZIP1
DZIP3,Dzip3,DZIP3
ZNF593OS,E130218I03Rik,ZNF593OS
KIAA1958,E130308A19Rik,KIAA1958
C7orf26,E130309D02Rik,INTS15
E2F1,E2f1,E2F1
E2F2,E2f2,E2F2
E2F3,E2f3,E2F3
E2F4,E2f4,E2F4
E2F5,E2f5,E2F5
E2F8,E2f8,E2F8
ZNF747,E430018J23Rik,ZNF599
E4F1,E4f1,E4F1
EAF1,Eaf1,EAF1
EAF2,Eaf2,EAF2
EAPP,Eapp,EAPP
EBAG9,Ebag9,EBAG9
EBF1,Ebf1,EBF1
EBF2,Ebf2,EBF2
EBF3,Ebf3,EBF3
EBF4,Ebf4,EBF4
EBI3,Ebi3,EBI3
EBNA1BP2,Ebna1bp2,EBNA1BP2
EBP,Ebp,EBP
EBPL,Ebpl,EBPL
ECE1,Ece2,ECE2
ECEL1,Ecel1,ECEL1
ECHDC1,Echdc1,ECHDC1
ECHDC3,Echdc3,ECHDC3
ECHS1,Echs1,ECHS1
ECI1,Eci1,ECI1
ECI2,Eci2,ECI2
ECM1,Ecm1,ECM1
ECM2,Ecm2,ECM2
ECPAS,Ecpas,ECPAS
ECRG4,Ecrg4,ECRG4
ECSCR,Ecscr,ECSCR
ECSIT,Ecsit,ECSIT
ECT2L,Ect2l,ECT2L
EDA,Eda,EDA
EDAR,Edar,EDAR
EDARADD,Edaradd,EDARADD
EDC3,Edc3,EDC3
EDDM3B,Eddm3b,EDDM3B
EDEM1,Edem1,EDEM1
EDEM2,Edem2,EDEM2
EDEM3,Edem3,EDEM3
EDF1,Edf1,EDF1
EDIL3,Edil3,EDIL3
EDN1,Edn1,EDN1
EDN2,Edn2,EDN2
EDNRA,Ednra,EDNRA
EDNRB,Ednrb,EDNRB
EDRF1,Edrf1,HELZ
EED,Eed,EED
EEF1A1,Eef1a2,EEF1A2
EEF1AKMT1,Eef1akmt1,EEF1AKMT1
EEF1AKMT2,Eef1akmt2,EEF1AKMT2
EEF1AKMT4,Eef1akmt4,EEF1AKMT4
METTL13,Eef1aknmt,METTL13
EEF1B2,Eef1b2,EEF1B2
EEF1D,Eef1d,EEF1D
EEF1E1-BLOC1S5,Eef1e1,EEF1E1
EEF2K,Eef2k,EEF2K
EEFSEC,Eefsec,EEFSEC
EEPD1,Eepd1,EEPD1
EFCAB1,Efcab1,CLXN
EFCAB10,Efcab10,EFCAB10
EFCAB11,Efcab11,EFCAB11
EFCAB12,Efcab12,EFCAB12
EFCAB14,Efcab14,EFCAB14
EFCAB5,Efcab5,EFCAB5
EFCAB9,Efcab9,EFCAB9
EFEMP2,Efemp2,EFEMP2
EFHB,Efhb,EFHB
EFHC1,Efhc1,EFHC1
EFHC2,Efhc2,EFHC2
EFHD1,Efhd2,EFHD2
EFL1,Efl1,EFL1
EFNA1,Efna1,EFNA1
EFNA2,Efna2,EFNA2
EFNA3,Efna3,EFNA3
EFNA4,Efna4,EFNA4
EFNA5,Efna5,EFNA5
EFNB1,Efnb1,EFNB1
EFNB2,Efnb2,EFNB2
EFNB3,Efnb3,EFNB3
EFR3A,Efr3a,EFR3A
EFR3B,Efr3b,EFR3B
EFS,Efs,EFS
EGF,Egf,EGF
EGFL6,Egfl6,EGFL6
EGFL7,Egfl7,EGFL7
EGFL8,Egfl8,EGFL8
EGFR,Egfr,EGFR
EGLN1,Egln1,EGLN1
EGLN3,Egln3,EGLN3
EGR1,Egr1,EGR1
EGR2,Egr2,EGR2
EGR4,Egr4,EGR4
EHBP1,Ehbp1,EHBP1
EHD1,Ehd1,EHD1
EHD3,Ehd3,EHD3
EHD4,Ehd4,EHD4
EHF,Ehf,EHF
EHHADH,Ehhadh,EHHADH
EHMT1,Ehmt1,EHMT1
EHMT2,Ehmt2,EHMT2
EI24,Ei24,EI24
EID2,Eid2,EID2
EID3,Eid3,NSMCE4A
EIF1AD,Eif1ad,EIF1AD
EIF1AY,Eif1ad18,EIF1AX
EIF1AX,Eif1ax,EIF1AY
EIF1B,Eif1b,EIF1B
EIF2A,Eif2a,EIF2A
EIF2AK2,Eif2ak2,EIF2AK2
EIF2AK3,Eif2ak3,EIF2AK3
EIF2AK4,Eif2ak4,EIF2AK4
EIF2B2,Eif2b2,EIF2B2
EIF2B3,Eif2b3,EIF2B3
EIF2B4,Eif2b4,EIF2B4
EIF2B5,Eif2b5,EIF2B5
EIF2S1,Eif2s1,EIF2S1
EIF2S2,Eif2s2,EIF2S2
EIF2S3,Eif2s3x,EIF2S3B
EIF3B,Eif3b,EIF3B
EIF3D,Eif3d,EIF3D
EIF3E,Eif3e,EIF3E
EIF3F,Eif3f,EIF3F
EIF3G,Eif3g,EIF3G
EIF3H,Eif3h,EIF3H
EIF3I,Eif3i,EIF3I
EIF3J,Eif3j1,EIF3J
EIF3K,Eif3k,COPS8
EIF3M,Eif3m,EIF3M
EIF4A1,Eif4a2,EIF4A1
EIF4B,Eif4b,EIF4B
EIF4E,Eif4e,EIF4E
EIF4E1B,Eif4e1b,EIF4E1B
EIF4E2,Eif4e2,EIF4E2
EIF4E3,Eif4e3,EIF4E3
EIF4EBP1,Eif4ebp1,EIF4EBP1
EIF4EBP2,Eif4ebp2,EIF4EBP2
EIF4EBP3,Eif4ebp3,EIF4EBP3
EIF4ENIF1,Eif4enif1,EIF4ENIF1
EIF4G1,Eif4g1,EIF4G1
EIF4G2,Eif4g2,EIF4G2
EIF4G3,Eif4g3,EIF4G3
EIF4H,Eif4h,EIF4H
EIF5,Eif5,EIF5
EIF5A2,Eif5a2,EIF5A2
EIF5B,Eif5b,EIF5B
EIF6,Eif6,EIF6
ELAC1,Elac1,ELAC1
ELAC2,Elac2,ELAC2
ELANE,Elane,ELANE
ELAPOR1,Elapor1,ELAPOR1
ELAPOR2,Elapor2,ELAPOR2
ELAVL2,Elavl1,ELAVL1
ELAVL3,Elavl3,ELAVL3
ELAVL4,Elavl4,ELAVL4
ELF1,Elf1,ELF1
ELF3,Elf3,ELF3
ELF4,Elf4,ELF4
ELF5,Elf5,ELF5
ELFN1,Elfn1,ELFN1
ELFN2,Elfn2,ELFN2
ELK1,Elk1,ERF
ELK3,Elk3,ELK3
ELK4,Elk4,ELK4
ELL2,Ell2,ELL2
ELL3,Ell3,ELL3
SCAI,Elmo1,ELMO1
ELMO1,Elmo2,ELMO2
ELMO3,Elmo3,ELMO3
ELMOD1,Elmod1,ELMOD1
ELMOD3,Elmod3,ELMOD3
ELN,Eln,ELN
ELOC,Eloc,ELOC
ELOVL1,Elovl1,ELOVL1
ELOVL2,Elovl2,ELOVL2
ELOVL3,Elovl3,ELOVL3
ELOVL4,Elovl4,ELOVL4
ELOVL6,Elovl6,ELOVL6
ELOVL7,Elovl7,ELOVL7
ELP1,Elp1,ELP1
ELP2,Elp2,ELP2
ELP3,Elp3,ELP3
ELP4,Elp4,ELP4
ELP6,Elp6,ELP6
EMC1,Emc1,EMC1
EMC10,Emc10,EMC10
EMC2,Emc2,EMC2
EMC3,Emc3,EMC3
EMC6,Emc6,EMC6
EMC7,Emc7,EMC7
EMC9,Emc9,EMC9
EMCN,Emcn,EMCN
EMD,Emd,EMD
EME1,Eme1,EME1
EMG1,Emg1,EMG1
EMID1,Emid1,EMID1
EMILIN1,Emilin1,EMILIN1
EMILIN2,Emilin2,EMILIN2
EMILIN3,Emilin3,EMILIN3
EML1,Eml1,EML1
EML2,Eml2,EML2
EML3,Eml3,EML3
EML4,Eml4,EML4
EML5,Eml5,EML6
EMP1,Emp1,EMP1
EMP2,Emp2,EMP2
EMP3,Emp3,EMP3
EMSY,Emsy,EMSY
EN1,En1,EN1
EN2,En2,EN2
ENAH,Enah,ENAH
ENAM,Enam,ENAM
ENDOD1,Endod1,ENDOD1
ENDOG,Endog,ENDOG
ENDOU,Endou,ENDOU
ENDOV,Endov,ENDOV
ENG,Eng,ENG
ENKD1,Enkd1,ENKD1
ENKUR,Enkur,ENKUR
ENO2,Eno1b,ENO1
ENO4,Eno4,ENO4
ENOPH1,Enoph1,ENOPH1
ENOX1,Enox1,ENOX1
ENOX2,Enox2,ENOX2
ENPEP,Enpep,ENPEP
ENPP2,Enpp2,ENPP2
ENPP1,Enpp3,ENPP3
ENPP4,Enpp4,ENPP4
ENPP3,Enpp5,ENPP5
ENPP6,Enpp6,ENPP6
ENPP7,Enpp7,ENPP7
ENSA,Ensa,ENSA
ENTHD1,Enthd1,ENTHD1
ENTPD1,Entpd1,ENTPD1
ENTPD2,Entpd2,ENTPD2
ENTPD3,Entpd3,ENTPD3
ENTPD4,Entpd4,ENTPD4
ENTPD5,Entpd5,ENTPD5
ENTPD6,Entpd6,ENTPD6
ENTPD8,Entpd8,ENTPD8
ENTR1,Entr1,ENTR1
ENY2,Eny2,ENY2
EOMES,Eomes,EOMES
EP300,Ep300,EP300
EP400,Ep400,EP400
HIF1A,Epas1,EPAS1
EPB41,Epb41,EPB41
EPB41L2,Epb41l2,ATG12
EPB41L1,Epb41l3,EPB41L3
EPB41L4A,Epb41l4a,EPB41L4A
EPB41L4B,Epb41l4b,EPB41L4B
EPB41L5,Epb41l5,EPB41L5
EPB42,Epb42,EPB42
EPC1,Epc1,EPC1
EPCAM,Epcam,EPCAM
EPDR1,Epdr1,EPDR1
EPG5,Epg5,EPG5
EPGN,Epgn,EPGN
EPHA1,Epha1,EPHA1
EPHA8,Epha10,EPHA10
EPHA2,Epha2,EPHA2
EPHA5,Epha5,EPHA5
EPHA6,Epha6,EPHA6
EPHA7,Epha7,EPHA7
EPHB3,Epha8,EPHA8
EPHA3,Ephb1,EPHB1
EPHB2,Ephb2,EPHB2
EPHB4,Ephb4,EPHB4
EPHB6,Ephb6,EPHB6
EPHX1,Ephx1,EPHX1
EPHX2,Ephx2,EPHX2
EPHX3,Ephx3,EPHX3
EPHX4,Ephx4,EPHX4
EPM2AIP1,Epm2aip1,EPM2AIP1
EPN1,Epn1,EPN1
EPN2,Epn2,EPN2
EPO,Epo,EPO
EPOP,Epop,EPOP
EPOR,Epor,EPOR
EDDM13,Epp13,EDDM13
EPPIN-WFDC6,Eppin,EPPIN
EPPK1,Eppk1,EPPK1
EPRS1,Eprs,EPRS1
EPS15,Eps15,EPS15
EPS15L1,Eps15l1,EPS15L1
EPS8,Eps8,EPS8
EPS8L3,Eps8l3,EPS8L3
EPSTI1,Epsti1,EPSTI1
EPX,Epx,EPX
EPYC,Epyc,EPYC
EQTN,Eqtn,EVI2A
ERAL1,Eral1,ERAL1
ERAP2,Erap1,ERAP2
ERAS,Eras,ERAS
ERBB2,Erbb2,ERBB2
ERBB3,Erbb3,ERBB3
ERBB4,Erbb4,ERBB4
ERBIN,Erbin,ERBIN
ERC1,Erc1,ERC1
ERCC2,Ercc2,ERCC2
ERCC3,Ercc3,ERCC3
ERCC4,Ercc4,ERCC4
ERCC5,Ercc5,REV1
ERCC6L,Ercc6l,ERCC6L
ERCC6L2,Ercc6l2,ERCC6L2
EREG,Ereg,EREG
ERF,Erf,ELK1
ERFE,Erfe,ERFE
ERFL,Erfl,ERFL
ERG,Erg,ERG
ERG28,Erg28,ERG28
ERGIC3,Ergic3,ERGIC3
ERI1,Eri1,ERI1
ERI2,Eri2,ERI2
ERI3,Eri3,ERI3
C12orf43,Erich1,ERICH1
ERICH4,Erich4,ERICH4
ERICH6,Erich6,ERICH6
ERLEC1,Erlec1,ERLEC1
ERLIN2,Erlin2,ERLIN2
ERMP1,Ermp1,ERMP1
ERN1,Ern1,ERN1
ERN2,Ern2,ERN2
ERO1B,Ero1b,ERO1B
ERP27,Erp27,ERP27
ERP29,Erp29,ERP29
ERP44,Erp44,ERP44
NHSL1,Errfi1,ERRFI1
ESCO1,Esco1,ESCO1
ESD,Esd,ESD
ESF1,Esf1,ESF1
ESM1,Esm1,ESM1
ESPL1,Espl1,ESPL1
ESPN,Espn,ESPN
ESPNL,Espnl,ESPNL
ESR1,Esr1,ESR1
ESR2,Esr2,ESR2
ESRP1,Esrp1,ESRP1
ESRRA,Esrra,ESRRA
ESRRB,Esrrb,ESRRB
ESRRG,Esrrg,ESRRG
ESS2,Ess2,ESS2
ESYT2,Esyt2,ESYT2
MCTP2,Esyt3,MCTP2
ETAA1,Etaa1,ETAA1
ETF1,Etf1,ETF1
ETFA,Etfa,ETFA
ETFB,Etfb,ETFB
ETFDH,Etfdh,ETFDH
KIAA1217,Etl4,KIAA1217
ETNK1,Etnk1,ETNK1
ETNK2,Etnk2,ETNK2
ETNPPL,Etnppl,ETNPPL
ETS1,Ets1,ETS1
ETS2,Ets2,ETS2
ETV1,Etv1,ETV1
ETV2,Etv2,ETV2
ETV3,Etv3,ETV3
ETV4,Etv4,ETV4
ETV5,Etv5,ETV5
ETV6,Etv6,ETV6
EVA1A,Eva1a,EVA1A
EVA1B,Eva1b,EVA1B
EVA1C,Eva1c,EVA1C
EVC,Evc,EVC
EVC2,Evc2,EVC2
EVI2B,Evi2b,EVI2B
EVI5,Evi5,EVI5
EVI5L,Evi5l,EVI5L
EVL,Evl,EVL
EVPL,Evpl,EVPL
EVX1,Evx1,SIX5
EVX2,Evx2,EVX2
EWSR1,Ewsr1,EWSR1
EXD1,Exd1,EXD1
EXO1,Exo1,EXO1
EXO5,Exo5,EXO5
EXOC1,Exoc1,EXOC1
EXOC2,Exoc2,EXOC2
EXOC3L2,Exoc3l2,EXOC3L2
EXOC5,Exoc5,EXOC5
EXOC6,Exoc6,EXOC6
EXOC7,Exoc7,EXOC7
EXOC8,Exoc8,EXOC8
EXOG,Exog,EXOG
EXOSC1,Exosc1,EXOSC1
EXOSC10,Exosc10,EXOSC10
EXOSC3,Exosc3,EXOSC2
EXOSC4,Exosc4,EXOSC4
EXOSC5,Exosc5,EXOSC5
EXOSC6,Exosc6,EXOSC6
EXOSC7,Exosc7,EXOSC7
EXOSC8,Exosc8,EXOSC8
EXOSC9,Exosc9,EXOSC9
EXPH5,Exph5,EXPH5
EXT2,Ext2,EXT1
EXTL1,Extl1,EXTL1
EXTL2,Extl2,EXTL2
EXTL3,Extl3,EXTL3
EYA2,Eya2,EYA1
EYA3,Eya3,EYA3
EZH2,Ezh2,EZH2
EZR,Ezr,EZR
F10,F10,F10
F11,F11,F11
F11R,F11r,F11R
F12,F12,F12
F13A1,F13a1,F13A1
F13B,F13b,F13B
F2,F2,F2
F2RL1,F2rl1,F2RL1
F2RL2,F2rl2,F2RL2
P2RY11,F2rl3,F2RL3
F5,F5,F5
F7,F7,F7
F9,F9,F9
FA2H,Fa2h,FA2H
FAAH2,Faah,FAAH
FAAP100,Faap100,FAAP100
FAAP20,Faap20,FAAP20
FAAP24,Faap24,FAAP24
FABP1,Fabp1,FABP1
FABP2,Fabp2,FABP2
FABP3,Fabp3,FABP3
FABP4,Fabp4,FABP4
FABP7,Fabp7,FABP7
FADD,Fadd,FADD
FADS1,Fads1,FADS1
FADS2,Fads2b,FADS2
FADS3,Fads3,FADS3
FADS6,Fads6,FADS6
FAF1,Faf1,FAF1
UBAC2,Faf2,FAF2
FAH,Fah,FAH
FAHD1,Fahd1,FAHD1
FAIM,Faim,FAIM
FAIM2,Faim2,FAIM2
FAM102B,Fam102b,EEIG2
FAM110A,Fam110a,FAM110A
FAM110B,Fam110b,FAM110B
FAM110C,Fam110c,FAM110C
FAM110D,Fam110d,FAM110D
FAM111A,Fam111a,FAM111A
FAM114A1,Fam114a1,FAM114A1
FAM117A,Fam117a,FAM117A
FAM118A,Fam118a,FAM118A
FAM118B,Fam118b,FAM118B
FAM120A,Fam120a,FAM120A
FAM120B,Fam120b,FAM120B
FAM120C,Fam120c,FAM120C
PABIR1,Fam122a,PABIR1
PABIR2,Fam122b,PABIR2
FAM124A,Fam124a,FAM124A
FAM124B,Fam124b,FAM124B
FAM126A,Fam126a,HYCC1
FAM126B,Fam126b,HYCC2
FAM131A,Fam131a,FAM131A
FAM131C,Fam131c,FAM131C
FAM133B,Fam133b,FAM133B
FAM135A,Fam135a,FAM135A
FAM13A,Fam13a,FAM13A
FAM13C,Fam13c,FAM13C
FAM149B1,Fam149a,FAM149B1
FAM151A,Fam151a,FAM151A
NALF1,Fam155a,NALF1
FHIP1B,Fam160a2,FHIP1B
FHIP2A,Fam160b1,FHIP2A
FHIP2B,Fam160b2,FHIP2B
FAM161A,Fam161a,FAM161A
FAM161B,Fam161b,FAM161B
FAM162A,Fam162a,FAM162A
FAM162B,Fam162b,FAM162B
FAM163A,Fam163a,FAM163A
FAM163B,Fam163b,FAM163B
FAM166A,Fam166a,CIMIP2A
FAM167A,Fam167a,FAM167A
FAM167B,Fam167b,FAM167B
FAM168A,Fam168a,FAM168A
FAM168B,Fam168b,FAM168B
FAM169A,Fam169a,FAM169A
FAM170A,Fam170a,FAM170A
FAM170B,Fam170b,FAM170B
FAM171A1,Fam171a1,FAM171A1
FAM171A2,Fam171a2,FAM171A2
FAM171B,Fam171b,FAM171B
FAM172A,Fam172a,ARB2A
FAM174A,Fam174a,FAM174A
FAM177B,Fam177a,FAM177A1
FAM180A,Fam180a,FAM180A
FAM181B,Fam181b,FAM181B
FAM183A,Fam183b,SPMIP2
FAM184A,Fam184a,FAM184A
FAM184B,Fam184b,FAM184B
FAM185A,Fam185a,FAM185A
FAM186B,Fam186b,FAM186B
FAM187A,Fam187a,FAM187A
FAM187B,Fam187b,FAM187B
FAM189A1,Fam189a1,ENTREP2
FAM189A2,Fam189a2,ENTREP1
FAM189B,Fam189b,ENTREP3
FAM193A,Fam193a,FAM193A
FAM193B,Fam193b,FAM193B
FAM199X,Fam199x,FAM199X
FAM204A,Fam204a,FAM204A
SLX9,Fam207a,SLX9
FAM209A,Fam209,FAM209B
FAM20B,Fam20b,FAM20B
FAM20C,Fam20c,FAM20C
FAM214B,Fam214b,ATOSB
FAM216B,Fam216b,FAM216B
FAM217B,Fam217b,FAM217B
FAM219A,Fam219a,FAM219A
FAM219B,Fam219b,FAM219B
C16orf92,Fam220a,SMIM10L1
FAM221A,Fam221a,FAM221A
FAM221B,Fam221b,FAM221B
FAM222A,Fam222a,FAM222A
FAM227A,Fam227b,FAM227B
FAM228A,Fam228b,FAM228B
DCTPP1,Fam229b,LCE6A
FAM234A,Fam234a,FAM234A
FAM240A,Fam240a,FAM240A
FAM243A,Fam243,C21orf140
FAM25A,Fam25c,ADIRF
FAM32A,Fam32a,FAM32A
FAM3A,Fam3a,FAM3A
FAM3B,Fam3b,FAM3B
FAM3C,Fam3c,FAM3C
FAM43A,Fam43a,FAM43A
FAM43B,Fam43b,FAM43B
FAM47E,Fam47c,FAM47E
FAM50A,Fam50a,FAM50A
FAM50B,Fam50b,FAM50B
FAM53B,Fam53b,FAM53B
FAM53C,Fam53c,FAM53C
FAM71B,Fam71b,GARIN3
FAM71F1,Fam71f1,GARIN1B
FAM71F2,Fam71f2,GARIN1A
FAM76A,Fam76b,FAM76B
FAM78A,Fam78a,FAM78A
FAM78B,Fam78b,FAM78B
FAM81A,Fam81a,FAM81A
FAM83A,Fam83a,FAM83A
FAM83B,Fam83b,FAM83B
FAM83C,Fam83c,FAM83C
FAM83D,Fam83d,FAM83D
FAM83E,Fam83e,FAM83E
FAM83F,Fam83f,FAM83F
FAM83G,Fam83g,FAM83G
FAM83H,Fam83h,FAM83H
FAM89A,Fam89a,FAM89A
FAM89B,Fam89b,FAM89B
FAM8A1,Fam8a1,FAM8A1
FAM91A1,Fam91a1,FAM91A1
FAM98A,Fam98a,FAM98A
FAM98B,Fam98b,FAM98B
FAM98C,Fam98c,FAM98C
FAN1,Fan1,FAN1
FANCB,Fancb,FANCB
FANCA,Fancc,FANCC
FANCD2,Fancd2,FANCD2
FANCE,Fance,FANCE
FANCF,Fancf,FANCF
FANCI,Fanci,FANCI
FANCL,Fancl,FANCL
FANCM,Fancm,FANCM
FANK1,Fank1,FANK1
FAP,Fap,FAP
FAR2,Far2,FAR2
FARP1,Farp1,PTPN3
FARP2,Farp2,FARP1
FARS2,Fars2,FARS2
FARSA,Farsa,FARSA
FAS,Fas,FAS
FASTK,Fastk,FASTK
FASTKD1,Fastkd1,FASTKD1
FASTKD2,Fastkd2,FASTKD2
FASTKD5,Fastkd5,FASTKD5
FAT2,Fat2,FAT2
FAT3,Fat3,PCDH19
FAT4,Fat4,FAT4
FAU,Fau,FAU
FBF1,Fbf1,FBF1
FBH1,Fbh1,FBH1
FBL,Fbl,FBL
FBLL1,Fbll1,FBLL1
FBLN1,Fbln1,FBLN1
FBLN5,Fbln5,FBLN5
FBLN7,Fbln7,FBLN7
FBN3,Fbn1,FBN1
FBN2,Fbn2,FBN2
FBP1,Fbp1,FBP1
FBP2,Fbp2,FBP2
FBRS,Fbrs,FBRS
FBXL12,Fbxl12,FBXL12
FBXL13,Fbxl13,FBXL13
FBXL15,Fbxl15,FBXL15
FBXL16,Fbxl16,FBXL16
FBXL17,Fbxl17,FBXL17
FBXL18,Fbxl18,FBXL18
FBXL19,Fbxl19,FBXL19
FBXL20,Fbxl20,FBXL20
FBXL22,Fbxl22,FBXL22
FBXL3,Fbxl3,FBXL3
FBXL4,Fbxl4,FBXL4
FBXL5,Fbxl5,FBXL5
FBXL6,Fbxl6,FBXL6
FBXL7,Fbxl7,FBXL7
FBXL8,Fbxl8,FBXL8
FBXO10,Fbxo10,FBXO10
