Gene name,Macaque gene name
U5,U5
Y_RNA,Y_RNA
U6,U6
U6,U6
CCT4,CCT4
PKD2L2,PKD2L2
SNORD115,SNORD115
INTS14,INTS14
NEXN,NEXN
GBP7,GBP7
POLA1,POLA1
RCOR1,RCOR1
SNORD96,SNORD96
AGBL5,AGBL5
U6,U6
U6,U6
SPRYD4,SPRYD4
U5,U5
KRT38,KRT38
VMP1,VMP1
Metazoa_SRP,Metazoa_SRP
PHACTR2,PHACTR2
MIR375,MIR375
DPPA4,DPPA4
MIPEP,MIPEP
PRDM14,PRDM14
TAF2,TAF2
SNORD73,SNORD73
LHCGR,LHCGR
U6,U6
U6,U6
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
WDR44,WDR44
U6,U6
OAF,OAF
PRRT2,PRRT2
REC8,REC8
LAGE3,LAGE3
SNORD73,SNORD73
UBA1,UBA1
DMXL1,DMXL1
Y_RNA,Y_RNA
MMP1,MMP1
U5,U5
SNORD115,SNORD115
SLC25A44,BGLAP
EN1,EN1
U6,U6
MIR609,mml-mir-609
Metazoa_SRP,Metazoa_SRP
DNAJC21,DNAJC21
SNORD58,SNORD58
TMEM43,TMEM43
USP43,USP43
Metazoa_SRP,Metazoa_SRP
H1-2,H1-2
SRPX2,Srpx2
MCEMP1,MCEMP1
U5,U5
STEAP4,STEAP4
RPL14,RPL14
NEK8,NEK8
Y_RNA,Y_RNA
ACBD5,ACBD5
BPGM,BPGM
GOLM1,GOLM1
ALDH18A1,ALDH18A1
IGSF9B,IGSF9B
Metazoa_SRP,Metazoa_SRP
ATF6,ATF6
LRP1,LRP1
U6,U6
MIR30E,mml-mir-30e
GOLPH3L,GOLPH3L
ACAA1,ACAA1
U5,U5
PLCB4,PLCB4
U6,U6
PGLYRP1,PGLYRP1
U6,U6
BABAM1,BABAM1
Y_RNA,Y_RNA
NR1D2,NR1D2
EBAG9,EBAG9
RALYL,RALYL
LYPD1,LYPD1
DEAF1,DEAF1
UAP1L1,UAP1L1
U5,U5
FAT1,FAT1
RNF213,RNF213
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
U6,U6
C1orf115,C1H1orf115
FKBP10,FKBP10
Metazoa_SRP,Metazoa_SRP
SNX8,SNX8
TRBV7-3,TRBV7-3
SLC17A6,SLC17A6
FITM1,FITM1
CNIH4,CNIH4
ggo-mir-95,mml-mir-95
U6,U6
FRAT1,FRAT1
PRAMEF12,PRAMEF12
CDK16,CDK16
SNORD41,SNORD41
ZNF691,ZNF691
CLDN22,CLDN22
GJC3,GJC3
ANLN,ANLN
U6,U6
U6,U6
Metazoa_SRP,Metazoa_SRP
MRPL15,MRPL15
MT4,MT4
NECAP2,NECAP2
U6,U6
U5,U5
Y_RNA,Y_RNA
TRIM3,TRIM3
ATP6V0A2,ATP6V0A2
U6,U6
RAB11FIP1,RAB11FIP1
HDAC4,HDAC4
ZNF107,ZNF107
SNORD50B,SNORD50B
Metazoa_SRP,Metazoa_SRP
U5,U5
TOP1,TOP1
PCGF1,PCGF1
HGF,HGF
U6,U6
U6,U6
Y_RNA,Y_RNA
ATP6V0D1,ATP6V0D1
PNMA2,PNMA2
TERF2IP,TERF2IP
TMC1,TMC1
PTPN3,PTPN3
TMEM151B,TMEM151B
U6,U6
SNORA56,SNORA56
PACS1,PACS1
NLK,NLK
HPDL,HPDL
SLC9A9,SLC9A9
PKDCC,PKDCC
U5,U5
RAD52,RAD52
U6,U6
SOX8,SOX8
GPR12,GPR12
CELF4,CELF4
HOOK2,HOOK2
NDP,NDP
U6,U6
PAK5,PAK5
Y_RNA,Y_RNA
DCLRE1C,DCLRE1C
MIR337,MIR337
HOATZ,HOATZ
DDX23,DDX23
MIR424,MIR424
LSR,LSR
LRRC57,LRRC57
LTK,LTK
TRAV21,TRAV21
KCNJ5,KCNJ5
U6,U6
RRH,RRH
SNORD11B,SNORD11B
PARS2,PARS2
NKX2-3,NKX2-3
SMUG1,SMUG1
COL6A6,COL6A6
U6,U6
EPHX3,EPHX3
PROB1,PROB1
IL3,IL3
COQ10B,COQ10B
MIR486,MIR486-1
MIR1296,mml-mir-1296
U6,U6
U6,U6
SNORA74,SNORA74
FAM200A,FAM200A
DCTN6,DCTN6
CPA3,CPA3
C8orf34,C8H8orf34
U6,U6
INTS1,INTS1
RP1L1,RP1L1
MIR1306,MIR1306
SNORA72,SNORA72
VPREB1,VPREB1
KIF11,KIF11
CAPZA3,CAPZA3
KBTBD3,KBTBD3
AKAP8L,AKAP8L
RGS5,RGS5
OR6K3,OR6K3
CDC45,CDC45
Y_RNA,Y_RNA
ITFG2,ITFG2
TTYH3,TTYH3
ggo-mir-29a,MIR29A
ZNF93,ZNF93
MIR5004,MIR5004
SNORA72,SNORA72
SNORA74,SNORA74
MAS1,MAS1
AIFM2,AIFM2
U6,U6
LIX1L,LIX1L
MYH7,MYH7
U6,U6
FBXL2,FBXL2
NT5C2,NT5C2
ARHGEF28,ARHGEF28
ITPR1,ITPR1
U6,U6
PIK3CD,PIK3CD
PPM1B,PPM1B
MMP11,MMP11
SLFN5,SLFN5
MIRLET7F,MIRLET7F1
SNORA72,SNORA72
Y_RNA,Y_RNA
TMEM30B,TMEM30B
U6,U6
PROZ,PROZ
ACTRT2,ACTRT2
RP1,RP1
U6,U6
ZNFX1,ZNFX1
SETD4,SETD4
SNORA74,SNORA74
RPSA,RPSA
GAS2L1,GAS2L1
DEF8,DEF8
SNORA74,SNORA74
SNORD1A,SNORD1A
IPP,IPP
ZNF793,ZNF793
TBC1D10C,TBC1D10C
U6,U6
PRPF19,PRPF19
UBE2J2,UBE2J2
GHRL,GHRL
EDEM3,EDEM3
U6,U6
SNORA72,SNORA72
CYLC2,CYLC2
Y_RNA,Y_RNA
GLUD1,GLUD1
SLC35G2,SLC35G2
Metazoa_SRP,Metazoa_SRP
SNORD20,SNORD20
ZNF445,ZNF445
GLYAT,GLYAT
WDR48,WDR48
OR9I1,OR9I1
TRPM2,TRPM2
U6,U6
RUVBL2,RUVBL2
LMAN2L,LMAN2L
GLS2,GLS2
PAPLN,PAPLN
EPGN,EPGN
U6,U6
CCDC57,CCDC57
U6,U6
Y_RNA,Y_RNA
MIR1255B2,mml-mir-1255b
U6,U6
FAM13A,FAM13A
MIR522,mml-mir-518e
U6,U6
SNORA72,SNORA72
SIK1,SIK1
SLC44A4,SLC44A4
GINS1,GINS1
BICD2,BICD2
SNORD28,SNORD28
U6,U6
NAT10,NAT10
KCTD6,KCTD6
TTC3,TTC3
U6,U6
U6,U6
MRPL11,MRPL11
Metazoa_SRP,Metazoa_SRP
HTR3E,HTR3E
Y_RNA,Y_RNA
SNORA72,SNORA72
U6,U6
U6,U6
U6,U6
ELMOD1,ELMOD1
WDFY4,WDFY4
FAM161A,FAM161A
MIR671,mml-mir-671
SNORD28,SNORD28
TAF3,TAF3
CSNK2A2IP,CSNKA2IP
KCNU1,KCNU1
MAGEB18,MAGEB18
PON1,PON1
Y_RNA,Y_RNA
U6,U6
Metazoa_SRP,Metazoa_SRP
SNORA72,SNORA72
U6,U6
BCOR,BCOR
MAGEB1,MAGEB1
CSGALNACT1,CSGALNACT1
ANKRD46,ANKRD46
GARIN6,GARIN6
TDRD10,TDRD10
U6,U6
TECTA,TBCEL
DPP6,DPP6
TNKS1BP1,TNKS1BP1
U6,U6
NOC4L,NOC4L
ZNF536,ZNF536
MIR135A1,mml-mir-135a-1
U4,U4
Y_RNA,Y_RNA
RPS6KL1,RPS6KL1
Metazoa_SRP,Metazoa_SRP
U6,U6
RUNX3,RUNX3
U6,U6
OR6K6,OR6K6
ETS2,ETS2
NPTN,NPTN
U4,U4
TDRD6,TDRD6
TBRG1,TBRG1
Y_RNA,Y_RNA
JPH2,JPH2
ggo-mir-192,mml-mir-192
NKX2-5,NKX2-5
C1QTNF2,C1QTNF2
PASD1,PASD1
TOP1MT,TOP1MT
SNORD12,SNORD12
TMBIM6,TMBIM6
U6,U6
FKBP2,FKBP2
ZFYVE16,ZFYVE16
OR9G4,OR9G4
DMAP1,DMAP1
ADGRF3,ADGRF3
CFAP43,CFAP43
U6,U6
U6,U6
Metazoa_SRP,Metazoa_SRP
CCR1,CCR1
U4,U4
Y_RNA,Y_RNA
KLHL34,KLHL34
MRGPRX4,MRGPRX4
PALB2,PALB2
U6,U6
U4,U4
Y_RNA,Y_RNA
TMPRSS13,TMPRSS13
ZHX3,ZHX3
ZFX,ZFX
SPRING1,SPRING1
LSG1,LSG1
GABRD,GABRD
Metazoa_SRP,Metazoa_SRP
OR5A1,OR5A1
TOGARAM1,TOGARAM1
MIR422A,mml-mir-422a
SDF2,SDF2
PLB1,PLB1
MAGEH1,MAGEH1
C21orf58,C3H21orf58
SNORD12B,SNORD12B
SEL1L2,SEL1L2
ASB8,ASB8
U6,U6
MAST1,MAST1
U4,U4
Y_RNA,Y_RNA
U6,U6
U6,U6
NTF4,NTF4
MIR599,mml-mir-599
Y_RNA,Y_RNA
LIFR,LIFR
IFIT5,IFIT5
GPR20,GPR20
OC90,OC90
TULP3,TULP3
FAF1,FAF1
Y_RNA,Y_RNA
ASF1A,ASF1A
SNORD89,SNORD89
INHA,INHA
U6,U6
KCND3,KCND3
ggo-mir-199a,mml-mir-199a-1
ANXA10,ANXA10
IRF7,IRF7
U6,U6
Metazoa_SRP,Metazoa_SRP
SH3TC1,SH3TC1
IRF8,IRF8
ARSA,ARSA
OR6V1,OR6V1
U4,U4
BLVRA,BLVRA
KIAA1217,KIAA1217
PSMD12,PSMD12
CNGB3,CNGB3
GSX1,GSX1
TAB2,TAB2
SNORD12C,SNORD12C
OR52A1,OR52A1
MIR4736,MIR4736
MIR153-1,mml-mir-153-1
KAT14,KAT14
CHPF,CHPF
LIAS,LIAS
NME5,NME5
Metazoa_SRP,Metazoa_SRP
HUWE1,HUWE1
U6,U6
BEX5,BEX5
TBC1D2B,TBC1D2B
U6,U6
MIR185,mml-mir-185
SYAP1,SYAP1
U6,U6
CBLL2,CBLL2
PSMA4,PSMA4
CUTA,CUTA
ANKEF1,ANKEF1
SKA1,SKA1
MFAP5,MFAP5
RBM28,RBM28
U6,U6
MEX3B,MEX3B
Y_RNA,Y_RNA
UQCC1,UQCC1
RNF222,RNF222
CSNK1D,CSNK1D
U6,U6
DCAF8L2,DCAF8L1
MIR584,mml-mir-584
TBCE,TBCE
Y_RNA,Y_RNA
U6,U6
ZSCAN31,ZSCAN31
NEU2,NEU2
CARM1,CARM1
TAF8,TAF8
DUSP23,DUSP23
RPL27,RPL27
CDC42BPB,CDC42BPB
CLEC16A,CLEC16A
U6,U6
SLC44A2,SLC44A2
LEMD1,LEMD1
SNORA80E,SNORA80E
Metazoa_SRP,Metazoa_SRP
DNAJB5,DNAJB5
Y_RNA,Y_RNA
U4,U4
C19orf33,C19orf33
DLG2,DLG2
KLC2,KLC2
COL9A1,COL9A1
GABRB1,GABRB1
TMEM50B,TMEM50B
HEY1,HEY1
MGST2,MGST2
ARHGEF11,ARHGEF11
RRN3,RRN3
CRYM,CRYM
SRRT,SRRT
Y_RNA,Y_RNA
SACM1L,SACM1L
MOK,MOK
U6,U6
Y_RNA,Y_RNA
U6,U6
EFCAB3,EFCAB3
Metazoa_SRP,Metazoa_SRP
MSH2,MSH2
PLCD4,PLCD4
U4,U4
ACTRT1,ACTRT1
Y_RNA,Y_RNA
ISY1,ISY1
YJU2,YJU2
LRRC3B,LRRC3B
U4,U4
FGFBP3,FGFBP3
PPT1,PPT1
SLC22A12,SLC22A12
Metazoa_SRP,Metazoa_SRP
CNTN1,CNTN1
U6,U6
APELA,APELA
CDK17,CDK17
U6,U6
U6,U6
HOXA1,HOXA1
N4BP3,N4BP3
Y_RNA,Y_RNA
REG1A,REG1A
ADRB2,ADRB2
SPO11,SPO11
CLK1,CLK1
EIF2B1,EIF2B1
MIR29C,MIR29C
U4,U4
U6,U6
SETD9,SETD9
SNN,SNN
MIP,MIP
PTH2R,PTH2R
PRKG1,PRKG1
Y_RNA,Y_RNA
RNF26,RNF26
U6,U6
U6,U6
DUSP5,DUSP5
HPS3,HPS3
U1,U1
Metazoa_SRP,Metazoa_SRP
ZNF282,ZNF212
GOLGB1,GOLGB1
PTPRM,PTPRM
Y_RNA,Y_RNA
U4,U4
SLC24A2,SLC24A2
Y_RNA,Y_RNA
DEF6,DEF6
RNU6ATAC7P,RNU6ATAC7P
GPR37,GPR37
Y_RNA,Y_RNA
CCDC6,CCDC6
MIRLET7A1,MIRLET7A1
U6,U6
U6,U6
TATDN3,TATDN3
TIMM29,TIMM29
MEPCE,MEPCE
ZBTB26,ZBTB26
LTV1,LTV1
HUNK,HUNK
RAB4A,RAB4A
Y_RNA,Y_RNA
SENP2,SENP2
TBC1D20,TBC1D20
DGKE,DGKE
SNORA33,SNORA33
ALS2CL,ALS2CL
C7orf57,C3H7orf57
ERP27,ERP27
SNX10,SNX10
Y_RNA,Y_RNA
U4,U4
AFF4,AFF4
RBM44,RBM44
HPD,HPD
Y_RNA,Y_RNA
ZBTB6,ZBTB6
Metazoa_SRP,Metazoa_SRP
U6,U6
EPB41L5,EPB41L5
TTC9,TTC9
U6,U6
Metazoa_SRP,Metazoa_SRP
HABP4,HABP4
U4,U4
LTB4R,LTB4R
SNORA52,SNORA52
PMM1,PMM1
FBXW11,FBXW11
ABCB5,ABCB5
U6,U6
Y_RNA,Y_RNA
Y_RNA,Y_RNA
GCDH,GCDH
LRATD2,LRATD2
Y_RNA,Y_RNA
SRGN,SRGN
TMPRSS11B,TMPRSS11B
Y_RNA,Y_RNA
ZNF41,ZNF41
PLD3,PLD3
U4,U4
MX2,MX2
NPAT,NPAT
P2RY2,P2RY2
Y_RNA,Y_RNA
FAM229A,FAM229A
MMP9,MMP9
POU3F4,POU3F4
THOC1,THOC1
RAD9B,RAD9B
Metazoa_SRP,Metazoa_SRP
SNORA80D,SNORA80D
Y_RNA,Y_RNA
ASCL4,ASCL4
MTMR8,MTMR8
RAB6B,RAB6B
THUMPD3,THUMPD3
NINJ1,NINJ1
STK32B,STK32B
U6,U6
Y_RNA,Y_RNA
PCMTD2,PCMTD2
FAM3D,FAM3D
Y_RNA,Y_RNA
CCDC3,CCDC3
Metazoa_SRP,Metazoa_SRP
FAM89B,FAM89B
GDF15,GDF15
DAW1,DAW1
PLEKHM3,PLEKHM3
OR10H1,OR10H1
THOC6,THOC6
Y_RNA,Y_RNA
EXD3,EXD3
TTC8,TTC8
SLC32A1,SLC32A1
MIR676,mml-mir-676-1
WDFY2,WDFY2
DHX30,DHX30
NUP88,NUP88
RNU6ATAC8P,RNU6ATAC8P
ACTL9,ACTL9
NIT1,NIT1
TINF2,TINF2
KRT20,KRT20
AP3M1,AP3M1
MPP2,MPP2
LRP12,LRP12
CHMP2A,CHMP2A
OR8B8,OR8B8
MAN2C1,MAN2C1
FGFR1,FGFR1
UBA7,UBA7
ODAD2,ODAD2
Y_RNA,Y_RNA
ggo-mir-26a,mml-mir-26a-1
SNORD100,SNORD100
MIR339,mml-mir-339
MEF2D,MEF2D
U6,U6
ANXA9,ANXA9
U4,U4
C14orf93,C7H14orf93
ADAMTS15,ADAMTS15
U1,U1
STAT5B,STAT5B
Y_RNA,Y_RNA
ZMYM6,ZMYM6
FAM200C,FAM200C
CPNE2,CPNE2
SLC39A2,SLC39A2
PDX1,PDX1
TMEM165,TMEM165
DKK1,DKK1
POLE2,POLE2
ggo-mir-196-2,mml-mir-196a-2
CCDC38,CCDC38
ITGAV,ITGAV
Metazoa_SRP,Metazoa_SRP
PLLP,PLLP
DLG5,DLG5
EMC4,EMC4
LIN54,LIN54
U6,U6
ZSCAN32,ZSCAN32
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
KCNE5,KCNE5
IQCF3,IQCF3
SNORA23,SNORA23
C17orf99,C16H17orf99
U4,U4
NOD2,NOD2
GKAP1,GKAP1
HACD3,HACD3
SLC30A6,SLC30A6
GPR55,GPR55
SARS1,SARS1
MDH1,MDH1
NIM1K,NIM1K
PTPRK,PTPRK
MIS18A,MIS18A
U6,U6
SNORD51,SNORD51
AMTN,AMTN
CSTL1,CSTL1
TINAG,TINAG
GCC2,GCC2
ARHGEF10,ARHGEF10
OR5B2,OR5B2
HSPA4L,HSPA4L
OSBPL9,OSBPL9
Y_RNA,Y_RNA
DNAI7,DNAI7
KLHL25,KLHL25
Y_RNA,Y_RNA
CDK5R1,CDK5R1
PI4K2B,PI4K2B
ggo-mir-140,mml-mir-140
TTK,TTK
Metazoa_SRP,Metazoa_SRP
RNU6ATAC,RNU6ATAC
HCST,HCST
Y_RNA,Y_RNA
SYT7,SYT7
SNORA40C,SNORA40C
SNX5,SNX5
U6,U6
SNORD105,SNORD105
FZD3,FZD3
OR2F1,OR2F1
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
SAXO3,SAXO3
ALS2,ALS2
COG2,COG2
PSMG1,PSMG1
METTL25,METTL25
NFE2L2,NFE2L2
WARS1,WARS1
KRBOX4,KRBOX4
ANKRD33,ANKRD33
ANO5,ANO5
FBXO8,FBXO8
GNPDA1,GNPDA1
GARNL3,GARNL3
TAF10,TAF10
MIRLET7A3,MIRLET7A3
U6,U6
Y_RNA,Y_RNA
CANT1,CANT1
MIR523,mml-mir-523a
TCF21,TCF21
CALHM2,CALHM2
RIGI,RIGI
GXYLT2,GXYLT2
Y_RNA,Y_RNA
Y_RNA,Y_RNA
ZSCAN10,ZSCAN10
TIAM1,TIAM1
CD300A,CD300A
Metazoa_SRP,Metazoa_SRP
TAAR5,TAAR5
MRPL42,MRPL42
MBLAC1,MBLAC1
U6,U6
GBF1,GBF1
U6,U6
U6,U6
ZHX1,ZHX1
SNORD35A,SNORD35A
PDCD2,PDCD2
MIR1204,MIR1204
OR1A1,OR1A1
OVCH1,OVCH1
PRR32,PRR32
CPA1,CPA1
BACH1,BACH1
PRSS53,PRSS53
CDYL2,CDYL2
MAGEB5,MAGEB5
C6orf163,C4H6orf163
CCDC127,CCDC127
DHRS7C,DHRS7C
Y_RNA,Y_RNA
GDF2,GDF2
MIR208A,mml-mir-208a
SLC7A11,SLC7A11
CIDEB,CIDEB
U6,U6
FGFR3,FGFR3
ALG5,ALG5
U6,U6
RABEP2,RABEP2
SHOX,SHOX
ZNF664,ZNF664
SRSF6,SRSF6
RNF24,RNF24
Y_RNA,Y_RNA
MOB1A,MOBKL1B
SNF8,SNF8
MON2,MON2
OSBP2,OSBP2
CTPS2,CTPS2
DAND5,DAND5
RBM33,RBM33
KRT77,KRT77
PERP,PERP
PLEKHF1,PLEKHF1
RAB3GAP2,RAB3GAP2
JUP,JUP
DDX43,DDX43
Y_RNA,Y_RNA
PRMT2,PRMT2
U6,U6
DENND2B,DENND2B
UBR5,UBR5
NDUFAF1,NDUFAF1
NOTCH3,NOTCH3
KNL1,KNL1
OR52A5,OR52A5
Metazoa_SRP,Metazoa_SRP
ARSB,ARSB
Y_RNA,Y_RNA
EFCAB10,EFCAB10
KCNG4,KCNG4
TUSC1,TUSC1
U6,U6
TADA1,TADA1
NR1I2,NR1I2
HELLS,HELLS
NOX1,NOX1
HTR2A,HTR2A
RHOG,RHOG
GFRA3,GFRA3
PCARE,PCARE
FOXR1,FOXR1
FGF7,FGF7
KAT2B,KAT2B
SGO1,SGO1
Y_RNA,Y_RNA
MIR653,mml-mir-653
ASH2L,ASH2L
SNORD4A,SNORD4A
SKI,SKI
LRG1,LRG1
CPLANE1,CPLANE1
TBX10,TBX10
CLDN3,CLDN3
DLC1,DLC1
ZFP42,ZFP42
NDUFS6,NDUFS6
SRCAP,SRCAP
U6,U6
Y_RNA,Y_RNA
OR2B3,OR2B3
TFF3,TFF3
Y_RNA,Y_RNA
MIR20B,mml-mir-20b
Metazoa_SRP,Metazoa_SRP
TAS2R7,TAS2R7
DDX59,DDX59
MAN1A1,MAN1A1
Y_RNA,Y_RNA
IL36A,IL36A
GPRC5C,GPRC5C
REXO5,REXO5
TNFSF10,TNFSF10
DESI1,DESI1
U6,U6
SPATA33,SPATA33
CAPRIN1,CAPRIN1
ARSD,ARSD
TENT5B,TENT5B
CAPN1,CAPN1
SLC10A3,UBL4A
RPL22L1,RPL22L1
ARL15,ARL15
BTBD19,BTBD19
LIMS2,LIMS2
NLRP14,NLRP14
TRIM21,TRIM21
U6,U6
FUT5,FUT5
MSLN,MSLN
TIMM17A,TIMM17A
ACVRL1,ACVRL1
MX1,MX1
TPX2,TPX2
ARHGAP1,ARHGAP1
CCRL2,CCRL2
RPE65,RPE65
CATSPER4,CATSPER4
SULT1C2,SULT1C2
ZBED1,ZBED1
CCDC103,CCDC103
U6,U6
SNORA40B,SNORA40B
U6,U6
FN3KRP,FN3KRP
Y_RNA,Y_RNA
MIR197,MIR197
RAG2,RAG2
IRX3,IRX3
Y_RNA,Y_RNA
TMEM232,TMEM232
UBASH3B,UBASH3B
RNF144B,RNF144B
SHANK3,SHANK3
TNRC6A,TNRC6A
OGDHL,OGDHL
DRC7,DRC7
ANKRD54,ANKRD54
ABHD6,ABHD6
GLB1,GLB1
Y_RNA,Y_RNA
SMARCB1,SMARCB1
Metazoa_SRP,Metazoa_SRP
MIR939,mml-mir-939
SHMT1,SHMT1
RPS27A,RPS27A
ADAT2,ADAT2
U6,U6
AFG3L2,AFG3L2
NAA11,NAA11
SPIRE1,SPIRE1
CLDN4,CLDN4
TMPRSS5,TMPRSS5
Y_RNA,Y_RNA
IPO4,IPO4
CHEK2,CHEK2
MASTL,MASTL
Y_RNA,Y_RNA
CLSPN,CLSPN
SNAP25,SNAP25
U6,U6
UBA6,UBA6
CARTPT,CARTPT
Metazoa_SRP,Metazoa_SRP
RGS14,RGS14
DCTN2,DCTN2
ASAP1,ASAP1
GRM8,GRM8
SLC46A2,SLC46A2
RUBCNL,RUBCNL
Y_RNA,Y_RNA
H2AJ,H2AJ
MYLK,MYLK
GAPVD1,GAPVD1
LDLRAD4,LDLRAD4
BNC2,BNC2
ACAP2,ACAP2
CKMT2,CKMT2
MITF,MITF
U6,U6
OR2D3,OR2D3
CYP27A1,CYP27A1
GPHN,GPHN
ggo-mir-221,mml-mir-221
Metazoa_SRP,Metazoa_SRP
MED30,MED30
NKD2,NKD2
AASDH,AASDH
PARPBP,PARPBP
PHTF1,PHTF1
TBXA2R,TBXA2R
OR2J2,OR2J2
AQP10,AQP10
SNORD83,SNORD83
Metazoa_SRP,Metazoa_SRP
U6,U6
SLC49A4,SLC49A4
MIRLET7F2,mml-let-7f-2
ggo-mir-141,mml-mir-141
Y_RNA,Y_RNA
ZNF408,ZNF408
U6,U6
Y_RNA,Y_RNA
TCF24,TCF24
STAT6,STAT6
MIR652,mml-mir-652
MLANA,MLANA
NPY5R,NPY5R
Metazoa_SRP,Metazoa_SRP
SLC39A14,SLC39A14
SNORA70,SNORA70
5S_rRNA,5S_rRNA
SNORA40,SNORA40
ECI2,ECI2
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
SNRK,SNRK
ARFGAP3,ARFGAP3
TNFSF11,TNFSF11
Y_RNA,Y_RNA
TIAM2,TIAM2
NGFR,NGFR
U6,U6
AK7,AK7
PJVK,PJVK
HAPLN4,HAPLN4
AFP,AFP
Metazoa_SRP,Metazoa_SRP
HMX2,HMX2
BMP3,BMP3
REN,REN
PRLHR,PRLHR
U1,U1
DCLK3,DCLK3
PREB,PREB
Y_RNA,Y_RNA
SNORA70,SNORA70
KLHL9,KLHL9
SLC35E1,SLC35E1
U6,U6
U6,U6
NCBP2,NCBP2
ORC4,ORC4
Metazoa_SRP,Metazoa_SRP
OR2AG1,OR2AG2
MFGE8,MFGE8
DDX39A,DDX39A
DSC3,DSC3
Y_RNA,Y_RNA
OPCML,OPCML
TXLNB,TXLNB
MRAP,MRAP
CD53,CD53
Y_RNA,Y_RNA
SNORA70,SNORA70
SNORA5C,SNORA5C
PYDC2,PYDC2
Metazoa_SRP,Metazoa_SRP
OR2C3,OR2C3
Metazoa_SRP,Metazoa_SRP
NDUFB10,NDUFB10
CDA,CDA
NTF3,NTF3
WFDC13,WFDC13
FUT2,FUT2
SLC22A23,SLC22A23
SNORA5B,SNORA5B
SCN3A,SCN3A
OTULINL,OTULINL
U6,U6
TMEM176B,TMEM176B
TRAIP,TRAIP
PGR,PGR
PI4KA,PI4KA
Metazoa_SRP,Metazoa_SRP
SNORA70,SNORA70
FLVCR2,FLVCR2
KIRREL3,KIRREL3
Metazoa_SRP,Metazoa_SRP
CNP,CNP
STX1A,STX1A
ACOT12,ACOT12
SNORA5A,SNORA5A
GC,GC
Y_RNA,Y_RNA
U6,U6
PSD4,PSD4
TCEAL5,TCEAL5
CDK14,CDK14
U6,U6
LCT,LCT
Y_RNA,Y_RNA
TMEM127,TMEM127
OXR1,OXR1
APOL5,APOL5
SNORA70,SNORA70
USH1G,USH1G
Y_RNA,Y_RNA
PCNT,PCNT
COL28A1,COL28A1
GFAP,GFAP
USP3,USP3
SMAD6,SMAD6
SLC41A2,SLC41A2
USP8,USP8
SLC35F5,SLC35F5
U6,U6
AARS,AARS1
CEP57,CEP57
PRPF38A,PRPF38A
TKTL2,TKTL2
EPRS1,EPRS1
Metazoa_SRP,Metazoa_SRP
SLITRK6,SLITRK6
RAB3B,RAB3B
TGM4,TGM4
STC2,STC2
Metazoa_SRP,Metazoa_SRP
SNORA70,SNORA70
ISOC2,ISOC2
SP6,SP6
MYPOP,MYPOP
LIPI,LIPI
TSPAN32,TSPAN32
Y_RNA,Y_RNA
ART4,ART4
MB,MB
Y_RNA,Y_RNA
FAH,FAH
DIP2C,DIP2C
GPX7,GPX7
Metazoa_SRP,Metazoa_SRP
N6AMT1,N6AMT1
C10orf120,C9H10orf120
SNORA70,SNORA70
U6,U6
U6,U6
CAGE1,CAGE1
SMIM19,SMIM19
B3GNT8,B3GNT8
C3orf80,C2H3orf80
SNORD11,SNORD11
HIPK4,HIPK4
Metazoa_SRP,Metazoa_SRP
BAD,BAD
Metazoa_SRP,Metazoa_SRP
RAD23B,RAD23B
TMEM275,TMEM275
Y_RNA,Y_RNA
C19orf67,C19H19orf67
DEPDC5,YWHAH
TOP3B,TOP3B
U6,U6
5S_rRNA,5S_rRNA
ggo-mir-34a,mml-mir-34a
CRYAB,CRYAB
NTRK1,NTRK1
SNORA70,SNORA70
PACRG,PACRG
BRD2,BRD2
RAB31,RAB31
MIR34C,mml-mir-34c
NAT2,NAT2
PPP1R1B,PPP1R1B
SH2D1A,SH2D1A
FAM184B,FAM184B
PTPRA,PTPRA
ARHGAP42,ARHGAP42
SNORD27,SNORD27
MIR124-1,mml-mir-124a-2
MIR519B,mml-mir-519a
U6,U6
SCAMP2,SCAMP2
APBB2,APBB2
Y_RNA,Y_RNA
LRRC73,LRRC73
CFAP119,CFAP119
MTMR12,MTMR12
Metazoa_SRP,Metazoa_SRP
SNORD101,SNORD101
OSBPL10,OSBPL10
Y_RNA,Y_RNA
SNORA13,SNORA13
U6,U6
DCAF12L2,DCAF12L2
IPCEF1,IPCEF1
SNORA70,SNORA70
CHAC2,CHAC2
IL17RE,IL17RE
Metazoa_SRP,Metazoa_SRP
FOXL2NB,FOXL2NB
KIAA1210,KIAA1210
S1PR3,S1PR3
MPHOSPH8,MPHOSPH8
ATP8B1,ATP8B1
OR2A25,OR2A25
EMILIN3,EMILIN3
LPCAT1,LPCAT1
CCL13,CCL13
TMUB2,TMUB2
NCAM2,NCAM2
DHCR24,DHCR24
ERLEC1,ERLEC1
TROAP,TROAP
DENR,DENR
Metazoa_SRP,Metazoa_SRP
CH25H,CH25H
EIF2B2,EIF2B2
CPAMD8,CPAMD8
CHRNA10,CHRNA10
ABCA4,ABCA4
CCDC85A,CCDC85A
U6,U6
Metazoa_SRP,Metazoa_SRP
