Gene name,Pig gene name
Nmral1,NMRAL1
Atg2b,ATG2B
Dll1,DLL1
Gm25453,U6
Neto1,NETO1
Scamp2,SCAMP2
Hmox2,HMOX2
Cbln2,CBLN2
Insig2,INSIG2
Gm55139,U6
Dkk2,DKK2
Socs6,SOCS6
Fam76b,FAM76B
Cenpn,CENPN
Ufm1,UFM1
Fam120b,FAM120B
Rttn,RTTN
Cdip1,CDIP1
Gskip,GSKIP
Ak7,AK7
Gimd1,GIMD1
Psmb1,PSMB1
Tnpo2,TNPO2
Aimp1,AIMP1
Cpvl,CPVL
Mfsd6,MFSD6
Pgk2,PGK2
Ulk3,ULK3
Ltbp1,LTBP1
Slc48a1,SLC48A1
Fut8,FUT8
Mir330,MIR330
Gpr4,GPR4
Mrpl46,MRPL46
Trpc4,TRPC4
Oxr1,OXR1
Opa3,OPA3
Il6st,IL6ST
Mrps11,MRPS11
Mdfic2,MDFIC2
Bmx,BMX
Foxm1,FOXM1
Mgrn1,MGRN1
Cnih3,CNIH3
Cd226,CD226
Cplx3,CPLX3
Vasp,VASP
Ndufa4l2,NDUFA4L2
Ccdc196,CCDC196
Gphn,GPHN
Fam13c,FAM13C
Det1,DET1
Resf1,RESF1
Inpp1,INPP1
Mamld1,MAMLD1
Lman1l,LMAN1L
Ubxn11,UBXN11
Foxb2,FOXB2
Ppm1n,PPM1N
Gm25506,SNORD41
Fbxw9,FBXW9
Hibch,HIBCH
Tbck,TBCK
Mir7-2,ssc-mir-7-1
Prpf31,PRPF31
Pir,PIR
Minar1,MINAR1
Dok6,DOK6
Garin2,GARIN2
Bloc1s5,BLOC1S5
Tmed3,TMED3
Tex52,TEX52
Ankrd34c,ANKRD34C
Rasgrf1,RASGRF1
Dhps,DHPS
Ccdc93,CCDC93
Tmx3,TMX3
Shmt2,SHMT2
Vegfd,VEGFD
Dguok,DGUOK
Pals1,PALS1
Eef1e1,EEF1E1
Pak3,PAK3
Gcnt1,GCNT1
Palld,PALLD
Mef2c,MEF2C
Rfk,RFK
Gm54984,U6
Rhbdf2,RHBDF2
Atp6v1d,ATP6V1D
Sh3bgrl3,SH3BGRL3
Necab3,NECAB3
Npnt,NPNT
Pcsk5,PCSK5
Nxph4,NXPH4
Nfib,NFIB
Phyhipl,PHYHIPL
Rbbp8,RBBP8
St7,ST7
Eif2s1,EIF2S1
Tmem41b,TMEM41B
Csk,CSK
Plek2,PLEK2
Alkbh5,ALKBH5
Nudt16l1,NUDT16L1
Slc35f1,SLC35F1
1700019D03Rik,C2orf88
Gm55397,U6
Papola,PAPOLA
Ssb,SSB
Cep85l,CEP85L
2510009E07Rik,C3orf70
St6galnac2,ST6GALNAC2
Ehhadh,EHHADH
Mstn,MSTN
Gm55001,U6
Pln,PLN
Map3k13,MAP3K13
Ddx18,DDX18
St6galnac1,ST6GALNAC1
Cables1,CABLES1
Llgl1,LLGL1
Phf1,PHF1
Rtn2,RTN2
Ostf1,OSTF1
Gm26159,U6
Tmem114,TMEM114
Tmem241,TMEM241
Mettl22,METTL22
Cnnm2,CNNM2
Cab39,CAB39
Actl10,ACTL10
Prkcq,PRKCQ
Aen,AEN
Gm24666,U2
Etv5,ETV5
Pan3,PAN3
Wdr83,WDR83
Ctsh,CTSH
Itm2c,ITM2C
Nmrk1,NMRK1
Notch2,NOTCH2
Rasgrp3,RASGRP3
Gpr55,GPR55
Cep85,CEP85
Dpp10,DPP10
Ipo7,IPO7
Wdr83os,WDR83OS
Mettl5,METTL5
Abat,ABAT
Carnmt1,CARNMT1
Man2b1,MAN2B1
E2f1,E2F1
Gm23196,U6
D030056L22Rik,C9orf40
Postn,POSTN
Trpm6,TRPM6
Jmjd6,JMJD6
Morf4l1,MORF4L1
Cuta,CUTA
Fosb,FOSB
Stat6,STAT6
Riok3,RIOK3
Piga,PIGA
Mettl23,METTL23
Zfp106,ZNF106
Cnot3,CNOT3
Bicc1,BICC1
Abra,ABRA
Slit3,SLIT3
Rorb,RORB
Angpt1,ANGPT1
Ddx60,DDX60
Rspo2,RSPO2
Leng1,LENG1
Flii,FLII
Catsper4,CATSPER4
Rmc1,RMC1
Eif3e,EIF3E
Isg20,ISG20
Tmem186,TMEM186
Ube2w,UBE2W
Myo3b,MYO3B
Emc2,EMC2
Dgkg,DGKG
Dgkq,DGKQ
Cnksr1,CNKSR1
Tmem74,TMEM74
Fbxl19,FBXL19
Nt5c2,NT5C2
Plekhh1,PLEKHH1
Trhr,TRHR
Tecta,TECTA
Anxa10,ANXA10
Fam98a,FAM98A
Hdac7,HDAC7
Mcm9,MCM9
Zfp593,ZNF593
Mir218-2,ssc-mir-218b
Pank3,PANK3
Npc1,NPC1
Zfp593os,ZNF593OS
Itch,ITCH
Ankrd29,ANKRD29
Mir103-1,ssc-mir-103-1
Mief2,MIEF2
Cmip,CMIP
Stk17b,STK17B
Crisp2,CRISP2
Gm30191,C1orf232
Fam110d,FAM110D
Pigh,PIGH
Fbll1,FBLL1
Orai3,ORAI3
Rars1,RARS1
Pdik1l,PDIK1L
Arid3b,ARID3B
Arg2,ARG2
Nab2,NAB2
Acan,ACAN
Lama3,LAMA3
Clock,CLOCK
Actr3,ACTR3
Vti1b,VTI1B
Wwc1,WWC1
Crygs,CRYGS
Trim63,TRIM63
Carhsp1,CARHSP1
Ercc1,ERCC1
Gstcd,GSTCD
Asf1a,ASF1A
Tbccd1,TBCCD1
Prdm9,PRDM7
Ttc39b,TTC39B
Ina,INA
Rdh11,RDH11
Nemp1,NEMP1
Pcgf6,PCGF6
Tbcel,TBCEL
Mfsd11,MFSD11
Taf5,TAF5
Polr1g,POLR1G
Vps35,VPS35
Capn6,CAPN6
Atp5mk,ATP5MK
Rdh12,RDH12
Hapln3,HAPLN3
Pdcd11,PDCD11
Ints12,INTS12
Dnajb11,DNAJB11
Crim1,CRIM1
Fam184a,FAM184A
Ppp1r13l,PPP1R13L
Vrk1,VRK1
Glmp,GLMP
Map1lc3a,MAP1LC3A
Eloc,ELOC
Rbm3,RBM3
Glt8d1,GLT8D1
Actg2,ACTG2
Pigu,PIGU
Pdcl2,PDCL2
Usp7,USP7
Ttc39c,TTC39C
Tmc4,TMC4
Tmem79,TMEM79
Grik4,GRIK4
Mmut,MMUT
Tenm2,TENM2
Plcg2,PLCG2
Snapc3,SNAPC3
Flt1,FLT1
Ppa2,PPA2
Calhm2,CALHM2
Slc35f5,SLC35F5
Myo1a,MYO1A
Calhm1,CALHM1
Trp53inp2,TP53INP2
Calhm3,CALHM3
Nrip2,NRIP2
Anxa1,ANXA1
Ptchd4,PTCHD4
Opn5,OPN5
Sdr42e1,SDR42E1
Cabyr,CABYR
Ubl7,UBL7
Synpr,SYNPR
Chd1,CHD1
Tlk1,TLK1
Mgat5b,MGAT5B
Orc6,ORC6
Tmem70,TMEM70
Tfam,TFAM
Zfp143,ZNF143
Gpr39,GPR39
Smg5,SMG5
Ly96,LY96
Wnt2,WNT2
Sntn,SNTN
Stambp,STAMBP
Gnl3,GNL3
Psip1,PSIP1
Gm22336,U6
Hsd17b2,HSD17B2
Lypd1,LYPD1
Top3a,TOP3A
Jph1,JPH1
Spock3,SPOCK3
Gdap1,GDAP1
Il31ra,IL31RA
Bicd1,BICD1
Pomp,POMP
Tac2,TAC3
Sema7a,SEMA7A
Hao2,HAO2
Neurl1a,NEURL1
Fez2,FEZ2
Hecw2,HECW2
Idua,IDUA
Osbpl1a,OSBPL1A
Zbtb39,ZBTB39
Ahsg,AHSG
Gpr182,GPR182
Snord69,SNORD69
Snord19,SNORD19
Tmem260,TMEM260
Ube2d1,UBE2D1
Paqr6,PAQR6
Adamts7,ADAMTS7
Tasl,TASL
Asb11,ASB11
Zfyve26,ZFYVE26
Cdh13,CDH13
Hapstr1,HAPSTR1
Man1a,MAN1A1
Maco1,MACO1
Wee1,WEE1
Fetub,FETUB
Nr0b1,NR0B1
Smcr8,SMCR8
Asb9,ASB9
Clec4f,CLEC4F
Rgmb,RGMB
Swap70,SWAP70
Mat2b,MAT2B
Tmc1,TMC1
Vdr,VDR
Cd207,CD207
Mylk3,MYLK3
Adgrf4,ADGRF4
Mettl8,METTL8
Ccdc171,CCDC171
Tbc1d25,TBC1D25
Slc46a3,SLC46A3
Mboat7,MBOAT7
Asz1,ASZ1
Tmem161b,TMEM161B
Sh3pxd2a,SH3PXD2A
Gm25829,U6
Crispld1,CRISPLD1
Slc26a1,SLC26A1
Gm26177,U6
Sec14l1,SEC14L1
Elapor2,ELAPOR2
Mfge8,MFGE8
Il1rapl1,IL1RAPL1
Wars2,WARS2
Hrg,HRG
Vit,VIT
Sdr9c7,SDR9C7
Vax2,VAX2
Rad51b,RAD51B
Rhd,RHCE
Atf7ip2,ATF7IP2
Itfg2,ITFG2
Slc35b3,SLC35B3
Ipmk,IPMK
Ccdc150,CCDC150
Ebp,EBP
Kcnv1,KCNV1
Zfand5,ZFAND5
Tmem50a,TMEM50A
Tll1,TLL1
Gm26063,U6
Otx2,OTX2
Bcl11b,BCL11B
Col2a1,COL2A1
Stn1,STN1
Rsrp1,RSRP1
Dcaf5,DCAF5
Hsd17b6,HSD17B6
Dcaf17,DCAF17
Hmmr,HMMR
4921524J17Rik,C16orf87
Dcx,DCX
Lix1,LIX1
Crisp4,CRISP1
Exd2,EXD2
Cpe,CPE
Tacr3,TACR3
Fkbp4,FKBP4
Syf2,SYF2
Slk,SLK
Tbc1d32,TBC1D32
Cyp11a1,CYP11A1
Cd2ap,CD2AP
Galnt16,GALNT16
Slc25a44,SLC25A44
Defb18,DEFB113
Gtf3c3,GTF3C3
Gpt2,GPT2
Runx3,RUNX3
Hsd3b7,HSD3B7
Tbc1d2b,TBC1D2B
Atp6v1b1,ATP6V1B1
Nudcd2,NUDCD2
Spag17,SPAG17
Shmt1,SHMT1
Clic4,CLIC4
Gm34066,C2orf66
Nckap5,NCKAP5
Arhgef12,ARHGEF12
Msmo1,MSMO1
Bnc2,BNC2
Ccnh,CCNH
Exoc5,EXOC5
Ankrd53,ANKRD53
Dnaja2,DNAJA2
Tnfrsf21,TNFRSF21
Tex261,TEX261
Gm24285,U6
Klhl2,KLHL2
Strn,STRN
Zwint,ZWINT
Chn2,CHN2
Cenpe,CENPE
Sertm2,SERTM2
Abhd2,ABHD2
Cemip2,CEMIP2
Slc39a9,SLC39A9
Ap5m1,AP5M1
Emp2,EMP2
Neto2,NETO2
Ddx4,DDX4
Fgfrl1,FGFRL1
Glra2,GLRA2
Ccng1,CCNG1
Cybrd1,CYBRD1
Gm55060,U6
Tlcd5,TLCD5
Adgrf1,ADGRF1
Stx1b,STX1B
Tekt5,TEKT5
Plekhd1,PLEKHD1
Eif6,EIF6
Cntln,CNTLN
Mtm1,MTM1
Zic1,ZIC1
Hsf2,HSF2
Nubp1,NUBP1
Tsen34,TSEN34
Grm3,GRM3
Ccdc177,CCDC177
Syngap1,SYNGAP1
Susd6,SUSD6
Dhrs7b,DHRS7B
Itga8,ITGA8
Pou2f3,POU2F3
Itfg1,ITFG1
Naa30,NAA30
Wdr3,WDR3
Col17a1,COL17A1
Defb41,DEFB110
Gm23298,U6
Srsf5,SRSF5
Tvp23a,TVP23A
Tmem11,TMEM11
Ccdc198,CCDC198
Tfap2d,TFAP2D
Tmem192,TMEM192
Natd1,NATD1
Pgap1,PGAP1
Rgs12,RGS12
Plch2,PLCH2
Septin9,SEPTIN9
Slc38a9,SLC38A9
Oaf,OAF
Stx4a,STX4
Slc35f4,SLC35F4
Zic4,ZIC4
Bdh2,BDH2
Serinc1,SERINC1
Mgat5,MGAT5
Marchf1,MARCHF1
Stmn3,STMN3
Plpp1,PLPP1
Armh4,ARMH4
Gm26101,U6
Trim29,TRIM29
Rps9,RPS9
Slc9b2,SLC9B2
Mindy3,MINDY3
Rasa1,RASA1
Snord59a,SNORD59A
Alx1,ALX1
Tfap2b,TFAP2B
Csmd3,CSMD3
Nectin1,NECTIN1
Ciita,CIITA
Ccna1,CCNA1
Zfp668,ZNF668
Prr15,PRR15
Nagk,NAGK
Map2k3,MAP2K3
Pkib,PKIB
Cysltr2,CYSLTR2
Ccdc33,CCDC33
Tma16,TMA16
Prss53,PRSS53
Tmem163,TMEM163
Sfr1,SFR1
Cfap43,CFAP43
Tktl2,TKTL2
Slc9b1,SLC9B1
Slc10a1,SLC10A1
Npy5r,NPY5R
Or4k2,OR4K2
Paip2b,PAIP2B
Sbf2,SBF2
Smoc1,SMOC1
Wipf3,WIPF3
Acmsd,ACMSD
Csgalnact1,CSGALNACT1
Trp53bp2,TP53BP2
Mtrex,MTREX
Cisd2,CISD2
Gabrg2,GABRG2
Scrn1,SCRN1
Gsto2,GSTO2
Gdap2,GDAP2
Nid2,NID2
Mageb18,MAGEB18
Gemin8,GEMIN8
Pkhd1,PKHD1
Fkbp14,FKBP14
Lrriq1,LRRIQ1
Zbtb9,ZBTB9
Slc8a3,SLC8A3
Adgrf5,ADGRF5
Cftr,CFTR
Dhx29,DHX29
Pola1,POLA1
Gm23326,U6
Pter,PTER
Fabp7,FABP7
Smpdl3a,SMPDL3A
Itprip,ITPRIP
Smco4,SMCO4
Cfap58,CFAP58
Tent5c,TENT5C
Evl,EVL
Dipk2a,DIPK2A
Rtraf,RTRAF
Slc6a15,SLC6A15
Ccno,CCNO
C1ql3,C1QL3
Zfhx4,ZFHX4
Slc9a9,SLC9A9
Mtmr1,MTMR1
Mir206,ssc-mir-206
Sorcs3,SORCS3
Mir133b,ssc-mir-133b
Il17a,IL17A
Heatr5b,HEATR5B
Rsu1,RSU1
Mcidas,MCIDAS
Ccnt2,CCNT2
Edil3,EDIL3
Rcbtb2,RCBTB2
Man1a2,MAN1A2
Mtus2,MTUS2
Tnrc6c,TNRC6C
Vkorc1,VKORC1
Impact,IMPACT
Chst2,CHST2
Tmtc2,TMTC2
Deup1,DEUP1
Map1a,MAP1A
Xpnpep1,XPNPEP1
Il17f,IL17F
Plekha8,PLEKHA8
Ankrd44,ANKRD44
Gcc2,GCC2
Dexi,DEXI
Spart,SPART
Eif3h,EIF3H
Bak1,BAK1
Hrh4,HRH4
Eif4a2,EIF4A2
Zfp423,ZNF423
Rer1,RER1
Gm22251,U6
Dync1i2,DYNC1I2
Slc36a4,SLC36A4
Zfp521,ZNF521
Cdc20b,CDC20B
Rlbp1,RLBP1
Hapln1,HAPLN1
Trpc5,TRPC5
Gpx8,GPX8
Gabra1,GABRA1
Utp23,UTP23
Gzma,GZMA
Mturn,MTURN
Mtnr1b,MTNR1B
Ss18,SS18
Cnep1r1,CNEP1R1
Rad21,RAD21
Usp2,USP2
Znrf2,ZNRF2
Cttnbp2,CTTNBP2
Gzmk,GZMK
Hgfac,HGFAC
Rtl4,RTL4
Esm1,ESM1
Lhfpl1,LHFPL1
Pex2,PEX2
Aard,AARD
Snx18,SNX18
Srrm1,SRRM1
Slc30a8,SLC30A8
Lpl,LPL
Ankrd66,ANKRD66
Porcn,PORCN
Hspb3,HSPB3
Arl15,ARL15
Gm23545,U6
Med30,MED30
Ext1,EXT1
Vtcn1,VTCN1
Mir342,ssc-mir-342
Degs2,DEGS2
Dip2c,DIP2C
Itpr3,ITPR3
Gabra6,GABRA6
Pkia,PKIA
Samd12,SAMD12
Baz2a,BAZ2A
Yy1,YY1
Ncl,NCL
Gm23648,U6
Lsm8,LSM8
Tnfrsf11b,TNFRSF11B
Adm,ADM
Colec10,COLEC10
Mal2,MAL2
Sytl2,SYTL2
Cox16,COX16
Ccn3,CCN3
Slc18a1,SLC18A1
Slc7a1,SLC7A1
Psma8,PSMA8
Add3,ADD3
Enpp2,ENPP2
Snora75,SNORA75
Gm55462,SNORD20
Snord82,SNORD82
Capn2,CAPN2
Taf4b,TAF4B
Gabrb2,GABRB2
Pla2g7,PLA2G7
Atp6v1b2,ATP6V1B2
Zc2hc1a,ZC2HC1A
Kctd1,KCTD1
Ggct,GGCT
Atp10b,ATP10B
Aqp4,AQP4
Kcnd2,KCND2
Slc25a47,SLC25A47
Gars1,GARS1
Trim45,TRIM45
Mir146,ssc-mir-146a
Uqcc2,UQCC2
Lzts1,LZTS1
Nmur1,NMUR1
Mir345,ssc-mir-345-1
Synj2bp,SYNJ2BP
Lrpap1,LRPAP1
Ip6k3,IP6K3
Map3k19,MAP3K19
Gmip,GMIP
Tspan12,TSPAN12
Tdrd6,TDRD6
Ski,SKI
Adam21,ADAM21
Gm26447,SNORA63
Gm24616,SNORA4
Rfc4,RFC4
Med6,MED6
Ark2n,ARK2N
Mcm3,MCM3
Faap20,FAAP20
Haus1,HAUS1
Sohlh2,SOHLH2
Slu7,SLU7
Lemd2,LEMD2
Adra2c,ADRA2C
Hmx1,HMX1
Atp5f1a,ATP5F1A
Cpz,CPZ
Adipoq,ADIPOQ
Il7,IL7
St6gal1,ST6GAL1
Ttc9,TTC9
Amot,AMOT
Slc25a27,SLC25A27
Trmt44,TRMT44
Map3k9,MAP3K9
Ndufs4,NDUFS4
Stmn2,STMN2
Stra6,STRA6
Fst,FST
Sema3d,SEMA3D
Gm55087,U6
Rtp1,RTP1
Masp1,MASP1
Ttf2,TTF2
Wars1,WARS1
Lpar2,LPAR2
Adamtsl1,ADAMTSL1
Cyp39a1,CYP39A1
C1qtnf2,C1QTNF2
Pbx4,PBX4
Vcan,VCAN
Ccnjl,CCNJL
Ptma,PTMA
Gm55263,U6
Fabp6,FABP6
Cd99l2,CD99L2
Crhr2,CRHR2
Paqr8,PAQR8
Lims1,LIMS1
Ttc1,TTC1
Cilp2,CILP2
Efhc1,EFHC1
Yjefn3,YJEFN3
Rcan2,RCAN2
Sema4a,SEMA4A
Adra1b,ADRA1B
Pde6d,PDE6D
Taf2,TAF2
Il12b,IL12B
Tssk6,TSSK6
Nkd1,NKD1
Lpp,LPP
Rb1,RB1
Pstpip2,PSTPIP2
Ublcp1,UBLCP1
Coq10b,COQ10B
Rbms2,RBMS2
Sema3e,SEMA3E
Rnf145,RNF145
Enpp5,ENPP5
Dscc1,DSCC1
Wdr25,WDR25
Tram2,TRAM2
Snx20,SNX20
Gatad2a,GATAD2A
Rcan3,RCAN3
Acox3,ACOX3
Ebf1,EBF1
Deptor,DEPTOR
Rab3gap1,RAB3GAP1
Begain,BEGAIN
Enpp4,ENPP4
Ftsj1,FTSJ1
Htr2a,HTR2A
Inmt,INMT
Pbrm1,PBRM1
Ppfia2,PPFIA2
Rraga,RRAGA
Clic5,CLIC5
Prkcz,PRKCZ
Mindy4,MINDY4
Naglu,NAGLU
Pcnx1,PCNX1
Mrpl13,MRPL13
Clec16a,CLEC16A
Hsd17b1,HSD17B1
Tmem14a,TMEM14A
Coasy,COASY
Cdc42ep3,CDC42EP3
Spats2,SPATS2
Ppp2r1a,PPP2R1A
Cops7b,COPS7B
Nod2,NOD2
Cd69,CD69
Clint1,CLINT1
Rasal2,RASAL2
Haus6,HAUS6
Aqp1,AQP1
Islr,ISLR
Fam90a1b,CXorf58
Ghrhr,GHRHR
Ccdc89,CCDC89
Cubn,CUBN
Chordc1,CHORDC1
Crebzf,CREBZF
Slc38a5,SLC38A5
Dusp5,DUSP5
Sh3rf3,SH3RF3
Gm24507,SCARNA18
Smc3,SMC3
Tmem126a,TMEM126A
Kcnh3,KCNH3
Ing3,ING3
Sall1,SALL1
Cyp1b1,CYP1B1
Tmem126b,TMEM126B
Tox3,TOX3
Lsm11,LSM11
Nipal3,NIPAL3
Islr2,ISLR2
Bckdk,BCKDK
Gls2,GLS2
Htra3,HTRA3
Atg10,ATG10
Nppc,NPPC
Mcrs1,MCRS1
Gm19935,CHD9NB
Thg1l,THG1L
Hspd1,HSPD1
Ank1,ANK1
Rbm20,RBM20
Mocs2,MOCS2
Dlk1,DLK1
Trdmt1,TRDMT1
Pdcd4,PDCD4
Sox30,SOX30
Runx2,RUNX2
Mlx,MLX
Mfrp,MFRP
Slc25a12,SLC25A12
Cd101,CD101
Capn12,CAPN12
Stpg1,STPG1
Acss3,ACSS3
Fam186b,FAM186B
Trpm3,TRPM3
Mrps28,MRPS28
Prpf40b,PRPF40B
Plin2,PLIN2
Ptgfrn,PTGFRN
Ampd3,AMPD3
Zranb3,ZRANB3
Cd2,CD2
Hat1,HAT1
Spryd4,SPRYD4
Mip,MIP
Grhl3,GRHL3
Ube2d3,UBE2D3
Septin10,SEPTIN10
Cped1,CPED1
Sh3tc1,SH3TC1
Kat8,KAT8
Ifnlr1,IFNLR1
Vim,VIM
Il22ra1,IL22RA1
Lin7a,LIN7A
Itga2,ITGA2
Myom3,MYOM3
Prss8,PRSS8
Naalad2,NAALAD2
Myf5,MYF5
Myf6,MYF6
Nipal4,NIPAL4
Rnf141,RNF141
Sipa1l1,SIPA1L1
Ptprq,PTPRQ
Psmc3ip,PSMC3IP
Dennd4c,DENND4C
Wnt16,WNT16
St8sia6,ST8SIA6
Olr1,OLR1
Mob4,MOBKL3
Itga1,ITGA1
Retreg3,RETREG3
Uspl1,USPL1
Supt3,SUPT3H
Otogl,OTOGL
Lyve1,LYVE1
Metap1d,METAP1D
Mir28a,ssc-mir-28
Tprg1,TPRG1
Fam3c,FAM3C
Prss36,PRSS36
Txndc11,TXNDC11
U2surp,U2SURP
Ssbp2,SSBP2
Dis3l2,DIS3L2
Tubg1,TUBG1
P4ha1,P4HA1
Dlx1,DLX1
Mmachc,MMACHC
Fanci,FANCI
Dlx2,DLX2
Tubg2,TUBG2
Spats1,SPATS1
Itga6,ITGA6
Acer2,ACER2
Tmem52b,TMEM52B
Fmnl3,FMNL3
Ulk2,ULK2
Aars2,AARS2
Zc3h7a,ZC3H7A
Gabarapl1,GABARAPL1
Igsf3,IGSF3
Rftn2,RFTN2
Tcte1,TCTE1
Apoo,APOO
Srsf7,SRSF7
Cyfip2,CYFIP2
Manba,MANBA
Foxp1,FOXP1
Cul2,CUL2
Mars2,MARS2
Mir431,MIR431
Mir127,MIR127
Ppp1r12a,PPP1R12A
Pelo,PELO
Srsf10,SRSF10
Acot12,ACOT12
Mir370,ssc-mir-370
Gm55109,SNORD113-4
Gm55110,SNORD113-9
Rab10,RAB10
Kcnq5,KCNQ5
Alox5ap,ALOX5AP
Kif3c,KIF3C
Actn4,ACTN4
Isl1,ISL1
Atp1a1,ATP1A1
Tmem151b,TMEM151B
Pitpnm2,PITPNM2
Nfkbie,NFKBIE
Gm24595,SNORA11G
Maged1,MAGED1
Slc35b2,SLC35B2
Asxl2,ASXL2
Zcchc9,ZCCHC9
Pawr,PAWR
Rsl1d1,RSL1D1
Mab21l3,MAB21L3
Hsp90ab1,HSP90AB1
Zmynd11,ZMYND11
Slc24a2,SLC24A2
Lmna,LMNA
Zfp558,ZNF558
Ppp1r14c,PPP1R14C
Iyd,IYD
Tmbim6,TMBIM6
C1qtnf5,C1QTNF5
Trp63,TP63
Boll,BOLL
Tmsb4x,TMSB4X
Syt1,SYT1
Fndc9,FNDC9
Plekhh3,PLEKHH3
Tlr8,TLR8
Cdkl4,CDKL4
Bambi,BAMBI
Rgs6,RGS6
Tlr7,TLR7
Pdk1,PDK1
Paqr9,PAQR9
Jcad,JCAD
Pcolce2,PCOLCE2
Pnrc2,PNRC2
Svil,SVIL
Ilrun,ILRUN
Prps2,PRPS2
Plcl1,PLCL1
Irag1,IRAG1
Cnr2,CNR2
Dynlt3,DYNLT3
Fuca1,FUCA1
R3hdm1,R3HDM1
Nav3,NAV3
Pml,PML
Tesk2,TESK2
Sytl5,SYTL5
Cntnap1,CNTNAP1
Ppip5k1,PPIP5K1
Map4k3,MAP4K3
Slc22a15,SLC22A15
Mllt3,MLLT3
Akap10,AKAP10
Frmpd4,FRMPD4
Mex3a,MEX3A
Medag,MEDAG
Nhlh2,NHLH2
Plekhg1,PLEKHG1
Hmgcl,HMGCL
Nckap5l,NCKAP5L
Rab25,RAB25
Stoml1,STOML1
Lamtor2,LAMTOR2
Ccr10,CCR10
Mir128-1,MIR128-1
Tex26,TEX26
Ecel1,ECEL1
Lima1,LIMA1
Itk,ITK
Gale,GALE
Ctr9,CTR9
Loxl1,LOXL1
Tpd52,TPD52
Mcam,MCAM
Mphosph9,MPHOSPH9
Tmem178,TMEM178A
Thumpd2,THUMPD2
Toe1,TOE1
Tspan7,TSPAN7
Ubxn4,UBXN4
Bltp3a,BLTP3A
Mid1ip1,MID1IP1
Larp4,LARP4
Prss56,PRSS56
Trpc1,TRPC1
Sec16b,SEC16B
Uqcc5,UQCC5
Lypla2,LYPLA2
Gm26314,U6
Zc3h12b,ZC3H12B
Esd,ESD
Pkdcc,PKDCC
E2f7,E2F7
Garin3,GARIN3
Med7,MED7
Las1l,LAS1L
Polg,POLG
Anks1,ANKS1A
Gspt1,GSPT1
Pithd1,PITHD1
Havcr2,HAVCR2
Casq2,CASQ2
Dip2b,DIP2B
Tbc1d21,TBC1D21
Rxfp2,RXFP2
Mutyh,MUTYH
Tgfbi,TGFBI
Ubqln4,UBQLN4
Timeless,TIMELESS
Insyn1,INSYN1
Msn,MSN
Pls1,PLS1
Ezh1,EZH1
Tnfrsf17,TNFRSF17
Zbtb10,ZBTB10
Nt5dc2,NT5DC2
P3h2,P3H2
Ssr2,SSR2
Cldn1,CLDN1
Cd276,CD276
Zfp704,ZNF704
Cldn16,CLDN16
Brinp2,BRINP2
Hpdl,HPDL
Eloa,ELOA
Tmem207,TMEM207
Zfp317,ZNF317
Pag1,PAG1
Snx29,SNX29
Chrnd,CHRND
Focad,FOCAD
Mir223,ssc-mir-223
Vsig4,VSIG4
Lrch1,LRCH1
Cacnb2,CACNB2
Ngf,NGF
Zfp438,ZNF438
Msh3,MSH3
Mcm6,MCM6
Tcp11,TCP11
Kif5b,KIF5B
Cbl,CBL
Nfkb1,NFKB1
Mir9-3,ssc-mir-9-3
Dars1,DARS1
Map4k1,MAP4K1
Slc4a8,SLC4A8
Cpped1,CPPED1
Bcor,BCOR
Ramp2,RAMP2
Gm25384,U6
Chrng,CHRNG
Shisa9,SHISA9
Gm20379,HMGN4
Stab1,STAB1
Epc1,EPC1
Smad5,SMAD5
Il1rap,IL1RAP
Eif4e3,EIF4E3
Cxcr4,CXCR4
Mir491,MIR491
Zswim5,ZSWIM5
Gpr27,GPR27
Zar1l,ZAR1L
Thsd7b,THSD7B
Ptprz1,PTPRZ1
Eml4,EML4
Parp8,PARP8
Gm25425,U6
Ablim2,ABLIM2
Gm55761,U6
Vps25,VPS25
Rec114,REC114
Id3,ID3
Atr,ATR
Dlg2,DLG2
E2f2,E2F2
Fabp5,FABP5
Ercc4,ERCC4
Strc,STRC
Urod,UROD
Pmp2,PMP2
Mkx,MKX
Prok2,PROK2
Myh9,MYH9
Fabp9,FABP9
Odad2,ODAD2
Dusp10,DUSP10
Fabp4,FABP4
Catsper2,CATSPER2
Klrk1,KLRK1
Tspan2,TSPAN2
Hlx,HLX
Gmnc,GMNC
Asap3,ASAP3
Eif4e2,EIF4E2
Nsun6,NSUN6
Mpp7,MPP7
Specc1,SPECC1
Adcyap1r1,ADCYAP1R1
Ostn,OSTN
Psen1,PSEN1
Lrrc63,LRRC63
Uts2b,UTS2B
Slc39a8,SLC39A8
Gm22107,U6
Tcea3,TCEA3
Txn2,TXN2
Mrtfb,MRTFB
Lcp1,LCP1
Foxred2,FOXRED2
Hectd3,HECTD3
Dnajc27,DNAJC27
Smim32,SMIM32
Ccdc153,DRC12
Eif3d,EIF3D
Ankrd34b,ANKRD34B
Tshb,TSHB
Mir193b,MIR193B
Mir365-1,MIR365A
Mideas,MIDEAS
Parn,PARN
Pdia3,PDIA3
Fam151b,FAM151B
Ar,AR
Emb,EMB
Ell3,ELL3
Apon,APOF
Ptgr2,PTGR2
Cacng2,CACNG2
Csrp2,CSRP2
Arl5b,ARL5B
Hcn4,HCN4
Ift27,IFT27
Zfp46,ZNF436
Impa1,IMPA1
Cpb2,CPB2
Nherf4,NHERF4
