Gene name,Mouse gene name
LNX1,Lnx1
CFAP69,Cfap69
TREM2,Trem2
PM20D1,Pm20d1
ANXA10,Anxa10
INSIG1,Insig1
CGAS,Cgas
FNDC1,Fndc1
FCHO2,Fcho2
TREML1,Treml1
NAPEPLD,Napepld
MITF,Mitf
SLC26A9,Slc26a9
EN2,En2
LTB,Ltb
DDX60,Ddx60
TNF,Tnf
OOEP,Ooep
LTA,Lta
PMPCB,Pmpcb
LSM6,Lsm6
RAB7B,Rab7b
CENPE,Cenpe
KHDC3L,Khdc3
STEAP2,Steap2
NFKBIL1,Nfkbil1
TENT5A,Tent5a
CCDC126,Ccdc126
DPPA5,Dppa5a
CTSE,Ctse
SLC10A7,Slc10a7
SCFD2,Scfd2
TMEM171,Tmem171
RBM33,Rbm33
ATP6V1G2,Atp6v1g2
RNU1-44P,Gm23330
TMEM174,Tmem174
TRA2A,Tra2a
POU4F2,Pou4f2
DNAJC2,Dnajc2
OSTM1,Ostm1
AVPR1B,Avpr1b
PAQR8,Paqr8
ZNF804B,Zfp804b
FOXD1,Foxd1
DDX39B,Ddx39b
BCKDHB,Bckdhb
MDFIC2,Mdfic2
TEX47,Tex47
RASL11B,Rasl11b
PSMC2,Psmc2
BTF3,Btf3
NR2E1,Nr2e1
NFYA,Nfya
PALLD,Palld
ADAMTS19,Adamts19
TTC29,Ttc29
MCM3,Mcm3
STEAP4,Steap4
ANKRA2,Ankra2
IGF2BP3,Igf2bp3
SNX3,Snx3
FOXP1,Foxp1
KCNQ5,Kcnq5
CDC25A,Cdc25a
MINAR2,Minar2
OARD1,Oard1
RNU6-1336P,Gm23452
SNORD84,Gm22589
UTP15,Utp15
SNORD117,Gm25128
SRI,Sri
MALSU1,Malsu1
CBR4,Cbr4
SLC26A5,Slc26a5
OTULINL,Otulinl
SRGAP2,Srgap2
IL17F,Il17f
APOBEC2,Apobec2
TTK,Ttk
EDNRA,Ednra
IL17A,Il17a
GPNMB,Gpnmb
CAMP,Camp
SH3RF1,Sh3rf1
MIR133B,Mir133b
OTULIN,Otulin
MIR206,Mir206
USP46,Usp46
HINT1,Hint1
AFG1L,Afg1l
TMEM184C,Tmem184c
LYRM7,Lyrm7
EIF4E3,Eif4e3
ANKH,Ank
NUP42,Nup42
PRMT9,Prmt9
PKHD1,Pkhd1
NME6,Nme6
GPR27,Gpr27
ARHGEF28,Arhgef28
U2,Gm25007
PROK2,Prok2
ARHGAP10,Arhgap10
SPINK8,Spink8
IKBKE,Ikbke
KLHL7,Klhl7
ADAM22,Adam22
PPM1K,Ppm1k
ELOVL4,Elovl4
SPATA18,Spata18
NEK1,Nek1
RIMS1,Rims1
TFAP2B,Tfap2b
RASSF5,Rassf5
HYCC1,Hycc1
SGCB,Sgcb
RELN,Reln
ENC1,Enc1
SH3BGRL2,Sh3bgrl2
NR3C2,Nr3c2
TFAP2D,Tfap2d
HEXB,Hexb
LCA5,Lca5
EIF2D,Eif2d
HERC6,Herc6
DEFB110,Defb41
IQCM,Iqcm
DEFB113,Defb18
PLXNB1,Plxnb1
RAPGEF6,Rapgef6
IL6,Il6
GFM2,Gfm2
CRISP1,Crisp4
DYRK3,Dyrk3
CXCL9,Cxcl9
HMGN3,Hmgn3
PGK2,Pgk2
SDAD1,Sdad1
CRISP2,Crisp2
MAPKAPK2,Mapkapk2
DCLK2,Dclk2
PHIP,Phip
LRRC66,Lrrc66
MIR30A,Mir30a
RNU6-658P,Gm25937
CCDC51,Ccdc51
MIR30C2,Mir30c-2
RAPGEF5,Rapgef5
HERC3,Herc3
NSA2,Nsa2
TMA7,Tma7
IL10,Il10
RNU6-1330P,Gm55263
TACR3,Tacr3
ATRIP,Atrip
RHAG,Rhag
FAM169A,Fam169a
ORC5,Orc5
IRAK1BP1,Irak1bp1
IL19,Il19
DBF4,Dbf4
DCUN1D4,Dcun1d4
OGFRL1,Ogfrl1
TREX1,Trex1
GCNT4,Gcnt4
LRBA,Lrba
IL20,Il20
NAAA,Naaa
C6orf141,9130008F23Rik
MEI4,Mei4
RNU6-351P,Gm26008
SLC25A40,Slc25a40
GLYATL3,Glyatl3
GPAT3,Gpat3
CDCA7L,Cdca7l
HTR1B,Htr1b
TET2,Tet2
CENPQ,Cenpq
CLCN3,Clcn3
MAB21L2,Mab21l2
ANKRD31,Ankrd31
LHFPL3,Lhfpl3
ABRAXAS1,Abraxas1
RNU6-411P,Gm23970
MMUT,Mmut
ARL14EPL,Arl14epl
IMPG1,Impg1
DNAH11,Dnah11
B3GAT2,B3gat2
RUNDC3B,Rundc3b
ARHGAP24,Arhgap24
PPA2,Ppa2
COMMD10,Commd10
PFKFB4,Pfkfb4
FNIP1,Fnip1
PTCHD4,Ptchd4
SNORD73B,Snord73b
PPEF2,Ppef2
SP4,Sp4
HPF1,Hpf1
FAM13A,Fam13a
SMAP1,Smap1
UCN2,Ucn2
KMT2E,Kmt2e
HELQ,Helq
OPN5,Opn5
ARHGEF38,Arhgef38
SP8,Sp8
MACROH2A1,Macroh2a1
MYO6,Myo6
MFAP3L,Mfap3l
SEMA6A,Sema6a
RNU1-105P,Gm22350
HPSE,Hpse
SDHAF4,Sdhaf4
INTS12,Ints12
ABCB5,Abcb5
ARSJ,Arsj
USO1,Uso1
HMGCR,Hmgcr
ADGRF4,Adgrf4
TIFAB,Tifab
NEUROG1,Neurog1
AADAT,Aadat
UGT8,Ugt8a
COQ2,Coq2
GSTCD,Gstcd
CXCL14,Cxcl14
ABCB4,Abcb4
MAPK10,Mapk10
FAM135A,Fam135a
NDST4,Ndst4
CD2AP,Cd2ap
GALNTL6,Galntl6
PLAC8,Plac8
SRPK2,Srpk2
MIR711,Mir711
SLC25A48,Slc25a48
TNFRSF21,Tnfrsf21
NPNT,Npnt
UQCRC1,Uqcrc1
TIGD2,Tigd2
COPS4,Cops4
ITGB8,Itgb8
GPRIN3,Gprin3
ADGRF1,Adgrf1
TMEM89,Tmem89
CERT1,Cert1
GALNT7,Galnt7
RNU6-119P,Gm22578
MACC1,Macc1
TRAM1L1,Tram1l1
G3BP2,G3bp2
NDST3,Ndst3
LIN54,Lin54
SNCA,Snca
SAP30,Sap30
SLC26A6,Slc26a6
POLR1F,Polr1f
SCRG1,Scrg1
CDKL2,Cdkl2
ADGRF5,Adgrf5
IL9,Il9
RNU6-1096P,Gm55125
PRSS12,Prss12
TBCK,Tbck
FERD3L,Ferd3l
HAND2,Hand2
TWIST1,Twist1
LECT2,Lect2
MMRN1,Mmrn1
CELSR3,Celsr3
MGAT4B,Mgat4b
COL9A1,Col9a1
METTL14,Mettl14
DMXL1,Dmxl1
FBXO8,Fbxo8
PTPN13,Ptpn13
AIMP1,Aimp1
CCSER1,Ccser1
TGFBI,Tgfbi
SEC31A,Sec31a
NCKIPSD,Nckipsd
SQSTM1,Sqstm1
POLK,Polk
CROT,Crot
PUS7,Pus7
SLC10A6,Slc10a6
HDAC9,Hdac9
GIMD1,Gimd1
CEP44,Cep44
RCHY1,Rchy1
C4orf36,1700016H13Rik
DKK2,Dkk2
MRNIP,Mrnip
IP6K2,Ip6k2
SMAD5,Smad5
GRID2,Grid2
SV2C,Sv2c
PARM1,Parm1
TMEM243,Tmem243
AFF1,Aff1
BTC,Btc
RINT1,Rint1
HPGD,Hpgd
SEC24D,Sec24d
AREG,Areg
ANKRD66,Ankrd66
PRKAR2A,Prkar2a
PAPSS1,Papss1
TRPC7,Trpc7
EREG,Ereg
PLA2G7,Pla2g7
SLC25A20,Slc25a20
EPGN,Epgn
EFCAB10,Efcab10
GLRA3,Glra3
COL19A1,Col19a1
IQGAP2,Iqgap2
TDRD6,Tdrd6
SETD4,Setd4
SPOCK1,Spock1
ARIH2,Arih2
SGMS2,Sgms2
KLHL8,Klhl8
ADAM29,Adam29
MTHFD2L,Mthfd2l
SMARCAD1,Smarcad1
PRPS1L1,Prps1l1
SLC25A27,Slc25a27
CYP2U1,Cyp2u1
TBC1D9B,Tbc1d9b
HSD17B13,Hsd17b13
LMBRD1,Lmbrd1
P4HTM,P4htm
ATXN7L1,Atxn7l1
SNX13,Snx13
HADH,Hadh
TMEM150C,Tmem150c
HSD17B11,Hsd17b11
SYNPO2,Synpo2
F2RL2,F2rl2
WDR6,Wdr6
F2R,F2r
KLHL3,Klhl3
HPGDS,Hpgds
CYP39A1,Cyp39a1
F2RL1,F2rl1
LEF1,Lef1
ELAPOR2,Elapor2
RNU6-701P,Gm25014
DALRD3,Dalrd3
ADGRB3,Adgrb3
CRHBP,Crhbp
NUDT9,Nudt9
HNRNPDL,Hnrnpdl
MIR874,Mir874
TNFAIP8,Tnfaip8
MIR425,Mir425
AHR,Ahr
MIR191,Gm55600
SYPL1,Sypl1
PPBP,Ppbp
MYOZ2,Myoz2
RCAN2,Rcan2
NDUFAF3,Ndufaf3
RNU6-392P,Gm55901
AGGF1,Aggf1
RCAN1,Rcan1
HNRNPD,Hnrnpd
NAMPT,Nampt
MYOT,Myot
SPARCL1,Sparcl1
AGR3,Agr3
PDLIM5,Pdlim5
ENPP5,Enpp5
SPDL1,Spdl1
ZBED3,Zbed3
AGR2,Agr2
ENPP4,Enpp4
GRM3,Grm3
SNORA47,Snora47
SMIM34,Smim34
PKD2L2,Pkd2l2
USP53,Usp53
ETNPPL,Etnppl
PIK3CG,Pik3cg
RNF130,Rnf130
CLIC5,Clic5
C21orf140,Fam243
CXCL6,Cxcl5
DMP1,Dmp1
PDE8B,Pde8b
SEMA3D,Sema3d
KCNE2,Kcne2
RASGEF1B,Rasgef1b
PRKAR2B,Prkar2b
BZW2,Bzw2
MIR340,Mir340
HSD17B4,Hsd17b4
IBSP,Ibsp
FABP2,Fabp2
MRPS6,Mrps6
RNU6-754P,Gm54543
DOCK2,Dock2
FAM13B,Fam13b
RASSF6,Rassf6
MEPE,Mepe
RUNX2,Runx2
WDR41,Wdr41
ANKMY2,Ankmy2
PDE5A,Pde5a
ATP5PO,Atp5po
SEMA3A,Sema3a
HBP1,Hbp1
BMPR1B,Bmpr1b
COL25A1,Col25a1
PRKG2,Prkg2
SOSTDC1,Sostdc1
SPP1,Spp1
OTP,Otp
INSYN2B,Insyn2b
MAPK9,Mapk9
BMP3,Bmp3
FOXI1,Foxi1
CRPPA,Crppa
UNC5C,Unc5c
SUPT3H,Supt3
WNT8A,Wnt8a
CFAP299,Cfap299
SEMA3E,Sema3e
TBCA,Tbca
LCP2,Lcp2
FGF5,Fgf5
NME5,Nme5
ITSN1,Itsn1
MEOX2,Meox2
PRDM8,Prdm8
PHF3,Phf3
PDHA2,Pdha2
AFP,Afp
AGMO,Agmo
GFPT2,Gfpt2
PRR16,Prr16
NUDT12,Nudt12
AP3B1,Ap3b1
ANTXR2,Antxr2
PCLO,Pclo
SEC24B,Sec24b
STPG2,Stpg2
TRAM2,Tram2
ALB,Alb
SORBS2,Sorbs2
SRFBP1,Srfbp1
BRD8,Brd8
PRDM5,Prdm5
KCNIP1,Kcnip1
CNOT6,Cnot6
GK2,Gk2
LOX,Lox
SPATS1,Spats1
EFNA5,Efna5
SCGB3A1,Scgb3a1
ZNF474,Zfp474
UGT2A1,Ugt2a1
DGKB,Dgkb
ZNF475,1700034E13Rik
PAQR3,Paqr3
FBXL17,Fbxl17
EFHC1,Efhc1
RAP1GDS1,Rap1gds1
FLT4,Flt4
MCUB,Mcub
SLC29A1,Slc29a1
BMP2K,Bmp2k
SCAMP1,Scamp1
SNCAIP,Sncaip
LHFPL2,Lhfpl2
FER,Fer
CRYZL1,Cryzl1
CASP6,Casp6
KIF20A,Kif20a
ARSB,Arsb
SMIM15,Smim15
ANKRD17,Ankrd17
AARS2,Aars2
NDNF,Ndnf
KCNMB1,Kcnmb1
DMGDH,Dmgdh
ANXA3,Anxa3
ZSWIM6,Zswim6
TSPAN5,Tspan5
CFI,Cfi
CDC23,Cdc23
PJA2,Pja2
OR2Y1,Or2y1d
GABRP,Gabrp
SNORD107,Snord107
TCTE1,Tcte1
GFRA3,Gfra3
SNX2,Snx2
SON,Son
TNIP3,Tnip3
SNURF,Snurf
RANBP17,Ranbp17
SNORD73A,Snord73a
GAR1,Gar1
ECHDC1,Echdc1
MGAT1,Mgat1
CNOT6L,Cnot6l
KIF2A,Kif2a
TLX3,Tlx3
RRH,Rrh
RNU6-948P,Gm23032
EIF4E,Eif4e
MAN2A1,Man2a1
CDC25C,Cdc25c
TMEM63B,Tmem63b
SNRPN,Snrpn
LRIT3,Lrit3
KIAA0408,9330159F19Rik
GART,Gart
PPIC,Ppic
ZFP62,Zfp62
CXCL13,Cxcl13
MTCL3,Mtcl3
SH3D19,Sh3d19
PRDM6,Prdm6
COX18,Cox18
C6orf58,2310057J18Rik
FGF18,Fgf18
DIMT1,Dimt1
TMPRSS11E,Tmprss11e
FAM53C,Fam53c
METAP1,Metap1
EGF,Egf
DNAJC28,Dnajc28
CCNG2,Ccng2
YTHDC1,Ythdc1
ADAMTS3,Adamts3
SMIM23,Smim23
CEP120,Cep120
THEMIS,Themis
FBXW11,Fbxw11
RNU4-64P,Gm22005
PRSS48,Prss48
KDM3B,Kdm3b
NFKBIE,Nfkbie
IFNGR2,Ifngr2
ADH4,Adh4
RNU6-1187P,Gm22287
TMPRSS11F,Tmprss11f
TLR3,Tlr3
SLC35B2,Slc35b2
FHIP1A,Fhip1a
FAM149A,Fam149a
TMPRSS11A,Tmprss11a
CCNI,Ccni
ANXA5,Anxa5
HSP90AB1,Hsp90ab1
IFNAR1,Ifnar1
NPFFR2,Npffr2
IPO11,Ipo11
GATB,Gatb
TMPRSS11D,Tmprss11d
MRPL14,Mrpl14
ADH6,Adh6b
STK10,Stk10
CYP4V2,Cyp4v3
GNRHR,Gnrhr
SNORA62,Gm54861
GC,Gc
REEP2,Reep2
TMEM232,Tmem232
FBXW7,Fbxw7
CSNK1G3,Csnk1g3
KLKB1,Klkb1
UBA6,Uba6
FAM76A,Fam76a
SEPTIN11,Septin11
VEGFA,Vegfa
EGR1,Egr1
PPARGC1B,Ppargc1b
IL10RB,Il10rb
F11,F11
PTPRK,Ptprk
STAP1,Stap1
EFCAB9,Efcab9
MIR378A,Mir378a
RNU6-1055P,Gm24202
ETF1,Etf1
MTNR1A,Mtnr1a
CENPC,Cenpc1
ELOVL6,Elovl6
UBTD2,Ubtd2
RNU6-205P,Gm23125
SLC25A46,Slc25a46
TMEM154,Tmem154
MRPS18A,Mrps18a
ENPEP,Enpep
EXOSC9,Exosc9
SH3PXD2B,Sh3pxd2b
RSPH9,Rsph9
OLIG2,Olig2
SOWAHB,Sowahb
FGR,Fgr
PDE6A,Pde6a
OR2V1,Or2v1
FAT1,Fat1
IVD,Ivd
TIGD4,Tigd4
MAD2L1BP,Mad2l1bp
ZNF608,Zfp608
RNF180,Rnf180
TSLP,Tslp
SHROOM3,Shroom3
SLC4A4,Slc4a4
PITX2,Pitx2
CHRFAM7A,Chrna7
EPCIP,Epcip
GTPBP2,Gtpbp2
ARFIP1,Arfip1
RGS7BP,Rgs7bp
TRIM7,Trim7
AHDC1,Ahdc1
FHDC1,Fhdc1
CCNA2,Ccna2
CCDC158,Ccdc158
PAXBP1,Paxbp1
FAM241A,Fam241a
WDR36,Wdr36
POLH,Polh
RNU6-294P,Gm56187
WASF2,Wasf2
EPHA5,Epha5
BAHD1,Bahd1
SHISAL2B,Shisal2b
AP1AR,Ap1ar
HSPA9,Hspa9
RNU6-1000P,Gm54772
OTUD7A,Otud7a
XPO5,Xpo5
BBS7,Bbs7
GPR3,Gpr3
STBD1,Stbd1
DUSP1,Dusp1
ADH7,Adh7
SREK1IP1,Srek1ip1
CD164L2,Cd164l2
FAM47E,Fam47e
CWC27,Cwc27
RACK1,Rack1
SLC26A2,Slc26a2
TRIM2,Trim2
CCDC32,Ccdc32
C4orf17,4930579F01Rik
GRAMD2B,Gramd2b
POLR1C,Polr1c
SNORD63B,Gm22200
ERGIC1,Ergic1
TRPC3,Trpc3
SNORD63,Gm26109
CAMK4,Camk4
TRMT10A,Trmt10a
ZFP42,Zfp42
HMGXB3,Hmgxb3
RNU6-516P,Gm23116
TRIML2,Triml2
YIPF3,Yipf3
MAP3K6,Map3k6
TRPM1,Trpm1
KLB,Klb
ADAMTS6,Adamts6
MTTP,Mttp
RPUSD2,Rpusd2
SCARB2,Scarb2
TRIM41,Trim41
SNORD96A,Snord96a
TRIML1,Triml1
LRRTM2,Lrrtm2
KNL1,Knl1
LRRC73,Lrrc73
STARD4,Stard4
MND1,Mnd1
TECRL,Tecrl
CENPK,Cenpk
ATP6V0E1,Atp6v0e
SYTL1,Sytl1
TJAP1,Tjap1
C4orf54,1110002E22Rik
NREP,Nrep
LIAS,Lias
DLK2,Dlk2
SIL1,Sil1
CSF1R,Csf1r
SYNJ1,Synj1
DAPP1,Dapp1
CREBRF,Crebrf
PPWD1,Ppwd1
TMEM222,Tmem222
LAMA2,Lama2
TMEM131L,Tmem131l
MTMR10,Mtmr10
BNIP1,Bnip1
RAD51,Rad51
DCK,Dck
LAMTOR3,Lamtor3
U6,Gm55139
NKX2-5,Nkx2-5
SNORA13,Gm54625
PHAX,Phax
TUBGCP5,Tubgcp5
SNORA74A,Snora74a
DNAJB14,Dnajb14
STC2,Stc2
TRIM23,Trim23
SPMIP10,Spmip10
WDTC1,Wdtc1
NUP54,Nup54
EPB41L4A,Epb41l4a
UGDH,Ugdh
DDIT4L,Ddit4l
FAN1,Fan1
ADGRL3,Adgrl3
GRSF1,Grsf1
LMNB1,Lmnb1
MATR3,Matr3
RMDN3,Rmdn3
PDGFRB,Pdgfrb
U6,Gm24410
CYFIP1,Cyfip1
SMIM14,Smim14
TRAPPC13,Trappc13
CCDC127,Ccdc127
MARCHF3,Marchf3
SHLD3,Shld3
PAIP2,Paip2
CPEB4,Cpeb4
UBE2K,Ube2k
SGTB,Sgtb
TLR2,Tlr2
GCHFR,Gchfr
CDX1,Cdx1
TENT5B,Tent5b
ART3,Art3
NIPA2,Nipa2
SLC23A1,Slc23a1
RUFY3,Rufy3
NLN,Nln
ARHGAP18,Arhgap18
KDF1,Kdf1
SLC6A7,Slc6a7
SFRP2,Sfrp2
MEGF10,Megf10
NIPA1,Nipa1
NUDC,Nudc
PDS5A,Pds5a
NSG2,Nsg2
NR0B2,Nr0b2
FGB,Fgb
GPATCH3,Gpatch3
APC,Apc
PDCD6,Pdcd6
TMEM33,Tmem33
MSX2,Msx2
C15orf62,Gm14137
GPN2,Gpn2
CAMK2A,Camk2a
L3MBTL3,L3mbtl3
IGFBP7,Igfbp7
CXCL10,Cxcl10
PLRG1,Plrg1
SFN,Sfn
ERBIN,Erbin
SLC30A9,Slc30a9
SAMD3,Samd3
TJP1,Tjp1
PRRC1,Prrc1
AHRR,Ahrr
ZFYVE19,Zfyve19
DRD1,Drd1
POLR2B,Polr2b
TMEM200A,Tmem200a
PIGV,Pigv
SMLR1,Smlr1
BEND4,Bend4
EXOC3,Exoc3
SFXN1,Sfxn1
CCDC192,Ccdc192
REEP5,Reep5
JCHAIN,Jchain
SHISA3,Shisa3
BLTP1,Bltp1
RNU6-520P,Gm22165
RAB27A,Rab27a
SLC9A3,Slc9a3
ARID1A,Arid1a
NOA1,Noa1
HRH2,Hrh2
UTP3,Utp3
FGG,Fgg
PIGB,Pigb
CFAP298,Cfap298
ENAM,Enam
ATP8A1,Atp8a1
CPLX2,Cplx2
CEP72,Cep72
LRAT,Lrat
REST,Rest
EPB41L2,Epb41l2
CCPG1,Ccpg1
TCOF1,Tcof1
THOC3,Thoc3
AMBN,Ambn
RBM46,Rbm46
AMTN,Amtn
OCA2,Oca2
GRXCR1,Grxcr1
SLC12A2,Slc12a2
COG5,Cog5
MIR628,Gm56102
EVA1C,Eva1c
PIERCE2,Pierce2
KCTD8,Kctd8
DCP2,Dcp2
DNAAF4,Dnaaf4
HOPX,Hopx
URB1,Urb1
GNPDA2,Gnpda2
RHOV,Rhov
RPS6KA1,Rps6ka1
GUCY1A1,Gucy1a1
CABS1,Cabs1
GABRG3,Gabrg3
VPS18,Vps18
PYGO1,Pygo1
CSN3,Csn3
SPMAP2L,Spmap2l
FDCSP,BC037156
ARL9,Arl9
ODAM,Odam
PRTG,Prtg
GABRA5,Gabra5
DLL4,Dll4
PRR27,Prr27
SRP72,Srp72
GUF1,Guf1
MRAP,Mrap
GUCY1B1,Gucy1b1
GPR22,Gpr22
MCC,Mcc
GABRB3,Gabrb3
MIS18A,Mis18a
BRD9,Brd9
CHAC1,Chac1
HUNK,Hunk
CSN2,Csn2
DUS4L,Dus4l
ASIC5,Asic5
PAICS,Paics
SIMC1,Simc1
ZFYVE28,Zfyve28
MAST4,Mast4
CD74,Cd74
AKAP7,Akap7
INO80,Ino80
TDO2,Tdo2
SOD1,Sod1
TRIP13,Trip13
DHDDS,Dhdds
FBN2,Fbn2
CTSO,Ctso
CSN1S1,Csn1s1
SLC26A4,Slc26a4
ATP10A,Atp10a
CFAP99,Cfap99
SCAF4,Scaf4
NKD2,Nkd2
NEDD4,Nedd4
KIAA1191,4833439L19Rik
LIN28A,Lin28a
PDGFC,Pdgfc
RNF4,Rnf4
ARG1,Arg1
PPAT,Ppat
SYNPO,Synpo
CBLL1,Cbll1
ARL10,Arl10
SLC27A6,Slc27a6
ENTREP2,Entrep2
EXD1,Exd1
GABRG1,Gabrg1
GLRB,Glrb
FAM193A,Fam193a
AASDH,Aasdh
ISOC1,Isoc1
SLC26A3,Slc26a3
SLC12A7,Slc12a7
FMN1,Fmn1
CRYBG2,Crybg2
GABRA2,Gabra2
MYOZ3,Myoz3
CHP1,Chp1
ZNF593,Zfp593
SULT1E1,Sult1e1
APBA2,Apba2
CD52,Cd52
UBE3A,Ube3a
CRACD,Cracd
MED23,Med23
SULT1B1,Sult1b1
YTHDC2,Ythdc2
RBM22,Rbm22
GRIA2,Gria2
TNIP2,Tnip2
OIP5,Oip5
UBXN11,Ubxn11
NUSAP1,Nusap1
NDUFAF1,Ndufaf1
DLD,Dld
CEP135,Cep135
DCTN4,Dctn4
SH3BP2,Sh3bp2
RTF1,Rtf1
RNF144B,Rnf144b
SH3BGRL3,Sh3bgrl3
ITPKA,Itpka
SLC6A19,Slc6a19
GABRA4,Gabra4
CEP85,Cep85
DEK,Dek
SLC6A18,Slc6a18
LTK,Ltk
GABRB1,Gabrb1
EXOC1,Exoc1
NR2F1,Nr2f1
CD180,Cd180
LAMB1,Lamb1
GASK1B,Gask1b
CATSPER4,Catsper4
ADD1,Add1
ARHGAP11A,Arhgap11a
RFX7,Rfx7
TNIP1,Tnip1
ENPP3,Enpp3
TMEM144,Tmem144
TERT,Tert
PIK3R1,Pik3r1
KDM1B,Kdm1b
U4,Gm22717
ZNF593OS,Zfp593os
KCNN2,Kcnn2
RPAP1,Rpap1
C1orf232,Gm30191
DROSHA,Drosha
TEX9,Tex9
ARB2A,Arb2a
COMMD8,Commd8
FAM110D,Fam110d
GREM1,Grem1
ENPP1,Enpp1
CLPTM1L,Clptm1l
PDIK1L,Pdik1l
EXOC1L,Exoc1l
TYRO3,Tyro3
ATP10D,Atp10d
RXFP1,Rxfp1
TRIM63,Trim63
CCN2,Ccn2
MNS1,Mns1
SLC6A3,Slc6a3
TRIM36,Trim36
SLC30A5,Slc30a5
SLC30A2,Slc30a2
MFSD10,Mfsd10
MGA,Mga
TPMT,Tpmt
MOXD1,Moxd1
EXTL1,Extl1
ANXA6,Anxa6
GRK4,Grk4
CORIN,Corin
PGGT1B,Pggt1b
ZNF280D,Zfp280d
KIAA0825,2210408I21Rik
PAFAH2,Pafah2
ETFDH,Etfdh
DAD1,Dad1
STX7,Stx7
CCNB1,Ccnb1
NDUFS6,Ndufs6
MAPKBP1,Mapkbp1
CCDC112,Ccdc112
CENPH,Cenph
IRX4,Irx4
STMN1,Stmn1
TAAR5,Taar5
OXA1L,Oxa1l
TAAR2,Taar2
IRX2,Irx2
TAAR1,Taar1
PAQR7,Paqr7
CCDC69,Ccdc69
AUNIP,Aunip
VNN1,Vnn1
FEM1C,Fem1c
FNIP2,Fnip2
C5orf22,6030458C11Rik
PLA2G4B,Pla2g4b
IRX1,Irx1
SLC7A7,Slc7a7
MTFR1L,Mtfr1l
GM2A,Gm2a
SLF1,Slf1
SPMIP2,Spmip2
RNU2-49P,Gm23628
CCDC125,Ccdc125
ATG12,Atg12
SELENON,Selenon
MRPL52,Mrpl52
SPTBN5,Sptbn5
SLC36A3,Slc36a3
NFXL1,Nfxl1
CDO1,Cdo1
ADAMTS16,Adamts16
MMP14,Mmp14
NRCAM,Nrcam
HTT,Htt
RYR3,Ryr3
MAN1C1,Man1c1
PDZD2,Pdzd2
SLC18B1,Slc18b1
LRP10,Lrp10
TCF12,Tcf12
KIF13A,Kif13a
AP3S1,Ap3s1
EHD4,Ehd4
RAD17,Rad17
PTPN9,Ptpn9
REM2,Rem2
CNGA1,Cnga1
LDLRAP1,Ldlrap1
PLA2G4E,Pla2g4e
SNORD101,Gm23130
SNUPN,Snupn
SNORD100,Snord100
SLC36A2,Slc36a2
LVRN,Lvrn
IMP3,Imp3
MARVELD2,Marveld2
SNX33,Snx33
PLA2G4D,Pla2g4d
CSPG4,Cspg4
MACO1,Maco1
TEC,Tec
RAPGEF2,Rapgef2
ICE1,Ice1
CIMAP1C,Cimap1c
OCLN,Ocln
SLC36A1,Slc36a1
EYA4,Eya4
PLA2G4F,Pla2g4f
ADAD1,Adad1
PRMT5,Prmt5
TMEM50A,Tmem50a
CGNL1,Cgnl1
GOLPH3,Golph3
FAT2,Fat2
MCTP1,Mctp1
NIPAL1,Nipal1
IL2,Il2
VPS39,Vps39
RNU6-838P,Gm22827
HAUS4,Haus4
IL21,Il21
PNPLA8,Pnpla8
TCF21,Tcf21
SLAIN2,Slain2
TBPL1,Tbpl1
DNAJB9,Dnajb9
MTMR12,Mtmr12
AJUBA,Ajuba
FGF2,Fgf2
SLC2A12,Slc2a12
NUDT6,Nudt6
C14orf93,4931414P19Rik
SPARC,Sparc
IMMP2L,Immp2l
NUP155,Nup155
ZAR1,Zar1
PSMB11,Psmb11
SGK1,Sgk1
ATOX1,Atox1
PSMB5,Psmb5
MYZAP,Myzap
AFG2A,Afg2a
CDH24,Cdh24
NRG4,Nrg4
ZNF106,Zfp106
G3BP1,G3bp1
LACTB,Lactb
U4,Gm55544
ALDH8A1,Aldh8a1
TMEM266,Tmem266
ZFR,Zfr
DOCK4,Dock4
RAB8B,Rab8b
GLRA1,Glra1
FAM81B,Fam81b
SERF1B,Serf1
Metazoa_SRP,Gm26461
FRYL,Fryl
NMUR2,Nmur2
ACIN1,Acin1
ETFA,Etfa
WDR70,Wdr70
CA12,Car12
BDP1,Bdp1
HBS1L,Hbs1l
ALDH1A2,Aldh1a2
SKIC3,Skic3
FSTL5,Fstl5
GANC,Ganc
SUB1,Sub1
ARG2,Arg2
ISL2,Isl2
GDNF,Gdnf
GRIA1,Gria1
ARSK,Arsk
USP3,Usp3
NPR3,Npr3
AQP9,Aqp9
EGFLAM,Egflam
RFESD,Rfesd
SCAPER,Scaper
RDH11,Rdh11
LIPC,Lipc
SPATA9,Spata9
CAPN3,Capn3
FBXL22,Fbxl22
ZNF277,Zfp277
LIFR,Lifr
RDH12,Rdh12
RHOBTB3,Rhobtb3
TARS1,Tars1
IFRD1,Ifrd1
CIROP,Cirop
OSMR,Osmr
MYB,Myb
MSANTD1,Msantd1
LSMEM1,Lsmem1
GLRX,Glrx
CEBPE,Cebpe
TMEM168,Tmem168
ADAM10,Adam10
ZFYVE26,Zfyve26
SAMTOR,Bmt2
FAM114A2,Fam114a2
RCN2,Rcn2
SLC7A8,Slc7a8
RGS12,Rgs12
GPR85,Gpr85
NUP153,Nup153
PPP1R3A,Ppp1r3a
TSPAN3,Tspan3
MFAP3,Mfap3
ADAMTS12,Adamts12
RICTOR,Rictor
