Gene name,Pig gene name
NPY2R,NPY2R
AMFR,AMFR
PTPN18,PTPN18
GLP2R,GLP2R
RNU6-420P,U6
RNU6-699P,U6
RNU6-191P,U6
DGAT1,DGAT1
SNORA24,SNORA24
RNU6-948P,U6
RNU6-1230P,U6
RNU2-66P,U2
NFXL1,NFXL1
PTCHD3,PTCHD3
OGFOD1,OGFOD1
RCVRN,RCVRN
ACBD5,ACBD5
CCDC178,CCDC178
JOSD2,JOSD2
CYB5R3,CYB5R3
MYH13,MYH13
PHTF1,PHTF1
KIAA1958,KIAA1958
NTN4,NTN4
MGAT5,MGAT5
SLC28A2,SLC28A2
CEND1,CEND1
MEIOSIN,MEIOSIN
RAX2,RAX2
SLC25A22,SLC25A22
MSANTD3,MSANTD3
TM9SF1,TM9SF1
SCRT1,SCRT1
FBXL6,FBXL6
C2orf80,C2orf80
MYH8,MYH8
KARS1,KARS1
OLFM1,OLFM1
C5orf47,C5orf47
MED26,MED26
RNU6-953P,U6
GATM,GATM
NKX2-5,NKX2-5
PIN1,PIN1
ADRA1B,ADRA1B
PTGER4,PTGER4
ADCK5,ADCK5
TSSK4,TSSK4
RAP1B,RAP1B
PAK1IP1,PAK1IP1
EFCAB10,EFCAB10
XRCC1,XRCC1
ARHGEF37,ARHGEF37
ZCCHC7,ZCCHC7
F3,F3
MYH4,MYH4
NLN,NLN
CHMP4A,CHMP4A
HNMT,HNMT
CLEC2L,CLEC2L
MAN1A2,MAN1A2
SSBP1,SSBP1
AFG2B,AFG2B
NIPAL1,NIPAL1
MDP1,MDP1
MYH1,MYH1
RHBDF1,RHBDF1
COPS8,COPS8
SLC30A4,SLC30A4
LPAR3,LPAR3
WDR18,WDR18
RASL11B,RASL11B
BLOC1S6,BLOC1S6
DRD1,DRD1
CTTNBP2NL,CTTNBP2NL
ADAD1,ADAD1
NEDD8,NEDD8
SIL1,SIL1
KATNAL2,KATNAL2
NPRL3,NPRL3
TGM1,TGM1
TSPAN2,TSPAN2
HIPK2,HIPK2
TXN2,TXN2
MC5R,MC5R
KIF11,KIF11
DHRS1,DHRS1
MBD2,MBD2
RNU6-668P,U6
SLC35A3,SLC35A3
CFAP221,CFAP221
CNOT6,CNOT6
MAK,MAK
FOXRED2,FOXRED2
SQOR,SQOR
AMTN,AMTN
POLI,POLI
TAS2R3,TAS2R3
NOP9,NOP9
TSPAN12,TSPAN12
NEURL1B,NEURL1B
HBZ,HBZ
SLC39A4,SLC39A4
HBM,HBM
ENAM,ENAM
AIFM2,AIFM2
ZFYVE16,ZFYVE16
PPA1,PPA1
UTP3,UTP3
LTB4R2,LTB4R2
RUFY3,RUFY3
NR2C2AP,NR2C2AP
BRI3,BRI3
LTB4R,LTB4R
RAPGEF4,RAPGEF4
HBQ1,HBQ1
RIPK3,RIPK3
DDX28,DDX28
GCM2,GCM2
VPS28,VPS28
PRX,PRX
C18orf54,C18orf54
NFATC3,NFATC3
ZFP57,ZFP57
USP50,USP50
WTAP,WTAP
SLC37A3,SLC37A3
MYH3,MYH3
TYSND1,TYSND1
NFATC4,NFATC4
IZUMO1,IZUMO1
NSMCE4A,NSMCE4A
EIF3D,EIF3D
TRPM7,TRPM7
FGF21,FGF21
RNU6-317P,U6
STARD6,STARD6
BCAT2,BCAT2
LDB1,LDB1
ACAT2,ACAT2
SPIRE1,SPIRE1
TCP1,TCP1
SCO1,SCO1
RNU6-891P,U6
PPRC1,PPRC1
ADPRM,ADPRM
AGL,AGL
TMEM220,TMEM220
TASL,TASL
NAALADL2,NAALADL2
SOX30,SOX30
PCYT1B,PCYT1B
GIMD1,GIMD1
SNORA52,SNORA52
PNPLA2,PNPLA2
PIRT,PIRT
NUDT6,NUDT6
SFXN1,SFXN1
BOP1,BOP1
NOLC1,NOLC1
IL2,IL2
POLA1,POLA1
MESD,MESD
DHX36,DHX36
DNAH9,DNAH9
CPED1,CPED1
RAP1GDS1,RAP1GDS1
CFAP161,CFAP161
CRACR2B,CRACR2B
C5orf52,C5orf52
SNORA20,SNORA20
SNORA29,SNORA29
MRPL18,MRPL18
SLC28A1,SLC28A1
CHSY3,CHSY3
PNLDC1,PNLDC1
C5orf46,C5orf46
SOWAHA,SOWAHA
ELOVL3,ELOVL3
CD151,CD151
SEPTIN8,SEPTIN8
RPL7L1,RPL7L1
ELF1,ELF1
PITRM1,PITRM1
DHDH,DHDH
ARX,ARX
SUN2,SUN2
LUC7L2,LUC7L2
PTCRA,PTCRA
SLC45A4,SLC45A4
MIR133A1,MIR133A1
MIR1-2,MIR1-2
MIB1,MIB1
SEPTIN10,SEPTIN10
WBP4,WBP4
GNMT,GNMT
PEX6,PEX6
PCDH9,PCDH9
MTCL1,MTCL1
USP44,USP44
GPR20,GPR20
SNORD54,SNORD54
PPP2R5D,PPP2R5D
MOS,MOS
PLAG1,PLAG1
MYO1G,MYO1G
RNU5F-3P,U5
TMEM200C,TMEM200C
GRP,GRP
FKTN,FKTN
RBM19,RBM19
ZNF792,ZNF792
RNU6-339P,U6
RNU6-796P,U6
RAX,RAX
UBE3A,UBE3A
CPLX4,CPLX4
LGI4,LGI4
TBR1,TBR1
LMAN1,LMAN1
MECOM,MECOM
CHID1,CHID1
COX18,COX18
NDRG1,NDRG1
FIGN,FIGN
CCBE1,CCBE1
MYOZ2,MYOZ2
AKR1D1,AKR1D1
MOB1B,MOB1B
ADAM23,ADAM23
SLC14A1,SLC14A1
FARSA,FARSA
MAP2K4,MAP2K4
FBXO10,FBXO10
SFTPD,SFTPD
ODAPH,ODAPH
HMGB2,HMGB2
ING3,ING3
PIWIL3,PIWIL3
CPEB4,CPEB4
LRRC10,LRRC10
TMEM254,TMEM254
AMDHD1,AMDHD1
PAH,PAH
SAP30,SAP30
MIR744,ssc-mir-744
P2RX6,P2RX6
SCRG1,SCRG1
FRMPD1,FRMPD1
ELAC2,ELAC2
RNU6-1096P,U6
HAND2,HAND2
MED28,MED28
TMEM163,TMEM163
TMEM229A,TMEM229A
RAD23A,RAD23A
FAM184B,FAM184B
BPGM,BPGM
MACROH2A2,MACROH2A2
TRMT10B,TRMT10B
AGK,AGK
NCAPG,NCAPG
MEA1,MEA1
NOPCHAP1,NOPCHAP1
RRP36,RRP36
SLC6A17,SLC6A17
NDST1,NDST1
KCNJ5,KCNJ5
SIGLEC15,SIGLEC15
SUDS3,SUDS3
NPFFR1,NPFFR1
KLC4,KLC4
RNPC3,RNPC3
GADD45GIP1,GADD45GIP1
MLLT10,MLLT10
TMEM150B,TMEM150B
RNU6-876P,U6
ESRP2,ESRP2
PSTPIP2,PSTPIP2
C11orf65,C11orf65
MYF5,MYF5
NOCT,NOCT
KATNAL1,KATNAL1
BBS10,BBS10
EXOSC3,EXOSC3
SLC16A8,SLC16A8
CRADD,CRADD
RNF130,RNF130
MGARP,MGARP
ATP5F1A,ATP5F1A
DCAF10,DCAF10
KMT5C,KMT5C
IL17RA,IL17RA
NDUFC1,NDUFC1
SNX7,SNX7
CRYAB,CRYAB
RNU6-64P,U6
PLA2G15,PLA2G15
CWC22,CWC22
CCDC60,CCDC60
TAF7L,TAF7L
SHB,SHB
SEC22B,SEC22B
PTGFRN,PTGFRN
AIF1L,AIF1L
TMEM272,TMEM272
COX6B2,COX6B2
ZNF326,ZNF326
SLBP,SLBP
IL4,IL4
HDHD5,HDHD5
METTL21EP,METTL21EP
MAP3K13,MAP3K13
MIR17,ssc-mir-17
MIR18A,ssc-mir-18a
MIR19A,ssc-mir-19a
MIR20A,MIR20A
NEK3,NEK3
HECW2,HECW2
INSIG1,INSIG1
GARIN5B,GARIN5B
TRIM45,TRIM45
C11orf52,C11orf52
IL11,IL11
RASGEF1C,RASGEF1C
LAMC3,LAMC3
HAUS1,HAUS1
LETM1,LETM1
TMEM190,TMEM190
DRAM1,DRAM1
TMEM238,TMEM238
RPL28,RPL28
ALPK3,ALPK3
CD38,CD38
TENT5C,TENT5C
ZNF81,ZNF81
SYCP1,SYCP1
SRRM4,SRRM4
MID2,MID2
SNORD62A,SNORD62
UCK1,UCK1
TRPS1,TRPS1
HS3ST3A1,HS3ST3A1
RBFOX2,RBFOX2
VEPH1,VEPH1
AVEN,AVEN
COX10,COX10
CHD8,CHD8
CHRM5,CHRM5
RNU6-1278P,U6
EPG5,EPG5
AKR1B1,AKR1B1
ZFP2,ZFP2
FAM227B,FAM227B
SLC7A6OS,SLC7A6OS
MRPL2,MRPL2
UBE2S,UBE2S
FGFBP1,FGFBP1
NKAPD1,NKAPD1
TEX11,TEX11
EPC1,EPC1
ECSCR,ECSCR
SMPD3,SMPD3
PROM1,PROM1
ISOC2,ISOC2
GREB1L,GREB1L
PIP5K1A,PIP5K1A
HS3ST3B1,HS3ST3B1
GALNT9,GALNT9
C1QTNF2,C1QTNF2
MIR23B,ssc-mir-23b
MIR27B,MIR27B
MIR3074,ssc-mir-24-2
PTK7,PTK7
AK1,AK1
PRPSAP1,PRPSAP1
GALNT10,GALNT10
PPP3CC,PPP3CC
TIMM8B,TIMM8B
NAT14,NAT14
TEX12,TEX12
DTWD1,DTWD1
SSC5D,SSC5D
BCO2,BCO2
MLYCD,MLYCD
SLC49A4,SLC49A4
TIMM23B,TIMM23B
OSGIN1,OSGIN1
TMEM213,TMEM213
CABCOCO1,CABCOCO1
ASXL3,ASXL3
CHST2,CHST2
UTP20,UTP20
SBK2,SBK2
TMEM174,TMEM174
TRIM24,TRIM24
MSANTD7,MSANTD7
SEMA5B,SEMA5B
SPHK1,SPHK1
SNORD123,SNORD123
RNU6-679P,U6
RNU6-660P,U6
ZNF579,ZNF579
SNX1,SNX1
FIZ1,FIZ1
SNORD29,SNORD29
GPR174,GPR174
ST6GALNAC4,ST6GALNAC4
RFTN2,RFTN2
SEPTIN6,SEPTIN6
RNU6-480P,U6
ZNF524,ZNF524
HSDL1,HSDL1
RNU6-299P,U6
AP3M1,AP3M1
RNU6-913P,U6
ZNF784,ZNF784
RNU6-804P,U6
ZNF580,ZNF580
RNU6-1119P,U6
GDAP2,GDAP2
SNORA13,SNORA13
RNU6-752P,U6
ZNF581,ZNF581
RNU6-701P,U6
FNTA,FNTA
HERC4,HERC4
CCDC106,CCDC106
PIP5KL1,PIP5KL1
MIR378A,ssc-mir-378-1
RNU6-260P,U6
DNAAF1,DNAAF1
LGR5,LGR5
ANKEF1,ANKEF1
MIR340,MIR340
SLC34A1,SLC34A1
KDM7A,KDM7A
UBE2O,UBE2O
LPIN2,LPIN2
TSHB,TSHB
INHBB,INHBB
WDR3,WDR3
LNPK,LNPK
ADAD2,ADAD2
DPM2,DPM2
PTS,PTS
GGT5,GGT5
MACC1,MACC1
EPN1,EPN1
OCSTAMP,OCSTAMP
SLC13A3,SLC13A3
EEIG1,EEIG1
SLC38A8,SLC38A8
PFN3,PFN3
SNX22,SNX22
GRK6,GRK6
PRCD,PRCD
SCNM1,SCNM1
PLET1,PLET1
ITGAM,ITGAM
MUC6,MUC6
ATR,ATR
NLRP9,NLRP9
CSNK1G1,CSNK1G1
PRXL2C,PRXL2C
MALT1,MALT1
FMC1,FMC1
SNORD1C,SNORD1C
SNORD1B,SNORD1B
ST6GALNAC2,ST6GALNAC2
CHCHD3,CHCHD3
MUC2,MUC2
ZNF782,ZNF782
GAMT,GAMT
ZNF385B,ZNF385B
ADA2,ADA2
ST6GALNAC1,ST6GALNAC1
ZNHIT1,ZNHIT1
SPAG17,SPAG17
DENND2A,DENND2A
RALB,RALB
SNORD8,SNORD8
RAB2B,RAB2B
GCNT7,GCNT7
HRH3,HRH3
DAZAP1,DAZAP1
MORN5,MORN5
DLGAP2,DLGAP2
ADGRD1,ADGRD1
RBM18,RBM18
RALGAPA2,RALGAPA2
MRRF,MRRF
TTF2,TTF2
SLC24A4,SLC24A4
SERPINB7,SERPINB7
GUCY1A2,GUCY1A2
RNU6-97P,U6
ARL4C,ARL4C
RHBDF2,RHBDF2
POMK,POMK
EDAR,EDAR
SVOPL,SVOPL
PRR7,PRR7
MAGI3,MAGI3
SERPINB2,SERPINB2
DDX41,DDX41
SLC37A2,SLC37A2
ERGIC3,ERGIC3
RTP1,RTP1
PHF20L1,PHF20L1
C19orf25,C19orf25
SLC33A1,SLC33A1
ICOS,ICOS
MPDZ,MPDZ
MKLN1,MKLN1
SRF,SRF
MDH1B,MDH1B
MBD3,MBD3
PSMA3,PSMA3
CUL9,CUL9
TM4SF4,TM4SF4
TAPT1,TAPT1
TLCD5,TLCD5
GHSR,GHSR
LRRC74B,LRRC74B
MXI1,MXI1
ITGAD,ITGAD
GPR149,GPR149
POLDIP3,POLDIP3
SERPINB8,SERPINB8
USP47,USP47
GABPB2,GABPB2
CLSTN2,CLSTN2
ZNF10,ZNF10
BARD1,BARD1
SEC14L1,SEC14L1
LYSMD1,LYSMD1
COX6A2,COX6A2
KLHL24,KLHL24
CD2,CD2
COPG2,COPG2
APC2,APC2
ARMC5,ARMC5
AFG2A,AFG2A
ENPP2,ENPP2
ARL1,ARL1
HMGXB3,HMGXB3
PCLAF,PCLAF
ACAA2,ACAA2
RAB5IF,RAB5IF
TGFB1I1,TGFB1I1
SPRY1,SPRY1
CSF1R,CSF1R
PI4KA,PI4KA
ARID4A,ARID4A
DNPH1,DNPH1
NOA1,NOA1
IL17RD,IL17RD
POLR2B,POLR2B
DPPA5,DPPA5
PSMC4,PSMC4
TRIP4,TRIP4
ALKBH2,ALKBH2
ELF5,ELF5
VIPR2,VIPR2
CFAP53,CFAP53
TAOK3,TAOK3
GUCA1B,GUCA1B
CXXC1,CXXC1
ABCB7,ABCB7
CRYBG1,CRYBG1
ZNF546,ZNF546
PDGFRB,PDGFRB
ADAM33,ADAM33
PAK1,PAK1
RTN4IP1,RTN4IP1
COL28A1,COL28A1
QRSL1,QRSL1
CSF1,CSF1
HIC2,HIC2
UBR1,UBR1
GTF3C6,GTF3C6
RPF2,RPF2
DNAJC13,DNAJC13
GRAP2,GRAP2
UBE2E3,UBE2E3
IGFBP7,IGFBP7
HECTD2,HECTD2
TFB1M,TFB1M
ERAP1,ERAP1
TOMM20L,TOMM20L
CLDN20,CLDN20
NOX3,NOX3
EDDM13,EDDM13
RNU6-534P,U6
LETM2,LETM2
RNU1-15P,U1
RNU6-438P,U6
GTF2H4,GTF2H4
RNU6-575P,U6
SNORA5A,SNORA5A
SNORA5C,SNORA5C
SNORA9,SNORA9
RNU2-29P,U2
ZNF583,ZNF583
SLC5A2,SLC5A2
RNU6-313P,U6
ASCL1,ASCL1
RNU6-849P,U6
USP30,USP30
NFAM1,NFAM1
TNFAIP8L2,TNFAIP8L2
RNU1-29P,U1
COL5A3,COL5A3
ZNF280B,ZNF280B
MPLKIP,MPLKIP
KIAA0586,KIAA0586
ADK,ADK
PRAME,PRAME
HBP1,HBP1
MPC2,MPC2
SLC12A5,SLC12A5
TMEM62,TMEM62
MEIOC,MEIOC
ANXA5,ANXA5
AHSP,AHSP
FIRRM,FIRRM
CCDC43,CCDC43
HGD,HGD
CPM,CPM
CDIPT,CDIPT
MYO5B,MYO5B
LRRC14B,LRRC14B
DBF4B,DBF4B
CCDC127,CCDC127
CCNDBP1,CCNDBP1
RCN1,RCN1
IFIT1,IFIT1
LY75,LY75
EXOC3,EXOC3
RNU6-1133P,U6
SLC16A12,SLC16A12
C6orf15,C6orf15
ANAPC16,ANAPC16
GRIK4,GRIK4
RDH8,RDH8
GTPBP1,GTPBP1
CDSN,CDSN
SHFL,SHFL
GPR22,GPR22
PSORS1C2,PSORS1C2
DDIT4,DDIT4
PPP1R3A,PPP1R3A
RNU6-805P,U6
FER1L6,FER1L6
VARS2,VARS2
POGLUT1,POGLUT1
HACD1,HACD1
ADAM11,ADAM11
SLC9A3,SLC9A3
TCF24,TCF24
COPS5,COPS5
ABTB3,ABTB3
CHCHD10,CHCHD10
EN2,EN2
STAM,STAM
SUGCT,SUGCT
MMP11,MMP11
GTF2A1L,GTF2A1L
LAMC1,LAMC1
TRIM42,TRIM42
DGKG,DGKG
AGTR2,AGTR2
ZDHHC9,ZDHHC9
ASCC2,ASCC2
PPAN,PPAN
TMEM236,TMEM236
GTPBP4,GTPBP4
RRBP1,RRBP1
NME7,NME7
CLEC5A,CLEC5A
ARFGEF1,ARFGEF1
CSTPP1,CSTPP1
GJC1,GJC1
SNORD105,SNORD105
SNORD105B,SNORD105B
P2RY11,P2RY11
EIF3G,EIF3G
EXOSC9,EXOSC9
HIGD1B,HIGD1B
CEP76,CEP76
ALDOA,ALDOA
ZSWIM2,ZSWIM2
EFTUD2,EFTUD2
TPPP,TPPP
GPR37,GPR37
FAM124B,FAM124B
RPH3A,RPH3A
RCSD1,RCSD1
COPS6,COPS6
ITPRID2,ITPRID2
PLPP7,PLPP7
L3MBTL2,L3MBTL2
TGM7,TGM7
SNORA74A,SNORA74
TMEM268,TMEM268
MATR3,MATR3
BCORL1,BCORL1
DMXL2,DMXL2
TEX48,TEX48
TNFSF15,TNFSF15
POU2F1,POU2F1
ATP6V1G1,ATP6V1G1
PSMD5,PSMD5
ADAMTS9,ADAMTS9
MIR25,MIR25
MIR106B,MIR106B
CNPY4,CNPY4
IRS4,IRS4
S1PR2,S1PR2
MRPL4,MRPL4
STOX1,STOX1
PHF19,PHF19
MBLAC1,MBLAC1
TRAPPC14,TRAPPC14
RCOR2,RCOR2
SGK2,SGK2
FAM199X,FAM199X
CHADL,CHADL
CCNA2,CCNA2
DDX50,DDX50
NAA40,NAA40
SOX10,SOX10
BBS7,BBS7
TMEM184B,TMEM184B
GAL3ST4,GAL3ST4
GPC2,GPC2
RNU6-45P,U6
COX8A,COX8A
SEH1L,SEH1L
MACROD1,MACROD1
APLN,APLN
XPNPEP2,XPNPEP2
PPP1R35,PPP1R35
ICAM1,ICAM1
MAPK15,MAPK15
C10orf105,C10orf105
KIF18B,KIF18B
TRIM32,TRIM32
SASH3,SASH3
SPACDR,SPACDR
CER1,CER1
CSNK1E,CSNK1E
TRPC3,TRPC3
KAT14,KAT14
CDK6,CDK6
STIP1,STIP1
MRPS34,MRPS34
SFT2D1,SFT2D1
B3GNT5,B3GNT5
UBE2R2,UBE2R2
ARAF,ARAF
SNORD121B,SNORD121B
ICAM4,ICAM4
SNORD121A,SNORD121A
SPMIP7,SPMIP7
DCAF12,DCAF12
FAM83H,FAM83H
NUBP2,NUBP2
CHRDL1,CHRDL1
CTSL,CTSL
GOLIM4,GOLIM4
TBXT,TBXT
SCRIB,SCRIB
CEP192,CEP192
DNAH7,DNAH7
P2RX7,P2RX7
MRS2,MRS2
FREM1,FREM1
FBXL5,FBXL5
TGM3,TGM3
TGM6,TGM6
CAPN6,CAPN6
RXRG,RXRG
CCDC50,CCDC50
GPNMB,GPNMB
TEKT3,TEKT3
SRPX2,SRPX2
C14orf180,C14orf180
ZNF773,ZNF773
ZFYVE21,ZFYVE21
SCG3,SCG3
PTGES2,PTGES2
PAIP2,PAIP2
RNU6-799P,U6
LSP1,LSP1
GK5,GK5
PMP22,PMP22
ATP1B4,ATP1B4
BEND3,BEND3
IGFALS,IGFALS
PREP,PREP
TPR,TPR
DPP10,DPP10
PIP4P1,PIP4P1
SLC35E4,SLC35E4
SNORA60,SNORA71
RALGAPB,RALGAPB
DUSP18,DUSP18
SLC23A1,SLC23A1
LYSMD2,LYSMD2
MCTS1,MCTS1
TCN2,TCN2
FBXL22,FBXL22
SLC25A13,SLC25A13
CUL4B,CUL4B
PIAS1,PIAS1
SCAF8,SCAF8
DAAM1,DAAM1
EHHADH,EHHADH
ZNF527,ZNF527
TAS2R4,TAS2R4
CCM2,CCM2
PPIF,PPIF
EIF2B5,EIF2B5
MZB1,MZB1
ZNF569,ZNF569
ZCCHC24,ZCCHC24
PROB1,PROB1
DNAJC18,DNAJC18
SULT1E1,SULT1E1
CCDC198,CCDC198
METTL18,METTL18
MIR204,ssc-mir-204
HS3ST6,HS3ST6
OR13C4,OR13C4
CILK1,CILK1
CHIA,CHIA
OR13C8,OR13C8
DET1,DET1
VAC14,VAC14
PIKFYVE,PIKFYVE
NRBP2,NRBP2
NIPSNAP3A,NIPSNAP3A
CSN1S1,CSN1S1
RNU6-732P,U6
NIPSNAP3B,NIPSNAP3B
HTR1A,HTR1A
RNF111,RNF111
ACSL6,ACSL6
ABCA1,ABCA1
TMEM132D,TMEM132D
CYP2S1,CYP2S1
SLC17A8,SLC17A8
MCHR1,MCHR1
CENPW,CENPW
TUG1,TUG1
KCNK16,KCNK16
AXL,AXL
TEKT5,TEKT5
WAPL,WAPL
EPPK1,EPPK1
GPHN,GPHN
BRAP,BRAP
HPS4,HPS4
NUBP1,NUBP1
SLC32A1,SLC32A1
WDR86,WDR86
ACTR5,ACTR5
LDLRAD4,LDLRAD4
TMEM200A,TMEM200A
CNBD2,CNBD2
REPS1,REPS1
SHQ1,SHQ1
RNU6-780P,U6
RNF121,RNF121
IFRD1,IFRD1
LRRC49,LRRC49
CHPT1,CHPT1
FBXO45,FBXO45
YEATS2,YEATS2
MC2R,MC2R
VWC2L,VWC2L
TVP23A,TVP23A
NIBAN1,NIBAN1
CCDC97,CCDC97
EPB41L5,EPB41L5
TBX3,TBX3
JCHAIN,JCHAIN
TMEM91,TMEM91
LAMTOR1,LAMTOR1
CLUL1,CLUL1
GPS2,GPS2
OR10J5,OR10J5
LAMC2,LAMC2
ALDH18A1,ALDH18A1
SOWAHB,SOWAHB
SVOP,SVOP
PLAAT1,PLAAT1
KLB,KLB
DEXI,DEXI
METTL17,METTL17
GRINA,GRINA
COG7,COG7
LIAS,LIAS
PHOX2A,PHOX2A
B9D2,B9D2
MB21D2,MB21D2
ENTPD1,ENTPD1
P3H2,P3H2
WDR38,WDR38
LSMEM1,LSMEM1
BCKDHA,BCKDHA
SLC22A18,SLC22A18
SPATC1,SPATC1
SERPINB10,SERPINB10
TNFRSF11A,TNFRSF11A
FRRS1L,FRRS1L
SYCP3,SYCP3
OPLAH,OPLAH
NOS3,NOS3
IFT74,IFT74
EARS2,EARS2
GPA33,GPA33
WDR53,WDR53
TAF4,TAF4
LOXL4,LOXL4
ERICH4,ERICH4
ZCCHC2,ZCCHC2
CYC1,CYC1
TPRG1,TPRG1
FGFR1OP2,FGFR1OP2
SORCS3,SORCS3
SHARPIN,SHARPIN
C20orf202,C20orf202
SWAP70,SWAP70
NUF2,NUF2
UBFD1,UBFD1
MCMBP,MCMBP
WFDC8,WFDC8
ABCD2,ABCD2
GYPC,GYPC
NEURL4,NEURL4
ADIPOQ,ADIPOQ
PLIN1,PLIN1
PIGT,PIGT
SPATA31G1,SPATA31G1
YEATS4,YEATS4
NDUFAB1,NDUFAB1
ATP13A4,ATP13A4
CH25H,CH25H
LIPA,LIPA
STOML2,STOML2
TSHZ1,TSHZ1
PEX11A,PEX11A
DCTN5,DCTN5
MYL1,MYL1
MIR505,ssc-mir-505
MBD1,MBD1
UGDH,UGDH
MIR652,MIR652
HGH1,HGH1
SOWAHD,SOWAHD
ADM,ADM
JMJD7,JMJD7
RNU6-472P,U6
RNU6-400P,U6
GSC,GSC
SNORA69,SNORA69
RNF113A,RNF113A
NDUFA1,NDUFA1
MIR331,ssc-mir-331
TRAV2,TRAV2
TP53INP1,TP53INP1
PLK1,PLK1
TRAV4,TRAV4
ANAPC1,ANAPC1
BCL2L2,BCL2L2
ZNF175,ZNF175
RNU6-172P,U6
RNU6-1188P,U6
ASIC3,ASIC3
TCTN3,TCTN3
TSHR,TSHR
ADIPOR2,ADIPOR2
MIR99B,MIR99B
MIRLET7E,ssc-let-7e
MIR125A,ssc-mir-125a
VCPIP1,VCPIP1
HAS1,HAS1
RNF141,RNF141
NKAP,NKAP
SGK3,SGK3
ATOSB,ATOSB
GMNC,GMNC
CACNA2D4,CACNA2D4
CRY2,CRY2
NR5A2,NR5A2
SMCO1,SMCO1
NOVA2,NOVA2
SH3BP1,SH3BP1
ETV5,ETV5
BCOR,BCOR
JPT2,JPT2
IL12RB1,IL12RB1
FAM120B,FAM120B
SPTBN5,SPTBN5
IFIT3,IFIT3
SGPP2,SGPP2
OGDHL,OGDHL
SCYL3,SCYL3
SAXO1,SAXO1
CRACDL,CRACDL
TRMT10A,TRMT10A
RRAGA,RRAGA
ADAMTSL1,ADAMTSL1
MAPK8IP1,MAPK8IP1
TANC1,TANC1
CCNF,CCNF
GTF2A1,GTF2A1
ACAP1,ACAP1
FKBP5,FKBP5
EIF5A2,EIF5A2
LGALS1,LGALS1
IFI30,IFI30
NMNAT2,NMNAT2
SGMS1,SGMS1
EIF3J,EIF3J
HMGCLL1,HMGCLL1
DNAI1,DNAI1
NOL12,NOL12
U2SURP,U2SURP
TMUB1,TMUB1
ENHO,ENHO
FREY1,FREY1
CNTFR,CNTFR
PEX16,PEX16
TMEFF2,TMEFF2
SNORA79,SNORA79
MPV17L2,MPV17L2
TEDC2,TEDC2
RTL1,RTL1
EIF2S1,EIF2S1
MAPK10,MAPK10
ASB10,ASB10
TARBP1,TARBP1
RAB3A,RAB3A
RPP25L,RPP25L
DCTN3,DCTN3
PLA2G6,PLA2G6
IQCA1L,IQCA1L
PAPSS2,PAPSS2
MAPK7,MAPK7
PLEK2,PLEK2
ABCF2,ABCF2
LSM4,LSM4
CD276,CD276
TDRD5,TDRD5
ABCA12,ABCA12
LARGE2,LARGE2
GALT,GALT
BATF,BATF
FABP6,FABP6
PGPEP1,PGPEP1
FTHL17,FTHL17
FLVCR2,FLVCR2
GSPT2,GSPT2
ATAD1,ATAD1
YIPF6,YIPF6
HERPUD2,HERPUD2
LRRC25,LRRC25
LYRM4,LYRM4
CREB3L1,CREB3L1
SSBP4,SSBP4
ARID5B,ARID5B
MFAP4,MFAP4
NMUR2,NMUR2
TFB2M,TFB2M
RNU6-245P,U6
OPHN1,OPHN1
NRN1,NRN1
RSBN1L,RSBN1L
NTN3,NTN3
FAM76B,FAM76B
ICE2,ICE2
TRPC7,TRPC7
F13A1,F13A1
LYPLAL1,LYPLAL1
MSS51,MSS51
PPP3CB,PPP3CB
TTLL5,TTLL5
SNORD87,SNORD87
FBXO25,FBXO25
TMEM60,TMEM60
CCDC28A,CCDC28A
RNU6-337P,U6
MARF1,MARF1
GGCT,GGCT
CCL27,CCL27
RNF112,RNF112
MPZL1,MPZL1
CEP57,CEP57
CRHR2,CRHR2
CCL19,CCL19
FUZ,FUZ
SIGMAR1,SIGMAR1
PDE6G,PDE6G
SEC31B,SEC31B
TRHR,TRHR
ATP6AP1,ATP6AP1
OXLD1,OXLD1
ENY2,ENY2
MIR128-2,ssc-mir-128-2
FASTKD2,FASTKD2
ADAM19,ADAM19
RNU2-10P,U2
CCDC137,CCDC137
WDR93,WDR93
KCNJ4,KCNJ4
SLC17A4,SLC17A4
RNU6-873P,U6
RNU6-1129P,U6
KDELR3,KDELR3
RNU6-1284P,U6
INTS7,INTS7
SNORA63D,SNORA63
MRPL12,MRPL12
SLC17A1,SLC17A1
SNORA63E,SNORA63
ADGRG7,ADGRG7
NUDCD1,NUDCD1
SLC25A10,SLC25A10
CLDN2,CLDN2
DRP2,DRP2
ERG28,ERG28
TANK,TANK
EFEMP2,EFEMP2
MESP2,MESP2
PNKP,PNKP
ANPEP,ANPEP
GPATCH2L,GPATCH2L
NDE1,NDE1
SLC17A3,SLC17A3
ANKRD46,ANKRD46
GARS1,GARS1
FSCN2,FSCN2
MAGEB18,MAGEB18
GYG1,GYG1
TST,TST
MAGEB5,MAGEB5
LRTM2,LRTM2
RECQL5,RECQL5
GRIA3,GRIA3
ELFN2,ELFN2
MFNG,MFNG
UBE2QL1,UBE2QL1
DCP1B,DCP1B
NSUN2,NSUN2
SNX31,SNX31
IFT43,IFT43
HIF1AN,HIF1AN
TRIM38,TRIM38
CARD10,CARD10
CEL,CEL
H3C2,H3C2
RALA,RALA
H1-6,H1-6
PHC1,PHC1
CATSPERE,CATSPERE
