Gene name,Mouse gene name
ZNF579,Zfp579
SNX1,Snx1
RNU6-374P,Gm25390
FIZ1,Fiz1
SNORD29,Gm22744
GPR174,Gpr174
ST6GALNAC4,St6galnac4
RFTN2,Rftn2
SEPTIN6,Septin6
RNU6-480P,Gm26000
ZNF524,Zfp524
HSDL1,Hsdl1
MIR449A,Mir449a
AP3M1,Ap3m1
RNU6-294P,Gm56187
ZNF784,Zfp784
RN7SKP34,Gm56378
ZNF580,Zfp580
GDAP2,Gdap2
RNU6-47P,Gm22997
SNORA13,Gm54625
RNU6-701P,Gm25014
FNTA,Fnta
HERC4,Herc4
CCDC106,Ccdc106
PIP5KL1,Pip5kl1
MIR378A,Mir378a
DNAAF1,Dnaaf1
LGR5,Lgr5
ANKEF1,Ankef1
MIR340,Mir340
SLC34A1,Slc34a1
KDM7A,Kdm7a
UBE2O,Ube2o
LPIN2,Lpin2
TSHB,Tshb
INHBB,Inhbb
WDR3,Wdr3
LNPK,Lnpk
ADAD2,Adad2
DPM2,Dpm2
PTS,Pts
GGT5,Ggt5
HGSNAT,Hgsnat
MACC1,Macc1
EPN1,Epn1
OCSTAMP,Ocstamp
SLC13A3,Slc13a3
CYGB,Cygb
EEIG1,Eeig1
SLC38A8,Slc38a8
PFN3,Pfn3
SNX22,Snx22
GRK6,Grk6
PRCD,Prcd
SCNM1,Scnm1
PLET1,Plet1
ITGAM,Itgam
MUC6,Muc6
ATR,Atr
CSNK1G1,Csnk1g1
PRXL2C,Prxl2c
MALT1,Malt1
FMC1,Fmc1
UBE2L3,Ube2l3
SNORD1A,Snord1a
ST6GALNAC2,St6galnac2
CHCHD3,Chchd3
GAMT,Gamt
ZNF385B,Zfp385b
ST6GALNAC1,St6galnac1
ZNHIT1,Znhit1
FHL1,Fhl1
SPAG17,Spag17
DENND2A,Dennd2a
RALB,Ralb
SNORD8,Snord8
RAB2B,Rab2b
NDUFA8,Ndufa8
GCNT7,Gcnt7
HRH3,Hrh3
DAZAP1,Dazap1
MORN5,Morn5
DLGAP2,Dlgap2
ADGRD1,Adgrd1
MIR675,Mir675
RBM18,Rbm18
OR52L1,Or52l1
RALGAPA2,Ralgapa2
MRRF,Mrrf
TTF2,Ttf2
SLC24A4,Slc24a4
SERPINB7,Serpinb7
GUCY1A2,Gucy1a2
RNU6-227P,Gm55508
ARL4C,Arl4c
RHBDF2,Rhbdf2
POMK,Pomk
EDAR,Edar
ITGAX,Itgax
SVOPL,Svopl
PRR7,Prr7
MAGI3,Magi3
SERPINB2,Serpinb2
DDX41,Ddx41
SLC37A2,Slc37a2
ERGIC3,Ergic3
RTP1,Rtp1
PHF20L1,Phf20l1
C19orf25,2310011J03Rik
SLC33A1,Slc33a1
ICOS,Icos
MPDZ,Mpdz
MKLN1,Mkln1
SRF,Srf
MDH1B,Mdh1b
MBD3,Mbd3
PSMA3,Psma3
CUL9,Cul9
TM4SF4,Tm4sf4
TAPT1,Tapt1
TLCD5,Tlcd5
GHSR,Ghsr
LRRC74B,Lrrc74b
MXI1,Mxi1
ITGAD,Itgad
GPR149,Gpr149
POLDIP3,Poldip3
SERPINB8,Serpinb8
USP47,Usp47
GABPB2,Gabpb2
CLSTN2,Clstn2
BARD1,Bard1
SEC14L1,Sec14l1
LYSMD1,Lysmd1
COX6A2,Cox6a2
KLHL24,Klhl24
CD2,Cd2
COPG2,Copg2
APC2,Apc2
ARMC5,Armc5
AFG2A,Afg2a
ENPP2,Enpp2
ARL1,Arl1
HMGXB3,Hmgxb3
PCLAF,Pclaf
ACAA2,Acaa2
RAB5IF,Rab5if
TGFB1I1,Tgfb1i1
SPRY1,Spry1
CSF1R,Csf1r
PI4KA,Pi4ka
ARID4A,Arid4a
DNPH1,Dnph1
RTP4,Rtp4
NOA1,Noa1
IL17RD,Il17rd
UBE2V1,Ube2v1
POLR2B,Polr2b
DPPA5,Dppa5a
PSMC4,Psmc4
TRIP4,Trip4
KHDC3L,Khdc3
ALKBH2,Alkbh2
ELF5,Elf5
VIPR2,Vipr2
SCARNA17,Gm25913
TAOK3,Taok3
GUCA1B,Guca1b
CXXC1,Cxxc1
ABCB7,Abcb7
CRYBG1,Crybg1
PDGFRB,Pdgfrb
ADAM33,Adam33
PAK1,Pak1
RTN4IP1,Rtn4ip1
COL28A1,Col28a1
QRSL1,Qrsl1
CSF1,Csf1
HIC2,Hic2
UBR1,Ubr1
RNU6-1115P,Gm56091
GTF3C6,Gtf3c6
RPF2,Rpf2
DNAJC13,Dnajc13
GRAP2,Grap2
UBE2E3,Ube2e3
IGFBP7,Igfbp7
HECTD2,Hectd2
TFB1M,Tfb1m
ERAP1,Erap1
REST,Rest
TOMM20L,Tomm20l
CLDN20,Cldn20
NOX3,Nox3
EDDM13,Eddm13
RN7SKP228,Gm55992
LETM2,Letm2
RNU6-1103P,Gm24856
TIMM9,Timm9
GTF2H4,Gtf2h4
RNU6-575P,Gm26159
SNORA5A,Gm24313
SNORA5C,Snora5c
SNORA9,Snora9
ZNF583,Zfp583
SLC5A2,Slc5a2
RNU6-313P,Gm55126
ASCL1,Ascl1
RNU6-10P,Gm25101
USP30,Usp30
NFAM1,Nfam1
TNFAIP8L2,Tnfaip8l2
RNU1-58P,Gm56238
COL5A3,Col5a3
ZNF280B,Zfp280b
KIAA0586,2700049A03Rik
ADK,Adk
HBP1,Hbp1
MPC2,Mpc2
SLC12A5,Slc12a5
TMEM62,Tmem62
MEIOC,Meioc
ANXA5,Anxa5
AHSP,Ahsp
FIRRM,Firrm
CCDC43,Ccdc43
HGD,Hgd
CPM,Cpm
CDIPT,Cdipt
MYO5B,Myo5b
LRRC14B,Lrrc14b
CCDC127,Ccdc127
CCNDBP1,Ccndbp1
RCN1,Rcn1
LY75,Ly75
EXOC3,Exoc3
MUC21,Muc21
SLC16A12,Slc16a12
C6orf15,2300002M23Rik
ANAPC16,Anapc16
GRIK4,Grik4
RDH8,Rdh8
GTPBP1,Gtpbp1
CDSN,Cdsn
SHFL,Shfl
GPR22,Gpr22
PSORS1C2,Psors1c2
DDIT4,Ddit4
PPP1R3A,Ppp1r3a
FER1L6,Fer1l6
VARS2,Vars2
POGLUT1,Poglut1
RN7SKP241,Gm54835
HACD1,Hacd1
ADAM11,Adam11
SLC9A3,Slc9a3
TCF24,Tcf24
COPS5,Cops5
ABTB3,Abtb3
CHCHD10,Chchd10
EN2,En2
STAM,Stam
SUGCT,Sugct
MMP11,Mmp11
GTF2A1L,Gtf2a1l
LAMC1,Lamc1
TRIM42,Trim42
DGKG,Dgkg
AGTR2,Agtr2
ZDHHC9,Zdhhc9
ASCC2,Ascc2
PPAN,Ppan
ASPHD1,Asphd1
TMEM236,Tmem236
GTPBP4,Gtpbp4
RRBP1,Rrbp1
NME7,Nme7
CLEC5A,Clec5a
ARFGEF1,Arfgef1
CSTPP1,Cstpp1
GJC1,Gjc1
SNORD105,Gm24067
SNORD105B,Gm23008
EIF3G,Eif3g
EXOSC9,Exosc9
HIGD1B,Higd1b
CEP76,Cep76
CEP72,Cep72
ZSWIM2,Zswim2
EFTUD2,Eftud2
TAS2R38,Tas2r138
TPPP,Tppp
RNU6-102P,Gm24283
GPR37,Gpr37
FAM124B,Fam124b
RPH3A,Rph3a
RCSD1,Rcsd1
COPS6,Cops6
ITPRID2,Itprid2
PLPP7,Plpp7
L3MBTL2,L3mbtl2
TGM7,Tgm7
SNORA74D,Gm54507
SNORA74A,Snora74a
TMEM268,Tmem268
MATR3,Matr3
LCMT2,Lcmt2
PSMG2,Psmg2
BCORL1,Bcorl1
DMXL2,Dmxl2
KLHL6,Klhl6
TNFSF15,Tnfsf15
POU2F1,Pou2f1
ATP6V1G1,Atp6v1g1
PSMD5,Psmd5
ADAMTS9,Adamts9
MIR25,Mir25
MIR106B,Mir106b
CNPY4,Cnpy4
IRS4,Irs4
S1PR2,S1pr2
MRPL4,Mrpl4
NLRP14,Nlrp14
STOX1,Stox1
PHF19,Phf19
MBLAC1,Mblac1
TRAPPC14,Trappc14
RCOR2,Rcor2
SGK2,Sgk2
FAM199X,Fam199x
CHADL,Chadl
ESX1,Esx1
CCNA2,Ccna2
DDX50,Ddx50
PLCXD1,Plcxd1
NAA40,Naa40
SOX10,Sox10
BBS7,Bbs7
TMEM184B,Tmem184b
GAL3ST4,Gal3st4
CCDC103,Ccdc103
GPC2,Gpc2
COX8A,Cox8a
SEH1L,Seh1l
MACROD1,Macrod1
APLN,Apln
XPNPEP2,Xpnpep2
PPP1R35,Ppp1r35
ICAM1,Icam1
MAPK15,Mapk15
C10orf105,Gm17455
KIF18B,Kif18b
TRIM32,Trim32
VSIR,Vsir
SASH3,Sash3
SPACDR,Tsc22d4
CER1,Cer1
CSNK1E,Csnk1e
TRPC3,Trpc3
KAT14,Kat14
CDK6,Cdk6
CDH23,Cdh23
STIP1,Stip1
RNU6-153P,Gm22215
MRPS34,Mrps34
PRR18,Prr18
B3GNT5,B3gnt5
UBE2R2,Ube2r2
ARAF,Araf
SNORD121B,Gm22888
ICAM4,Icam4
SPMIP7,Spmip7
DCAF12,Dcaf12
FAM83H,Fam83h
NUBP2,Nubp2
KIAA1549,D630045J12Rik
CHRDL1,Chrdl1
GOLIM4,Golim4
TBXT,T
SCRIB,Scrib
CEP192,Cep192
P2RX7,P2rx7
MRS2,Mrs2
FREM1,Frem1
FBXL5,Fbxl5
TGM3,Tgm3
TGM6,Tgm6
CAPN6,Capn6
RXRG,Rxrg
CCDC50,Ccdc50
GPNMB,Gpnmb
TEKT3,Tekt3
SNRPB,Snrpb
SRPX2,Srpx2
C14orf180,A530016L24Rik
ZFYVE21,Zfyve21
SCG3,Scg3
PTGES2,Ptges2
PAIP2,Paip2
LSP1,Lsp1
GK5,Gk5
PMP22,Pmp22
ATP1B4,Atp1b4
BEND3,Bend3
IGFALS,Igfals
PREP,Prep
TPR,Tpr
DPP10,Dpp10
PIP4P1,Pip4p1
HAGH,Hagh
ZIK1,Zik1
SLC35E4,Slc35e4
SNORA71E,Gm25187
SNORA60,Gm25129
RALGAPB,Ralgapb
DUSP18,Dusp18
SLC23A1,Slc23a1
LYSMD2,Lysmd2
TCN2,Tcn2
C1GALT1C1,C1galt1c1
FBXL22,Fbxl22
SLC25A13,Slc25a13
CUL4B,Cul4b
PIAS1,Pias1
SCAF8,Scaf8
DAAM1,Daam1
EHHADH,Ehhadh
TAS2R4,Tas2r108
CCM2,Ccm2
PPIF,Ppif
SMC5,Smc5
EIF2B5,Eif2b5
MZB1,Mzb1
ZNF569,Zfp74
ZCCHC24,Zcchc24
PROB1,Prob1
DNAJC18,Dnajc18
SULT1E1,Sult1e1
CCDC198,Ccdc198
METTL18,Mettl18
MIR204,Mir204
OR13F1,Or13f5
HS3ST6,Hs3st6
CILK1,Cilk1
OR13C8,Or13c25
DET1,Det1
VAC14,Vac14
PIKFYVE,Pikfyve
NRBP2,Nrbp2
CSN1S1,Csn1s1
HTR1A,Htr1a
RNF111,Rnf111
ACSL6,Acsl6
ABCA1,Abca1
TMEM132D,Tmem132d
CYP2S1,Cyp2s1
SLC17A8,Slc17a8
MCHR1,Mchr1
CENPW,Cenpw
TUG1,Tug1
KCNK16,Kcnk16
AXL,Axl
TEKT5,Tekt5
WAPL,Wapl
EPPK1,Eppk1
GPHN,Gphn
BRAP,Brap
PARP10,Parp10
HPS4,Hps4
NUBP1,Nubp1
SLC32A1,Slc32a1
WDR86,Wdr86
ACTR5,Actr5
LDLRAD4,Ldlrad4
TMEM200A,Tmem200a
EIF5A,Eif5a
CNBD2,Cnbd2
REPS1,Reps1
SHQ1,Shq1
RNF121,Rnf121
IFRD1,Ifrd1
LRRC49,Lrrc49
CHPT1,Chpt1
FBXO45,Fbxo45
YEATS2,Yeats2
COL20A1,Col20a1
MC2R,Mc2r
VWC2L,Vwc2l
PRR27,Prr27
TVP23A,Tvp23a
NIBAN1,Niban1
CCDC97,Ccdc97
EPB41L5,Epb41l5
TBX3,Tbx3
JCHAIN,Jchain
TMEM91,Tmem91
LAMTOR1,Lamtor1
GPS2,Gps2
OR10J5,Or10j5
LAMC2,Lamc2
ALDH18A1,Aldh18a1
SOWAHB,Sowahb
SVOP,Svop
PLAAT1,Plaat1
RNU6-1187P,Gm22287
KLB,Klb
DEXI,Dexi
METTL17,Mettl17
GRINA,Grina
RNF168,Rnf168
COG7,Cog7
LIAS,Lias
PHOX2A,Phox2a
B9D2,B9d2
MB21D2,Mb21d2
ENTPD1,Entpd1
P3H2,P3h2
WDR38,Wdr38
LSMEM1,Lsmem1
BCKDHA,Bckdha
SLC22A18,Slc22a18
SPATC1,Spatc1
SERPINB10,Serpinb10
TNFRSF11A,Tnfrsf11a
GPR21,Gpr21
FRRS1L,Frrs1l
OPLAH,Oplah
NOS3,Nos3
IFT74,Ift74
SNORA75,Gm56482
EARS2,Ears2
GPA33,Gpa33
WDR53,Wdr53
TAF4,Taf4
LOXL4,Loxl4
ERICH4,Erich4
ZCCHC2,Zcchc2
CYC1,Cyc1
TPRG1,Tprg1
FGFR1OP2,Fgfr1op2
SORCS3,Sorcs3
SHARPIN,Sharpin
SNORA54,Gm23297
C20orf202,Tmem74bos
ARHGAP40,Arhgap40
SWAP70,Swap70
NUF2,Nuf2
UBFD1,Ubfd1
MCMBP,Mcmbp
WFDC8,Wfdc8
ABCD2,Abcd2
GYPC,Gypc
NEURL4,Neurl4
ADIPOQ,Adipoq
PLIN1,Plin1
PIGT,Pigt
SPATA31G1,Spata31g1
YEATS4,Yeats4
NDUFAB1,Ndufab1
ATP13A4,Atp13a4
CH25H,Ch25h
CHMP1B,Chmp1b
LIPA,Lipa
STOML2,Stoml2
TSHZ1,Tshz1
PEX11A,Pex11a
DCTN5,Dctn5
MYL1,Myl1
MIR505,Mir505
CXorf66,Gm7073
MBD1,Mbd1
UGDH,Ugdh
MIR652,Mir652
HGH1,Hgh1
SOWAHD,Sowahd
ADM,Adm
RNU6-545P,Gm25696
RPL39,Rpl39
JMJD7,Jmjd7
RNU6-318P,Gm24142
GSC,Gsc
RNU6-871P,Gm26479
SNORA69,Snora69
NDUFA1,Ndufa1
MIR331,Mir331
TP53INP1,Trp53inp1
AKAP14,Akap14
PLK1,Plk1
TRAV4,Trav2
ANAPC1,Anapc1
BCL2L2,Bcl2l2
RNU4-41P,Gm55908
RNU6-1188P,Gm55671
ASIC3,Asic3
TCTN3,Tctn3
TSHR,Tshr
ADIPOR2,Adipor2
MIR99B,Mir99b
MIRLET7E,Mirlet7e
MIR125A,Mir125a
VCPIP1,Vcpip1
HAS1,Has1
RNF141,Rnf141
NKAP,Nkap
SGK3,Sgk3
ATOSB,Atosb
GMNC,Gmnc
CACNA2D4,Cacna2d4
CRY2,Cry2
NR5A2,Nr5a2
SMCO1,Smco1
NOVA2,Nova2
SH3BP1,Sh3bp1
ETV5,Etv5
BCOR,Bcor
IL12RB1,Il12rb1
FAM120B,Fam120b
SPTBN5,Sptbn5
SGPP2,Sgpp2
OGDHL,Ogdhl
SCYL3,Scyl3
CRACDL,Cracdl
CDK5,Cdk5
TRMT10A,Trmt10a
C3orf33,E130311K13Rik
RRAGA,Rraga
ADAMTSL1,Adamtsl1
MAPK8IP1,Mapk8ip1
TANC1,Tanc1
CCNF,Ccnf
GTF2A1,Gtf2a1
ACAP1,Acap1
FKBP5,Fkbp5
EIF5A2,Eif5a2
LGALS1,Lgals1
IFI30,Ifi30
NMNAT2,Nmnat2
SGMS1,Sgms1
HMGCLL1,Hmgcll1
DNAI1,Dnai1
NOL12,Nol12
U2SURP,U2surp
TMUB1,Tmub1
ENHO,Enho
FREY1,Frey1
CNTFR,Cntfr
PEX16,Pex16
TMEFF2,Tmeff2
SNORA79,Gm24241
MPV17L2,Mpv17l2
TEDC2,Tedc2
EIF2S1,Eif2s1
MAPK10,Mapk10
ASB10,Asb10
TARBP1,Tarbp1
ZBTB4,Zbtb4
RAB3A,Rab3a
RPP25L,Rpp25l
DCTN3,Dctn3
PLA2G6,Pla2g6
IQCA1L,Iqca1l
PAPSS2,Papss2
MAPK7,Mapk7
PLEK2,Plek2
JUND,Jund
ABCF2,Abcf2
LSM4,Lsm4
CD276,Cd276
TDRD5,Tdrd5
ABCA12,Abca12
LARGE2,Large2
GALT,Galt
MCMDC2,Mcmdc2
BATF,Batf
FABP6,Fabp6
PGPEP1,Pgpep1
FLVCR2,Flvcr2
GSPT2,Gspt2
ATAD1,Atad1
RNU6-1225P,Gm22351
YIPF6,Yipf6
XRCC4,Xrcc4
HERPUD2,Herpud2
LRRC25,Lrrc25
LYRM4,Lyrm4
CREB3L1,Creb3l1
SSBP4,Ssbp4
ARID5B,Arid5b
MFAP4,Mfap4
NMUR2,Nmur2
TFB2M,Tfb2m
RNU6-245P,Gm22450
OPHN1,Ophn1
NRN1,Nrn1
RSBN1L,Rsbn1l
NTN3,Ntn3
FAM76B,Fam76b
ICE2,Ice2
TRPC7,Trpc7
F13A1,F13a1
ATP6V0C,Atp6v0c
LYPLAL1,Lyplal1
MSS51,Mss51
PPP3CB,Ppp3cb
SNORD87,Snord87
FBXO25,Fbxo25
TMEM60,Tmem60
CCDC28A,Ccdc28a
MARF1,Marf1
GGCT,Ggct
RNF112,Rnf112
MPZL1,Mpzl1
CEP57,Cep57
CRHR2,Crhr2
CCL19,Ccl19
FUZ,Fuz
SIGMAR1,Sigmar1
PDE6G,Pde6g
VMA21,Vma21
SEC31B,Sec31b
TRHR,Trhr
ATP6AP1,Atp6ap1
OXLD1,Oxld1
ENY2,Eny2
GTF3C5,Gtf3c5
FASTKD2,Fastkd2
CCDC137,Ccdc137
WDR93,Wdr93
KCNJ4,Kcnj4
SLC17A4,Slc17a4
RNU6-873P,Gm23676
RN7SKP61,Gm55762
RNU6-1129P,Gm56227
KDELR3,Kdelr3
RNU6-1284P,Gm26359
INTS7,Ints7
RN7SKP46,Gm55445
RNU6-547P,Gm25609
DDX17,Ddx17
RN7SKP40,Gm56230
MRPL12,Mrpl12
SLC17A1,Slc17a1
SNORA63E,Gm25852
RNU6-1109P,Gm26099
ADGRG7,Adgrg7
NUDCD1,Nudcd1
SLC25A10,Slc25a10
CLDN2,Cldn2
DRP2,Drp2
ERG28,Erg28
TANK,Tank
EFEMP2,Efemp2
MESP2,Mesp2
PNKP,Pnkp
CPA3,Cpa3
ANPEP,Anpep
MIR484,Mir484
GPATCH2L,Gpatch2l
NDE1,Nde1
SLC17A3,Slc17a3
ANKRD46,Ankrd46
GARS1,Gars1
FSCN2,Fscn2
MAGEB18,Mageb18
GYG1,Gyg1
TST,Tst
LRTM2,Lrtm2
RECQL5,Recql5
GRIA3,Gria3
ELFN2,Elfn2
MFNG,Mfng
UBE2QL1,Ube2ql1
DCP1B,Dcp1b
NSUN2,Nsun2
SNX31,Snx31
IFT43,Ift43
HIF1AN,Hif1an
TRIM38,Trim38
CARD10,Card10
CEL,Cel
H1-1,H1f1
RALA,Rala
H2AC4,H2ac15
H1-6,H1f6
PHC1,Phc1
H1-4,H1f4
SLF2,Slf2
PLEKHH1,Plekhh1
RALGDS,Ralgds
MIR489,Mir489
CALCR,Calcr
METRN,Metrn
FIBP,Fibp
CALCRL,Calcrl
AP3S2,Ap3s2
HLTF,Hltf
ANTKMT,Antkmt
DDX39B,Ddx39b
GPR143,Gpr143
CIAO3,Ciao3
TENT4A,Tent4a
TWNK,Twnk
PIGH,Pigh
EGFL6,Egfl6
EDARADD,Edaradd
ANKRD44,Ankrd44
CDC42EP1,Cdc42ep1
RAB9A,Rab9
ARG2,Arg2
OFD1,Ofd1
PDZD7,Pdzd7
LGALS2,Lgals2
BRINP3,Brinp3
TTLL8,Ttll8
VTI1B,Vti1b
ARPIN,Arpin
SAP30BP,Sap30bp
CCDC85B,Ccdc85b
FOSL1,Fosl1
M6PR,M6pr
LMX1A,Lmx1a
RAC2,Rac2
RN7SKP79,Gm56244
SMIM15,Smim15
RDH11,Rdh11
KAZALD1,Kazald1
MSLN,Msln
ANXA2,Anxa2
HINT1,Hint1
C11orf68,AI837181
DRAP1,Drap1
IFIT2,Ifit2
MGAM,Mgam
ADCY10,Adcy10
BAMBI,Bambi
KLRG1,Klrg1
GPKOW,Gpkow
LYRM7,Lyrm7
C2orf88,1700019D03Rik
MED25,Med25
RNU6-270P,Gm54642
PSMD14,Psmd14
SH3TC2,Sh3tc2
ADAM8,Adam8
RDH12,Rdh12
SART1,Sart1
HPS3,Hps3
NKX2-8,Nkx2-9
PAX9,Pax9
SH3BP4,Sh3bp4
SNORD84,Gm22589
LTA,Lta
SELE,Sele
PALS1,Pals1
ATP6V1D,Atp6v1d
LTB,Ltb
RPN1,Rpn1
ZNF449,Zfp449
LST1,Lst1
PRDX4,Prdx4
EIF1AD,Eif1ad
GAS2L1,Gas2l1
RN7SKP216,Gm54647
SLC4A10,Slc4a10
SPG7,Spg7
TBX5,Tbx5
ZNF511,Zfp511
GBGT1,Gbgt1
POU6F2,Pou6f2
EMC2,Emc2
CALY,Caly
C3orf38,4930453N24Rik
GPATCH2,Gpatch2
PRAP1,Prap1
SELL,Sell
ECHS1,Echs1
KCNK9,Kcnk9
MRTFA,Mrtfa
KY,Ky
GABRA6,Gabra6
CAPN8,Capn8
PAOX,Paox
BANF1,Banf1
GIMAP1,Gimap1
STAP2,Stap2
INHBC,Inhbc
CHRAC1,Chrac1
TMEM176A,Tmem176a
GLI1,Gli1
ABO,Abo
CST6,Cst6
EIF3E,Eif3e
SNCAIP,Sncaip
CATSPER1,Catsper1
RHOU,Rhou
FANCD2OS,Fancd2os
RGS5,Rgs5
APOO,Apoo
AIF1,Aif1
BRK1,Brk1
GAL3ST3,Gal3st3
UNK,Unk
IRAK2,Irak2
SF3B2,Sf3b2
ERCC6,Ercc6
ARHGAP9,Arhgap9
CXorf58,Fam90a1b
AKT1S1,Akt1s1
SURF6,Surf6
GHRL,Ghrl
WBP2,Wbp2
MPP1,Mpp1
SPATA17,Spata17
MED22,Med22
CHAT,Chat
SNORA38,Gm23442
APOM,Apom
ADCK2,Adck2
PRRX1,Prrx1
YIPF2,Yipf2
C6orf47,D17H6S53E
GPANK1,Gpank1
RNU6-346P,Gm55659
ZNF236,Zfp236
NDUFB2,Ndufb2
DTL,Dtl
RPL7A,Rpl7a
SEC13,Sec13
DMAC2,Dmac2
CRYGA,Cryga
ABHD16A,Abhd16a
TRIM47,Trim47
TBX1,Tbx1
NEK9,Nek9
ADIG,Adig
RNU6-85P,Gm23677
ITM2C,Itm2c
MRPS33,Mrps33
CYP24A1,Cyp24a1
TRIM65,Trim65
RAB1B,Rab1b
GPRASP1,Gprasp1
DUS4L,Dus4l
GUCY2F,Gucy2f
SNORD24,Gm23969
SNORD36B,Gm22879
MRPL38,Mrpl38
SURF1,Surf1
CNIH2,Cnih2
SLC18A3,Slc18a3
SOAT1,Soat1
ZNF248,Zfp248
NXT2,Nxt2
LZTR1,Lztr1
BCAS1,Bcas1
TMEM151A,Tmem151a
FXYD1,Fxyd1
CD248,Cd248
SURF2,Surf2
RIN1,Rin1
KCNE5,Kcne5
CPA2,Cpa2
ACSL4,Acsl4
SLC4A9,Slc4a9
SURF4,Surf4
NCOA4,Ncoa4
TEN1,Ten1
TLK1,Tlk1
BRMS1,Brms1
MARS1,Mars1
SYT4,Syt4
CPA4,Cpa4
CNST,Cnst
EVPL,Evpl
PTGR3,Ptgr3
MARK3,Mark3
DLGAP1,Dlgap1
NID1,Nid1
SLC25A20,Slc25a20
PITPNB,Pitpnb
MEST,Mest
B4GAT1,B4gat1
SLC29A2,Slc29a2
SRP68,Srp68
STKLD1,Stkld1
P4HTM,P4htm
LY6G6F,Ly6g6f
FASTKD5,Fastkd5
REXO4,Rexo4
RPS15,Rps15
DRGX,Drgx
PRPF6,Prpf6
LY6G6C,Ly6g6c
HMX2,Hmx2
PARG,Parg
SPAG4,Spag4
LHX9,Lhx9
MSH5,Msh5
NYNRIN,Nynrin
DALRD3,Dalrd3
CBLN3,Cbln3
KHNYN,Khnyn
MNT,Mnt
CACFD1,Cacfd1
SLC26A9,Slc26a9
ZNF334,Zfp334
CRYGB,Crygb
METTL16,Mettl16
ANKHD1,Ankhd1
KIAA2012,Gm973
TRAPPC6A,Trappc6a
GSS,Gss
CMA1,Cma1
MN1,Mn1
TIAL1,Tial1
PACS1,Pacs1
SLC2A6,Slc2a6
RBX1,Rbx1
GPR55,Gpr55
COIL,Coil
SLC39A10,Slc39a10
SMARCB1,Smarcb1
CTSG,Ctsg
RPS20,Rps20
SCPEP1,Scpep1
TREX2,Trex2
NRXN3,Nrxn3
MBD6,Mbd6
MIR425,Mir425
NDUFAF3,Ndufaf3
GARRE1,Garre1
ILDR2,Ildr2
PLEKHA2,Plekha2
DAGLA,Dagla
RNU6-921P,Gm24465
SLC16A9,Slc16a9
DCAF5,Dcaf5
TFPI,Tfpi
FAM107B,Fam107b
MIR191,Gm55600
PTX3,Ptx3
SNTN,Sntn
HTRA4,Htra4
THOC7,Thoc7
TAF9B,Taf9b
KIF26B,Kif26b
PIP4K2C,Pip4k2c
TMEM258,Tmem258
TM2D2,Tm2d2
AKAP1,Akap1
ZNF570,Zfp39
DCC,Dcc
RRP15,Rrp15
FEN1,Fen1
TIGIT,Tigit
ADAM32,Adam32
RECK,Reck
BOK,Bok
FADS1,Fads1
IGFLR1,Igflr1
DTX3,Dtx3
PTPN14,Ptpn14
CCDC115,Ccdc115
STRIT1,Strit1
THRB,Thrb
G2E3,G2e3
U2AF1L4,U2af1l4
RNU6-1130P,Gm22336
SLC25A14,Slc25a14
MAPRE2,Mapre2
IGLV4-3,Iglv3
ARHGEF25,Arhgef25
SNORD68,Snord68
CPNE7,Cpne7
SLC25A12,Slc25a12
TRPC4AP,Trpc4ap
GNE,Gne
NEK2,Nek2
MSI2,Msi2
PSENEN,Psenen
TRMT2A,Trmt2a
LIN37,Lin37
C1orf53,2310009B15Rik
EIF4EBP3,Eif4ebp3
CDK10,Cdk10
B4GALNT1,B4galnt1
RNU6-407P,Gm22245
HSPB6,Hspb6
CTCFL,Ctcfl
LYL1,Lyl1
TOMM20,Tomm20
OSBPL6,Osbpl6
NDUFA2,Ndufa2
CD320,Cd320
TADA1,Tada1
ZNF397,Zfp397
DND1,Dnd1
SCFD1,Scfd1
NDUFA7,Ndufa7
DHX9,Dhx9
HARS2,Hars2
TERF1,Terf1
PPP6C,Ppp6c
VWA7,Vwa7
GGH,Ggh
RPS28,Rps28
FADS3,Fads3
RANGAP1,Rangap1
RABEPK,Rabepk
CSPP1,Cspp1
CUEDC1,Cuedc1
DDAH2,Ddah2
ZNF24,Zfp24
MIR335,Mir335
ANGPTL4,Angptl4
HSPA5,Hspa5
CPSF4,Cpsf4
TSPAN31,Tspan31
SFR1,Sfr1
SERPINA10,Serpina10
GPR119,Gpr119
OGA,Oga
VEZF1,Vezf1
PHEX,Phex
INO80C,Ino80c
ACO1,Aco1
RAB11B,Rab11b
CDK4,Cdk4
COP1,Cop1
SERPINA6,Serpina6
SPATA2L,Spata2l
SRSF1,Srsf1
VPS9D1,Vps9d1
MRO,Mro
CNBP,Cnbp
UBR2,Ubr2
PRAM1,Pram1
RAB3IL1,Rab3il1
DYNLL2,Dynll2
ATP5MF,Atp5mf
EPX,Epx
ZNF414,Zfp414
ANKRD40CL,Ankrd40cl
CHMP1A,Chmp1a
NME2,Nme2
PRPH2,Prph2
TBCC,Tbcc
RN7SKP299,Gm55638
PEX7,Pex7
SYNGR4,Syngr4
RNU6-1243P,Gm22140
MYRF,Myrf
KAT6A,Kat6a
MARCHF9,Marchf9
KDELR1,Kdelr1
SERPINA9,Serpina9
IGF2BP2,Igf2bp2
METTL1,Mettl1
GABRE,Gabre
GRWD1,Grwd1
RGS18,Rgs18
ZNF394,Zkscan14
SLC35D3,Slc35d3
ME2,Me2
