Gene name,Macaque gene name
SYNCRIP,SYNCRIP
FBXL4,FBXL4
HMGCL,HMGCL
Metazoa_SRP,Metazoa_SRP
ABHD18,ABHD18
ELMOD2,ELMOD2
PSMB9,PSMB9
AGK,AGK
PACRG,PACRG
U3,U3
CD36,CD36
NPVF,NPVF
TULP1,TULP1
TSPAN33,TSPAN33
UCP1,UCP1
PROM1,PROM1
RNU6-660P,U6
SPMIP4,SPMIP4
PPP2R5D,PPP2R5D
RN7SL152P,Metazoa_SRP
ZNF595,ZNF595
Y_RNA,Y_RNA
Y_RNA,Y_RNA
TBC1D9,TBC1D9
MIR2113,MIR2113
Metazoa_SRP,Metazoa_SRP
GALE,GALE
TAP1,PSMB8
RNU6-1003P,U6
SNX14,SNX14
GNAT3,GNAT3
DENND11,DENND11
SMO,SMO
PRKN,PRKN
MMS22L,MMS22L
RN7SL869P,Metazoa_SRP
SLC44A4,SLC44A4
RNF150,RNF150
GNAI1,GNAI1
LARP1B,LARP1B
PEX6,PEX6
WEE2,WEE2
LYPLA2,LYPLA2
RNU6-849P,U6
RNU1-82P,U1
PITHD1,PITHD1
TAP2,MAMU-DOB
Metazoa_SRP,Metazoa_SRP
KLHL32,KLHL32
PGRMC2,PGRMC2
GNMT,GNMT
SSBP1,SSBP1
SNORD81,SNORD81
Metazoa_SRP,Metazoa_SRP
RN7SL58P,Metazoa_SRP
ZNF330,ZNF330
Metazoa_SRP,Metazoa_SRP
TAS2R3,TAS2R3
NT5E,NT5E
AHCYL2,AHCYL2
Metazoa_SRP,Metazoa_SRP
TAS2R4,TAS2R4
TAS2R5,TAS2R5
CNPY3,CNPY3
ELOA,ELOA
NEU1,NEU1
RN7SL509P,Metazoa_SRP
JADE1,JADE1
AGPAT4,AGPAT4
IL15,IL15
Metazoa_SRP,Metazoa_SRP
COL12A1,COL12A1
NDUFAF4,NDUFAF4
PRSS37,PRSS37
U7,U7
CDH18,CDH18
GPR63,GPR63
PPP1R15B,PPP1R15B
SNORD52,SNORD52
KMT2C,KMT2C
OR9A4,OR9A4
SNORD48,SNORD48
RNU4-70P,U4
U6,U6
PIGG,PIGG
TBX18,TBX18
STRIP2,STRIP2
TAPT1,TAPT1
Metazoa_SRP,Metazoa_SRP
CLEC5A,CLEC5A
U6,U6
Metazoa_SRP,Metazoa_SRP
ANK2,ANK2
BICRAL,BICRAL
HSPA1L,HSPA1L
PIK3C2B,PIK3C2B
INPP4B,INPP4B
AKAP9,AKAP9
Metazoa_SRP,Metazoa_SRP
TAS2R38,TAS2R38
Metazoa_SRP,Metazoa_SRP
MAGI2,MAGI2
Metazoa_SRP,Metazoa_SRP
LSM2,LSM2
U2,U2
CEP162,CEP162
ID3,ID3
RNU1-72P,U1
TBCC,TBCC
E2F2,E2F2
MGAM,MGAM
SCLT1,SCLT1
SMKR1,SMKR1
Metazoa_SRP,Metazoa_SRP
VARS1,VARS1
LDB2,LDB2
PRPH2,PRPH2
HLA-DRB5,MAMU-DRB1
U6,U6
NRF1,NRF1
MGAM2,MGAM2
MDM4,MDM4
ASAP3,ASAP3
RNU6-739P,U6
PDE6B,PDE6B
MAP3K4,MAP3K4
USP38,USP38
PRSS58,PRSS58
MIR96,mml-mir-96
CDH12,CDH12
MIR183,mml-mir-183
CYB5R4,CYB5R4
Y_RNA,Y_RNA
SNORA75B,SNORA75
NAF1,NAF1
UBE2H,UBE2H
TCEA3,TCEA3
LRRN2,LRRN2
UBR2,UBR2
SAPCD1,SAPCD1
Y_RNA,Y_RNA
Y_RNA,Y_RNA
MAGI1,MAGI1
Y_RNA,Y_RNA
GAB1,GAB1
MYL5,MYL5
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
MED10,MED10
QDPR,QDPR
C4orf33,C5H4orf33
NPY1R,NPY1R
SLC49A3,SLC49A3
ZC3HC1,ZC3HC1
Y_RNA,Y_RNA
NPY5R,NPY5R
UBE2QL1,UBE2QL1
CDH10,CDH10
HNRNPR,HNRNPR
Metazoa_SRP,Metazoa_SRP
CLRN2,CLRN2
NSUN2,NSUN2
CXCR6,CXCR6
HLA-DRA,MAMU-DRA
Y_RNA,Y_RNA
LAP3,LAP3
XCR1,XCR1
MARCHF1,MARCHF1
RNU6-374P,U6
GAK,GAK
NFASC,NFASC
VWA7,VWA7
SRD5A1,SRD5A1
CCR1,CCR1
RNU6-530P,U6
CCR3,CCR3
RNU6-337P,U6
SMARCA5,SMARCA5
RNU4-43P,U4
CCR2,CCR2
TSBP1,TSBP1
MED28,MED28
SNAP91,SNAP91
TENT4A,TENT4A
CCR5,CCR5
FAM184B,FAM184B
Metazoa_SRP,Metazoa_SRP
CCRL2,CCRL2
SNORA70,SNORA70
DCAF16,DCAF16
Metazoa_SRP,Metazoa_SRP
U6,U6
MSH5,MSH5
PCDH10,PCDH10
NCAPG,NCAPG
PLG,PLG
TMEM175,TMEM175
RNU6-284P,U6
HTR1D,HTR1D
RNU6-890P,U6
RNU6-135P,U6
U5,U5
PHTF2,PHTF2
SLC25A26,SLC25A26
SMIM31,SMIM31
RNU6-514P,U6
Metazoa_SRP,Metazoa_SRP
PABPC4L,PABPC4L
LTF,LTF
Metazoa_SRP,Metazoa_SRP
U6,U6
RNU6-668P,U6
LUZP1,LUZP1
FREM3,FREM3
Metazoa_SRP,Metazoa_SRP
DGKQ,DGKQ
APELA,APELA
U4,U4
LCORL,LCORL
U3,U3
KDM1A,KDM1A
PCDH18,PCDH18
CDH9,CDH9
TRERF1,TRERF1
ADCY2,ADCY2
TRIM75,TRIM75
RN7SL482P,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
IDUA,IDUA
RTP3,RTP3
RNU6-738P,U6
TMEM192,TMEM192
TEX46,TEX46
U2,U2
SLC22A3,SLC22A3
SLC7A11,SLC7A11
EMCN,EMCN
MRPS10,GUCA1B
TMEM60,TMEM60
Metazoa_SRP,Metazoa_SRP
DDAH2,DDAH2
LACTBL1,LACTBL1
LRIG1,LRIG1
FAM240A,FAM240A
RSBN1L,RSBN1L
GUCA1A,GUCA1A
MPIG6B,MPIG6B
SLC22A2,SLC22A2
ALS2CL,ALS2CL
U7,U7
EPHB2,EPHB2
NOCT,NOCT
LY6G6C,LY6G6C
U6,U6
RNU6-531P,U6
RNF212,RNF212
SLC22A1,SLC22A1
KLHL2,KLHL2
PTPN12,PTPN12
PPP3CA,PPP3CA
Metazoa_SRP,Metazoa_SRP
ELF2,ELF2
Metazoa_SRP,Metazoa_SRP
PRSS35,PRSS35
LY6G6F,g6g-ly6g6d
PRSS50,PRSS50
Metazoa_SRP,Metazoa_SRP
C1QC,C1QC
CDH6,CDH6
KBTBD8,KBTBD8
CFAP90,CFAP90
TAF8,TAF8
SPON2,SPON2
FASTKD3,FASTKD3
RN7SL382P,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
MYL3,MYL3
CTBP1,CTBP1
RN7SL311P,Metazoa_SRP
MTRR,MTRR
HHIP,HHIP
SUCLG2,SUCLG2
Metazoa_SRP,Metazoa_SRP
PTH1R,PTH1R
Y_RNA,Y_RNA
ME1,ME1
U4,U4
ABHD16A,ABHD16A
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
SLIT2,SLIT2
GK3,GK3
RNU6-1074P,U6
EPHA8,EPHA8
RNU1-76P,U1
CNTN2,CNTN2
CCDC12,CCDC12
MGARP,MGARP
IGF2R,IGF2R
Metazoa_SRP,Metazoa_SRP
MSMO1,MSMO1
Metazoa_SRP,Metazoa_SRP
SEMA5A,SEMA5A
MAEA,MAEA
CCND3,CCND3
ANAPC10,ANAPC10
TAFA1,TAFA1
Metazoa_SRP,Metazoa_SRP
ZBTB40,ZBTB40
CPE,CPE
Metazoa_SRP,Metazoa_SRP
TAFA4,TAFA4
RBBP5,RBBP5
BANK1,BANK1
RWDD2A,RWDD2A
NAA15,NAA15
SNORD123,SNORD123
CD109,CD109
NBEAL2,NBEAL2
ABCE1,ABCE1
PGM3,PGM3
Metazoa_SRP,Metazoa_SRP
UVSSA,UVSSA
TAS2R1,TAS2R1
GSAP,GSAP
USP49,USP49
CCT8L2,CCT8L2
PRRC2A,PRRC2A
EOGT,EOGT
Metazoa_SRP,Metazoa_SRP
DSTYK,DSTYK
WNT4,WNT4
ATPSCKMT,ATPSCKMT
5S_rRNA,5S_rRNA
NMU,NMU
RNU6-462P,U6
NKX1-1,NKX1-1
RNU6-1214P,U6
XRCC2,XRCC2
TLL1,TLL1
RAB33B,RAB33B
SLC39A8,SLC39A8
RN7SL845P,Metazoa_SRP
FAM53A,FAM53A
Y_RNA,Y_RNA
DOP1A,DOP1A
CCT5,CCT5
PDCL2,PDCL2
ACTR3B,ACTR3B
RN7SL728P,Metazoa_SRP
SLBP,SLBP
CLOCK,CLOCK
TMF1,TMF1
OTUD4,OTUD4
SETD7,SETD7
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
U6,U6
Y_RNA,Y_RNA
CMBL,CMBL
TMCC2,TMCC2
BYSL,BYSL
NFKB1,NFKB1
Y_RNA,Y_RNA
MAS1,MAS1
TMEM129,TMEM129
TMEM165,TMEM165
SETD2,SETD2
MGST2,MGST2
MCCC2,MCCC2
Y_RNA,Y_RNA
TACC3,TACC3
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
MARCHF6,MARCHF6
Y_RNA,Y_RNA
MAML3,MAML3
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
CCDC146,CCDC146
NUAK2,NUAK2
CARTPT,CARTPT
Metazoa_SRP,Metazoa_SRP
UBA3,UBA3
MANBA,MANBA
PNLDC1,PNLDC1
MIR218-1,mml-mir-218-1
Metazoa_SRP,Metazoa_SRP
RNU6-746P,U6
PRICKLE4,PRICKLE4
RN7SL822P,Metazoa_SRP
LY6G5C,LY6G5C
KLHDC8A,KLHDC8A
FGFR3,FGFR3
MTERF1,MTERF1
KDR,KDR
OSBPL3,OSBPL3
KIF9,KIF9
ROPN1L,ROPN1L
DPP6,DPP6
LEMD1,LEMD1
Metazoa_SRP,Metazoa_SRP
PACRGL,PACRGL
MAP1B,MAP1B
FRS3,FRS3
Metazoa_SRP,Metazoa_SRP
RN7SL424P,Metazoa_SRP
FGL2,FGL2
MIR135B,MIR135B
SPOCK3,SPOCK3
LETM1,LETM1
PGC,PGC
GPANK1,GPANK1
Metazoa_SRP,Metazoa_SRP
CLGN,CLGN
CDK18,CDK18
ARL6IP5,ARL6IP5
KIT,KIT
FAM185A,FAM185A
Metazoa_SRP,Metazoa_SRP
LMOD3,LMOD3
MRPS27,MRPS27
GSDME,GSDME
Metazoa_SRP,Metazoa_SRP
SLC17A5,SLC17A5
Metazoa_SRP,Metazoa_SRP
SMAD1,SMAD1
TFEB,TFEB
RN7SL153P,Metazoa_SRP
CDK14,CDK14
MFSD4A,MFSD4A
NSD2,NSD2
MGAT4D,MGAT4D
BAG6,BAG6
MMAA,MMAA
SNORA29,SNORA29
UBE3D,UBE3D
SCAP,SCAP
SNORA20,SNORA20
PTCD2,PTCD2
RNU6-418P,U6
PDGFRA,PDGFRA
PALS2,PALS2
C4orf51,C5H4orf51
ELK4,ELK4
FRMD4B,FRMD4B
CTNND2,CTNND2
KCNIP4,KCNIP4
ELP6,ELP6
FBXL13,FBXL13
SLC45A3,SLC45A3
NELFA,NELFA
ZNF366,ZNF366
MDFI,MDFI
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
RN7SL870P,Metazoa_SRP
TPBG,TPBG
WTAP,WTAP
SLC9B1,SLC9B1
U6,U6
CSPG5,CSPG5
Y_RNA,Y_RNA
FOXP4,FOXP4
GSX2,GSX2
NICOL1,NICOL1
NPY,NPY
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
SMARCC1,SMARCC1
RNU6-429P,U6
Metazoa_SRP,Metazoa_SRP
PAXIP1,PAXIP1
GTPBP10,GTPBP10
Metazoa_SRP,Metazoa_SRP
RNU6-679P,U6
ZNF827,ZNF827
RNU6-1136P,U6
TNPO1,TNPO1
NCR2,NCR2
POLN,POLN
SLC9B2,SLC9B2
LRRC17,LRRC17
RNU6-643P,U6
IBTK,IBTK
RN7SL776P,Metazoa_SRP
SNORA72,SNORA72
TREM1,TREM1
MTO1,MTO1
SOD2,SOD2
APOM,APOM
BDH2,BDH2
FAM237B,FAM237B
SLC41A1,SLC41A1
HTR5A,HTR5A
SNORA38,SNORA38
STK31,STK31
DHX30,DHX30
DNAH5,DNAH5
ARMC10,ARMC10
AIF1,AIF1
TREML2,TREML2
LNX1,LNX1
CFAP69,CFAP69
RN7SL827P,Metazoa_SRP
TREM2,TREM2
Metazoa_SRP,Metazoa_SRP
RNU6-975P,U6
PM20D1,PM20D1
ANXA10,ANXA10
INSIG1,INSIG1
Metazoa_SRP,Metazoa_SRP
CGAS,CGAS
NCR3,NCR3
Metazoa_SRP,Metazoa_SRP
FNDC1,FNDC1
FCHO2,FCHO2
TREML1,TREML1
DDX43,DDX43
NAPEPLD,NAPEPLD
MITF,MITF
MIR1226,mml-mir-1226
SLC26A9,SLC26A9
EN2,EN2
LTB,LTB
DDX60,DDX60
TNF,TNF
OOEP,OOEP
Y_RNA,Y_RNA
LTA,LTA
PMPCB,PMPCB
LSM6,LSM6
RNU6-130P,U6
RAB7B,RAB7B
REELD1,REELD1
CENPE,CENPE
KHDC3L,KHDC3L
SNORA70,SNORA70
STEAP2,STEAP2
NFKBIL1,NFKBIL1
Metazoa_SRP,Metazoa_SRP
TENT5A,TENT5A
TAGAP,TAGAP
MAP4,MAP4
CCDC126,CCDC126
DPPA5,DPPA5
CTSE,CTSE
SLC10A7,SLC10A7
SCFD2,SCFD2
DDX60L,DDX60L
Metazoa_SRP,Metazoa_SRP
TMEM171,TMEM171
RSPH3,RSPH3
Metazoa_SRP,Metazoa_SRP
RNU6-310P,U6
RNU6-420P,U6
RBM33,RBM33
ATP6V1G2,ATP6V1G2
RNU1-44P,U1
TMEM174,TMEM174
RHEX,RHEX
TRA2A,TRA2A
POU4F2,POU4F2
DNAJC2,DNAJC2
Metazoa_SRP,Metazoa_SRP
U6,U6
OSTM1,OSTM1
AVPR1B,AVPR1B
PAQR8,PAQR8
ZNF804B,ZNF804B
RN7SL418P,Metazoa_SRP
FOXD1,FOXD1
DDX39B,DDX39B
BCKDHB,BCKDHB
Y_RNA,Y_RNA
MDFIC2,MDFIC2
TEX47,TEX47
Metazoa_SRP,Metazoa_SRP
RASL11B,RASL11B
PSMC2,PSMC2
BTF3,BTF3
Y_RNA,Y_RNA
NR2E1,NR2E1
RNU6-281P,U6
NFYA,NFYA
PALLD,PALLD
ADAMTS19,ADAMTS19
TTC29,TTC29
MCM3,MCM3
Y_RNA,Y_RNA
STEAP4,STEAP4
ANKRA2,ANKRA2
Y_RNA,Y_RNA
RN7SL664P,Metazoa_SRP
IGF2BP3,IGF2BP3
SNX3,SNX3
ERVMER34-1,ERVMER34-1
SNORA26,SNORA26
FOXP1,FOXP1
KCNQ5,KCNQ5
RNU7-143P,U7
CDC25A,CDC25A
MINAR2,MINAR2
OARD1,OARD1
SNORD65C,SNORD65C
RNU6-1336P,U6
SNORD84,SNORD83
Metazoa_SRP,Metazoa_SRP
UTP15,UTP15
SNORD117,SNORD83
SRI,SRI
RNU6-853P,U6
MALSU1,MALSU1
CBR4,CBR4
RNU6-1144P,U6
SLC26A5,SLC26A5
OTULINL,OTULINL
SRGAP2,SRGAP2
IL17F,IL17F
RNU7-128P,U7
MIR4282,MIR4282
APOBEC2,APOBEC2
TTK,TTK
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
EDNRA,EDNRA
IL17A,IL17A
GPNMB,GPNMB
CAMP,CAMP
SH3RF1,SH3RF1
RN7SL184P,Metazoa_SRP
MIR133B,mml-mir-133b
OTULIN,OTULIN
MIR206,mml-mir-206
USP46,USP46
RNU1-138P,U1
MICB,MIC1
HINT1,HINT1
ZNF589,ZNF589
AFG1L,AFG1L
TMEM184C,TMEM184C
LYRM7,LYRM7
EIF4E3,EIF4E3
ANKH,ANKH
Y_RNA,Y_RNA
NUP42,NUP42
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
PRMT9,PRMT9
PKHD1,PKHD1
RNU6-818P,U6
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
NME6,NME6
Metazoa_SRP,Metazoa_SRP
GPR27,GPR27
ARHGEF28,ARHGEF28
Metazoa_SRP,Metazoa_SRP
RNU6-1298P,U6
Metazoa_SRP,Metazoa_SRP
MCCD1,MCCD1
U2,U2
Y_RNA,Y_RNA
PROK2,PROK2
ARHGAP10,ARHGAP10
Y_RNA,Y_RNA
SPINK8,SPINK8
IKBKE,IKBKE
KLHL7,KLHL7
RN7SL271P,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
ADAM22,ADAM22
Metazoa_SRP,Metazoa_SRP
RNU6-770P,U6
RN7SL580P,Metazoa_SRP
PPM1K,PPM1K
U2,U2
ELOVL4,ELOVL4
SPATA18,SPATA18
NEK1,NEK1
RNU7-196P,U7
FBXW12,FBXW12
RIMS1,RIMS1
TFAP2B,TFAP2B
RASSF5,RASSF5
RN7SL814P,Metazoa_SRP
HYCC1,HYCC1
RNU6-112P,U6
RN7SL254P,Metazoa_SRP
RELN,RELN
Y_RNA,Y_RNA
ENC1,ENC1
SH3BGRL2,SH3BGRL2
NR3C2,NR3C2
TFAP2D,TFAP2D
HEXB,HEXB
LCA5,LCA5
SNORD93,SNORD93
DEFB112,DEFB112
U6,U6
RN7SL321P,Metazoa_SRP
EIF2D,EIF2D
Metazoa_SRP,Metazoa_SRP
HERC6,HERC6
RNU7-197P,U7
DEFB110,DEFB110
IQCM,IQCM
DEFB113,DEFB113
Metazoa_SRP,Metazoa_SRP
PLXNB1,PLXNB1
RAPGEF6,RAPGEF6
DEFB114,DEFB114
IL6,IL6
GFM2,GFM2
CRISP1,CRISP1
DYRK3,DYRK3
CXCL9,CXCL9
HMGN3,HMGN3
PGK2,PGK2
HERC5,HERC5
CRISP3,CRISP3
RNU6-1230P,U6
SDAD1,SDAD1
MAPKAPK2,MAPKAPK2
DCLK2,DCLK2
PHIP,PHIP
RNU4-66P,U4
Metazoa_SRP,Metazoa_SRP
LRRC66,LRRC66
MIR30A,mml-mir-30a
RNU6-658P,U6
CCDC51,CCDC51
Metazoa_SRP,Metazoa_SRP
RAPGEF5,RAPGEF5
HERC3,HERC3
NSA2,NSA2
Metazoa_SRP,Metazoa_SRP
TMA7,TMA7
IL10,IL10
RNU6-1330P,U6
TACR3,TACR3
Metazoa_SRP,Metazoa_SRP
ATRIP,ATRIP
RHAG,RHAG
U6,U6
FAM169A,FAM169A
ORC5,ORC5
Metazoa_SRP,Metazoa_SRP
IRAK1BP1,IRAK1BP1
RNU6-774P,U6
IL19,IL19
RNU7-194P,U7
DBF4,DBF4
DCUN1D4,DCUN1D4
Metazoa_SRP,Metazoa_SRP
OGFRL1,OGFRL1
TREX1,TREX1
RNU6-635P,U6
GCNT4,GCNT4
LRBA,LRBA
IL20,IL20
NAAA,NAAA
C6orf141,C4H6orf141
MEI4,MEI4
RNU6-351P,U6
SLC25A40,SLC25A40
GLYATL3,GLYATL3
GPAT3,GPAT3
CDCA7L,CDCA7L
HTR1B,HTR1B
Metazoa_SRP,Metazoa_SRP
TET2,TET2
CENPQ,CENPQ
U2,U2
CLCN3,CLCN3
RNU6-261P,U6
Metazoa_SRP,Metazoa_SRP
RNU6-248P,U6
MAB21L2,MAB21L2
ANKRD31,ANKRD31
LHFPL3,LHFPL3
Metazoa_SRP,Metazoa_SRP
ABRAXAS1,ABRAXAS1
RNU6-411P,U6
MMUT,MMUT
Metazoa_SRP,Metazoa_SRP
U3,U3
Metazoa_SRP,Metazoa_SRP
ARL14EPL,ARL14EPL
RNU7-65P,U7
Metazoa_SRP,Metazoa_SRP
IMPG1,IMPG1
B3GAT2,B3GAT2
Metazoa_SRP,Metazoa_SRP
RUNDC3B,RUNDC3B
ARHGAP24,ARHGAP24
Metazoa_SRP,Metazoa_SRP
PPA2,PPA2
Metazoa_SRP,Metazoa_SRP
MRPS18C,MRPS18C
COMMD10,COMMD10
PFKFB4,PFKFB4
PTCHD4,PTCHD4
SNORD73B,SNORD73
Metazoa_SRP,Metazoa_SRP
PPEF2,PPEF2
RNU6-644P,U6
SP4,SP4
HPF1,HPF1
Y_RNA,Y_RNA
FAM13A,FAM13A
SMAP1,SDHAF4
UCN2,UCN2
KMT2E,KMT2E
RNU1-15P,U1
HELQ,HELQ
U2,U2
RN7SL542P,Metazoa_SRP
OPN5,OPN5
ARHGEF38,ARHGEF38
SP8,SP8
MACROH2A1,MACROH2A1
MYO6,MYO6
MFAP3L,MFAP3L
SEMA6A,SEMA6A
Metazoa_SRP,Metazoa_SRP
RNU1-105P,U1
HPSE,HPSE
INTS12,INTS12
ABCB5,ABCB5
ARSJ,ARSJ
USO1,USO1
HMGCR,HMGCR
ADGRF4,ADGRF4
TIFAB,TIFAB
NEUROG1,NEUROG1
AADAT,AADAT
UGT8,UGT8
COQ2,COQ2
GSTCD,GSTCD
MIR577,mml-mir-577
CXCL14,CXCL14
Metazoa_SRP,Metazoa_SRP
RN7SL808P,Metazoa_SRP
ABCB4,ABCB4
MAPK10,MAPK10
FAM135A,FAM135A
Metazoa_SRP,Metazoa_SRP
NDST4,NDST4
CD2AP,CD2AP
GALNTL6,GALNTL6
Metazoa_SRP,Metazoa_SRP
PLAC8,PLAC8
SRPK2,SRPK2
Metazoa_SRP,Metazoa_SRP
MIR711,mml-mir-711
SLC25A48,SLC25A48
Metazoa_SRP,Metazoa_SRP
TNFRSF21,TNFRSF21
RNU7-34P,U7
NPNT,NPNT
Metazoa_SRP,Metazoa_SRP
UQCRC1,UQCRC1
TIGD2,TIGD2
RNU6-1016P,U6
COPS4,COPS4
ITGB8,ITGB8
RNU6-907P,U6
RN7SL253P,Metazoa_SRP
GPRIN3,GPRIN3
Y_RNA,Y_RNA
ADGRF1,ADGRF1
Metazoa_SRP,Metazoa_SRP
TMEM89,TMEM89
CERT1,CERT1
GALNT7,GALNT7
RNU6-119P,U6
MACC1,MACC1
TRAM1L1,TRAM1L1
G3BP2,G3BP2
RNU6-373P,U6
NDST3,NDST3
TMEM196,TMEM196
Metazoa_SRP,Metazoa_SRP
LIN54,LIN54
SNCA,SNCA
U7,U7
SAP30,SAP30
SLC26A6,SLC26A6
POLR1F,POLR1F
SCRG1,SCRG1
CDKL2,CDKL2
ADGRF5,ADGRF5
THAP9,THAP9
IL9,IL9
RNU6-1096P,U6
PRSS12,PRSS12
TBCK,TBCK
HAND2,HAND2
LECT2,LECT2
MMRN1,MMRN1
CELSR3,CELSR3
MGAT4B,MGAT4B
COL9A1,COL9A1
METTL14,METTL14
THAP6,THAP6
DMXL1,DMXL1
FBXO8,FBXO8
PTPN13,PTPN13
AIMP1,AIMP1
CCSER1,CCSER1
TGFBI,TGFBI
U6,U6
Metazoa_SRP,Metazoa_SRP
SEC31A,SEC31A
NCKIPSD,NCKIPSD
SQSTM1,SQSTM1
POLK,POLK
CROT,CROT
PUS7,PUS7
SLC10A6,SLC10A6
HDAC9,HDAC9
GIMD1,GIMD1
CEP44,CEP44
Vault,Vault
RCHY1,RCHY1
C4orf36,C5H4orf36
DKK2,DKK2
RNU7-175P,U7
MRNIP,MRNIP
IP6K2,IP6K2
SMAD5,SMAD5
MEP1A,MEP1A
GRID2,GRID2
SV2C,SV2C
PARM1,PARM1
RNU6-551P,U6
TMEM243,TMEM243
AFF1,AFF1
Y_RNA,Y_RNA
SNORD36,SNORD36
BTC,BTC
RINT1,RINT1
HPGD,HPGD
SEC24D,SEC24D
AREG,AREG
ANKRD66,ANKRD66
PRKAR2A,PRKAR2A
Y_RNA,Y_RNA
PAPSS1,PAPSS1
TRPC7,TRPC7
EREG,EREG
RNU6-992P,U6
PLA2G7,PLA2G7
SLC25A20,SLC25A20
EPGN,EPGN
EFCAB10,EFCAB10
GLRA3,GLRA3
COL19A1,COL19A1
IQGAP2,IQGAP2
DMTF1,DMTF1
TDRD6,TDRD6
SETD4,SETD4
RNU6-733P,U6
SPOCK1,SPOCK1
ARIH2,ARIH2
SGMS2,SGMS2
KLHL8,KLHL8
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
ADAM29,ADAM29
MTHFD2L,MTHFD2L
SMARCAD1,SMARCAD1
PRPS1L1,PRPS1L1
SLC25A27,SLC25A27
CYP2U1,CYP2U1
SCD5,SCD5
TBC1D9B,TBC1D9B
Metazoa_SRP,Metazoa_SRP
MIR802,mml-mir-802
HSD17B13,HSD17B13
LMBRD1,LMBRD1
P4HTM,P4HTM
Metazoa_SRP,Metazoa_SRP
ATXN7L1,ATXN7L1
SNX13,SNX13
HADH,HADH
TMEM150C,TMEM150C
HSD17B11,HSD17B11
SYNPO2,SYNPO2
F2RL2,F2RL2
WDR6,WDR6
F2R,F2R
RN7SL681P,Metazoa_SRP
KLHL3,KLHL3
HPGDS,HPGDS
Metazoa_SRP,Metazoa_SRP
CYP39A1,CYP39A1
F2RL1,F2RL1
LEF1,LEF1
ELAPOR2,ELAPOR2
RNU6-701P,U6
RN7SL208P,Metazoa_SRP
DALRD3,DALRD3
ADGRB3,ADGRB3
CRHBP,CRHBP
NUDT9,NUDT9
HNRNPDL,HNRNPDL
RN7SL218P,Metazoa_SRP
MIR874,mml-mir-874
MIR425,mml-mir-425
AHR,AHR
MIR191,MIR191
CXCL5,CXCL5
SNORD42,SNORD42
SYPL1,SYPL1
PPBP,PPBP
MYOZ2,MYOZ2
RCAN2,RCAN2
NDUFAF3,NDUFAF3
RNU6-392P,U6
RN7SL174P,Metazoa_SRP
PF4,PF4
RCAN1,RCAN1
HNRNPD,HNRNPD
RNU6-477P,U6
Metazoa_SRP,Metazoa_SRP
NAMPT,NAMPT
SPARCL1,SPARCL1
AGR3,AGR3
PDLIM5,PDLIM5
Metazoa_SRP,Metazoa_SRP
RNU6-431P,U6
ENPP5,ENPP5
SPDL1,SPDL1
Metazoa_SRP,Metazoa_SRP
ZBED3,ZBED3
AGR2,AGR2
ENPP4,ENPP4
GRM3,GRM3
CXCL1,CXCL1
SNORA47,SNORA47
SMIM34,SMIM34
U6,U6
PKD2L2,PKD2L2
USP53,USP53
ETNPPL,ETNPPL
Metazoa_SRP,Metazoa_SRP
PF4V1,PF4V1
PIK3CG,PIK3CG
RNF130,RNF130
CLIC5,CLIC5
C21orf140,C21orf140
CXCL6,CXCL6
RNU6-280P,U6
DMP1,DMP1
RNU7-66P,U7
PDE8B,AGGF1
CXCL8,CXCL8
Y_RNA,Y_RNA
SEMA3D,SEMA3D
KCNE2,KCNE2
RASGEF1B,RASGEF1B
PRKAR2B,PRKAR2B
BZW2,BZW2
MIR340,mml-mir-340
HSD17B4,HSD17B4
IBSP,IBSP
FABP2,FABP2
MRPS6,MRPS6
RNU6-754P,U6
DOCK2,DOCK2
U6,U6
FAM13B,FAM13B
RASSF6,RASSF6
Metazoa_SRP,Metazoa_SRP
MEPE,MEPE
RUNX2,RUNX2
RN7SL740P,Metazoa_SRP
WDR41,WDR41
ANKMY2,ANKMY2
PDE5A,PDE5A
EYS,EYS
SEMA3A,SEMA3A
LRRC72,LRRC72
HBP1,HBP1
BMPR1B,BMPR1B
RNU5A-2P,U5
COL25A1,COL25A1
PRKG2,PRKG2
SOSTDC1,SOSTDC1
SPP1,SPP1
OTP,OTP
INSYN2B,INSYN2B
Metazoa_SRP,Metazoa_SRP
RNU6-1148P,U6
MAPK9,MAPK9
BMP3,BMP3
FOXI1,FOXI1
CRPPA,CRPPA
RNU1-36P,U1
