Gene name	Human gene name	Human homology type	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Human Gene-order conservation score	Human Whole-genome alignment coverage	Human orthology confidence [0 low, 1 high]
Y_RNA							
							
		ortholog_one2many	83.6538	83.6538		0.00	0
U7							
		ortholog_many2many	71.6667	80.3738		0.00	0
		ortholog_many2many	88.3333	82.8125		0.00	0
U6	RNU6-469P	ortholog_many2many	66.3366	66.3366		0.00	0
U6	RNU6-735P	ortholog_many2many	78.2178	73.8318		0.00	0
Y_RNA							
	SNORA79B	ortholog_one2many	93.2432	93.2432		100.00	1
POLR3A	POLR3A	ortholog_one2one	99.4245	99.4245	75	100.00	1
U1	RNVU1-34	ortholog_one2one	75.6098	75.6098		0.00	0
MIR26B	MIR26B	ortholog_one2one	100	100		100.00	1
	SNORA79	ortholog_one2many	87.234	87.8571		0.00	0
							
Y_RNA	Y_RNA	ortholog_one2many	86.4583	81.3726		0.00	0
							
CMTM2	CMTM2	ortholog_one2one	59.8326	57.6613	100	100.00	1
	RPS4X	ortholog_one2many	98.0989	98.0989	0	0.00	0
GDF2	GDF2	ortholog_one2one	85.3774	84.3823	75	100.00	1
WASF2	WASF2	ortholog_one2one	96.7807	96.5863	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	80.3922	83.6735		0.00	0
S1PR2	S1PR2	ortholog_one2one	92.6136	92.3513	100	97.22	1
Y_RNA							
							
PREP	PREP	ortholog_one2one	96.7606	96.7606	100	100.00	1
Metazoa_SRP	RN7SL297P	ortholog_one2one	61.8729	63.1399		0.00	0
Y_RNA	Y_RNA	ortholog_one2many	60	55.2632		0.00	0
U6							
U4	RNU4-7P	ortholog_one2one	76.6917	72.3404		0.00	0
5S_rRNA							
Y_RNA							
Y_RNA							
Metazoa_SRP							
MIR33B	MIR33B	ortholog_one2one	100	73.9583		100.00	1
Y_RNA							
Metazoa_SRP							
Y_RNA							
		ortholog_one2one	87.5	87.5		0.00	0
SNORD22							
U6							
Y_RNA							
RGS20	RGS20	ortholog_one2one	54.4974	85.4772	100	100.00	1
NRARP	NRARP	ortholog_one2one	100	100	100	100.00	1
U4	RNU4-64P	ortholog_one2one	51.773	55.7252		0.00	0
DOP1B	DOP1B	ortholog_one2one	92.1902	91.9495	100	100.00	1
U6							
Metazoa_SRP	RN7SL199P	ortholog_one2many	74.5819	79.3594		0.00	0
Metazoa_SRP	RN7SL656P	ortholog_one2many	74.5819	79.3594		0.00	0
Metazoa_SRP	RN7SL404P	ortholog_one2many	73.5786	78.2918		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	74.2475	79.0036		0.00	0
Metazoa_SRP	RN7SL270P	ortholog_one2many	73.913	78.6477		0.00	0
MIR4657	MIR4657	ortholog_one2one	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2many	95.098	95.098		0.00	0
PPIP5K2	PPIP5K2	ortholog_one2one	91.9657	94.8512	100	100.00	1
							
Metazoa_SRP							
FADS1	FADS1	ortholog_one2one	94.8198	84.0319	75	100.00	1
	TNFAIP8L3	ortholog_one2many	94.2708	88.7255	0	0.00	0
U6	RNU6-840P	ortholog_one2one	59.7938	89.2308		0.00	0
SNORD22							
Y_RNA							
NR6A1	NR6A1	ortholog_one2one	98.9583	98.9583	100	100.00	1
U4	RNU4-47P	ortholog_one2one	65.4676	79.8246		0.00	0
Y_RNA							
EFTUD2	EFTUD2	ortholog_one2one	98.9775	99.5885	100	100.00	1
							
							
LANCL3	LANCL3	ortholog_one2one	98.8124	99.0476	50	100.00	1
Y_RNA							
5S_rRNA							
Metazoa_SRP	RN7SL333P	ortholog_many2many	76.1905	70.0337		0.00	0
Metazoa_SRP	RN7SL734P	ortholog_many2many	73.2601	67.1141		0.00	0
5S_rRNA							
ZNF322	ZNF322	ortholog_one2one	95.5224	95.5224	75	100.00	1
Metazoa_SRP							
MIR19A	MIR19A	ortholog_one2one	100	100		100.00	1
U6	RNU6-1330P	ortholog_one2one	82.3529	80		0.00	0
RBM46	RBM46	ortholog_one2one	98.3114	98.3114	100	100.00	1
PSD4	PSD4	ortholog_one2one	82.1891	78.2197	75	100.00	1
U6							
Y_RNA	Y_RNA	ortholog_one2many	47.7273	40.7767		0.00	0
Metazoa_SRP	RN7SL764P	ortholog_one2many	72.8938	69.5804		0.00	0
Metazoa_SRP	RN7SL20P	ortholog_one2many	76.1905	70.0337		0.00	0
BNIP2	BNIP2	ortholog_one2one	81.8182	97.4522	100	100.00	1
							
U6	RNU6-346P	ortholog_one2many	53.6082	46.8468		0.00	0
U4	RNU4-79P	ortholog_one2one	79.1367	78.0142		0.00	0
SNORD22							
SNORA60	SNORA60	ortholog_one2one	96.2687	96.2687		100.00	1
MIR449B	MIR449B	ortholog_one2one	94.898	95.8763		100.00	1
							
U6							
Metazoa_SRP							
Metazoa_SRP	RN7SL58P	ortholog_one2one	78.2609	79.5918		0.00	0
							
U6							
Y_RNA							
RSPO1	RSPO1	ortholog_one2one	94.6565	94.2966	100	100.00	1
							
C17orf49	C17orf49	ortholog_one2one	70.6806	78.4884	100	100.00	1
TRIM24	TRIM24	ortholog_one2one	97.1374	96.9524	100	100.00	1
TOP3B	TOP3B	ortholog_one2one	97.5638	97.5638	75	100.00	1
							
	ORMDL2	ortholog_one2many	70.303	75.817	0	0.00	0
							
Y_RNA							
SESN1	SESN1	ortholog_one2one	98.1851	98.1851	100	100.00	1
Metazoa_SRP	RN7SL260P	ortholog_one2many	74.1611	78.3688		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	65.7718	73.4082		0.00	0
U5							
Y_RNA							
Metazoa_SRP	RN7SL502P	ortholog_one2one	72.2408	74.4828		0.00	0
U6							
SNORD22	SNORD22	ortholog_one2one	73.3945	64		100.00	1
Y_RNA							
U6	RNU6-690P	ortholog_one2one	85.0467	85.8491		0.00	0
Y_RNA							
U4							
							
Y_RNA	Y_RNA	ortholog_one2many	48.6726	57.8947		0.00	0
Metazoa_SRP	RN7SL849P	ortholog_one2one	72.0588	66.4407		0.00	0
SNORD22	SNORD22	ortholog_one2one	91.2698	91.2698		100.00	1
	OR5P2	ortholog_one2many	79.2994	77.3292	100	0.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	91.358	72.549		0.00	0
							
Metazoa_SRP							
U5							
5S_rRNA							
U6							
GNE	GNE	ortholog_one2one	95.8831	100	100	100.00	1
NUDT15	NUDT15	ortholog_one2one	90.2439	90.2439	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	82.9787	81.25		0.00	0
METTL27	METTL27	ortholog_one2one	76.0331	75.102	100	100.00	1
5S_rRNA							
	SNORD38D	ortholog_one2many	75	78.2609		0.00	0
		ortholog_one2many	65.2778	69.1176		0.00	0
	SNORD38C	ortholog_one2many	70.8333	73.913		0.00	0
		ortholog_one2many	63.8889	63.0137		0.00	0
							
Y_RNA	Y_RNA	ortholog_one2many	83.5052	79.4118		0.00	0
U4	RNU4-92P	ortholog_one2many	79.1367	80.8824		0.00	0
Metazoa_SRP	RN7SL420P	ortholog_one2one	65.8088	60.0671		0.00	0
Metazoa_SRP							
TGFBR1	TGFBR1	ortholog_one2one	97.8131	97.8131	100	100.00	1
Y_RNA							
FCRL4	FCRL4	ortholog_one2one	63.6824	73.2039	75	100.00	1
U5							
U6	RNU6-1200P	ortholog_one2one	85.0467	85.0467		0.00	0
	DCUN1D1	ortholog_one2many	93.75	86.8726	0	0.00	0
NR4A2	NR4A2	ortholog_one2one	99.6656	99.6656	100	100.00	1
U6							
Y_RNA	Y_RNA	ortholog_one2many	81.1881	80.3922		0.00	0
U6	RNU6-444P	ortholog_one2one	85.0467	84.2593		0.00	0
Y_RNA							
U5							
Metazoa_SRP							
							
							
Metazoa_SRP	RN7SL465P	ortholog_one2one	75	69.7674		0.00	0
							
U4	RNU4-77P	ortholog_one2one	51.7986	46.1538		0.00	0
Y_RNA							
5S_rRNA							
	SNX5	ortholog_one2many	92.1053	95.297	25	93.69	1
U6							
Metazoa_SRP	RN7SL566P	ortholog_one2many	80.5369	81.0811		0.00	0
U6	RNU6-290P	ortholog_one2one	83.4951	85.1485		0.00	0
Y_RNA							
U6							
Y_RNA							
							
SNORD38A	SNORD38A	ortholog_one2one	82.1918	85.7143		100.00	1
U5							
	GPATCH4	ortholog_one2many	77.3684	32.9596	0	0.00	0
FSIP1	FSIP1	ortholog_one2one	79.5139	78.8296	100	100.00	1
TUBGCP2	TUBGCP2	ortholog_one2one	87.3288	84.8115	100	99.50	1
Metazoa_SRP							
U6	RNU6-921P	ortholog_one2many	84.5361	76.6355		0.00	0
							
Y_RNA	Y_RNA	ortholog_one2one	82.3529	82.3529		0.00	0
							
SEZ6L2	SEZ6L2	ortholog_one2one	97.8332	97.8332	100	100.00	1
MBP	MBP	ortholog_one2one	86.5132	86.5132	50	100.00	1
		ortholog_one2many	57.8125	64.9123		100.00	1
HTR7	HTR7	ortholog_one2one	95.0893	88.9353	100	100.00	1
NEUROD6	NEUROD6	ortholog_one2one	99.4065	99.4065	100	100.00	1
Y_RNA							
Metazoa_SRP							
							
U4							
U5							
							
Y_RNA							
RNU6-1110P	RNU6-1110P	ortholog_one2one	69.0722	66.3366		100.00	1
Y_RNA							
		ortholog_one2many	78.9474	76.6423		0.00	0
Metazoa_SRP	RN7SL724P	ortholog_one2many	74.2475	81.9188		0.00	0
Metazoa_SRP	RN7SL162P	ortholog_one2many	77.2575	79.1096		0.00	0
MCUB	MCUB	ortholog_one2many	83.7349	82.7381	100	100.00	1
GPRC5B	GPRC5B	ortholog_one2one	94.0447	94.0447	100	100.00	1
Metazoa_SRP							
CYB5R4	CYB5R4	ortholog_one2one	77.4411	88.2917	100	100.00	1
U6							
5S_rRNA							
SLFN13	SLFN13	ortholog_one2one	66.8478	68.5619	100	82.48	1
							
U5	RNU5F-2P	ortholog_one2one	68.5393	74.3902		0.00	0
CFAP61	CFAP61	ortholog_one2one	83.0097	82.9426	100	100.00	1
U4	RNU4-53P	ortholog_one2one	49.6403	49.2857		0.00	0
TTLL11	TTLL11	ortholog_one2one	71.94	87.7465	100	100.00	1
PRUNE1	PRUNE1	ortholog_one2one	94.0397	94.0397	100	100.00	1
Y_RNA							
Y_RNA							
							
Metazoa_SRP	RN7SL189P	ortholog_one2one	75.1678	77.5087		0.00	0
5S_rRNA							
RNF111	RNF111	ortholog_one2one	97.3604	97.2617	100	100.00	1
U6							
Y_RNA							
							
U4							
Y_RNA							
Metazoa_SRP	RN7SL861P	ortholog_one2one	71.9064	75.4386		0.00	0
ZNF410	ZNF410	ortholog_one2one	89.3491	94.7699	100	100.00	1
U5	RNU5F-6P	ortholog_one2many	78.6325	79.3103		0.00	0
U1							
5S_rRNA	5S_rRNA	ortholog_one2many	66.2651	51.8868		0.00	0
Metazoa_SRP							
Metazoa_SRP							
U6							
Y_RNA							
Y_RNA							
U6							
U5							
5S_rRNA							
SNORD116	SNORD116-9	ortholog_one2many	90.5263	90.5263		100.00	1
SNORD116	SNORD116-1	ortholog_one2many	89.4737	89.4737		100.00	1
SNORD116	SNORD116-7	ortholog_one2many	89.4737	89.4737		100.00	1
SNORD116	SNORD116-3	ortholog_one2many	90.5263	90.5263		0.00	0
SNORD116	SNORD116-5	ortholog_one2many	89.4737	89.4737		100.00	1
SNORD116	SNORD116-2	ortholog_one2many	92.6316	92.6316		100.00	1
SNORD116	SNORD116-8	ortholog_one2many	90.5263	90.5263		0.00	0
SNORD116	SNORD116-6	ortholog_one2many	91.5789	90.625		100.00	1
SNORD116	SNORD116-4	ortholog_one2many	90.5263	89.5833		100.00	1
Metazoa_SRP	RN7SL291P	ortholog_one2one	78.8591	81.3149		0.00	0
U6	RNU6-1116P	ortholog_one2many	82.0755	87.8788		0.00	0
U6	RNU6-733P	ortholog_one2many	83.0189	84.6154		0.00	0
							
							
RBM23	RBM23	ortholog_one2one	91.629	92.2551	100	100.00	1
Y_RNA							
U6							
Metazoa_SRP							
							
Metazoa_SRP	RN7SL70P	ortholog_many2many	80.602	79.8013		0.00	0
Metazoa_SRP	RN7SL738P	ortholog_many2many	76.2542	76.7677		0.00	0
							
IL31	IL31	ortholog_one2one	65.625	64.0244	100	100.00	1
							
U4							
U6	RNU6-24P	ortholog_one2many	83.0189	82.243		0.00	0
Y_RNA							
U5							
NDOR1	NDOR1	ortholog_one2one	87.9397	87.9397	100	100.00	1
Metazoa_SRP	RN7SL223P	ortholog_one2one	75	71.4286		0.00	0
5S_rRNA							
Y_RNA							
Metazoa_SRP	RN7SL70P	ortholog_many2many	83.9465	83.1126		0.00	0
Metazoa_SRP	RN7SL738P	ortholog_many2many	80.9365	81.4815		0.00	0
Y_RNA							
Y_RNA							
5S_rRNA							
ZBTB12	ZBTB12	ortholog_one2one	99.1285	99.1285	100	100.00	1
5S_rRNA							
	AVEN	ortholog_one2one	68.8976	48.3425	100	93.13	0
FEM1C	FEM1C	ortholog_one2one	99.8379	99.8379	75	100.00	1
Y_RNA							
S100A13	S100A13	ortholog_one2one	87	88.7755	100	100.00	1
U5	RNU5F-7P	ortholog_one2one	76.9231	78.2609		0.00	0
5S_rRNA							
ENTREP1	ENTREP1	ortholog_one2one	90.7368	71.476	100	100.00	1
							
Y_RNA							
Y_RNA							
U6							
							
5S_rRNA							
							
Metazoa_SRP							
EGLN2	EGLN2	ortholog_one2one	95.8025	95.3317	75	100.00	1
U1							
U4							
Y_RNA							
Metazoa_SRP	RN7SL558P	ortholog_one2one	75.1613	77.9264		0.00	0
U6	RNU6-1331P	ortholog_one2one	83.3333	84.9057		0.00	0
Metazoa_SRP							
RND1	RND1	ortholog_one2one	98.2759	98.2759	75	100.00	1
Y_RNA							
SNORD63	SNORD63	ortholog_one2one	76.25	76.25		100.00	1
U1	RNU1-65P	ortholog_one2one	60.3053	53.3784		0.00	0
U6							
U6							
U4							
Y_RNA							
U5	RNU5B-3P	ortholog_one2one	85.4167	35.6522		0.00	0
							
							
Y_RNA	Y_RNA	ortholog_one2many	80.8081	78.4314		0.00	0
Y_RNA							
Metazoa_SRP							
PLPPR3	PLPPR3	ortholog_one2one	89.8072	90.8078	50	98.64	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	48.2085	57.1429		0.00	0
SNORA70							
	SNORA2C	ortholog_one2many	87.5912	87.5912		0.00	0
5S_rRNA							
5S_rRNA							
U6							
U4	RNU4-55P	ortholog_one2many	48.5507	48.9051		0.00	0
Y_RNA							
							
Y_RNA							
Y_RNA							
U5							
OBI1	OBI1	ortholog_one2one	93.6726	93.8017	100	100.00	1
Y_RNA							
H2AC25	H2AC25	ortholog_one2one	100	100	75	100.00	1
CTIF	CTIF	ortholog_one2one	93.0081	95.6522	100	100.00	1
RN7SL569P	RN7SL569P	ortholog_one2one	72.3881	67.3611		100.00	1
SNORA71	SNORA71D	ortholog_one2many	90.8397	88.806		0.00	0
U6							
HPSE	HPSE	ortholog_one2one	76.6337	71.2707	100	100.00	1
RBM8A	RBM8A	ortholog_one2one	100	100	100	100.00	1
							
Metazoa_SRP	RN7SL67P	ortholog_one2one	76.8657	69.5946		0.00	0
KIF3C	KIF3C	ortholog_one2one	97.4779	97.4779	100	100.00	1
Y_RNA							
5S_rRNA							
							
Metazoa_SRP							
ACKR1	ACKR1	ortholog_one2one	73.913	75.8929	100	100.00	1
Y_RNA							
U5	RNU5F-4P	ortholog_one2one	67.619	62.2807		0.00	0
							
GSTM3	GSTM3	ortholog_one2one	88	88	100	100.00	1
							
U4							
Y_RNA							
Y_RNA							
Y_RNA							
LRRC2	LRRC2	ortholog_one2one	91.3747	91.3747	50	100.00	1
5S_rRNA							
U6							
U6							
	PRPS1	ortholog_one2many	87.7076	83.0189	0	0.00	0
Metazoa_SRP							
5S_rRNA							
							
U5							
Y_RNA							
SNORA73							
BRF2	BRF2	ortholog_one2one	91.5865	90.9308	100	100.00	1
Y_RNA							
							
NES	NES	ortholog_one2one	79.5203	79.7656	100	100.00	1
EMP1	EMP1	ortholog_one2one	78.882	80.8917	100	100.00	1
Y_RNA							
							
Y_RNA	Y_RNA	ortholog_one2many	84.1122	78.9474		0.00	0
Y_RNA	Y_RNA	ortholog_one2many	80.3738	76.1062		0.00	0
							
U6	RNU6-445P	ortholog_one2many	83.1776	83.1776		0.00	0
Y_RNA							
							
U6	RNU6-537P	ortholog_one2many	67.5926	70.8738		0.00	0
RFLNA	RFLNA	ortholog_one2one	81.8182	70.8333	100	100.00	1
							
5S_rRNA							
U6							
Y_RNA							
Y_RNA							
Metazoa_SRP							
							
							
U6	RNU6-78P	ortholog_one2many	68.5185	69.1589		0.00	0
U6	RNU6-1191P	ortholog_one2many	60.1852	60.7477		0.00	0
U6	RNU6-158P	ortholog_one2many	57.4074	62		0.00	0
Y_RNA							
SNORA2B	SNORA2B	ortholog_one2one	96.3504	96.3504		100.00	1
							
							
S100A9	S100A9	ortholog_one2one	51.9481	70.1754	100	100.00	1
U6							
Y_RNA							
Y_RNA							
Y_RNA							
	SNORA33	ortholog_one2many	89.2308	89.2308		100.00	1
							
							
Metazoa_SRP							
BRSK2	BRSK2	ortholog_one2one	94.0443	92.2554	100	100.00	1
U6	RNU6-1198P	ortholog_one2one	48.1132	76.1194		0.00	0
							
RNU6-932P	RNU6-932P	ortholog_one2one	93.4579	94.3396		100.00	1
Y_RNA	RNY3P2	ortholog_one2one	80.6122	77.451		0.00	0
5S_rRNA							
Y_RNA							
		ortholog_one2one	82.6923	82.6923		0.00	0
RAE1	RAE1	ortholog_one2one	83.8235	92.9348	100	100.00	1
PSMC1	PSMC1	ortholog_one2one	100	100	100	100.00	1
							
							
NPTX1	NPTX1	ortholog_one2one	97.2222	97.2222	50	100.00	1
							
	SNORA33	ortholog_one2many	90	90		100.00	1
U3	U3	ortholog_many2many	57.8723	64.455		0.00	0
U3	U3	ortholog_many2many	60.4255	66.6667		0.00	0
U6							
Y_RNA	Y_RNA	ortholog_one2many	76.2376	77.7778		0.00	0
U6							
Y_RNA							
							
Y_RNA	RNY4P6	ortholog_one2one	89.5833	89.5833		0.00	0
Metazoa_SRP							
5S_rRNA							
							
Y_RNA							
	SNORA2C	ortholog_one2many	85.4015	85.4015		100.00	1
							
							
ZAN	ZAN	ortholog_one2one	70.2947	63.6202	100	100.00	1
NNAT	NNAT	ortholog_one2one	97.5309	97.5309	100	100.00	1
U6	RNU6-1019P	ortholog_one2one	87.7358	86.9159		0.00	0
U6							
U6	RNU6-742P	ortholog_one2one	76.8519	77.5701		0.00	0
							
							
Y_RNA							
GAL3ST3	GAL3ST3	ortholog_one2one	95.5916	95.5916	50	100.00	1
							
5S_rRNA							
TRPC5	TRPC5	ortholog_one2one	98.6653	98.7667	100	100.00	1
U6							
		ortholog_one2many	84.6154	82.0896		0.00	0
Y_RNA							
U6							
							
							
U3							
Y_RNA							
Metazoa_SRP							
Y_RNA							
							
MYL6B	MYL6B	ortholog_one2one	96.1353	95.6731	100	100.00	1
FABP12	FABP12	ortholog_one2one	85.7143	85.7143	75	100.00	1
Y_RNA							
U6							
5S_rRNA							
PRRC2A	PRRC2A	ortholog_one2one	92.7516	93.1386	100	100.00	1
U6							
Y_RNA							
							
U6	RNU6-97P	ortholog_one2one	89.7196	92.3077		0.00	0
5S_rRNA							
							
							
WHRN	WHRN	ortholog_one2one	91.9515	91.9515	100	100.00	1
Metazoa_SRP							
BMP1	BMP1	ortholog_one2one	96.5517	96.5517	100	100.00	1
							
U3							
Y_RNA	Y_RNA	ortholog_many2many	90.1961	88.4615		0.00	0
Y_RNA	RNY3P15	ortholog_many2many	75.4902	79.3814		0.00	0
SNORD105B	SNORD105B	ortholog_one2one	86.25	87.3418		100.00	1
							
U6							
							
							
U6							
NIM1K	NIM1K	ortholog_one2one	96.1187	96.5596	75	100.00	1
SHCBP1	SHCBP1	ortholog_one2one	92.6004	65.1786	0	89.19	1
U6							
Y_RNA	Y_RNA	ortholog_many2many	77.451	77.451		0.00	0
Y_RNA	Y_RNA	ortholog_many2many	66.6667	86.076		0.00	0
Y_RNA	Y_RNA	ortholog_many2many	83.3333	83.3333		0.00	0
Y_RNA	Y_RNA	ortholog_many2many	82.3529	83.1683		0.00	0
HTR5A							
TMPRSS11B	TMPRSS11B	ortholog_one2one	73.7226	72.8365	100	100.00	1
SEC23B	SEC23B	ortholog_one2many	90.694	74.9674	100	100.00	1
5S_rRNA							
MIR9-3	MIR9-3	ortholog_one2one	98.8889	98.8889		100.00	1
Y_RNA							
5S_rRNA							
U6							
		ortholog_one2many	86.1538	83.5821		100.00	1
		ortholog_one2one	64.4628	60.4651		0.00	0
U7							
	COA7	ortholog_one2many	89.6104	89.6104	75	100.00	1
U6	RNU6-1263P	ortholog_one2one	87.619	86.7924		0.00	0
HSD17B7	HSD17B7	ortholog_one2one	88.6228	86.8035	100	100.00	1
5S_rRNA							
							
TPH2	TPH2	ortholog_one2one	98.167	98.3673	100	100.00	1
U6							
U6	RNU6-718P	ortholog_one2one	60.1852	61.9048		0.00	0
MIR216B	MIR216B	ortholog_one2one	98.7805	98.7805		100.00	1
5S_rRNA							
							
							
							
							
EYA1	EYA1	ortholog_one2one	93.7198	98.3108	100	100.00	1
U3							
U6	RNU6-921P	ortholog_one2many	81.3084	81.3084		0.00	0
5S_rRNA							
U6	RNU6-318P	ortholog_one2many	83.1776	86.4078		0.00	0
							
CCND3	CCND3	ortholog_one2one	98.2877	98.2877	100	100.00	1
Y_RNA							
	ATP5F1C	ortholog_one2many	87.0307	85.5705	0	0.00	0
U6	RNU6-706P	ortholog_one2one	80.5556	83.6538		0.00	0
							
LYG2	LYG2	ortholog_one2one	83.0189	83.0189	100	100.00	1
MFF	MFF	ortholog_one2many	83.9181	98.6254	100	100.00	1
U7	RNU7-55P	ortholog_one2one	80.9524	82.2581		0.00	0
							
5S_rRNA							
U6	RNU6-225P	ortholog_one2many	79.8077	80.5825		0.00	0
U6	RNU6-95P	ortholog_one2many	78.8462	76.6355		0.00	0
Y_RNA							
U6	RNU6-61P	ortholog_one2many	80.5556	79.8165		0.00	0
U6	RNU6-1127P	ortholog_one2many	78.7037	79.4393		0.00	0
CHMP2A	CHMP2A	ortholog_one2one	99.5496	99.5496	100	100.00	1
U6							
							
TCEAL7	TCEAL7	ortholog_one2one	95	95	75	100.00	1
5S_rRNA							
Y_RNA							
							
5S_rRNA							
POU2F1	POU2F1	ortholog_one2one	99.0862	99.0862	100	100.00	1
U4	U4	ortholog_one2one	46.9697	75.6098		0.00	0
U6	RNU6-490P	ortholog_one2one	76	71.028		0.00	0
STX12	STX12	ortholog_one2one	98.5507	98.5507	100	100.00	1
U3	U3	ortholog_one2many	61.2903	65.1961		0.00	0
MIR105-2	MIR105-2	ortholog_one2one	98.7654	98.7654		100.00	1
EXOC1	EXOC1	ortholog_one2one	95.5386	98.2103	100	100.00	1
U6	RNU6-823P	ortholog_one2one	76.6355	79.6116		0.00	0
U6	RNU6-189P	ortholog_one2one	81.4815	87.1287		0.00	0
							
Y_RNA							
							
							
5S_rRNA							
U6	RNU6-633P	ortholog_one2many	87.3786	87.3786		0.00	0
U6	RNU6-340P	ortholog_one2many	87.3786	84.1122		0.00	0
Y_RNA	Y_RNA	ortholog_one2many	68.8073	68.1818		0.00	0
							
	OR5P2	ortholog_one2many	77.707	75.7764	100	0.00	1
		ortholog_one2one	88.3212	88.3212		0.00	0
U4	RNU4-87P	ortholog_many2many	39.3939	63.4146		0.00	0
U4	RNU4-33P	ortholog_many2many	40.1515	62.3529		0.00	0
U4	RNU4-88P	ortholog_many2many	40.1515	61.6279		0.00	0
U6	RNU6-37P	ortholog_one2many	94.5455	97.1963		0.00	0
							
U7							
SNORD49B	SNORD49B	ortholog_one2one	85.9155	84.7222		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	76.4706	79.5918		0.00	0
Y_RNA							
U6	RNU6-191P	ortholog_one2one	72	76.5957		0.00	0
5S_rRNA							
SLC25A34	SLC25A34	ortholog_one2one	91.7763	91.7763	100	100.00	1
U6	RNU6-838P	ortholog_one2many	82.0755	80.5556		0.00	0
RFX4	RFX4	ortholog_one2one	96.6443	97.9592	100	100.00	1
							
SNORD49A	SNORD49A	ortholog_one2one	94.3662	94.3662		100.00	1
							
U6							
	OR4F6	ortholog_one2one	89.4231	89.4231	0	0.00	0
U6							
MIR490	MIR490	ortholog_one2one	97.619	96.0938		100.00	1
U6							
U3	U3	ortholog_one2one	79.717	78.2407		0.00	0
U6							
TAS1R2	TAS1R2	ortholog_one2one	79.3556	79.261	100	100.00	1
U6	RNU6-900P	ortholog_one2many	68.5185	72.549		0.00	0
U6							
Y_RNA							
5S_rRNA							
U6							
SNORD111	SNORD111	ortholog_one2one	89.1304	87.234		100.00	1
							
A3GALT2	A3GALT2	ortholog_one2one	84.1176	84.1176	100	100.00	1
		ortholog_one2one	74.6377	76.2963		100.00	1
	MIR1185-2	ortholog_one2many	93.0233	93.0233		100.00	1
	MIR1185-1	ortholog_one2many	95.3488	95.3488		100.00	1
							
5S_rRNA							
U6							
U6	RNU6-86P	ortholog_one2one	87.8505	87.8505		0.00	0
Y_RNA							
U3							
5S_rRNA							
Y_RNA	Y_RNA	ortholog_many2many	83.3333	80.3571		0.00	0
Y_RNA	Y_RNA	ortholog_many2many	76.8519	76.1468		0.00	0
Y_RNA	Y_RNA	ortholog_many2many	75.9259	72.5664		0.00	0
SNORD111B	SNORD111B	ortholog_one2one	90.9091	87.5		100.00	1
U1							
U6							
CUZD1	CUZD1	ortholog_one2one	83.8816	84.0198	50	100.00	1
Y_RNA							
							
							
MIR124-2	MIR124-2	ortholog_one2one	92.6606	92.6606		100.00	1
U6	RNU6-346P	ortholog_one2many	51.8519	50.4505		0.00	0
5S_rRNA							
Y_RNA	Y_RNA	ortholog_one2one	69	75		0.00	0
U6	RNU6-544P	ortholog_one2many	79.2453	78.5047		0.00	0
IDE	IDE	ortholog_one2one	95.1195	93.7193	100	100.00	1
PRM2	PRM2	ortholog_one2one	70.8738	71.5686	100	100.00	1
CLU	CLU	ortholog_one2one	73.8298	77.2829	100	100.00	1
SH3BP5L	SH3BP5L	ortholog_one2one	95.9184	95.6743	100	100.00	1
PSD	PSD	ortholog_one2one	95.2195	95.3125	100	100.00	1
							
							
U6	RNU6-589P	ortholog_one2one	91.5888	91.5888		0.00	0
MIR23A	MIR23A	ortholog_one2one	97.2603	97.2603		100.00	1
U6	RNU6-777P	ortholog_one2one	74	71.1538		0.00	0
		ortholog_one2many	53.0769	71.875		0.00	0
5S_rRNA							
U3	U3	ortholog_one2one	78.7037	80.9524		0.00	0
U6							
		ortholog_one2many	89.4231	89.4231		0.00	0
							
DHX38	DHX38	ortholog_one2one	98.533	98.533	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	80	60.3774		0.00	0
ZFP28	ZFP28	ortholog_one2one	85.8354	81.682	75	100.00	1
							
							
							
U6	RNU6-539P	ortholog_one2one	83.1776	86.4078		0.00	0
U6							
U6	RNU6-914P	ortholog_one2one	74.5283	72.4771		0.00	0
							
MIR494	MIR494	ortholog_one2one	98.7654	98.7654		100.00	1
CCT7	CCT7	ortholog_one2many	97.2628	98.1584	100	100.00	1
	SNORA3B	ortholog_many2many	85.4962	85.4962		0.00	0
		ortholog_many2many	74.8092	78.4		0.00	0
	SNORA3C	ortholog_many2many	74.8092	78.4		0.00	0
SUGCT	SUGCT	ortholog_one2one	91.0112	92.4658	100	100.00	1
U6							
Y_RNA							
Y_RNA							
U7							
U6	RNU6-544P	ortholog_one2many	76.9231	74.7664		0.00	0
Y_RNA	Y_RNA	ortholog_one2many	65.1786	74.4898		0.00	0
							
FOXI2	FOXI2	ortholog_one2one	82.1086	80.8176	100	100.00	1
RHOB	RHOB	ortholog_one2one	100	100	100	100.00	1
