Gene name	Pig gene name	Pig homology type	%id. target Pig gene identical to query gene	%id. query gene identical to target Pig gene	Pig Gene-order conservation score	Pig Whole-genome alignment coverage	Pig orthology confidence [0 low, 1 high]
IGHV3-20		ortholog_many2many	64.9573	44.186	0	0.00	0
IGHV3-20		ortholog_many2many	72.6496	45.2128	25	0.00	0
IGHV3-20		ortholog_many2many	60.6838	63.3929	0	0.00	0
IGHV3-20		ortholog_many2many	63.2479	46.25	25	0.00	0
IGHV3-20		ortholog_many2many	35.8974	62.6866	25	0.00	0
IGHV3-20		ortholog_many2many	66.6667	44.8276	25	0.00	0
IGHV3-20		ortholog_many2many	59.8291	51.4706	0	0.00	0
IGHV3-33-2							
GLRXP2							
AHNAK2		ortholog_one2one	35.5306	53.9146	100	100.00	0
IGHVIII-25-1							
IGHV1-24							
IGHV3-33		ortholog_many2many	76.0684	41.9811	25	0.00	0
IGHV3-33		ortholog_many2many	65.812	78.5714	0	0.00	0
IGHV3-33		ortholog_many2many	76.9231	47.8723	25	0.00	0
IGHV3-33		ortholog_many2many	64.1026	66.3717	25	0.00	0
IGHV3-33		ortholog_many2many	61.5385	59.5041	0	0.00	0
IGHV3-33		ortholog_many2many	65.812	45.5621	0	0.00	0
IGHV3-33		ortholog_many2many	58.9744	34.5	0	0.00	0
IGHV3-33		ortholog_many2many	65.812	45.5621	25	0.00	0
IGHV3-33		ortholog_many2many	75.2137	46.8085	25	0.00	0
IGHV3-33		ortholog_many2many	67.5214	41.5789	25	0.00	0
IGHV3-33		ortholog_many2many	60.6838	56.8	0	0.00	0
IGHV3-33		ortholog_many2many	63.2479	54.0146	25	0.00	0
IGHV3-33		ortholog_many2many	75.2137	46.5608	25	0.00	0
IGHV3-33		ortholog_many2many	64.9573	47.5	25	0.00	0
IGHV3-33		ortholog_many2many	76.9231	50.8475	25	0.00	0
IGHV3-33		ortholog_many2many	56.4103	42.0382	0	0.00	0
IGHV3-33		ortholog_many2many	67.5214	45.9302	0	0.00	0
IGHV3-33		ortholog_many2many	76.9231	47.8723	25	99.15	0
IGHV3-33		ortholog_many2many	64.1026	66.9643	0	0.00	0
IGHV3-33		ortholog_many2many	64.9573	47.5	25	0.00	0
IGHV3-33		ortholog_many2many	38.4615	67.1642	25	0.00	0
IGHV3-33		ortholog_many2many	70.9402	47.7011	25	0.00	0
IGHV3-33		ortholog_many2many	62.3932	53.6765	0	0.00	0
TTC7B	TTC7B	ortholog_one2one	97.2717	89.7155	100	100.00	1
DSG1	DSG1	ortholog_one2one	80.9342	81.244	100	100.00	1
C22orf39	C22orf39	ortholog_one2one	83.8095	83.8095	100	100.00	1
LINC02783							
							
							
FKBP1AP2							
PADI1							
CELA1	CELA1	ortholog_one2one	87.9845	74.183	75	100.00	1
							
CPLX3	CPLX3	ortholog_one2one	98.1013	98.1013	100	100.00	1
CFAP20	CFAP20	ortholog_one2one	99.4819	99.4819	100	100.00	1
GOLGA6A		ortholog_one2many	46.0317	30.9109	0	95.16	0
TMEM50B	TMEM50B	ortholog_one2one	100	100	100	100.00	1
NCAN	NCAN	ortholog_one2one	74.6404	74.024	100	100.00	1
EEF1A1P9							
MEI1	MEI1	ortholog_one2one	81.8681	79.6791	100	100.00	1
PAPSS1	PAPSS1	ortholog_one2one	98.7179	98.7179	100	100.00	1
							
RPL14P1							
RNU6-167P							
							
PSMA8	PSMA8	ortholog_one2one	95.6	95.6	100	100.00	1
SMAGP	SMAGP	ortholog_one2one	80.4124	81.25	100	100.00	1
PRDM16	PRDM16	ortholog_one2one	87.069	86.9327	100	100.00	1
							
NUP210P2							
							
							
CTRB1		ortholog_one2many	68.8213	62.4138	100	75.84	1
RFTN1	RFTN1	ortholog_one2one	74.7405	76.3251	100	100.00	1
RPS27AP9							
RPS2P25							
							
RPL17P22							
PWWP3B	PWWP3B	ortholog_one2one	78.1609	78.6127	100	100.00	1
NIPBL	NIPBL	ortholog_one2one	97.9315	97.9315	100	100.00	1
ULK3	ULK3	ortholog_one2one	96.6102	96.6102	100	100.00	1
PADI3							
STK24P1							
							
							
LINC01282							
SUGP1	SUGP1	ortholog_one2one	90.3876	92.1011	100	100.00	1
							
SRD5A1P1							
CTDSPL2P2							
							
INMT	INMT	ortholog_one2one	56.654	56.8702	0	70.63	0
CCDC102A	CCDC102A	ortholog_one2one	94.3636	94.0217	100	100.00	1
PLS3-AS1							
KRT125P							
KLF17P1							
							
							
RAC1P4							
BRS3	BRS3	ortholog_one2one	87.218	87.218	100	100.00	1
BTBD10P1							
RSL24D1P5							
IL10RB	IL10RB	ortholog_one2one	78.4615	70.442	100	100.00	1
RESF1	RESF1	ortholog_one2one	60.4465	60.4811	75	100.00	1
FXNP2							
MSANTD3-TMEFF1							
LINC01176							
ASB12	ASB12	ortholog_one2one	92.1384	92.1384	100	100.00	1
PPP4R1	PPP4R1	ortholog_one2one	84.6316	86.9189	100	100.00	1
ROBO2P1							
							
ADCY1	ADCY1	ortholog_one2one	92.4933	91.7553	100	100.00	1
CT47A11							
CDK8	CDK8	ortholog_one2one	99.569	99.569	100	100.00	1
DPPA3P11							
							
UFM1P1							
							
							
							
							
							
							
							
Y_RNA							
FOXC2	FOXC2	ortholog_one2one	96.6068	96.6068	100	100.00	1
MIR33A							
TNFRSF13C	TNFRSF13C	ortholog_one2one	72.8261	72.043	100	100.00	1
PA2G4P1							
AMER1	AMER1	ortholog_one2one	83.0837	85.1083	100	100.00	1
							
MIR3972							
PADI4							
							
MIR378I							
ZIC3	ZIC3	ortholog_one2one	98.0728	98.0728	100	100.00	1
NAGA	NAGA	ortholog_one2one	78.5888	83.4625	100	100.00	1
SUSD3	SUSD3	ortholog_one2one	66.6667	68.5484	100	100.00	1
BCAR1	BCAR1	ortholog_one2one	91.4943	89.7407	75	100.00	1
OBP2B							
LINC01218							
							
IGHVIII-38-1							
							
							
IGHV3-30		ortholog_many2many	75.2137	41.5094	25	0.00	0
IGHV3-30		ortholog_many2many	64.9573	77.551	0	0.00	0
IGHV3-30		ortholog_many2many	76.0684	47.3404	25	0.00	0
IGHV3-30		ortholog_many2many	64.1026	66.3717	25	100.00	1
IGHV3-30		ortholog_many2many	62.3932	60.3306	0	0.00	0
IGHV3-30		ortholog_many2many	64.9573	44.9704	0	0.00	0
IGHV3-30		ortholog_many2many	58.1197	34	0	0.00	0
IGHV3-30		ortholog_many2many	65.812	45.5621	25	0.00	0
IGHV3-30		ortholog_many2many	75.2137	46.8085	25	0.00	0
IGHV3-30		ortholog_many2many	66.6667	41.0526	25	0.00	0
IGHV3-30		ortholog_many2many	60.6838	56.8	0	0.00	0
IGHV3-30		ortholog_many2many	63.2479	54.0146	25	0.00	0
IGHV3-30		ortholog_many2many	74.359	46.0317	25	0.00	0
IGHV3-30		ortholog_many2many	64.9573	47.5	25	0.00	0
IGHV3-30		ortholog_many2many	76.0684	50.2825	25	0.00	0
IGHV3-30		ortholog_many2many	56.4103	42.0382	0	0.00	0
IGHV3-30		ortholog_many2many	68.3761	46.5116	0	0.00	0
IGHV3-30		ortholog_many2many	76.0684	47.3404	25	0.00	0
IGHV3-30		ortholog_many2many	63.2479	66.0714	0	0.00	0
IGHV3-30		ortholog_many2many	64.9573	47.5	25	0.00	0
IGHV3-30		ortholog_many2many	38.4615	67.1642	25	0.00	0
IGHV3-30		ortholog_many2many	70.0855	47.1264	25	0.00	0
IGHV3-30		ortholog_many2many	62.3932	53.6765	0	0.00	0
GPR68	GPR68	ortholog_one2one	88.2192	89.4444	100	100.00	1
RPL32P35							
							
RPL3P12							
SPANXC							
							
							
COPS4	COPS4	ortholog_one2one	100	100	100	100.00	1
							
							
KRT8P39							
C20orf144		ortholog_one2one	52.2876	35.2423	100	100.00	0
PDZRN4	PDZRN4	ortholog_one2one	90.3475	89.8273	100	100.00	1
TPO	TPO	ortholog_one2one	71.8114	72.3542	100	95.41	1
							
							
RPL7L1P11							
SPANXN1							
LCN1P1							
							
OR7E105P							
SLC20A1P2							
IGHV5-10-1							
							
E2F1	E2F1	ortholog_one2one	91.762	92.1839	100	100.00	1
LINC02312							
KCNK13	KCNK13	ortholog_one2one	89.4608	89.0244	100	100.00	1
Y_RNA							
PNMA6B							
LCN1P2							
ABTB2	ABTB2	ortholog_one2one	97.561	97.561	100	100.00	1
MAGEC3		ortholog_many2many	16.7963	28.9544	0	0.00	0
MAGEC3		ortholog_many2many	17.4184	36.246	25	0.00	0
MAGEC3		ortholog_many2many	17.5739	36.2179	0	0.00	0
MAGEC3		ortholog_many2many	14.93	29.1793	0	0.00	0
MAGEC3		ortholog_many2many	13.8414	27.0517	0	0.00	0
MAGEC3		ortholog_many2many	10.5754	24.8175	0	0.00	0
MAGEC3		ortholog_many2many	12.1306	27.5618	0	0.00	0
MAGEC3		ortholog_many2many	6.37636	22.4044	0	0.00	0
MAGEC3		ortholog_many2many	11.1975	22.3602	0	0.00	0
MAGEC3		ortholog_many2many	19.7512	33.7766	75	64.19	0
SURF6							
IFNGR2	IFNGR2	ortholog_one2one	64.095	58.5366	100	100.00	1
IGHV3-32							
IGHVII-33-1							
IGHV2-26							
							
							
WRN	WRN	ortholog_one2one	76.257	74.4884	75	99.99	1
							
TDP1	TDP1	ortholog_one2one	78.9474	75.1174	100	96.79	1
NR6A1	NR6A1	ortholog_one2one	89.7917	95.9911	100	97.31	1
PADI6							
							
							
LINC03129							
							
							
TMEM185AP1							
PXMP4		ortholog_one2one	26.8868	47.8992	100	100.00	0
VN1R33P							
RPL31P35							
VWC2	VWC2	ortholog_one2one	92.3077	92.3077	75	100.00	1
MED21	MED21	ortholog_one2one	98.6111	98.6111	100	100.00	1
TRMT1P1							
MTND4P24							
							
OR11N1P							
							
HSFX1		ortholog_many2many	34.7518	36.0294	25	0.00	0
HSFX1		ortholog_many2many	38.7707	41.4141	50	100.00	0
							
CMC4	CMC4	ortholog_one2one	85.2941	85.2941	100	100.00	1
PEX10		ortholog_one2one	55.5215	46.2916	100	100.00	0
Y_RNA							
MED22							
HAUS6P1							
ELMO1-AS1							
SFRP4	SFRP4	ortholog_one2one	96.2428	96.2428	50	100.00	1
RCC2-AS1							
RCC2							
CMTM8	CMTM8	ortholog_one2one	98.2659	98.2659	100	100.00	1
							
AFF2-IT1							
							
							
M6PRP1							
PGBD4P6							
ZFYVE9P1							
MAGEA8		ortholog_many2many	42.7673	36.4611	0	0.00	0
MAGEA8		ortholog_many2many	46.5409	47.8964	0	0.00	0
MAGEA8		ortholog_many2many	47.1698	48.0769	0	0.00	0
MAGEA8		ortholog_many2many	44.3396	42.8571	0	0.00	0
MAGEA8		ortholog_many2many	49.0566	47.4164	0	0.00	0
MAGEA8		ortholog_many2many	40.8805	47.4453	75	0.00	0
MAGEA8		ortholog_many2many	42.1384	47.3498	0	0.00	0
MAGEA8		ortholog_many2many	33.0189	57.377	25	0.00	0
MAGEA8		ortholog_many2many	39.3082	38.8199	25	0.00	0
MAGEA8		ortholog_many2many	52.2013	44.1489	0	0.00	0
AKAP10	AKAP10	ortholog_one2one	88.9728	89.1074	75	100.00	1
							
PATL1	PATL1	ortholog_one2one	96.7533	94.7837	100	100.00	1
							
COX6CP10							
							
							
IDS	IDS	ortholog_one2one	86	85.5335	100	100.00	1
RPL31P2							
CHMP4B		ortholog_one2many	98.2143	98.2143	100	100.00	1
FGD5	FGD5	ortholog_one2one	73.5978	72.8997	100	100.00	1
							
MTND4LP31							
							
COL25A1-DT							
							
LINC02503							
PHETA2	PHETA2	ortholog_one2one	83.7838	83.7838	100	100.00	1
DYNLL1P6							
TBRG4	TBRG4	ortholog_one2one	78.4469	78.3228	100	100.00	1
THAP2	THAP2	ortholog_one2one	87.7193	95.6938	100	100.00	1
PGAM4P2							
DKK2	DKK2	ortholog_one2one	96.9112	96.9112	100	100.00	1
							
RN7SL678P							
VPS26C	VPS26C	ortholog_one2one	72.3906	72.1477	100	100.00	1
SNORD13P1							
RNU7-167P							
HMGXB4	HMGXB4	ortholog_one2one	94.1764	94.1764	100	100.00	1
							
							
							
RPS3AP44							
ZFP91-CNTF							
RASA3-IT1							
SLC16A7	SLC16A7	ortholog_one2one	80.9623	78.3401	100	100.00	1
CFAP97D2							
RN7SL666P							
PPIAP21							
							
EIF6	EIF6	ortholog_one2one	97.1429	95.5823	100	100.00	1
							
CDC16	CDC16	ortholog_one2one	98.0645	89.4118	75	100.00	1
RPL7AP56							
							
AHNAK	AHNAK	ortholog_one2one	82.7165	79.5169	100	98.47	1
RPL21P81							
RPL7A							
							
RPL21P21							
EEF1DP6							
PEX14	PEX14	ortholog_one2one	93.6339	90.5128	100	100.00	1
							
							
ARHGEF38	ARHGEF38	ortholog_one2one	87.5161	87.4036	100	100.00	1
SYCE1L		ortholog_one2one	33.4711	42.6316	100	95.01	0
BORCS8-MEF2B							
STOM	STOM	ortholog_one2one	93.75	93.75	100	100.00	1
							
LINC01646							
RPL30							
							
NFATC1	NFATC1	ortholog_one2one	79.7455	80.1706	75	100.00	1
TTC3	TTC3	ortholog_one2one	73.0864	84.9598	100	99.70	1
GSE1	GSE1	ortholog_one2one	89.4002	90.2905	100	100.00	1
LINC02782							
							
ZNF25	ZNF25	ortholog_one2one	83.114	81.3305	75	98.71	1
PLCH2	PLCH2	ortholog_one2one	79.096	80.4598	100	99.91	1
							
BTC	BTC	ortholog_one2one	79.2135	78.771	100	100.00	1
LRRC4C	LRRC4C	ortholog_one2one	99.6875	99.6875	100	100.00	1
							
DBF4P1							
RPL17P34							
BDH2	BDH2	ortholog_one2one	94.2857	94.2857	100	100.00	1
							
							
RCC2P6							
MARCHF5	MARCHF5	ortholog_one2one	73.0216	99.5098	100	100.00	1
							
SLC6A4	SLC6A4	ortholog_one2one	92.8571	87.7061	100	100.00	1
							
SYT7	SYT7	ortholog_one2one	98.5423	98.5423	100	100.00	1
KRT127P							
Y_RNA							
							
PCNA	PCNA	ortholog_one2many	99.6169	95.5882	100	100.00	1
PCNA		ortholog_one2many	88.1226	90.9091	0	0.00	0
ATP5PDP4							
SPIN1	SPIN1	ortholog_one2many	99.2366	99.2366	75	100.00	1
SPIN1		ortholog_one2many	83.5878	88.3064	0	0.00	0
							
MRPL40P1							
							
							
							
							
							
PPP1R12A	PPP1R12A	ortholog_one2one	93.301	95.5268	100	100.00	1
							
							
SLC7A13	SLC7A13	ortholog_one2one	59.7872	63.5747	100	100.00	1
CT47A7							
MIR3909							
MIR6069							
							
							
MCM5	MCM5	ortholog_one2one	97.2752	97.541	75	100.00	1
SLC16A1							
RPA2P2							
							
							
HNRNPH1P2							
							
LDOC1	LDOC1	ortholog_one2one	96.5753	96.5753	0	100.00	1
SMARCE1P7							
LINC02118							
CPEB3	CPEB3	ortholog_one2one	98.2808	98.5632	100	100.00	1
							
GAPDHP63							
							
							
MTCP1	MTCP1	ortholog_one2one	99.0654	99.0654	100	100.00	1
LAMA4-AS1							
CKMT2	CKMT2	ortholog_one2one	94.9881	89.842	100	100.00	1
							
							
							
TXNP7							
							
							
SECISBP2	SECISBP2	ortholog_one2one	79.0398	79.5991	100	100.00	1
CD24	CD24	ortholog_one2one	77.5	79.4872	100	100.00	1
CA13	CA13	ortholog_one2one	89.313	81.8182	100	96.66	1
SNORD24							
SNORD36B							
SNORD36A							
							
ZNF85							
SNORD36C							
SURF1							
MTND1P33							
							
							
EEF1GP6							
							
CDS2	CDS2	ortholog_one2one	93.4831	91.4286	100	100.00	1
GAPDHP41							
							
							
EIF4EBP2P3							
RPS4XP10							
							
							
RPSAP44							
MYL12AP1							
RPLP1P10							
CEP85L	CEP85L	ortholog_one2one	88.0745	89.2947	100	100.00	1
FSBP							
CSPG4	CSPG4	ortholog_one2one	88.0706	88.1846	75	99.98	1
RBMX2P2							
							
							
EXOC6	EXOC6	ortholog_one2one	97.1393	97.2603	100	100.00	1
MAGEA11		ortholog_many2many	34.7319	39.9464	0	0.00	0
MAGEA11		ortholog_many2many	35.1981	48.8673	0	92.67	0
MAGEA11		ortholog_many2many	34.965	48.0769	0	0.00	0
MAGEA11		ortholog_many2many	34.0326	44.3769	0	0.00	0
MAGEA11		ortholog_many2many	37.296	48.6322	0	0.00	0
MAGEA11		ortholog_many2many	31.4685	49.2701	50	0.00	0
MAGEA11		ortholog_many2many	31.0023	46.9965	0	0.00	0
MAGEA11		ortholog_many2many	23.31	54.6448	50	0.00	0
MAGEA11		ortholog_many2many	29.1375	38.8199	50	0.00	0
MAGEA11		ortholog_many2many	37.7622	43.0851	0	0.00	0
AKR7A2P1							
							
							
							
REXO1L12P							
							
GPR50	GPR50	ortholog_one2one	79.9028	80.4241	75	100.00	1
NIPAL2	NIPAL2	ortholog_one2one	89.8172	89.8172	75	100.00	1
FAM226B							
							
PASD1							
SPSB1	SPSB1	ortholog_one2one	99.2674	99.2674	100	100.00	1
ZNF66		ortholog_one2many	6.28272	41.3793	0	0.00	0
AMPH	AMPH	ortholog_one2one	88.3453	90.5605	50	100.00	1
							
LIPC	LIPC	ortholog_one2one	78.7575	78.4431	100	100.00	1
							
VN1R80P							
MTDHP2							
TACR3-AS1							
USHBP1	USHBP1	ortholog_one2one	74.3954	71.3506	100	100.00	1
							
IGHVIII-13-1							
							
IGHV1-18							
							
ACTN4P1							
HOMER2P2							
IGHV3-19							
IGHV4-31							
RPL10L	RPL10L	ortholog_one2one	78.972	96.0227	100	100.00	1
GSTCD	GSTCD	ortholog_one2one	83.7283	77.4854	100	100.00	1
SURF2							
LINC00226							
SLC2A5	SLC2A5	ortholog_one2one	84.0319	84.3687	100	100.00	1
TRIM51							
UBE2D3P1							
PROKR2	PROKR2	ortholog_one2one	91.4062	91.4062	100	100.00	1
RNA5-8SP7							
							
SNX5		ortholog_one2many	98.2673	98.2673	75	100.00	1
SNX5		ortholog_one2many	33.9109	76.5363	0	0.00	0
ACTR10	ACTR10	ortholog_one2one	95.9233	95.9233	100	100.00	1
IGSF1	IGSF1	ortholog_one2one	91.2425	90.9023	100	100.00	1
RPS29P2							
							
CA2	CA2	ortholog_one2one	80.7692	68.8525	100	100.00	1
SLC5A12	SLC5A12	ortholog_one2one	89.4822	89.3376	75	100.00	1
							
HMGB3P12							
							
							
RPL13AP14							
SURF4							
							
							
ATG10	ATG10	ortholog_one2one	81.8182	81.8182	100	100.00	1
							
TRAPPC12	TRAPPC12	ortholog_one2one	76.4626	72.8923	100	100.00	1
PDCD6IP							
							
							
HMOX1	HMOX1	ortholog_one2one	82.2917	82.5784	100	100.00	1
MIR548AR							
MIR4502							
MON1B	MON1B	ortholog_one2one	89.3967	89.2336	100	100.00	1
							
UPF3A	UPF3A	ortholog_one2one	67.2269	63.745	50	95.47	1
							
							
							
							
LINC01243							
COL27A1	COL27A1	ortholog_one2one	88.4409	89.2566	100	99.99	1
							
NEPNP							
SMARCE1P2							
RPL31P32							
							
							
ENPP5	ENPP5	ortholog_one2one	86.1635	86.1635	100	100.00	1
HSPA8P11							
							
							
TMEM69P1							
MCHR2	MCHR2	ortholog_one2one	89.7059	89.9705	50	100.00	1
TUFMP1							
RIDA	RIDA	ortholog_one2one	87.5912	87.5912	100	100.00	1
							
							
SRSF6P2							
AOC3		ortholog_one2many	80.9961	83.2884	100	100.00	1
AOC3		ortholog_one2many	79.9476	82.544	100	99.18	1
							
GUCD1	GUCD1	ortholog_one2one	94.5607	94.5607	100	100.00	1
BNIP3P24							
BDH2P1							
							
							
							
ZNF714							
OR5BC1P							
DHFRP5							
TSPYL4	TSPYL4	ortholog_one2one	67.3913	72.4675	75	100.00	1
SCGB1A1	SCGB1A1	ortholog_one2one	58.2418	58.2418	100	100.00	1
ITGB2	ITGB2	ortholog_one2one	82.4447	70.2104	50	100.00	1
LINC02781							
MTCYBP45							
GFRAL	GFRAL	ortholog_one2one	59.1371	52.8345	100	94.50	1
MRPS33P3							
							
CXCL6	AMCF-II	ortholog_one2one	67.5439	65.812	75	100.00	1
NMNAT1	NMNAT1	ortholog_one2one	84.9462	84.3416	100	100.00	1
HNRNPRP2							
RPL7AP58							
							
MFSD4BP1							
							
STOML1	STOML1	ortholog_one2one	79.397	84.9462	100	100.00	1
G6PC1	G6PC1	ortholog_one2one	91.5966	91.5966	100	100.00	1
BICC1	BICC1	ortholog_one2one	97.0226	88.4831	50	100.00	1
TSPAN18	TSPAN18	ortholog_one2one	97.5806	97.5806	100	100.00	1
RASGRF2	RASGRF2	ortholog_one2one	97.2514	97.0944	100	100.00	1
							
							
SOCS5P5							
							
							
ANKRD39P1							
							
							
TFAP2B	TFAP2B	ortholog_one2one	99.5652	99.5652	100	100.00	1
PIMREGP2							
							
							
TRAM1L1	TRAM1L1	ortholog_one2one	75.6098	73.8095	100	100.00	1
POLR2K	POLR2K	ortholog_one2one	100	100	100	100.00	1
CLCP2							
ZFP90	ZFP90	ortholog_one2one	91.3522	91.6404	50	100.00	1
CHAMP1							
							
NDUFS5P5							
							
RPL6P14							
							
ACTR3BP4							
TMIGD1	TMIGD1	ortholog_one2one	77.8626	69.1525	100	100.00	1
VN1R79P							
							
SETP20							
VN1R82P							
POM121L12							
							
							
							
MFFP1							
							
COL19A1	COL19A1	ortholog_one2one	85.3765	86.1307	100	99.91	1
CRTC1	CRTC1	ortholog_one2one	94.4795	92.5811	100	100.00	1
							
							
PPA2	PPA2	ortholog_one2one	84.4311	82.4561	100	100.00	1
GNL2P1							
HMGN1P19							
PGAM1P11							
IGHV3-29							
ANKMY2	ANKMY2	ortholog_one2one	94.5578	94.5578	100	100.00	1
GSKIP	GSKIP	ortholog_one2one	92.8058	92.8058	100	100.00	1
DISP3	DISP3	ortholog_one2one	91.8103	91.7444	100	100.00	1
RPL23AP97							
ST13P5							
							
LINC01055							
SAA1							
REXO1L10P							
WWP1	WWP1	ortholog_one2one	94.2516	94.1495	100	100.00	1
ADI1	ADI1	ortholog_one2one	84.9162	84.9162	100	100.00	1
NDFIP2	NDFIP2	ortholog_one2one	86.3095	86.3095	100	100.00	1
COMMD7	COMMD7	ortholog_one2one	95.5	95.9799	100	100.00	1
							
RPL7AP50							
KSR1P1							
RPL7P37							
NHP2P1							
							
TLK2P2							
LINC01514							
CRB3P1							
FOXN3-AS2							
MTARC2P1							
							
IGHV3-13		ortholog_many2many	70.6897	38.6792	25	0.00	0
IGHV3-13		ortholog_many2many	62.069	73.4694	0	0.00	0
IGHV3-13		ortholog_many2many	69.8276	43.0851	25	0.00	0
IGHV3-13		ortholog_many2many	62.069	63.7168	25	0.00	0
IGHV3-13		ortholog_many2many	57.7586	55.3719	0	0.00	0
IGHV3-13		ortholog_many2many	60.3448	41.4201	0	0.00	0
IGHV3-13		ortholog_many2many	55.1724	32	0	94.33	0
IGHV3-13		ortholog_many2many	60.3448	41.4201	25	0.00	0
IGHV3-13		ortholog_many2many	71.5517	44.1489	25	0.00	0
IGHV3-13		ortholog_many2many	62.069	37.8947	25	0.00	0
IGHV3-13		ortholog_many2many	57.7586	53.6	0	0.00	0
IGHV3-13		ortholog_many2many	59.4828	50.365	25	0.00	0
IGHV3-13		ortholog_many2many	69.8276	42.8571	25	0.00	0
IGHV3-13		ortholog_many2many	62.069	45	25	0.00	0
IGHV3-13		ortholog_many2many	68.9655	45.1977	25	0.00	0
IGHV3-13		ortholog_many2many	52.5862	38.8535	0	0.00	0
IGHV3-13		ortholog_many2many	63.7931	43.0233	0	0.00	0
IGHV3-13		ortholog_many2many	69.8276	43.0851	25	0.00	0
IGHV3-13		ortholog_many2many	60.3448	62.5	0	0.00	0
IGHV3-13		ortholog_many2many	62.069	45	25	0.00	0
IGHV3-13		ortholog_many2many	39.6552	68.6567	25	0.00	0
IGHV3-13		ortholog_many2many	68.1034	45.4023	25	0.00	0
IGHV3-13		ortholog_many2many	61.2069	52.2059	0	0.00	0
BECN1	BECN1	ortholog_one2one	97.1111	97.5446	100	100.00	1
							
SUMF1	SUMF1	ortholog_one2one	87.7005	87.7005	100	100.00	1
STKLD1							
MRPL35P2							
RPS2P36							
TRAPPC12-AS1							
							
							
RPL17P35							
							
							
IGHV3-30-2							
IGHVII-22-1							
IGHVIII-26-1							
							
BTRC	BTRC	ortholog_one2one	99.6694	95.1104	75	100.00	1
LINC01247							
SNTG2							
PAK5	PAK5	ortholog_one2one	93.185	92.1596	100	100.00	1
KTN1	KTN1	ortholog_one2one	93.4414	93.4414	100	100.00	1
EEF1G		ortholog_one2many	63.6156	61.5044	100	100.00	1
EEF1G		ortholog_one2many	44.3936	73.4848	0	0.00	0
CCT6A		ortholog_one2one	54.2373	88.0734	0	0.00	0
REXO4							
RNA5SP334							
HPS5							
CACNG2	CACNG2	ortholog_one2one	99.6904	99.6904	100	100.00	1
							
							
MMEL1	MMEL1	ortholog_one2one	79.3325	76.0148	100	100.00	1
FLJ30679							
SLC5A4	SLC5A4	ortholog_one2one	82.3976	82.3976	50	100.00	1
							
ZCCHC14	ZCCHC14	ortholog_one2one	73.5727	84.1053	100	100.00	1
GNRH2	GNRH2	ortholog_one2one	63.7168	60.5042	75	100.00	1
BNIP3P27							
VN1R78P							
ZNF257							
							
RPL35	RPL35	ortholog_one2one	97.561	97.561	100	100.00	1
LARGE1	LARGE1	ortholog_one2one	97.4868	97.7454	50	100.00	1
RPL31P28							
LINC02857							
							
BANF2	BANF2	ortholog_one2one	86.6667	80.4124	100	100.00	1
RPL15P19							
NCOA7	NCOA7	ortholog_one2one	88.3227	88.2291	100	100.00	1
							
AP4E1	AP4E1	ortholog_one2one	90.2375	89.607	100	100.00	1
ZNF729							
							
LINC02973							
RNASEH1	RNASEH1	ortholog_one2one	77.972	77.7003	100	100.00	1
							
							
RPL7L1P12							
RNU6-83P							
STK33P1							
CPSF6P1							
NUTF2P3							
DOCK9-DT							
TRIQK	TRIQK	ortholog_one2one	91.8605	91.8605	100	100.00	1
RBMXP2							
							
RPS6P23							
VN1R84P							
							
TMEFF1	TMEFF1	ortholog_one2one	98.6842	99.2064	100	100.00	1
KLHL26	KLHL26	ortholog_one2one	95.7724	96.0848	100	100.00	1
DOCK9	DOCK9	ortholog_one2one	94.1683	86.0262	100	100.00	1
							
CCDC102B							
IMMP1L	IMMP1L	ortholog_one2one	83.7349	81.2866	100	100.00	1
CTSZ	CTSZ	ortholog_one2one	84.8185	84.5395	100	100.00	1
BNIP3P28							
KLHL36	KLHL36	ortholog_one2one	94.8052	94.8052	100	100.00	1
TMEM161A	TMEM161A	ortholog_one2one	91.2317	91.2317	100	100.00	1
ADAMTS13							
							
							
ISCA1	ISCA1	ortholog_one2one	99.2248	99.2248	100	100.00	1
VCAN-AS1							
							
							
							
							
CNN2P6							
RPS7	RPS7	ortholog_one2one	100	100	100	100.00	1
							
							
HNRNPKP5							
							
							
MTCYBP38							
							
CNTD1	CNTD1	ortholog_one2one	85.4545	85.7143	100	100.00	1
MAGEA7P							
RBMS3	RBMS3	ortholog_one2one	94.2792	72.4077	100	100.00	1
MLKL	MLKL	ortholog_one2one	63.0573	62.2642	100	100.00	1
							
							
MTND5P10							
PNMA6F		ortholog_many2many	33.391	56.1047	25	0.00	0
PNMA6F		ortholog_many2many	36.6782	55.9367	50	100.00	0
PNMA6F		ortholog_many2many	55.3633	43.8356	50	0.00	0
ARAFP2							
GOLPH3		ortholog_one2many	32.8859	98	0	0.00	0
GOLPH3		ortholog_one2many	98.3222	98.3222	100	100.00	1
EOLA2		ortholog_many2many	79.7468	57.0136	75	100.00	1
EOLA2		ortholog_many2many	78.481	56.1086	25	0.00	0
TRIL							
LAMA3	LAMA3	ortholog_one2one	81.3981	81.1061	100	100.00	1
NACAD		ortholog_one2one	55.1216	38.9769	100	86.08	0
DNTT	DNTT	ortholog_one2one	86.0511	85.8824	100	100.00	1
MTRES1	MTRES1	ortholog_one2one	80.8333	66.6667	100	100.00	1
ITGB7	ITGB7	ortholog_one2one	88.5965	80.1587	100	99.97	1
