Gene name	Tropical clawed frog gene name	Tropical clawed frog homology type	%id. target Tropical clawed frog gene identical to query gene	%id. query gene identical to target Tropical clawed frog gene	Tropical clawed frog Gene-order conservation score	Tropical clawed frog orthology confidence [0 low, 1 high]
timd4		ortholog_one2many	24.7104	22.2997	0	0
timd4		ortholog_one2many	14.6718	23.75	0	0
timd4		ortholog_one2many	16.2162	27.6316	0	0
timd4		ortholog_one2many	24.3243	27.1552	0	0
timd4		ortholog_one2many	22.3938	26.484	0	0
timd4		ortholog_one2many	16.6023	22.7513	0	0
timd4		ortholog_one2many	23.9382	21.9858	0	0
timd4		ortholog_one2many	18.9189	23.3333	0	0
DNAJC27	DNAJC27	ortholog_one2one	82.4176	82.4176	50	1
NDRG1	ndrg1	ortholog_one2many	68.6225	67.4185	50	1
slc25a24l	slc25a25	ortholog_one2many	36.8304	31.4286	0	0
PLEKHA8	plekha8	ortholog_one2one	55.0091	55.2102	75	1
cimip2b	fam166b	ortholog_one2one	41.1371	39.9351	0	0
mrps21						
si:dkey-166k12.1	slc22a4	ortholog_many2many	31.2849	30.3249	0	0
si:dkey-166k12.1	slc22a5	ortholog_many2many	32.4022	31.6364	0	0
SLC6A9	slc6a9	ortholog_one2one	77.1822	77.3006	50	1
si:ch211-93g21.1						
pimr203						
HEBP2						
mast4						
SBNO2	sbno2	ortholog_one2many	54.8898	59.522	0	0
bmb	XB5759208 [provisional]	ortholog_one2one	46.0784	43.5858	0	0
CEL	cel.1	ortholog_one2many	57.971	55.7491	25	0
si:ch211-225k7.4		ortholog_one2many	10.0817	15.7447	0	0
si:ch211-261i24.2						
MFSD4A	mfsd4a	ortholog_one2many	48.5075	51.6899	25	0
linc-pde4ba						
CENPV	cenpv	ortholog_one2one	67.1233	42.2414	50	1
si:ch211-114l13.9						
TOMM70	tomm70	ortholog_one2one	81.6926	81.8339	0	0
NR2F6	nr2f6	ortholog_one2many	77.9703	80.9769	50	1
dchs1a	dchs1	ortholog_one2many	53.9847	54.6016	25	0
si:cabz01007816.2						
ACSS2	acss2.1	ortholog_one2one	83.6145	50.1445	0	0
si:ch211-226o13.2						
pimr72						
si:ch211-225k7.5		ortholog_one2many	11.2637	17.4468	0	0
myo1ca						
si:ch211-232f6.3						
fem1b	fem1b	ortholog_one2one	77.4295	78.5374	75	1
mhc2bl	XB5827395 [provisional]	ortholog_one2many	27.2	21.118	25	0
si:dkey-84h14.1						
tesmin						
atn1						
si:dkey-29j8.4						
tcf3a	tcf3	ortholog_one2many	50.7018	43.8543	25	0
NTRK1	ntrk1	ortholog_one2one	58.9711	58.1683	0	0
rgs3b						
armc7	armc7	ortholog_one2one	62.5	60.9137	0	0
slc22a21						
UNC13A						
PEX14	pex14	ortholog_one2one	52.9551	61.8785	50	1
si:dkey-19a16.7						
stxbp6l	stxbp6	ortholog_one2many	33.4532	43.662	50	1
MMAA	mmaa	ortholog_one2one	62.0347	61.1247	50	1
PUM3	pum3	ortholog_one2one	57.5517	56.3863	50	1
f2	f2	ortholog_one2one	51.9685	54.3657	25	0
si:ch211-219f7.3						
si:dkey-23n7.5						
ephb4a						
nopchap1	nopchap1	ortholog_one2one	43.1373	37.5	75	1
CACNA1H	cacna1h	ortholog_one2one	64.069	45.8884	0	0
HJV	hjv	ortholog_one2one	42.9268	43.7811	0	0
si:ch211-198o12.4						
PALD1	pald1	ortholog_one2many	61.2684	61.2684	0	0
sult1st1	sult1b1	ortholog_one2many	45.485	44.1558	0	0
GABRR1		ortholog_many2many	63.9485	77.8068	100	1
GABRR1		ortholog_many2many	63.7339	77.5457	100	1
GABRR1	gabrr1	ortholog_many2many	73.176	71.3389	100	1
CXCL14	cxcl14	ortholog_one2one	63	63.6364	0	0
adra1ab						
pkp3a	pkp3	ortholog_one2many	40.3913	42.8571	25	0
olfcq8						
abcc6b.1						
ELOVL4	elovl4	ortholog_one2many	67.3267	62.1951	0	0
CABLES2	cables2	ortholog_one2many	48.1188	51.4831	0	0
TIMM13	timm13	ortholog_one2one	89.4737	88.5417	0	0
si:dkey-88a11.8p						
si:dkey-88d12.1						
CIAO2A	ciao2a	ortholog_one2one	91.5254	35.7616	25	0
linc.setd1ba						
RALGDS	ralgds	ortholog_one2one	66.4207	63.0841	0	0
DOP1B	dop1b	ortholog_one2one	55.8249	36.552	0	0
HAGH	hagh	ortholog_one2one	74.2574	67.5676	0	0
evi5a						
si:dkey-27k4.5						
washc2c						
pimr197						
NUP107	nup107	ortholog_one2one	68.2263	65.8613	0	0
si:ch211-202f5.3						
OSBPL3	osbpl3	ortholog_one2many	53.3825	47.5877	50	1
si:dkeyp-74f1.2						
SIGIRR	sigirr	ortholog_one2one	41.5493	44.5844	25	0
SNU13	snu13	ortholog_one2many	91.4062	91.4062	0	0
PAM	pam	ortholog_one2one	54.2773	55.7576	25	0
MRPL57	mrpl57	ortholog_one2one	67.9612	67.3077	0	0
zgc:154125		ortholog_many2many	15.493	9.1922	0	0
zgc:154125		ortholog_many2many	14.3192	18.1548	0	0
zgc:154125		ortholog_many2many	14.0845	15.544	0	0
zgc:154125		ortholog_many2many	11.7371	12.5	0	0
zgc:154125		ortholog_many2many	14.0845	15.4242	0	0
zgc:154125		ortholog_many2many	15.7277	10.6518	0	0
zgc:154125	fgfr1op2	ortholog_many2many	14.0845	11.811	0	0
zgc:154125	XB5897201 [provisional:fcrl3]	ortholog_many2many	13.3803	15.5738	0	0
zgc:154125		ortholog_many2many	15.9624	16.2679	0	0
zgc:154125	XB5888674	ortholog_many2many	15.0235	18.2336	0	0
zgc:154125		ortholog_many2many	15.2582	15.2225	0	0
zgc:154125		ortholog_many2many	7.277	14.7619	0	0
zgc:154125		ortholog_many2many	9.15493	15.3543	0	0
zgc:154125		ortholog_many2many	12.6761	8.85246	0	0
zgc:154125		ortholog_many2many	15.7277	9.37063	0	0
zgc:154125		ortholog_many2many	9.15493	9.77444	0	0
zgc:154125		ortholog_many2many	15.0235	16.6234	0	0
zgc:154125		ortholog_many2many	14.7887	14.7196	0	0
zgc:154125		ortholog_many2many	12.4413	17.3203	0	0
zgc:154125		ortholog_many2many	11.7371	10.0806	0	0
zgc:154125		ortholog_many2many	10.7981	15.6997	0	0
zgc:154125	fcrl4	ortholog_many2many	11.2676	5.36313	0	0
zgc:154125		ortholog_many2many	15.9624	11.8467	0	0
zgc:154125		ortholog_many2many	17.1362	16.5533	0	0
zgc:154125	XB5897271 [provisional]	ortholog_many2many	13.8498	7.28395	0	0
zgc:154125		ortholog_many2many	12.9108	18.2724	0	0
zgc:154125		ortholog_many2many	8.21596	17.5879	0	0
zgc:154125		ortholog_many2many	15.0235	18.4438	0	0
zgc:154125		ortholog_many2many	8.21596	15.2174	0	0
zgc:154125		ortholog_many2many	13.8498	7.10843	0	0
zgc:154125		ortholog_many2many	13.3803	18.5065	0	0
zgc:154125		ortholog_many2many	16.4319	5.55556	0	0
zgc:154125		ortholog_many2many	15.2582	10.7438	0	0
zgc:154125	XB5960289 [provisional:fcrl4]	ortholog_many2many	12.9108	15.8046	0	0
zgc:154125		ortholog_many2many	11.5023	16.6667	0	0
zgc:154125	XB5991222	ortholog_many2many	14.554	16.8937	0	0
zgc:154125		ortholog_many2many	9.38967	17.5439	0	0
zgc:154125		ortholog_many2many	7.51174	18.9349	0	0
zgc:154125		ortholog_many2many	9.62441	12.3494	0	0
zgc:154125	fcrl3	ortholog_many2many	12.6761	7.14286	0	0
zgc:154125		ortholog_many2many	12.9108	14.3603	0	0
PRIM2	prim2	ortholog_one2one	67.5197	66.8616	50	1
cldn3d						
OSBPL10	osbpl10	ortholog_one2many	60.2394	58.9844	25	0
si:ch211-158d24.3						
gna15.3	gna11	ortholog_many2many	50.1385	50.4178	50	1
gna15.3	gna15	ortholog_many2many	47.0914	45.5764	0	0
si:dkey-193e13.8						
si:ch211-163f17.1						
si:dkey-81i14.1						
si:dkey-16b10.3p						
sall3b						
SMAD5						
HTR1A						
MRTFB	mrtfb	ortholog_one2many	48.5801	44.393	50	1
NDUFB6	ndufb6	ortholog_one2one	64.8438	64.8438	25	0
AMFR	amfr	ortholog_one2many	68.3871	66.7717	0	0
si:ch73-138e16.7						
PPM1A	ppm1a	ortholog_one2many	86.1979	74.382	100	1
si:ch211-113h16.1						
PDXDC1	pdxdc1	ortholog_one2one	67.2324	66.1104	25	0
si:dkeyp-27e10.3						
rereb						
si:ch1073-104i17.1	c19orf44	ortholog_one2one	26.3587	14.9231	25	0
RCC2	rcc2	ortholog_one2one	79.798	73.97	50	1
mctp2a	mctp2	ortholog_one2many	43.1499	45.6621	0	0
BCKDHA	bckdha	ortholog_one2one	75.1121	56.8761	25	0
LYPD6	lypd6	ortholog_one2one	59.1954	60.2339	25	0
camta1						
TMEM132C	tmem132c	ortholog_many2many	48.3666	48.4986	0	0
TMEM132C	tmem132d	ortholog_many2many	44.9183	45.3297	0	0
si:dkey-65b12.10						
adgre19		ortholog_one2many	27.6639	14.0625	0	0
HTR1D	htr1d	ortholog_one2one	66.0622	67.8191	0	0
B3GALNT2	b3galnt2	ortholog_one2one	52.7495	53.0738	75	1
HRAS	hras	ortholog_many2many	87.3016	75.3425	50	1
HRAS	nras	ortholog_many2many	77.2487	78.0749	0	0
si:ch211-170a17.1						
kcnn4	kcnn4	ortholog_one2one	43.4511	44.0928	50	1
NRBF2	nrbf2	ortholog_one2one	45.3441	34.4615	100	1
cers4b	cers4	ortholog_one2many	51.3158	37.0019	25	0
GFAP						
pimr87						
mpped2a						
COTL1						
pla1a	pla1a	ortholog_one2one	38.8158	36.1963	0	0
ZDHHC4	zdhhc4	ortholog_one2one	42.3188	44.7853	75	1
si:ch211-210k13.6						
POPDC2	popdc2	ortholog_one2one	47.8378	45.8549	50	1
MAFA	mafa	ortholog_one2one	74.6032	81.3149	25	0
MEIOB	meiob	ortholog_one2one	50.8584	50.3185	0	0
MLLT10	mllt10	ortholog_one2one	46.2489	51.1719	50	1
si:ch211-222f23.6						
ca4c						
MAGI1	magi1	ortholog_one2many	72.093	61.2815	50	1
si:ch211-274k16.9						
klb	klb	ortholog_one2one	40.7445	40.2985	0	0
si:ch211-261i19.3						
SMG9	smg9	ortholog_one2one	72.4753	72.0472	0	0
si:ch211-154e10.1						
CDS1	cds1	ortholog_one2one	70.7965	66.9456	0	0
si:dkey-179a6.4						
GOPC	gopc	ortholog_one2one	78.2418	65.3211	25	0
WDR75	wdr75	ortholog_one2one	53.4856	53.4214	50	1
si:ch73-17k20.1						
si:ch1073-75o15.4						
UPF1	upf1	ortholog_one2one	95.3636	94.9321	0	0
mapta	mapt	ortholog_one2many	34.7291	17.9389	25	0
si:rp71-39b20.6						
BBS5	bbs5	ortholog_one2one	92.1053	92.1053	75	1
PGPEP1	pgpep1	ortholog_one2one	60.5769	60.5769	0	0
si:ch211-175l6.2						
GUF1	guf1	ortholog_one2one	73.6607	73.2249	25	0
PTPN6	ptpn6	ortholog_one2one	60.678	60.2694	0	0
si:dkeyp-93h6.3						
crybb1l1						
si:dkey-84o3.8	htra2	ortholog_one2many	59.0909	27.4005	0	0
tpm3						
trgv3						
si:dkey-19a16.11						
KTN1	ktn1	ortholog_one2one	42.4723	38.0412	50	1
NME4	nme4	ortholog_one2one	56.9948	57.2917	25	0
JUND						
PTGER2	ptger2	ortholog_one2many	42.2287	35.3808	25	0
id2b						
ACVR2B	acvr2b	ortholog_one2many	76.2279	71.5867	100	1
si:dkey-195m11.8						
mylk2						
GGA3	gga3	ortholog_one2many	46.7236	45.9384	25	0
si:dkey-197m7.1						
si:ch1073-159d7.6						
TLCD3B	tlcd3b	ortholog_one2many	51.3699	53.5714	0	0
PRDM13	prdm13	ortholog_one2one	63.8436	62.0253	75	1
si:ch1073-153i20.2		ortholog_many2many	97.0588	97.7778	0	0
si:ch1073-153i20.2		ortholog_many2many	97.0588	97.7778	0	0
si:ch1073-153i20.2		ortholog_many2many	97.0588	97.7778	0	0
si:rp71-45g20.4	rbbp6	ortholog_one2many	43.7736	5.56355	0	0
PHOX2A	phox2a	ortholog_one2one	53.9286	72.9469	25	0
MAPKAP1	mapkap1	ortholog_one2one	81.2144	82.3077	0	0
cry-dash	cry-dash	ortholog_one2one	70.0576	71.7092	75	1
RIN2	rin2	ortholog_one2many	47.7612	49.3936	25	0
UBL4A	ubl4a	ortholog_one2one	52.2293	55.4054	0	0
mnx2b						
CFAP96	c4orf47	ortholog_one2one	56.2701	52.8701	50	1
golim4b		ortholog_one2many	25.9414	22.3423	0	0
olfcn1						
FNBP1	fnbp1	ortholog_one2many	71.0236	69.3846	0	0
si:dkey-109j17.5						
FAM177A1	fam177a1	ortholog_one2many	46.0526	31.3901	0	0
si:dkey-9i23.16						
si:ch211-157j23.5	nxpe3l.2	ortholog_many2many	39.9594	34.5009	0	0
si:ch211-157j23.5		ortholog_many2many	39.1481	36.3465	0	0
si:ch211-157j23.5	nxpe3l.6	ortholog_many2many	36.5112	34.5489	0	0
si:ch211-157j23.5		ortholog_many2many	41.3793	33.9434	0	0
si:ch211-157j23.5		ortholog_many2many	38.5396	35.7815	0	0
si:ch211-157j23.5		ortholog_many2many	39.1481	36.0748	0	0
si:ch211-157j23.5		ortholog_many2many	36.714	30.8874	0	0
si:ch211-157j23.5		ortholog_many2many	39.9594	37.0998	0	0
si:dkey-108k21.21		ortholog_many2many	60.3604	59.5556	0	0
si:dkey-108k21.21		ortholog_many2many	53.6036	59.204	50	1
si:dkey-108k21.21	XB5900552	ortholog_many2many	60.3604	59.8214	50	1
si:dkey-108k21.21		ortholog_many2many	59.9099	62.1495	0	0
si:dkey-108k21.21		ortholog_many2many	53.6036	57.767	0	0
si:dkey-108k21.21		ortholog_many2many	59.9099	59.375	25	0
si:dkey-108k21.21		ortholog_many2many	61.2613	63.5514	0	0
si:dkey-108k21.21		ortholog_many2many	60.3604	60.9091	0	0
si:dkey-108k21.21		ortholog_many2many	59.9099	58.0786	0	0
si:dkey-108k21.21		ortholog_many2many	61.2613	54.6185	0	0
si:dkey-108k21.21		ortholog_many2many	61.2613	63.5514	0	0
si:dkey-108k21.21		ortholog_many2many	63.5135	58.2645	50	1
si:dkey-108k21.21		ortholog_many2many	53.6036	56.6667	0	0
si:dkey-108k21.21		ortholog_many2many	63.964	45.9547	0	0
si:dkey-108k21.21		ortholog_many2many	60.3604	59.8214	0	0
si:dkey-108k21.21		ortholog_many2many	60.3604	63.5071	0	0
si:dkey-108k21.21		ortholog_many2many	58.5586	58.5586	0	0
ccdc162						
LTBP1	ltbp1	ortholog_one2one	53.3613	44.2509	75	1
si:ch211-212i14.3						
si:ch73-261i21.5						
ADGRV1	adgrv1	ortholog_one2one	24.2014	54.1321	100	0
FGF13						
ZNF281	znf281	ortholog_one2many	44.7585	46.0606	0	0
tmem154						
CHSY1	chsy1	ortholog_one2one	77.1536	76.1084	75	1
PRCP	prcp	ortholog_one2one	63.6735	62.9032	75	1
rbm6		ortholog_many2many	16.4689	14.7041	0	0
atraid		ortholog_one2many	28.6957	43.7086	0	0
atraid	atraid	ortholog_one2many	39.1304	31.9149	0	0
btc	btc	ortholog_one2one	32.0225	33.5294	0	0
SNX17	snx17	ortholog_one2one	79.704	80.7281	25	0
PNKD	pnkd	ortholog_one2one	60.1108	61.8234	25	0
si:dkey-281a10.1						
MID1IP1	mid1ip1	ortholog_one2one	70.7483	68.4211	75	1
r3hcc1						
HNF1A	hnf1a	ortholog_one2one	52.8571	50.1695	25	0
CPEB3	cpeb3	ortholog_one2one	75.256	69.1223	75	1
si:ch73-389b16.1	ccdc18	ortholog_one2many	22.3881	2.21076	50	0
si:ch211-107m4.3						
si:dkey-7f16.2						
camk2n1b						
PITRM1	pitrm1	ortholog_one2one	67.8397	67.5755	25	0
si:dkey-62k3.4						
ABAT	mettl22	ortholog_one2one	71	40.0225	50	1
TPR	tpr	ortholog_one2many	56.0374	56.7126	50	1
pank2	pank2	ortholog_one2one	70.7094	73.2227	25	0
si:ch211-191j22.3						
si:ch211-241d24.3						
tlr3						
BCOR	bcor	ortholog_one2one	35.412	37.7001	50	1
FHL3	fhl3	ortholog_one2many	80.6452	80.6452	0	0
si:ch211-281g2.2						
QPCTL	qpctl	ortholog_one2many	45.9184	47.1204	0	0
FGFR2	fgfr2	ortholog_one2one	72.5537	66.8132	25	0
firrm	c1orf112	ortholog_one2one	42.5906	40.9283	50	1
RTTN	rttn	ortholog_one2one	38.221	43.3783	100	1
TMC1	tmc2	ortholog_one2one	52.8283	73.4551	100	1
GSTM3						
znf1088						
si:dkey-60b12.6						
EDC4	edc4	ortholog_one2one	61.5054	62.039	25	0
arnt	arnt	ortholog_one2one	55.6319	52.0566	0	0
OTOF	otof	ortholog_one2many	76.5369	67.85	0	0
QDPR	qdpr	ortholog_one2many	66.2447	65.1452	50	1
dlgap3	dlgap3	ortholog_one2one	51.1804	56.9926	0	0
STMP1						
si:dkey-182i3.10		ortholog_many2many	19.0705	27.1689	0	0
si:dkey-182i3.10		ortholog_many2many	24.1987	34.3182	0	0
si:dkey-182i3.10		ortholog_many2many	25.3205	16.6316	0	0
NIPSNAP1	nipsnap1	ortholog_one2one	68.4588	61.0224	0	0
ripk1l	ripk1	ortholog_one2one	37.5189	30.6551	50	1
RFFL	rffl	ortholog_one2many	53.4682	51.8207	0	0
traj44						
mybpha	mybph	ortholog_one2many	56.3953	57.3965	0	0
traj35						
traj28						
traj18						
sxph	depdc5	ortholog_one2one	52.3874	51.2684	25	0
WDR19	wdr19	ortholog_one2one	75.8746	77.4554	0	0
						
nfybb	nfyb	ortholog_one2many	77.4336	65.2985	25	0
SCAMP1	scamp1	ortholog_one2one	79.5858	80.0595	0	0
shisa8b	shisa8	ortholog_one2many	35.7309	40.4199	25	0
scinla						
ATAD1	atad1	ortholog_one2many	81.2155	72.7723	100	1
DOK6	DOK6	ortholog_one2one	76.8072	61.5942	50	1
CPNE1	cpne1	ortholog_one2one	73.5955	73.5955	50	1
PRMT3	prmt3	ortholog_one2one	60.5469	59.7303	25	0
ftr26						
NEDD4	nedd4	ortholog_one2one	60.3558	37.0226	0	0
FAN1	fan1	ortholog_one2one	48.4818	47.332	0	0
si:dkey-19f4.2						
RPS25	rps25	ortholog_one2one	91.129	90.4	0	0
POLA2	pola2	ortholog_one2one	57.5	55.5556	0	0
si:dkeyp-94h10.3						
PTPRF	ptprf	ortholog_one2many	76.7503	76.8708	100	1
traj9						
HSPB1	hspb1	ortholog_one2one	66.3317	51.9685	25	0
PICALM	picalm	ortholog_one2many	79.257	73.0385	0	0
MYBPC2	mybpc2	ortholog_one2one	64.5446	63.5889	0	0
sertad4						
SF3A1	sf3a1	ortholog_one2one	83.0769	81.203	0	0
SLC35B3	slc35b3	ortholog_one2one	77.7202	68.9655	100	1
kcnip3a						
LIM2	lim2	ortholog_one2many	89.5954	89.0805	50	1
si:dkey-31g6.6	c17orf67	ortholog_one2one	51.7647	48.8889	25	0
CLPTM1	clptm1	ortholog_one2one	76.7036	75.2722	25	0
or94a1						
CPVL	cpvl	ortholog_one2one	67.7824	66.5298	50	1
KCNK15	kcnk15	ortholog_one2one	64.4258	55.9611	0	0
si:ch211-135l21.9						
ATP5MC3	atp5mc3	ortholog_one2one	80.5755	78.8732	0	0
LRP3	lrp3	ortholog_one2one	51.4563	51.5188	25	0
DR1	dr1	ortholog_one2one	93.75	94.2857	50	1
FXR2						
VSX1	vsx1	ortholog_one2one	60.5882	59.8837	25	0
si:dkey-258f14.2						
zgc:113426						
TENM4	tenm4	ortholog_one2one	77.1379	78.9568	100	1
CARTPT		ortholog_one2many	62.7273	57.9832	25	0
NDC1	ndc1	ortholog_one2one	52.161	51.7751	50	1
si:ch73-296e2.3						
batf2						
znf1169						
si:dkey-234h16.7		ortholog_one2one	40	37.3333	100	1
slc27a2b	slc27a3	ortholog_one2many	52.1104	52.0259	0	0
KLF15	klf15	ortholog_one2one	50.4525	56.599	25	0
GRIA1	gria1	ortholog_one2many	71.4286	72.536	0	0
si:ch73-171o20.1						
si:ch211-183d5.2						
BLOC1S6	bloc1s6	ortholog_one2one	58.3333	52.6012	75	1
mis18a	mis18a	ortholog_one2one	29.6875	27.5362	25	0
RHBDL2	rhbdl2	ortholog_one2one	63.1399	63.7931	100	1
zgc:66473		ortholog_many2many	28.8931	27.2085	0	0
zgc:66473		ortholog_many2many	28.5178	27.9926	0	0
zgc:66473		ortholog_many2many	27.3921	25.614	0	0
si:dkey-14o1.19						
CYP11A1	cyp11a1	ortholog_one2many	55.1923	56.9444	50	1
irgf3						
prkcg	prkcg	ortholog_many2many	71.2538	68.2284	50	1
garre1	garre1	ortholog_one2many	74.026	16.0413	100	0
RPL17	rpl17	ortholog_one2one	93.4783	93.4783	0	0
PRXL2C	prxl2c	ortholog_one2one	53.6364	51.7544	0	0
si:dkey-13m3.2						
si:ch211-207m2.1						
GLRB	glrb	ortholog_one2many	79.7189	79.8793	50	1
SMG6	smg6	ortholog_one2one	45.6606	50.9393	0	0
si:dkey-33g13.4						
slc1a6	slc1a6	ortholog_one2one	72.6786	66.0714	0	0
hcst						
ADCYAP1R1	adcyap1r1	ortholog_one2many	87.2274	56.7951	0	0
KCNMB2	kcnmb2	ortholog_one2many	48.659	46.0145	50	1
RPS26	rps26	ortholog_one2many	94.7826	91.5966	0	0
RIOK1	riok1	ortholog_one2one	66.4855	66.9708	0	0
JAGN1						
AKIRIN1	akirin1	ortholog_one2one	74.0741	75.2688	100	1
cox6a1						
pimr109						
si:rp71-84d9.5						
GUSB	gusb	ortholog_one2one	64.441	65.5608	25	0
WNT10B	wnt10b	ortholog_one2one	61.1241	66.4122	25	0
RBP4	rbp4	ortholog_one2one	55.7292	53.7688	75	1
si:dkey-14a7.6						
si:dkey-181c1.7						
BCL9	bcl9	ortholog_one2one	56.0076	59.7288	50	1
si:dkey-1b17.4						
TXN2	txn2	ortholog_one2one	52.4096	37.0213	0	0
SSR2	ssr2	ortholog_one2one	84.4086	88.2022	25	0
adam8b		ortholog_one2many	8.66911	33.3333	0	0
rbfox1l						
inavab						
ogfr2		ortholog_many2many	35.8663	17.3529	0	0
ogfr2		ortholog_many2many	34.0426	7.81032	0	0
ogfr2	ogfr	ortholog_many2many	28.8754	30.6452	0	0
h2bc1						
fbxl6		ortholog_one2one	18.4397	10.2767	0	0
ITGB8	itgb8	ortholog_one2one	39.521	32.6733	50	1
TCIRG1	tcirg1	ortholog_one2many	55.6501	52.948	0	0
zdhhc20a		ortholog_many2many	37.8151	41.411	0	0
zdhhc20a		ortholog_many2many	38.6555	39.7695	0	0
zdhhc20a	slc66a1l	ortholog_many2many	39.7759	40.6877	0	0
zdhhc20a		ortholog_many2many	31.0924	42.6923	0	0
zdhhc20a		ortholog_many2many	38.0952	41.4634	0	0
zdhhc20a		ortholog_many2many	35.2941	40.1274	0	0
zdhhc20a		ortholog_many2many	39.7759	41.8879	0	0
zdhhc20a		ortholog_many2many	38.6555	38.3333	0	0
zdhhc20a		ortholog_many2many	37.535	38.1766	0	0
zdhhc20a		ortholog_many2many	38.3754	40.2941	0	0
mhc2dab	XB5827395 [provisional]	ortholog_one2many	34	26.3975	25	0
TGFB2	tgfb2	ortholog_one2one	79.661	78.7081	0	0
CDIN1	cdin1	ortholog_one2one	52.6667	50	75	1
si:dkey-78l4.12						
rasip1	rasip1	ortholog_one2one	17.2902	53.605	0	0
SKP2	skp2	ortholog_one2one	53.4146	52.019	25	0
si:dkey-260g12.1						
PRP4K	prpf4b	ortholog_one2many	65.5172	65.3846	50	1
msgn1	msgn1	ortholog_one2one	45.0382	34.3023	0	0
pimr83						
si:dkeyp-114g10.2						
IYD	iyd	ortholog_one2one	66.4407	66.8942	0	0
card19	card19	ortholog_one2one	39.1061	23.6486	75	0
si:dkey-19a16.9						
si:ch211-163m17.5						
si:dkey-11p23.12						
fam169b	fam169b	ortholog_one2one	45.4545	26.8097	0	0
MMP11	mmp11	ortholog_one2many	52.588	53.1381	0	0
si:dkeyp-13d12.19						
si:dkey-23a13.8						
slc25a51b	slc25a51	ortholog_one2many	62.7063	60.1266	0	0
tecrl2b	mgc146850	ortholog_one2many	56.1605	59.3939	50	1
eef1a1l3	42Sp50	ortholog_one2one	67.4948	70.4104	50	1
si:ch211-13a5.2						
DPY19L1	dpy19l1	ortholog_one2one	60.9589	56.4721	0	0
si:dkey-156k2.8						
BDH1	bdh1a	ortholog_one2one	48.7603	52.5223	0	0
tns3.2						
SNX14	snx14	ortholog_one2one	71.7345	70.7497	25	0
si:dkey-47k16.4						
TAF5L	taf5l	ortholog_one2one	67.2213	68.8245	0	0
si:dkey-174i8.1						
pimr155						
hmgb1b	hmgb1	ortholog_one2many	77.1574	72.0379	0	0
TBXAS1	tbxas1	ortholog_one2one	49.6337	51.0358	25	0
DES	des.1	ortholog_one2many	70.6131	72.9258	50	1
kif18a						
ndufa9b	ndufa9	ortholog_one2many	62.5	37.6214	0	0
glsl						
RAB40C	rab40c	ortholog_one2one	94.6237	92.3077	0	0
si:dkeyp-73d8.13						
si:dkey-88n2.1						
si:dkey-17e16.9		ortholog_one2many	39.9103	39.8507	0	0
si:dkey-17e16.9		ortholog_one2many	7.92227	37.8571	0	0
MPHOSPH6	mphosph6	ortholog_one2one	59.5238	61.3497	25	0
urb1	urb1	ortholog_one2one	44.0566	43.4802	0	0
NCOA3	ncoa3	ortholog_one2one	48.8978	52.4731	25	0
OSGEPL1	osgepl1	ortholog_one2one	59.4059	59.2593	100	1
mov10b.1	mov10	ortholog_many2many	46.7917	47.6382	25	0
mov10b.1	XB5951253 [provisional:mov10]	ortholog_many2many	43.3366	43.9439	0	0
ITGB4	itgb4	ortholog_one2one	52.0338	54.1506	0	0
SDHC	sdhc	ortholog_one2one	63.3136	57.2192	0	0
ATP1A1	atp1a1	ortholog_one2many	88.035	85.782	0	0
TRIP13	trip13	ortholog_one2one	64.3868	60	0	0
si:ch1073-468o21.1						
TRIM36	trim36	ortholog_one2one	60.749	52.518	50	1
hoxa13a						
lrp1ba						
nlrc3l1						
pon1	pon2	ortholog_one2many	46.0674	43.0446	0	0
si:dkey-19a16.1						
si:ch211-255f14.2						
si:dkey-195m11.11						
got2b	shtn1	ortholog_one2many	75.4673	64.2147	25	0
RTEL1	rtel1	ortholog_one2one	54.5455	53.1897	25	0
CCBE1	ccbe1	ortholog_one2one	63.8404	64.9746	50	1
shbg						
HMCN1	hmcn1	ortholog_one2one	55.7158	56.6951	0	0
CACNB4	cacnb4	ortholog_one2one	85.7418	85.5769	0	0
FBXL14	fbxl14	ortholog_one2many	91.25	91.25	75	1
crygm2d16						
LINGO1	lingo1	ortholog_one2many	77.5444	79.2079	75	1
si:ch211-266a5.12						
znf1136	XB5795368	ortholog_many2many	47.8873	33.7469	0	0
znf1136		ortholog_many2many	46.3028	36.6806	0	0
znf1136	znf184	ortholog_many2many	46.3028	34.4692	0	0
znf1136		ortholog_many2many	42.6056	36.6667	0	0
znf1136		ortholog_many2many	47.5352	32.3741	0	0
si:ch211-133d24.25						
si:dkeyp-82h4.1						
ACTR3B						
evx1						
MGAT1	mgat1	ortholog_one2many	47.1349	57.047	25	0
si:ch211-197e7.1						
ubn2b	ubn2	ortholog_one2many	40.939	33.668	0	0
FPGS	fpgs	ortholog_one2one	59.0909	60.7914	0	0
spink4						
si:ch211-22i13.2						
STIM1	stim1	ortholog_one2many	56.8862	47.205	75	1
HOXA1	hoxa1	ortholog_one2one	54.7112	55.7276	50	1
UBE2G1	ube2g1	ortholog_one2one	98.2353	98.2353	50	1
LRRC14B	lrrc14b	ortholog_one2one	49.6198	50.5814	0	0
RDH14	rdh14	ortholog_one2many	68.7307	68.7307	0	0
pimr68						
crp7	crp.3	ortholog_many2many	44.4444	45.045	0	0
crp7	crp	ortholog_many2many	42.6667	41.0256	0	0
