Gene name	Mouse gene name	Mouse homology type	%id. target Mouse gene identical to query gene	%id. query gene identical to target Mouse gene	Mouse Gene-order conservation score	Mouse Whole-genome alignment coverage	Mouse orthology confidence [0 low, 1 high]
KLK1	Klk1	ortholog_one2many	64.8855	65.1341	100	97.91	1
KLK1	Klk1b4	ortholog_one2many	60.3053	61.7188	100	0.00	1
KLK1	Klk1b27	ortholog_one2many	58.3969	58.1749	100	0.00	1
KLK1	Klk1b16	ortholog_one2many	56.4885	56.705	100	0.00	1
KLK1	Klk1b1	ortholog_one2many	61.8321	62.069	100	0.00	1
KLK1	Klk1b11	ortholog_one2many	61.8321	62.069	100	0.00	1
KLK1	Klk1b26	ortholog_one2many	59.1603	59.387	100	0.00	1
KLK1	Klk1b9	ortholog_one2many	59.9237	60.1533	100	0.00	1
TMTC3	Tmtc3	ortholog_one2one	90.4814	89.8913	75	100.00	1
STARD13-AS							
PPIAP74							
KRT18P35							
EDF1	Edf1	ortholog_one2one	98.6487	98.6487	100	100.00	1
							
TMEM38BP1							
							
ENPP7P15							
HMGN2P26							
							
SNRPCP5							
							
RPS3AP39							
EEFSEC	Eefsec	ortholog_one2one	88.0872	90.0515	100	100.00	1
GLYATL1P1							
GLYATL1P4							
GLYATL1B							
							
CYP4F36P							
ZNF861P							
FAM111B							
							
RPL19P13							
ZFP14	Zfp14	ortholog_one2one	81.9887	87.2255	50	90.41	1
							
MEF2D							
RPL17P29							
							
							
RNU7-43P	Rnu7-ps3	ortholog_one2many	76.5625	81.6667		0.00	0
							
PPIAP52							
							
							
SLC2A2	Slc2a2	ortholog_one2one	81.8702	82.0268	100	100.00	1
							
MIR598							
CCDC42	Ccdc42	ortholog_one2one	86.3924	86.3924	100	100.00	1
							
MIR1322							
							
							
ERHP1							
RNU6-1021P							
RNA5SP252							
OR4K7P							
MIR4286							
							
							
LINC03022							
OR4K8P							
RPL31P36							
							
							
							
SNX19P3							
SAMTOR	Bmt2	ortholog_one2one	93.8272	94.2928	50	100.00	1
VN1R74P							
ZFP82	Zfp82	ortholog_one2one	85.1504	85.4717	25	100.00	1
GTF2IP8							
RNU6-1210P	Gm22575	ortholog_many2many	71.9626	70		0.00	0
RNU6-1210P	Gm23097	ortholog_many2many	73.8318	75.2381		0.00	0
							
MIR3156-2							
							
LINC01906							
Y_RNA							
							
							
MIR7703							
							
RNU6-729P							
							
							
PRSS52P							
IQGAP3							
MSRA							
							
							
MTCYBP9							
MIR4479							
							
							
RPS29P12							
							
ENTR1	Entr1	ortholog_one2one	66.8966	81.0585	100	100.00	1
							
							
MFSD6L	Mfsd6l	ortholog_one2one	67.7474	67.7474	100	100.00	1
EEF1A1P11							
TOMM40P4							
DTX4	Dtx4	ortholog_one2one	93.6995	94.1558	100	100.00	1
							
MRPL22	Mrpl22	ortholog_one2one	89.3204	89.3204	50	61.97	0
ANKRD30B							
RPS20P5							
							
							
							
TLCD4	Tlcd4	ortholog_one2one	76.8061	73.1884	100	100.00	1
IMP4	Imp4	ortholog_one2one	97.9381	97.9381	50	100.00	1
RNA5SP383							
PIK3R6	Pik3r6	ortholog_one2one	82.7586	82.9787	100	100.00	1
TTC24							
							
CTBP2P7							
ZNF260	Zfp260	ortholog_one2one	85.6796	86.7322	0	100.00	1
							
IPO4	Ipo4	ortholog_one2one	81.7761	81.7006	100	100.00	1
PPP1R2P6							
							
							
							
							
							
MON2-AS1							
HAPLN2							
COL26A1	Col26a1	ortholog_one2one	87.9819	88.1818	100	96.63	1
							
WSCD2	Wscd2	ortholog_one2one	92.2124	91.2434	50	100.00	1
SUGT1-DT							
							
BCAN-AS1							
LINC00379							
							
GPATCH4							
							
							
LINC00393							
ZNF529							
AGKP2							
RAP2C	Rap2c	ortholog_one2one	100	100	100	100.00	1
LRRC8D	Lrrc8d	ortholog_one2one	96.0373	95.9255	100	100.00	1
							
HPGD	Hpgd	ortholog_one2one	89.0977	88.1041	100	100.00	1
ZSWIM8-AS1							
							
							
ZP2							
MPEG1	Mpeg1	ortholog_one2many	75.6983	76.0168	75	100.00	1
MPEG1	Pfpl	ortholog_one2many	61.4525	62.6781	75	0.00	1
ABRAXAS1P2							
							
MTND4LP26							
							
							
RN7SL42P							
							
SLC25A47P1							
							
SLITRK3	Slitrk3	ortholog_one2one	96.4176	96.1225	100	100.00	1
							
							
							
							
							
							
RN7SL862P							
RN7SL435P							
							
XRCC6P4							
							
OR5AN2P							
RNA5SP449							
NDST2	Ndst2	ortholog_one2one	96.7157	96.7157	100	100.00	1
SRPK2P							
LINC00392							
PIGPP4							
OR5BR1P							
							
TXNDC2	Txndc2	ortholog_one2one	40.9465	36.1818	75	99.87	0
							
TMEM232	Tmem232	ortholog_one2one	65.7534	64	50	100.00	1
							
BBLNP2							
							
MIRLET7A3	Mirlet7c-2	ortholog_one2one	91.8919	71.5789		100.00	1
TTPA	Ttpa	ortholog_one2one	89.2086	89.2086	50	100.00	1
							
MIR4763							
MIRLET7B							
							
							
RPL19P6							
PLP1	Plp1	ortholog_one2one	100	100	75	100.00	1
							
VWA5A	AW551984	ortholog_one2many	65.9033	64.4279	50	100.00	1
VWA5A	Vwa5a	ortholog_one2many	68.0662	67.4653	0	14.33	0
CDPF1	Cdpf1	ortholog_one2one	73.1707	75.6302	100	100.00	1
							
NTN1	Ntn1	ortholog_one2one	99.1722	99.1722	100	100.00	1
							
							
							
							
							
							
UBE2V1P2							
							
							
ATP5MC1P4							
S1PR1	S1pr1	ortholog_one2one	94.2408	94.2408	100	100.00	1
							
							
MIR124-1HG							
RN7SL192P							
YWHAQP6							
							
MIR6886							
MIR6796							
HIPK4	Hipk4	ortholog_one2one	87.1753	87.1753	100	100.00	1
							
VAPA	Vapa	ortholog_one2one	97.1888	97.1888	50	100.00	1
							
							
ZNF619P1							
RPL21P76							
MATR3P3							
CCZ1P1							
							
TARDBPP4							
SERTAD1	Sertad1	ortholog_one2one	86.017	86.017	100	100.00	1
ARHGAP29	Arhgap29	ortholog_one2one	82.7914	82.4645	100	100.00	1
							
							
SKP1P1							
YTHDF3	Ythdf3	ortholog_one2one	98.8034	98.8034	50	100.00	1
Y_RNA							
STX8	Stx8	ortholog_one2one	92.7966	92.7966	100	100.00	1
							
PAICSP6							
GMPR	Gmpr	ortholog_one2one	95.3623	95.3623	100	100.00	1
Metazoa_SRP							
							
CAMK2G-AS1							
PSG6							
							
INPP5E	Inpp5e	ortholog_one2one	77.0186	76.6615	100	100.00	1
RCC2P3							
MIR124-1							
							
MIR597							
							
C10orf71	3425401B19Rik	ortholog_one2one	65.2962	66.3598	100	100.00	1
							
							
							
TNIK	Tnik	ortholog_one2one	98.8235	98.8235	100	100.00	1
							
EEF1B2P6							
							
							
RPL17P27							
							
							
							
							
LINC01077							
SWINGN							
							
							
							
							
RPL35AP23							
							
TIMM23	Timm23	ortholog_one2one	96.6507	96.6507	50	100.00	1
ENOX1-AS2							
ATP6V0A4	Atp6v0a4	ortholog_one2one	85.4762	86.1945	100	100.00	1
SERHL2	Serhl	ortholog_one2one	64.6497	63.2399	100	100.00	1
							
LINC00370							
							
							
PPP1R3B-DT							
RPL13AP21							
							
SNX18P23							
SLC5A8	Slc5a8	ortholog_one2one	86.5574	86.4157	100	100.00	1
C9orf163							
							
							
MTCO3P39							
MTND3P22							
							
							
FSD1L	Fsd1l	ortholog_one2one	89.6226	95.5734	100	100.00	1
LMO7DN							
SNORA74C-1	Gm23946	ortholog_one2many	74.1294	75.6345		100.00	1
MSMB	Msmb	ortholog_one2one	42.9825	43.3628	50	99.59	0
GPR53P							
							
							
UBD	Ubd	ortholog_one2one	69.697	70.9877	75	100.00	1
SYCN	Sycn	ortholog_one2one	73.1343	73.1343	75	100.00	1
							
CLEC17A							
OR2H5P							
LINC00398							
TMEM183AP1							
SNORD32B							
RPL13AP							
MOG	Mog	ortholog_one2one	86.2348	86.2348	75	100.00	1
RPL23AP61							
							
LINC00200							
							
							
CFAP54	Cfap54	ortholog_one2one	73.4819	71.7439	100	100.00	1
TEX26-AS1							
DSTNP5							
							
							
RNA5SP450							
ATP5MC2P3							
							
							
PIEZO2	Piezo2	ortholog_one2one	89.8778	91.1827	50	100.00	1
ALDH7A1	Aldh7a1	ortholog_one2one	87.9406	87.9406	100	100.00	1
							
DBF4P2							
VPS26A	Vps26a	ortholog_one2one	99.0826	99.0826	100	100.00	1
							
							
							
RPL9P13							
CFAP52	Cfap52	ortholog_one2one	90.8064	90.8064	100	100.00	1
LRP1B	Lrp1b	ortholog_one2one	91.6504	91.6504	50	100.00	1
							
							
TCEAL2							
							
BEX5							
TCEAL6							
ANKS4B							
TRAPPC11	Trappc11	ortholog_one2one	93.6452	93.6452	100	100.00	1
RNU6-526P							
							
							
							
							
							
							
RNU6-1151P							
LINC01066							
							
							
							
							
							
RN7SL135P							
							
							
							
PI15	Pi15	ortholog_one2one	93.4109	93.4109	75	100.00	1
							
							
Metazoa_SRP							
RNU7-55P							
MIR4660							
SNORA70							
							
RNU6-682P							
							
							
							
							
							
							
							
RN7SL178P							
							
NPIPB5							
							
LINC02950							
LINC01076							
TLE1P1							
FAM86B3P							
AP1M2P1							
FRMD8P1							
LINC01053							
RALGAPA1P1							
							
							
KBTBD6-DT							
TAL2	Tal2	ortholog_one2one	86.1111	86.1111	100	100.00	1
SUPV3L1	Supv3l1	ortholog_one2one	87.7863	88.5751	100	100.00	1
POLR3E							
NONO	Nono	ortholog_one2one	98.9384	98.5201	100	100.00	1
CDK20	Cdk20	ortholog_one2one	94.2197	94.2197	0	100.00	1
EEF2K							
TEAD2	Tead2	ortholog_one2one	92.4612	93.7079	100	100.00	1
LINC00463							
							
MOSMO							
GDAP1	Gdap1	ortholog_one2one	93.8548	93.8548	100	100.00	1
PDZD9							
							
							
							
							
							
							
							
							
							
VPS51P16							
RPS3AP34							
CDC42P6							
							
GBA3							
							
							
							
RPS3AP35							
							
							
OR7E8P							
NPIPB4							
OR7E15P							
							
							
OR7E10P							
							
							
							
							
MIR5692A2							
MIR3926-1							
							
MIR3926-2							
LINC03019							
							
							
RPS27P23							
							
							
							
							
							
							
							
							
							
LINC00681							
							
NUP37	Nup37	ortholog_one2one	91.1043	91.1043	100	100.00	1
							
IGSF21	Igsf21	ortholog_one2one	94.2184	94.0171	100	100.00	1
RNU6-842P							
METTL9							
							
Y_RNA							
							
XKR5							
IGSF6							
DEFT1P							
							
DEFA1B							
							
DEFT1P2							
DEFA11P							
DEFA7P							
							
							
RPL19P18							
							
							
							
USP43	Usp43	ortholog_one2one	81.211	80.5654	100	100.00	1
OR7E125P							
							
NPIPB11							
TMEM170A	Tmem170	ortholog_one2one	95.8333	95.8333	100	100.00	1
FAM90A19							
							
OR10D1P							
FAM90A7							
							
OR8F1P							
OR8G7P							
							
SLC5A4P1							
TALDO1	Taldo1	ortholog_one2one	94.362	94.362	75	100.00	1
COA7	Coa7	ortholog_one2one	90.4762	90.4762	100	100.00	1
FAM90A10							
							
MTND4P3							
PRR23D1							
							
							
							
CAPZA1P5							
							
RPSAP23							
							
							
ACTP1							
							
KCNJ3	Kcnj3	ortholog_one2one	99.002	99.002	100	100.00	1
							
NEFL	Nefl	ortholog_one2one	95.5801	95.5801	100	100.00	1
DEFB107B							
OLFML3	Olfml3	ortholog_one2one	94.0887	94.0887	100	100.00	1
NCAPG2	Ncapg2	ortholog_one2one	81.0149	81.3708	75	100.00	1
LINC00423							
							
							
IFITM3P5							
CHST6							
							
DEFB106B							
DEFB104B							
LTA4H	Lta4h	ortholog_one2one	92.7987	92.7987	100	100.00	1
							
HKDC1	Hkdc1	ortholog_one2one	91.0578	91.2568	100	100.00	1
							
DEFB103B							
HSPD1P3							
LINC01034							
							
LINC01065							
DEFB4B							
							
							
MIR6841							
							
							
RN7SKP206	Gm54522	ortholog_one2one	48.8055	56.5217		0.00	0
MIR3686							
MTRF1LP2							
LINC03082							
							
							
FAM66B							
MIR7112							
SCX	Scx	ortholog_one2one	95.5224	92.7536	100	100.00	1
							
GABARAPL2	Gabarapl2	ortholog_one2one	100	100	100	100.00	1
USP17L4							
TMEM177	Tmem177	ortholog_one2one	78.4566	78.4566	100	100.00	1
HSF1	Hsf1	ortholog_one2one	89.0359	89.7143	100	100.00	1
RN7SKP80							
							
RNU6-513P							
							
ATP5MGL	Atg5lrt	ortholog_many2many	69	66.9903	0	0.00	0
ATP5MGL	Atp5mg	ortholog_many2many	74	71.8447	0	0.00	0
							
GCLM	Gclm	ortholog_one2one	96.3504	96.3504	100	100.00	1
A4GALT	A4galt	ortholog_one2one	77.3371	76.0446	100	100.00	1
USP17L1							
AGTPBP1	Agtpbp1	ortholog_one2one	89.7227	90.312	100	100.00	1
FAM90A20							
							
FAM90A3							
FAM90A23							
							
							
							
							
TKTL2	Tktl2	ortholog_one2one	80.5112	80.3828	100	100.00	1
							
							
YWHAQP4							
							
							
							
							
RPS15AP28							
ATP5MC1P7							
							
LINC00462							
TSPAN15	Tspan15	ortholog_one2one	91.8367	91.8367	100	100.00	1
TERF2IP	Terf2ip	ortholog_one2one	84.9624	86.2595	100	100.00	1
COPS3P1							
							
NWD2	Nwd2	ortholog_one2one	94.7761	94.7761	100	100.00	1
ALG1L11P							
							
FAM66D							
GPC5-AS2							
							
Y_RNA							
RPL5P34							
PAN3-AS1							
							
ADAMTS7P5							
DUXB							
ARFGAP3	Arfgap3	ortholog_one2one	81.3953	80.1527	100	100.00	1
RN7SL520P							
USP17L7							
ATP5PBP7							
MTCO3P9							
ZNF705D							
LINC02496							
TGFBR3	Tgfbr3	ortholog_one2one	81.4336	81.5294	100	100.00	1
CPHXL	Cphx1	ortholog_one2many	14.321	31.8681	0	86.79	0
							
DEFB130B							
							
RNA5SP403							
							
RNA5SP404							
							
							
COPRSP1							
DEFB131C							
IMPDH1P11							
VPS51P12							
DEFB131E							
SLC6A14P3							
ATP5MGP4							
MTND2P22							
RN7SL493P							
GATD1	Gatd1	ortholog_one2one	91.8182	91.8182	100	100.00	1
							
DEFB134							
							
							
							
							
RNU6-633P	Gm24612	ortholog_one2many	93.2039	89.7196		0.00	0
							
NPY2R	Npy2r	ortholog_one2one	94.4882	94.4882	100	100.00	1
							
							
MIR3935							
							
							
							
							
DEFB135							
							
IGKV1OR2-2							
							
							
SETP12							
DEFB136							
							
AMFR	Amfr	ortholog_one2one	93.9347	94.5227	100	100.00	1
RPL7AP27							
							
							
							
							
PTPN18	Ptpn18	ortholog_one2one	75.6522	76.8212	100	100.00	1
OR7E158P							
LINC02437							
							
							
							
							
							
							
							
GLP2R	Glp2r	ortholog_one2one	75.0452	81.0547	100	100.00	1
							
CTSB							
							
							
DPP3P1							
							
							
							
HSPE1P23							
							
							
							
GPM6A-DT							
							
							
							
							
							
RN7SKP113							
MIR548I2							
Metazoa_SRP							
RNA5SP154							
RNA5SP156							
RNU6-578P							
SNORA63							
RN7SKP170							
MIR572							
SNORA75B	Gm25038	ortholog_many2many	75.9124	80		0.00	0
SNORA75B	Gm22972	ortholog_many2many	76.6423	80.1527		0.00	0
U6	Gm24848	ortholog_one2many	70	45.7944		0.00	0
MIR573							
RN7SL16P							
RNU6-420P	Gm25634	ortholog_one2one	79.4393	80.9524		0.00	0
RNA5SP157							
RN7SL101P							
MIR4275							
RNU7-126P							
U6							
							
MIR1255B1							
Y_RNA							
							
							
							
RNU6-573P							
							
MIR4801							
RNU6-931P							
RNU6-412P	Gm55032	ortholog_many2many	62.2642	76.7442		0.00	0
RNU6-412P	Gm54979	ortholog_many2many	66.0377	73.6842		0.00	0
							
RN7SL193P							
							
							
RN7SKP199							
RNU6-158P	Gm24131	ortholog_one2many	60	56.0748		0.00	0
MIR8053							
							
Y_RNA							
							
MIR548AG1							
Y_RNA							
							
RNU6-1325P	Gm25268	ortholog_one2many	66.6667	67.9612		0.00	0
RNU6-699P	Gm22013	ortholog_one2many	59.0909	63.1068		0.00	0
RNU6-699P	Gm54512	ortholog_one2many	37.2727	61.194		0.00	0
RNU6-699P	Gm24775	ortholog_one2many	50.9091	56.5657		0.00	0
RNU6-191P							
RNU1-63P							
RNA5SP527							
Y_RNA							
RNU6ATAC5P							
LINC00354							
RNU4ATAC9P							
	Gm56119	ortholog_one2one	69.2913	66.6667		100.00	1
RNU6-499P							
RNU6-774P	Gm25930	ortholog_one2many	89.7196	89.7196		0.00	0
RN7SKP48							
MIR575							
Y_RNA							
RNU6-615P	Gm22056	ortholog_one2many	54.717	71.6049		0.00	0
RNU6-1059P	Gm55634	ortholog_one2many	62.2449	58.6538		0.00	0
MIR4451							
RN7SKP28	Gm56256	ortholog_one2many	48.5246	84.5714		0.00	0
IMPDH1P5							
RNU6-462P	Gm26122	ortholog_one2many	63.8095	81.7073		0.00	0
DLG5							
RNU6-551P							
RNU6-34P							
DGAT1	Dgat1	ortholog_one2one	86.2705	84.5382	100	100.00	1
RNU6-635P							
Y_RNA							
SNORA24							
RN7SL55P							
MIR576							
MIR8066							
MIR1255A							
RN7SKP137							
RNU6-948P	Gm23032	ortholog_one2one	70.0935	70.0935		0.00	0
RNU6-119P	Gm22578	ortholog_one2one	78.5047	78.5047		0.00	0
							
RNU6-550P							
							
Y_RNA							
RNU1-89P							
							
RNU6-224P							
LINC00332							
Y_RNA							
RN7SL808P							
U6	Gm24928	ortholog_one2one	81.9048	80.3738		0.00	0
RNA5SP166							
							
RNU7-197P							
							
RNU6-1230P							
RNA5SP167							
RNA5SP165							
RN7SKP253							
							
MIR4799							
RN7SL254P							
							
MIR548G							
TMEM256P1							
Y_RNA							
MTATP6P23							
SNORD39							
RNU4-79P							
							
MTCO2P23							
Y_RNA							
MTCO1P23							
RN7SKP188							
MTND2P15							
CLYBL-AS1							
RNA5SP170							
MTND1P20							
RNU6ATAC13P							
FAM241B	Fam241b	ortholog_one2one	91.7355	92.5	100	100.00	1
RN7SKP105	Gm55615	ortholog_one2one	45.8599	48.6486		0.00	0
Y_RNA							
LINC01070							
MIR6082							
RN7SL776P							
RNA5SP171							
RNA5SP173							
MIR4454							
RNU6-335P							
RNU6-1053P							
RNU6-479P							
							
RN7SL28P							
RNU2-34P							
							
RNU2-66P	Gm22970	ortholog_one2many	50.9317	44.086		0.00	0
RNU2-66P	Gm25572	ortholog_one2many	49.6894	46.5116		0.00	0
RNU2-66P	Gm25475	ortholog_one2many	54.6584	48.8889		0.00	0
RN7SKP67	Gm54708	ortholog_one2one	44.6809	34.4262		0.00	0
RNU2-44P	Gm23887	ortholog_one2one	41.7526	47.093		0.00	0
MIR4276							
RNU6-173P							
RNU1-51P							
							
							
							
							
							
							
							
NFXL1	Nfxl1	ortholog_one2one	89.6817	88.9978	50	100.00	1
FDFT1							
							
LINC02336							
RNU6-666P	Gm22575	ortholog_many2many	71.9626	70		0.00	0
RNU6-666P	Gm23097	ortholog_many2many	74.7664	76.1905		0.00	0
							
RNU6-452P	Gm22575	ortholog_many2many	72.8972	70.9091		0.00	0
RNU6-452P	Gm23097	ortholog_many2many	73.8318	75.2381		0.00	0
LINC02673							
FAM210CP							
TRIAP1P1							
PTCHD3	Ptchd3	ortholog_one2one	66.5618	70.0883	0	92.42	1
OGFOD1	Ogfod1	ortholog_one2one	83.0258	82.5688	100	100.00	1
							
LINC00456							
NPM1P45							
RCVRN	Rcvrn	ortholog_one2one	88	87.1287	100	100.00	1
							
							
ACBD5	Acbd5	ortholog_one2one	80.381	81.1538	50	100.00	1
RPS27P28							
CCDC178	Ccdc178	ortholog_one2one	50.0577	50.1155	100	98.02	1
							
RPL21P23							
							
							
							
JOSD2	Josd2	ortholog_one2one	94.6809	94.6809	100	100.00	1
MTND3P21							
							
							
COA1P1							
							
NEIL2							
RPS27AP1							
CYB5R3	Cyb5r3	ortholog_one2one	87.0432	87.0432	100	100.00	1
							
							
LINC01038							
MYH13	Myh13	ortholog_one2one	96.0784	96.0784	100	100.00	1
TPT1-AS1							
PHTF1	Phtf1	ortholog_one2one	93.5696	93.6925	100	100.00	1
GATA4							
KIAA1958	E130308A19Rik	ortholog_one2one	97.486	97.486	100	100.00	1
NTN4	Ntn4	ortholog_one2one	89.8089	89.8089	100	100.00	1
							
							
							
RPS21P2							
							
LRRC57P1							
							
							
H3P39							
							
MGAT5	Mgat5	ortholog_one2one	97.166	97.2973	100	100.00	1
SLC28A2	Slc28a2b	ortholog_one2many	76.4438	76.2121	100	100.00	1
SLC28A2	Slc28a2	ortholog_one2many	80.3951	80.1515	100	1.50	1
CEND1	Cend1	ortholog_one2one	79.8658	79.8658	100	100.00	1
MEIOSIN	Meiosin	ortholog_one2one	47.8056	53.8869	100	97.78	0
RAX2							
ZFP37	Zfp37	ortholog_one2one	69.2064	73.4007	100	100.00	1
							
SLC25A22	Slc25a22	ortholog_one2one	95.6656	95.6656	100	100.00	1
ZNF724							
MSANTD3	Msantd3	ortholog_one2one	96.3636	96.3636	100	100.00	1
							
TM9SF1	Tm9sf1	ortholog_one2one	97.5247	97.5247	100	100.00	1
							
ZNF43							
MIR6848							
SCRT1	Scrt1	ortholog_one2one	93.1034	93.1034	100	100.00	1
HLA-F							
							
FBXL6	Fbxl6	ortholog_one2one	79.2208	79.8131	75	100.00	1
C2orf80	D630023F18Rik	ortholog_one2one	65.8031	54.9784	100	100.00	1
MYH8	Myh8	ortholog_one2one	97.0057	97.0057	100	99.98	1
KARS1	Kars1	ortholog_one2one	90.1173	86.2179	100	100.00	1
							
LINC00208							
BLK							
OLFM1	Olfm1	ortholog_one2one	98.3505	98.3505	100	100.00	1
							
							
C5orf47	4930524B15Rik	ortholog_one2one	48.8636	52.1212	75	100.00	0
FAM167A							
TDH-AS1							
SLC35G5							
MTMR9							
MED26	Med26	ortholog_one2one	84.6667	86.3946	100	100.00	1
LINC00529							
							
XKR6							
							
PINX1-DT							
PINX1							
							
RNU6-953P							
GATM	Gatm	ortholog_one2one	95.7447	95.7447	100	100.00	1
PINX1							
SOX7							
NKX2-5	Nkx2-5	ortholog_one2one	87.6543	89.3082	50	100.00	1
RP1L1							
C8orf74							
							
ADGRD1-AS1							
PIN1	Pin1rt1	ortholog_one2many	90.1841	92.4528	0	0.00	0
PIN1	Pin1	ortholog_one2many	95.092	93.9394	75	100.00	1
							
							
FARSB	Farsb	ortholog_one2one	93.5484	93.5484	100	100.00	1
							
							
							
ADRA1B	Adra1b	ortholog_one2one	95.3846	96.3107	100	100.00	1
							
							
							
							
RPL7P21							
							
							
RPL6P32							
							
RPL23AP1							
MICE							
HCG9P5							
							
Y_RNA							
							
							
							
							
							
HLA-P							
							
							
PRSS55							
							
							
PTGER4	Ptger4	ortholog_one2one	88.3197	88.3197	100	100.00	1
ADCK5	Adck5	ortholog_one2one	80.8621	80.5842	100	100.00	1
LINC01047							
							
RPL7AP7							
GCNT2P1							
TSSK4	Tssk4	ortholog_one2one	85.7988	85.7988	100	100.00	1
RAP1B	Rap1b	ortholog_one2one	100	100	100	100.00	1
Y_RNA	Gm26124	ortholog_one2many	45.045	46.2963		0.00	0
PAK1IP1	Pak1ip1	ortholog_one2one	71.9388	73.822	100	100.00	1
							
							
							
							
							
LINC00364							
EFCAB10	Efcab10	ortholog_one2one	70.8661	68.1818	50	33.86	0
LINC01050							
XRCC1	Xrcc1	ortholog_one2one	85.94	86.2124	100	100.00	1
ARHGEF37	Arhgef37	ortholog_one2one	79.5556	79.4379	100	100.00	1
							
PRSS51							
DIAPH3-AS1							
							
RPL21P26							
							
TNKS							
ZCCHC7	Zcchc7	ortholog_one2one	64.2726	64.5102	100	100.00	1
TMEM14C	Tmem14c	ortholog_one2one	84.8214	83.3333	100	100.00	1
							
RPSAP19							
							
F3	F3	ortholog_one2one	52.8814	53.0612	100	100.00	1
							
LINC00563							
							
							
							
							
							
DLG5-AS1							
							
							
TMEM14B							
RN7SL284P							
RNU6-1266P							
LINC00421							
MYH4							
NLN	Nln	ortholog_one2one	90.1989	90.1989	100	100.00	1
							
JPT1P1							
CHMP4A							
HNMT	Hnmt	ortholog_one2one	83.9041	83.0508	50	100.00	1
PPP1R3B							
							
CLEC2L	Clec2l	ortholog_one2one	94.3925	95.7346	100	100.00	1
ERI1							
DNAJA1P5							
LINC01048							
HSP90B3P							
MFHAS1							
							
							
							
LINC01787							
CLDN23							
MTATP6P13							
							
							
MAN1A2	Man1a2	ortholog_one2one	94.5398	94.5398	100	100.00	1
							
							
SSBP1	Ssbp1	ortholog_one2one	91.8919	91.8919	100	100.00	1
							
SYT8							
							
LINC00428							
LINC02949							
PRAG1							
ALG1L13P							
							
							
CPSF1	Cpsf1	ortholog_one2one	96.535	96.669	100	100.00	1
AFG2B	Afg2b	ortholog_one2one	79.8141	80.4552	100	100.00	1
							
LINC00331							
							
FAM85B							
ENPP7P1							
							
NIPAL1	Nipal1	ortholog_one2one	87.0732	85.8173	75	100.00	1
SNRPCP17							
RPS3AP31							
							
							
MDP1							
MYH1	Myh1	ortholog_one2one	96.9056	96.7559	100	99.90	1
							
OR7E96P							
							
FAM90A9							
RHBDF1	Rhbdf1	ortholog_one2one	95.5556	95.4439	25	100.00	1
FAM90A17							
FAM90A16							
							
MTCO1P44							
							
FAM90A7							
RPL27P7							
							
							
							
USP17L2							
ZNF705G							
COPS8	Cops8	ortholog_one2one	95.2153	95.2153	100	100.00	1
							
PRR23D2							
							
PRR23D3P							
							
DEFB107A							
							
LINC00391							
MIR147B	Mir147	ortholog_one2one	91.25	92.4051		100.00	1
DEFB105A							
SLC30A4	Slc30a4	ortholog_one2one	92.0746	91.8605	100	100.00	1
DEFB106A							
DEFB104A							
SPAG11A							
RNU6-838P	Gm22827	ortholog_one2one	81.4815	82.243		0.00	0
U6							
Y_RNA							
							
MIR4449							
							
NEDD8-MDP1							
SNORA26	Gm23593	ortholog_one2many	76.2295	77.5		0.00	0
LPAR3	Lpar3	ortholog_one2one	91.5014	91.2429	100	100.00	1
							
ERVMER34-1							
DEFB103A							
							
PRKACG							
WDR18	Wdr18	ortholog_one2one	83.1019	83.2947	100	100.00	1
							
ARL2BPP6							
							
	Gm23593	ortholog_one2many	65.0406	66.6667		0.00	0
							
Y_RNA							
SNORA41B	Gm25409	ortholog_one2many	79.6875	77.8626		0.00	0
SNORA41B	Gm23723	ortholog_one2many	82.8125	80.303		0.00	0
RASL11B	Rasl11b	ortholog_one2one	93.9516	94.332	100	100.00	1
							
HSPD1P2							
DPPA5P2							
TMEM69P2							
							
							
							
							
DEFB4A							
ZNG1C	Zng1	ortholog_one2many	80.5063	80.916	50	100.00	1
							
LINC02868							
BLOC1S6	Bloc1s6	ortholog_one2one	86.6279	86.6279	100	100.00	1
LINC00343							
DRD1	Drd1	ortholog_one2one	91.0314	91.0314	50	100.00	1
							
CTTNBP2NL	Cttnbp2nl	ortholog_one2one	89.6714	89.8119	100	100.00	1
Y_RNA							
TNNI2							
RN7SKP275							
							
RN7SL335P							
ZNF705B							
ADAD1	Adad1	ortholog_one2one	89.0625	82.8756	100	100.00	1
NEDD8	Nedd8	ortholog_one2one	98.7654	98.7654	100	100.00	1
DEFB108A							
ARPP19P1							
FAM66E							
							
SIL1	Sil1	ortholog_one2one	85.2495	84.5161	100	100.00	1
USP17L8							
USP17L3							
							
ALG1L12P							
FAM86B2							
KATNAL2	Katnal2	ortholog_one2one	86.803	86.6419	100	100.00	1
							
							
							
NPRL3	Nprl3	ortholog_one2one	96.3093	96.3093	100	100.00	1
							
							
							
							
CIMAP3	Cimap3	ortholog_one2one	66.4921	51.626	100	91.18	1
							
							
VPS51P19							
TGM1	Tgm1	ortholog_one2one	90.4529	90.6748	100	100.00	1
LONRF1							
MYH2							
TSPAN2	Tspan2	ortholog_one2one	93.6652	93.6652	100	100.00	1
LSP1							
							
OR2Q1P							
HIPK2	Hipk2	ortholog_one2one	96.7446	96.9064	100	100.00	1
Y_RNA							
