Gene name	White-tufted-ear marmoset gene name	White-tufted-ear marmoset homology type	%id. target White-tufted-ear marmoset gene identical to query gene	%id. query gene identical to target White-tufted-ear marmoset gene	White-tufted-ear marmoset Gene-order conservation score	White-tufted-ear marmoset Whole-genome alignment coverage	White-tufted-ear marmoset orthology confidence [0 low, 1 high]
		ortholog_many2many	50.4326	57.8723	0	0.00	0
		ortholog_many2many	63.5352	69.932	0	0.00	0
		ortholog_many2many	80.3461	55.1315	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	41.0383	51.7134	0	0.00	0
		ortholog_many2many	79.7281	50.312	0	0.00	0
		ortholog_many2many	75.4017	59.6285	0	0.00	0
		ortholog_many2many	58.7145	54.5977	0	0.00	0
		ortholog_many2many	80.5933	62.9952	0	0.00	0
		ortholog_many2many	80.5933	51.1774	0	0.00	0
		ortholog_many2many	26.0816	77.8598	0	0.00	0
		ortholog_many2many	80.4697	51.0989	0	0.00	0
		ortholog_many2many	79.8517	56.2228	0	0.00	0
		ortholog_many2many	67.9852	57.5916	0	0.00	0
		ortholog_many2many	79.9753	50.7849	0	0.00	0
		ortholog_many2many	63.6588	68.5752	0	0.00	0
		ortholog_many2many	79.8517	50.7064	0	0.00	0
		ortholog_many2many	79.6044	50.5494	0	0.00	0
		ortholog_many2many	63.6588	77.3273	0	0.00	0
		ortholog_many2many	80.0989	50.8634	0	0.00	0
		ortholog_many2many	73.9184	78.8918	0	0.00	0
		ortholog_many2many	79.8517	50.6667	0	0.00	0
		ortholog_many2many	79.7281	55.6995	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	80.0989	50.8634	0	0.00	0
		ortholog_many2many	79.8517	50.7064	0	0.00	0
		ortholog_many2many	79.9753	50.7849	0	0.00	0
		ortholog_many2many	79.6044	50.5494	0	0.00	0
		ortholog_many2many	40.2967	51.0972	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	80.0989	50.8634	0	0.00	0
		ortholog_many2many	56.2423	58.7097	0	0.00	0
		ortholog_many2many	41.2855	38.7921	0	0.00	0
		ortholog_many2many	79.11	54.0997	0	0.00	0
		ortholog_many2many	79.9753	42.4262	0	0.00	0
		ortholog_many2many	80.4697	51.0989	0	0.00	0
		ortholog_many2many	63.5352	55.5676	0	0.00	0
		ortholog_many2many	80.5933	51.1774	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	56.4895	59.0439	0	0.00	0
		ortholog_many2many	80.0989	50.8634	0	0.00	0
		ortholog_many2many	78.8628	50.0785	0	0.00	0
		ortholog_many2many	76.5142	69.2394	0	0.00	0
		ortholog_many2many	63.0408	73.5931	0	0.00	0
		ortholog_many2many	79.8517	50.7064	0	0.00	0
		ortholog_many2many	47.2188	52.2572	0	0.00	0
		ortholog_many2many	79.6044	56.1465	0	0.00	0
		ortholog_many2many	80.3461	51.0204	100	0.00	1
		ortholog_many2many	63.6588	59.0596	0	0.00	0
		ortholog_many2many	79.9753	50.7849	0	0.00	0
		ortholog_many2many	80.2225	49.9231	0	0.00	0
		ortholog_many2many	80.4697	51.0989	0	0.00	0
		ortholog_many2many	80.0989	50.8634	0	0.00	0
		ortholog_many2many	53.3993	51.7365	0	0.00	0
		ortholog_many2many	80.2225	35.1001	0	0.00	0
		ortholog_many2many	80.5933	50.6211	0	0.00	0
		ortholog_many2many	59.9506	59.2186	0	0.00	0
		ortholog_many2many	51.5451	60.2601	0	0.00	0
		ortholog_many2many	80.0989	50.8634	0	0.00	0
		ortholog_many2many	45.3646	55.4381	0	0.00	0
		ortholog_many2many	80.4697	51.0989	0	0.00	0
		ortholog_many2many	79.9753	50.7849	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	79.7281	50.6279	0	0.00	0
		ortholog_many2many	79.6044	50.5494	0	0.00	0
		ortholog_many2many	47.466	56.4706	0	0.00	0
		ortholog_many2many	56.1187	54.5018	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	79.2336	50.314	0	0.00	0
		ortholog_many2many	79.4808	57.1048	0	0.00	0
		ortholog_many2many	47.8368	56.9118	0	0.00	0
		ortholog_many2many	80.8405	51.3344	0	0.00	0
		ortholog_many2many	80.5933	51.0972	0	0.00	0
		ortholog_many2many	63.0408	53.7408	0	0.00	0
		ortholog_many2many	79.7281	50.6279	0	0.00	0
		ortholog_many2many	80.0989	53.1148	0	0.00	0
		ortholog_many2many	79.8517	50.7064	0	0.00	0
		ortholog_many2many	17.1817	72.3958	0	0.00	0
		ortholog_many2many	80.5933	51.8695	0	0.00	0
		ortholog_many2many	54.1409	57.6316	0	0.00	0
		ortholog_many2many	80.7169	59.526	0	0.00	0
		ortholog_many2many	53.6465	58.6486	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	53.8937	58.9189	0	0.00	0
		ortholog_many2many	63.6588	61.0913	0	0.00	0
		ortholog_many2many	49.8146	56.1281	0	0.00	0
		ortholog_many2many	80.0989	50.8634	0	0.00	0
		ortholog_many2many	79.9753	50.8248	0	0.00	0
		ortholog_many2many	80.4697	51.0989	0	0.00	0
		ortholog_many2many	80.3461	49.8466	0	0.00	0
		ortholog_many2many	79.8517	50.7064	0	0.00	0
		ortholog_many2many	79.7281	55.6995	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	45.4883	54.5994	0	0.00	0
		ortholog_many2many	79.8517	50.7064	0	0.00	0
		ortholog_many2many	78.1211	60.076	0	0.00	0
		ortholog_many2many	63.6588	60.3045	0	0.00	0
		ortholog_many2many	65.2658	58.4071	0	0.00	0
		ortholog_many2many	80.2225	50.9819	0	0.00	0
		ortholog_many2many	79.9753	53.827	0	0.00	0
		ortholog_many2many	80.5933	48.2605	0	0.00	0
		ortholog_many2many	80.4697	51.0989	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	73.6712	62.9356	0	0.00	0
		ortholog_many2many	48.4549	55.6818	0	0.00	0
		ortholog_many2many	79.8517	50.8261	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	80.3461	52.504	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	79.8517	50.7064	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	45.241	53.9028	0	0.00	0
		ortholog_many2many	79.7281	54.4304	0	0.00	0
		ortholog_many2many	80.7169	51.2559	0	0.00	0
		ortholog_many2many	80.0989	50.8634	0	0.00	0
		ortholog_many2many	80.2225	47.9321	0	0.00	0
		ortholog_many2many	79.7281	51.9742	0	0.00	0
		ortholog_many2many	80.5933	51.1774	0	0.00	0
		ortholog_many2many	80.0989	50.8634	0	0.00	0
		ortholog_many2many	52.9048	80.4511	0	0.00	0
		ortholog_many2many	79.4808	51.7713	0	0.00	0
		ortholog_many2many	79.6044	53.444	0	0.00	0
		ortholog_many2many	80.0989	63.6542	0	0.00	0
		ortholog_many2many	53.0284	57.973	0	0.00	0
		ortholog_many2many	79.9753	50.7849	0	0.00	0
		ortholog_many2many	80.3461	51.0605	0	0.00	0
		ortholog_many2many	79.9753	50.7849	0	0.00	0
		ortholog_many2many	80.0989	50.8634	0	0.00	0
		ortholog_many2many	54.2645	59.1644	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	57.2311	72.457	0	0.00	0
		ortholog_many2many	78.492	55.7018	0	0.00	0
		ortholog_many2many	69.2213	76.2943	0	0.00	0
		ortholog_many2many	52.4104	58.4828	0	0.00	0
		ortholog_many2many	79.9753	56.9041	0	0.00	0
		ortholog_many2many	80.5933	51.1774	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	79.6044	50.5098	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	79.6044	50.5494	0	0.00	0
		ortholog_many2many	50.5562	58.0142	0	0.00	0
		ortholog_many2many	63.9061	73.4375	0	0.00	0
		ortholog_many2many	79.8517	50.7064	0	0.00	0
		ortholog_many2many	80.8405	49.6583	0	0.00	0
		ortholog_many2many	58.4672	60.1017	0	0.00	0
		ortholog_many2many	71.199	60.251	0	0.00	0
		ortholog_many2many	80.4697	51.0989	0	0.00	0
		ortholog_many2many	19.7775	84.2105	0	0.00	0
		ortholog_many2many	79.7281	50.6279	0	0.00	0
		ortholog_many2many	63.4116	60.7101	0	0.00	0
		ortholog_many2many	24.9691	81.7814	0	0.00	0
		ortholog_many2many	79.4808	50.471	0	0.00	0
		ortholog_many2many	50.0618	56.4854	0	0.00	0
		ortholog_many2many	68.4796	64.5688	0	0.00	0
		ortholog_many2many	80.5933	51.1774	0	0.00	0
		ortholog_many2many	80.0989	52.0064	0	0.00	0
		ortholog_many2many	80.4697	51.0989	0	0.00	0
		ortholog_many2many	21.8789	82.3256	0	0.00	0
		ortholog_many2many	80.2225	53.8143	0	0.00	0
		ortholog_many2many	80.5933	51.1774	0	0.00	0
		ortholog_many2many	80.0989	52.1319	0	0.00	0
		ortholog_many2many	47.9604	57.0588	0	0.00	0
		ortholog_many2many	79.8517	50.7064	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	80.0989	50.8634	0	0.00	0
		ortholog_many2many	47.5896	54.4554	0	0.00	0
		ortholog_many2many	80.5933	57.4449	0	0.00	0
		ortholog_many2many	80.2225	55.1871	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	79.6044	50.5494	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	79.4808	50.471	0	0.00	0
		ortholog_many2many	80.3461	49.9232	0	0.00	0
		ortholog_many2many	80.0989	50.8634	0	0.00	0
		ortholog_many2many	11.1248	71.4286	0	0.00	0
		ortholog_many2many	79.6044	49.4624	0	0.00	0
		ortholog_many2many	45.3646	55.4381	0	0.00	0
		ortholog_many2many	80.5933	51.1774	0	0.00	0
		ortholog_many2many	79.6044	50.5494	0	0.00	0
		ortholog_many2many	54.8826	54.9505	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	42.6452	53.0769	0	0.00	0
		ortholog_many2many	52.7812	55.599	0	0.00	0
		ortholog_many2many	48.0841	56.8713	0	0.00	0
		ortholog_many2many	79.8517	54.1039	0	0.00	0
		ortholog_many2many	80.0989	51.6335	0	0.00	0
		ortholog_many2many	64.2769	69.241	0	0.00	0
		ortholog_many2many	79.6044	57.0416	0	0.00	0
		ortholog_many2many	72.8059	65.6633	0	0.00	0
		ortholog_many2many	79.8517	50.7463	0	0.00	0
		ortholog_many2many	79.7281	62.1987	0	0.00	0
		ortholog_many2many	24.5983	85.4077	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	48.5785	56.6282	0	0.00	0
		ortholog_many2many	63.288	55.3514	0	0.00	0
		ortholog_many2many	79.8517	50.7064	0	0.00	0
		ortholog_many2many	79.9753	50.7849	0	0.00	0
		ortholog_many2many	79.8517	56.2718	0	0.00	0
		ortholog_many2many	46.9716	53.3708	0	0.00	0
		ortholog_many2many	79.7281	50.6279	0	0.00	0
		ortholog_many2many	80.5933	51.1774	0	0.00	0
		ortholog_many2many	80.2225	55.2811	0	0.00	0
		ortholog_many2many	80.7169	51.2559	0	0.00	0
		ortholog_many2many	79.9753	50.7849	0	0.00	0
		ortholog_many2many	79.7281	50.6279	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	71.5698	62.527	0	0.00	0
		ortholog_many2many	79.2336	50.314	0	0.00	0
		ortholog_many2many	79.6044	50.5494	0	0.00	0
		ortholog_many2many	79.7281	54.3387	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	46.1063	50.0671	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	50.9271	78.1784	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	79.7281	50.6279	0	0.00	0
		ortholog_many2many	80.4697	51.0989	0	0.00	0
		ortholog_many2many	80.0989	50.8634	0	0.00	0
		ortholog_many2many	80.4697	51.0989	0	0.00	0
		ortholog_many2many	80.4697	51.0989	0	0.00	0
		ortholog_many2many	80.5933	64.6184	0	0.00	0
		ortholog_many2many	50.5562	58.4286	0	0.00	0
		ortholog_many2many	49.691	54.9932	0	0.00	0
		ortholog_many2many	79.6044	55.6131	0	0.00	0
		ortholog_many2many	79.2336	50.314	0	0.00	0
		ortholog_many2many	66.9963	55.8187	0	0.00	0
		ortholog_many2many	80.0989	50.7837	0	0.00	0
		ortholog_many2many	80.2225	54.4463	0	0.00	0
		ortholog_many2many	62.0519	60.0478	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	79.7281	56.4304	0	0.00	0
		ortholog_many2many	79.9753	50.8648	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	79.7281	59.1743	0	0.00	0
		ortholog_many2many	61.9283	60.6538	0	0.00	0
		ortholog_many2many	80.5933	50.8977	0	0.00	0
		ortholog_many2many	16.4401	78.2353	0	0.00	0
		ortholog_many2many	79.7281	50.6279	0	0.00	0
		ortholog_many2many	80.0989	50.8634	0	0.00	0
		ortholog_many2many	79.9753	64.1229	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	79.6044	50.5494	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	80.4697	51.0989	0	0.00	0
		ortholog_many2many	79.8517	50.7064	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	79.8517	50.7064	0	0.00	0
		ortholog_many2many	63.5352	78.3537	0	0.00	0
		ortholog_many2many	80.2225	50.9419	0	0.00	0
		ortholog_many2many	63.1644	73.1044	0	0.00	0
		ortholog_many2many	80.4697	51.0989	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	63.5352	60.7565	0	0.00	0
		ortholog_many2many	79.9753	50.626	0	0.00	0
		ortholog_many2many	47.7132	55.942	0	0.00	0
		ortholog_many2many	59.3325	56.4706	0	0.00	0
		ortholog_many2many	80.3461	54.0765	0	0.00	0
		ortholog_many2many	79.6044	50.5494	0	0.00	0
		ortholog_many2many	80.3461	52.1669	0	0.00	0
		ortholog_many2many	53.7701	60.166	0	0.00	0
		ortholog_many2many	80.4697	51.0989	0	0.00	0
		ortholog_many2many	79.11	52.0325	0	0.00	0
		ortholog_many2many	50.309	57.7305	0	0.00	0
		ortholog_many2many	79.6044	50.5494	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	80.0989	50.8634	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	80.3461	51.0204	0	0.00	0
		ortholog_many2many	79.8517	50	0	0.00	0
		ortholog_many2many	79.8517	50.7064	0	0.00	0
		ortholog_many2many	80.5933	49.0594	0	0.00	0
		ortholog_many2many	53.152	53.152	0	0.00	0
		ortholog_many2many	80.7169	51.2559	0	0.00	0
		ortholog_many2many	63.5352	59.422	0	0.00	0
		ortholog_many2many	79.9753	50.7849	0	0.00	0
		ortholog_many2many	80.4697	51.0989	0	0.00	0
		ortholog_many2many	63.6588	74.6377	0	0.00	0
		ortholog_many2many	80.2225	49.8464	0	0.00	0
		ortholog_many2many	64.8949	74.048	0	0.00	0
		ortholog_many2many	50.309	82.0564	0	0.00	0
GART	GART	ortholog_one2one	92.8361	93.6634	100	10.26	1
							
FAM135A	FAM135A	ortholog_one2one	96.039	95.9144	100	100.00	1
CUL2	CUL2	ortholog_one2one	97.2585	100	100	0.00	1
U3	U3	ortholog_one2one	86.0696	82.7751		100.00	1
	ACYP1	ortholog_one2one	66.6667	68.2171	0	0.00	0
PICK1	PICK1	ortholog_one2one	69.1667	100	75	0.00	1
TBC1D19	TBC1D19	ortholog_one2one	99.2395	99.2395	100	19.74	1
HYAL1	HYAL1	ortholog_one2one	63.3333	43.9137	100	99.73	0
SYN2	SYN2	ortholog_one2one	98.1164	97.9487	50	95.64	1
CROCC	CROCC	ortholog_one2one	95.4906	95.7278	100	0.00	1
KCNN2	KCNN2	ortholog_one2one	97.4359	98.818	100	86.51	1
		ortholog_one2one	91.3462	91.3462		100.00	1
Metazoa_SRP							
TMEM64	TMEM64	ortholog_one2one	91.5167	88.7781	100	0.00	1
TEX22							
							
AKR1C1							
							
PTCRA							
							
DMTN	DMTN	ortholog_one2one	97.644	92.0988	100	100.00	1
							
COLEC10	COLEC10	ortholog_one2one	92.4188	85.0498	100	79.33	1
IFI44							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	84.2657	83.6806		0.00	0
SERPINA5		ortholog_one2one	48.7969	74.2313	100	0.00	0
DRD5	DRD5	ortholog_one2one	95.8159	96.2185	100	0.00	1
							
BRMS1L	BRMS1L	ortholog_one2one	98.452	97.546	25	78.57	1
							
PNLIPRP2	PNLIPRP2	ortholog_one2one	86.3539	80.5169	100	100.00	1
NFYA	NFYA	ortholog_one2one	100	100	100	100.00	1
CCT8	CCT8	ortholog_one2one	96.9259	97.8102	100	0.00	1
PAIP1	PAIP1	ortholog_one2one	99.1667	98.9605	75	0.00	1
GATA4	GATA4	ortholog_one2one	96.3883	96.6063	75	87.08	1
SLC2A9	SLC2A9	ortholog_one2one	80.9981	72.2603	100	51.36	1
U1							
PUS7	PUS7	ortholog_one2one	89.8329	97.1386	50	49.72	0
ADARB2	ADARB2	ortholog_one2one	95.5345	95.0202	50	58.41	0
PIK3IP1	PIK3IP1	ortholog_one2one	91.0448	92.7757	75	100.00	1
HYAL2							
EXOC5	EXOC5	ortholog_one2one	98.3075	98.3075	100	100.00	1
U2	U2	ortholog_one2many	39.7436	57.9439		0.00	0
U2	U2	ortholog_one2many	41.0256	50.3937		0.00	0
							
CHST2							
DENND6B	DENND6B	ortholog_one2one	46.6435	68.8889	100	0.00	0
LFNG	LFNG	ortholog_one2one	90.5013	86.8354	75	0.00	1
MAL2	MAL2	ortholog_one2one	43.1973	59.0698	100	0.00	0
							
C1QL3	C1QL3	ortholog_one2one	99.6078	99.6078	100	0.00	1
RPL7L1	RPL7L1	ortholog_many2many	97.9592	94.1176	100	0.00	1
RPL7L1		ortholog_many2many	75.102	77.9661	0	0.00	0
RPL7L1		ortholog_many2many	95.102	90.3101	0	0.00	0
Metazoa_SRP							
HIC2							
IFI44L							
							
		ortholog_many2many	33.871	40.3846	0	0.00	0
		ortholog_many2many	25.8065	24.2424	0	0.00	0
		ortholog_many2many	27.4194	26.3566	0	0.00	0
		ortholog_many2many	37.9032	58.0247	0	0.00	0
SPMIP5	SPMIP5	ortholog_one2one	88.4615	88.4615	100	100.00	1
MTA1	MTA1	ortholog_one2one	92.1488	85.5499	100	0.00	1
Metazoa_SRP							
Metazoa_SRP							
MAMU-DRA	HLA-DRA	ortholog_one2one	66.1376	83.612	75	0.00	1
							
RSU1	RSU1	ortholog_one2one	99.278	99.278	100	35.07	1
		ortholog_one2one	85.2459	85.9504		100.00	1
							
WDR1	WDR1	ortholog_one2one	96.0591	90.1387	100	0.00	1
TUSC2	TUSC2	ortholog_one2one	97.2727	97.2727	100	0.00	1
							
							
POLR2F	POLR2F	ortholog_one2one	73.743	84.0764	100	6.97	1
CCN3	CCN3	ortholog_one2one	96.0784	96.0784	100	100.00	1
BICRAL	GLTSCR1L	ortholog_one2one	98.6098	98.6098	100	77.34	1
SERPINA3							
Metazoa_SRP							
SLC9A9	SLC9A9	ortholog_one2one	93.1548	97.205	75	59.41	1
ST13							
							
TMEM191C							
							
							
PTGFR	PTGFR	ortholog_one2one	96.3788	96.3788	75	10.45	1
PPP2R2D	PPP2R2D	ortholog_one2one	92.7152	92.3077	100	0.00	1
		ortholog_one2one	73.6842	71.1864	100	0.00	1
U6	U6	ortholog_one2one	75	76.4706		0.00	0
TRIM36	TRIM36	ortholog_one2one	96.8622	96.0758	100	89.14	1
							
RNF31	RNF31	ortholog_one2one	89.267	90.4509	75	100.00	1
ATOSA	ATOSA	ortholog_one2one	91.7745	91.1846	100	6.74	1
							
RASSF1	RASSF1	ortholog_one2one	63.1884	63.3721	100	0.00	1
BLK	BLK	ortholog_one2one	71.4789	80.2372	100	0.00	1
FHIP2B	FHIP2B	ortholog_one2one	88.8291	87.1863	100	100.00	1
							
HSPA12A	HSPA12A	ortholog_one2one	91.0786	98.8439	100	93.68	1
							
							
MBIP	MBIP	ortholog_one2one	93.7322	95.6395	50	100.00	1
	PAFAH1B3	ortholog_one2many	96.789	91.342	0	0.00	0
U6	U6	ortholog_one2one	86.2745	86.2745		100.00	1
CREM	CREM	ortholog_one2one	93.8983	82.4405	100	33.60	1
BNIP3	BNIP3	ortholog_one2many	98.4536	74.3191	100	75.31	1
							
SOX10	SOX10	ortholog_one2one	99.5717	99.5717	100	0.00	1
							
DCLK2	DCLK2	ortholog_one2one	98.212	98.212	75	67.61	1
TBCC		ortholog_one2many	91.6185	91.6185	100	0.00	1
TBCC		ortholog_one2many	89.5954	89.5954	0	0.00	0
GSC	GSC	ortholog_one2one	98.0695	98.8327	100	100.00	1
CRIP2	CRIP2	ortholog_one2one	62.1429	76.9911	100	0.00	1
							
							
							
Metazoa_SRP							
ARPC1A	ARPC1A	ortholog_one2many	49.7076	91.8919	75	100.00	0
ARPC1A		ortholog_one2many	42.9825	87.7612	0	0.00	0
C10H22orf23	C22orf23	ortholog_one2one	89.8617	90.2778	75	0.00	1
ZMYND10	ZMYND10	ortholog_one2one	96.3636	96.3636	100	0.00	1
SAMD7	SAMD7	ortholog_one2one	91.0314	90.2222	100	0.00	1
NUDT18	NUDT18	ortholog_one2one	94.1176	94.1176	100	100.00	1
							
U1							
							
							
GIPC2	GIPC2	ortholog_one2one	69.5925	57.2165	100	97.24	1
ENPP2	ENPP2	ortholog_one2one	83.1721	90.3361	100	0.00	1
U1	U1	ortholog_one2one	100	100		0.00	0
FAM167A	FAM167A	ortholog_one2one	87.3362	91.7431	75	93.83	1
CUBN	CUBN	ortholog_one2one	91.5839	91.5839	100	89.76	1
U7							
U1							
							
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	74.8299	39.8551		0.00	0
U6	U6	ortholog_one2one	86.3158	82		0.00	0
							
U1	U1	ortholog_one2one	100	100		0.00	0
H4C12							
CRIP1	CRIP1	ortholog_one2one	97.4026	97.4026	100	0.00	1
JAKMIP3	JAKMIP3	ortholog_one2one	89.3855	81.0537	100	100.00	1
							
U6	U6	ortholog_one2one	80.1887	79.4393		0.00	0
U1							
DNASE1L3	DNASE1L3	ortholog_one2one	81.9672	79.8722	50	0.00	0
							
U7	U7	ortholog_one2one	81.9672	80.6452		100.00	1
TIMP4	TIMP4	ortholog_one2one	96.875	75.0865	50	100.00	1
U1	U1	ortholog_many2many	86.8056	81.6993		0.00	0
U1	U1	ortholog_many2many	86.8056	81.1688		0.00	0
							
AKR1C2	AKR1C1	ortholog_one2one	81.1145	70.4301	25	0.00	0
SEC62	SEC62	ortholog_one2one	97.995	98.2412	50	0.00	0
		ortholog_one2one	84.9462	84.0426	50	0.00	0
U1	U1	ortholog_many2many	86.8056	81.6993		0.00	0
U1	U1	ortholog_many2many	86.8056	81.1688		0.00	0
IRF9	IRF9	ortholog_one2one	71.6484	83.376	100	100.00	1
							
TEDC1	TEDC1	ortholog_one2one	86.5566	81.7372	100	0.00	1
TSBP1							
PERM1		ortholog_one2one	6.25	75	100	0.00	0
TDH		ortholog_one2one	93.2249	94.7658	75	100.00	1
							
NPRL2	NPRL2	ortholog_one2one	80.7786	79.8077	100	0.00	1
U1	U1	ortholog_one2one	100	100		0.00	0
U7	U7	ortholog_one2one	79.3651	81.9672		0.00	0
							
PLXNB2	PLXNB2	ortholog_one2one	94.6312	87.9093	100	0.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	85.1351	85.7143		0.00	0
		ortholog_one2one	53.5714	41.0959	0	0.00	0
U1	U1	ortholog_one2one	96.9512	96.9512		0.00	0
USP16	USP16	ortholog_one2one	92.9678	93.75	100	0.00	1
Metazoa_SRP							
ENO4	ENO4	ortholog_one2one	91.6667	91.2281	100	96.60	1
NKX2-1	NKX2-1	ortholog_one2one	82.5893	99.4624	100	0.00	1
U6							
ABHD6							
		ortholog_many2many	13.1206	44.0476	0	0.00	0
		ortholog_many2many	17.0213	49.4845	0	0.00	0
U6							
							
U6							
							
							
MTMR9	MTMR9	ortholog_one2one	96.1749	96.1749	100	0.00	1
DIPK2A	DIPK2A	ortholog_one2one	94.7598	93.3333	75	95.45	1
Metazoa_SRP							
Metazoa_SRP							
Metazoa_SRP							
							
TMEM121	TMEM121	ortholog_one2one	99.3711	99.3711	100	0.00	1
ZNF518B	ZNF518B	ortholog_one2one	91.9776	91.8063	75	0.00	1
							
							
HR	HR	ortholog_one2one	83.0343	75.744	100	100.00	1
DNAJB4	DNAJB4	ortholog_one2one	99.7033	99.7033	100	0.00	1
		ortholog_one2one	65.8416	60.8696	100	0.00	1
POU5F1	POU5F1	ortholog_one2many	98.0556	98.0556	50	0.00	0
POU5F1		ortholog_one2many	97.2222	97.2222	0	0.00	0
							
U6							
LIMK2	LIMK2	ortholog_one2one	78.4363	97.3396	75	91.77	1
REC8	REC8	ortholog_one2one	90.6195	92.0863	100	100.00	1
Metazoa_SRP							
PCLO	PCLO	ortholog_one2one	94.4798	94.3705	100	66.71	1
BACE2	BACE2	ortholog_one2one	83.4311	83.4311	100	97.13	1
							
NKX2-8	NKX2-8	ortholog_one2one	91.0638	88.7967	100	0.00	1
PPARG	PPARG	ortholog_one2one	99.4059	99.4059	100	56.47	1
		ortholog_one2one	78.4091	56.7901	0	0.00	0
PGGT1B	PGGT1B	ortholog_one2one	97.6378	98.6737	100	100.00	1
CLXN	CLXN	ortholog_one2one	95.2607	69.7917	50	0.00	0
							
MIR486-1	MIR486-1	ortholog_one2one	60.7143	100		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	89.7436	90.5172		0.00	0
IGHE							
RINT1	RINT1	ortholog_one2one	97.3485	94.6012	50	0.00	0
							
MAPK11	MAPK11	ortholog_one2one	80.7692	54.6468	100	0.00	1
							
CLNK	CLNK	ortholog_one2one	82.3928	78.1585	100	16.44	1
Y_RNA	Y_RNA	ortholog_one2one	84.3137	88.6598		0.00	0
RPP14							
DPYSL4	DPYSL4	ortholog_one2one	62.3574	86.014	100	100.00	1
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	67.6364	82.3009		0.00	0
							
STC2	STC2	ortholog_one2one	90.0662	90.0662	100	0.00	1
		ortholog_one2many	30.2158	45.6522	0	0.00	0
U4	U4	ortholog_one2one	77.6978	75		0.00	0
SAMSN1	SAMSN1	ortholog_one2one	87.9257	84.9028	50	0.00	0
TCF19	TCF19	ortholog_one2one	91.8841	91.092	75	0.00	1
U8							
U6							
PAX9	PAX9	ortholog_one2one	97.9532	97.9532	100	82.96	1
							
STIM2	STIM2	ortholog_one2one	95.5952	94.0281	75	23.03	1
