Gene name	Macaque gene name	Macaque homology type	%id. target Macaque gene identical to query gene	%id. query gene identical to target Macaque gene	Macaque Gene-order conservation score	Macaque Whole-genome alignment coverage	Macaque orthology confidence [0 low, 1 high]
RNU6-1125P	U6	ortholog_one2many	98.1308	100		0.00	0
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
ACTL6A	ACTL6A	ortholog_one2one	86.1507	98.6014	100	100.00	1
							
ANGPTL7	ANGPTL7	ortholog_one2one	99.7093	99.7093	100	100.00	1
OGDH	OGDH	ortholog_one2one	100	100	75	100.00	1
							
DR1							
		ortholog_one2one	100	100		100.00	1
ZNF394	ZNF394	ortholog_one2one	99.6429	99.6429	100	100.00	1
		ortholog_one2one	99.0385	99.0385		100.00	1
C1orf131	C1H1orf131	ortholog_one2one	98.3222	98.3222	100	100.00	1
							
							
							
							
		ortholog_one2one	24	33.3333	0	0.00	0
SLC22A14	SLC22A14	ortholog_one2one	100	100	100	100.00	1
VSTM2A	VSTM2A	ortholog_one2one	98.7055	98.7055	100	100.00	1
							
DCP1A	DCP1A	ortholog_one2one	99.8279	99.6564	50	100.00	1
							
							
							
							
ZKSCAN5	ZKSCAN5	ortholog_one2one	99.6424	99.6424	100	100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3289	99.3289		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
PLEKHG5	PLEKHG5	ortholog_one2one	96.3619	89.4372	100	100.00	1
AGO1	AGO1	ortholog_one2one	100	100	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
ROBO2	ROBO2	ortholog_one2one	94.5796	97.6327	50	100.00	1
	ABCC13	ortholog_one2one	98.1481	99.375	100	100.00	1
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
RNU6-235P	U6	ortholog_one2one	100	100		100.00	1
							
		ortholog_one2one	98.0769	98.0769		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
Metazoa_SRP							
EXOSC10	EXOSC10	ortholog_one2one	99.4511	97.6293	100	100.00	1
TRIM67	TRIM67	ortholog_one2one	99.6154	99.6154	100	100.00	1
U1	U1	ortholog_one2one	98.7013	98.7013		100.00	1
							
CNOT10	CNOT10	ortholog_one2one	91.8418	92.4129	100	100.00	1
							
							
							
MIR155	mml-mir-155	ortholog_one2one	100	100		100.00	1
RNU2-29P	U2	ortholog_one2one	100	100		100.00	1
PHF14	PHF14	ortholog_one2one	89.5055	91.6322	100	100.00	1
OPRD1							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
		ortholog_one2one	98.9247	98.9247		100.00	1
							
							
							
		ortholog_one2one	95.9459	97.2603	100	100.00	1
U7	U7	ortholog_one2one	100	100		100.00	1
		ortholog_one2many	8.9172	7.2165	0	0.00	0
XYLB	XYLB	ortholog_one2one	85.7401	80.7823	100	99.49	1
							
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3243	99.3243		100.00	1
							
		ortholog_one2many	35.514	35.514	0	0.00	0
							
							
YTHDF2	YTHDF2	ortholog_one2one	96.4225	96.0951	100	100.00	1
							
FAM200A	FAM200A	ortholog_one2one	99.651	99.651	100	100.00	1
							
		ortholog_one2one	41.5842	42	0	0.00	0
CCDC18	CCDC18	ortholog_one2one	99.7251	100	100	100.00	1
							
							
							
	MRPL47	ortholog_one2one	100	100	100	100.00	1
							
							
SEMA3F	SEMA3F	ortholog_one2one	100	100	100	100.00	1
							
INTS15	INTS15	ortholog_one2one	83.8264	94.6548	100	100.00	1
							
	mml-mir-6130	ortholog_one2one	100	100		100.00	1
PRKRIP1	PRKRIP1	ortholog_one2one	87.6404	94.7368	100	100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
ZNF655	ZNF655	ortholog_one2one	98.5124	99.8325	100	100.00	1
RNU4-45P	U4	ortholog_one2one	98.5816	98.5816		100.00	1
		ortholog_one2one	73.3333	74.0385	0	0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3243	99.3243		100.00	1
GMEB1	GMEB1	ortholog_one2one	99.6454	99.8224	100	100.00	1
ZDHHC4	ZDHHC4	ortholog_one2one	99.4595	99.4595	100	100.00	1
		ortholog_one2one	99.2647	100		100.00	1
		ortholog_one2one	100	100		100.00	1
FAM89A	FAM89A	ortholog_one2one	78.9189	79.3478	100	100.00	1
CLIP2	CLIP2	ortholog_one2one	95.2465	51.7208	50	100.00	1
		ortholog_one2one	99.2537	99.2537		100.00	1
Metazoa_SRP							
							
		ortholog_one2one	92.5	93.6709		100.00	1
RNU6-386P	U6	ortholog_one2one	100	100		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3243	99.3243		100.00	1
NDUFB5	NDUFB5	ortholog_one2one	100	100	100	100.00	1
TMEM225B	TMEM225B	ortholog_one2one	68.2099	100	100	100.00	1
NCAM2	NCAM2	ortholog_one2one	98.4468	96.3743	50	100.00	1
							
							
EIF2C4	AGO4	ortholog_one2one	99.7481	80.8989	100	100.00	1
		ortholog_one2one	100	100		100.00	1
							
ARV1	ARV1	ortholog_one2one	99.631	99.631	100	100.00	1
RBM11	RBM11	ortholog_one2one	100	100	100	100.00	1
RAP1GAP	RAP1GAP	ortholog_one2one	91.9786	80.6565	100	100.00	1
		ortholog_one2one	100	100		100.00	1
Metazoa_SRP							
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	99.569	99.569		0.00	0
		ortholog_one2one	98.5007	98.3533	50	100.00	1
ORAI2	ORAI2	ortholog_one2one	98.4615	98.0843	100	100.00	1
PCP4	PCP4	ortholog_one2one	100	100	100	100.00	1
GNAT1	GNAT1	ortholog_one2one	100	100	100	100.00	1
							
	SRM	ortholog_one2one	100	100	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	99.569	99.569		100.00	1
							
							
ACVR2B	ACVR2B	ortholog_one2one	95.5598	92.8705	100	100.00	1
							
							
TAF12	TAF12	ortholog_one2one	94.8357	94.3925	100	100.00	1
RN7SL120P	Metazoa_SRP	ortholog_one2one	100	99.6633		100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	84.1463	84.9231		100.00	1
							
							
LIPI	LIPI	ortholog_one2one	99.7826	99.7826	100	100.00	1
ZSCAN25	ZSCAN25	ortholog_one2one	96.1199	100	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
ALKBH4	ALKBH4	ortholog_one2one	99.6689	99.6689	100	100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
EXOG	EXOG	ortholog_one2one	90.3315	82.3678	100	100.00	1
SLC38A3	SLC38A3	ortholog_one2one	100	100	100	100.00	1
IGSF5	IGSF5	ortholog_one2one	89.5722	91.2807	100	100.00	1
CNTN6	CNTN6	ortholog_one2one	99.7085	99.7085	50	100.00	1
RAB42	RAB42	ortholog_one2one	99.0826	99.0826	100	100.00	1
		ortholog_one2one	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99	99		100.00	1
							
TNFRSF25	TNFRSF25	ortholog_one2one	83.2311	90.0443	100	100.00	1
MASP2	MASP2	ortholog_one2one	99.4169	99.4169	100	100.00	1
							
							
							
B3GALT5	B3GALT5	ortholog_one2one	97.7564	98.0707	100	100.00	1
SNORA16A	SNORA16A	ortholog_one2one	100	100		100.00	1
		ortholog_one2one	98.3471	98.3471	0	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.1453	99.1453		100.00	1
							
		ortholog_one2one	100	100		100.00	1
							
							
PRMT2	PRMT2	ortholog_one2one	71.7308	86.1432	75	100.00	1
							
SNORA61	SNORA61	ortholog_one2one	100	100		100.00	1
							
							
USP13	USP13	ortholog_one2one	100	100	100	100.00	1
SNORD99	SNORD99	ortholog_one2one	100	100		100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
							
							
							
Metazoa_SRP							
U2	U2	ortholog_one2one	74.6479	74.6479		100.00	1
TRNAU1AP	TRNAU1AP	ortholog_one2one	100	61.6725	100	100.00	1
							
							
	ESPN	ortholog_one2one	96.633	33.6066	100	100.00	0
							
		ortholog_one2one	95.4955	87.6033	100	100.00	1
LRWD1	LRWD1	ortholog_one2one	99.6865	98.2998	100	100.00	1
RNU6-772P	U6	ortholog_one2one	98.0952	98.0952		100.00	1
TARDBP	TARDBP	ortholog_one2one	100	100	100	100.00	1
CLSPN	CLSPN	ortholog_one2one	99.6271	99.5529	100	100.00	1
		ortholog_one2many	27.2152	33.8583	0	0.00	0
		ortholog_one2many	46.0784	7.64228	0	0.00	0
GNAI2	GNAI2	ortholog_one2one	100	100	100	100.00	1
SCN5A	SCN5A	ortholog_one2one	96.866	99.6034	100	100.00	1
							
							
KDELR2	KDELR2	ortholog_one2one	95.7547	89.4273	100	100.00	1
CNTN4	CNTN4	ortholog_one2one	96.1064	98.3479	50	100.00	1
							
DYNC1LI1	DYNC1LI1	ortholog_one2one	70.4942	92.7342	100	100.00	1
		ortholog_one2one	99.4413	99.4413	75	100.00	1
							
							
							
		ortholog_one2one	55.2632	50.8064	0	0.00	0
							
							
							
							
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
							
							
							
	GET1	ortholog_one2one	99.7191	99.7191	100	93.77	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.1453	99.1453		100.00	1
RCC1	RCC1	ortholog_one2one	89.0244	100	100	100.00	1
							
ALPL	ALPL	ortholog_one2one	99.8092	99.8092	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	80.7163	82.5352		100.00	1
CYP3A5							
C1orf216	C1H1orf216	ortholog_one2one	99.5633	99.5633	100	100.00	1
							
NDUFA4	NDUFA4	ortholog_one2one	100	100	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.0291	99.0291		100.00	1
GTF2IRD1	GTF2IRD1	ortholog_one2one	93.6024	98.2438	50	100.00	1
HES2	HES2	ortholog_one2one	57.2	55.4264	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
MIR548AY							
DAGLB	DAGLB	ortholog_one2one	99.8505	89.4244	100	100.00	1
FAM20C	FAM20C	ortholog_one2one	99.6226	90.411	100	100.00	1
PTBP2	PTBP2	ortholog_one2one	98.8827	100	100	100.00	1
C1orf127	C1H1orf127	ortholog_one2one	98.3776	81.3415	100	100.00	1
							
							
CMTM6	CMTM6	ortholog_one2one	81.7708	85.7924	100	100.00	1
		ortholog_one2one	99.4737	99.4737	100	100.00	1
PSMB2	PSMB2	ortholog_one2one	100	100	75	100.00	1
U3	U3	ortholog_one2one	99.5261	99.5261		100.00	1
							
CACNA1D	CACNA1D	ortholog_one2one	98.6872	99.9541	50	100.00	1
		ortholog_one2one	98.9796	98.9796		100.00	1
Metazoa_SRP							
							
SNORA73B	SNORA73	ortholog_one2one	99.5098	99.5098		100.00	1
							
							
							
SNORA73A	SNORA73	ortholog_one2one	100	100		100.00	1
CMTM7	CMTM7	ortholog_one2one	99.4286	94.0541	100	100.00	1
							
COBL	COBL	ortholog_one2one	98.2861	94.552	100	100.00	1
TMED5	TMED5	ortholog_one2one	90.1186	99.5633	100	100.00	1
RN7SL831P	Metazoa_SRP	ortholog_one2one	99.3808	99.3808		100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	89.0411	87.8378		0.00	0
CYP3A7	CYP3A7	ortholog_one2one	97.4155	91.5888	100	100.00	1
CASZ1	CASZ1	ortholog_one2one	90.6999	50.3191	100	100.00	1
SEMA3B	SEMA3B	ortholog_one2one	95.871	99.3316	100	100.00	1
							
	PDGFA	ortholog_one2one	48.2	96.7871	100	100.00	0
		ortholog_one2one	98	98	100	100.00	1
RNU1-130P	U1	ortholog_one2one	99.3789	99.3789		100.00	1
							
POLR2J	POLR2J	ortholog_one2one	100	100	100	100.00	1
NCDN	NCDN	ortholog_one2one	100	97.668	100	100.00	1
							
		ortholog_one2one	51.8644	83.1522	0	0.00	0
NXPH1	NXPH1	ortholog_one2one	100	100	100	100.00	1
IL5RA	IL5RA	ortholog_one2one	84.4444	99.5238	50	100.00	1
RAC1							
CMTM8	CMTM8	ortholog_one2one	80.9783	86.1272	100	100.00	1
							
PEX5L	PEX5L	ortholog_one2one	100	100	100	100.00	1
MTF2	MTF2	ortholog_one2one	100	90.3879	100	100.00	1
PEX14	PEX14	ortholog_one2one	100	100	100	100.00	1
PHACTR4	PHACTR4	ortholog_one2one	96.2085	99.388	100	100.00	1
	RASA4B	ortholog_one2one	99.8753	88.5083	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3243	99.3243		100.00	1
DIP2A	DIP2A	ortholog_one2one	97.7862	92.7415	100	100.00	1
							
TFAP2E	TFAP2E	ortholog_one2one	100	99.7738	100	100.00	1
TMED4	TMED4	ortholog_one2one	99.5595	99.5595	100	100.00	1
ACOT7	ACOT7	ortholog_one2one	54.8624	75.6962	100	100.00	1
LCA5L	LCA5L	ortholog_one2one	99.8507	99.8507	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3377	99.3377		100.00	1
		ortholog_one2one	99	99		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	98.9011	98.9011		100.00	1
RN7SL614P	Metazoa_SRP	ortholog_one2one	99.2908	99.2908		100.00	1
	UPK3BL2	ortholog_one2one	100	100	100	100.00	1
RNU6-210P	U6	ortholog_one2one	100	100		100.00	1
SCN10A	SCN10A	ortholog_one2one	99.4903	99.7955	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
							
GPD1L	GPD1L	ortholog_one2one	76.4249	84.0456	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3243	99.3243		100.00	1
ECE1	ECE1	ortholog_one2one	79.3568	98.0769	100	100.00	1
TRAPPC2L		ortholog_one2one	98.2955	98.2955	75	100.00	1
DFFA	DFFA	ortholog_one2one	99.6979	99.6979	100	100.00	1
TRNT1	TRNT1	ortholog_one2one	99.5444	99.5444	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.654	99.654		100.00	1
FAM220A	FAM220A	ortholog_one2one	99.2278	99.2278	100	100.00	1
RN7SL692P	Metazoa_SRP	ortholog_one2one	99.3355	99.3355		100.00	1
DDX56	DDX56	ortholog_one2one	91.5686	84.4485	100	100.00	1
PRKAR1B	PRKAR1B	ortholog_one2one	99.7976	99.7976	100	100.00	1
RNU6-970P	U6	ortholog_one2one	100	100		100.00	1
UPK3B	UPK3B	ortholog_one2one	83.3837	100	100	100.00	1
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
Metazoa_SRP							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3243	99.3243		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.1453	99.1453		100.00	1
KIAA0319L	KIAA0319L	ortholog_one2one	99.8106	99.8106	75	100.00	1
							
ICA1	ICA1	ortholog_one2one	89.1344	94.347	100	100.00	1
							
		ortholog_one2one	99.0291	94.4444	100	100.00	1
							
							
Metazoa_SRP							
		ortholog_one2one	99.2308	99.2308	100	100.00	1
		ortholog_one2one	100	100		100.00	1
LSMEM2	LSMEM2	ortholog_one2one	100	100	100	100.00	1
							
DIPK1A	DIPK1A	ortholog_one2one	83.5938	100	75	100.00	1
							
							
							
GPR153	GPR153	ortholog_one2one	93.6207	89.1626	100	100.00	1
							
CRBN	CRBN	ortholog_one2one	90.1639	99.3228	100	100.00	1
NPC1L1	NPC1L1	ortholog_one2one	99.8533	99.8533	100	100.00	1
	USP42	ortholog_one2one	92.8144	11.7692	100	100.00	0
CYP3A4							
DTX2	DTX2	ortholog_one2one	81.3893	99.8392	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99	98.0198		100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	97.973	97.973		100.00	1
Metazoa_SRP							
ICMT	ICMT	ortholog_one2one	100	100	100	100.00	1
IFRD2	IFRD2	ortholog_one2one	100	87.3267	100	100.00	1
SESN2	SESN2	ortholog_one2one	100	100	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
RNF207	RNF207	ortholog_one2one	96.0426	99.5268	100	100.00	1
RNU6-396P	U6	ortholog_one2one	100	100		100.00	1
							
		ortholog_one2one	87.6278	99.0751	100	100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
LRRN1	LRRN1	ortholog_one2one	100	100	100	100.00	1
ATP5IF1							
U8	U8	ortholog_one2one	96.2963	96.2963		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.1453	99.1453		100.00	1
		ortholog_one2one	95.1276	92.9705	100	100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	97.3684		100.00	1
RNU6-486P	U6	ortholog_one2one	100	100		100.00	1
RNU6-1097P	U6	ortholog_one2one	99.0654	99.0654		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	98.2906	98.2906		100.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
HYAL3	HYAL3	ortholog_one2one	99.5204	99.5204	100	100.00	1
							
		ortholog_one2one	95.679	95.679	100	100.00	1
NUDCD3							
		ortholog_one2many	56.8182	42.0168	0	0.00	0
SETMAR	SETMAR	ortholog_one2one	99.8538	99.8538	100	100.00	1
		ortholog_one2one	100	100		100.00	1
	ZP3	ortholog_one2one	88.1579	94.8113	100	100.00	1
RABIF	RABIF	ortholog_one2one	98.8827	98.8827	100	100.00	1
							
	RPL22	ortholog_one2many	56.8889	100	100	100.00	1
NAA80	NAA80	ortholog_one2one	100	100	100	100.00	1
GTF2I	GTF2I	ortholog_one2one	78.6899	87.7079	100	100.00	1
		ortholog_one2one	19.5205	54.2857	0	0.00	0
TTC14	TTC14	ortholog_one2one	100	100	100	100.00	1
							
EIF2AK1	EIF2AK1	ortholog_one2one	99.8413	99.683	100	100.00	1
RPL5	RPL5	ortholog_one2one	99.661	98.9899	75	100.00	1
BRWD1	BRWD1	ortholog_one2one	99.569	100	100	100.00	1
HYAL1	HYAL1	ortholog_one2one	100	100	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
	DNAAF5	ortholog_one2one	96.7857	31.6959	100	94.43	0
PTAFR	PTAFR	ortholog_one2one	100	100	100	100.00	1
SCN11A	SCN11A	ortholog_one2one	99.7207	99.7207	100	100.00	1
U7	U7	ortholog_one2one	100	100		100.00	1
KLHL12	KLHL12	ortholog_one2one	84.0517	96.5347	100	100.00	1
U7	U7	ortholog_one2one	100	100		100.00	1
RNU6-176P	U6	ortholog_one2one	100	100		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	98.6395	98.6395		100.00	1
							
RASSF1	RASSF1	ortholog_one2one	66.2791	66.087	75	100.00	1
SNORA66	SNORA66	ortholog_one2one	100	100		100.00	1
SUMF1	SUMF1	ortholog_one2one	99.4624	94.6292	100	100.00	1
							
							
SNORD21	SNORD21	ortholog_one2one	100	100		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
SSC4D	SSC4D	ortholog_one2one	99.8258	99.6522	75	100.00	1
							
CHD5	CHD5	ortholog_one2one	97.2596	94.1913	100	100.00	1
		ortholog_one2one	100	100		100.00	1
							
RNU6-1227P	U6	ortholog_one2one	100	100		100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	97.4545	98.5294		100.00	1
GLCCI1	GLCCI1	ortholog_one2one	99.8162	99.8162	100	100.00	1
CCDC39	CCDC39	ortholog_one2one	91.2023	99.0446	75	100.00	1
YWHAG	YWHAG	ortholog_one2one	75.7669	100	50	100.00	1
HYAL2	HYAL2	ortholog_one2one	99.7886	99.7886	75	100.00	1
Metazoa_SRP							
ZMYM4	ZMYM4	ortholog_one2one	99.8682	97.805	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3289	99.3289		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
		ortholog_one2many	25.4545	30.6569	0	0.00	0
TUSC2	TUSC2	ortholog_one2one	100	100	75	100.00	1
EVI5	EVI5	ortholog_one2one	100	100	50	100.00	1
		ortholog_one2many	76.1364	58.7719	0	0.00	0
EYA3	EYA3	ortholog_one2one	85.5932	87.2193	100	100.00	1
WDR48	WDR48	ortholog_one2one	96.9231	93.0201	100	100.00	1
							
ADIPOR1	ADIPOR1	ortholog_one2one	100	100	100	100.00	1
SUN1	SUN1	ortholog_one2one	96.1373	84.1315	100	100.00	1
RNU6-534P	U6	ortholog_one2one	100	100		100.00	1
	HSPB1	ortholog_one2one	36.4238	53.6585	50	100.00	0
RN7SL229P	Metazoa_SRP	ortholog_one2one	99.661	99.661		100.00	1
ZMYND10	ZMYND10	ortholog_one2one	99.7727	99.7727	100	100.00	1
SHH	SHH	ortholog_one2one	58.6466	67.0968	100	100.00	1
	CAMK2B	ortholog_one2one	48.8941	62.8743	100	100.00	0
UMAD1	UMAD1	ortholog_one2one	91.9708	75.9036	100	100.00	1
GRB10	GRB10	ortholog_one2one	93.9292	88.2726	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	100	100		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	100	100		100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.0196	99.0196		100.00	1
	RPA3	ortholog_one2one	100	100	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
CYB5R1	CYB5R1	ortholog_one2one	98.6885	76.0101	100	100.00	1
EIF4G3	EIF4G3	ortholog_one2one	99.9398	99.9398	100	100.00	1
							
Metazoa_SRP							
							
							
							
NPRL2	NPRL2	ortholog_one2one	87.8947	81.2652	100	100.00	1
							
MIOS	MIOS	ortholog_one2one	90.9091	92.3603	100	100.00	1
CYP3A43	CYP3A43	ortholog_one2one	99.2064	99.2064	100	100.00	1
		ortholog_one2one	98.5294	98.5294	100	100.00	1
							
RN7SL851P	Metazoa_SRP	ortholog_one2one	99.0164	99.0164		100.00	1
Metazoa_SRP							
ANKRD61	ANKRD61	ortholog_one2one	91.8072	99.7382	100	100.00	1
	MGAT4F	ortholog_one2one	99.7854	99.7854	100	100.00	1
GORASP1	GORASP1	ortholog_one2one	94.8546	95.2809	100	100.00	1
CYB561D2	CYB561D2	ortholog_one2one	100	100	100	100.00	1
KCNAB2	KCNAB2	ortholog_one2one	99.759	99.759	100	100.00	1
TMEM183A	TMEM183A	ortholog_one2one	100	87.0416	100	100.00	1
AIMP2	AIMP2	ortholog_one2one	99.4371	99.4371	100	100.00	1
TMEM115	TMEM115	ortholog_one2one	100	100	100	100.00	1
COL28A1	COL28A1	ortholog_one2one	99.7331	99.7331	100	100.00	1
RNF32	RNF32	ortholog_one2one	69.0608	67.3854	100	100.00	1
MDH2	MDH2	ortholog_one2one	100	100	50	100.00	1
RN7SL559P	Metazoa_SRP	ortholog_one2one	99.6622	99.6622		100.00	1
SNORA80D	SNORA80D	ortholog_one2one	99.2647	99.2647		100.00	1
RNU4-59P	U4	ortholog_one2one	57.7181	71.6667		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	98.6487	98.6487		100.00	1
PMS2	PMS2	ortholog_one2one	99.3499	97.7612	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	98.9362		100.00	1
		ortholog_one2one	84.2767	95.0355	100	100.00	1
STX12							
FXR1	FXR1	ortholog_one2one	96.4824	96.2406	75	100.00	1
							
GFI1	GFI1	ortholog_one2one	91.6268	90.7583	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.0385	99.0385		100.00	1
NCF1	NCF1	ortholog_one2one	100	100	75	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
OR2AE1	OR2AE1	ortholog_one2one	97.4684	88.2522	100	100.00	1
CACNA2D2	CACNA2D2	ortholog_one2one	99.4792	99.3929	100	100.00	1
		ortholog_one2one	94.5093	97.5875	75	100.00	1
LMBR1	LMBR1	ortholog_one2one	92.0904	99.7959	100	100.00	1
RPAP2	RPAP2	ortholog_one2one	93.415	99.6732	100	100.00	1
							
TTC21A	TTC21A	ortholog_one2one	95.1403	98.4419	100	100.00	1
							
XKR8	XKR8	ortholog_one2one	99.75	99.5012	100	100.00	1
ITPR1	ITPR1	ortholog_one2one	100	100	100	100.00	1
DDC	DDC	ortholog_one2one	87.6033	88.3333	100	100.00	1
		ortholog_one2many	41.2698	42.9752	0	0.00	0
PPFIA4	PPFIA4	ortholog_one2one	100	100	100	100.00	1
RCC1L	RCC1L	ortholog_one2one	99.7845	99.7845	75	100.00	1
TRIM4	TRIM4	ortholog_one2one	95.7404	99.5781	100	100.00	1
SMPDL3B		ortholog_one2one	24.5283	98.913	100	100.00	0
C1GALT1	C1GALT1	ortholog_one2one	100	100	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
SNORD38C	SNORD38C	ortholog_one2one	100	100		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
RN7SL824P	Metazoa_SRP	ortholog_one2one	98.6577	98.6577		100.00	1
		ortholog_one2one	37.1429	47.561	0	0.00	0
		ortholog_one2one	65.4321	82.8125	0	0.00	0
							
RPA2	RPA2	ortholog_one2one	93.4028	99.6296	100	100.00	1
GET4	GET4	ortholog_one2one	86.7052	90.9091	100	99.44	1
		ortholog_one2one	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.0741	99.0741		100.00	1
	CCZ1	ortholog_one2one	82.3091	70.947	75	100.00	1
							
	STYXL1	ortholog_one2one	88.8636	89.2694	100	100.00	1
	NPHP4	ortholog_one2one	78.5303	36.1166	100	100.00	0
GJC3	GJC3	ortholog_one2one	98.9547	98.9547	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3243	99.3243		100.00	1
GLMN	GLMN	ortholog_one2one	94.5774	99.8316	100	100.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	98.3871	98.7854		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
SELENOK	SELENOK	ortholog_one2one	97.8495	100	50	100.00	1
		ortholog_one2one	98.4962	98.4962	100	100.00	1
AZGP1	AZGP1	ortholog_one2one	89.2537	92.8571	100	100.00	1
ASNS	ASNS	ortholog_one2one	97.5395	98.9305	100	100.00	1
RN7SL503P	Metazoa_SRP	ortholog_one2one	99.654	99.654		100.00	1
							
		ortholog_one2one	99.0741	99.0741	100	100.00	1
ETS2	ETS2	ortholog_one2one	99.7868	99.7868	100	100.00	1
							
Metazoa_SRP							
CASTOR2	CASTOR2	ortholog_one2one	100	100	75	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.1453	99.1453		100.00	1
AJAP1	AJAP1	ortholog_one2one	88.6544	81.9512	100	100.00	1
	CHDH	ortholog_one2one	86.6667	39.3939	50	100.00	0
